COGID	dutch	english	french	german
922-1	b eː t			
-934-1	l ɑ m p			
916-1	t r ɔ f			
1726-1	v iː l t			
2108-1	p l uː ɣ			
1133-1	v ɔ r			
2114-1	s p aː d ə			
1272-1	r ɛɪ t			
1979-1	x r aː s			
1989-1	h aː j			
-2260-1	p l ɑ n t			
70-1	b ɑu k			
-89-1	w ɛɪ n + s t			
-12-1	p ɛɪ p			
713-1	z ɑ p			
747-1	n ɛ t ə l			
308-1	d ɛɪ			
289-1	b eː n d ə			
1930-1	b ə aː k			
1928-1	s p ɑ l t			
858-1	s t r ɛ k œy			
1577-1	h f ə + eː			
908-1	w ɔ s			
648-1	b uː r			
1855-1	h eː l l			
657-1	h ɑ m m r			
2058-1	n aː ɣ l			
949-1	b l ɛɪ k s			
1642-1	x m l t			
1640-1	z ə l v ə r			
1633-1	eː z ə n			
1630-1	t ɪ n			
993-1	x l ɑ s			
-2121-1	r ɔ l			
1692-1	v ɑ l			
1694-1	d r ɔ p			
1062-1	z iː ŋ k			
476-1	z w ɪ m m			
1051-1	v l ɛɪ ɣ			
1075-1	b l aː z			
135-1	s l ɛɪ t ə			
-134-1	d ɑ n ts			
1839-1	x w r ɛɪ s			
1097-1	k uː r ʉ x + k			
1777-1	v ɔ l ə			
1434-1	b r ɪ ŋ ə			
1417-1	l ɛɪ t ə			
1424-1	r ɛɪ t ə			
778-1	p aː l			
790-1	b r ʉ x			
1223-1	p ɑ d ə l			
1117-1	z aː x l			
1411-1	h aː v ə			
1407-1	h ɑ l t ə			
1390-1	d ɪ ŋ			
2086-1	x iː v ə			
2082-1	t iː r ʉ x + k aː b			
576-1	z iː k			
579-1	v ɛɪ n d ə			
581-1	l ə t ə l iː r			
-1791-1	r iː k			
-225-1	p r ɛɪ s			
-2284-1	p l aː s			
1479-1	ɔ p ə ə			
847-1	h ɛɪ t			
659-1	b ɔ t ə ə			
860-1	m iː t ə			
213-1	r ɛɪ t t			
1286-1	v ɛ r			
1293-1	w ɛ s t			
474-1	d ɪ k			
467-1	d ə n			
1177-1	d iː p			
588-1	v l ɑ ə			
584-1	h aː k			
-1153-1	r ɛɪ n d			
700-1	t w ɛ l f			
875-1	t ɑu z d ə			
1559-1	ɑ l			
1565-1	m uː r			
1968-1	h ɛ l f t			
-350-1	p ɑ r r			
1478-1	b oː d ə			
1469-2		s æ n d		
2047-2		s ɔ n		
2054-2		d ɔ n t		
1375-2		l ɪ t t		
760-2		w aɪ n		
756-2		s n eɪ m		
726-2		s aʊ d		
1351-2		ɡ r aɪ t r f r d		
1353-2		ɡ r aɪ t r m aʊ d		
412-2		s w ɪ n r r əʊ d		
406-2		s t ɪ n r t r m		
1005-2		s t ɪ f t r ɪ		
1012-2		s t ɪ f r m aʊ d		
1016-2		w əʊ d ɪ w		
1069-2		s		
509-2		f ɔː l		
693-2		m iː l t d s		
2179-2		n aɪ s		
1753-2		f ɪ t		
1131-2		w ɔ l f		
1198-2		b eɪ r d		
2032-2		h iː r n		
2241-2		s əʊ s		
2244-2		l ɪ f		
610-2		k n ɪ		
945-2		h æ r d		
1534-2		l eɪ		
384-2		s ɪ b		
1650-2		s + t		
1663-2		s l̩ l		
2279-2		l ɪ n		
471-2		s əʊ		
1385-2		s əʊ t		
792-2		j n		
1111-2		əʊ əʊ		
197-2		s w d		
2020-2		l æ m		
867-2		h aɪ n d t		
1970-2		f ɔ l		
1230-2		t r aɪ d		
2017-2		n ɪ f		
968-2		w ɜː l		
1674-2		l æ n d		
1671-2		h ɔː l̩ l		
829-2		ɡ l ɪ f		
1025-2		w əʊ r r		
1027-2		s ɪ		
1832-2		r ɪ r		
-1816-2		ʌ w eɪ n		
-335-2		l əʊ l ɪ n		
1043-2		s d æ m		
423-2		s d ɛ n		
2049-2		m eɪ n		
2062-2		s d ɔː r m		
2065-2		r eɪ b r n t		
1368-2		s t d r		
1365-2		d r		
754-2		r eɪ b r		
768-2		w eɪ d		
1211-2		f ɪ r		
106-2		m æ n		
-98-2		b eɪ b ɪ		
719-2		f eɪ d r		
1341-2		s aɪ n		
-2027-2		d n d		
-2026-2		n eɪ f		
409-2		s w ɪ n r s ʌ s aɪ		
402-2		s w ɪ n r d ɔ t t r		
1014-2		s d ɪ f r d ɔ t d r		
1059-2		w ɪ		
120-2		s d ɔː l		
2194-2		ʌ t		
2199-2		k ɑː l f		
2197-2		s ʌ f p		
1523-2		s ɔː		
512-2		m ɜː r		
2141-2		h ɛ n		
2147-2		b æ n		
814-2		k r eɪ		
810-2		d ɪ f		
1758-2		m iː		
1760-2		r æ m		
1620-2		f ɪ n		
1282-2		w æ l		
1136-2		f w t		
1309-2		l iː		
1307-2		n ɪ t		
1305-2		f l		
711-2		w ɜː s d		
1442-2		f l ɪ t		
62-2		m ɔː t		
-73-2		m ʌ s l ɪ d		
1810-2		h iː d		
1805-2		f l eɪ s		
1813-2		h əʊ r		
1811-2		b l aʊ t		
690-2		r ɔ d		
2177-2		h iː f t		
246-2		w ɛ r n b r æ		
249-2		ʌ b r l + l aɪ		
1506-2		n əʊ s f l ɔː ʌ		
2242-2		m ɔ n d		
2245-2		t w ŋ		
2174-2		s t l d r		
603-2		ɡ l n p		
601-2		h æ n d		
615-2		f ɪ ŋ r r		
901-2		ɡ l æ		
608-2		f aʊ t		
596-2		d ɪ n		
937-2		b ɔː əʊ s d		
936-2		n əʊ l̩ l		
646-2		l ɔː ŋ		
947-2		l əʊ v r		
1606-2		h ɔː p		
472-2		n ɪ s		
1535-2		s w aɪ t		
1546-2		s d ɔː k		
1959-2		s l eɪ f		
694-2		s n əʊ r		
1961-2		d æ m		
323-2		l əʊ v		
1885-2		ɡ r eɪ f		
2156-2		f r r k k l d h aɪ t		
1903-2		w w n d		
525-2		s w ɜː l w ŋ		
276-2		l æ m		
274-2		d ʌ f		
278-2		b l ɪ n d		
258-2		d r əʊ k k		
256-2		n əʊ k d		
383-2		eɪ z		
207-2		r ɑː f		
376-2		d r ɑː ŋ k		
2014-2		s eɪ z aɪ		
2009-2		ʌ f		
2003-2		k eɪ z l̩ l		
2024-2		p æ n		
1321-2		k ɔ p		
1976-2		d æ d		
1243-2		m əʊ l aɪ aɪ		
1265-2		p l̩ l		
1261-2		s ɪ v		
655-2		b r aɪ t		
650-2		d eɪ		
1532-2		k n aɪ d		
-36-2		s w p		
34-2		b n		
-1647-2		f ɪ b		
-1615-2		ɡ l		
125-2		f ɛ d		
1659-2		h aɪ n ɪ		
1661-2		m ə l		
1676-2		b d r		
480-2		b r əʊ d k eɪ ŋ		
1466-2		ɡ l æ d w ŋ		
2277-2		w ɔ l		
2271-2		f l̩ l		
2293-2		l eɪ r		
624-2		s d ɪ n		
628-2		s d ɪ n d l̩ l		
626-2		w əʊ v		
633-2		n əʊ d		
1185-2		s ʌ s d m eɪ		
1179-2		h aɪ t		
2168-2		k æ m		
1952-2		d ɔː r		
899-2		l æ d r		
922-2		b ɛ d		
-934-2		l æ m p		
916-2		d r ɔ		
1726-2		f l̩ l		
2108-2		p l ɔː b r		
1133-2		f r		
2114-2		s d əʊ d		
1272-2		r ɔ b r		
1979-2		ɡ r æ ə		
1989-2		h iː		
-2260-2		p l æ n d		
70-2		b ɔː k		
-89-2		w ɑː n r s t		
-12-2		p eɪ f		
713-2		s æ f		
747-2		n eɪ z l̩ l		
308-2		d ɔː n		
289-2		b ɪ n d		
1930-2		b r eɪ k		
1928-2		s d əʊ aɪ d		
858-2		s d r eɪ l k		
1577-2		ʌ f p h æ d		
908-2		w əʊ s		
648-2		b r		
1855-2		s t h l̩ l		
657-2		h æ m r r		
2058-2		n əʊ b l̩ l		
949-2		s m ə t		
1642-2		t l̩ t		
1640-2		s w l r		
1633-2		s		
1630-2		t ɪ n		
993-2		ɡ r əʊ ə		
-2121-2		r ɔ l		
1692-2		f æ l		
1694-2		d r ɔ p p		
1062-2		s w ŋ k		
476-2		s w w m		
1051-2		f l ɪ b r		
1075-2		b l əʊ s		
135-2		ɡ l aɪ d		
-134-2		d n d		
1839-2		w ɛ b eɪ n		
1097-2		t r r ɔ t r k ʌ m		
1777-2		f ɔ l b r		
1434-2		b r ɑː ŋ		
1417-2		l aɪ d		
1424-2		r aɪ d		
778-2		p æ d		
790-2		b r ɔ t		
1223-2		p əʊ d l̩ l		
1117-2		s aɪ l		
1411-2		h əʊ b		
1407-2		h æ l d h		
1390-2		d + ŋ		
2086-2		b eɪ v		
2082-2		t r r ɔ k p b v		
576-2		s w k		
579-2		f ɪ n d		
581-2		f eɪ r l ɪ r		
-1791-2		r ɪ		
-225-2		p + eɪ		
-2284-2		f l əʊ k		
1479-2		ʌ f		
847-2		h iː		
659-2		b d		
860-2		m aʊ d		
213-2		r ɑː l d		
1286-2		f eɪ r		
1293-2		w ɜː s d		
474-2		d ɪ k		
467-2		d ɔ n		
1177-2		d ɪ f		
584-2		h əʊ k		
-1153-2		r ɔ n d		
700-2		t w əʊ l f		
875-2		d ɪ s n d		
1559-2		æ l		
1565-2		m eɪ r		
1968-2		h iː l f t		
-350-2		p əʊ r		
1469-3			ʃ o t ʀ	
2047-3			ʃ o t	
2054-3			ʀ t ʀ ʀ	
1375-3			l ə e	
760-3			l i t ʀ	
756-3			ʀ ɛ p ɛ	
726-3			ʀ ʀ	
1351-3			f ʀ i t ə ə f ʀ ʀ	
1353-3			f ʀ i ʀ ɑ̃ ʀ ʀ	
412-3			f ə ə t ʀ ɛ i ʀ l	
406-3			t v ɑ̃ t ʀ l i ʀ l	
1005-3			t ɛ ɑ̃ v ə f ʀ ʀ ʀ	
1012-3			t ɛ ɑ̃ v ʀ ʀ	
1016-3			l i ʀ ɛ ʀ	
1069-3			f z	
509-3			f e l	
693-3			ə i l ə ʀ	
2179-3			t s t e	
1753-3			f ə k	
1131-3			f l v ʀ	
1198-3			b p t e	
2032-3			s ə t	
2241-3			t ə ʃ ɛ	
2244-3			l ə v	
610-3			t ə i	
945-3			s ɑ̃ t s	
1534-3			l ə k	
384-3			ʃ o k ʀ	
1650-3			t v e	
1663-3			ʃ o l	
2279-3			l ə t i	
471-3			ʃ o	
1385-3			ʃ o ʀ	
792-3			t ə k	
1111-3			ʀ e	
197-3			ʃ o ʀ	
2020-3			l o ʀ	
867-3			s t ʀ t e	
1970-3			f e l	
1230-3			t n t ʀ	
2017-3			t ə v	
2183-3			t i	
1521-3			ʃ k	
1755-3			s t ʀ	
1760-3			ʀ i e	
1196-3			t o z	
575-3			f k ʀ l	
2014-3			ʀ ʀ e	
1321-3			k v e	
1265-3			t ɑ̃ l	
588-3			f l o z	
1469-4				z a n t ə
2047-4				z ɔ n ə
2054-4				ʃ ɔ n t ə r
1375-4				l ai t t ə
760-4				v iː n t
756-4				ʃ n iː ə
726-4				m ɔ t ə
1351-4				ɡ r a n eː ə t ai r r
1353-4				ɡ r a n + m oː d ə
412-4				z a r eː ə t aː n r l
406-4				ʃ ɔ l n + ə iː ə r l
1005-4				z t ɛ p ə t ai r r
1012-4				ʃ t ə + m oː d ə
1016-4				v iː t ɔy ə n +
1069-4				ɪ x ə
509-4				f iː l ə n
693-4				m ʏ iː t ai
2179-4				n ɛː s t
1753-4				f ɪ ʃ ts
1131-4				v iː l f
1198-4				ɡ aː r t ə
2032-4				h a n n ə
2241-4				n + s
2244-4				l ɔ p t
610-4				k au iː
945-4				h ai t t
1534-4				l ɪ k ə ə
384-4				z ɔ k ə ə
1650-4				n ɔ t ə
1663-4				z ə l t
2279-4				l iː n ə n
471-4				z aː x
1385-4				z ai t ɛ
792-4				j + k
1111-4				m ai ʃ t
197-4				z iː d ə
2020-4				l ɔ ŋ ə
867-4				h ɔ n t ə r t
1970-4				f ə l ə
1230-4				ɡ ɛ r ə x ə ə
2017-4				n j iː a
968-4				v ɛ r t l
1674-4				l a n t ə
1671-4				h iː l ə
829-4				k l ɪ f ə
1025-4				v aː s ə r n
1027-4				z ai ə
1832-4				r au f
-1816-4				a ʃ ai x n n
-335-4				l iː ɡ ai n ə n
1043-4				ʃ t r au m
423-4				ʃ t ɛ n x
2049-4				m iː n x
2062-4				ʃ t ɛ r m
2065-4				r ɛ n + ɡ + b au
1368-4				ʃ au t t ɔy ə
1365-4				t j iː n
754-4				r ɛ ɡ ə n
768-4				v ɛ r ə
1211-4				f ɔy ə
106-4				m a n x
-98-4				b ɛ b iː ə
719-4				f ai d ə r n
1341-4				ʃ ɔ n x
-2027-4				ts n t t ə
-2026-4				n ɛ f ə
409-4				ʃ ɔ n n + n a l ə x
402-4				t ɔ a n + d iː n + l r r
1014-4				ʃ t ɛ ə + t ɔ ɡ t ə r
1059-4				v ai ə
120-4				ʃ t a l ə
2183-4				ʃ t t a r
2194-4				ɔ ʃ t
2199-4				k a l f
2197-4				ʃ au p n
1523-4				z ʊ k
1521-4				b ə k ə
512-4				m ai r iː x
2141-4				h ɛ n x
2147-4				ɡ a n ə
814-4				k r + x n
810-4				ʃ au f ə
1755-4				z ʊ n t
1758-4				m iː s ə
1620-4				f ɪ n x
1282-4				v ɛ l b ɪ
1136-4				f ə ʃ t
1309-4				l iː ʃ ə
1307-4				n iː t
1305-4				f l au ə
711-4				v ɛː ʃ ə n
1442-4				f l ai ə
62-4				m iː ə ə
-73-4				m ʊ iː k ai t
1810-4				h ai t ə
1805-4				f l ai ʃ ə
1813-4				h eː r
1811-4				b l oː t ə
690-4				r ɪ p ə
2177-4				h oː f t
246-4				v + ɡ ə + b r n
249-4				oː + l iː t t
1506-4				n ʊ ʃ t b l yː ə ə
2242-4				m iː n t
2245-4				t ɔ ŋ ə
1196-4				n ɛ k ə
2174-4				ʃ ɔ l t ə r n
575-4				ə ts ə l l
603-4				ɛ l + + b au
601-4				h a n t ə
615-4				f ɪ ŋ ə r
901-4				k l au l
608-4				f oː t
596-4				t ai n
937-4				b ə ʊ s t
936-4				n aː b ə l
646-4				l ɔ ŋ ə
947-4				l iː f ə r n
1606-4				h ɔ ə n
472-4				z ɪ z s n
1535-4				z v ɛ t ə n
1546-4				ʃ t ɔy ə ə n
1959-4				ʃ l au p ə n
694-4				ʃ n oː r k ə
1961-4				t r au m ə n
323-4				l iː l ai t
1885-4				ɡ r ai f ə
2156-4				b a l t ə n + h
1903-4				v iː n t ə
525-4				z v ɛ l ɪ ŋ ə
276-4				l ai m ɛ x
274-4				t oː f ə
278-4				b l ai n t ə
258-4				t r ɔ ŋ k ə n
256-4				n + k t t ə
383-4				ai t ə n
207-4				r ai p n
376-4				t r ɪ ŋ k ə n
2014-4				t ʊ n t t
2009-4				au f ə
2003-4				k ɛ t ə l
2024-4				f a n x
1976-4				t ɔ ŋ s
1243-4				m iː l + n
1261-4				z iː f ə n
655-4				ɡ r ɛ t ə
650-4				t iː k
1532-4				n au t ə ə
-36-4				ʃ ʊ ə n
34-4				b au n x
-1647-4				f iː ɡ
-1615-4				ɔ ɪ l ə
125-4				f a t
1659-4				h oː n ɪ ə
1661-4				m iː l k ə
1676-4				b ɔ t ə r n
480-4				t r aː ŋ k ə
1466-4				k l iː ʃ s ŋ
2277-4				v iː l ə
2271-4				f ɪ l t
2293-4				l ɛ r ə
624-4				ʃ p ɪ n ə n
628-4				ʃ p ɪ n t ə l
626-4				v ai f ə n
633-4				n aː t ə l
1185-4				ʃ ɛː a n + b r ə
1179-4				h oː t
2168-4				k a m
1952-4				t oː r n
899-4				l a t ə r n
922-4				b ɛ t ə
-934-4				l a m ə n
916-4				t r ɔ f
1726-4				f ai l t ə
2108-4				f l yː ɡ ə
1133-4				f au ə + n
2114-4				ʃ ə aː t ə n
1272-4				r ai ɡ ə
1979-4				ɡ r ai ʃ ə
1989-4				h ai x n
-2260-4				f l ai n t ə n
70-4				b au k ə
-89-4				v ai n ə r
-12-4				pf ai p n
713-4				z a p n
747-4				n ɛ t ə l
308-4				t iː ə
289-4				b ai n t ə n
1930-4				ɡ ə ɛ k ə n
1928-4				ʃ ə l iː t ə n
858-4				ʃ t + ɛ k k ə
1577-4				h pf ə h a ŋ
908-4				v a ʃ ə n
648-4				b au r ə n
1855-4				h t l h ə
657-4				h a m ə r n
2058-4				n aː ɡ ə
949-4				ʃ l ɪ t r iː
1642-4				ɡ a l t ə
1640-4				z ɪ l b ə r n
1633-4				ai z r n x
1630-4				ts ɪ n x
993-4				ɡ l ai ʃ ə
-2121-4				r ɔ l ə n
1692-4				f a l ə n
1694-4				t r ɔ ə ə
1062-4				z ɪ ŋ k ə n
476-4				z v iː m ə n
1051-4				f l iː ə ə
1075-4				b l a z ə
135-4				ʃ l ai t ə n
-134-4				t ai n ʃ ə n
1839-4				v ɛ + ɡ t n
1097-4				ts au m ʊ f + k au m
1777-4				f ɔ l iː ə n
1434-4				ɡ r ɛ ŋ ə n
1417-4				l ai t ə n
1424-4				r ai t ə n
778-4				pf a t
790-4				ɡ r ʊ ə ə
1223-4				f a t ə l
1117-4				z iː l ə
1411-4				h au b ə n
1407-4				h a l t ə h
1390-4				ʃ ɪ ŋ ə
2086-4				ɡ iː f ə n
2082-4				ɡ iː r + b au ai b ə
576-4				z au k ə n
579-4				f ai n t ə n
581-4				l ɛ s +
-1791-4				r iː k ə
-225-4				pf r ai ʃ ə
-2284-4				f l ai ts ə
1479-4				ɔ f ə n ə n
847-4				h oː x
659-4				b ɔ t ə m
860-4				m ɪ t ə l
213-4				r ai t ts ə
1286-4				f ai r n
1293-4				v ɛː s t ə n
474-4				ʃ iː k ə
467-4				ʃ iː n x
1177-4				t au ə n
588-4				f l a r
584-4				h + k ə
-1153-4				r ʊ n t ə
700-4				ts v iː l f ə
875-4				ʃ iː s ə t t
1559-4				a l ə n
1565-4				m ɛ r n
1968-4				h ai l f t
-350-4				pf eː r
1478-4				b au d m m
