COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
62-1	ʔ i ɴ									
70-1	θ a i									
96-1	m i									
101-1	h									
114-1	x u r i									
119-1	i m									
134-1	s i r u r i									
138-1	s i r u r i									
146-1	ʔ a θ u r i									
161-1	ʔ u r i									
182-1	x ɨ r u s i									
188-1	ʔ a a									
196-1	m u r									
262-1	h i r u									
300-1	h u u s									
313-1	ʔ u i i									
350-1	s i b a s a r i									
352-1	ʔ i r a s a r i									
396-1	h u r u s a r i									
401-1	ʔ u θ u r i									
420-1	ʔ u θ ɨ r u r i									
424-1	ʔ u θ a r u r i									
442-1	s i m ɨ u r ɨ r u r i									
455-1	ʔ i g i r u r i									
15-1	ʔ a r i									
49-1	h i r a g									
130-1	m i r i									
149-1	k i									
175-1	s i r a									
199-1	ʔ a r i s a r i									
230-1	ʔ a m u r u									
233-1	ʔ a u u r u									
264-1	k i r i									
274-1	n u r r i θ u r									
298-1	k i r u u									
303-1	m a r r a									
354-1	ʔ a s i s a r i									
369-1	k i r i i									
376-1	h a r u a r i									
415-1	m u s u r u r i									
418-1	n a									
456-1	x i r a									
59-1	ʔ ɨ r u									
118-1	k i r									
142-1	ʔ u θ u r i									
14-2		k o r e								
18-2		d a r e								
35-2		h i k o u								
36-2		h u t a u								
48-2		n a k a i a								
60-2		k o r u i								
63-2		s i r a m i								
64-2		k i								
67-2		h a a								
68-2		n e a a								
71-2		tɕ i								
76-2		h o e								
83-2		k u n o								
87-2		h a n a e								
95-2		m i m i								
98-2		h a n a								
99-2		k u tɕ i								
-102-2		s i a a r a								
103-2		k u m e								
110-2		k e								
116-2		m a u e								
120-2		k o m u a								
132-2		k i k u a								
139-2		k u k o r o s u								
140-2		k o r o u								
156-2		k a t o r u								
168-2		k u k u i								
169-2		h o a i								
170-2		m i u								
173-2		i s i								
180-2		k u m o								
185-2		h a a								
186-2		m o e r u								
187-2		m i tɕ i								
190-2		k a k a a a								
193-2		k i r o i								
194-2		s i r o i a								
195-2		k u r o i a								
216-2		m a r u a a								
221-2		n a a a								
239-2		k i u								
252-2		m i u								
253-2		k o r u								
254-2		k i tɕ u u								
266-2		k a e								
267-2		n a k a r e r u a								
268-2		k u m i								
272-2		k a m e a								
276-2		k a r a u a								
281-2		m u s u i								
304-2		k u a k a								
305-2		tɕ i tɕ i								
308-2		h a n a								
309-2		k u s a								
310-2		k o								
311-2		n a i								
342-2		k u k i								
346-2		k u r a i a								
347-2		k i r u a								
348-2		h i r o i a								
351-2		k o i a								
361-2		k o m o a a								
379-2		k u s a a a a								
394-2		h i d a r i								
395-2		m i k u i								
400-2		h i r a r u a								
412-2		s a k e r u a								
413-2		tɕ u k i s a s u a								
414-2		h o r u a								
422-2		h u k u u r e r u								
423-2		k a k a e r u								
430-2		h a k u a								
435-2		h u k u a								
446-2		s i t a a a								
447-2		h u u e								
458-2		k o s i								
56-2		h i o								
65-2		k a r a								
70-2		k a n e								
75-2		k a r a								
114-2		k u i								
119-2		k i m o								
161-2		k u								
171-2		k a a a								
188-2		h a m a								
196-2		k o r u								
262-2		h i r u u m a								
300-2		h e a s o								
313-2		a d e								
350-2		s e b a i a								
352-2		tɕ i k a i a								
396-2		h u r u u								
401-2		k o s u a								
420-2		k o a tɕ i r u								
424-2		k u t a u a								
442-2		s i m e u k a r u a								
455-2		i k i a r u								
22-2		n a a a								
24-2		m i a n a								
49-2		k o n a o								
78-2		a b u r a a a								
89-2		k e a								
149-2		k u r u								
183-2		h i								
192-2		a o a								
250-2		h o k a n o a								
264-2		k i r a								
298-2		k e k a a a								
303-2		h a r a a a								
314-2		m o s i a								
354-2		a tɕ u								
369-2		k i r e r u								
376-2		h a r u a a								
415-2		m u s u b u a								
451-2		h o k o r i								
456-2		k u a								
72-2		n i k u								
80-2		k a m a k o								
104-2		a s i								
118-2		s i a a								
150-2		n e tɕ a r u								
204-2		i a a								
14-3			k o e							
18-3			k a e							
35-3			h i t o							
36-3			h u t a u							
48-3			n a k a e							
60-3			k o							
63-3			s i a							
64-3			k i							
67-3			h a a							
68-3			n e							
71-3			k i							
76-3			k o e							
83-3			k u o							
87-3			h a n e							
95-3			m i							
98-3			h a i a							
99-3			k u							
-102-3			s i t a							
103-3			k u e							
110-3			t e							
116-3			m i e							
120-3			k o u							
132-3			k i k u							
139-3			k i k o o s							
140-3			k k o k o							
156-3			t a t o							
168-3			k u k							
169-3			k o							
170-3			m i u							
173-3			k i s							
180-3			k u o							
185-3			h a							
186-3			m o e							
187-3			m i							
190-3			k a k a e							
193-3			k i o							
194-3			s i o e							
195-3			k u o e							
216-3			m a u							
221-3			n a							
239-3			k i u							
252-3			m i u							
253-3			k o							
254-3			k i t u u							
266-3			k a e							
267-3			n a k a e u							
268-3			k u							
272-3			k a e							
276-3			k a a u							
281-3			m u s							
304-3			k u a							
305-3			o							
308-3			h a a							
309-3			k u s a							
310-3			k o							
311-3			n a							
342-3			s u k							
346-3			k u a							
347-3			k i u							
348-3			h i o e							
351-3			k o e							
361-3			k o i o t o e							
379-3			k u s a a							
394-3			h i a							
395-3			m i k							
400-3			h i a u							
412-3			s a k e u							
413-3			k i t u k s a s u							
414-3			k o u							
422-3			h u k u e							
423-3			k a a e							
430-3			h a k u							
435-3			h u k u							
446-3			s i t a							
447-3			k u e							
458-3			k o s							
56-3			h i t o							
62-3			s i							
65-3			k a a							
70-3			t a e							
75-3			k a a							
96-3			m e							
101-3			h a							
114-3			k u							
119-3			k i o							
134-3			s i o							
138-3			s i n u							
146-3			s a u k							
161-3			k i							
171-3			k a a							
182-3			k e u							
188-3			s a a							
262-3			h i u a							
300-3			h o s o							
313-3			k a e							
350-3			s e a e							
352-3			k i k a e							
396-3			h u u							
401-3			k o s u							
420-3			k o o u							
424-3			k u t a u							
442-3			s i m e u							
455-3			k i k e o							
15-3			s a e							
22-3			n a							
49-3			k o a o							
78-3			a u a							
89-3			k e							
130-3			m i u							
149-3			k u							
175-3			s u a							
183-3			h i							
192-3			a o e							
199-3			s a u							
230-3			s a o t o							
233-3			s a o t o a							
250-3			k o k a o							
264-3			k i							
274-3			n u e t a							
298-3			k e k a a							
303-3			h a a a t a							
314-3			m o s							
354-3			k a							
369-3			k i							
376-3			k a u							
418-3			n u							
456-3			k a a							
59-3			u o							
72-3			m i k u							
80-3			k a m a o							
104-3			a s							
118-3			s i							
142-3			t o u							
150-3			n e o							
204-3			i a e							
14-4				k o r e						
18-4				d a r e						
35-4				h i t o u						
36-4				h u t a u						
48-4				n a k a i						
60-4				t o r i						
63-4				s i r a m i						
64-4				k i						
67-4				h a						
68-4				n e						
71-4				i						
76-4				h o n e						
83-4				k u n o						
87-4				h a n e						
95-4				m i m i						
98-4				h a n a						
99-4				k u t i						
-102-4				s i a						
103-4				t u m e						
110-4				t e						
116-4				m u n e						
120-4				n o m u						
132-4				k i k u						
139-4				k o r o s u						
140-4				o k o u						
156-4				t a t o r u						
168-4				k u k i						
169-4				h o s i						
170-4				m i s u						
173-4				i s i						
180-4				k u m o						
185-4				h a i						
186-4				m o e r u						
187-4				m i t i						
190-4				a k a i						
193-4				k i r o i						
194-4				s i r o i						
195-4				k u r o i						
216-4				m a r u						
221-4				n a						
239-4				i t u						
252-4				m i t u						
253-4				k o t u						
254-4				i t u u						
266-4				k a e						
267-4				n a k a r e r u						
268-4				u m i						
272-4				a m e a						
276-4				a r a u						
281-4				m u s i						
304-4				k u b a a						
305-4				i t i						
308-4				h a n a						
309-4				k u s a						
310-4				t o						
311-4				n i						
342-4				u k i						
346-4				k u r a i						
347-4				k i r u						
348-4				h i r o i						
351-4				t o i						
361-4				o o i						
379-4				k u s a a						
394-4				h i d a r i						
395-4				m i i						
400-4				h i a r u						
412-4				s a k e r u						
413-4				u k i s a s u						
414-4				h o r u						
422-4				h u k u r e r u						
423-4				k a n a e r u						
430-4				h a k u						
435-4				h u k u						
446-4				s i t a a						
447-4				u i						
458-4				t o s i						
56-4				h i t o						
62-4				i n u						
65-4				k a a						
70-4				t a n e						
75-4				k a a						
96-4				m e						
101-4				h a						
114-4				k u b i						
119-4				k i m o						
134-4				s i o r u						
138-4				s i n u						
146-4				a r u k u						
161-4				u						
171-4				k a a						
182-4				k e m u r i						
188-4				s a m a						
196-4				k o r u						
262-4				h i r u m a						
300-4				h e s o						
313-4				d e						
350-4				s e m a i						
352-4				t i k a i						
396-4				h u r u i						
424-4				u t a u						
442-4				s i m e u k r u						
455-4				i k i t o r u						
15-4				a r e						
22-4				n a i						
24-4				m i n n a						
49-4				o n a o						
78-4				a b u r a u						
89-4				k e						
130-4				m i r u						
149-4				k u r u						
175-4				s u n a						
183-4				h i						
192-4				a o i						
199-4				a u						
230-4				a n o i r o						
233-4				a n o i r o a i						
250-4				h o k a n o						
264-4				k i r i						
274-4				n u r e t a						
298-4				k e k a a						
303-4				h a r a a t a						
354-4				a t u						
369-4				k i r e r u						
415-4				m u s u u						
418-4				n u						
451-4				h o k o r i						
456-4				k u n a						
59-4				u o						
72-4				n i k u						
80-4				t a m a k o						
104-4				a s i						
142-4				t o u						
150-4				n e t e r u						
204-4				i b a i						
14-5					k o r e					
18-5					d a r e					
35-5					h i t o r u					
36-5					h u t a r u					
48-5					n a k a i					
60-5					t o r i					
63-5					s i r a m i					
64-5					k i					
67-5					h a					
68-5					n e					
71-5					i					
76-5					h o n e					
83-5					ts u n o					
87-5					h a n e					
95-5					m i m i					
98-5					h a n a					
99-5					k u tɕ i					
-102-5					s i t a					
103-5					ts u m e					
110-5					t e					
116-5					m u n e					
120-5					n o m u					
132-5					k i k u					
139-5					k o r o s u					
140-5					o r o r u					
156-5					t a t o r u					
168-5					ts u k i					
169-5					h o s i					
170-5					m i u					
173-5					i s i					
180-5					k u m o					
185-5					h a i					
186-5					m o e r u					
187-5					m i tɕ i					
190-5					a k a i					
193-5					k i r o i					
194-5					s i r o i					
195-5					k u r o i					
216-5					m a r u					
221-5					n a					
239-5					i ts u					
252-5					m i t u					
253-5					d o t u					
254-5					i ts u ts u					
266-5					k a e					
267-5					n a k a r e r u					
268-5					u m i					
272-5					a m e					
276-5					a r a u					
281-5					m u s i					
304-5					ts u a					
305-5					i tɕ i					
308-5					h a n a					
309-5					k u s a					
310-5					t o					
311-5					n i					
342-5					m u k i					
346-5					k u r a i					
347-5					k i r u					
348-5					h i r o i					
351-5					t o i					
361-5					o m o i					
379-5					k u s a a					
394-5					h i t a r i					
395-5					m i k i					
400-5					h i b a r u					
412-5					s a k e r u					
413-5					ts u k i s a s u					
414-5					h o r u					
422-5					h u k u r e r u					
423-5					k a n k a e r u					
430-5					h a k u					
435-5					h u k u					
446-5					s i t a					
447-5					u e					
458-5					t o s i					
56-5					h i t o					
62-5					i n u					
65-5					k a w a					
70-5					t a n e					
75-5					k a a					
96-5					m e					
101-5					h a					
114-5					k u b i					
119-5					k i m o					
134-5					s i t o r u					
138-5					s i n u r u					
146-5					a r u k u					
161-5					h u					
171-5					k a a					
182-5					k e m u r i					
188-5					h a m a					
196-5					d o r u					
262-5					h i r u m a					
300-5					h e s o					
313-5					e					
350-5					s e m a i					
352-5					tɕ i k a i					
396-5					h u r ui					
401-5					o s u					
420-5					o ts i r u					
424-5					u t a u					
455-5					i k i t o r u					
15-5					a r e					
22-5					n a i					
24-5					m i n n a					
49-5					o n a					
78-5					a b u r a i					
89-5					k e					
130-5					m i r u					
149-5					k u r u					
175-5					s u n a					
183-5					h i					
192-5					a o i					
199-5					a ts u					
230-5					a n o i t o					
233-5					a n o i t o t a i					
250-5					h o k a n o					
264-5					k i r i					
274-5					n u r e t a					
298-5					k e k a a					
303-5					h a r a w a t a					
314-5					m o s i					
369-5					k i r e r u					
376-5					w a r u					
415-5					m u s u b u					
418-5					n u					
451-5					h o k o r i					
72-5					n i k u					
80-5					t a m a k o					
104-5					a s i					
118-5					s i n o					
142-5					t o b u					
150-5					n e t e r u					
204-5					i k a i					
14-6						b u i				
18-6						t u				
35-6						t u				
36-6						t u				
48-6						n a				
60-6						t u				
63-6						s u r a				
64-6						k i				
67-6						a				
68-6						n i				
71-6						i				
76-6						b u n i				
83-6						ts u n				
87-6						a n i				
95-6						m u m				
98-6						n a n a				
99-6						u ɨ				
-102-6						i				
103-6						ts u m				
110-6						t i				
116-6						n i				
120-6						n u				
132-6						u ts				
139-6						u u				
140-6						u				
156-6						t u				
168-6						ts i				
169-6						u s ɨ				
170-6						m u t				
173-6						u s ɨ				
180-6						k u m				
185-6						u a				
186-6						m u				
187-6						m u dz ɨ				
190-6						u				
193-6						u				
194-6						s u				
195-6						b u u				
216-6						m a				
221-6						n				
239-6						u s				
252-6						m u				
253-6						b u s ɨ				
254-6						u ɨ				
266-6						k a i				
267-6						n a b a				
268-6						u m				
272-6						a m				
276-6						a a				
281-6						m u				
304-6						ts ɨ				
305-6										
308-6						b a n a				
309-6						k u s a				
310-6						t u				
311-6						n a				
342-6						u				
346-6						k u a				
347-6						b u				
348-6						p ɨ				
351-6						t u				
361-6										
379-6						u				
394-6						p ɨ s				
395-6						n i				
400-6						p ɨ				
412-6						b u i				
413-6						u ts ɨ u				
414-6						b u				
422-6						u iː ɭ				
423-6						k a				
430-6						m a ts				
435-6						m u ts				
446-6						s u				
447-6						ɨ				
458-6						t u s ɨ				
56-6						t u				
62-6						u n				
65-6						u				
70-6						u n i				
75-6						u				
96-6						m i				
101-6						u u				
119-6						u m				
134-6						s u t				
138-6						s u				
146-6						u				
171-6						u				
182-6						i ɨ				
188-6						u m a				
196-6						b u				
401-6						u				
420-6						u t				
442-6						s i m i				
24-6						u n a				
78-6						u u				
130-6						u				
192-6						u u				
199-6						u ɨ				
250-6						u				
264-6						ts i ɨ				
314-6						m u				
369-6						u				
418-6						n				
451-6						m u u i				
456-6						ts ɨ n a				
59-6						u				
14-7							k o r e			
18-7							d a r e			
35-7							ɸ i t o u			
36-7							ɸ u t a u			
48-7							n a k a eː			
60-7							t o r i			
63-7							s i r a m i			
64-7							k i			
67-7							ɸ a			
68-7							n e			
71-7							tɕ i			
76-7							ɸ o n e			
83-7							tɕ u n o			
87-7							ɸ a n e			
95-7							m i m i			
98-7							h a n a			
99-7							k u tɕ i			
-102-7							s i t a			
103-7							tɕ u m e			
110-7							t e			
116-7							m u n e			
120-7							n o m u			
132-7							k i k u			
139-7							k o r o s u			
140-7							o r o u			
156-7							t a t o r u			
168-7							tɕ u k i			
169-7							ɸ o s i			
170-7							m i s u			
173-7							i s i			
180-7							k u m o			
185-7							o a i			
186-7							m o e r u			
187-7							m i tɕ i			
190-7							a k a eː			
193-7							k i r o i			
194-7							s i r o i			
195-7							k u r o i			
216-7							m a r u			
221-7							n a			
239-7							i tɕ u			
252-7							m i u			
253-7							k o u			
254-7							i tɕ u u			
266-7							k a s e			
267-7							n a k a r e r u			
268-7							u m i			
272-7							a m e			
276-7							a r a u			
281-7							m o s i			
304-7							tɕ u a			
305-7							tɕ i tɕ i			
308-7							ɸ a n a			
309-7							k u s a			
310-7							t o			
311-7							n i			
342-7							n u k i			
346-7							k u r a i			
347-7							k i r u			
348-7							a i r o i			
351-7							t o i			
361-7							o m o i			
379-7							k u s a a			
394-7							a i t a r i			
395-7							m i i			
400-7							a i a r u			
412-7							s a k e r u			
413-7							tɕ u k i s a s u			
414-7							ɸ o r u			
422-7							s u k u r e r u			
423-7							k a a k a e r u			
430-7							ɸ a k u			
435-7							ɸ u k u			
446-7							s i t e			
447-7							u e			
458-7							t o s i			
56-7							ɸ i t o			
62-7							i n u			
65-7							k a a			
70-7							t a n e			
75-7							k a a			
96-7							m e			
101-7							o a			
114-7							k u i			
134-7							s i r u			
138-7							s i n u			
146-7							a r u u			
161-7							o u			
171-7							k a a			
182-7							k e m u r u			
188-7							n a m a			
196-7							k o r u			
262-7							a i r u m a			
300-7							e s o			
313-7							e			
350-7							s e m eː			
352-7							tɕ i k a eː			
396-7							s u r iː			
401-7							o s u			
420-7							o i r u			
424-7							u t a u			
442-7							s i m e u k e r u			
455-7							i k i r u			
15-7							a r u			
22-7							n a i			
24-7							m i a			
78-7							a t u r a			
89-7							k e			
130-7							m i r u			
149-7							k u r u			
175-7							s u n a			
183-7							o i			
192-7							a o i			
230-7							a n o i o			
233-7							a n o i t o a i			
250-7							ɸ o k a o			
274-7							n u r e t a			
298-7							k e k a a			
303-7							ɸ a r a a a			
314-7							m o s i			
354-7							a tɕ a			
369-7							k i r e r u			
376-7							k a r u			
415-7							m u s u u			
418-7							n o			
451-7							d o k o r i			
456-7							tɕ u n a			
59-7							u o			
72-7							n i k u			
80-7							t a m a k o			
104-7							a s i			
118-7							s i n o			
142-7							t o u			
150-7							n e r u			
204-7							i t a i			
14-8								k o r e		
18-8								d a r e		
35-8								h i t o u		
36-8								h u t a u		
48-8								n a g a i		
60-8								t o r i		
63-8								s i r a m i		
64-8								k i		
67-8								h a a		
68-8								n e		
71-8								i		
76-8								h o n e		
83-8								ts u n o		
87-8								h a n e		
95-8								m i m i		
98-8								h a n a		
99-8								k u tɕ i		
-102-8								s i a		
103-8								ts u m e		
110-8								t e		
116-8								m u n e		
120-8								n o m u		
132-8								k i k u		
139-8								k o r o s u		
140-8								o k o u		
156-8								t a d o r u		
168-8								ts u k i		
169-8								h o s i		
170-8								m i s u		
173-8								i s i		
180-8								k u m o		
185-8								h a i		
186-8								m o e r u		
187-8								m i i		
190-8								a k a i		
193-8								k i r o i		
194-8								s i r o i		
195-8								k u r o i		
216-8								m a r u		
221-8								n a		
239-8								i ts u		
252-8								m i u		
253-8								m o u		
254-8								i ts u u		
266-8								k a s e		
267-8								n a g a r e r u		
268-8								u m i		
272-8								a m e a		
276-8								a r a u		
281-8								m u s i		
304-8								ts u a		
305-8								tɕ i i		
308-8								h a n a		
309-8								k u s a		
310-8								t o		
311-8								n i		
342-8								s u k i		
346-8								k u r a i		
347-8								k i r u		
348-8								a i r o i		
351-8								t o i		
361-8								o o m a i		
379-8								k u s a a		
394-8								a i d a r i		
395-8								m i g i		
400-8								a i b a r u		
412-8								s a k e r u		
413-8								ts u k i s a s u		
414-8								h o r u		
422-8								h u k u r e r u		
423-8								k a n g a e r u		
430-8								h a k u		
435-8								h u k u		
446-8								s i t a a		
447-8								u e		
458-8								t o s i		
62-8								i n u		
65-8								k a a		
70-8								t a n e		
75-8								k a a		
96-8								m e		
101-8								a a		
114-8								k u i		
119-8								k i m o		
134-8								s i o r u		
138-8								s i n u r u		
146-8								a r u k u		
161-8								u		
171-8								k a a		
182-8								k e m u r i		
188-8								s a m a		
196-8								k o r u		
262-8								a i r u m a		
300-8								h e s o		
313-8								d e		
350-8								s e m a i		
352-8								tɕ i k a i		
396-8								h u r u		
401-8								o s u		
420-8								o ts i r u		
424-8								u t a u		
442-8								s i m e u k r u		
455-8								i k i t o r u		
15-8								a r e		
22-8								n a i		
24-8								m i a n a		
49-8								o n a o		
78-8								a ts u r a		
89-8								k e		
130-8								m i r u		
149-8								k u r u		
175-8								s u n a		
183-8								a i		
192-8								a o i		
199-8								a ts u		
230-8								a n o i r o		
233-8								a n o i r o a i		
250-8								h o k a n o		
274-8								n u r e t a		
298-8								k e n a a		
303-8								h a r a r a a		
314-8								m o s i		
354-8								a r u		
376-8								h a r u		
415-8								m u s u u		
418-8								n u		
451-8								h o k o r i		
59-8								u o		
72-8								n i k u		
80-8								t a m a k o		
104-8								a s i		
118-8								s i n s o		
150-8								n e r u		
204-8								i a a i		
14-9									k u ɴ	
18-9									t a ɴ u	
35-9									i t i i	
36-9									i	
48-9									n a a s a ɴ	
60-9									t u ɴ	
63-9									n i a ɴ	
64-9									i	
67-9									a	
68-9									n i u ɴ	
71-9									i	
76-9									m u ɴ i	
83-9									n i ɴ	
87-9									h a i	
95-9									m i ɴ	
98-9									h a n a	
99-9									k u ɴ	
-102-9									i a	
103-9									n i m	
110-9									t i	
116-9									m u ɴ i	
120-9									n u u ɴ	
132-9									n i u ɴ	
139-9									k u r	
140-9									u u ɴ	
156-9									t a u	
168-9									i	
169-9									h u s i	
170-9									m i ɴ	
173-9									ʔ i s i	
180-9									k u m	
185-9									h a	
186-9									m u u ɴ	
187-9									m ɴ	
190-9									ʔ a s a ɴ	
193-9									k i s a ɴ	
194-9									ʃ i s a ɴ	
195-9									k u s a ɴ	
216-9									m a u s a ɴ	
221-9									n a	
239-9									ʔ i	
252-9									m	
253-9									m u	
254-9									ʔ i i	
266-9									k a i	
267-9									n a g a r a j u ɴ	
268-9									ʔ u ɴ	
272-9									ʔ a m i	
276-9									ʔ a r a u ɴ	
281-9									m u s ɴ	
304-9									i i	
305-9									ɴ	
308-9									w a ɴ a	
309-9									k u s a	
310-9									t u	
311-9									n a	
342-9									m u ɴ	
346-9									k a s a ɴ	
347-9									k i j u ɴ	
348-9									h w i s a ɴ	
351-9									t u s a ɴ	
361-9									ʔ u s a ɴ	
379-9									k u s a r a t a	
394-9									h w i a ɴ	
395-9									n i ɴ	
400-9									h w i a j u ɴ	
412-9									n a i j u ɴ	
413-9									i s a s u ɴ	
414-9									k u j u ɴ	
422-9									ʔ u iː j u ɴ	
423-9									k a a j u ɴ	
430-9									h a u ɴ	
435-9									ʔ u u ɴ	
446-9									i	
447-9									ɴ	
458-9									t u s	
56-9									ɴ u	
62-9									ʔ i ɴ	
65-9										
75-9										
96-9									m	
101-9									h a	
114-9									k u ɴ	
119-9									k i m	
134-9									m i u ɴ	
138-9									s i u ɴ	
146-9									ʔ a u ɴ	
161-9									ʔ u	
171-9										
182-9									k i s i	
196-9									u ɴ	
262-9									h i j u i	
300-9									ʔ u u	
313-9									n a	
350-9									ʃ a a s a ɴ	
352-9									k i a s a ɴ	
396-9									ʔ u u s a ɴ	
401-9									ʔ u s u ɴ	
420-9									ʔ u t j u ɴ	
424-9									ʔ u t a u ɴ	
442-9									m i i j u ɴ	
455-9									ʔ i i j u ɴ	
15-9									ʔ a ɴ	
22-9										
24-9									a	
49-9									k n a u	
89-9									u	
175-9									ʃ i n a	
183-9										
199-9									ʔ a i s a ɴ	
230-9									ʔ a u	
233-9									ʔ a u ɴ	
264-9									k i ɴ	
274-9									n t a	
314-9									m u i	
354-9									ʔ a i s a ɴ	
376-9									n a u s a ɴ	
415-9									ʔ u s u u ɴ	
451-9									i u	
456-9									n i ɴ a	
59-9									ʔ u	
142-9									k u u ɴ	
14-10										k o r e
18-10										d a r e
35-10										h i t o u
36-10										h u t a u
48-10										n a ŋ a i
60-10										t o r i
63-10										s i r a m i
64-10										k i
67-10										h a
68-10										n e
71-10										i
76-10										h o n e
83-10										ts u n o
87-10										h a n e
95-10										m i m i
98-10										h a n a
99-10										k u tɕ i
-102-10										s i t a
103-10										ts u m e
110-10										t e
116-10										m u n e
120-10										n o m u
132-10										k i k u
139-10										k o r o s u
140-10										o r o u
156-10										t a t o r u
168-10										ts u k i
169-10										h o s i
170-10										m i u
173-10										i s i
180-10										k u m o
185-10										h a i
186-10										m o e r u
187-10										m i i
190-10										a k a i
193-10										k i r o i
194-10										s i r o i
195-10										k u r o i
216-10										m a r u
221-10										n a
239-10										i u
252-10										m i u
253-10										m o u
254-10										i ts u u
266-10										k a e
267-10										n a ŋ a r e r u
268-10										u m i
272-10										a m e a
276-10										a r a u
281-10										m u s i
304-10										ts u a
305-10										i i
308-10										h a n a
309-10										k u s a
310-10										t o
311-10										n i
342-10										m u k i
346-10										k u r a i
347-10										k i r u
348-10										h i r o i
351-10										t o i
361-10										o o t a i
379-10										k u s a a
394-10										h i t a r i
395-10										m i ŋ i
400-10										h i b a r u
412-10										s a k e r u
413-10										s u k i s a s u
414-10										h o r u
422-10										h u k u r e r u
423-10										k a ŋ a e r u
430-10										h a k u
435-10										h u k u
446-10										s i t a a
447-10										u e
458-10										t o s i
56-10										h i t o
62-10										i n u
65-10										k a w a
70-10										t a n e
75-10										k a a
96-10										m e
101-10										h a
114-10										k u i
119-10										k i m o
134-10										s i t o r u
138-10										s i n u
146-10										a r u k u
161-10										u
171-10										k a a
182-10										k e m u r i
188-10										h a m a
196-10										d o r u
262-10										h i r u a
300-10										h e s o
313-10										e
350-10										s e m a i
352-10										tɕ i k a i
396-10										h u r u i
401-10										o s u
420-10										o i r u
424-10										u t a u
442-10										s i m e u e r u
455-10										i k i t o r u
15-10										a r e
22-10										n a i
24-10										m i n a
49-10										o n a o
78-10										a b u r a i
89-10										k e
130-10										m i r u
149-10										k u r u
175-10										s u n a
183-10										h i
192-10										a o i
199-10										a t u
230-10										a n o h i o
233-10										a n o h i t o a i
250-10										h o k a n o
264-10										k i r i
274-10										n u r e t a
298-10										k e k a a
303-10										h a r a w a a
314-10										m o s i
354-10										a u
369-10										k i r e r u
376-10										h a r u
415-10										m u s u b u
418-10										n u
451-10										h o k o r i
456-10										s u a
72-10										n i k u
80-10										t a m a o
104-10										a s i
118-10										s i n o
142-10										t o b u
150-10										n e t e r u
204-10										i b a i
