COGID	dutch	english	french	german
1674-4				l a n t
1671-4				h oː f ə l
829-4				k l ɪ f
1025-4				v aː t ə r
1027-4				z iː
1832-4				r au f
-1816-4				au ʃ iː ə aː n
-335-4				l aː ɡ uː n ə n
1043-4				ʃ t r oː m
423-4				ʃ t ai n
2049-4				m eː n
2062-4				ʃ t oː r ə
2065-4				r ai ɡ ə m + b oː ɡ
1368-4				ʃ ɛː aː d au v
1365-4				t au v
754-4				r ai ɡ ə n
768-4				v eː r ə r
1211-4				f oː r
106-4				m a n
-98-4				b eː b iː
719-4				f aː t ə r
1341-4				z oː n
-2027-4				ts a n t ə n
-2026-4				n eː b ə ŋ
409-4				ʃ uː n n + n oː n iː
402-4				ʃ uː oː n + d oː n t ə r
1014-4				ʃ t iː f + t oː ɡ t ə r
1059-4				v iː
120-4				ʃ t a l
2183-4				ʃ t iː r
2194-4				ɔ s ts
2199-4				k a l f
2197-4				ʃ au aː pf
1523-4				z oː x
1521-4				b oː x
512-4				m ɛ r iː
2141-4				h ɛ n
2147-4				ɡ a s s
814-4				k r ai n
810-4				t au f
1755-4				h oː n t
1758-4				m au s
1620-4				f ɪ n
1282-4				v a l f ɪ ʃ
1136-4				f ɔ s ts
1309-4				l ai s
1307-4				n ɛ t
1305-4				f l yː
711-4				v ɛ ʃ p
1442-4				f l iː ɡ
62-4				m ʏ k
-73-4				m ɪ s k iː t
1810-4				h ai t
1805-4				f l ai s
1813-4				h aː r r
1811-4				b l uː t
690-4				r ɪ pf
2177-4				h oː t t
246-4				v ɛ ŋ + + b r au
249-4				oː ɡ + l t t
1506-4				n oː s t b l yː ɡ ə l
2242-4				m ʊ n t
2245-4				ts ɔ ŋ
1196-4				n ɛ x
2174-4				ʃ ɛː l t ə r
575-4				pf x s ə l
603-4				ɛ l ə + b oː ɡ
601-4				h a n t
615-4				f ɪ ŋ ə r r
901-4				k l au n
608-4				f ɛ t
596-4				ts ai n
937-4				b r ʊ s t
936-4				n aː b ə l
646-4				l ai ŋ
947-4				l ai b ə r
1606-4				h ɪ pf ə
472-4				ʃ iː z ə
1535-4				ʃ v ɛ s ə n
1546-4				ʃ p aː ɡ ə n
1959-4				ʃ l aː p ə n
694-4				ʃ n ʏ r x ə n
1961-4				t r oː m ə n
323-4				l ai f ə n
1885-4				ɡ r aː f
2156-4				f ɛ l + k n t + h ai t
1903-4				v ʊ n t
525-4				ʃ v ɛ l ɪ ŋ
276-4				l a m
274-4				t oː f
278-4				b l ɪ n t
258-4				t r ɔ ŋ k ə n
256-4				n ɛ x ɪ t
383-4				ɛ t ə n
207-4				r ai pf
376-4				t r ɪ ŋ k ə n
2014-4				r ai s t
2009-4				au f ə n
2003-4				k ɛ t ə l
2024-4				p a n
1976-4				ts a ŋ r
1243-4				m aː l + t ai t
1261-4				z eː b ə n
655-4				b r ʊ t
650-4				t ai x
1532-4				k n ɛ d ə n
-36-4				ʃ uː p ə
34-4				b oː n
-1647-4				f ɪ ɡ
