index	index_p	rindex	rindex_p	cogid	id_1	segment_1	segment_1_L1	segment_1_L2	segment_1_L3	segment_1_R1	segment_1_R2	segment_1_R3	SC_1	SC_1_L1	SC_1_L2	SC_1_L3	SC_1_R1	SC_1_R2	SC_1_R3	PROSODY_1	PROSODY_1_L1	PROSODY_1_L2	PROSODY_1_L3	PROSODY_1_R1	PROSODY_1_R2	PROSODY_1_R3	id_2	segment_2	segment_2_L1	segment_2_L2	segment_2_L3	segment_2_R1	segment_2_R2	segment_2_R3	SC_2	SC_2_L1	SC_2_L2	SC_2_L3	SC_2_R1	SC_2_R2	SC_2_R3	PROSODY_2	PROSODY_2_L1	PROSODY_2_L2	PROSODY_2_L3	PROSODY_2_R1	PROSODY_2_R2	PROSODY_2_R3	id_3	segment_3	segment_3_L1	segment_3_L2	segment_3_L3	segment_3_R1	segment_3_R2	segment_3_R3	SC_3	SC_3_L1	SC_3_L2	SC_3_L3	SC_3_R1	SC_3_R2	SC_3_R3	PROSODY_3	PROSODY_3_L1	PROSODY_3_L2	PROSODY_3_L3	PROSODY_3_R1	PROSODY_3_R2	PROSODY_3_R3	id_4	segment_4	segment_4_L1	segment_4_L2	segment_4_L3	segment_4_R1	segment_4_R2	segment_4_R3	SC_4	SC_4_L1	SC_4_L2	SC_4_L3	SC_4_R1	SC_4_R2	SC_4_R3	PROSODY_4	PROSODY_4_L1	PROSODY_4_L2	PROSODY_4_L3	PROSODY_4_R1	PROSODY_4_R2	PROSODY_4_R3	id_5	segment_5	segment_5_L1	segment_5_L2	segment_5_L3	segment_5_R1	segment_5_R2	segment_5_R3	SC_5	SC_5_L1	SC_5_L2	SC_5_L3	SC_5_R1	SC_5_R2	SC_5_R3	PROSODY_5	PROSODY_5_L1	PROSODY_5_L2	PROSODY_5_L3	PROSODY_5_R1	PROSODY_5_R2	PROSODY_5_R3	id_6	segment_6	segment_6_L1	segment_6_L2	segment_6_L3	segment_6_R1	segment_6_R2	segment_6_R3	SC_6	SC_6_L1	SC_6_L2	SC_6_L3	SC_6_R1	SC_6_R2	SC_6_R3	PROSODY_6	PROSODY_6_L1	PROSODY_6_L2	PROSODY_6_L3	PROSODY_6_R1	PROSODY_6_R2	PROSODY_6_R3	id_7	segment_7	segment_7_L1	segment_7_L2	segment_7_L3	segment_7_R1	segment_7_R2	segment_7_R3	SC_7	SC_7_L1	SC_7_L2	SC_7_L3	SC_7_R1	SC_7_R2	SC_7_R3	PROSODY_7	PROSODY_7_L1	PROSODY_7_L2	PROSODY_7_L3	PROSODY_7_R1	PROSODY_7_R2	PROSODY_7_R3	id_8	segment_8	segment_8_L1	segment_8_L2	segment_8_L3	segment_8_R1	segment_8_R2	segment_8_R3	SC_8	SC_8_L1	SC_8_L2	SC_8_L3	SC_8_R1	SC_8_R2	SC_8_R3	PROSODY_8	PROSODY_8_L1	PROSODY_8_L2	PROSODY_8_L3	PROSODY_8_R1	PROSODY_8_R2	PROSODY_8_R3	id_9	segment_9	segment_9_L1	segment_9_L2	segment_9_L3	segment_9_R1	segment_9_R2	segment_9_R3	SC_9	SC_9_L1	SC_9_L2	SC_9_L3	SC_9_R1	SC_9_R2	SC_9_R3	PROSODY_9	PROSODY_9_L1	PROSODY_9_L2	PROSODY_9_L3	PROSODY_9_R1	PROSODY_9_R2	PROSODY_9_R3	id_10	segment_10	segment_10_L1	segment_10_L2	segment_10_L3	segment_10_R1	segment_10_R2	segment_10_R3	SC_10	SC_10_L1	SC_10_L2	SC_10_L3	SC_10_R1	SC_10_R2	SC_10_R3	PROSODY_10	PROSODY_10_L1	PROSODY_10_L2	PROSODY_10_L3	PROSODY_10_R1	PROSODY_10_R2	PROSODY_10_R3
2	0.4000	4	0.8000	76																																																																																																															8	t	i	∅	∅	i	k	a	T	I	∅	∅	I	K	A	1	7	∅	∅	7	1	7																																																																			7	t	iː	∅	∅	i	k	a	T	I	∅	∅	I	K	A	1	7	∅	∅	7	1	7
3	0.6000	3	0.6000	76																																																																																																															8	i	t	i	∅	k	a	∅	I	T	I	∅	K	A	∅	7	1	7	∅	1	7	∅																																																																			7	i	t	iː	∅	k	a	∅	I	T	I	∅	K	A	∅	7	1	7	∅	1	7	∅
4	0.8000	2	0.4000	76																																																																																																															8	k	i	t	i	a	∅	∅	K	I	T	I	A	∅	∅	1	7	1	7	7	∅	∅																																																																			7	k	i	t	iː	a	∅	∅	K	I	T	I	A	∅	∅	1	7	1	7	7	∅	∅
5	1.0000	1	0.2000	76																																																																																																															8	a	k	i	t	∅	∅	∅	A	K	I	T	∅	∅	∅	7	1	7	1	∅	∅	∅																																																																			7	a	k	i	t	∅	∅	∅	A	K	I	T	∅	∅	∅	7	1	7	1	∅	∅	∅
1	0.2500	4	1.0000	104	9	a	∅	∅	∅	a	p	a	A	∅	∅	∅	A	P	A	7	∅	∅	∅	7	1	7																																													10	a	∅	∅	∅	-	p	a	A	∅	∅	∅	_	P	A	7	∅	∅	∅	0	1	7																																																																																																																																				
2	0.5000	3	0.7500	104	9	a	a	∅	∅	p	a	∅	A	A	∅	∅	P	A	∅	7	7	∅	∅	1	7	∅																																													10	-	a	∅	∅	p	a	∅	_	A	∅	∅	P	A	∅	0	7	∅	∅	1	7	∅																																																																																																																																				
3	0.7500	2	0.5000	104	9	p	a	a	∅	a	∅	∅	P	A	A	∅	A	∅	∅	1	7	7	∅	7	∅	∅																																													10	p	-	a	∅	a	∅	∅	P	_	A	∅	A	∅	∅	1	0	7	∅	7	∅	∅																																																																																																																																				
4	1.0000	1	0.2500	104	9	a	p	a	a	∅	∅	∅	A	P	A	A	∅	∅	∅	7	1	7	7	∅	∅	∅																																													10	a	p	-	a	∅	∅	∅	A	P	_	A	∅	∅	∅	7	1	0	7	∅	∅	∅																																																																																																																																				
1	0.1667	6	1.0000	105																																																																																																																																					12	k	∅	∅	∅	w	á	-	K	∅	∅	∅	W	A	_	1	∅	∅	∅	6	7	0																							13	χ	∅	∅	∅	w	á	-	G	∅	∅	∅	W	A	_	3	∅	∅	∅	6	7	0	11	g	∅	∅	∅	w	a	a	K	∅	∅	∅	W	A	A	1	∅	∅	∅	6	7	7
2	0.3333	5	0.8333	105																																																																																																																																					12	w	k	∅	∅	á	-	p	W	K	∅	∅	A	_	P	6	1	∅	∅	7	0	1																							13	w	χ	∅	∅	á	-	f	W	G	∅	∅	A	_	B	6	3	∅	∅	7	0	3	11	w	g	∅	∅	a	a	p	W	K	∅	∅	A	A	P	6	1	∅	∅	7	7	1
3	0.5000	4	0.6667	105																																																																																																																																					12	á	w	k	∅	-	p	a	A	W	K	∅	_	P	A	7	6	1	∅	0	1	7																							13	á	w	χ	∅	-	f	a	A	W	G	∅	_	B	A	7	6	3	∅	0	3	7	11	a	w	g	∅	a	p	a	A	W	K	∅	A	P	A	7	6	1	∅	7	1	7
4	0.6667	3	0.5000	105																																																																																																																																					12	-	á	w	k	p	a	∅	_	A	W	K	P	A	∅	0	7	6	1	1	7	∅																							13	-	á	w	χ	f	a	∅	_	A	W	G	B	A	∅	0	7	6	3	3	7	∅	11	a	a	w	g	p	a	∅	A	A	W	K	P	A	∅	7	7	6	1	1	7	∅
5	0.8333	2	0.3333	105																																																																																																																																					12	p	-	á	w	a	∅	∅	P	_	A	W	A	∅	∅	1	0	7	6	7	∅	∅																							13	f	-	á	w	a	∅	∅	B	_	A	W	A	∅	∅	3	0	7	6	7	∅	∅	11	p	a	a	w	a	∅	∅	P	A	A	W	A	∅	∅	1	7	7	6	7	∅	∅
6	1.0000	1	0.1667	105																																																																																																																																					12	a	p	-	á	∅	∅	∅	A	P	_	A	∅	∅	∅	7	1	0	7	∅	∅	∅																							13	a	f	-	á	∅	∅	∅	A	B	_	A	∅	∅	∅	7	3	0	7	∅	∅	∅	11	a	p	a	a	∅	∅	∅	A	P	A	A	∅	∅	∅	7	1	7	7	∅	∅	∅
1	0.3333	3	1.0000	131																																																																			14	f	∅	∅	∅	w	i	∅	B	∅	∅	∅	W	I	∅	3	∅	∅	∅	6	7	∅																							15	v	∅	∅	∅	w	i	∅	B	∅	∅	∅	W	I	∅	3	∅	∅	∅	6	7	∅																																																																																								
2	0.6667	2	0.6667	131																																																																			14	w	f	∅	∅	i	∅	∅	W	B	∅	∅	I	∅	∅	6	3	∅	∅	7	∅	∅																							15	w	v	∅	∅	i	∅	∅	W	B	∅	∅	I	∅	∅	6	3	∅	∅	7	∅	∅																																																																																								
3	1.0000	1	0.3333	131																																																																			14	i	w	f	∅	∅	∅	∅	I	W	B	∅	∅	∅	∅	7	6	3	∅	∅	∅	∅																							15	i	w	v	∅	∅	∅	∅	I	W	B	∅	∅	∅	∅	7	6	3	∅	∅	∅	∅																																																																																								
1	0.1667	6	1.0000	134	16	s	∅	∅	∅	ɔ	ɔ	ŋ	S	∅	∅	∅	U	U	N	3	∅	∅	∅	7	7	4																																																																																																																																					17	s	∅	∅	∅	o	-	ŋ	S	∅	∅	∅	U	_	N	3	∅	∅	∅	7	0	4																																												
2	0.3333	5	0.8333	134	16	ɔ	s	∅	∅	ɔ	ŋ	g	U	S	∅	∅	U	N	K	7	3	∅	∅	7	4	1																																																																																																																																					17	o	s	∅	∅	-	ŋ	g	U	S	∅	∅	_	N	K	7	3	∅	∅	0	4	1																																												
3	0.5000	4	0.6667	134	16	ɔ	ɔ	s	∅	ŋ	g	a	U	U	S	∅	N	K	A	7	7	3	∅	4	1	7																																																																																																																																					17	-	o	s	∅	ŋ	g	o	_	U	S	∅	N	K	U	0	7	3	∅	4	1	7																																												
4	0.6667	3	0.5000	134	16	ŋ	ɔ	ɔ	s	g	a	∅	N	U	U	S	K	A	∅	4	7	7	3	1	7	∅																																																																																																																																					17	ŋ	-	o	s	g	o	∅	N	_	U	S	K	U	∅	4	0	7	3	1	7	∅																																												
5	0.8333	2	0.3333	134	16	g	ŋ	ɔ	ɔ	a	∅	∅	K	N	U	U	A	∅	∅	1	4	7	7	7	∅	∅																																																																																																																																					17	g	ŋ	-	o	o	∅	∅	K	N	_	U	U	∅	∅	1	4	0	7	7	∅	∅																																												
6	1.0000	1	0.1667	134	16	a	g	ŋ	ɔ	∅	∅	∅	A	K	N	U	∅	∅	∅	7	1	4	7	∅	∅	∅																																																																																																																																					17	o	g	ŋ	-	∅	∅	∅	U	K	N	_	∅	∅	∅	7	1	4	0	∅	∅	∅																																												
1	0.1667	6	1.0000	153	18	l	∅	∅	∅	ɔ	ɔ	m	L	∅	∅	∅	U	U	M	5	∅	∅	∅	7	7	4																																																																																																															19	r	∅	∅	∅	ɔ	-	m	R	∅	∅	∅	U	_	M	5	∅	∅	∅	7	0	4																																																																		
2	0.3333	5	0.8333	153	18	ɔ	l	∅	∅	ɔ	m	b	U	L	∅	∅	U	M	P	7	5	∅	∅	7	4	1																																																																																																															19	ɔ	r	∅	∅	-	m	b	U	R	∅	∅	_	M	P	7	5	∅	∅	0	4	1																																																																		
3	0.5000	4	0.6667	153	18	ɔ	ɔ	l	∅	m	b	a	U	U	L	∅	M	P	A	7	7	5	∅	4	1	7																																																																																																															19	-	ɔ	r	∅	m	b	a	_	U	R	∅	M	P	A	0	7	5	∅	4	1	7																																																																		
4	0.6667	3	0.5000	153	18	m	ɔ	ɔ	l	b	a	∅	M	U	U	L	P	A	∅	4	7	7	5	1	7	∅																																																																																																															19	m	-	ɔ	r	b	a	∅	M	_	U	R	P	A	∅	4	0	7	5	1	7	∅																																																																		
5	0.8333	2	0.3333	153	18	b	m	ɔ	ɔ	a	∅	∅	P	M	U	U	A	∅	∅	1	4	7	7	7	∅	∅																																																																																																															19	b	m	-	ɔ	a	∅	∅	P	M	_	U	A	∅	∅	1	4	0	7	7	∅	∅																																																																		
6	1.0000	1	0.1667	153	18	a	b	m	ɔ	∅	∅	∅	A	P	M	U	∅	∅	∅	7	1	4	7	∅	∅	∅																																																																																																															19	a	b	m	-	∅	∅	∅	A	P	M	_	∅	∅	∅	7	1	4	0	∅	∅	∅																																																																		
1	0.2000	5	1.0000	166																																																																																																															21	z	∅	∅	∅	o	-	k	S	∅	∅	∅	U	_	K	3	∅	∅	∅	7	0	1																							22	s	∅	∅	∅	a	-	g	S	∅	∅	∅	A	_	K	3	∅	∅	∅	7	0	1																							20	s	∅	∅	∅	o	o	k	S	∅	∅	∅	U	U	K	3	∅	∅	∅	7	7	1
2	0.4000	4	0.8000	166																																																																																																															21	o	z	∅	∅	-	k	a	U	S	∅	∅	_	K	A	7	3	∅	∅	0	1	7																							22	a	s	∅	∅	-	g	a	A	S	∅	∅	_	K	A	7	3	∅	∅	0	1	7																							20	o	s	∅	∅	o	k	a	U	S	∅	∅	U	K	A	7	3	∅	∅	7	1	7
3	0.6000	3	0.6000	166																																																																																																															21	-	o	z	∅	k	a	∅	_	U	S	∅	K	A	∅	0	7	3	∅	1	7	∅																							22	-	a	s	∅	g	a	∅	_	A	S	∅	K	A	∅	0	7	3	∅	1	7	∅																							20	o	o	s	∅	k	a	∅	U	U	S	∅	K	A	∅	7	7	3	∅	1	7	∅
4	0.8000	2	0.4000	166																																																																																																															21	k	-	o	z	a	∅	∅	K	_	U	S	A	∅	∅	1	0	7	3	7	∅	∅																							22	g	-	a	s	a	∅	∅	K	_	A	S	A	∅	∅	1	0	7	3	7	∅	∅																							20	k	o	o	s	a	∅	∅	K	U	U	S	A	∅	∅	1	7	7	3	7	∅	∅
5	1.0000	1	0.2000	166																																																																																																															21	a	k	-	o	∅	∅	∅	A	K	_	U	∅	∅	∅	7	1	0	7	∅	∅	∅																							22	a	g	-	a	∅	∅	∅	A	K	_	A	∅	∅	∅	7	1	0	7	∅	∅	∅																							20	a	k	o	o	∅	∅	∅	A	K	U	U	∅	∅	∅	7	1	7	7	∅	∅	∅
1	0.2500	4	1.0000	182																																																																			24	n	∅	∅	∅	u	m	a	N	∅	∅	∅	Y	M	A	4	∅	∅	∅	7	4	7																																																																																																															23	ɲ	∅	∅	∅	u	m	a	N	∅	∅	∅	Y	M	A	4	∅	∅	∅	7	4	7
2	0.5000	3	0.7500	182																																																																			24	u	n	∅	∅	m	a	∅	Y	N	∅	∅	M	A	∅	7	4	∅	∅	4	7	∅																																																																																																															23	u	ɲ	∅	∅	m	a	∅	Y	N	∅	∅	M	A	∅	7	4	∅	∅	4	7	∅
3	0.7500	2	0.5000	182																																																																			24	m	u	n	∅	a	∅	∅	M	Y	N	∅	A	∅	∅	4	7	4	∅	7	∅	∅																																																																																																															23	m	u	ɲ	∅	a	∅	∅	M	Y	N	∅	A	∅	∅	4	7	4	∅	7	∅	∅
4	1.0000	1	0.2500	182																																																																			24	a	m	u	n	∅	∅	∅	A	M	Y	N	∅	∅	∅	7	4	7	4	∅	∅	∅																																																																																																															23	a	m	u	ɲ	∅	∅	∅	A	M	Y	N	∅	∅	∅	7	4	7	4	∅	∅	∅
1	0.2000	5	1.0000	212																																																																			25	k	∅	∅	∅	o	n	d	K	∅	∅	∅	U	N	T	1	∅	∅	∅	7	4	1	26	k	∅	∅	∅	ɔ	n	d	K	∅	∅	∅	U	N	T	1	∅	∅	∅	7	4	1																																																																																																														
2	0.4000	4	0.8000	212																																																																			25	o	k	∅	∅	n	d	e	U	K	∅	∅	N	T	E	7	1	∅	∅	4	1	7	26	ɔ	k	∅	∅	n	d	ɔ	U	K	∅	∅	N	T	U	7	1	∅	∅	4	1	7																																																																																																														
3	0.6000	3	0.6000	212																																																																			25	n	o	k	∅	d	e	∅	N	U	K	∅	T	E	∅	4	7	1	∅	1	7	∅	26	n	ɔ	k	∅	d	ɔ	∅	N	U	K	∅	T	U	∅	4	7	1	∅	1	7	∅																																																																																																														
4	0.8000	2	0.4000	212																																																																			25	d	n	o	k	e	∅	∅	T	N	U	K	E	∅	∅	1	4	7	1	7	∅	∅	26	d	n	ɔ	k	ɔ	∅	∅	T	N	U	K	U	∅	∅	1	4	7	1	7	∅	∅																																																																																																														
5	1.0000	1	0.2000	212																																																																			25	e	d	n	o	∅	∅	∅	E	T	N	U	∅	∅	∅	7	1	4	7	∅	∅	∅	26	ɔ	d	n	ɔ	∅	∅	∅	U	T	N	U	∅	∅	∅	7	1	4	7	∅	∅	∅																																																																																																														
1	0.1667	6	1.0000	214																																																																																																																																					27	b	∅	∅	∅	a	n	á	P	∅	∅	∅	A	N	A	1	∅	∅	∅	7	4	7																							28	p	∅	∅	∅	a	n	á	P	∅	∅	∅	A	N	A	1	∅	∅	∅	7	4	7																						
2	0.3333	5	0.8333	214																																																																																																																																					27	a	b	∅	∅	n	á	n	A	P	∅	∅	N	A	N	7	1	∅	∅	4	7	4																							28	a	p	∅	∅	n	á	n	A	P	∅	∅	N	A	N	7	1	∅	∅	4	7	4																						
3	0.5000	4	0.6667	214																																																																																																																																					27	n	a	b	∅	á	n	a	N	A	P	∅	A	N	A	4	7	1	∅	7	4	7																							28	n	a	p	∅	á	n	a	N	A	P	∅	A	N	A	4	7	1	∅	7	4	7																						
4	0.6667	3	0.5000	214																																																																																																																																					27	á	n	a	b	n	a	∅	A	N	A	P	N	A	∅	7	4	7	1	4	7	∅																							28	á	n	a	p	n	a	∅	A	N	A	P	N	A	∅	7	4	7	1	4	7	∅																						
5	0.8333	2	0.3333	214																																																																																																																																					27	n	á	n	a	a	∅	∅	N	A	N	A	A	∅	∅	4	7	4	7	7	∅	∅																							28	n	á	n	a	a	∅	∅	N	A	N	A	A	∅	∅	4	7	4	7	7	∅	∅																						
6	1.0000	1	0.1667	214																																																																																																																																					27	a	n	á	n	∅	∅	∅	A	N	A	N	∅	∅	∅	7	4	7	4	∅	∅	∅																							28	a	n	á	n	∅	∅	∅	A	N	A	N	∅	∅	∅	7	4	7	4	∅	∅	∅																						
1	0.2000	5	1.0000	251	29	ɔ	∅	∅	∅	g	ɔ	h	U	∅	∅	∅	K	U	H	7	∅	∅	∅	1	7	3																																																																																									30	o	∅	∅	∅	ɣ	o	h	U	∅	∅	∅	G	U	H	7	∅	∅	∅	3	7	3																																																																																								
2	0.4000	4	0.8000	251	29	g	ɔ	∅	∅	ɔ	h	a	K	U	∅	∅	U	H	A	1	7	∅	∅	7	3	7																																																																																									30	ɣ	o	∅	∅	o	h	a	G	U	∅	∅	U	H	A	3	7	∅	∅	7	3	7																																																																																								
3	0.6000	3	0.6000	251	29	ɔ	g	ɔ	∅	h	a	∅	U	K	U	∅	H	A	∅	7	1	7	∅	3	7	∅																																																																																									30	o	ɣ	o	∅	h	a	∅	U	G	U	∅	H	A	∅	7	3	7	∅	3	7	∅																																																																																								
4	0.8000	2	0.4000	251	29	h	ɔ	g	ɔ	a	∅	∅	H	U	K	U	A	∅	∅	3	7	1	7	7	∅	∅																																																																																									30	h	o	ɣ	o	a	∅	∅	H	U	G	U	A	∅	∅	3	7	3	7	7	∅	∅																																																																																								
5	1.0000	1	0.2000	251	29	a	h	ɔ	g	∅	∅	∅	A	H	U	K	∅	∅	∅	7	3	7	1	∅	∅	∅																																																																																									30	a	h	o	ɣ	∅	∅	∅	A	H	U	G	∅	∅	∅	7	3	7	3	∅	∅	∅																																																																																								
1	0.1429	7	1.0000	263	31	l	∅	∅	∅	ɛ	m	a	L	∅	∅	∅	E	M	A	5	∅	∅	∅	7	4	7	32	l	∅	∅	∅	e	m	-	L	∅	∅	∅	E	M	_	5	∅	∅	∅	7	4	0																																																																																																																																																																																
2	0.2857	6	0.8571	263	31	ɛ	l	∅	∅	m	a	a	E	L	∅	∅	M	A	A	7	5	∅	∅	4	7	7	32	e	l	∅	∅	m	-	a	E	L	∅	∅	M	_	A	7	5	∅	∅	4	0	7																																																																																																																																																																																
3	0.4286	5	0.7143	263	31	m	ɛ	l	∅	a	a	l	M	E	L	∅	A	A	L	4	7	5	∅	7	7	5	32	m	e	l	∅	-	a	l	M	E	L	∅	_	A	L	4	7	5	∅	0	7	5																																																																																																																																																																																
4	0.5714	4	0.5714	263	31	a	m	ɛ	l	a	l	a	A	M	E	L	A	L	A	7	4	7	5	7	5	7	32	-	m	e	l	a	l	a	_	M	E	L	A	L	A	0	4	7	5	7	5	7																																																																																																																																																																																
5	0.7143	3	0.4286	263	31	a	a	m	ɛ	l	a	∅	A	A	M	E	L	A	∅	7	7	4	7	5	7	∅	32	a	-	m	e	l	a	∅	A	_	M	E	L	A	∅	7	0	4	7	5	7	∅																																																																																																																																																																																
