COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
158-3			w eː j a ʔ						
159-3			a t o n						
177-3			m i a h t o a						
184-3			t oː k aː + ʔ						
187-3			j a n k w i ʔ						
227-3			x a l i						
235-3			m o + t a l						
249-3			p oː k + t i						
251-3			m o + k e l a						
289-3			k w i t a p i l						
294-3			t a j a						
313-3			t a n + k w aː + ʔ						
316-3			n e j + n e m i						
318-3			t oː t o n						
320-3			a + t						
324-3			i s t aː ʔ						
326-3			a k						
1-4				m i tʃ i					
2-4				tɬ a x o e x					
8-4				w e j e o					
16-4				j e s tɬ i					
24-4				i s t e					
32-4				m i k i					
51-4				t e n + o n					
52-4				w a k + t o k					
53-4				n a k a s					
54-4				tɬ a l + o					
55-4				k w a					
60-4				e x + t e l o l o					
83-4				tɬ i + t e					
87-4				p a tɬ a n i					
92-4				m a k a					
103-4				m e j e					
106-4				k a k i					
138-4				n e n a					
139-4				m e k + tɬ i					
142-4				m a t e					
145-4				m o + t e k a					
176-4				tɬ a k a + tɬ					
179-4				n a k a + tɬ					
180-4				m e ts + tɬ i					
186-4				k e tʃ tɬ i					
190-4				j e k a + j o					
194-4				s e					
220-4				i h t o n					
231-4				i h t e					
240-4				k o tʃ i					
283-4				t e l + t e + tɬ i					
293-4				i n + o n					
314-4				k w a k o w					
315-4				o m e					
322-4				t e w a m e					
323-4				t e n e					
9-4				t o t o + tɬ					
17-4				o m e + tɬ					
30-4				w i ts					
88-4				i h t e					
158-4				w e j a k					
177-4				m e j a k					
184-4				t o k a					
187-4				j a n k w i + k					
227-4				a x l i					
235-4				m o + t a l i a					
249-4				p o k + tɬ i					
251-4				m o + k e ts a					
289-4				k w i tɬ a p i l					
294-4				t e w a					
296-4				n e n e p i l					
313-4				tɬ a n + t o					
316-4				n e h + n e m i					
318-4				t o t o n + k					
320-4				a h t e					
324-4				i s t a k w					
326-4				a h k o					
1-5					m h tʃ o n				
2-5					t a x + t i x				
8-5					w eː j o				
16-5					j s t i				
24-5					i s t i				
32-5					m i k i				
51-5					t oː n				
52-5					w a b + t o k				
53-5					n a g a s				
54-5					t a l + i				
55-5					b aː				
60-5					i x + t e l o l o				
83-5					t i h t i				
87-5					p a t aː n i				
92-5					m a b a				
103-5					m a m + t				
106-5					b a b i				
138-5					n i h t o a				
139-5					m iː k + t i a				
142-5					m a t i				
145-5					t o k t eː k a				
176-5					t aː b a + t				
179-5					n a b a + t				
180-5					m iː s ts t i				
186-5					b e tʃ + t o				
190-5					j a g a + t				
194-5					s eː				
220-5					o h t i				
231-5					i h t a				
240-5					g o tʃ i				
283-5					t e t				
293-5					h oː n				
314-5					b a + b a				
315-5					oː m				
322-5					t e h w a				
323-5					t eː n				
9-5					t oː t o + t				
17-5					oː m i + t				
22-5					t a t i a				
30-5					w i ts				
88-5					i h t i				
158-5					eː j a k				
159-5					a t i m i + t				
177-5					m iː j a t i k				
184-5					t oː k aː + t				
187-5					j a m b aː				
227-5					x a l i				
235-5					m o + t a l i a				
249-5					p oː k + t i				
251-5					m o + b e l a				
289-5					b w i t a p i l				
294-5					t a h t o a				
296-5					n e n e p i l				
313-5					t a m + t i				
316-5					n i h + n e m i				
318-5					t oː t o n				
320-5					aː h t i				
324-5					i s t aː k				
326-5					a h t o n				
1-6						m i tʃ i n			
2-6						t a x + t e x + t			
8-6						w eː j u			
16-6						j s e t i			
24-6						i s t i			
32-6						m i k i n			
51-6						t eː n			
52-6						w a k			
53-6						n a k a s			
54-6						t a l			
55-6						k w aː k w a			
60-6						iː x + t e l u l u			
83-6						t i t i			
87-6						p a t aː n i			
92-6						m a k a			
103-6						m i n i n			
106-6						k a k u			
138-6						n e u w a			
139-6						m i k + t i			
142-6						m a t i			
145-6						t u k t eː k a			
176-6						t aː k x + t			
179-6						n a k a + t			
180-6						m e s ts t i			
186-6						k eː x + t i			
190-6						j a k			
194-6						s e			
220-6						i h t i			
231-6						i t a			
240-6						k u tʃ u			
283-6						t eː l + t i			
293-6						u n i			
314-6						k w a k w a			
315-6						u m i			
322-6						t eː w a m			
323-6						t eː n			
9-6						t uː t u + t			
17-6						u m i			
22-6						t a t i a			
30-6						w i ts			
88-6						i j + u			
158-6						w eː j a k			
159-6						a t u n			
177-6						m i a k			
184-6						t uː k aː + t			
187-6						j a n k w i + k			
227-6						x a l			
235-6						m u + t a l			
249-6						p u k + t i			
251-6						m u + k e l a			
289-6						k w iː t a p iː l			
294-6						t e h w a			
296-6						n e n e p iː l			
313-6						t a n + t i			
316-6						n e h + n e m i			
318-6						t u t uː n i k			
320-6						aː + t i			
324-6						i s t aː k w a			
1-7							m o tʃ o m		
2-7							t e k n e x + t		
8-7							w e		
16-7							e s e t		
24-7							i s t		
32-7							m i k o m		
51-7							o n		
52-7							w e k + t o k		
53-7							n e k e s + t		
54-7							t a l		
55-7							k w e t		
60-7							x		
83-7							t e t		
87-7							p e t a n		
92-7							m e k e		
103-7							m e		
106-7							k e k		
138-7							n e w e + t		
139-7							m i k + t o e		
142-7							m e t i		
145-7							m o + t e k e		
176-7							t e k e + t		
179-7							n e k e t		
180-7							m e ts + t o		
186-7							k e x + k o		
190-7							e k e t		
194-7							s e		
220-7							o t		
231-7							t e		
240-7							k o tʃ o		
283-7							t e t		
293-7							i n + n		
314-7							k w e t		
315-7							m		
322-7							t e w e m a		
323-7							t e n		
17-7							m i m		
22-7							t e t e		
30-7							w i ts		
159-7							e t o m		
251-7							m o + k e l e		
296-7							n e n e p l		
320-7							a x + t		
326-7							a k o n		
1-8								m	
2-8								tɬ a x + tɬ ɨ + x + tɬ	
8-8								w eː	
16-8								j s e + tɬ ɨ	
24-8								ɨ s i	
32-8								m ɨ + k ɨ + m	
51-8								oː n	
52-8								w a k + tɬ ɨ + k	
53-8								n a k a s + tɬ ɨ	
54-8								tɬ a l	
55-8								k w aː	
60-8								i x + t e l o l o	
83-8								tɬ iː + tɬ ɨ	
87-8								p a tɬ a n ɨ + tɬ	
92-8								m a k + tɬ ɨ	
103-8								m ɨ + tɬ ɨ	
106-8								k ɨ + k ɨ	
138-8								n	
139-8								m ɨ + k + tɬ ɨ	
142-8								m a + tɬ ɨ	
145-8								m oː + t ɨ + k	
176-8								tɬ a k a + tɬ	
179-8								n ɨ k a + tɬ	
180-8								m i s + tɬ ɨ	
186-8								k eː tʃ + tɬ ɨ	
190-8								j a k + tɬ ɨ	
194-8								s e	
220-8								oː h + tɬ ɨ	
231-8								k ɨ + tɬ ɨ	
240-8								k oː tʃ ɨ	
283-8								t ɨ + tɬ	
293-8								oː n	
314-8								k w aː + tɬ	
315-8								oː m	
322-8								t ɨ h w a + t ɨ + k	
323-8								tɬ eː n + tɬ ɨ	
9-8								t oː t o + tɬ	
17-8								oː m	
22-8								tɬ a t ɨ	
30-8								w ɨ	
88-8								ɨ	
158-8								w eː j a + tɬ	
159-8								aː t ɨ n + tɬ	
177-8								m ɨ + k ɨ + m	
184-8								t oː k	
187-8								j a n k w ɨ + k	
227-8								x a l	
235-8								m oː + tɬ a l ɨ + m	
249-8								p oː k + tɬ ɨ	
251-8								m oː + k e + k	
289-8								k w iː tɬ a p ɨ l	
294-8								t ɨ h w a + tɬ	
296-8								n e n e p ɨ l	
313-8								tɬ a n + tɬ ɨ	
316-8								n e h + n e m ɨ	
318-8								t oː n	
320-8								aː + tɬ ɨ	
324-8								ɨ s t a + k	
326-8								aː k + tɬ ɨ	
1-9									m iː tʃ iː + t u
2-9									tɬ e x + tɬ iː x
8-9									w j e j o
16-9									j e s e
24-9									i s t e
32-9									m iː k iː
51-9									iː n + u
52-9									w a k + t iː k
53-9									n a k a s
54-9									tɬ a l iː
55-9									k w a + j u + tɬ iː
60-9									e x
83-9									tɬ i e + tɬ
87-9									p a tɬ a n iː
92-9									m a k a
103-9									m a m o
106-9									k a k iː
138-9									n e w a
139-9									m e k + tɬ iː
142-9									m a t iː
145-9									m o + t i k a
176-9									tɬ a k a + j u + tɬ
179-9									n e k a + j u + tɬ
180-9									m e ts + tɬ iː
186-9									k i tʃ iː k iː
190-9									j e k + tɬ iː
194-9									s i j e
220-9									o h + tɬ iː
231-9									iː t a
240-9									k o tʃ iː + t u
283-9									t e l + t e
293-9									iː n + u
314-9									k w a k iː + tɬ
315-9									u m e
322-9									t e w a n e
323-9									t i e
9-9									t u t o + tɬ
22-9									tɬ a t e
30-9									w i ts
88-9									iː j + o h + tɬ iː
158-9									w e j a k
159-9									a t o n e + tɬ
177-9									m iː j a k iː
184-9									t u k a
187-9									j a n k w iː + k
227-9									x a l iː
235-9									m o + t a l iː
249-9									p u k + tɬ iː
251-9									m o + k e ts a
289-9									k w iː tɬ a p iː l
294-9									t e w a
296-9									n e n e p iː l
313-9									tɬ a n + tɬ iː
316-9									n e + n e m iː
318-9									t u t o n + k
320-9									x iː n + ø tʃ + tɬ iː
324-9									i s t a k
326-9									a k iː
