COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
183		t eː n	t eː n		t eː n	t eː n	t e n	t eː n + tɬ ɨ	
102			ts o n + k a l		ts o n + g a l	ts u n + k a l			
290	i n + oː n	h uː n i		i n + o n	h oː n	u n i		oː n	iː n + u
322	t e ʔ w aː n	t o h o m e n	t e h a m e h	t e h w a n	t e h a m e h	t e h e m e t	t w e n	t ə h a + m ɨ + t	t e h w a
81			ts o h m i + ʔ		ts o h m i + t				
143	i s w a + tɬ	i s w a + t	i s w a ʔ		i s w a + t	i s w a + t		ɨ s w a + tɬ	
105	k w aː + tɬ						k w a i + t		
239		b w e r a x t i			b e t a x		k w e t e x + t		
88	kx i + tɬ	i kx i	i kx i	i kx i	i kx i	kx i		ɨ kx ɨ	i kx iː
293	i n + iː n	h iː n i	i n + iː n	i n + i n	h iː n	i n i	i n a	i n	i n + i
296	n e n e + p i l + l i	n eː n e p i l		n e n e p i l	n e n e p i l	n e n e p i l	n e n e p i l	n ɨ n ɨ + p ɨ l	n e n e p iː l
33	tʃ i tʃ i	tʃ u tʃ u		tʃ i tʃ i		p eː l u			tʃ iː tʃ iː + t u
294	t e ʔ w aː + tɬ	t e h e	t e h	t e h w a	t e h a	t a		t ə h a	t a h a
233		j u h l u	j oː l		j oː l				
90	t eː n + t o k		t eː n + t o ʔ	t e n + t o k	t eː n + t o k	t eː n + t u k		t eː n + t o k	t i e n + t iː k a
320	aː + tɬ		aː ʔ + t i	a + tɬ	aː + t	aː + t	a + t	aː + tɬ	ø + ts i n + tɬ i
268	s iː tɬ a l + i n	s iː t a l	s iː t a l i n	s i tɬ a l i		s iː t a l		s i tɬ a l ɨ + m	s i tɬ a l iː
326	aː k	a i k	aː ʔ	a k i n	aː k		a k	aː k	ø k iː n u
221	n e l w a + tɬ		n e l w a + ʔ	n e l w a + tɬ		n e l w a + t		n e l w a + tɬ	n e l w a + j u + tɬ
13	tɬ iː l + t i k			tɬ i l + t i k		t iː l + t i k		tɬ iː l + t ɨ + k	tɬ i l + t iː k
