COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
2209-1	p i t̪ i ŋ p a k a							
2256-1	pʰ u l o							
2517-1	n a m ts a							
2654-1	b o ŋ							
2737-1	ŋ a							
415-1	kʰ a m							
1013-1	g e dʒ a ŋ							
1150-1	s o ŋ a							
1584-1	g a ɾ i l a							
10-2		dʒ a ŋ						
37-2		n a n						
46-2		n a n						
98-2		kʰ a ŋ dʒ i						
125-2		b i ŋ ɾ a						
162-2		l e s i						
171-2		o m ʃ a						
219-2		tʰ a ŋ p u						
247-2		tʃʰ a ŋ l u ŋ						
282-2		l u s p u						
292-2		kʰ a ŋ						
301-2		l i						
354-2		m u m b a						
363-2		n a m b u						
397-2		g a m tʰ i						
406-2		kʰ a m						
426-2		m ŭ k p a						
473-2		pʰ i n a ŋ						
499-2		a m i n						
526-2		g a ʃ u						
544-2		kʰ u						
553-2		k o t a ŋ						
599-2		g o i tʰ a m						
608-2		b a n tʃ u						
617-2		j e n						
645-2		a n a						
663-2		s o ŋ tʰ u r						
672-2		t o ŋ p a						
681-2		ɲ i r i						
690-2		m i ŋ						
708-2		dʒ a r i ŋ b u						
717-2		dʒ o k p u						
726-2		s i						
744-2		a p						
782-2		m i						
791-2		ŋ a						
800-2		ŋ a						
809-2		m o m n a ŋ						
836-2		p s i						
881-2		l a m						
890-2		r a w a						
899-2		s e r						
926-2		tʃʰ a m						
944-2		g a ɾ a ŋ						
953-2		ʃ a ɾ a ŋ						
980-2		w a r o ŋ						
998-2		pʰ a i						
1022-2		dʒ a tʰ u r						
1031-2		b i n a ŋ kʰ u						
1069-2		tʃ o w a ŋ						
1079-2		ʃ a w a n						
1098-2		j a ŋ b u						
1117-2		tʃ u n						
1141-2		r i n b u						
1189-2		m a n						
1198-2		n u						
1208-2		a a l a						
1217-2		l a n i						
1253-2		a m a						
1271-2		n o w a ŋ						
1289-2		m i n						
1316-2		ŋ a ŋ						
1325-2		kʰ a m						
1334-2		s i ŋ b a						
1343-2		b i n a ŋ						
1361-2		j e n a ŋ						
1370-2		n a w u						
1388-2		m a n b a						
1397-2		tʰ u r						
1406-2		tʃ o ŋ						
1424-2		g a ɾ a ŋ p a r						
1433-2		ʃ u g u						
1442-2		l a m						
1451-2		b a t̪ a m						
1468-2		pʰ a k p a						
1477-2		ŋ a s						
1502-2		ŋ a m s u						
1511-2		m u tʰ j a ŋ b a						
1529-2		tʃʰ a l u						
1538-2		s u l u						
1557-2		tʃ o i tʰ u ŋ						
1618-2		i n tʃ u						
1663-2		u u m						
1689-2		ŋ o i						
1698-2		kʰ u ŋ						
1707-2		m o ŋ n a ŋ						
1716-2		ŋ a m tʰ u ŋ						
1742-2		m u g u						
1751-2		b u						
1778-2		s a						
1787-2		tʃʰ u r tʃ u						
1823-2		l e m						
1832-2		k a r m a						
1842-2		l u ŋ						
1860-2		ŋ a m						
1869-2		ʃ u p t̪ a ŋ						
1888-2		z a m p i						
1897-2		s e						
1932-2		ɾ i n a ŋ s o p a n						
1950-2		u						
1968-2		tʰ o ŋ t a ŋ						
1978-2		k u p tʃ u						
1987-2		s a m						
2015-2		dʒ a m kʰ u						
2118-2		m o ŋ ʃ o ŋ						
2238-2		ŋ a r tʃ u						
2507-2		tʰ i n u ŋ						
2526-2		l e						
2535-2		ʃ a						
2544-2		ʃ i ŋ						
2560-2		s o ŋ n i tʃ i ŋ						
2569-2		kʰ a i tʰ u r						
2578-2		n i tʃ i ŋ						
2596-2		d u ŋ						
2615-2		r i						
2663-2		g i t i						
2690-2		s i						
2719-2		ɾ i						
2728-2		k o tʃ u ŋ						
2747-2		ɲ i ŋ						
2756-2		s e r b u						
2774-2		b o ɲ i ŋ						
19-2		n a ʃ i						
28-2		n a ʃ i						
89-2		k a ŋ p u						
107-2		d i m i n						
145-2		d̪ u k p u						
190-2		p u tʃ i						
229-2		kʰ a						
257-2		tʰ a ŋ a						
338-2		b r u ŋ						
436-2		u u l u						
483-2		w a						
571-2		g e l e n d i						
699-2		d o ŋ p a						
845-2		ɾ o k						
971-2		tʃ i t p u						
1161-2		a m						
1180-2		ʃ a						
1235-2		n a m n i ŋ						
1280-2		dʒ i n a ŋ						
1307-2		k e p ʃ u						
1352-2		g u						
1379-2		s i						
1415-2		r a						
1636-2		b e tʃ u						
1654-2		l i						
1680-2		kʰ a n d i r						
1725-2		tʃ a p tʃ e n						
2127-2		dʒ a m kʰ u						
2181-2		d̪ i n						
2366-2		j a k u						
2672-2		w a g a						
2681-2		b a l u ŋ b u						
55-2		d̪ a ʃ i b a						
80-2		tʰ u ŋ g a						
116-2		tʰ u l u						
154-2		ʃ i						
181-2		n a z u m b a						
210-2		g o i						
267-2		dʒ i						
319-2		pʰ o tʰ p a n						
389-2		g o g a						
453-2		tʃ a ŋ p u						
508-2		ŋ a m						
563-2		s a ŋ b u						
764-2		g a ɾ a ŋ b r u m a ŋ						
819-2		z a m b a n						
918-2		j a ŋ l u ŋ						
1244-2		k r o ŋ tʃ u ŋ						
1460-2		s o ŋ						
1487-2		dʒ o k t a ŋ						
1521-2		tʃʰ u						
2033-2		g o k p o						
2209-2		b i t i ŋ p a w						
2256-2		pʰ u e l o						
2517-2		n a m tʃ u						
2654-2		b o ŋ b o						
2737-2		n i dʒ i						
329-2		tʃ a n tʃ a ɾ a n						
464-2		t o tʃ a ŋ						
581-2		d u i p a						
591-2		n e n a ŋ						
627-2		g a ɾ a ŋ k i l i						
655-2		s a tʃ i l a						
873-2		pʰ u ŋ b e						
909-2		pʰ e l u						
990-2		tʃ o tʃ o						
1013-2		g e s dʒ a ŋ						
1133-2		j u						
1584-2		g a ɾ i l a m						
10-3			dʒ a ŋ					
37-3			n a n					
46-3			n a n					
98-3			kʰ a ŋ dʒ i l a					
125-3			b i ŋ j a ŋ					
162-3			j a s i					
171-3			o m ʃ a					
219-3			tʰ a ŋ p u					
247-3			tʃʰ a ŋ l u ŋ					
282-3			l u s p u					
292-3			kʰ a ŋ					
301-3			l i					
354-3			m u m b a tʰ i					
363-3			n a m b u					
397-3			g a m d̪ i					
406-3			kʰ a m					
426-3			m ŭ k p a					
473-3			pʰ i n a ŋ					
499-3			a a m ĭ n					
526-3			g a ʃ u					
544-3			kʰ u					
553-3			k o tʰ a ŋ					
599-3			g o i tʰ a					
608-3			b a n tʰ o					
617-3			j e n					
645-3			a n a					
663-3			s o ŋ tʰ u r					
672-3			u o ŋ p a					
681-3			ɲ i r i l a					
690-3			m i ŋ					
708-3			dʒ a ŋ p u i					
717-3			dʒ o k p u					
726-3			s i					
744-3			a p a					
782-3			m i					
791-3			ŋ a					
800-3			ŋ a					
809-3			m o m n a ŋ					
836-3			p s i					
881-3			l a m					
890-3			r a w a					
899-3			s e r					
926-3			tʃʰ a m					
944-3			g a ɾ a ŋ					
953-3			ʃ a ɾ i l a					
980-3			w a ɾ u ŋ					
998-3			pʰ a i					
1022-3			dʒ a tʰ u r p o					
1031-3			b i n a ŋ kʰ u					
1069-3			tʃ o ŋ a l o					
1079-3			ʃ a w o					
1098-3			j a ŋ b u					
1117-3			tʃ u n					
1141-3			r i ŋ b u					
1189-3			m a n					
1198-3			n u					
1208-3			d̪ a l o					
1217-3			l a ŋ i l a					
1253-3			a m					
1271-3			n u w a ŋ					
1289-3			m i ŋ					
1316-3			ŋ a ŋ					
1325-3			kʰ a m					
1334-3			s i ŋ b a					
1343-3			b i n a ŋ					
1361-3			j e n a ŋ					
1370-3			n a w u ŋ					
1388-3			m a n b a					
1397-3			tʰ u r					
1406-3			tʃ o ŋ					
1424-3			g a ɾ a ŋ p o r					
1433-3			ʃ u g u					
1442-3			l a m					
1451-3			b a d̪ a m					
1468-3			pʰ a k p a					
1477-3			ŋ a s					
1502-3			ŋ a m s u					
1511-3			m u d̪ j a ŋ b a					
1529-3			tʃʰ a l u l a					
1538-3			s o l u					
1557-3			tʃ o i d̪ u ŋ					
1618-3			i ŋ tʃ i l a					
1663-3			z u m					
1689-3			ŋ o i					
1698-3			kʰ u ŋ					
1707-3			m o ŋ n a ŋ					
1716-3			ŋ a m					
1742-3			m u g u					
1751-3			b u ʃ i l a					
1778-3			s a					
1787-3			tʃʰ u r tʃ u					
1823-3			tʃ a m l e m b o					
1832-3			g a r m a					
1842-3			w u ŋ					
1860-3			ŋ a m					
1869-3			ʃ u p u					
1888-3			ʃ a m pʰ i					
1897-3			s e					
1932-3			ɾ i n a ŋ s o p o					
1950-3			u					
1968-3			u o ŋ u					
1978-3			k u tʰ u ŋ					
1987-3			s a m					
2015-3			dʒ a m o					
2118-3			m o ŋ ʃ u					
2238-3			ŋ a ŋ ɲ i r p o					
2507-3			tʰ ĭ n u ŋ					
2526-3			l e					
2535-3			ʃ a					
2544-3			ʃ i ŋ					
2560-3			s o ŋ n i tʃ i ŋ					
2569-3			kʰ a i tʰ u r					
2578-3			n i tʃ i ŋ					
2596-3			d̪ u ŋ					
2615-3			ɾ i					
2663-3			g i tʰ i					
2690-3			s i					
2719-3			ɾ i d̪ i					
2728-3			k o tʃ u ŋ					
2747-3			n i ŋ					
2756-3			s e r b u					
2774-3			b o ɲ i ŋ					
89-3			g a ŋ p u					
107-3			d̪ i m i ŋ					
145-3			d̪ u k p u					
190-3			p u tʃ i					
229-3			kʰ a					
257-3			tʰ a ŋ b a					
436-3			o u l u					
483-3			w a					
535-3			s o s o					
699-3			d̪ u ŋ p a					
845-3			ɾ o k					
971-3			tʃ i tʰ u					
1049-3			l u					
1161-3			a m					
1180-3			ʃ a					
1226-3			l a ŋ i l a					
1235-3			n a m n i ŋ					
1280-3			dʒ i n o ŋ l a					
1307-3			pʰ a p o					
1352-3			g u					
1379-3			s i					
1415-3			ɾ a					
1636-3			b e tʃ a					
1654-3			l i					
1725-3			tʃ a p tʃ e n					
2127-3			dʒ a m ʃ u					
2181-3			d̪ i w o					
2366-3			j a k u					
2672-3			w a g a					
2681-3			b a l u ŋ b u					
116-3			tʰ u l i					
154-3			ʃ i l o					
181-3			n a z u ŋ b a					
210-3			g o i					
267-3			dʒ i					
389-3			g o g a					
563-3			s a ŋ b u					
637-3			a w u					
764-3			g a ɾ a ŋ b r u m a ŋ					
819-3			z a m b a					
827-3			b i					
918-3			j a ŋ l u ŋ					
1244-3			tʰ o ŋ tʃ u ŋ					
1487-3			dʒ o g t a ŋ					
1521-3			tʃʰ u					
1734-3			i ŋ o m					
2033-3			k o k p o					
2172-3			b i l o					
2209-3			b i t i ŋ pʰ i w o					
2256-3			pʰ u w o					
2517-3			n a m tʃ u					
2654-3			b o ŋ					
2737-3			n a dʒ i l a					
329-3			tʃ a ŋ tʃ a ɾ a n					
415-3			kʰ a m					
464-3			u o tʃ a ŋ					
493-3			ɾ i d̪ o					
581-3			d̪ u i p a					
591-3			n a g a ŋ					
627-3			g a ɾ a ŋ k i l i					
655-3			s a tʃ i l a					
873-3			pʰ u ŋ b e					
909-3			pʰ e l o					
1150-3			s o ŋ a l o					
10-4				tʃʰ a ŋ				
37-4				n a n				
46-4				n a n				
98-4				kʰ a ŋ tʃʰ a m				
125-4				b i j a ŋ				
162-4				l e s i				
171-4				o m ʃ a				
219-4				tʰ a ŋ p u				
247-4				tʃʰ a ŋ l u ŋ				
282-4				l u ʃ p u				
292-4				kʰ a ŋ				
301-4				l i				
354-4				m u m b a				
363-4				n a m b u				
397-4				g a m tʰ i				
406-4				kʰ a m				
426-4				m ŭ g p a				
473-4				pʰ i n a ŋ				
499-4				a a m ĭ n				
526-4				g a ʃ a				
544-4				kʰ u				
553-4				g o t a ŋ				
599-4				g o i tʰ a m				
608-4				b a n tʃʰ a m				
617-4				j e n				
645-4				a n a				
663-4				s o ŋ tʰ u r				
672-4				tʰ o ŋ p a				
681-4				ɲ i r i				
690-4				m ĭ ŋ				
708-4				tʰ ă r i ŋ b u				
717-4				tʃʰ o g p a				
726-4				s i				
744-4				a p a				
782-4				m i				
791-4				ŋ a				
800-4				ŋ a				
809-4				m o m n a ŋ				
836-4				b ʃ i				
881-4				l a m				
890-4				r a w a				
899-4				s e r				
926-4				tʃʰ a m				
944-4				g ă z a ŋ				
953-4				ʃ a z a ŋ				
980-4				w a r o ŋ				
998-4				pʰ a i				
1022-4				tʃʰ a tʰ u r				
1031-4				b i n a ŋ kʰ u				
1069-4				tʃ o ŋ a ŋ				
1079-4				ʃ a w a				
1098-4				j a ŋ b u				
1117-4				tʃʰ u n				
1141-4				r i n b u				
1189-4				m a n				
1198-4				n u				
1208-4				a a l a				
1217-4				l a ɲ i				
1253-4				a m a				
1271-4				n a w a ŋ				
1289-4				m ĭ n				
1316-4				ŋ a ŋ				
1325-4				kʰ a m				
1334-4				s i ŋ b a				
1343-4				b i n a ŋ				
1361-4				j e n a ŋ				
1370-4				n a w u				
1388-4				m a n tʃʰ a m				
1397-4				tʰ u r				
1406-4				tʃ o ŋ				
1424-4				g ă z a ŋ p a r				
1433-4				ʃ u g u				
1442-4				l a m				
1451-4				b a m				
1468-4				pʰ a g tʃʰ a m				
1477-4				ŋ a s				
1502-4				ŋ a m s u				
1511-4				m u d̪ j a ŋ b a				
1529-4				tʃʰ a l u				
1538-4				s o l u				
1557-4				tʃ o i u ŋ				
1618-4				i ŋ tʃʰ a m				
1663-4				u u m				
1689-4				ŋ o i				
1698-4				kʰ u ŋ				
1707-4				m o ŋ n a ŋ				
1716-4				ŋ a m tʰ u ŋ				
1742-4				m u g i				
1751-4				b u ʃ i l a				
1778-4				a a				
1787-4				tʃʰ u r p u				
1823-4				l e m				
1832-4				g a r m a				
1842-4				l u ŋ				
1860-4				ŋ a m				
1869-4				ʃ u p a ŋ				
1888-4				ʃ a m p i				
1897-4				s e				
1932-4				z i n a ŋ s o p tʃʰ a m				
1950-4				u				
1968-4				t o ŋ t a				
1978-4				g u t p a				
1987-4				s a m				
2015-4				ŋ a m tʃʰ a m				
2118-4				m o ŋ ʃ o				
2238-4				ŋ a r tʃʰ a m				
2507-4				tʰ ĭ n u ŋ				
2526-4				l e				
2535-4				ʃ a				
2544-4				ʃ i ŋ				
2560-4				s o ŋ n i tʃ i ŋ				
2569-4				kʰ a i tʰ u r				
2578-4				n i tʃ i ŋ				
2596-4				u ŋ				
2615-4				ɾ i				
2663-4				g i t i				
2690-4				s i				
2719-4				ɾ i				
2728-4				g o tʃ u ŋ				
2747-4				ɲ i ŋ tʰ u r				
2756-4				s e r b u				
2774-4				b o ɲ i ŋ				
19-4				n a ʃ i b a				
28-4				n a ʃ i b a				
89-4				g a ŋ p u				
145-4				d̪ u g p u				
229-4				kʰ a				
257-4				tʰ a ŋ a				
338-4				b r u ŋ				
436-4				a u l u				
535-4				s o ʃ o				
571-4				g e l e n i				
699-4				o ŋ p a				
971-4				tʰ i t tʃʰ a m				
1049-4				b u				
1180-4				ʃ a				
1226-4				l a ɲ i				
1307-4				tʰ e p g tʃʰ a m				
1352-4				g u				
1379-4				s i				
1636-4				b e tʃ a				
1654-4				l i				
1680-4				kʰ a n a				
1725-4				tʃʰ a p tʃ e n				
2672-4				b a g a				
55-4				d̪ a ʃ i b a				
80-4				tʰ u ŋ g a				
116-4				tʰ u l i				
210-4				g o i				
453-4				tʃ a ŋ p u				
637-4				a w u				
754-4				a ŋ tʰ u r				
764-4				g a z a ŋ b r u m a				
827-4				b i				
1244-4				g r o ŋ tʃ u ŋ				
1460-4				s o ŋ				
1734-4				i e m b u				
2033-4				k o g tʃʰ a m				
2209-4				b i t i ŋ p a w a				
2517-4				ŋ a m tʃʰ a m				
2654-4				b o ŋ b o				
493-4				z i o n				
1133-4				j u				
10-5					dʒ a ŋ			
37-5					n a n			
46-5					n a n			
98-5					kʰ a ŋ dʒ i l a n			
125-5					b i r a ŋ			
162-5					l e s i			
171-5					o m ʃ a			
219-5					t a ŋ p u			
247-5					tʃʰ a ŋ l u ŋ			
282-5					l u s p u			
292-5					kʰ a ŋ			
301-5					l i			
354-5					m u m b a t i			
363-5					n a m b u			
397-5					g a m tʰ i			
406-5					kʰ a m			
426-5					m ŭ k p a			
473-5					pʰ i n a ŋ			
499-5					a m ĭ n			
526-5					g a ʃ a			
544-5					kʰ u			
553-5					k o t a ŋ			
599-5					g o i tʰ a m			
608-5					b a n d̪ o			
617-5					j e n			
645-5					a n a			
663-5					s o ŋ tʰ u r			
672-5					t o ŋ p a			
681-5					ɲ i r a			
690-5					m i ŋ			
708-5					dʒ a ŋ p o i			
717-5					dʒ o k p u			
726-5					s i			
744-5					a p a			
782-5					m i			
791-5					ŋ a			
800-5					ŋ a			
809-5					m o m n a ŋ			
836-5					b s i			
881-5					l a m			
890-5					ɾ u w a			
899-5					s e r			
926-5					tʃʰ a m			
944-5					g a ɾ a ŋ			
953-5					ʃ a ɾ a ŋ			
980-5					w a ɾ o ŋ			
998-5					pʰ e i			
1022-5					dʒ a tʰ u r			
1031-5					b i n a ŋ kʰ u			
1069-5					tʃ o w a n			
1079-5					ʃ a w a			
1098-5					j a ŋ p u			
1117-5					tʃ u n			
1141-5					r i n b u			
1189-5					m a n			
1198-5					n u			
1208-5					a l a kʰ			
1217-5					l a ŋ i			
1253-5					a m			
1271-5					n o w a n			
1289-5					m i n			
1316-5					ŋ a ŋ			
1325-5					kʰ a m			
1334-5					s i ŋ b a			
1343-5					b i n a ŋ			
1361-5					j e n a ŋ			
1370-5					n a kʰ ə n			
1388-5					m a n b a			
1397-5					tʰ u r			
1406-5					tʃ o ŋ			
1424-5					g a ɾ a ŋ p a ɾ			
1433-5					ʃ u g u			
1442-5					l a m			
1451-5					b a d tʃ u			
1468-5					pʰ e k p a			
1477-5					ŋ a s			
1502-5					ŋ a m s u			
1511-5					m u d̪ a ŋ b a			
1529-5					tʃʰ a l o			
1538-5					s u l u			
1557-5					tʃ o i d u ŋ			
1618-5					i ŋ tʃ a			
1663-5					u u m			
1689-5					ŋ o i			
1698-5					kʰ u ŋ			
1707-5					m o ŋ n a ŋ			
1716-5					ŋ a m			
1742-5					m u g u			
1751-5					b u ʃ i l a			
1778-5					s a			
1787-5					tʃʰ u r p u			
1823-5					l e m b o			
1832-5					k a ɾ m a			
1842-5					l u ŋ			
1860-5					ŋ a m			
1869-5					z u p t̪ a ŋ			
1888-5					z a m pʰ i			
1897-5					s e			
1932-5					ɾ i n a ŋ s o p kʰ e n			
1950-5					u			
1968-5					t o ŋ t a			
1978-5					k u t p a			
1987-5					s a n			
2015-5					ŋ a m kʰ a n			
2118-5					m o ŋ ʃ o ŋ l a			
2238-5					ŋ a r kʰ ə n			
2507-5					tʰ ĭ n u ŋ			
2526-5					l e			
2535-5					z a			
2544-5					ʃ i ŋ			
2560-5					s o ŋ n i tʃ i ŋ			
2569-5					kʰ e i tʰ u r			
2578-5					n i tʃ i ŋ			
2596-5					d u ŋ			
2615-5					ɾ i			
2663-5					g i t i			
2690-5					s i			
2719-5					ɾ i d i			
2728-5					k o tʃ u ŋ			
2747-5					ɲ i ŋ			
2756-5					s e r b u			
2774-5					b o ɲ i ŋ			
19-5					n a ʃ i b a			
28-5					n a ʃ i b a			
89-5					k a ŋ p u			
107-5					l i m i n			
145-5					d u k p u			
190-5					p u tʃ i			
229-5					kʰ a			
257-5					t a ŋ a			
338-5					a t ə r			
436-5					ɕ u l u			
483-5					w a			
535-5					s o s o			
571-5					g e l e n d i			
699-5					d o ŋ p a			
845-5					ɾ o k			
971-5					tʃ i t p u			
1049-5					b u ʃ u			
1161-5					a m			
1180-5					ʃ a			
1226-5					l a ɲ i ŋ			
1235-5					n a m kʰ i n			
1280-5					dʒ i ŋ tʃ a n			
1307-5					k e p k a n			
1352-5					g u			
1379-5					s i			
1415-5					ɾ u			
1654-5					l i			
1680-5					kʰ a n d i r			
2127-5					dʒ a m kʰ ə n			
2181-5					d̪ i n			
2366-5					j a k a n			
2672-5					b a g a			
2681-5					b a l u ŋ b o			
80-5					tʰ u ŋ g a			
154-5					z i			
181-5					n a z u ŋ b a			
210-5					g o i			
267-5					dʒ i			
319-5					pʰ o t kʰ e n			
389-5					g o k u			
453-5					tʃ a ŋ p u			
508-5					ŋ a m			
563-5					s a ŋ b u			
637-5					a u			
754-5					a n i tʰ u r			
819-5					z a m b a			
827-5					b i			
918-5					j a ŋ l u ŋ			
1244-5					k r o ŋ tʃ u ŋ b u			
1460-5					s o ŋ a l o			
1487-5					dʒ o k t a ŋ			
1521-5					tʃʰ u			
1734-5					i i m b u			
2033-5					g o k p o			
2172-5					b i k a n			
2209-5					b i t i ŋ pʰ e n l o			
2256-5					pʰ u l o			
2517-5					n a m tʃ a ŋ			
2654-5					b o ŋ			
2737-5					ɲ i ŋ a kʰ e n			
329-5					tʃ a n tʃ a ɾ a n			
415-5					kʰ a m			
464-5					t o tʃ a ŋ			
493-5					ɾ i d o n			
581-5					d u i p a			
591-5					n e g a ŋ			
627-5					g a ɾ a ŋ k i l i			
655-5					s a tʃ i l a			
873-5					pʰ u ŋ b e			
909-5					pʰ e l o			
990-5					tʃ o tʃ o			
1013-5					g e s dʒ a ŋ			
1133-5					j u			
1150-5					s o ŋ a l o			
1584-5					g a ɾ i l a			
10-6						tʃ a ŋ		
37-6						n a n		
46-6						n a n		
98-6						kʰ a ŋ tʃ i l a n		
125-6						b i j a ŋ		
162-6						l e s i		
171-6						o m ʃ a		
219-6						t̪ a ŋ p u		
247-6						tʃʰ a ŋ l u		
282-6						l u s p u		
292-6						kʰ a ŋ		
301-6						l i		
354-6						m u m b a t̪ i		
363-6						n a m b u		
397-6						g a m tʰ a		
406-6						kʰ a m		
426-6						m ŭ k p a		
473-6						pʰ i n a ŋ		
499-6						a a m i n		
526-6						g a ʃ a		
544-6						kʰ u		
553-6						g o t̪ a ŋ		
599-6						g o tʰ u		
608-6						b a n tʰ o		
617-6						j e n		
645-6						a n a		
663-6						s o ŋ tʰ u r		
672-6						t̪ o ŋ p a		
681-6						ŋ i ɾ i		
690-6						m i ŋ		
708-6						tʰ a ŋ ɾ i		
717-6						tʃ o k a n		
726-6						s i		
744-6						a p a		
782-6						m i		
791-6						ŋ a		
800-6						ŋ a		
809-6						m o m n a ŋ		
836-6						b s i		
881-6						l a m		
890-6						r a g a		
899-6						s e r		
926-6						tʃʰ a m		
944-6						g a ɾ a ŋ		
953-6						ʃ a ɾ a ŋ		
980-6						g a ɾ u ŋ		
998-6						pʰ e i		
1022-6						tʃ a tʰ u r		
1031-6						b o i n a m z u ŋ		
1069-6						tʃ o ŋ a n		
1079-6						ʃ a w a n		
1098-6						j a ŋ b u		
1117-6						tʃ u n		
1141-6						r i n b u		
1189-6						m a n		
1198-6						n u		
1208-6						a a l a		
1217-6						l a n i		
1253-6						a m a		
1271-6						n o g a ŋ		
1289-6						m i n		
1316-6						ŋ a ŋ		
1325-6						kʰ a m		
1334-6						s i ŋ b a		
1343-6						b o i n a m		
1361-6						j e n a ŋ		
1370-6						n a kʰ u		
