COGID	Kayah	Kayan	Kayaw	NorthernPao	NorthernPwo	ProtoKaren	SouthernPao	WesternBwe
1708-2		θ au ¹¹						
1732-2		t e ¹¹						
1742-2		n au ³³						
1755-2		pʰ r a ⁵³						
1767-2		θ i ⁵³						
1786-2		a a ³³						
1803-2		k a a ³³						
1815-2		cʰ a ⁵³						
1840-2		p r i ʔ ²¹						
1853-2		tʰ a ʔ ⁴⁵						
1866-2		θ a ʔ ⁴⁵						
1894-2		l a ¹¹						
1934-2		c i ¹¹						
1947-2		kʰ a ŋ ¹¹						
1993-2		pʰ j i ⁵³						
2059-2		ʔ au ¹¹						
2098-2		ɟ i ʔ ²¹						
2086-2		tʰ au ⁵³						
2153-2		m i ¹¹						
2180-2		l i ¹¹						
2205-2		kʰ ɨ i ⁵³						
2328-2		l a ⁵³						
2349-2		ɟ u ¹¹						
2372-2		m i ¹¹						
2388-2		m w i ³³						
2413-2		d i ⁵³						
2637-2		pʰ l i ¹¹						
2649-2		pʰ cʰ u ⁵³						
2693-2		p e ³³						
2755-2		θ au ʔ ⁴⁵						
2858-2		m w i ŋ ⁵³						
2953-2		cʰ a ⁵³						
2986-2		cʰ a ʔ ⁴⁵						
3034-2		kʰ a ʔ ⁴⁵						
3088-2		p l i ʔ ²¹						
3113-2		pʰ l i ⁵³						
3154-2		r u ¹¹						
3179-2		cʰ a ŋ ¹¹						
3246-2		d a ⁵³						
3259-2		cʰ i ¹¹						
3282-2		tʰ e ¹¹						
3295-2		b j a ¹¹						
3338-2		l i ¹¹						
3351-2		p l i ³³						
3375-2		m i ¹¹						
3410-2		ɟ au ʔ ⁴⁵						
3423-2		m i ¹¹						
3445-2		cʰ i ⁵³						
3485-2		p i ¹¹						
3500-2		pʰ l i ¹¹						
3545-2		tʰ u ¹¹						
3557-2		θ a ⁵³						
3581-2		ɕ e ⁵³						
3594-2		kʰ i ⁵³						
3618-2		θ au ¹¹						
3654-2		p l i ³³						
3667-2		t ɛ ʔ ²¹						
3680-2		kʰ l i ʔ ⁴⁵						
3763-2		p r ɔ ʔ ⁴⁵						
3850-2		p r a ¹¹						
3878-2		tʰ i ⁵³						
3903-2		ɕ a ⁵³						
3938-2		c au ¹¹						
3963-2		l ɛ ¹¹						
3977-2		m a ⁵³						
1464-2		l w i ⁵³						
10-2		l i ʔ ⁴⁵						
59-2		tʰ a ŋ ¹¹						
91-2		j a ¹¹						
288-2		θ w a ¹¹						
316-2		m ai ³³						
371-2		k w au ʔ ⁴⁵						
408-2		b i ⁵³						
469-2		p r ai ³³						
567-2		θ au ¹¹						
592-2		n a ʔ ²¹						
646-2		θ i ¹¹						
666-2		pʰ a ¹¹						
696-2		p r a ³³						
634-2		pʰ r i ¹¹						
725-2		kʰ j i ʔ ⁴⁵						
750-2		kʰ i ʔ ⁴⁵						
906-2		cʰ i ⁵³						
930-2		ɟ au ʔ ²¹						
942-2		kʰ a ⁵³						
969-2		ʔ i i ¹¹						
1104-2		l au ⁵³						
1160-2		ʔ i ŋ ¹¹						
1314-2		k au ʔ ⁴⁵						
1363-2		t a ʔ ²¹						
1385-2		r au ʔ ⁴⁵						
1530-2		b w i ⁵³						
1539-2		ʔ i ⁵³						
1554-2		l w ɛ ³³						
1577-2		d w ɛ ¹¹						
1599-2		l i ³³						
1612-2		j u ³³						
1643-2		k j ɔ ŋ ¹¹						
1676-2		k j i ʔ ²¹						
1700-2		tʰ a ¹¹						
1829-2		a ¹¹						
1878-2		l i ¹¹						
1907-2		kʰ j i ʔ ⁴⁵						
2025-2		tʰ i ³³						
2046-2		n au ¹¹						
2072-2		θ w ɨ ¹¹						
2111-2		pʰ a ¹¹						
2193-2		pʰ a ⁵³						
2219-2		kʰ au ʔ ⁴⁵						
2230-2		ʔ a ⁵³						
2255-2		ɟ ɛ ³³						
2320-2		ɟ ɔ ʔ ²¹						
2341-2		j ai ¹¹						
2401-2		ʔ i ¹¹						
2442-2		θ a ŋ ⁵³						
2468-2		n au ¹¹						
2480-2		p r a ¹¹						
2531-2		pʰ au ¹¹						
2559-2		kʰ i ¹¹						
2590-2		p a ³³						
2604-2		tʰ i ¹¹						
2662-2		tʰ w i ¹¹						
2673-2		θ w a ŋ ¹¹						
2825-2		b i ʔ ⁴⁵						
2846-2		d j ɛ ⁵³						
2881-2		r w ai ¹¹						
2893-2		θ e ⁵³						
2910-2		θ a ¹¹						
2922-2		ɕ i ⁵³						
2973-2		n w ɛ ʔ ⁵³						
3047-2		pʰ ə ¹¹						
3059-2		pʰ r e ŋ ⁵³						
3125-2		n w i ŋ ⁵³						
3167-2		r a ʔ ²¹						
21-3			t u ¹¹					
33-3			pʰ u ¹¹					
46-3			p l ɔ ¹¹					
126-3			m r u ⁵⁵					
114-3			b ɔ ¹¹					
149-3			p l ɔ ¹¹					
171-3			tʰ ɔ ⁵⁵					
191-3			r ɛ ³³					
203-3			n i ⁵⁵					
224-3			l ɔ ³³					
275-3			kʰ a ¹¹					
302-3			ʔ u ⁵⁵					
315-3			t o ³³					
394-3			n u ³³					
431-3			pʰ ɔ ³³					
444-3			pʰ ɔ ³³					
445-3			n u ¹¹					
514-3			m u ³³					
555-3			kʰ u i ¹¹					
579-3			cʰ ɔ ⁵⁵					
603-3			kʰ a ¹¹					
737-3			l u ¹¹					
763-3			cʰ u ɛ ¹¹					
870-3			kʰ i ³³					
918-3			ʔ u ⁵⁵					
979-3			l ɔ ³³					
1013-3			m ɔ ¹¹					
1040-3			d u i ¹¹					
1027-3			m a ⁵⁵					
1053-3			l r i ¹¹					
1065-3			m ɔ ¹¹					
1091-3			m u ³³					
1116-3			ʔ a ¹¹					
1129-3			n u ¹¹					
1173-3			d i ¹¹					
1207-3			ɕ ɔ ⁵⁵					
1255-3			pʰ e ³³					
1277-3			t e ³³					
1290-3			p u ¹¹					
1301-3			cʰ u ¹¹					
1337-3			m u ¹¹					
1323-3			m u ¹¹					
1350-3			m a ¹¹					
1372-3			m ɛ ³³					
1498-3			d i ¹¹					
1664-3			l e ³³					
1652-3			ʔ o ¹¹					
1687-3			s ɔ ³³					
1708-3			m l u ¹¹					
1732-3			t u ¹¹					
1742-3			n u ³³					
1755-3			pʰ r u ⁵⁵					
1767-3			i ⁵⁵					
1786-3			j a ³³					
1803-3			k u a ⁵⁵					
1815-3			cʰ ɔ ⁵⁵					
1840-3			p r e ³³					
1853-3			t ɔ ³³					
1866-3			s ɔ ³³					
1894-3			l a ¹¹					
1934-3			c i ¹¹					
1947-3			kʰ ɔ ¹¹					
1993-3			pʰ r i ⁵⁵					
2059-3			ʔ o ¹¹					
2098-3			j ɔ ³³					
2086-3			t u ⁵⁵					
2153-3			m u ¹¹					
2180-3			l o ¹¹					
2205-3			kʰ u u ⁵⁵					
2328-3			l ɔ ⁵⁵					
2349-3			j u ¹¹					
2372-3			m i ¹¹					
2388-3			m i ³³					
2413-3			d i ⁵⁵					
2637-3			p l u ¹¹					
2649-3			k u ⁵⁵					
2693-3			p u ³³					
2755-3			s u ³³					
2858-3			m i ⁵⁵					
2953-3			cʰ ɔ ⁵⁵					
2986-3			cʰ ɔ ³³					
3034-3			k ɔ ³³					
3088-3			p l e ³³					
3113-3			p l i ⁵⁵					
3154-3			r u ¹¹					
3179-3			cʰ ɔ ¹¹					
3246-3			d u ⁵⁵					
3259-3			cʰ i ¹¹					
3282-3			tʰ u ¹¹					
3295-3			cʰ pʰ a ¹¹					
3338-3			l o ¹¹					
3351-3			p l ɛ ³³					
3375-3			m u ¹¹					
3410-3			j o ³³					
3423-3			m i ¹¹					
3445-3			cʰ i ⁵⁵					
3485-3			pʰ i ¹¹					
3500-3			p l o ¹¹					
3545-3			t u ¹¹					
3557-3			m u ⁵⁵					
3581-3			ɕ u ⁵⁵					
3594-3			kʰ i ⁵⁵					
3618-3			s u ¹¹					
3654-3			p l ɛ ³³					
3667-3			t e ³³					
3680-3			kʰ l e ³³					
3763-3			p r o ³³					
3850-3			p l ɔ ¹¹					
3878-3			tʰ i ⁵⁵					
3903-3			tʰ e ⁵⁵					
3938-3			c o ¹¹					
3963-3			l ɛ ¹¹					
3977-3			m ɔ ⁵⁵					
1464-3			l r i ⁵⁵					
10-3			l ə ³³					
316-3			m i ³³					
336-3			kʰ l i ⁵⁵					
371-3			c r i ³³					
383-3			cʰ a ¹¹					
408-3			pʰ i ⁵⁵					
469-3			p r i ³³					
567-3			s a ¹¹					
592-3			m ə ³³					
646-3			m i ¹¹					
666-3			pʰ a ¹¹					
696-3			p r a ⁵⁵					
634-3			p l u ¹¹					
725-3			kʰ r i ³³					
750-3			kʰ ɨ ³³					
823-3			kʰ l i ¹¹					
835-3			ʔ u ¹¹					
894-3			l i ³³					
906-3			m i ⁵⁵					
942-3			kʰ i ⁵⁵					
969-3			c i ¹¹					
1104-3			l u ⁵⁵					
1160-3			ʔ ɔ ¹¹					
1314-3			k ə ³³					
1363-3			t o ³³					
1385-3			r ə ³³					
1530-3			b ɛ ⁵⁵					
1539-3			ʔ e ⁵⁵					
1554-3			l ɛ ³³					
1577-3			d ɛ ¹¹					
1565-3			l i ³³					
1599-3			l a ³³					
1612-3			j u ³³					
1632-3			t u ¹¹					
1643-3			k l ə ¹¹					
1676-3			k l ə ³³					
1700-3			tʰ i ¹¹					
1829-3			k ɔ ¹¹					
1878-3			l i ¹¹					
1907-3			r ɔ ³³					
2025-3			k ɨ ³³					
2046-3			m a ¹¹					
2111-3			pʰ i ¹¹					
2193-3			pʰ ɔ ⁵⁵					
2219-3			k ɔ ³³					
2255-3			j i ³³					
2279-3			j i ³³					
2320-3			j ə ³³					
2341-3			m u ¹¹					
2401-3			cʰ i ¹¹					
2442-3			m ɔ ⁵⁵					
2468-3			n i ¹¹					
2480-3			p r a ¹¹					
2531-3			pʰ u ¹¹					
2559-3			kʰ i ¹¹					
2590-3			p o ³³					
2604-3			tʰ u ¹¹					
2662-3			tʰ u ¹¹					
2673-3			s u ¹¹					
2825-3			b ə ³³					
2846-3			tʰ r ɛ ⁵⁵					
2881-3			r r i ¹¹					
2893-3			n u ⁵⁵					
2910-3			s a ¹¹					
2922-3			ɕ ɨ ⁵⁵					
2973-3			n r ɛ ³³					
3047-3			pʰ i ¹¹					
3059-3			p l e ⁵⁵					
3125-3			n u ³³					
3167-3			m ɔ ³³					
21-4				tʰ e ŋ ⁵³				
33-4				tʰ e ⁵⁵				
46-4				pʰ l a ⁵³				
126-4				n l a ɦ ³¹				
114-4				b a ŋ ⁵⁵				
149-4				p l a ɦ ³¹				
171-4				tʰ a ŋ ɦ ³¹				
191-4				kʰ j a ʔ ⁴⁵				
203-4				n e ɦ ³¹				
224-4				l a ʔ ⁴⁵				
275-4				kʰ a ⁵⁵				
302-4				tʰ u ɦ ³¹				
315-4				tʰ e ʔ ²¹				
394-4				n e ʔ ²¹				
431-4				pʰ a ʔ ²¹				
444-4				pʰ a ʔ ²¹				
445-4				n e ⁵³				
514-4				n i ʔ ²¹				
555-4				kʰ e i ⁵⁵				
579-4				cʰ w a ŋ ɦ ³¹				
603-4				kʰ a ⁵⁵				
737-4				l a ⁵⁵				
763-4				cʰ j u ⁵⁵				
870-4				kʰ i ʔ ²¹				
918-4				ʔ a ŋ ɦ ³¹				
979-4				l a ŋ ³³				
1013-4				m a ⁵³				
1040-4				tʰ e i ⁵⁵				
1027-4				m a ³³				
1053-4				l w i ⁵³				
1065-4				m a ŋ ⁵³				
1091-4				m w ɛ n ³³				
1116-4				pʰ e ⁵⁵				
1129-4				n e ⁵³				
1173-4				ɕ i ⁵⁵				
1207-4				cʰ a ŋ ɦ ³¹				
1255-4				pʰ i ʔ ²¹				
1277-4				tʰ ɛ ʔ ⁴⁵				
1290-4				pʰ w u ŋ ⁵⁵				
1301-4				cʰ u ŋ ⁵⁵				
1337-4				j a ⁵⁵				
1323-4				m a ⁵³				
1350-4				j e ⁵⁵				
1372-4				ŋ l a ʔ ⁴⁵				
1498-4				d e ⁵⁵				
1664-4				l e ʔ ²¹				
1652-4				ʔ ɔ ⁵⁵				
1687-4				n a ʔ ²¹				
1708-4				n l a ⁵⁵				
1732-4				tʰ e ŋ ⁵³				
1742-4				n o ŋ ³³				
1755-4				pʰ r a ŋ ɦ ³¹				
1767-4				m i ɦ ²¹				
1786-4				ŋ e a ³³				
1803-4				kʰ e a ³³				
1815-4				cʰ a ɦ ³¹				
1840-4				pʰ r i ʔ ²¹				
1853-4				tʰ a ʔ ²¹				
1866-4				n a ʔ ²¹				
1894-4				l a ⁵³				
1934-4				cʰ e ⁵³				
1947-4				kʰ a ŋ ⁵⁵				
1993-4				pʰ j i ɦ ³¹				
2059-4				tʰ ɔ ŋ ⁵⁵				
2098-4				ŋ j a ʔ ⁴⁵				
2086-4				tʰ a ɦ ³¹				
2153-4				n i ⁵³				
2180-4				l o ŋ ⁵³				
2205-4				kʰ a a ɦ ³¹				
2328-4				l a ɦ ³¹				
2349-4				j u ⁵³				
2372-4				j i ⁵⁵				
2388-4				m i n ³³				
2413-4				d e ɦ ³¹				
2637-4				pʰ l a m ⁵³				
2649-4				pʰ s u ɦ ³¹				
2693-4				pʰ e ŋ ³³				
2755-4				n a ʔ ²¹				
2858-4				m a n ɦ ³¹				
2953-4				cʰ a ɦ ³¹				
2986-4				cʰ a ʔ ²¹				
3034-4				kʰ a ʔ ²¹				
3088-4				pʰ l ɛ ʔ ⁴⁵				
3113-4				pʰ l i ɦ ³¹				
3154-4				r e ⁵³				
3179-4				cʰ w a n ⁵⁵				
3246-4				tʰ a ɦ ³¹				
3259-4				cʰ i n ⁵³				
3282-4				tʰ e ŋ ⁵³				
3295-4				kʰ a ⁵⁵				
3338-4				l o ŋ ⁵³				
3351-4				pʰ l i ³³				
3375-4				m i ⁵³				
3410-4				j a ʔ ²¹				
3423-4				m e ⁵³				
3445-4				cʰ i ɦ ³¹				
3485-4				pʰ e ⁵³				
3500-4				p l a ŋ ⁵³				
3545-4				tʰ e ⁵³				
3557-4				cʰ e ŋ ɦ ³¹				
3581-4				cʰ e ŋ ɦ ³¹				
3594-4				kʰ i ɦ ³¹				
3618-4				j u ⁵⁵				
3654-4				pʰ l i ³³				
3667-4				tʰ ɛ ʔ ⁴⁵				
3680-4				kʰ l i ʔ ²¹				
3763-4				pʰ j a ʔ ²¹				
3850-4				pʰ l a ⁵³				
3878-4				tʰ i ɦ ³¹				
3903-4				tʰ ɛ ŋ ɦ ³¹				
3938-4				cʰ i ⁵⁵				
3963-4				l e ⁵³				
3977-4				m a ɦ ³¹				
1464-4				l i ʔ ⁵³				
10-4				l i ʔ ²¹				
59-4				tʰ a ŋ ⁵⁵				
91-4				ŋ j a ⁵⁵				
288-4				n j i ⁵⁵				
316-4				m i ³³				
336-4				kʰ l i ɦ ³¹				
371-4				cʰ u ʔ ²¹				
383-4				m ɕ i ⁵⁵				
408-4				pʰ i ɦ ³¹				
469-4				pʰ r e ³³				
567-4				m w a ⁵⁵				
592-4				n a ʔ ²¹				
646-4				n i ⁵⁵				
666-4				pʰ a ⁵⁵				
696-4				pʰ r a ³³				
634-4				p l ɨ ŋ ⁵³				
725-4				kʰ j i ʔ ⁴⁵				
750-4				kʰ e ʔ ²¹				
823-4				kʰ l i ⁵⁵				
835-4				kʰ a ⁵⁵				
894-4				j i ³³				
906-4				s i ɦ ³¹				
930-4				j a ʔ ⁴⁵				
942-4				kʰ i ɦ ³¹				
969-4				ʔ ɛ i ⁵⁵				
1104-4				l o ɦ ³¹				
1160-4				ʔ a m ⁵⁵				
1314-4				k ɛ ʔ ²¹				
1363-4				tʰ a ʔ ⁴⁵				
1385-4				r ɛ ʔ ⁴⁵				
1530-4				b w a ɦ ³¹				
1539-4				ʔ ɛ ŋ ɦ ³¹				
1554-4				l w ɛ ³³				
1577-4				tʰ w ɛ ⁵⁵				
1565-4				l i ³³				
1599-4				l a ³³				
1612-4				j a ³³				
1632-4				tʰ a ⁵³				
1643-4				k j a ŋ ⁵³				
1676-4				k j a ʔ ²¹				
1700-4				tʰ a ⁵⁵				
1829-4				j a ⁵³				
1878-4				l e ⁵³				
1907-4				kʰ j ɛ ʔ ⁴⁵				
2025-4				tʰ ə ŋ ³³				
2046-4				n a ⁵⁵				
2072-4				n w a ŋ ⁵⁵				
2111-4				pʰ a ⁵⁵				
2193-4				pʰ a ɦ ³¹				
2219-4				kʰ ə ʔ ²¹				
2230-4				tʰ a ɦ ³¹				
2255-4				j ɛ ³³				
2279-4				j i ³³				
2320-4				j o ʔ ⁴⁵				
2341-4				m e ⁵³				
2401-4				ʔ ɛ m ⁵⁵				
2442-4				l a ŋ ɦ ³¹				
2468-4				n e ⁵³				
2480-4				pʰ r a ⁵³				
2531-4				pʰ a ⁵³				
2559-4				kʰ ai ⁵⁵				
2590-4				pʰ e ŋ ³³				
2604-4				tʰ e ⁵⁵				
2662-4				tʰ ɨ ŋ ⁵⁵				
2673-4				r a ŋ ⁵³				
2825-4				pʰ ɛ ²¹				
2846-4				tʰ w a ɦ ³¹				
2881-4				r e i ⁵³				
2893-4				cʰ a ŋ ɦ ³¹				
2910-4				cʰ a ⁵⁵				
2922-4				cʰ ɛ ŋ ɦ ³¹				
2973-4				n l ɛ t ⁴⁵				
3047-4				pʰ e ⁵⁵				
3059-4				pʰ j e ŋ ɦ ³¹				
3125-4				n s u m ³³				
3167-4				m a ʔ ⁴⁵				
21-5					tʰ ɑ̃ ɦ ¹¹			
33-5					tʰ ɛ ³³			
46-5					pʰ l ã ɦ ¹¹			
126-5					m a ⁵⁵			
114-5					pʰ ɛ̃ ³³			
149-5					pʰ l a ⁵⁵			
171-5					tʰ ã ³⁵			
191-5					tʰ j a ʔ ³³			
203-5					n ei ⁵⁵			
224-5					l a ʔ ²¹			
275-5					kʰ a ³³			
302-5					ʔ u ³⁵			
315-5					tʰ o ʔ ⁴⁵			
394-5					n u ʔ ²¹			
431-5					pʰ a ʔ ⁴⁵			
444-5					pʰ a ʔ ⁴⁵			
445-5					n ã ɦ ¹¹			
514-5					n a ʔ ⁴⁵			
555-5					kʰ ɛ̃ ei ³³			
579-5					cʰ ɑ̃ ³⁵			
603-5					kʰ a ³³			
737-5					l ou ³³			
763-5					cʰ ɛ ³³			
870-5					kʰ ei ʔ ⁴⁵			
918-5					cʰ ɑ̃ ³⁵			
979-5					l ɛ̃ ⁵⁵			
1013-5					m ã ɦ ¹¹			
1040-5					tʰ ɛ ³³			
1027-5					m a ³⁵			
1053-5					l j ei ɦ ¹¹			
1065-5					m ɛ̃ ɦ ¹¹			
1091-5					m w ã ɦ ⁵⁵			
1116-5					ʔ ou ³³			
1129-5					n ã ɦ ¹¹			
1173-5					d ɛ ³³			
1207-5					cʰ ɛ̃ ³⁵			
1255-5					pʰ a ʔ ⁴⁵			
1277-5					tʰ a ʔ ⁴⁵			
1290-5					pʰ ã ɦ ¹¹			
1301-5					cʰ ɑ̃ ɦ ¹¹			
1337-5					m ou ³³			
1323-5					m u ɦ ¹¹			
1350-5					m ei ³³			
1372-5					j a ʔ ²¹			
1498-5					d ɛ ³³			
1664-5					l ai ʔ ²¹			
1652-5					ʔ ou ³³			
1687-5					m a ʔ ⁴⁵			
1708-5					n ɔ ³³			
1732-5					tʰ ɑ̃ ɦ ¹¹			
1742-5					n ɑ̃ ⁵⁵			
1755-5					pʰ j ã ³⁵			
1767-5					m ei ⁵⁵			
1786-5					j ɛ ³⁵			
1803-5					ã ɛ ³⁵			
1815-5					cʰ a ³⁵			
1840-5					pʰ j a ʔ ²¹			
1853-5					tʰ a ʔ ⁴⁵			
1866-5					m a ʔ ⁴⁵			
1894-5					l ou ³³			
1934-5					cʰ ou ³³			
1947-5					kʰ ɛ̃ ³³			
1993-5					pʰ j ei ³⁵			
2059-5					ʔ ɛ̃ ³³			
2098-5					j a ʔ ²¹			
2086-5					tʰ u ³⁵			
2153-5					m ɑ̃ ³³			
2180-5					l ou ³³			
2205-5					kʰ ɛ̃ u ⁵⁵			
2328-5					l a ⁵⁵			
2349-5					j ou ɦ ¹¹			
2372-5					m ei ³³			
2388-5					m ã ɦ ⁵⁵			
2413-5					d a ⁵⁵			
2637-5					pʰ l ã ¹¹			
2649-5					pʰ x ou ³⁵			
2693-5					pʰ ɑ̃ ⁵⁵			
2755-5					m o ʔ ⁴⁵			
2858-5					m ɑ̃ ɦ ³⁵			
2953-5					cʰ a ³⁵			
2986-5					cʰ a ʔ ⁴⁵			
3034-5					kʰ a ʔ ⁴⁵			
3088-5					pʰ l a ʔ ²¹			
