COGID	1	10	2	3	4	5	6	7	8	9
1273-1	l ɔ ɔ t a									
1329-1	i k a l a									
1362-1	g i									
1606-1	ɔ t l a									
1617-1	i k ɔ									
1629-1	i a i									
1744-1	i β a a									
1895-1	g a									
1917-1	a ʊ m a									
1969-1	m g m a									
1989-1	s a g a									
2037-1	k a á t a									
2128-1	a a m a a									
2186-1	g a a a									
2483-1	ʊ l l ʊ									
2592-1	l ɔ l a									
2615-1	d a									
2700-1	g g g a a									
2784-1	g ʊ l i									
2797-1	l l ɔ ʊ									
2884-1	a j j a									
2904-1	g ɛ a a d a									
2972-1	s ɛ a									
3030-1	l i a a									
3148-1	i t a									
3160-1	l u á a a									
3261-1	t ɛ t ɛ									
3364-1	s ɔ t a									
3385-1	s i									
3419-1	t ɛ a									
3430-1	ʊ a ʊ									
3583-1	a ɔ l a									
3664-1	β ɛ g a									
3706-1	t a a a a t									
3756-1	s g a s a									
3837-1	ɔ a ɔ m a									
3865-1	s a s a a									
4406-1	t i a									
4530-1	l ʊ k a									
4552-1	i s ɲ i									
4621-1	a a i									
2689-2		n a m a								
893-2		a a a a								
1303-2		a o a a								
2197-2		s a l a								
2828-2		s a a a								
3572-2		s o n i								
1095-2		l i m a								
1789-2		g a l i a a a a								
3207-2		m u l a								
3519-2		t u m a								
3686-2		g i a a								
4249-2		k u m i								
4451-2		w i s i								
448-2		u u n i								
630-2		w e e a e								
814-2		a o o m a a								
1216-2		a a w a								
1228-2		a a a a								
1418-2		s i m a								
1475-2		k a a								
2026-2		t a a a								
3826-2		s o k a								
4003-2		w w a								
4373-2		l i m i								
4384-2		i n o								
84-2		u u u u								
116-2		a i k a								
419-2		l o k a								
587-2		o a k o								
660-2		l a l a								
848-2		k a l a								
1122-2		m u a a								
1159-2		a a								
1350-2		l j a								
1374-2		n a a n e								
1906-2		u a k i l a								
2419-2		s e k a								
2750-2		e s a u								
3441-2		s e e a a a								
3464-2		w o a a								
3639-2		n e t e m a								
3981-2		n a a								
4192-2		w g m m a								
4350-2		l e e l o								
278-2		w a								
3971-2		o a a a								
55-2		e a a a								
43-2		n i a u								
93-2		o o a o								
459-2		l u m a								
1137-2		s u k u								
1585-2		a a l a								
1872-2		p a a								
2166-2		u t g m a								
2872-2		k o s i								
2997-2		g a a s a								
3075-2		k u l u v e								
3675-2		l a a l l e								
4137-2		m i l a								
4238-2		a l s n a								
4316-2		t a t u								
4574-2		a a a a l a								
3067-2		n t u								
3531-2		a a e k l								
1033-2		k o a l a a								
3185-2		w i k a								
794-2		v e g e g								
143-2		w u u								
240-2		o k a								
388-2		n u m a								
599-2		t a a m a u								
969-2		s a a								
994-2		a p e a a								
1606-2		o t o o								
1629-2		k a i u								
1895-2		n a								
2592-2		l o l a								
2884-2		p j a a								
3148-2		i t a								
3261-2		t e t e								
3583-2		n o o								
3837-2		p o l o m a								
4621-2		a a a n								
1929-2		a u s i								
3940-2		v a l a								
860-2		w n a k a a								
2057-2		t a o a a								
552-2		a u p a								
959-2		p e p o								
1495-2		a u t a								
2689-3			a a m a							
893-3			a a a a							
1285-3			a a a							
1303-3			k o a a							
2197-3			s a l a							
2828-3			a i a a							
3572-3			s o a i							
1095-3			a i m a							
1755-3			a e							
1789-3			k a l a ŋ a							
3207-3			a u l a							
3519-3			r u m a							
3686-3			m a a							
4249-3			k u m i							
4451-3			i a i							
448-3			j u a a							
630-3			e e a e							
1216-3			k a l a							
1228-3			b a a							
1418-3			s i m a							
1475-3			k a a							
3397-3			l o l a							
4003-3			o l a							
4040-3			k n a a							
4373-3			l i m i							
4384-3			i e o							
181-3			k o g k o							
419-3			l o k a							
587-3			o ŋ k o							
660-3			a e a a							
1083-3			l i l a							
1350-3			l j a							
1374-3			n a a n a							
1396-3			s o l u							
1666-3			a a a l							
1767-3			a o a o							
1906-3			i k i l a							
2177-3			ŋ k a							
2286-3			l a							
2317-3			m u β a							
2750-3			e s a							
3275-3			k a a a a							
3464-3			l o a a							
3639-3			a e a e m e							
3981-3			i m a							
4192-3			f i a m b							
4260-3			s a a							
4350-3			l e e l o							
278-3			l a							
745-3			r a k o							
3971-3			k a a a							
93-3			k o n o							
200-3			β i							
374-3			a a l a a							
508-3			o a u							
528-3			β i l i							
1137-3			s i a u							
1585-3			a l a							
1712-3			a u l o							
2088-3			i a a							
2334-3			f i k l							
2393-3			m a n a							
2665-3			i ŋ k i							
2738-3			β e e a e							
3675-3			l a e a l e							
4137-3			m i l a							
4440-3			β i l i							
4574-3			a a a a a							
4688-3			a n a							
2798-3			a a a							
3067-3			a r u							
3531-3			a a a k a							
3767-3			l a							
4632-3			a a s a							
401-3			n a							
649-3			l e e r a							
755-3			k u l a							
1032-3			k o l o l a							
1043-3			a l a							
1273-3			l o o r a							
1362-3			k i							
1895-3			e a							
2615-3			n a a							
2784-3			k u l u							
2904-3			k e n n d a							
3385-3			s i							
3430-3			n n							
3664-3			β e k a							
3756-3			a i i s tʰ a							
24-3			r u k a							
542-3			i l a a							
564-3			g k							
928-3			k o l o							
1181-3			f w a							
1241-3			l u a n a							
1607-3			l i l o							
1929-3			a u s i							
2852-3			k u u							
3198-3			o a a a a							
3502-3			e n e i							
3598-3			β e a							
3698-3			i a a l a							
3735-3			k l l u							
3940-3			a l a							
2689-4				i a a						
893-4				a a a						
1285-4				n a a						
3572-4				s ɔ n i						
1755-4				a a						
1789-4				ɔ á a g						
3686-4				i ɔ a a						
4451-4				i s i						
1216-4				k						
4003-4				i						
419-4				ɔ k						
1122-4				i n a						
1430-4				i a						
1666-4				t n ɔ ɔ						
1767-4				k ɔ k ɔ						
55-4				n a ɔ						
94-4				ɔ k ɔ						
2717-4				g a k g a						
1339-4				t a i						
4632-4				k s i						
2784-4				k i i						
3160-4				u ɔ						
675-4				ts u ŋ g a						
860-4				i i g ɔ						
1151-4				s i						
1631-4				g u n i						
2057-4				t i ɔ a						
2689-5					n a m a					
893-5					a a a					
1285-5					a a a					
1303-5					k o u a					
2197-5					s a l					
2828-5					s i a					
3572-5					s o a i					
1095-5					l i m a					
3207-5					β u l a					
3519-5					t u m a					
3686-5					k u m					
4249-5					k u u i					
448-5					j u a i					
630-5					f a e a e					
814-5					k o u m a					
1228-5					a					
1418-5					s i m a					
2026-5					t l a					
2775-5					u m a					
3397-5					l o l l					
3826-5					s o k					
4040-5					f a i					
4373-5					l i m i					
4384-5					i a o					
84-5					l u u u					
116-5					j i k a					
587-5					o o g o					
848-5					k n l					
1159-5					n a					
1350-5					l j a					
1396-5					s o f u					
1430-5					i s o					
1767-5					o o l o					
2286-5					l a					
2317-5					β u β a					
2419-5					s k a					
2750-5					a s s					
3018-5					s i l					
3275-5					k a n a					
3441-5					s a e k g					
3885-5					s u m o					
4192-5					f m a					
4260-5					s k a					
4350-5					l e l o					
278-5					l a					
745-5					l a k o					
3971-5					k a u a					
55-5					e a n					
94-5					f o k o					
2717-5					g k g k					
4139-5					i a a					
200-5					β i					
374-5					a k l					
508-5					o f u					
528-5					β i l i					
575-5					t a					
1137-5					s i k u					
1339-5					t i u i					
1872-5					p a					
2537-5					l o m o					
2738-5					β e					
2872-5					k o s i					
2893-5					s i k u					
3675-5					l i i l e					
4028-5					l n					
4238-5					i s l l a					
4429-5					β s a					
4485-5					a u					
2798-5					a a a					
3531-5					a a a i k					
3767-5					l o					
4632-5					k a s					
1033-5					k o s o l					
3185-5					f i k a					
649-5					l e e t a					
1110-5					t e m a					
1263-5					a a					
1273-5					l o o t a					
1329-5					i k a l					
1617-5					i i o					
1917-5					o u m a					
1969-5					m n					
2483-5					g u l u					
2615-5					e a					
2700-5					a ŋ ŋ					
2884-5					u j j a					
2972-5					s e					
3030-5					l i a a					
3261-5					o e t e					
3419-5					t e					
3664-5					β e a					
3706-5					t a a d a t u					
3865-5					s s i					
4406-5					t i					
4530-5					l u k a					
4552-5					s d a					
24-5					u k a					
542-5					f i l a					
1181-5					f w a					
1241-5					a u u o					
1607-5					l i l o					
1929-5					u s i					
3598-5					β i g a					
3698-5					i i k l					
3735-5					g u l u					
3940-5					k n l a					
1631-5					k u a					
2057-5					t i u a					
552-5					u p a					
959-5					a e p o					
1318-5					k u ŋ g u					
1411-5					β i					
1495-5					f u t a					
1578-5					l a					
1303-6						k ɔ a				
1755-6						i ɔ				
448-6						ɔ d				
1475-6						k a a				
3397-6						ɔ l ɔ				
2286-6						l a				
278-6						p				
2717-6						k k k k				
4137-6						i l a				
3767-6						l ɔ				
1033-6						k ɔ l				
2689-7							n a m a			
893-7							a a a			
1285-7							a a a			
1303-7							k o m a			
2197-7							s a a a			
2828-7							r k a			
3572-7							z o n i			
1095-7							a i m a			
1755-7							n e			
1789-7							k a a k a ɣ			
3519-7							t u m a			
3686-7							o i a a			
4249-7							d u m i			
4451-7							v i s i			
814-7							k o o m a a			
1216-7							k a v a			
1475-7							k a a			
2026-7							t a e			
2775-7							v u a a a			
3826-7							s o k a			
4003-7							o v m			
4040-7							k e n i			
84-7							u u u			
116-7							v i k			
181-7							ɣ o o k o			
419-7							a o k a			
587-7							o o g o o			
660-7							a e a a			
848-7							k a a a			
1122-7							v i a a			
1159-7							s a			
1374-7							a a a a e			
1396-7							s o v u			
1430-7							i s a			
1906-7							i ŋ g i a a			
2177-7							ŋ ɣ a			
2419-7							z e k a			
3018-7							s i a a			
3275-7							k a a a			
3441-7							z u e k k			
3464-7							v o a a			
3639-7							a e t e m e			
3885-7							a u m o			
4192-7							v k m m a			
745-7							t a d o			
3971-7							k a m a			
55-7							n a a a			
2717-7							k á k g á			
4139-7							a i n a			
93-7							d o a o			
459-7							a u m a			
575-7							t a			
1712-7							f u a o			
2088-7							v ŋ a a			
2166-7							n u u m a			
2334-7							a i k o			
2393-7							m a e a			
2537-7							a o m o			
2665-7							i a g k			
2997-7							k a a a a			
4028-7							v e			
4316-7							a a t u			
4429-7							v á s a			
4688-7							a n			
3067-7							n a u			
3185-7							v i i k			
794-7							v e a e k			
143-7							v u			
388-7							a u n a			
599-7							a a m a i			
836-7							s u u m a			
969-7							i s a			
1110-7							t e m			
1263-7							t a h			
1329-7							i d a a			
1362-7							ɣ i			
1606-7							o o t o			
1629-7							k a i			
1744-7							i v a			
1917-7							f u m			
1989-7							s a			
2037-7							k a d a			
2128-7							a e e m a			
2186-7							ɣ a n a			
2700-7							ɣ ŋ k ŋ ɣ			
2797-7							a o m u			
2904-7							k e e a n a			
2972-7							s e			
3148-7							i t a			
3364-7							a a a			
3419-7							t e			
3430-7							u u			
3583-7							a o o a			
3706-7							t a a a n			
3756-7							z ŋ i a a			
3837-7							k o a o m a			
4406-7							t i			
4621-7							a a n			
564-7							a k v			
928-7							o o o o			
1181-7							f w			
1241-7							u u a n			
2852-7							o o v u			
3198-7							o o a a a			
3502-7							a e n e			
675-7							a u ŋ g a			
1151-7							z a			
959-7							a e o			
1411-7							v i			
1495-7							v u t a			
2689-8								a a b a		
1285-8								a a a		
1303-8								ŋ o b a		
2197-8								ʝ a r		
2828-8								ʝ k a a		
3572-8								ʝ o n i		
1755-8								a a		
1789-8								k a r a a k k a		
3207-8								b u r a		
3519-8								t u b a		
3686-8								k b a a		
4249-8								k u b i		
4451-8								v i ʝ i		
814-8								k o a b a a		
1228-8								a a a		
2026-8								t a a a		
2775-8								v u a b a		
3826-8								t o k a		
4040-8								k a a i		
181-8								k o o k ô o		
660-8								a a a a		
848-8								k a r a		
1083-8								r i r a		
1159-8								a a		
1350-8								r o a		
1396-8								ʝ o v u		
1666-8								t a n a o		
2177-8								ŋ k a		
2317-8								β u β a		
4260-8								ʝ a a		
745-8								a a k o		
3971-8								k a b a		
94-8								v ô k ô		
2717-8								k a k g a a		
4139-8								a d n a		
43-8								ʝ i i u		
575-8								t a		
871-8								t a a a		
1339-8								t a i a		
1585-8								a a r a		
1872-8								p a		
2893-8								ʝ i k u		
4028-8								β a a		
4316-8								t a t u		
4440-8								β i r i		
4485-8								ʝ u		
4688-8								a i		
2798-8								a a a		
794-8								v a a a k		
994-8								t a a i a		
1006-8								i i u a k		
1043-8								β a r a		
1617-8								d o a		
1969-8								b a a b a		
3364-8								t t		
4530-8								r u k a		
928-8								o o r o		
2852-8								o ô v u		
675-8								t ô ŋ g a		
860-8								m a g a a		
1631-8								k ô a i		
552-8								v u p a		
1318-8								k u g u		
1578-8								w a		
2689-9									a a b a	
893-9									a a n a	
1285-9									a a a	
1303-9									k o a a	
2197-9									s a l a	
2828-9									s i n a	
3572-9									s o n i	
1095-9									l i b a	
1789-9									k a l a a a g	
3207-9									b u l a	
4249-9									k u b i	
4451-9									b i s i	
630-9									b ɲ i a i	
814-9									a o m b a i	
1228-9									a a a a	
1418-9									s i b a	
1475-9									g a a	
2026-9									a a ɲ a	
2775-9									b u u b a	
3397-9									k o l a	
3826-9									s o k a	
4003-9									k b a a	
4040-9									g a n i	
4373-9									l i b i	
4384-9									i n o	
116-9									o i k a	
181-9									g o o a g o	
1083-9									l i l a	
1374-9									n s a n i	
1430-9									i s l a	
1666-9									a a n m o	
1767-9									a o l o	
1906-9									i a g i l a	
2177-9									g a	
2419-9									s i k a	
2750-9									i s n a	
3018-9									s i l a	
3441-9									s i i a g a	
3885-9									n u b o	
3981-9									i b b a	
4260-9									s a a	
4350-9									l i i l o	
278-9									k a	
745-9									a k o	
55-9									a a m a	
94-9									b o k o	
4139-9									m i n a	
200-9									b i	
528-9									b i l i	
871-9									a a a a	
2088-9									b g l a	
2166-9									a u u b a	
2334-9									b i g o	
2393-9									b a n a	
2537-9									l o b o	
2665-9									i a g g	
2738-9									b i i l i	
2872-9									k o s i	
2997-9									g a a s n a	
3075-9									g u l u b ɲ	
4238-9									a l s a d	
4429-9									b s s a	
4440-9									b i l i	
4485-9									l u	
4574-9									l a a a l a	
2798-9									n a a	
3067-9									n á u	
3767-9									l o	
4632-9									k a s i	
1033-9									k o s o a	
3185-9									b i i k a	
240-9									o g a	
401-9									n a	
755-9									g u l a	
836-9									n u u b a	
1006-9									d u a g u	
1744-9									i b a	
1989-9									s a	
2037-9									g a a a	
2128-9									g i i b a i	
2186-9									g a n a	
2483-9									g a l ʊ	
2592-9									l o l a	
3030-9									l i e a	
3160-9									l u a	
3385-9									s i	
3865-9									s a s i	
4552-9									i i s n a	
564-9									a k a	
3502-9									ɲ m i	
3598-9									b i a	
3698-9									i k k a a	
3735-9									g l l ʊ	
1151-9									s i	
1318-9									k u g u	
1411-9									b i	
2689-10										a a a a
893-10										a a a
1285-10										a a a
2197-10										s a l
2828-10										s i a
1095-10										l i a
1755-10										n̩ e
3207-10										a ʊ l a
3519-10										tʰ ʊ a
448-10										b ʊ n̩ i
630-10										b e ɛ l ɛ
1216-10										k a b a
1418-10										s i a
2775-10										b ʊ a a a
3397-10										b o l a
4373-10										a a i
4384-10										i a o
84-10										l ʊ ʊ
1083-10										l i a a
1122-10										b i n̩ a
2286-10										l a
2317-10										b ʊ b a
3018-10										s i l
3275-10										k á a a
3464-10										b o n̩ a
3639-10										a ɛ tʰ ɛ a a
3885-10										a ʊ a n
3981-10										a a
94-10										b o k o
4139-10										a i a
43-10										d i a
374-10										a a a
459-10										l ʊ a
508-10										o a ʊ
871-10										tʰ a a
1712-10										a u a o
2893-10										l i k ʊ
3075-10										k ʊ l ʊ b e
3531-10										a a i i l
794-10										b ɛ k a
1032-10										kʰ o l o l a
2797-10										a a a
24-10										a ʊ kʰ
542-10										b i l a
1607-10										l i l o
3198-10										a a a n̩ a
1578-10										a a
