COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
187-3			m i tɕ							
190-3			a k a							
193-3			k i r o							
194-3			s o							
195-3			k u o							
216-3			m a r i							
221-3			n a							
239-3			u u u							
252-3			m i s u							
253-3			a o s u							
254-3			u u u u u							
266-3			k a ɕ e							
267-3			n a g a r e r u							
268-3			u m							
272-3			a m e g							
276-3			a a u							
281-3			m u s i							
304-3			ts u m a k							
305-3			tɕ e							
308-3			h a n a							
309-3			k u s a							
310-3			t o							
311-3			n							
342-3			a u k							
346-3			k u a							
347-3			k e r u							
348-3			h o							
351-3			t oː							
361-3			o m o							
379-3			k u s a iː a							
394-3			h d a r							
395-3			ɴ i g							
400-3			h b a r u							
412-3			s a k e r u							
413-3			u u k s s							
414-3			h o r u							
422-3			h u k u r e r u							
423-3			k a ɴ g a e r u							
430-3			h a k u							
435-3			h u k u							
446-3			s t a							
447-3			u e							
458-3			t o s i							
56-3			h t o							
62-3			u n u							
65-3			k a w a							
70-3			t a n e							
75-3			k a w a							
96-3			m e							
101-3			h a							
114-3			k u i							
119-3			k m o							
134-3			s e iː o							
138-3			s n u							
146-3			a r u k u							
161-3			a u							
171-3			k a w a							
182-3			k e m u							
188-3			a a m a							
262-3			h i r u m a							
300-3			h e s o							
313-3			d e							
350-3			s e m a							
352-3			tɕ i k a							
396-3			h u r i							
401-3			o s u							
420-3			o r i r u							
424-3			u t a u							
442-3			s m e r u k							
455-3			u k i i							
15-3			a e							
22-3			n a k							
49-3			o a o							
78-3			a u r a							
89-3			k e							
130-3			m i r u							
149-3			k u r u							
175-3			s u n a							
183-3			h i							
192-3			a o							
199-3			a u i							
230-3			a o h t o							
233-3			a o h t o t a							
250-3			h o k a n o							
264-3			k e							
274-3			n u r e t a							
298-3			k e g a w a							
303-3			h a r a w a t a							
314-3			m o s i							
354-3			a u i							
369-3			k i e							
376-3			w a i							
418-3			n u							
456-3			u u n a							
59-3			u o							
72-3			n i k u							
80-3			t a m a g o							
104-3			a s i							
118-3			s i ɴ u oː							
142-3			t o u							
150-3			n e t e							
204-3			b a							
14-4				k o r e						
18-4				d a r e						
35-4				h i t o t u						
36-4				h u t a t u						
48-4				n a g a i						
60-4				t o r i						
63-4				s i r a m i						
64-4				k i						
67-4				h a						
68-4				n e						
71-4				t i						
76-4				h o n e						
83-4				t u n o						
87-4				h a n e						
95-4				m i m i						
98-4				h a n a						
99-4				k u t i						
-102-4				s i t a						
103-4				t u m e						
110-4				t e						
116-4				m u n e						
120-4				n o m u						
132-4				k i k u						
139-4				k o r o s u						
140-4				o a o u						
156-4				t a r o r u						
168-4				t u k i						
169-4				h o s i						
170-4				m i u u						
173-4				i s i						
180-4				k u m o						
185-4				h i i						
186-4				m o e r u						
187-4				m i t i						
190-4				a k a i						
193-4				k i r o i						
194-4				s i r o i						
195-4				k u r o i						
216-4				m a r u						
221-4				n a m						
239-4				i t u						
252-4				m i s u						
253-4				a o s u						
254-4				i t u t u						
266-4				k a i e						
267-4				n a g a r e r u						
268-4				u m i						
272-4				a m e						
276-4				a r a u						
281-4				m u s i						
304-4				t u b a						
305-4				t i t						
308-4				h a n a						
309-4				k u s a						
310-4				t o						
311-4				n i						
342-4				a u k i						
346-4				k u r a i						
347-4				k i r u						
348-4				h i r o i						
351-4				t o i						
361-4				o m o i						
379-4				k u s a r a						
394-4				h i d a r i						
395-4				m i i						
400-4				h i a r u						
412-4				s a k e r u						
413-4				t u k i s a s						
414-4				h o r u						
422-4				h u k u r e r u						
423-4				k a ɴ g a e r u						
430-4				h a k u						
435-4				h u k u						
446-4				s i t a						
447-4				u i						
458-4				t o s i						
56-4				h i t o						
62-4				i n u						
65-4				k a w a						
70-4				t a n e						
75-4				k a w a						
96-4				m e						
101-4				h a						
114-4				k u b i						
119-4				k i m o						
134-4				s i r u r u						
138-4				s i n u						
146-4				a r u k u						
161-4				a u						
171-4				k a a a						
182-4				k e m u r i						
188-4				a a m a						
196-4				a o r u						
262-4				h i r u m a						
300-4				h e s o						
313-4				d e						
350-4				s e m a i						
352-4				t i k a i						
396-4				h u r u						
424-4				u t a u						
442-4				s i m e t u k e r						
455-4				i k i t o r u						
15-4				a r e						
22-4				n a i						
24-4				m i ɴ n a						
49-4				o n n						
78-4				a b u r a						
89-4				k e						
130-4				m i r u						
149-4				k u r u						
175-4				s u n a						
183-4				h i						
192-4				a o i						
199-4				a t ui						
230-4				a n o h i						
233-4				a n o h i a						
250-4				h o k a n o						
264-4				k i r i						
274-4				n u r e t a						
298-4				k e a a a						
303-4				h a r a w a t a						
354-4				a t ui						
369-4				k i r e r						
415-4				m u s u b u						
418-4				n u						
451-4				h o k o r i						
456-4				t u n a						
59-4				u o						
72-4				n i k u						
80-4				t a m a g o						
104-4				a s i						
142-4				t o b u						
150-4				n e t e r u						
204-4				i a i						
14-5					k o r e					
18-5					d a r e					
35-5					h i t o ts u					
36-5					h u t a ts u					
48-5					n a ŋ a i					
60-5					t o r i					
63-5					s i r a m i					
64-5					k i					
67-5					h a					
68-5					n e					
71-5					tɕ i					
76-5					h o n e					
83-5					ts u n o					
87-5					h a n e					
95-5					m i m i					
98-5					h a n a					
99-5					k u tɕ i					
-102-5					s i t a					
103-5					ts u m e					
110-5					t e					
116-5					m u n e					
120-5					n o m u					
132-5					k i k u					
139-5					k o r o s u					
140-5					o o o ŋ u					
156-5					t a r e r					
168-5					ts u k i					
169-5					h o s i					
170-5					m i z u					
173-5					i s i					
180-5					k u m o					
185-5					h a i					
186-5					m o e r u					
187-5					m i tɕ i					
190-5					a k a i					
193-5					k i r o i					
194-5					s i r o i					
195-5					k u r o i					
216-5					m a r ui					
221-5					n a m					
239-5					i ts u					
252-5					m i s u					
253-5					o o s u					
254-5					i ts u ts u					
266-5					k a z e					
267-5					n a ŋ a r e r u					
268-5					u m i					
272-5					a m e					
276-5					a r a u					
281-5					m u s i					
304-5					ts u b a					
305-5					tɕ i					
308-5					h a n a					
309-5					k u s a					
310-5					t o					
311-5					n i					
342-5					a u k i					
346-5					k u r a i					
347-5					k i r u					
348-5					h i r o i					
351-5					t o i a					
361-5					o m o i					
379-5					k u s a r a					
394-5					h i d a r i					
395-5					m i ŋ i					
400-5					h i a r u					
412-5					s a k e r u					
413-5					ts u k i s a s u					
414-5					h o r u					
422-5					h u k u r e r u					
423-5					k a ɴ ŋ a e r u					
430-5					h a k u					
435-5					h u k u					
446-5					s i t a					
447-5					u e					
458-5					t o s i					
56-5					h i t o					
62-5					i n u					
65-5					k a w a					
70-5					t a n e					
75-5					k a w a					
96-5					m e					
101-5					h a					
114-5					k u b i					
119-5					k i m o					
134-5					s i r o r u					
138-5					s i n u					
146-5					a r u k u					
161-5					o u					
171-5					k a w a					
182-5					k e m u r i					
188-5					o a m a					
196-5					j o r u					
262-5					h i r u m a					
300-5					h e s o					
313-5					d e					
350-5					s e m a i					
352-5					tɕ i k a i					
396-5					h u r ui					
401-5					o s u					
420-5					o r i r u					
424-5					u t a u					
455-5					i k i o r u					
15-5					a r e					
22-5					n a k					
24-5					m i ɴ n a					
49-5					o n n a					
78-5					a b u r a i					
89-5					k e					
130-5					m i r u					
149-5					k u r u					
175-5					s u n a					
183-5					h i					
192-5					a o i					
199-5					a ts ui					
230-5					a n o h i t o					
233-5					a n o h i t o t a					
250-5					h o k a n o					
264-5					k i r i					
274-5					n u r e t a					
298-5					k e ŋ a w a					
303-5					h a r a w a t a					
314-5					m o s i					
369-5					k i r e r u					
376-5					w a r ui					
415-5					m u s u b u					
418-5					n o					
451-5					h o k o r i					
72-5					n i k u					
80-5					t a m a ŋ o					
104-5					a s i					
118-5					s i ɴ z oː					
142-5					t o b u					
150-5					n e t e r u					
204-5					i a i					
14-6						f u i				
18-6						d a i				
35-6						p i t u ts				
36-6						p u t a a				
48-6						n a r a i				
60-6						t u i				
63-6						s i a m i				
64-6						f i				
67-6						p a				
68-6						n i				
71-6						a i				
76-6						p u n i				
83-6						a i n u				
87-6						k a n i				
95-6						m i m i				
98-6						k a n a				
99-6						f u a i				
-102-6						s i t a				
103-6						a i m i				
110-6						t i				
116-6						m u n i				
120-6						n u m u				
132-6						f i f				
139-6						f u r u s i				
140-6						u u u r				
156-6						t a i				
168-6						a i f i				
169-6						p u s i				
170-6						m i a i				
173-6						a s i				
180-6						f u m u				
185-6						p a i				
186-6						m u i				
187-6						m i a i				
190-6						a f a a				
193-6						f u				
194-6						s i r u i				
195-6						f u r u i				
216-6						m a				
221-6						n a				
239-6						a a a				
252-6						m i s i				
253-6						u u s i				
254-6						a ts i a a				
266-6						f a a i				
267-6						n a r a r i				
268-6						u m				
272-6						a m i r				
276-6						a a u				
281-6						m u s i				
304-6						a i a				
305-6						u i				
308-6						k a n a				
309-6						f u s a				
310-6						t u				
311-6						n a				
342-6						u u f i				
346-6						f u r a i				
347-6						f i u				
348-6						p i u i				
351-6						t u i				
361-6						u m u				
379-6						f u s a i				
394-6						p i d a i				
395-6						m i r i				
400-6						k i a				
412-6						s a f i				
413-6						a i f i s a				
414-6						k u				
422-6						p u f u i				
423-6						f a r a i				
430-6						k a f				
435-6						p u f				
446-6						s i t a				
447-6						i i				
458-6						t u s i				
56-6						p i t				
62-6						a n				
65-6						f a a				
70-6						t a n i				
75-6						f a a				
96-6						m i				
101-6						p a				
119-6						f i m u				
134-6						s i a i				
138-6						s i n u				
146-6						a i f				
171-6						f a a				
182-6						f i m u i				
188-6						ʃ a m a				
196-6						u u u				
401-6						u a				
420-6						u u i				
442-6						s i m i f i				
24-6						m i n				
78-6						a u a				
130-6						m a				
192-6						a u a				
199-6						a a				
250-6						k u f a n u				
264-6						f i r i				
314-6						m u s i				
369-6						f i i				
418-6						n u				
451-6						p u f u				
456-6						a i n a				
59-6						i u				
14-7							k o r e			
18-7							d a r e			
35-7							ɸ i t o u			
36-7							ɸ u t a u			
48-7							n a ŋ a			
60-7							t o r i			
63-7							s i r a m i			
64-7							k i			
67-7							ɸ a			
68-7							n e			
71-7							tɕ i			
76-7							ɸ o n e			
83-7							ts u n o			
87-7							ɸ a n e			
95-7							m i m i			
98-7							ɸ a n a			
99-7							k u tɕ i			
-102-7							s i t a			
103-7							ts u m e			
110-7							t e			
116-7							m u n e			
120-7							n o m u			
132-7							k i k u			
139-7							k o r o s u			
140-7							o j o ŋ u			
156-7							t a r e r			
168-7							ts u k i			
169-7							ɸ o s i			
170-7							m i u			
173-7							i s i			
180-7							k u m o			
185-7							ɸ a i			
186-7							m o e r u			
187-7							m i tɕ i			
190-7							a k a i			
193-7							k i r o			
194-7							s i r o			
195-7							k u r o			
216-7							m a r iː			
221-7							n a			
239-7							i u			
252-7							m i s u			
253-7							j o s u			
254-7							i ts u u			
266-7							k a tɕ e			
267-7							n a ŋ a r e r u			
268-7							u m i			
272-7							a m e ŋ			
276-7							a r a u			
281-7							m u s i			
304-7							ts u b a			
305-7							tɕ i tɕ			
308-7							ɸ a n a			
309-7							k u s a			
310-7							t o			
311-7							n i			
342-7							j u k i			
346-7							k u r a			
347-7							k i r u			
348-7							ɸ i r o i			
351-7							t oː			
361-7							o m o i			
379-7							k u s a r a			
394-7							ɸ i d a r i			
395-7							m i ŋ i			
400-7							ɸ i a r u			
412-7							s a k e r u			
413-7							ts u k i s a s u			
414-7							ɸ o r u			
422-7							ɸ u k u r e r u			
423-7							k a ɴ ŋ a e r u			
430-7							ɸ a k u			
435-7							ɸ u k u			
446-7							s i t a			
447-7							u e			
458-7							t o s i			
56-7							ɸ i t o			
62-7							i n u			
65-7							k a w a			
70-7							t a n e			
75-7							k a w a			
96-7							m e			
101-7							ɸ a			
114-7							k u b i			
134-7							s i r u r u			
138-7							s i n u			
146-7							a r u k u			
161-7							j uː			
171-7							k a w a			
182-7							k e m u i			
188-7							j a m a			
196-7							j o r u			
262-7							ɸ i r u m a			
300-7							ɸ e s o			
313-7							d e			
350-7							s e b a			
352-7							tɕ i k a			
396-7							ɸ u r iː			
401-7							o s u			
420-7							o r e r u			
424-7							u t a u			
442-7							s i m e r u k e r			
455-7							i k i e r			
15-7							a r e			
22-7							n a i			
24-7							m i ɴ n a			
78-7							a b u r a i			
89-7							k e			
130-7							m i r u			
149-7							k u r u			
175-7							s u n a			
183-7							ɸ i			
192-7							a o i			
230-7							a n o ɸ i t o			
233-7							a n o ɸ i t o t a tɕ			
250-7							ɸ o k a n o			
274-7							n u r e t a			
298-7							k e ŋ a w a			
303-7							ɸ a r a w a t a			
314-7							m o s i			
354-7							a iː			
369-7							k i r e r u			
376-7							w a r iː			
415-7							m u s u b u			
418-7							n uː			
451-7							ɸ o k o r i			
456-7							tɕ u n a			
59-7							u o			
72-7							n i k u			
80-7							t a m a ŋ o			
104-7							a s i			
118-7							s i ɴ i oː			
142-7							t o b u			
150-7							n e t e r			
204-7							i a i			
14-8								k o r e		
18-8								d a r e		
35-8								h i t o ts u		
36-8								h u t a ts u		
48-8								n a g a i		
60-8								t o r i		
63-8								s i r a m i		
64-8								k i		
67-8								h a		
68-8								n e		
71-8								tɕ i		
76-8								h o n e		
83-8								ts u n o		
87-8								h a n e		
95-8								m i m i		
98-8								h a n a		
99-8								k u tɕ i		
-102-8								s i t a		
103-8								ts u m e		
110-8								t e		
116-8								m u n e		
120-8								n o m u		
132-8								k i k u		
139-8								k o r o s u		
140-8								o j o g u		
156-8								t a r e r		
168-8								ts u k i		
169-8								h o s i		
170-8								m i z u		
173-8								i s i		
180-8								k u m o		
185-8								h a i		
186-8								m o e r u		
187-8								m i tɕ i		
190-8								a k a i		
193-8								k iː r o		
194-8								s i r o i		
195-8								k u r o i		
216-8								m a r ui		
221-8								n a		
239-8								i ts u		
252-8								m i s u		
253-8								j o s u		
254-8								i ts u ts u		
266-8								k a z e		
267-8								n a g a r e r u		
268-8								u m i		
272-8								a m e		
276-8								a r a u		
281-8								m u s i		
304-8								ts u b a		
305-8								tɕ i		
308-8								h a n a		
309-8								k u s a		
310-8								t o		
311-8								n i		
342-8								a u k i		
346-8								k u r a i		
347-8								k i r u		
348-8								h i r o i		
351-8								t o i		
361-8								o m o a		
379-8								k u s a r a		
394-8								h i d a r i		
395-8								m i g i		
400-8								h i a r u		
412-8								s a k e r u		
413-8								ts u k i s a s u		
414-8								h o r u		
422-8								h u k u r e r u		
423-8								k a ɴ g a e r u		
430-8								h a k u		
435-8								h u k u		
446-8								s i t a		
447-8								u a		
458-8								t o s i		
62-8								i n u		
65-8								k a w a		
70-8								t a n e		
75-8								k a w a		
96-8								m e		
101-8								h a		
114-8								k u b i		
119-8								k i m o		
134-8								s i r o r u		
138-8								s i n u		
146-8								a r u k u		
161-8								o u		
171-8								k a w a		
182-8								k e m u r i		
188-8								j a m a		
196-8								j o r u		
262-8								h i r u m a		
300-8								h e s o		
313-8								d e		
350-8								s e m a i		
352-8								tɕ i k a i		
396-8								h u r ui		
401-8								o s u		
420-8								o tɕ i r u		
424-8								u t a u		
442-8								s i m e r u k e		
455-8								i k i e r		
15-8								a r e		
22-8								n a k		
24-8								m i ɴ n a		
49-8								o n a g o		
78-8								a b u r a		
89-8								k e		
130-8								m i r u		
149-8								k u r u		
175-8								s u n a		
183-8								h i		
192-8								a o i		
199-8								a ts ui		
230-8								a n o h i t		
233-8								a n o h i t a		
250-8								h o k a n o		
274-8								n u r e t a		
298-8								k e g a w a		
303-8								h a r a w a t a		
314-8								m o s i		
354-8								a ts ui		
376-8								w a r ui		
415-8								m u s u b u		
418-8								n uː		
451-8								h o k o r i		
59-8								u o		
72-8								n i k u		
80-8								t a m a g o		
104-8								a s i		
118-8								s i ɴ z oː		
150-8								n e t e r u		
204-8								i a i		
14-9									k u r i	
18-9									d a r i	
35-9									h i t u ts u	
36-9									h u t a ts u	
48-9									n a g a	
60-9									t u j i	
63-9									ʃ i j a m i	
64-9									k i	
67-9									h a	
68-9									n i	
71-9									a i	
76-9									h u n i	
83-9									ts u n u	
87-9									h a n i	
95-9									m i m i	
98-9									h a n a	
99-9									k u a i	
-102-9									s i t a	
103-9									ts u m i	
110-9									t i	
116-9									m u n i	
120-9									n u m u	
132-9									k i k u	
139-9									k u j u s u	
140-9									u iː u g u	
156-9									t a ɴ u j	
168-9									ts u k i	
169-9									h u s i	
170-9									m i a u	
173-9									i i	
180-9									k u m u	
185-9									h a i	
186-9									m u i u u	
187-9									m i a i	
190-9									a k a i	
193-9									k i r u	
194-9									ʃ i j u	
195-9									k u j u	
216-9									m a j uː	
221-9									n a ɴ	
239-9									i ts u	
252-9									m i u	
253-9									iː u u	
254-9									i ts u ts u	
266-9									k a a i	
267-9									n a g a j i j u	
268-9									u m i	
272-9									a m i g	
276-9									a r a u	
281-9									m u ʃ i	
304-9									ts u a	
305-9									a i	
308-9									h a n a	
309-9									k u ʃ a	
310-9									t u	
311-9									n i	
342-9									i u k i	
346-9									k u j a	
347-9									k i j i	
348-9									h i j u	
351-9									t u i a	
361-9									u m u	
379-9									k u s a j i t	
394-9									h i d a j i	
395-9									m i g i	
400-9									h i a j u	
412-9									s a k i j u	
413-9									ts u k i s a u	
414-9									h u j u	
422-9									h u k u j i j u	
423-9									k a ɴ g a i iː u	
430-9									h a k u	
435-9									h u k u	
446-9									ʃ i t a	
447-9									u i	
458-9									t u ʃ i	
56-9									h i t u	
62-9									i n u	
65-9									k a a	
75-9									k a a	
96-9									m i	
101-9									h a	
114-9									k u i	
119-9									k i m u	
134-9									ʃ i a u j u	
138-9									ʃ i n u	
146-9									a iː u k u	
161-9									iː u	
171-9									k a a	
182-9									k i m u u i	
196-9									iː u j u	
262-9									h i j u m a	
300-9									h i i u	
313-9									d i	
350-9									ʃ i m a	
352-9									j i k a	
396-9									h u j uː	
401-9									u i u	
420-9									u ts i	
424-9									u t a u	
442-9									i i m i j u k i	
455-9									i k i i u u	
15-9									a u i	
22-9									n a	
24-9									m i ɴ n a	
49-9									u n a g u	
89-9									k i	
175-9									ʃ u n a	
183-9									h i	
199-9									a ts uː	
230-9									a n u h t u	
233-9									a n u h i t u t a	
264-9									k i r i	
274-9									n u j i t a	
314-9									m u ʃ i	
354-9									a ts uː	
376-9									u a j	
415-9									m u ʃ u u	
451-9									h u k u j	
456-9									ts u n a	
59-9									i u	
142-9									t u u	
14-10										k o r e
18-10										d a r e
35-10										h i t o ts u
36-10										h u t a ts u
48-10										n a ŋ a i
60-10										t o r i
63-10										s i r a m i
64-10										k i
67-10										h a
68-10										n e
71-10										tɕ i
76-10										h o n e
83-10										ts u n o
87-10										h a n e
95-10										m i m i
98-10										h a n a
99-10										k u tɕ i
-102-10										s i t a
103-10										ts u m e
110-10										t e
116-10										m u n e
120-10										n o m u
132-10										k i k u
139-10										k o r o s u
140-10										o oː o ŋ u
156-10										t a a o r
168-10										ts u k i
169-10										h o s i
170-10										m i z u
173-10										i s i
180-10										k u m o
185-10										h a i
186-10										m o e r u
187-10										m i tɕ i
190-10										a k a i
193-10										k i r o i
194-10										s i r o i
195-10										k u r o i
216-10										m a r ui
221-10										n a
239-10										i ts u
252-10										m i s u
253-10										a o s u
254-10										i ts u ts u
266-10										k a z e
267-10										n a ŋ a r e r u
268-10										u m i
272-10										a m e
276-10										a r a u
281-10										m u s i
304-10										ts u b a k
305-10										tɕ i tɕ
308-10										h a n a
309-10										k u s a
310-10										t o
311-10										n i
342-10										a u k i
346-10										k u r a i
347-10										k i r u
348-10										h i r o i
351-10										t oː i a
361-10										o m o i a
379-10										k u s a r a
394-10										h i d a r i
395-10										m i ŋ i
400-10										h i i a r u
412-10										s a k e r u
413-10										ts u k i s a s u
414-10										h o r u
422-10										h u k u r e r u
423-10										k a ɴ ŋ a e r u
430-10										h a k u
435-10										h u k u
446-10										s i t a
447-10										u e
458-10										t o s i
56-10										h i t o
62-10										i n u
65-10										k a w a
70-10										t a n e
75-10										k a w a
96-10										m e
101-10										h a
114-10										k u b i
119-10										k i m o
134-10										s i a o r u
138-10										s i n u
146-10										a r u k u
161-10										oː u
171-10										k a w a
182-10										k e m u r i
188-10										o a m a
196-10										o r u
262-10										h i r u m a
300-10										h e s o
313-10										d e
350-10										s e m a i
352-10										tɕ i k a i
396-10										h u r ui
401-10										o s u
420-10										o tɕ i r u
424-10										u t a u
442-10										s i m e r u k e
455-10										i k i o r u
15-10										a r e
22-10										n a i
24-10										m i ɴ n a
49-10										o n a ŋ o
78-10										a b u r a
89-10										k e
130-10										m i r u
149-10										k u r u
175-10										s u n a
183-10										h i
192-10										a o i
199-10										a ts ui
230-10										a n o h i t o
233-10										a n o h i t o t a
250-10										h o k a n o
264-10										k i r i
274-10										n u r e t a
298-10										k e ŋ a w a
303-10										h a r a w a t a
314-10										m o s i
354-10										a ts ui
369-10										k i r e r u
376-10										w a r ui
415-10										m u s u b u
418-10										n
451-10										h o k o r i
456-10										ts u n a
72-10										n i k u
80-10										t a m a ŋ o
104-10										a s i
118-10										s i ɴ z oː
142-10										t o b u
150-10										n e t e r u
204-10										i i a i
