COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
855-4				dʑ ɔː n												
2078-4				s ɔː												
2213-4				n au̯												
1858-4				s au̯												
1151-4				p j ɔː												
737-4				p ɔː												
1859-5					ŋ əː											
175-5					ɗ əː											
241-5					ʔ ei̯ h											
2163-5					ɗ əː											
2181-5					ŋ əː m											
2060-5					ʔ ɔ m											
410-5					ʔ əː											
1841-5					m əː											
2017-5					s ei̯											
1004-5					r əː											
614-5					ɗ ɔ h											
686-5					ɗ r ei̯											
88-5					b a ʔ											
872-5					ŋ u ŋ											
1891-5					ʔ əː											
68-5					s ei̯ m											
631-5					k ei̯ h											
594-5					ʔ əː											
1759-5					s a ŋ											
805-5					ɗ əː ŋ											
756-5					s u ʔ											
1201-5					m w ɲ l̥											
2042-5					ʔ a l̥											
1968-5					ɗ a ʔ											
2000-5					r ei̯ ŋ											
17-5					s əː ʔ											
4-5					ɗ əː m											
788-5					ɗ əː											
1219-5					f ei̯ m											
141-5					ʔ ei̯ ŋ											
541-5					b r ei̯ a ŋ											
1687-5					s u r̥											
123-5					ŋ əː m											
1652-5					dʑ əː ŋ											
576-5					ŋ a											
1738-5					ɗ əː ʔ											
442-5					s ɔ m											
368-5					b j a ŋ											
1778-5					ɗ ei̯ ʔ											
957-5					ŋ a ʔ											
1704-5					ʔ ei̯ ʔ											
304-5					j a m											
1796-5					dʑ əː ŋ											
720-5					ɗ əː h											
287-5					b ei̯ h											
321-5					k əː h											
206-5					ɗ u ʔ											
1950-5					ʔ l̥ ei̯											
665-5					k ɔ n											
703-5					ŋ ɔ ʔ											
1290-5					m əː											
1391-5					ɗ əː h											
269-5					k a h											
855-5					dʑ a ŋ											
2078-5					s ei̯											
2213-5					m əː											
1858-5					s a											
1151-5					k j a											
737-5					b ei̯ h											
1859-6						m̥ oː										
175-6						ʔ əː										
241-6						ʔ əː ʔ										
2163-6						d əː l										
2181-6						m əː ɲ										
2060-6						ɗ əː ŋ										
410-6						ʔ oː										
1841-6						m̥ oː										
2017-6						s oː										
1004-6						l oː										
614-6						ʔ əː h										
686-6						ʔ l ei̯										
88-6						b a ʔ										
872-6						l̥ əː ŋ										
1891-6						ʔ oː										
68-6						s əː ŋ										
631-6						p a h										
594-6						ʔ oː										
1759-6						s əː ŋ										
805-6						d əː ŋ										
756-6						s əː ʔ										
1201-6						m ɲ h										
2042-6						ʔ əː										
1968-6						ʔ a t										
2000-6						f əː ŋ										
17-6						s əː ʔ										
4-6						ɗ əː ŋ										
788-6						ʔ əː										
1219-6						s əː ŋ										
141-6						l̥ əː ŋ										
541-6						p r l̥ a ŋ										
1687-6						s əː l										
123-6						m əː ɲ										
1652-6						dʑ əː ŋ										
576-6						m a l										
1738-6						ʔ əː t										
442-6						s əː ŋ										
368-6						p j a ŋ										
1778-6						ʔ əː ʔ										
957-6						m a ɲ										
1704-6						ʔ əː ʔ										
304-6						j a ŋ										
1796-6						dʑ əː ŋ										
720-6						ʔ əː h										
287-6						p a ʔ										
321-6						ʔ əː ʔ										
206-6						ʔ əː t										
1950-6						ʔ l ŋ										
665-6						p oː ŋ										
703-6						m əː ʔ										
1290-6						m̥ oː										
1391-6						ʔ əː ŋ										
269-6						p a ʔ										
855-6						dʑ a ŋ										
2078-6						s əː ŋ										
2213-6						m̥ oː										
1858-6						s a										
1151-6						p j a										
737-6						p l a										
1859-7							ŋ aːi̯									
175-7							t a									
241-7							ʔ ɔː ʔ									
2163-7							t ɔː ŋ									
2181-7							m a ŋ									
2060-7							ʔ ɔː ŋ									
410-7							ʔ ɔː									
1841-7							m aːi̯									
2017-7							s ei̯									
1004-7							l aːi̯									
614-7							t ɔ h									
686-7							t l ai̯									
88-7							g a ʔ									
872-7							m ɔː ŋ									
1891-7							ʔ ɔː									
68-7							s ɔː ŋ									
631-7							g ɔː n									
594-7							ʔ ei̯									
1759-7							s a ŋ									
805-7							g ɔː ŋ									
756-7							s ɔː ʔ									
1201-7							m a ʔ									
2042-7							ʔ ɔː									
1968-7							t a ʔ									
2000-7							l ɔː ŋ									
17-7							j a ʔ									
4-7							t eː ŋ									
788-7							t ɔː									
1219-7							s ɔː ŋ									
141-7							ʔ ɔː ŋ									
541-7							k r j a n									
1687-7							s ɔː ŋ									
123-7							m ɔː ŋ									
1652-7							tɕ ɔː ŋ									
576-7							ŋ ɔː									
1738-7							t ɔ ʔ									
442-7							s ɔː ŋ									
368-7							t j a n									
1778-7							t a ʔ									
957-7							m a ʔ									
1704-7							ʔ ɔː ʔ									
304-7							j a ŋ									
1796-7							tɕ a ŋ									
720-7							t eː h									
287-7							g a ʔ									
321-7							g eː ʔ									
206-7							t ɔ ʔ									
1950-7							ʔ ai̯									
665-7							g j a n									
703-7							m ɔ ʔ									
1290-7							m aːi̯									
1391-7							t a ʔ									
269-7							g a ʔ									
855-7							tɕ a ŋ									
2078-7							s ɔː									
2213-7							m ei̯									
1858-7							s a									
1151-7							g j a n									
737-7							g r a									
1859-8								ŋ au̯								
175-8								k a								
241-8								ʔ ɔː ʔ								
2163-8								k ɔː								
2181-8								n a m								
2060-8								ʔ ɔː m								
410-8								ʔ au̯								
1841-8								m au̯								
2017-8								s au̯								
1004-8								l au̯								
614-8								ʔ o h								
686-8								ʔ l au̯								
88-8								k ɔː k								
872-8								n ɔː ŋ								
1891-8								ʔ au̯								
68-8								v ɔː m								
631-8								dʑ ɔː								
594-8								k au̯								
1759-8								v a n								
805-8								k ɔː n								
756-8								v iː k								
1201-8								m ɔː ʔ								
2042-8								ʔ ɔː								
1968-8								t a ʔ								
2000-8								f ɔː ŋ								
17-8								v a ʔ								
4-8								d ɔː m								
788-8								t ɔː								
1219-8								v ɔː m								
141-8								ʔ ɔː ŋ								
541-8								tɕʰ j ɔː ŋ								
1687-8								v ɔː								
123-8								m ɔː m								
1652-8								dʑ ɔː n								
576-8								ŋ ai̯								
1738-8								t a k								
442-8								v ɔː m								
368-8								tɕ ɔː ŋ								
1778-8								ʔ a ʔ								
957-8								n ɔː								
1704-8								ʔ iː ʔ								
304-8								tɕ ɔː m								
1796-8								dʑ ɔː ŋ								
720-8								d ɔː h								
287-8								k a t								
321-8								d ɔː k								
206-8								t o k								
1950-8								ʔ au̯								
665-8								p ɔː n								
703-8								n ɔː k								
1290-8								m au̯								
1391-8								k ɔː ʔ								
269-8								k ɔː ʔ								
855-8								dʑ ɔː n								
2078-8								v ai̯								
2213-8								m au̯								
1858-8								s a								
1151-8								d j ɔː								
737-8								p a t								
1859-9									ŋ oː							
175-9									ɗ a							
241-9									ʔ ui̯ ʔ							
2163-9									ɗ ui̯							
2181-9									m a m							
2060-9									ʔ ui̯ m							
410-9									ʔ oː							
1841-9									m oː							
2017-9									h oː							
1004-9									l oː							
614-9									ɗ o h							
686-9									ɗ l oː							
88-9									p a ʔ							
872-9									m ui̯ ŋ							
1891-9									d oː							
68-9									v ui̯ m							
631-9									k j ɔ h							
594-9									ʔ oː							
1759-9									v a ŋ							
805-9									ɗ ui̯ ŋ							
756-9									v ui̯ ʔ							
1201-9									m j a ʔ							
2042-9									ʔ a							
1968-9									ɗ a ʔ							
2000-9									f a ŋ							
17-9									v ui̯ ʔ							
4-9									ɗ o m							
788-9									ɗ o							
1219-9									v ui̯ m							
141-9									ʔ a ŋ							
541-9									k j f a ŋ							
1687-9									v ui̯ l							
123-9									m a m							
1652-9									tɕ ui̯ ŋ							
576-9									ŋ ui̯							
1738-9									ɗ a ʔ							
442-9									v o m							
368-9									tɕ j a ŋ							
1778-9									ɗ o ʔ							
957-9									m a ʔ							
1704-9									ʔ ui̯ ʔ							
304-9									a o m							
1796-9									tɕ a ŋ							
720-9									ɗ o h							
287-9									k a k							
321-9									k ui̯ h							
206-9									ɗ o ʔ							
1950-9									ʔ j oː							
665-9									k ɔ n							
703-9									m o ʔ							
1290-9									m oː							
1391-9									ɗ a ʔ							
269-9									k j a ʔ							
855-9									tɕ ɔ ŋ							
2078-9									v ui̯							
2213-9									m oː							
1858-9									h a							
1151-9									k a a							
737-9									k j a ʔ							
1859-10										ŋ ɔː						
175-10										ʔ a						
241-10										ʔ u ʔ						
2163-10										ʔ u n						
2181-10										f ə m						
2060-10										ɗ ɔː m						
410-10										ʔ ɔː						
1841-10										m ɔː						
2017-10										s ɔː						
1004-10										l ɔː						
614-10										ʔ ɔː h						
686-10										ʔ l ɔː						
88-10										k a ʔ						
872-10										f u ʔ						
1891-10										ʔ ɔː						
68-10										s ɔː m						
631-10										k ə n						
594-10										ʔ ɔː						
1759-10										s ɔː ŋ						
805-10										ɗ ɔ ŋ						
756-10										s ɔː ʔ						
1201-10										m u n						
2042-10										ʔ ɔː						
1968-10										ʔ a ʔ						
2000-10										f ɔː ŋ						
17-10										s ɔː ʔ						
4-10										ɗ ə m						
788-10										ʔ ɔː						
1219-10										s ɔː m						
141-10										ɗ ɔː ŋ						
541-10										k r f a ŋ						
1687-10										s u r						
123-10										f ɔː m						
1652-10										dʑ ɔ ŋ						
576-10										ŋ a						
1738-10										ʔ ə ʔ						
442-10										s ɔ m						
368-10										k j a ŋ						
1778-10										ʔ ɔː ʔ						
957-10										m̥ a ʔ						
1704-10										ʔ ɔː ʔ						
304-10										f a m						
1796-10										dʑ a ŋ						
720-10										ʔ ɔː h						
287-10										k ə ʔ						
321-10										ʔ ə ŋ						
206-10										ʔ u ʔ						
1950-10										ʔ w ɔː						
665-10										k w ɔː n						
703-10										m̥ ɔː ʔ						
1290-10										m ɔː						
1391-10										ʔ ɔ n						
269-10										k a ʔ						
855-10										dʑ a ŋ						
2078-10										s ə						
2213-10										m ɔː						
1858-10										s a						
1151-10										k j a ʔ						
737-10										k l a n						
1859-11											ŋ aːi̯					
175-11											k a					
241-11											ʔ ɔː ʔ					
2163-11											k ɔː					
2181-11											n a ŋ					
2060-11											ʔ ə ŋ					
410-11											ʔ aːi̯					
1841-11											m aːi̯					
2017-11											s aːi̯					
1004-11											l aːi̯					
614-11											ʔ ɔː h					
686-11											ʔ l aːi̯					
88-11											k ɔː k					
872-11											n ɔː ŋ					
1891-11											ʔ aːi̯					
68-11											s ai̯ ŋ					
631-11											ʔ ɔː					
594-11											k aːi̯					
1759-11											s a n					
805-11											k ə n					
756-11											s ɔː k					
1201-11											ɲ ɔː ʔ					
2042-11											ʔ ɔː					
1968-11											ʔ ɔː ʔ					
2000-11											f ɔː ŋ					
17-11											s a ʔ					
4-11											ʔ ɔː ŋ					
788-11											ʔ ɔː					
1219-11											k ɔː ŋ					
141-11											ʔ ɔː ŋ					
541-11											ʔ f əː ŋ					
1687-11											s ɔː					
123-11											ŋ ɔː ŋ					
1652-11											dʑ ə n					
576-11											ŋ ai̯					
1738-11											ʔ a k					
442-11											s ɔː ŋ					
368-11											dʑ ɔː ŋ					
1778-11											ʔ a ʔ					
957-11											n ɔ ʔ					
1704-11											ʔ ɔː ʔ					
304-11											j ɔ ŋ					
1796-11											dʑ ɔ ŋ					
720-11											d ɔː h					
287-11											k dʑ a ʔ					
321-11											l ɔː k					
206-11											ʔ ɔː k					
1950-11											ʔ aːi̯					
665-11											ʔ ɔː n					
703-11											n ɔː k					
1290-11											m aːi̯					
1391-11											k ɔ ʔ					
269-11											k ɔː ʔ					
855-11											dʑ ɔ n					
2078-11											s ai̯					
2213-11											m aːi̯					
1858-11											s a					
1151-11											d j ɔː					
737-11											d ə ʔ					
1859-12												ŋ o				
175-12												g a				
241-12												ʔ o ʔ				
2163-12												g o ɲ				
2181-12												m̥ o m				
2060-12												ʔ o m				
410-12												d o				
1841-12												m o				
2017-12												s e				
1004-12												l a				
614-12												b o h				
686-12												b l e				
88-12												g ă ʔ				
872-12												m̥ o ŋ				
1891-12												d a				
68-12												s o m				
631-12												b e n				
594-12												g a				
1759-12												s a ɲ				
805-12												g o ɲ				
756-12												s o				
1201-12												m o				
2042-12												s a				
1968-12												d o ʔ				
2000-12												r a ŋ				
17-12												s o				
4-12												g ə m				
788-12												d o				
1219-12												s o m				
141-12												ʔ a ŋ				
541-12												b r j a ŋ				
1687-12												s o ɲ				
123-12												m̥ a m				
1652-12												c o ɲ				
576-12												ŋ ɔ				
1738-12												d o				
442-12												s o m				
368-12												g j a ŋ				
1778-12												g o				
957-12												m̥ o				
1704-12												ʔ o ʔ				
304-12												j o m				
1796-12												c ɔ ŋ				
720-12												t o h				
287-12												g e				
321-12												g o h				
206-12												d o ʔ				
1950-12												ʔ e				
665-12												g w a n				
703-12												m̥ o ʔ				
1290-12												m o				
1391-12												g o				
269-12												g e				
855-12												c o ɲ				
2078-12												s e				
2213-12												m o				
1858-12												s a				
1151-12												g j a n				
737-12												t o w				
1859-13													ŋ o			
175-13													g a			
241-13													ʔ u ʔ			
2163-13													g u k			
2181-13													n o k			
2060-13													ʔ o k			
410-13													ʔ o			
1841-13													m o			
2017-13													s o			
1004-13													l a			
614-13													g o h			
686-13													g l ɛ			
88-13													g ɛ ʔ			
872-13													n o k			
1891-13													ʔ a			
68-13													s o k			
631-13													b ɛ n			
594-13													g a			
1759-13													s a k			
805-13													g o k			
756-13													s o			
1201-13													m o ʔ			
2042-13													ʔ a			
1968-13													g o ʔ			
2000-13													r a k			
17-13													s o ʔ			
4-13													g o k			
788-13													g o			
1219-13													s o k			
141-13													ʔ a k			
541-13													kʰ r j a n			
1687-13													s u k			
123-13													m̥ a k			
1652-13													c o k			
576-13													ŋ ɔ			
1738-13													g o ʔ			
442-13													s o k			
368-13													g j a n			
1778-13													g o ʔ			
957-13													n o ʔ			
1704-13													ʔ o ʔ			
304-13													j o k			
1796-13													c ɔ k			
720-13													g o h			
287-13													g ɛ ʔ			
321-13													g o h			
206-13													g o ʔ			
1950-13													ʔ ɛ			
665-13													g w a n			
703-13													n o ʔ			
1290-13													m o			
1391-13													g o ʔ			
269-13													g ɛ ʔ			
855-13													c o k			
2078-13													s o			
2213-13													m o			
1858-13													s a			
1151-13													g j a n			
737-13													g ɛ w			
1859-14														ŋ aːi̯		
175-14														dʱ a		
241-14														ʔ o t		
2163-14														dʱ o t		
2181-14														m a m		
2060-14														ʔ o m		
410-14														dʱ aːi̯		
1841-14														m aːi̯		
2017-14														s eː		
1004-14														l aːi̯		
614-14														dʱ o h		
686-14														dʱ l eː		
88-14														g a t		
872-14														m o ŋ		
1891-14														dʱ eː		
68-14														s o m		
631-14														b eː n		
594-14														dʱ eː		
1759-14														s a ŋ		
805-14														dʱ o ŋ		
756-14														s o t		
1201-14														m a ʔ		
2042-14														ʔ eː		
1968-14														dʱ a ʔ		
2000-14														l o ŋ		
17-14														s o ʔ		
4-14														dʱ eː m		
788-14														dʱ o		
1219-14														s o m		
141-14														ʔ o ŋ		
541-14														b r j a ŋ		
1687-14														s o l		
123-14														m o m		
1652-14														tɕ o ŋ		
576-14														ŋ o		
1738-14														dʱ a t		
442-14														s ɔː m		
368-14														g j a ŋ		
1778-14														dʱ o ʔ		
957-14														m a ʔ		
1704-14														ʔ o t		
304-14														j o m		
1796-14														tɕ a ŋ		
720-14														dʱ eː h		
287-14														g a t		
321-14														g eː h		
206-14														dʱ o t		
1950-14														ʔ aːi̯		
665-14														b ɔː n		
703-14														m o t		
1290-14														m aːi̯		
1391-14														dʱ a ʔ		
269-14														g a ʔ		
855-14														tɕ ɔ ŋ		
2078-14														s o		
2213-14														m aːi̯		
1858-14														s a		
1151-14														g j a		
737-14														g a		
1859-15															ŋ ou̯	
175-15															d ou̯	
241-15															ʔ u ʔ	
2163-15															d u ɲ	
2181-15															m̥ ou̯ m	
2060-15															ʔ ou̯ m	
410-15															d ou̯	
1841-15															m ou̯	
2017-15															s ou̯	
1004-15															l ou̯	
614-15															b ou̯ h	
686-15															b l aːi̯	
88-15															g a ʔ	
872-15															m̥ ou̯ ŋ	
1891-15															d ou̯	
68-15															s ou̯ m	
631-15															b a n	
594-15															g ou̯	
1759-15															s a ɲ	
805-15															g ou̯ ɲ	
756-15															s ou̯ ʔ	
1201-15															m j̊ a ʔ	
2042-15															s a	
1968-15															d ou̯ ʔ	
2000-15															l ou̯ ŋ	
17-15															s ou̯ ʔ	
4-15															d ou̯ m	
788-15															d ou̯	
1219-15															s ou̯ m	
141-15															ʔ a ŋ	
541-15															b r j a ŋ	
1687-15															s u ɲ	
123-15															m̥ ou̯ m	
1652-15															tɕ ou̯ ɲ	
576-15															ŋ ou̯	
1738-15															d ou̯ ʔ	
442-15															s ou̯ m	
368-15															g j a ŋ	
1778-15															d ou̯ ʔ	
957-15															m̥ ou̯ ʔ	
1704-15															ʔ ou̯ ʔ	
304-15															j a m	
1796-15															tɕ ou̯ ŋ	
720-15															d ou̯ h	
287-15															g a ʔ	
321-15															g ou̯ h	
206-15															d ou̯ ʔ	
1950-15															ʔ aːi̯	
665-15															g j a n	
703-15															m̥ ou̯ ʔ	
1290-15															m ou̯	
1391-15															d ou̯ ʔ	
269-15															g j̊ a ʔ	
855-15															tɕ ou̯ ɲ	
2078-15															s ou̯	
2213-15															m ou̯	
1858-15															s a	
1151-15															g j a n	
737-15															g a ʔ	
1859-16																ŋ ou̯
175-16																d a
241-16																ʔ eː ʔ
2163-16																d eː r
2181-16																m eː m
2060-16																ʔ eː m
410-16																ʔ ou̯
1841-16																m ou̯
2017-16																s ou̯
1004-16																l a
614-16																d eː h
686-16																d l ɔː
88-16																au̯ ɔː ʔ
872-16																m eː ŋ
1891-16																ʔ a
68-16																s eː m
631-16																d ɔː n
594-16																g a
1759-16																s a n
805-16																g eː n
756-16																s eː ʔ
1201-16																m ɔː ʔ
2042-16																ʔ a
1968-16																d eː ʔ
2000-16																f a ŋ
17-16																s a ʔ
4-16																d eː m
788-16																d eː
1219-16																s eː m
141-16																ʔ a ŋ
541-16																g r l a n
1687-16																s eː r
123-16																m a m
1652-16																tɕ eː n
576-16																ŋ eː
1738-16																d eː ʔ
442-16																s eː m
368-16																g j a n
1778-16																d eː ʔ
957-16																m eː ʔ
1704-16																ʔ eː ʔ
304-16																j eː m
1796-16																tɕ eː ŋ
720-16																d eː h
287-16																g ɔː ʔ
321-16																g eː h
206-16																d eː ʔ
1950-16																ʔ ɔː
665-16																g i̯ a n
703-16																m eː ʔ
1290-16																m ou̯
1391-16																d eː ʔ
269-16																g ɔː ʔ
855-16																tɕ eː n
2078-16																s eː
2213-16																m ou̯
1858-16																s a
1151-16																g j a n
737-16																g ɔː ʔ
