COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
686-5					b r̥ ai̯											
88-5					g a ʔ											
872-5					n uː ŋ											
1891-5					ɗ ei̯											
68-5					s i m											
631-5					p ə r											
594-5					k ei̯											
1759-5					h a ɲ											
805-5					k i ŋ											
1859-6						ŋ iː										
175-6						k a										
241-6						ʔ uː t										
2163-6						pʰ u r										
2181-6						n a m										
2060-6						ʔ ou̯ m										
410-6						d ei̯										
1841-6						m ei̯										
2017-6						h ei̯										
1004-6						j aː										
614-6						p aː h										
686-6						p r ei̯										
88-6						g a ʔ										
872-6						n o k										
1891-6						d aː										
68-6						h i m										
631-6						p ə r̥										
594-6						k aː										
1759-6						h a ɲ										
805-6						k iː ɲ										
1859-7							ŋ ai̯									
175-7							k a									
241-7							ʔ u ʔ									
2163-7							pʰ u r									
2181-7							n a m									
2060-7							ʔ u m									
410-7							ɗ aːi̯									
1841-7							m aːi̯									
2017-7							h aːi̯									
1004-7							l aːi̯									
614-7							pʰ o h									
686-7							pʰ l ai̯									
88-7							b a k									
872-7							n u ŋ									
1891-7							ɗ ai̯									
68-7							s i m									
631-7							pʰ u n									
594-7							ʔ aːi̯									
1759-7							h ɔː n									
805-7							g i n									
1859-8								ŋ ai̯								
175-8								k a								
241-8								ʔ uː ʔ								
2163-8								pʰ uː								
2181-8								n a m								
2060-8								ʔ ə m								
410-8								t aːi̯								
1841-8								m aːi̯								
2017-8								h aːi̯								
1004-8								l aː								
614-8								pʰ o h								
686-8								pʰ l oːi̯								
88-8								p oi̯ k								
872-8								n ɨ ŋ								
1891-8								t aː								
68-8								h iː m								
631-8								p oː								
594-8								k aː								
1759-8								h a n								
805-8								k ə n								
1859-9									ŋ əi̯							
175-9									k a							
241-9									ʔ u t							
2163-9									ɗ u r							
2181-9									n a m							
2060-9									ʔ ai̯ m							
410-9									d əi̯							
1841-9									m əi̯							
2017-9									h i							
1004-9									l əi̯							
614-9									p o h							
686-9									p l i							
88-9									k a ʔ							
872-9									n u ŋ							
1891-9									d əi̯							
68-9									h i m							
631-9									p oi̯							
594-9									ʔ əi̯							
1759-9									h a n							
805-9									k i ŋ							
1859-10										ŋ iː						
175-10										k a						
241-10										ʔ u ʔ						
2163-10										k u r						
2181-10										n ɔ m						
2060-10										ʔ u m						
410-10										ʔ ɛː						
1841-10										m ɛː						
2017-10										h ɛː						
1004-10										l aː						
614-10										b ɔː h						
686-10										b l ai̯						
88-10										g a ʔ						
872-10										n u ŋ						
1891-10										ʔ aː						
68-10										h i m						
631-10										b ə r						
594-10										ʔ aː						
1759-10										h ɨ ŋ						
805-10										k i ŋ						
1859-11											ŋ ai̯					
175-11											k a					
241-11											ʔ uː ʔ					
2163-11											k uː					
2181-11											n a m					
2060-11											ʔ ə m					
410-11											t aːi̯					
1841-11											m aːi̯					
2017-11											h aːi̯					
1004-11											l aː					
614-11											b o h					
686-11											b l oi̯					
88-11											k a k					
872-11											n ɨ ŋ					
1891-11											t aː					
68-11											h iː m					
631-11											p o					
594-11											k aː					
1759-11											h a n					
805-11											k ə n					
1859-12												ŋ ɛ				
175-12												k a				
241-12												ʔ u ʔ				
2163-12												pʰ u n				
2181-12												n ă m				
2060-12												ʔ ɨ m				
410-12												d ai̯				
1841-12												m ai̯				
2017-12												h e				
1004-12												l a				
614-12												b ou̯ h				
686-12												b l oi̯				
88-12												k ə̆ ʔ				
872-12												n ɨ ŋ				
1891-12												d a				
68-12												s i m				
631-12												b ə̆ n				
594-12												d a				
1759-12												h a ɲ				
805-12												g i ɲ				
1859-13													ŋ ɛ			
175-13													k a			
241-13													ʔ u			
2163-13													d u n			
2181-13													n ă m			
2060-13													ʔ ɨ m			
410-13													d ai̯			
1841-13													m ai̯			
2017-13													h e			
1004-13													l a			
614-13													pʰ ou̯ h			
686-13													pʰ l oi̯			
88-13													k ă ʔ			
872-13													n ɨ k			
1891-13													d a			
68-13													s i m			
631-13													b ă n			
594-13													ʔ a			
1759-13													h a n			
805-13													g i n			
1859-14														ŋ ai̯		
175-14														k a		
241-14														ʔ uː t		
2163-14														k uː n		
2181-14														n a m		
2060-14														ʔ ɨ m		
410-14														d aːi̯		
1841-14														m aːi̯		
2017-14														h eː		
1004-14														l aː		
614-14														pʰ ɔ h		
686-14														pʰ l eː		
88-14														k a k		
872-14														n ɨ ŋ		
1891-14														ɗ aː		
68-14														s i m		
631-14														b a n		
594-14														k a		
1759-14														h a n		
805-14														g i ŋ		
1859-15															ŋ ɛː	
175-15															k a	
241-15															ʔ u ʔ	
2163-15															pʰ uː n	
2181-15															n ə m	
2060-15															ʔ ɨ m	
410-15															d aːi̯	
1841-15															m aːi̯	
2017-15															h aːi̯	
1004-15															l a	
614-15															b ou̯ h	
686-15															b l oːi̯	
88-15															k au̯ ʔ	
872-15															n ɨ ŋ	
1891-15															d a	
68-15															s iː m	
631-15															b ə n	
594-15															g a	
1759-15															h a ɲ	
805-15															g i ɲ	
1859-16																ŋ ɛː
175-16																k a
241-16																ʔ uː ʔ
2163-16																d uː n
2181-16																n ə m
2060-16																ʔ aː m
410-16																d aːi̯
1841-16																m aːi̯
2017-16																h ei̯
1004-16																l aː
614-16																d ou̯ h
686-16																d l oːi̯
88-16																k oi̯ ʔ
872-16																n a ŋ
1891-16																d aː
68-16																s iː m
631-16																b ə n
594-16																ʔ aː
1759-16																h a ɲ
805-16																g i ɲ
