COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
494-1	n i ŋ ³⁵								
196-1	k ʐ w ⁵⁵ ⁵⁵								
376-1	l ui ⁵⁵ ⁵⁵								
466-1	n i ³¹								
75-1	ʈʂ ui ŋ ³⁵								
552-1	k a ŋ ³⁵								
208-1	s ɔ ³¹								
180-1	k i ³¹ ⁵⁵								
253-1	k a ³¹ ⁵⁵								
45-1	p ʐ w a ³¹								
665-2		s o ʔ							
495-2		k a ²¹							
838-2		l ui ʔ							
438-2		l ui ŋ							
334-2		l o ʔ ²¹							
360-2		l ŏ̱ ŋ							
394-2		m a i ⁵⁵							
221-2		j ui ŋ ²¹							
202-2		k o ²¹							
935-2		l a							
93-2		l e ŋ							
7-2		l a ŋ ⁵¹							
664-2		l a ŋ ⁵¹							
246-2		k o u̱i ²¹							
547-2		s e ŋ							
555-2		j ui ŋ ⁵¹							
464-2		m a ²¹							
119-2		m a i ⁵¹							
835-2		l a ŋ ²¹							
79-2		l a ʔ							
693-2		s a ²¹							
477-2		k a i ⁵⁵							
891-2		tʰ au ŋ ²¹							
528-2		l a ʔ							
797-2		k j u̱i ²¹ ⁵⁵							
493-2		k a ŋ							
217-2		j ui ŋ ⁵¹							
896-2		l a ŋ ²¹							
452-2		m a i ⁵¹ ⁵⁵							
580-2		s o ²¹ ²¹							
833-2		l a ²¹							
390-2		m a ŋ ⁵¹							
696-2		s a ŋ ⁵¹							
86-2		l a ŋ ⁵¹							
384-2		m a ŋ ⁵¹							
61-2		l a ŋ ²¹							
536-2		s a ŋ ⁵¹							
731-2		s a ⁵¹							
779-2		s a ŋ							
589-2		tʰ a ŋ ⁵¹							
680-2		l o ²¹ ²¹							
658-2		l a ŋ ⁵¹							
456-2		m a i ⁵¹							
183-2		k j ²¹							
785-2		l a ʔ							
714-2		l a							
331-2		l o ʔ							
206-2		j ui ʔ							
930-2		s o ŋ ²¹							
353-2		l ŏ̱ ŋ							
161-2		k o ŋ ⁵¹							
814-2		k a ⁵¹							
179-2		k a ʔ ²¹							
194-2		l a ʔ ²¹							
727-2		l a ŋ ⁵¹							
260-2		l j u̱i ⁵¹							
144-2		k o ŋ ⁵¹							
53-2		l j ŋ ⁵¹							
59-2		l a ʔ ²¹							
506-2		p a ŋ							
29-2		l a ŋ							
316-2		tʰ au ŋ ²¹							
389-2		m a i ⁵¹							
118-2		m a ʔ							
312-2		l a ʔ							
490-2		k a i ⁵⁵							
436-2		m a i ʔ							
927-2		l o ŋ ⁵¹							
383-2		m a ʔ ²¹							
211-2		j ui ŋ ⁵¹							
873-2		s a ŋ ⁵¹							
371-2		l a̱ ŋ ⁵¹							
877-2		s e ²¹							
344-2		l a̱ ŋ ⁵¹							
666-2		s o ʔ							
595-2		l au ŋ ⁵¹							
660-2		l a ŋ ⁵¹							
642-2		l a ŋ ⁵¹							
257-2		l j u̱i ⁵¹							
167-2		k j u̱i ʔ							
880-2		l a ²¹ ²¹							
337-2		l a ŋ							
484-2		k a ŋ ⁵¹							
574-2		s e ŋ ⁵¹							
718-2		l a ŋ ²¹							
811-2		l a ²¹							
458-2		tʰ au ŋ ⁵¹							
884-2		l a ŋ							
205-2		k o ²¹							
499-2		k a ŋ							
706-2		l e ŋ							
920-2		l a ²¹							
36-2		l j u̱i ⁵¹							
12-2		l j u̱i ⁵⁵							
350-2		l a̱ ŋ ⁵¹							
4-2		l a ŋ ⁵¹							
342-2		l a ŋ ²¹							
280-2		l j ŋ							
638-2		l a ŋ ²¹							
729-2		x a ŋ							
72-2		l a ŋ ⁵¹							
612-2		tʰ au ŋ ⁵¹							
459-2		m a i ⁵⁵							
569-2		s e ⁵¹							
283-2		l j u̱i ⁵¹							
501-2		p a ʔ							
652-2		l a ⁵¹							
220-2		j ui ŋ ⁵¹							
233-2		j ui ŋ ²¹							
562-2		s e ŋ ⁵¹							
31-2		l j u̱i ²¹ ⁵⁵							
386-2		m a ŋ							
684-2		s j u̱i ʔ ⁵⁵							
804-2		l j u̱i ⁵¹							
618-2		l a ŋ							
565-2		s a ŋ							
468-2		k a ʔ ²¹							
369-2		l a̱ ŋ							
314-2		k a ŋ							
776-2		s a ŋ ²¹							
170-2		k j u̱i ʔ							
823-2		l a̱ ŋ ²¹							
471-2		k a ŋ ⁵¹							
249-2		k a ŋ ⁵¹							
367-2		l ŏ̱ ŋ							
414-2		m a i ⁵¹							
503-2		p j ⁵⁵							
40-2		l j u̱i ⁵⁵							
647-2		l a ŋ							
105-2		l a ŋ							
141-2		k j ŋ							
272-2		l j u̱i ⁵¹							
463-2		m a ²¹							
1-2		l a ʔ							
349-2		l a̱ ŋ ⁵¹							
214-2		j ui ŋ ⁵¹							
841-2		k a ŋ ²¹							
123-2		l a ŋ ⁵¹							
646-2		l a ŋ							
433-2		m a i ⁵⁵							
512-2		p j u̱i ⁵⁵							
518-2		p j u̱i ⁵¹							
878-2		l a ²¹							
849-2		p p ŋ ⁵¹							
524-2		p p ŋ ²¹							
90-2		tʰ a ²¹ ²¹							
541-2		s e ŋ ²¹							
933-2		l o i ²¹							
164-2		k o ŋ ⁵¹							
686-2		s j i ⁵¹							
467-2		k a ʔ							
201-2		k j u̱i ²¹ ⁵⁵							
784-2		j ui ²¹ ⁵¹							
487-2		k m ŋ							
504-2		p j ŋ ²¹							
49-2		l j ŋ							
822-2		l o ŋ ²¹							
52-2		l a ʔ ²¹							
281-2		k j u̱i ⁵¹							
46-2		l j u̱i ʔ							
377-2		l ŏ̱ ŋ ⁵¹							
127-2		l a ŋ ²¹							
67-2		l a ŋ ⁵¹							
192-2		k j u̱i ²¹ ⁵⁵							
864-2		s j u̱i ⁵¹							
126-2		l a ʔ ²¹							
546-2		s e ŋ ⁵¹							
635-2		l a ʔ ²¹							
473-2		s a ŋ ⁵¹							
3-2		l a u̱i ʔ							
98-2		s a ʔ							
445-2		m a i ⁵¹							
608-2		l a ŋ							
210-2		j ui ʔ ²¹							
140-2		k j u̱i ⁵⁵							
868-2		s a ʔ							
520-2		s j u̱i ⁵¹							
166-2		k o ŋ							
48-2		l j u̱i ⁵⁵							
270-2		k j u̱i ⁵¹							
379-2		l ŏ̱ ŋ							
55-2		l j ŋ ²¹							
603-2		l a ʔ							
323-2		k j u̱i ⁵¹							
485-2		k a ŋ ⁵¹							
432-2		m a ŋ ⁵¹							
76-2		l a ŋ ⁵¹							
837-2		s a ŋ ⁵¹							
681-2		s o ʔ ²¹							
129-2		l a ŋ ⁵¹							
10-2		l j ŋ ⁵¹							
697-2		s o i ⁵¹							
244-2		k a ŋ							
781-2		s m ⁵¹							
826-2		l ŏ̱ ŋ ⁵¹							
514-2		p j u̱i ²¹							
137-2		k o ʔ							
895-2		s a ŋ ²¹							
844-2		s j ²¹							
723-2		s m ŋ							
22-2		s j u̱i ⁵⁵							
505-2		p p ŋ ⁵¹							
333-2		l o ʔ							
30-2		l j ŋ ⁵¹							
853-2		s j u̱i ⁵¹							
507-2		s j ŋ							
308-2		k j ŋ ⁵¹							
894-2		s a ŋ ²¹							
788-2		k j u̱i ²¹ ⁵⁵							
834-2		k a ŋ							
787-2		k o ŋ ²¹							
190-2		k j u̱i ²¹							
552-2		k o ŋ ²¹							
208-2		j p ŋ							
180-2		k j i ²¹							
253-2		k a ŋ ⁵¹							
665-3			ŋ a̱ ³¹						
495-3			n ɛ̃ ³⁵						
838-3			j a ʔ ⁵⁵						
438-3			m j a ŋ ⁵⁵						
334-3			l a ʔ ⁵⁵						
360-3			l a ³¹						
394-3			m j ³¹						
221-3			j u ⁵⁵ ⁵⁵						
202-3			k j ⁵⁵						
935-3			u a						
93-3			m a̱ ³¹						
7-3			p j ⁵⁵						
664-3			tʃ ɛ̃ ⁵⁵						
246-3			k j ʔ ⁵⁵						
547-3			s a ʔ ⁵⁵						
555-3			j u ⁵⁵ ⁵⁵						
464-3			m i ³⁵						
119-3			m a̱ ŋ ³¹						
835-3			n ɛ̃ ʔ ⁵⁵						
79-3			t a̱ ³¹						
693-3			ŋ a̱ ³⁵						
477-3			n j ʔ ⁵⁵						
891-3			tʰ a̱ ŋ ³⁵						
528-3			m a ⁵⁵						
797-3			k j a ⁵⁵ ⁵⁵						
493-3			n ɛ̃ ʔ ⁵⁵						
217-3			j a ʔ ⁵⁵						
896-3			m u ⁵⁵ ⁵⁵						
452-3			m j u ³⁵ ⁵⁵						
580-3			s a̱ ⁵⁵ ⁵⁵						
833-3			n ɛ̃ ⁵⁵						
390-3			m ɔ̃ ⁵⁵						
696-3			ŋ a̱ ³¹						
86-3			t u ³⁵ ³¹						
384-3			m i ⁵⁵						
61-3			t a̱ ⁵⁵						
536-3			s ɛ̃ ʔ ⁵⁵						
779-3			tʰ ŋ						
589-3			tʰ a ⁵⁵						
680-3			ŋ a̱ ʔ ⁵⁵						
456-3			m j a ⁵⁵						
183-3			k j ³¹						
785-3			kʰ a ³¹						
331-3			l a ³¹						
206-3			j a ⁵⁵						
930-3			ŋ a̱ ʔ ⁵⁵						
353-3			l a ³¹						
161-3			k j ⁵⁵						
179-3			k a ʔ ⁵⁵						
194-3			j a ʔ ⁵⁵						
727-3			ʃ ɛ̃ ⁵⁵						
260-3			kʰ j a ⁵⁵ ⁵⁵						
144-3			k j ⁵⁵						
53-3			p u ʔ ⁵⁵						
59-3			t a̱ ʔ ⁵⁵						
506-3			pʰ a ʔ ⁵⁵						
29-3			p j ʔ ⁵⁵						
316-3			tʰ a a ⁵⁵						
312-3			kʰ a ³¹						
436-3			m j a ŋ						
927-3			ŋ a̱ ³⁵						
383-3			m i ʔ ⁵⁵						
211-3			j a ⁵⁵						
873-3			s ɛ̃ ŋ ³⁵						
371-3			l a ŋ ³⁵						
877-3			s a ⁵⁵						
344-3			l a ⁵⁵						
666-3			ŋ a̱ ³¹						
595-3			tʰ a ⁵⁵						
660-3			v ɛ̃ ʔ ⁵⁵						
642-3			tʃ a ⁵⁵						
257-3			kʰ j a ⁵⁵						
167-3			k j a ŋ						
880-3			t a̱ ʔ ⁵⁵						
337-3			tʃ ɛ̃ ⁵⁵						
484-3			n ɛ̃ ⁵⁵						
574-3			s u ⁵⁵ ⁵⁵						
718-3			ʃ ɛ̃ ³¹ ⁵⁵						
811-3			kʰ a ³⁵						
458-3			tʰ au ³⁵ ³⁵						
884-3			t a̱ ³⁵						
205-3			k u ³⁵ ⁵⁵						
499-3			n ɛ̃ ⁵⁵						
706-3			ʃ a ⁵⁵						
920-3			m j ³¹						
36-3			p j a ⁵⁵						
12-3			p j ³¹						
350-3			l a ⁵⁵						
4-3			p j ⁵⁵						
342-3			k u ³⁵ ⁵⁵						
638-3			m a ʔ ⁵⁵						
729-3			ʃ ɛ̃ ⁵⁵						
72-3			j a̱ ⁵⁵						
283-3			kʰ a a ⁵⁵						
501-3			pʰ j ⁵⁵						
148-3			k a ʔ ⁵⁵						
220-3			j a ⁵⁵						
233-3			j u ³⁵ ⁵⁵						
31-3			p j a ŋ ⁵⁵						
386-3			m i ʔ ⁵⁵						
684-3			ŋ j a ŋ ⁵⁵						
804-3			kʰ a a ³⁵ ³¹						
618-3			m a̱ ³¹						
565-3			s a ³¹						
468-3			n ɛ̃ ʔ ⁵⁵						
369-3			l a ʔ ⁵⁵						
776-3			ʃ ɛ̃ ³⁵ ⁵⁵						
170-3			k j a ŋ						
823-3			l a ʔ ⁵⁵						
249-3			kʰ a ⁵⁵						
414-3			m i ³¹						
647-3			tʃ a ³¹						
105-3			tʃ a̱ ³¹						
393-3			m ɔ̃ ⁵⁵						
141-3			k j ³¹						
272-3			kʰ j a ⁵⁵						
463-3			m i ³⁵						
1-3			p j ³¹						
349-3			l a ⁵⁵						
214-3			j a ⁵⁵						
841-3			n ɛ̃ ⁵⁵						
646-3			tʃ a ⁵⁵						
433-3			m j ŋ ³¹						
512-3			pʰ j a ⁵⁵ ⁵⁵						
878-3			t a̱ ⁵⁵						
524-3			pʰ u ³⁵ ⁵⁵						
668-3			ŋ ai ³¹						
164-3			k j ⁵⁵						
686-3			ŋ j a ⁵⁵ ⁵⁵						
201-3			k j a ³⁵ ⁵⁵						
784-3			j u ⁵⁵ ⁵⁵						
487-3			n ɛ̃ ³¹						
504-3			p a ʔ ⁵⁵						
49-3			p j ⁵⁵						
822-3			l a ʔ ⁵⁵						
52-3			p a ʔ ⁵⁵						
281-3			kʰ j a ⁵⁵						
46-3			p j a ⁵⁵						
127-3			tʃ a ʔ ⁵⁵						
192-3			k j a ⁵⁵ ⁵⁵						
126-3			tʃ a ʔ ⁵⁵						
656-3			v ɛ̃ ⁵⁵						
546-3			s a ⁵⁵						
473-3			n ɛ̃ ³⁵						
3-3			p j ʔ						
608-3			m a ⁵⁵						
210-3			j a ʔ ⁵⁵						
868-3			ʃ ɛ̃ ʔ						
166-3			k j ʔ ⁵⁵						
48-3			p j a ŋ ³¹						
270-3			kʰ j a ⁵⁵						
379-3			l u ³¹						
55-3			p u ʔ ⁵⁵						
323-3			kʰ a a ⁵⁵						
485-3			n ɛ̃ ⁵⁵						
357-3			l a ⁵⁵						
432-3			m ɔ̃ ʔ ⁵⁵						
837-3			n ɛ̃ ³⁵						
681-3			ŋ a̱ ʔ ⁵⁵						
129-3			tʃ a ŋ ³⁵						
80-3			t a̱ ³⁵						
335-3			pʰ ɛ̃ ʔ ⁵⁵						
649-3			pʰ ɛ̃ ʔ						
781-3			ŋ ⁵⁵						
826-3			l a ⁵⁵ ³¹						
514-3			pʰ j a ⁵⁵						
137-3			k j ʔ						
844-3			p j ⁵⁵						
505-3			pʰ a ⁵⁵						
33-3			p j a ⁵⁵						
30-3			p j ŋ ³⁵						
853-3			p j ⁵⁵						
507-3			p j ⁵⁵ ⁵⁵						
308-3			k a a ⁵⁵ ⁵⁵						
894-3			m ɛ̃ ³¹						
788-3			k j ⁵⁵ ⁵⁵						
834-3			n ɛ̃ ⁵⁵						
131-3			m a ʔ ⁵⁵						
190-3			k j a ⁵⁵						
376-3			l u ʔ ⁵⁵						
466-3			n ɛ̃ ʔ						
75-3			t a̱ ŋ ³¹						
552-3			k a ʔ ³⁵						
180-3			k j a ⁵⁵						
665-4				p j ŋ					
495-4				k aːu o̱					
838-4				k aːu ŋ					
438-4				m a o̱					
334-4				l a ŋ ⁵⁵					
360-4				l a ŋ					
394-4				m a ɔː ⁵⁵					
221-4				j aːu o̱ ⁵⁵					
202-4				k j o̱ ⁵⁵					
935-4				l u ŋ					
93-4				ʃ a ŋ ³¹					
7-4				p i ŋ ⁵⁵					
664-4				k a ŋ ³¹					
246-4				k j o̱ ⁵⁵					
547-4				k aːu k ⁵⁵					
555-4				j aːu o̱ ³³					
464-4				m a ŋ					
119-4				m a ɔː ⁵⁵					
835-4				k u m ⁵⁵					
79-4				t ə̱ː ŋ ⁵⁵					
693-4				p j ³¹					
477-4				k j ɔː ⁵⁵					
891-4				t aːu ŋ ³¹					
528-4				k aːu ŋ ⁵⁵					
797-4				k j ɔː ⁵⁵					
493-4				k aːu k ⁵⁵					
217-4				j aːu o̱ ⁵⁵					
896-4				k o o̱ ³³					
452-4				m a ɔː ³³					
580-4				p u o̱ ⁵⁵					
833-4				k u ŋ					
390-4				m a ŋ ³¹					
696-4				p j ŋ					
86-4				t ə̱ː ŋ ³¹					
384-4				m a ŋ ⁵⁵					
61-4				t o ŋ ⁵⁵					
536-4				p a̱ o̱ ⁵⁵					
731-4				k a̱ o̱					
779-4				p u ŋ					
589-4				k u ŋ ³¹					
680-4				p j o̱ ⁵⁵					
658-4				p a ŋ ³³					
456-4				m a ɔː ⁵⁵					
183-4				k j iː ⁵⁵					
785-4				k u ŋ					
714-4				l u					
331-4				l u ŋ					
206-4				j aːu ŋ					
930-4				p j ŋ ⁵⁵					
353-4				l a ŋ					
161-4				k j o̱ ³¹					
814-4				k u o̱					
179-4				k j ɔː ⁵⁵					
194-4				k aːu ŋ ⁵⁵					
727-4				p a ŋ ³¹					
260-4				k aːu ɔː ŋ					
144-4				k j ŋ ³³					
53-4				p u ŋ ³³					
59-4				t ə̱ː ŋ ⁵⁵					
506-4				p j o̱					
29-4				p i o̱					
316-4				k aːu o̱ ⁵⁵					
389-4				m a ɔː ⁵⁵					
118-4				m a ŋ					
312-4				k u o̱					
490-4				k j ɔː ⁵⁵					
436-4				m a m ³¹					
927-4				p j m ⁵⁵					
383-4				m a o̱ ⁵⁵					
211-4				j aːu ŋ ³³					
873-4				ʃ a̱ k ³¹					
371-4				l a ŋ ³¹					
877-4				p u ŋ ⁵⁵   o̱u					
344-4				l a ŋ ³³					
666-4				p j					
595-4				t a ŋ ³³					
660-4				k u ŋ ⁵⁵					
642-4				k u ŋ ³¹					
257-4				k aːu ɔː ŋ					
167-4				k j ɔː ³³					
880-4				k ə̱ː ŋ ⁵⁵					
337-4				p u ŋ					
484-4				k a ŋ ³¹					
574-4				ʃ u ŋ ³³					
718-4				k a̱ o̱ ⁵⁵					
811-4				k u ³¹					
458-4				k u ŋ ³¹					
884-4				p u ŋ ⁵⁵   o̱u					
499-4				p u ŋ					
706-4				p u ŋ					
920-4				l u ³¹					
36-4				p i ɔː ³³					
12-4				p i ³¹					
350-4				l a ŋ ³¹					
4-4				p i ŋ ⁵⁵					
342-4				k aːu o̱ ⁵⁵					
280-4				k aːu ɔː ⁵⁵					
638-4				p u ŋ ³³					
729-4				k a̱ o̱					
72-4				t aːu o̱ ³³					
612-4				p u ŋ ³¹					
459-4				m a ɔː ⁵⁵					
569-4				p u ŋ					
283-4				k aːu ɔː ³³					
501-4				p j ŋ ⁵⁵   o̱u					
148-4				k u ŋ ⁵⁵					
220-4				j j ɔː ŋ					
233-4				j aːu o̱ ⁵⁵					
562-4				p u ŋ ³¹					
386-4				m a ŋ ⁵⁵					
684-4				p j ɔː ³³					
804-4				k aːu ɔː ⁵⁵					
618-4				p o o̱					
565-4				p u ŋ					
468-4				k aːu o̱ ⁵⁵					
369-4				l a o̱ ⁵⁵					
125-4				p ə̱ː ŋ ⁵⁵					
314-4				p j ɔː ŋ					
776-4				k a̱ o̱ ⁵⁵					
170-4				k j iː ³³					
823-4				l a ŋ ⁵⁵					
471-4				p u ŋ ³³					
249-4				k u o̱					
367-4				l a ŋ					
414-4				m a ɔː ⁵⁵					
503-4				p i ŋ					
40-4				p i ɔː ⁵⁵					
647-4				p aːu o̱ ⁵⁵					
105-4				t u ŋ ⁵⁵   o̱u					
393-4				m a ŋ ³¹					
141-4				k j o̱					
272-4				k aːu ɔː ŋ					
463-4				m a ŋ					
1-4				p i ŋ					
349-4				l a ŋ ³¹					
214-4				j aːu ŋ ³³					
841-4				k u o̱ ³³					
123-4				t ə̱ː ŋ					
646-4				k aːu o̱					
433-4				m a ɔː ³¹					
512-4				p j ɔː ⁵⁵					
518-4				p j ɔː ⁵⁵					
878-4				t ə̱ː ŋ					
849-4				p j ŋ ³³					
524-4				p j ŋ ⁵⁵					
90-4				t ə̱ː ŋ ⁵⁵   o̱u					
541-4				p u ŋ ⁵⁵					
933-4				p j ɔː ⁵⁵					
668-4				p j ŋ					
164-4				k j ŋ ³¹					
686-4				p j ɔː ŋ					
467-4				p u ŋ					
201-4				k j iː ⁵⁵					
784-4				j aːu o̱ ⁵⁵					
487-4				p j ɔː ⁵⁵					
504-4				p j o̱ ⁵⁵					
49-4				p u ɔː ³¹					
822-4				l a o̱ ⁵⁵					
52-4				p i ŋ					
281-4				k aːu ɔː ⁵⁵					
46-4				p i ɔː ŋ					
377-4				l u ŋ ⁵⁵					
127-4				p u ŋ ³³					
67-4				t ə̱ː ŋ ⁵⁵					
192-4				k j iː ⁵⁵					
126-4				p u ŋ					
656-4				p u o̱ ³³					
546-4				p u m ³¹					
635-4				k u o̱ ⁵⁵   o̱u					
473-4				p u m ³³					
3-4				p i ŋ					
98-4				p a̱ ŋ					
608-4				p u ŋ ³³					
210-4				j aːu ŋ ⁵⁵					
140-4				k j iː ⁵⁵					
868-4				p a̱ ŋ					
520-4				p i ɔː ⁵⁵					
48-4				p i ɔː ⁵⁵					
270-4				k aːu ɔː ŋ					
379-4				l a ŋ ³³					
603-4				p u ŋ					
323-4				k u ɔː ⁵⁵					
485-4				p a ŋ ³¹					
432-4				m a ŋ ⁵⁵					
76-4				p ə̱ː ŋ ³¹					
681-4				p j ŋ ⁵⁵					
129-4				p u ŋ ³¹					
80-4				t ə̱ː ŋ ⁵⁵   o̱u					
10-4				p i ŋ ³³					
697-4				p j ɔː ³¹					
244-4				k u o̱					
781-4				p j m ³³					
115-4				p j o̱ ⁵⁵					
826-4				l a ŋ ³¹					
514-4				p j ɔː ⁵⁵					
895-4				p u m ⁵⁵					
844-4				p i ŋ ⁵⁵					
723-4				p a̱ o̱ ³³					
505-4				p j ŋ ³¹					
33-4				p i ɔː ⁵⁵					
333-4				l a ŋ					
30-4				p i ŋ ³¹					
853-4				p i ɔː ⁵⁵					
507-4				p i k ⁵⁵					
788-4				k j k ⁵⁵					
834-4				p u o̱					
787-4				k j o̱ ⁵⁵					
190-4				k j iː ⁵⁵					
253-4				p u ŋ ³³					
665-5					ŋ ɔ̱ ³¹				
495-5					n a k ⁵⁵				
838-5					j u ʔ				
438-5					m j i ³¹ ⁵⁵				
334-5					l a ʔ ⁵⁵				
360-5					l a ŋ				
394-5					m j i k ³¹				
221-5					j u ŋ ³¹				
202-5					k j k ⁵⁵				
935-5					ts u				
93-5					s ɔ ³⁵				
7-5					p ɛ ³¹ ³¹				
664-5					ts u ³¹				
246-5					k j ⁵⁵ ⁵⁵				
547-5					s a̱ k ⁵⁵				
555-5					j u k ³¹				
464-5					m j ³⁵ ⁵⁵				
119-5					m ɔ ŋ ⁵⁵				
835-5					n a ʔ ⁵⁵				
79-5					t a̱ ³⁵				
693-5					ŋ ɔ̱ k ⁵⁵				
477-5					n ɛ̃ ʔ ⁵⁵				
891-5					tʰ a̱ k ⁵⁵				
528-5					j u k				
