COGID	dutch	english	french	german
1442-1	v l ɛɪ ɣ ə			
62-1	n ɔ x			
-73-1	m ɛ s t ə t ə			
1810-1	h oː t			
1805-1	v r ɑ s			
1813-1	h oː l r			
1811-1	b l ɑ t			
690-1	r ɛɪ p			
2177-1	h ɑ x t			
246-1	v ɛ r + ə n + + r ə ə t			
1469-2		s æ n d		
2047-2		s iː n		
2054-2		b ɪ n d r		
1375-2		l æ r		
760-2		w aʊ n d		
756-2		s r		
726-2		n æ d ə r		
1351-2		h əʊ d r		
1353-2		d r + h ɔ d r		
412-2		k əʊ d + + +		
406-2		m d + + +		
1005-2		s + h d r		
1012-2		s l + h æ d r		
1016-2		r ɪ ɔː r		
1069-2		θ ɪ p		
509-2		f ɔː l		
693-2		s l d ɔː t r		
2179-2		n aʊ d		
1753-2		f r ɑː s		
1131-2		w ɛ l d		
1198-2		b ɔ k r d		
2032-2		h ɔː r n		
2241-2		n iː n		
2244-2		l ɪ d		
610-2		k r n		
945-2		f æ r d		
1534-2		l iː d		
384-2		s ɪ v		
1650-2		n r ɑː		
1663-2		s æ l d		
2279-2		l aɪ l		
471-2		s iː v		
1385-2		s ɪ r		
792-2		r ɪ p		
1111-2		m aʊ n d		
197-2		s iː v		
2020-2		l ɪ ŋ		
867-2		h ɪ n d r k d		
1970-2		f ʊ l		
1230-2		ɪ		
2017-2		n l æ r		
968-2		w ɛ ə l̩ d		
1674-2		l aʊ n d		
1671-2		h eɪ v l̩		
829-2		k l ɑː s		
1025-2		w æ t r		
1027-2		h æ		
1832-2		r ɪ		
-1816-2		aɪ s ɪ r r		
-335-2		l aɪ n		
1043-2		s b r ɑː s		
423-2		s d ɪ n		
2049-2		m æ n d		
2062-2		s p ɔː r s		
2065-2		aɪ + əʊ		
1368-2		s p iː d r		
1365-2		d b eɪ		
754-2		r ɪ v		
768-2		w iː d r		
1211-2		f ɛ r		
106-2		m ɪ n		
-98-2		b iː p		
719-2		h æ d ə r		
1341-2		h ɪ n		
-2027-2		d aɪ n d		
-2026-2		n eɪ ŋ		
409-2		m		
402-2		k əʊ d + + + + k		
1014-2		s + d əʊ k r		
1059-2		w ɔː p		
120-2		s d əʊ l̩		
2194-2		ɔ k n		
2199-2		k əʊ l v		
2197-2		s n ɑː s		
1523-2		h æ		
512-2		f ɔː r		
2141-2		h ɪ n		
2147-2		ɡ æ n s		
814-2		b r ɑː		
810-2		d iː		
1758-2		r aɪ		
1760-2		r ɔ d		
1620-2		f æ n		
1282-2		w ɔ l v n		
1136-2		f ʊ t s		
1309-2		r aɪ s		
1307-2		n ɛ t		
1305-2		f l ɑː		
711-2		w ɔ s p		
1442-2		f l ɪ		
62-2		s ɪ		
-73-2		m ɪ s k d		
1810-2		h æ t		
1805-2		ɡ l ɑː s		
1813-2		h æ ə r		
1811-2		b l ɑː d		
690-2		r aɪ p		
2177-2		h aʊ p d		
246-2				
1469-3			p l t	
2047-3			p l l t	
2054-3			p ɛ t l	
1375-3			l ɛ b t	
760-3			l a t	
756-3			p ʀ l	
726-3			l l ʀ	
1351-3			s s l l	
1353-3			s l ɛ t	
412-3			s s s	
406-3			s s s	
1005-3			s p ɛ e l	
1012-3			s p ɛ s e	
1016-3			s l ʀ l	
1069-3			b l ʀ	
509-3			p a l	
693-3			s ʀ l l e	
2179-3			l l t	
1753-3			p b l t	
1131-3			l l	
1198-3			b l i	
2032-3			p l	
2241-3			l l t	
2244-3			l l b t	
610-3			p b l	
945-3			p l	
1534-3			l k	
384-3			p t	
1650-3			l b l	
1663-3			p l	
2279-3			l l l	
471-3			p l l	
1385-3			p l t t ʀ	
792-3			l l	
1111-3			l l t	
197-3			p t	
2020-3			l l	
867-3			p ɛ t a l i	
1970-3			p l t	
1230-3			p b l t	
2017-3			l ʀ l e t	
2183-3			p a	
1521-3			k a	
1755-3			p p a	
1760-3			ʀ i t	
1469-4				z a n t
2047-4				z iː n ə n
2054-4				h ɪ n d ə r
1375-4				l ai x r ə n
760-4				v ʊ n t
756-4				z h ai
726-4				l eː t ə r
1351-4				l au l t + h ɛ t ə r
1353-4				ʃ r au + h iː t ə r
412-4				r + k ɔ n ɔ r
406-4				r + k ɔ n ɔ r
1005-4				ʃ aː + + h ɛ t ə r
1012-4				ʃ aː r + m iː t ə r
1016-4				v au t a ʊ ɪ ŋ ə n
1069-4				t ai k
509-4				f ɔ l ə n
693-4				ʃ au l r + ɛ s ə n
2179-4				n ɛ n t
1753-4				f l a n n
1131-4				v ɪ l p
1198-4				b oː r ə
2032-4				h oː l n
2241-4				n ʊ ŋ ə
2244-4				l ai t ə n
610-4				k a n l
945-4				h ɛ r t
1534-4				l ai t ə n
384-4				z aː ɡ ə n
1650-4				n oː uː t
1663-4				f a l t
2279-4				l ai m ə n
471-4				z ɔ l ə n
1385-4				z ai x ə n
792-4				r uː t
1111-4				m ʊ n t
197-4				z ai b ə n
2020-4				l ɪ ŋ
867-4				h ɪ n t ə r ə t
1970-4				f ɛ l
1230-4				ɡ ə ɛ a r r ə n
2017-4				n ɛ a ə n
968-4				v eː r ə l t
1674-4				l a n t
1671-4				h aː ɡ ə l
829-4				k l aː n ə
1025-4				v a t ə r
1027-4				h ai
1832-4				r ai n
-1816-4				au z l ə l
-335-4				l ai ɡ ə n ə
1043-4				ʃ t r oː s
423-4				ʃ t ɪ n
2049-4				m ʊ n ə
2062-4				ʃ t oː r l
2065-4				v au b ə r + b ɛ b ə n
1368-4				ʃ aː t ə r
1365-4				ts r oː
754-4				r ɔ ɡ ə n
768-4				v eː t ə r
1211-4				f ɛ ə r
106-4				h ɪ n
-98-4				b a f ə
719-4				f a t ə r
1341-4				h ɪ n
-2027-4				ts a n t ə
-2026-4				n aː b l
409-4				ə + ɛ n t n ɛ n t n
402-4				k ɔ n d ɔ r
1014-4				ʃ au r + t uː n t ə r
1059-4				v ai t
120-4				ʃ t oː l
2183-4				ʃ t a r
2194-4				v x n n
2199-4				k a l p
2197-4				ʃ ai f
1523-4				h oː t
1521-4				b a x
512-4				m ɛ r ə
2141-4				h ɪ n
2147-4				ɡ l n s
814-4				b r aː ə ə
810-4				ts ʊ ŋ ə
1755-4				k a a n t
1758-4				h eː n
1620-4				f ʊ n ə
1282-4				v ɔ l b ə n
1136-4				f ɛ s s
1309-4				r aː s
1307-4				n ai f ə
1305-4				f l aː
711-4				v a b t n
1442-4				f l iː ɡ ə
62-4				m ʊ ɡ ə
-73-4				n ɛ ʃ t iː t ə
1810-4				h uː t
1805-4				ɡ l aː s
1813-4				h a ə r
1811-4				b l uː t
690-4				r ai f ə
2177-4				h a x t
246-4				au + t + b r ə l
