COGID	Albanian	English	French	German	Latin
353-3			p s		
201-3			p n		
20-3			p s		
503-3			p		
957-3					
728-3			j n		
244-3			t m o		
289-3			n		
911-3			r		
724-3			t r		
145-3			a		
992-3			s		
1181-3			ʃ a n		
706-3					
106-3			p t		
741-3			p ø		
421-3			a l ɔ̃ s		
227-3			p u		
920-3			ʃ r		
1083-3			ʃ r t		
1066-3			a		
1125-3			a		
1197-3			o t		
473-3			t a		
284-3			t ɛ r		
661-3			s		
701-3			r a t		
315-3			r t		
1169-3			s l		
1150-3			s r		
982-3			s		
987-3			s t a		
1055-3			s e		
1130-3			s ɥ g		
433-3			s t		
585-3			t ɥ		
625-3			n		
1186-3					
814-3			a ɑ̃ r		
416-3			s		
1233-3			s t t		
884-3			s r o		
916-3					
1016-3			ɛ t u v l		
952-3			ɛ		
514-3			b r t		
1079-3			p a		
1100-3			p r		
47-3			ʃ m ø t		
111-3			l a k		
1061-3			v ɔ̃ t		
1155-3			ʃ l l		
343-3			v ɑ̃ ɑ̃		
671-3			r		
460-3			p ɥ l		
8-3			ɑ̃ a		
644-3			s		
683-3			ɑ̃ n		
650-3			a		
612-3			f y m		
871-3			ɑ̃		
1209-3			a v		
667-3			l a		
499-3			n		
14-3			o l a		
1029-3			ə ɛ		
272-3			ʃ r		
560-4				aː eː m n	
438-4				i r ʃ	
1222-4				r g	
353-4				f e ʃ	
201-4				pf iː b	
20-4				f a	
503-4				f l a n	
957-4				a eː	
728-4				l z ŋ	
244-4				n d t	
289-4				n ʃ t	
911-4				r a o	
724-4				d r aː	
145-4				s oː	
992-4				h r	
1181-4				h e n n	
706-4				eː	
106-4				f ai d r	
421-4				pf l r r	
227-4				f uː s	
920-4				h r s	
1083-4				h r n	
1066-4				eː	
1125-4				n eː n au	
1197-4				t eː d r	
473-4				n oː aː l	
284-4				n s r	
661-4				v n n	
701-4				r uː b	
315-4				r oː n	
1169-4				ʃ a l t	
1150-4				ʃ uː t	
982-4				ʃ eː s	
987-4				a	
1055-4				ʃ t ai l	
1130-4				ʃ ʃ g	
433-4				ʃ r l	
585-4				t z	
625-4				l eː ŋ	
1186-4				t eː d	
814-4				aː	
416-4				v ai t	
1233-4				aː eː n t	
884-4				aː eː r m	
78-4				b l a	
514-4				b r l	
116-4				aː t	
188-4				f ai r ə	
745-4				f eː n a r	
1100-4				f r au s	
630-4				n g ʃ t	
1155-4				h l l	
24-4				n ai t	
232-4				n oː n	
671-4				r iː iː	
460-4				p uː t r	
8-4				g eː t z	
385-4				ʃ yː	
945-4				ʃ t	
1041-4				ʃ t a n t	
492-4				d eː n	
527-4				au ai s ə r	
14-4				iː aː l ai	
1-4				a l	
915-4				a n t	
271-4				a ʃ	
560-5					p e n
438-5					a r
1222-5					o a
353-5					p a s i
201-5					s a b eː
20-5					p i r i
503-5					p l l
957-5					i n
728-5					l k aː
244-5					n w
289-5					n uː t
911-5					s e
724-5					t r i a
145-5					d iː
992-5					k iː
1181-5					k i n
706-5					u a
106-5					p u r
741-5					p i d
421-5					b l f r
227-5					p i o
920-5					k r u
1083-5					k a r n o
1066-5					i a
1125-5					d a i
1197-5					i u r
473-5					n u l l
284-5					n i uː u
661-5					s n n
701-5					r a d o
315-5					r n t
1169-5					uː i l
982-5					uː i i
987-5					s n eː o
1055-5					s t r l
1130-5					uː uː u o
433-5					uː a n u l
585-5					t uː
625-5					l e aː eː
1186-5					d a
814-5					w i r
416-5					
1233-5					w i n t
884-5					w i r
916-5					a
1016-5					a n i m a l
952-5					a t
78-5					b l i uː
1079-5					b i a
116-5					a t o
188-5					p r n
745-5					p a d u r o
47-5					k m p nː i n
111-5					l a o
1061-5					m w n d a n
630-5					n aː i
1155-5					k i l
24-5					n t
232-5					n uː n
343-5					w e a i e
460-5					p u l iː
945-5					uː a t u n
644-5					k i i
683-5					k e n d
650-5					s i a l
612-5					f uː m
1041-5					s t e n
871-5					d r a e t
492-5					m n o
1209-5					w m i t
667-5					l a w
499-5					n u
1029-5					e u
272-5					s a d r
