COGID	Albanian	English	French	German	Latin
1055-3			s r r		
1130-3			r		
433-3			s t		
585-3					
625-3					
1186-3			t		
814-3			r r		
416-3					
1233-3			a t		
884-3			r		
916-3					
1016-3			ɑ̃ e		
952-3			r		
514-3			s e r r r		
1079-3			r r		
1100-3			r r		
47-3			ɛ r		
111-3			a k		
1061-3			t e		
1155-3			t		
343-3			v e r ɛ r		
671-3			r r		
460-3			r d r		
8-3			r r s		
644-3			s r		
683-3			ʃ d		
650-3			e		
612-3			ɛ m		
871-3			r r ɛ		
1209-3			ɛ		
667-3			t		
499-3			n		
14-3			e		
1029-3			v		
272-3			e t ɛ		
560-4				ai	
438-4					
1222-4				t eː	
353-4				t aː t h	
201-4				d eː	
20-4				h a r	
503-4				t a l	
957-4				d	
728-4				l au s	
244-4				n s n	
289-4				n eː t	
911-4				r t	
724-4				d r n	
145-4				t t	
992-4				h r	
1181-4				h ə	
706-4				t	
106-4				t a n ə r	
421-4				d eː aː eː r	
227-4				t uː t	
920-4				h aː r	
1083-4				h t n	
1066-4				d	
1125-4				n d	
1197-4				eː r ə ə r	
473-4				n ə	
284-4				n d g ə	
661-4				ə n	
701-4				s	
315-4				a n d ə	
1169-4				ə eː t	
1150-4				t ə r	
982-4				t eː t	
987-4				a ə a	
1055-4				ʃ t a r n	
1130-4				ʃ i k	
433-4				ə n	
585-4				t	
625-4				l ə	
1186-4				l a n	
814-4				ə r n	
416-4				a s	
1233-4				a n t	
884-4				d r r	
78-4				b l iː	
514-4				n r r n d	
116-4				eː t	
188-4				d eː r n	
745-4				d n d r	
1100-4				d r r r	
630-4				ə a a	
1155-4				h au ə d	
24-4				n aː s	
232-4				n n	
671-4				ai s ə a	
460-4				t au ə r	
8-4				eː ə s a n	
385-4				ʃ eː	
945-4				z aː t	
1041-4				ʃ t a n t	
492-4				d ə n	
527-4				v ai s ə r	
14-4				ə l iː	
1-4				a l	
915-4				a n d	
271-4				a ʃ	
560-5					s e i
438-5					o k e
1222-5					a o
353-5					s a n k a
201-5					s a e r i
20-5					k a s i i
503-5					k a n t
957-5					n i i
728-5					l a eː i
244-5					n e i o
289-5					n i t t i
911-5					a t s e o
724-5					r i a d
145-5					n t i
992-5					k t i
1181-5					k a n o
706-5					a r i i
106-5					d i a a
741-5					s i k i
421-5					d l a l i
227-5					k a p i
920-5					k o i r i o
1083-5					k i i n i
1066-5					d k i
1125-5					s e t i
1197-5					eː n a p a a
473-5					i n a d e
284-5					i n o n i i
661-5					d a
701-5					r a p i
315-5					i a o i
1169-5					k a l t i
982-5					n t o
987-5					n t o i
1055-5					n i i a l a
1130-5					k a s i
433-5					k a l i i i
585-5					d e i
625-5					l a a i i
1186-5					n i p i
814-5					d r r t
416-5					d a d i
1233-5					a d a n e i
884-5					a d a a d i
916-5					k
1016-5					a n e m a l a
952-5					a o a
78-5					a n k n
1079-5					s i d i
116-5					eː a t i
188-5					i o
745-5					s p a a d
47-5					k n a n a
111-5					a l a k r
1061-5					a l i r i
630-5					n i i n t
1155-5					k i n n
24-5					eː i r i
232-5					eː o t o
343-5					w i e t i eː
460-5					k u i i
945-5					a a i o
644-5					k u d
683-5					k a n
650-5					s w e l d
612-5					f m o
1041-5					i t o i
871-5					n i d eː i i
492-5					d a n i
1209-5					i o m o t a
667-5					l a s
499-5					n i
1029-5					d i
272-5					s a n i d
