index	index_p	rindex	rindex_p	cogid	id_Amharic	segment_Amharic	segment_Amharic_L1	segment_Amharic_L2	segment_Amharic_L3	segment_Amharic_R1	segment_Amharic_R2	segment_Amharic_R3	SC_Amharic	SC_Amharic_L1	SC_Amharic_L2	SC_Amharic_L3	SC_Amharic_R1	SC_Amharic_R2	SC_Amharic_R3	PROSODY_Amharic	PROSODY_Amharic_L1	PROSODY_Amharic_L2	PROSODY_Amharic_L3	PROSODY_Amharic_R1	PROSODY_Amharic_R2	PROSODY_Amharic_R3	id_Argobba	segment_Argobba	segment_Argobba_L1	segment_Argobba_L2	segment_Argobba_L3	segment_Argobba_R1	segment_Argobba_R2	segment_Argobba_R3	SC_Argobba	SC_Argobba_L1	SC_Argobba_L2	SC_Argobba_L3	SC_Argobba_R1	SC_Argobba_R2	SC_Argobba_R3	PROSODY_Argobba	PROSODY_Argobba_L1	PROSODY_Argobba_L2	PROSODY_Argobba_L3	PROSODY_Argobba_R1	PROSODY_Argobba_R2	PROSODY_Argobba_R3	id_Chaha	segment_Chaha	segment_Chaha_L1	segment_Chaha_L2	segment_Chaha_L3	segment_Chaha_R1	segment_Chaha_R2	segment_Chaha_R3	SC_Chaha	SC_Chaha_L1	SC_Chaha_L2	SC_Chaha_L3	SC_Chaha_R1	SC_Chaha_R2	SC_Chaha_R3	PROSODY_Chaha	PROSODY_Chaha_L1	PROSODY_Chaha_L2	PROSODY_Chaha_L3	PROSODY_Chaha_R1	PROSODY_Chaha_R2	PROSODY_Chaha_R3	id_Endegagn	segment_Endegagn	segment_Endegagn_L1	segment_Endegagn_L2	segment_Endegagn_L3	segment_Endegagn_R1	segment_Endegagn_R2	segment_Endegagn_R3	SC_Endegagn	SC_Endegagn_L1	SC_Endegagn_L2	SC_Endegagn_L3	SC_Endegagn_R1	SC_Endegagn_R2	SC_Endegagn_R3	PROSODY_Endegagn	PROSODY_Endegagn_L1	PROSODY_Endegagn_L2	PROSODY_Endegagn_L3	PROSODY_Endegagn_R1	PROSODY_Endegagn_R2	PROSODY_Endegagn_R3	id_Ezha	segment_Ezha	segment_Ezha_L1	segment_Ezha_L2	segment_Ezha_L3	segment_Ezha_R1	segment_Ezha_R2	segment_Ezha_R3	SC_Ezha	SC_Ezha_L1	SC_Ezha_L2	SC_Ezha_L3	SC_Ezha_R1	SC_Ezha_R2	SC_Ezha_R3	PROSODY_Ezha	PROSODY_Ezha_L1	PROSODY_Ezha_L2	PROSODY_Ezha_L3	PROSODY_Ezha_R1	PROSODY_Ezha_R2	PROSODY_Ezha_R3	id_Geez	segment_Geez	segment_Geez_L1	segment_Geez_L2	segment_Geez_L3	segment_Geez_R1	segment_Geez_R2	segment_Geez_R3	SC_Geez	SC_Geez_L1	SC_Geez_L2	SC_Geez_L3	SC_Geez_R1	SC_Geez_R2	SC_Geez_R3	PROSODY_Geez	PROSODY_Geez_L1	PROSODY_Geez_L2	PROSODY_Geez_L3	PROSODY_Geez_R1	PROSODY_Geez_R2	PROSODY_Geez_R3	id_Gumer	segment_Gumer	segment_Gumer_L1	segment_Gumer_L2	segment_Gumer_L3	segment_Gumer_R1	segment_Gumer_R2	segment_Gumer_R3	SC_Gumer	SC_Gumer_L1	SC_Gumer_L2	SC_Gumer_L3	SC_Gumer_R1	SC_Gumer_R2	SC_Gumer_R3	PROSODY_Gumer	PROSODY_Gumer_L1	PROSODY_Gumer_L2	PROSODY_Gumer_L3	PROSODY_Gumer_R1	PROSODY_Gumer_R2	PROSODY_Gumer_R3	id_Gura	segment_Gura	segment_Gura_L1	segment_Gura_L2	segment_Gura_L3	segment_Gura_R1	segment_Gura_R2	segment_Gura_R3	SC_Gura	SC_Gura_L1	SC_Gura_L2	SC_Gura_L3	SC_Gura_R1	SC_Gura_R2	SC_Gura_R3	PROSODY_Gura	PROSODY_Gura_L1	PROSODY_Gura_L2	PROSODY_Gura_L3	PROSODY_Gura_R1	PROSODY_Gura_R2	PROSODY_Gura_R3	id_Gyeto	segment_Gyeto	segment_Gyeto_L1	segment_Gyeto_L2	segment_Gyeto_L3	segment_Gyeto_R1	segment_Gyeto_R2	segment_Gyeto_R3	SC_Gyeto	SC_Gyeto_L1	SC_Gyeto_L2	SC_Gyeto_L3	SC_Gyeto_R1	SC_Gyeto_R2	SC_Gyeto_R3	PROSODY_Gyeto	PROSODY_Gyeto_L1	PROSODY_Gyeto_L2	PROSODY_Gyeto_L3	PROSODY_Gyeto_R1	PROSODY_Gyeto_R2	PROSODY_Gyeto_R3	id_Harari	segment_Harari	segment_Harari_L1	segment_Harari_L2	segment_Harari_L3	segment_Harari_R1	segment_Harari_R2	segment_Harari_R3	SC_Harari	SC_Harari_L1	SC_Harari_L2	SC_Harari_L3	SC_Harari_R1	SC_Harari_R2	SC_Harari_R3	PROSODY_Harari	PROSODY_Harari_L1	PROSODY_Harari_L2	PROSODY_Harari_L3	PROSODY_Harari_R1	PROSODY_Harari_R2	PROSODY_Harari_R3	id_Inor	segment_Inor	segment_Inor_L1	segment_Inor_L2	segment_Inor_L3	segment_Inor_R1	segment_Inor_R2	segment_Inor_R3	SC_Inor	SC_Inor_L1	SC_Inor_L2	SC_Inor_L3	SC_Inor_R1	SC_Inor_R2	SC_Inor_R3	PROSODY_Inor	PROSODY_Inor_L1	PROSODY_Inor_L2	PROSODY_Inor_L3	PROSODY_Inor_R1	PROSODY_Inor_R2	PROSODY_Inor_R3	id_Kistane	segment_Kistane	segment_Kistane_L1	segment_Kistane_L2	segment_Kistane_L3	segment_Kistane_R1	segment_Kistane_R2	segment_Kistane_R3	SC_Kistane	SC_Kistane_L1	SC_Kistane_L2	SC_Kistane_L3	SC_Kistane_R1	SC_Kistane_R2	SC_Kistane_R3	PROSODY_Kistane	PROSODY_Kistane_L1	PROSODY_Kistane_L2	PROSODY_Kistane_L3	PROSODY_Kistane_R1	PROSODY_Kistane_R2	PROSODY_Kistane_R3	id_Mesqan	segment_Mesqan	segment_Mesqan_L1	segment_Mesqan_L2	segment_Mesqan_L3	segment_Mesqan_R1	segment_Mesqan_R2	segment_Mesqan_R3	SC_Mesqan	SC_Mesqan_L1	SC_Mesqan_L2	SC_Mesqan_L3	SC_Mesqan_R1	SC_Mesqan_R2	SC_Mesqan_R3	PROSODY_Mesqan	PROSODY_Mesqan_L1	PROSODY_Mesqan_L2	PROSODY_Mesqan_L3	PROSODY_Mesqan_R1	PROSODY_Mesqan_R2	PROSODY_Mesqan_R3	id_Muher	segment_Muher	segment_Muher_L1	segment_Muher_L2	segment_Muher_L3	segment_Muher_R1	segment_Muher_R2	segment_Muher_R3	SC_Muher	SC_Muher_L1	SC_Muher_L2	SC_Muher_L3	SC_Muher_R1	SC_Muher_R2	SC_Muher_R3	PROSODY_Muher	PROSODY_Muher_L1	PROSODY_Muher_L2	PROSODY_Muher_L3	PROSODY_Muher_R1	PROSODY_Muher_R2	PROSODY_Muher_R3	id_Silte	segment_Silte	segment_Silte_L1	segment_Silte_L2	segment_Silte_L3	segment_Silte_R1	segment_Silte_R2	segment_Silte_R3	SC_Silte	SC_Silte_L1	SC_Silte_L2	SC_Silte_L3	SC_Silte_R1	SC_Silte_R2	SC_Silte_R3	PROSODY_Silte	PROSODY_Silte_L1	PROSODY_Silte_L2	PROSODY_Silte_L3	PROSODY_Silte_R1	PROSODY_Silte_R2	PROSODY_Silte_R3	id_Tigre	segment_Tigre	segment_Tigre_L1	segment_Tigre_L2	segment_Tigre_L3	segment_Tigre_R1	segment_Tigre_R2	segment_Tigre_R3	SC_Tigre	SC_Tigre_L1	SC_Tigre_L2	SC_Tigre_L3	SC_Tigre_R1	SC_Tigre_R2	SC_Tigre_R3	PROSODY_Tigre	PROSODY_Tigre_L1	PROSODY_Tigre_L2	PROSODY_Tigre_L3	PROSODY_Tigre_R1	PROSODY_Tigre_R2	PROSODY_Tigre_R3	id_Tigrigna	segment_Tigrigna	segment_Tigrigna_L1	segment_Tigrigna_L2	segment_Tigrigna_L3	segment_Tigrigna_R1	segment_Tigrigna_R2	segment_Tigrigna_R3	SC_Tigrigna	SC_Tigrigna_L1	SC_Tigrigna_L2	SC_Tigrigna_L3	SC_Tigrigna_R1	SC_Tigrigna_R2	SC_Tigrigna_R3	PROSODY_Tigrigna	PROSODY_Tigrigna_L1	PROSODY_Tigrigna_L2	PROSODY_Tigrigna_L3	PROSODY_Tigrigna_R1	PROSODY_Tigrigna_R2	PROSODY_Tigrigna_R3	id_Wolane	segment_Wolane	segment_Wolane_L1	segment_Wolane_L2	segment_Wolane_L3	segment_Wolane_R1	segment_Wolane_R2	segment_Wolane_R3	SC_Wolane	SC_Wolane_L1	SC_Wolane_L2	SC_Wolane_L3	SC_Wolane_R1	SC_Wolane_R2	SC_Wolane_R3	PROSODY_Wolane	PROSODY_Wolane_L1	PROSODY_Wolane_L2	PROSODY_Wolane_L3	PROSODY_Wolane_R1	PROSODY_Wolane_R2	PROSODY_Wolane_R3	id_Zway	segment_Zway	segment_Zway_L1	segment_Zway_L2	segment_Zway_L3	segment_Zway_R1	segment_Zway_R2	segment_Zway_R3	SC_Zway	SC_Zway_L1	SC_Zway_L2	SC_Zway_L3	SC_Zway_R1	SC_Zway_R2	SC_Zway_R3	PROSODY_Zway	PROSODY_Zway_L1	PROSODY_Zway_L2	PROSODY_Zway_L3	PROSODY_Zway_R1	PROSODY_Zway_R2	PROSODY_Zway_R3
5	0.8333	2	0.3333	106	190	a	-	tʼː	ə	-	∅	∅	A	_	T	E	_	∅	∅	7	0	1	7	0	∅	∅	191	a	-	tʼː	ə	-	∅	∅	A	_	T	E	_	∅	∅	7	0	1	7	0	∅	∅																							192	a	ʔ	-	ə	-	∅	∅	A	H	_	E	_	∅	∅	7	1	0	7	0	∅	∅																							193	a	ʔ	s	ə	-	∅	∅	A	H	S	E	_	∅	∅	7	1	3	7	0	∅	∅																																																																																									194	a	ʔ	-	ə	-	∅	∅	A	H	_	E	_	∅	∅	7	1	0	7	0	∅	∅	195	a	-	tʼː	ə	-	∅	∅	A	_	T	E	_	∅	∅	7	0	1	7	0	∅	∅																																													196	a	-	tʼ	ə	-	∅	∅	A	_	T	E	_	∅	∅	7	0	1	7	0	∅	∅	197	a	-	s	ə	-	∅	∅	A	_	S	E	_	∅	∅	7	0	3	7	0	∅	∅	198	a	-	s	ɨ	ʔ	∅	∅	A	_	S	I	H	∅	∅	7	0	3	7	1	∅	∅	199	a	-	tʼ	ə	-	∅	∅	A	_	T	E	_	∅	∅	7	0	1	7	0	∅	∅	200	aː	-	t	aː	-	∅	∅	A	_	T	A	_	∅	∅	7	0	1	7	0	∅	∅
6	1.0000	1	0.1667	106	190	-	a	-	tʼː	∅	∅	∅	_	A	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅	191	-	a	-	tʼː	∅	∅	∅	_	A	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅																							192	-	a	ʔ	-	∅	∅	∅	_	A	H	_	∅	∅	∅	0	7	1	0	∅	∅	∅																							193	-	a	ʔ	s	∅	∅	∅	_	A	H	S	∅	∅	∅	0	7	1	3	∅	∅	∅																																																																																									194	-	a	ʔ	-	∅	∅	∅	_	A	H	_	∅	∅	∅	0	7	1	0	∅	∅	∅	195	-	a	-	tʼː	∅	∅	∅	_	A	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅																																													196	-	a	-	tʼ	∅	∅	∅	_	A	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅	197	-	a	-	s	∅	∅	∅	_	A	_	S	∅	∅	∅	0	7	0	3	∅	∅	∅	198	ʔ	a	-	s	∅	∅	∅	H	A	_	S	∅	∅	∅	1	7	0	3	∅	∅	∅	199	-	a	-	tʼ	∅	∅	∅	_	A	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅	200	-	aː	-	t	∅	∅	∅	_	A	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅
1	0.2000	5	1.0000	108	201	d	∅	∅	∅	ɨ	mː	ə	T	∅	∅	∅	I	M	E	1	∅	∅	∅	7	4	7	202	d	∅	∅	∅	ɨ	m	ə	T	∅	∅	∅	I	M	E	1	∅	∅	∅	7	4	7																																																																			203	d	∅	∅	∅	ɨ	mː	ə	T	∅	∅	∅	I	M	E	1	∅	∅	∅	7	4	7																																																																																																																																																																																																							204	d	∅	∅	∅	ɨ	mː	u	T	∅	∅	∅	I	M	Y	1	∅	∅	∅	7	4	7	205	d	∅	∅	∅	ɨ	mː	u	T	∅	∅	∅	I	M	Y	1	∅	∅	∅	7	4	7																																												
2	0.4000	4	0.8000	108	201	ɨ	d	∅	∅	mː	ə	t	I	T	∅	∅	M	E	T	7	1	∅	∅	4	7	1	202	ɨ	d	∅	∅	m	ə	t	I	T	∅	∅	M	E	T	7	1	∅	∅	4	7	1																																																																			203	ɨ	d	∅	∅	mː	ə	t	I	T	∅	∅	M	E	T	7	1	∅	∅	4	7	1																																																																																																																																																																																																							204	ɨ	d	∅	∅	mː	u	-	I	T	∅	∅	M	Y	_	7	1	∅	∅	4	7	0	205	ɨ	d	∅	∅	mː	u	-	I	T	∅	∅	M	Y	_	7	1	∅	∅	4	7	0																																												
3	0.6000	3	0.6000	108	201	mː	ɨ	d	∅	ə	t	∅	M	I	T	∅	E	T	∅	4	7	1	∅	7	1	∅	202	m	ɨ	d	∅	ə	t	∅	M	I	T	∅	E	T	∅	4	7	1	∅	7	1	∅																																																																			203	mː	ɨ	d	∅	ə	t	∅	M	I	T	∅	E	T	∅	4	7	1	∅	7	1	∅																																																																																																																																																																																																							204	mː	ɨ	d	∅	u	-	∅	M	I	T	∅	Y	_	∅	4	7	1	∅	7	0	∅	205	mː	ɨ	d	∅	u	-	∅	M	I	T	∅	Y	_	∅	4	7	1	∅	7	0	∅																																												
4	0.8000	2	0.4000	108	201	ə	mː	ɨ	d	t	∅	∅	E	M	I	T	T	∅	∅	7	4	7	1	1	∅	∅	202	ə	m	ɨ	d	t	∅	∅	E	M	I	T	T	∅	∅	7	4	7	1	1	∅	∅																																																																			203	ə	mː	ɨ	d	t	∅	∅	E	M	I	T	T	∅	∅	7	4	7	1	1	∅	∅																																																																																																																																																																																																							204	u	mː	ɨ	d	-	∅	∅	Y	M	I	T	_	∅	∅	7	4	7	1	0	∅	∅	205	u	mː	ɨ	d	-	∅	∅	Y	M	I	T	_	∅	∅	7	4	7	1	0	∅	∅																																												
5	1.0000	1	0.2000	108	201	t	ə	mː	ɨ	∅	∅	∅	T	E	M	I	∅	∅	∅	1	7	4	7	∅	∅	∅	202	t	ə	m	ɨ	∅	∅	∅	T	E	M	I	∅	∅	∅	1	7	4	7	∅	∅	∅																																																																			203	t	ə	mː	ɨ	∅	∅	∅	T	E	M	I	∅	∅	∅	1	7	4	7	∅	∅	∅																																																																																																																																																																																																							204	-	u	mː	ɨ	∅	∅	∅	_	Y	M	I	∅	∅	∅	0	7	4	7	∅	∅	∅	205	-	u	mː	ɨ	∅	∅	∅	_	Y	M	I	∅	∅	∅	0	7	4	7	∅	∅	∅																																												
1	0.2000	5	1.0000	109	206	g	∅	∅	∅	u	n	tʃʼ	K	∅	∅	∅	Y	N	T	1	∅	∅	∅	7	4	1	207	g	∅	∅	∅	u	n	tʃ	K	∅	∅	∅	Y	N	T	1	∅	∅	∅	7	4	1																																																																																																																																																											208	tʃʼ	∅	∅	∅	aː	-	tʃʼ	T	∅	∅	∅	A	_	T	1	∅	∅	∅	7	0	1	209	g	∅	∅	∅	u	n	tʃʼ	K	∅	∅	∅	Y	N	T	1	∅	∅	∅	7	4	1	210	g	∅	∅	∅	u	n	tʃʼ	K	∅	∅	∅	Y	N	T	1	∅	∅	∅	7	4	1																							211	g	∅	∅	∅	u	n	tʃʼ	K	∅	∅	∅	Y	N	T	1	∅	∅	∅	7	4	1	212	g	∅	∅	∅	u	n	tʃʼ	K	∅	∅	∅	Y	N	T	1	∅	∅	∅	7	4	1																							213	n	∅	∅	∅	u	n	tʃʼ	N	∅	∅	∅	Y	N	T	4	∅	∅	∅	7	4	1																																												
2	0.4000	4	0.8000	109	206	u	g	∅	∅	n	tʃʼ	-	Y	K	∅	∅	N	T	_	7	1	∅	∅	4	1	0	207	u	g	∅	∅	n	tʃ	e	Y	K	∅	∅	N	T	E	7	1	∅	∅	4	1	7																																																																																																																																																											208	aː	tʃʼ	∅	∅	-	tʃʼ	u	A	T	∅	∅	_	T	Y	7	1	∅	∅	0	1	7	209	u	g	∅	∅	n	tʃʼ	ə	Y	K	∅	∅	N	T	E	7	1	∅	∅	4	1	7	210	u	g	∅	∅	n	tʃʼ	ə	Y	K	∅	∅	N	T	E	7	1	∅	∅	4	1	7																							211	u	g	∅	∅	n	tʃʼ	ə	Y	K	∅	∅	N	T	E	7	1	∅	∅	4	1	7	212	u	g	∅	∅	n	tʃʼ	o	Y	K	∅	∅	N	T	U	7	1	∅	∅	4	1	7																							213	u	n	∅	∅	n	tʃʼ	i	Y	N	∅	∅	N	T	I	7	4	∅	∅	4	1	7																																												
3	0.6000	3	0.6000	109	206	n	u	g	∅	tʃʼ	-	∅	N	Y	K	∅	T	_	∅	4	7	1	∅	1	0	∅	207	n	u	g	∅	tʃ	e	∅	N	Y	K	∅	T	E	∅	4	7	1	∅	1	7	∅																																																																																																																																																											208	-	aː	tʃʼ	∅	tʃʼ	u	∅	_	A	T	∅	T	Y	∅	0	7	1	∅	1	7	∅	209	n	u	g	∅	tʃʼ	ə	∅	N	Y	K	∅	T	E	∅	4	7	1	∅	1	7	∅	210	n	u	g	∅	tʃʼ	ə	∅	N	Y	K	∅	T	E	∅	4	7	1	∅	1	7	∅																							211	n	u	g	∅	tʃʼ	ə	∅	N	Y	K	∅	T	E	∅	4	7	1	∅	1	7	∅	212	n	u	g	∅	tʃʼ	o	∅	N	Y	K	∅	T	U	∅	4	7	1	∅	1	7	∅																							213	n	u	n	∅	tʃʼ	i	∅	N	Y	N	∅	T	I	∅	4	7	4	∅	1	7	∅																																												
4	0.8000	2	0.4000	109	206	tʃʼ	n	u	g	-	∅	∅	T	N	Y	K	_	∅	∅	1	4	7	1	0	∅	∅	207	tʃ	n	u	g	e	∅	∅	T	N	Y	K	E	∅	∅	1	4	7	1	7	∅	∅																																																																																																																																																											208	tʃʼ	-	aː	tʃʼ	u	∅	∅	T	_	A	T	Y	∅	∅	1	0	7	1	7	∅	∅	209	tʃʼ	n	u	g	ə	∅	∅	T	N	Y	K	E	∅	∅	1	4	7	1	7	∅	∅	210	tʃʼ	n	u	g	ə	∅	∅	T	N	Y	K	E	∅	∅	1	4	7	1	7	∅	∅																							211	tʃʼ	n	u	g	ə	∅	∅	T	N	Y	K	E	∅	∅	1	4	7	1	7	∅	∅	212	tʃʼ	n	u	g	o	∅	∅	T	N	Y	K	U	∅	∅	1	4	7	1	7	∅	∅																							213	tʃʼ	n	u	n	i	∅	∅	T	N	Y	N	I	∅	∅	1	4	7	4	7	∅	∅																																												
5	1.0000	1	0.2000	109	206	-	tʃʼ	n	u	∅	∅	∅	_	T	N	Y	∅	∅	∅	0	1	4	7	∅	∅	∅	207	e	tʃ	n	u	∅	∅	∅	E	T	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																																																																																																																																																											208	u	tʃʼ	-	aː	∅	∅	∅	Y	T	_	A	∅	∅	∅	7	1	0	7	∅	∅	∅	209	ə	tʃʼ	n	u	∅	∅	∅	E	T	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅	210	ə	tʃʼ	n	u	∅	∅	∅	E	T	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																							211	ə	tʃʼ	n	u	∅	∅	∅	E	T	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅	212	o	tʃʼ	n	u	∅	∅	∅	U	T	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																							213	i	tʃʼ	n	u	∅	∅	∅	I	T	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																																												
1	0.2000	5	1.0000	110	214	d	∅	∅	∅	ə	r	ə	T	∅	∅	∅	E	R	E	1	∅	∅	∅	7	5	7																							215	d	∅	∅	∅	a	t	a	T	∅	∅	∅	A	T	A	1	∅	∅	∅	7	1	7	216	d	∅	∅	∅	a	tː	ə	T	∅	∅	∅	A	T	E	1	∅	∅	∅	7	1	7	217	d	∅	∅	∅	a	dː	a	T	∅	∅	∅	A	T	A	1	∅	∅	∅	7	1	7																							218	d	∅	∅	∅	a	tː	a	T	∅	∅	∅	A	T	A	1	∅	∅	∅	7	1	7																							219	d	∅	∅	∅	a	tː	ə	T	∅	∅	∅	A	T	E	1	∅	∅	∅	7	1	7																							220	d	∅	∅	∅	a	t	a	T	∅	∅	∅	A	T	A	1	∅	∅	∅	7	1	7	221	d	∅	∅	∅	ə	r	ə	T	∅	∅	∅	E	R	E	1	∅	∅	∅	7	5	7																							222	d	∅	∅	∅	a	dː	a	T	∅	∅	∅	A	T	A	1	∅	∅	∅	7	1	7																																																																																																														
2	0.4000	4	0.8000	110	214	ə	d	∅	∅	r	ə	t	E	T	∅	∅	R	E	T	7	1	∅	∅	5	7	1																							215	a	d	∅	∅	t	a	-	A	T	∅	∅	T	A	_	7	1	∅	∅	1	7	0	216	a	d	∅	∅	tː	ə	-	A	T	∅	∅	T	E	_	7	1	∅	∅	1	7	0	217	a	d	∅	∅	dː	a	-	A	T	∅	∅	T	A	_	7	1	∅	∅	1	7	0																							218	a	d	∅	∅	tː	a	-	A	T	∅	∅	T	A	_	7	1	∅	∅	1	7	0																							219	a	d	∅	∅	tː	ə	-	A	T	∅	∅	T	E	_	7	1	∅	∅	1	7	0																							220	a	d	∅	∅	t	a	-	A	T	∅	∅	T	A	_	7	1	∅	∅	1	7	0	221	ə	d	∅	∅	r	ə	t	E	T	∅	∅	R	E	T	7	1	∅	∅	5	7	1																							222	a	d	∅	∅	dː	a	-	A	T	∅	∅	T	A	_	7	1	∅	∅	1	7	0																																																																																																														
3	0.6000	3	0.6000	110	214	r	ə	d	∅	ə	t	∅	R	E	T	∅	E	T	∅	5	7	1	∅	7	1	∅																							215	t	a	d	∅	a	-	∅	T	A	T	∅	A	_	∅	1	7	1	∅	7	0	∅	216	tː	a	d	∅	ə	-	∅	T	A	T	∅	E	_	∅	1	7	1	∅	7	0	∅	217	dː	a	d	∅	a	-	∅	T	A	T	∅	A	_	∅	1	7	1	∅	7	0	∅																							218	tː	a	d	∅	a	-	∅	T	A	T	∅	A	_	∅	1	7	1	∅	7	0	∅																							219	tː	a	d	∅	ə	-	∅	T	A	T	∅	E	_	∅	1	7	1	∅	7	0	∅																							220	t	a	d	∅	a	-	∅	T	A	T	∅	A	_	∅	1	7	1	∅	7	0	∅	221	r	ə	d	∅	ə	t	∅	R	E	T	∅	E	T	∅	5	7	1	∅	7	1	∅																							222	dː	a	d	∅	a	-	∅	T	A	T	∅	A	_	∅	1	7	1	∅	7	0	∅																																																																																																														
4	0.8000	2	0.4000	110	214	ə	r	ə	d	t	∅	∅	E	R	E	T	T	∅	∅	7	5	7	1	1	∅	∅																							215	a	t	a	d	-	∅	∅	A	T	A	T	_	∅	∅	7	1	7	1	0	∅	∅	216	ə	tː	a	d	-	∅	∅	E	T	A	T	_	∅	∅	7	1	7	1	0	∅	∅	217	a	dː	a	d	-	∅	∅	A	T	A	T	_	∅	∅	7	1	7	1	0	∅	∅																							218	a	tː	a	d	-	∅	∅	A	T	A	T	_	∅	∅	7	1	7	1	0	∅	∅																							219	ə	tː	a	d	-	∅	∅	E	T	A	T	_	∅	∅	7	1	7	1	0	∅	∅																							220	a	t	a	d	-	∅	∅	A	T	A	T	_	∅	∅	7	1	7	1	0	∅	∅	221	ə	r	ə	d	t	∅	∅	E	R	E	T	T	∅	∅	7	5	7	1	1	∅	∅																							222	a	dː	a	d	-	∅	∅	A	T	A	T	_	∅	∅	7	1	7	1	0	∅	∅																																																																																																														
5	1.0000	1	0.2000	110	214	t	ə	r	ə	∅	∅	∅	T	E	R	E	∅	∅	∅	1	7	5	7	∅	∅	∅																							215	-	a	t	a	∅	∅	∅	_	A	T	A	∅	∅	∅	0	7	1	7	∅	∅	∅	216	-	ə	tː	a	∅	∅	∅	_	E	T	A	∅	∅	∅	0	7	1	7	∅	∅	∅	217	-	a	dː	a	∅	∅	∅	_	A	T	A	∅	∅	∅	0	7	1	7	∅	∅	∅																							218	-	a	tː	a	∅	∅	∅	_	A	T	A	∅	∅	∅	0	7	1	7	∅	∅	∅																							219	-	ə	tː	a	∅	∅	∅	_	E	T	A	∅	∅	∅	0	7	1	7	∅	∅	∅																							220	-	a	t	a	∅	∅	∅	_	A	T	A	∅	∅	∅	0	7	1	7	∅	∅	∅	221	t	ə	r	ə	∅	∅	∅	T	E	R	E	∅	∅	∅	1	7	5	7	∅	∅	∅																							222	-	a	dː	a	∅	∅	∅	_	A	T	A	∅	∅	∅	0	7	1	7	∅	∅	∅																																																																																																														
1	0.3333	3	1.0000	111	223	l	∅	∅	∅	ɨ	dʒ	∅	L	∅	∅	∅	I	T	∅	5	∅	∅	∅	7	1	∅	224	l	∅	∅	∅	ɨ	dʒ	∅	L	∅	∅	∅	I	T	∅	5	∅	∅	∅	7	1	∅																																																																																																																																																																																																																																																																																																																																											225	w	∅	∅	∅	e	dʒ	∅	W	∅	∅	∅	E	T	∅	6	∅	∅	∅	7	1	∅																						
2	0.6667	2	0.6667	111	223	ɨ	l	∅	∅	dʒ	∅	∅	I	L	∅	∅	T	∅	∅	7	5	∅	∅	1	∅	∅	224	ɨ	l	∅	∅	dʒ	∅	∅	I	L	∅	∅	T	∅	∅	7	5	∅	∅	1	∅	∅																																																																																																																																																																																																																																																																																																																																											225	e	w	∅	∅	dʒ	∅	∅	E	W	∅	∅	T	∅	∅	7	6	∅	∅	1	∅	∅																						
3	1.0000	1	0.3333	111	223	dʒ	ɨ	l	∅	∅	∅	∅	T	I	L	∅	∅	∅	∅	1	7	5	∅	∅	∅	∅	224	dʒ	ɨ	l	∅	∅	∅	∅	T	I	L	∅	∅	∅	∅	1	7	5	∅	∅	∅	∅																																																																																																																																																																																																																																																																																																																																											225	dʒ	e	w	∅	∅	∅	∅	T	E	W	∅	∅	∅	∅	1	7	6	∅	∅	∅	∅																						
1	0.2500	4	1.0000	113	226	b	∅	∅	∅	u	nː	a	P	∅	∅	∅	Y	N	A	1	∅	∅	∅	7	4	7	227	b	∅	∅	∅	u	nː	-	P	∅	∅	∅	Y	N	_	1	∅	∅	∅	7	4	0																																													228	b	∅	∅	∅	u	n	a	P	∅	∅	∅	Y	N	A	1	∅	∅	∅	7	4	7	229	b	∅	∅	∅	u	nː	a	P	∅	∅	∅	Y	N	A	1	∅	∅	∅	7	4	7																																													230	b	∅	∅	∅	u	n	o	P	∅	∅	∅	Y	N	U	1	∅	∅	∅	7	4	7	231	b	∅	∅	∅	u	n	-	P	∅	∅	∅	Y	N	_	1	∅	∅	∅	7	4	0																							232	b	∅	∅	∅	u	n	a	P	∅	∅	∅	Y	N	A	1	∅	∅	∅	7	4	7																																													233	b	∅	∅	∅	u	n	o	P	∅	∅	∅	Y	N	U	1	∅	∅	∅	7	4	7	234	b	∅	∅	∅	u	n	-	P	∅	∅	∅	Y	N	_	1	∅	∅	∅	7	4	0	235	b	∅	∅	∅	u	n	-	P	∅	∅	∅	Y	N	_	1	∅	∅	∅	7	4	0	236	b	∅	∅	∅	u	n	o	P	∅	∅	∅	Y	N	U	1	∅	∅	∅	7	4	7	237	b	∅	∅	∅	u	n	a	P	∅	∅	∅	Y	N	A	1	∅	∅	∅	7	4	7
