index	index_p	rindex	rindex_p	cogid	id_Amharic	segment_Amharic	segment_Amharic_L1	segment_Amharic_L2	segment_Amharic_L3	segment_Amharic_R1	segment_Amharic_R2	segment_Amharic_R3	SC_Amharic	SC_Amharic_L1	SC_Amharic_L2	SC_Amharic_L3	SC_Amharic_R1	SC_Amharic_R2	SC_Amharic_R3	PROSODY_Amharic	PROSODY_Amharic_L1	PROSODY_Amharic_L2	PROSODY_Amharic_L3	PROSODY_Amharic_R1	PROSODY_Amharic_R2	PROSODY_Amharic_R3	id_Argobba	segment_Argobba	segment_Argobba_L1	segment_Argobba_L2	segment_Argobba_L3	segment_Argobba_R1	segment_Argobba_R2	segment_Argobba_R3	SC_Argobba	SC_Argobba_L1	SC_Argobba_L2	SC_Argobba_L3	SC_Argobba_R1	SC_Argobba_R2	SC_Argobba_R3	PROSODY_Argobba	PROSODY_Argobba_L1	PROSODY_Argobba_L2	PROSODY_Argobba_L3	PROSODY_Argobba_R1	PROSODY_Argobba_R2	PROSODY_Argobba_R3	id_Chaha	segment_Chaha	segment_Chaha_L1	segment_Chaha_L2	segment_Chaha_L3	segment_Chaha_R1	segment_Chaha_R2	segment_Chaha_R3	SC_Chaha	SC_Chaha_L1	SC_Chaha_L2	SC_Chaha_L3	SC_Chaha_R1	SC_Chaha_R2	SC_Chaha_R3	PROSODY_Chaha	PROSODY_Chaha_L1	PROSODY_Chaha_L2	PROSODY_Chaha_L3	PROSODY_Chaha_R1	PROSODY_Chaha_R2	PROSODY_Chaha_R3	id_Endegagn	segment_Endegagn	segment_Endegagn_L1	segment_Endegagn_L2	segment_Endegagn_L3	segment_Endegagn_R1	segment_Endegagn_R2	segment_Endegagn_R3	SC_Endegagn	SC_Endegagn_L1	SC_Endegagn_L2	SC_Endegagn_L3	SC_Endegagn_R1	SC_Endegagn_R2	SC_Endegagn_R3	PROSODY_Endegagn	PROSODY_Endegagn_L1	PROSODY_Endegagn_L2	PROSODY_Endegagn_L3	PROSODY_Endegagn_R1	PROSODY_Endegagn_R2	PROSODY_Endegagn_R3	id_Ezha	segment_Ezha	segment_Ezha_L1	segment_Ezha_L2	segment_Ezha_L3	segment_Ezha_R1	segment_Ezha_R2	segment_Ezha_R3	SC_Ezha	SC_Ezha_L1	SC_Ezha_L2	SC_Ezha_L3	SC_Ezha_R1	SC_Ezha_R2	SC_Ezha_R3	PROSODY_Ezha	PROSODY_Ezha_L1	PROSODY_Ezha_L2	PROSODY_Ezha_L3	PROSODY_Ezha_R1	PROSODY_Ezha_R2	PROSODY_Ezha_R3	id_Geez	segment_Geez	segment_Geez_L1	segment_Geez_L2	segment_Geez_L3	segment_Geez_R1	segment_Geez_R2	segment_Geez_R3	SC_Geez	SC_Geez_L1	SC_Geez_L2	SC_Geez_L3	SC_Geez_R1	SC_Geez_R2	SC_Geez_R3	PROSODY_Geez	PROSODY_Geez_L1	PROSODY_Geez_L2	PROSODY_Geez_L3	PROSODY_Geez_R1	PROSODY_Geez_R2	PROSODY_Geez_R3	id_Gumer	segment_Gumer	segment_Gumer_L1	segment_Gumer_L2	segment_Gumer_L3	segment_Gumer_R1	segment_Gumer_R2	segment_Gumer_R3	SC_Gumer	SC_Gumer_L1	SC_Gumer_L2	SC_Gumer_L3	SC_Gumer_R1	SC_Gumer_R2	SC_Gumer_R3	PROSODY_Gumer	PROSODY_Gumer_L1	PROSODY_Gumer_L2	PROSODY_Gumer_L3	PROSODY_Gumer_R1	PROSODY_Gumer_R2	PROSODY_Gumer_R3	id_Gura	segment_Gura	segment_Gura_L1	segment_Gura_L2	segment_Gura_L3	segment_Gura_R1	segment_Gura_R2	segment_Gura_R3	SC_Gura	SC_Gura_L1	SC_Gura_L2	SC_Gura_L3	SC_Gura_R1	SC_Gura_R2	SC_Gura_R3	PROSODY_Gura	PROSODY_Gura_L1	PROSODY_Gura_L2	PROSODY_Gura_L3	PROSODY_Gura_R1	PROSODY_Gura_R2	PROSODY_Gura_R3	id_Gyeto	segment_Gyeto	segment_Gyeto_L1	segment_Gyeto_L2	segment_Gyeto_L3	segment_Gyeto_R1	segment_Gyeto_R2	segment_Gyeto_R3	SC_Gyeto	SC_Gyeto_L1	SC_Gyeto_L2	SC_Gyeto_L3	SC_Gyeto_R1	SC_Gyeto_R2	SC_Gyeto_R3	PROSODY_Gyeto	PROSODY_Gyeto_L1	PROSODY_Gyeto_L2	PROSODY_Gyeto_L3	PROSODY_Gyeto_R1	PROSODY_Gyeto_R2	PROSODY_Gyeto_R3	id_Harari	segment_Harari	segment_Harari_L1	segment_Harari_L2	segment_Harari_L3	segment_Harari_R1	segment_Harari_R2	segment_Harari_R3	SC_Harari	SC_Harari_L1	SC_Harari_L2	SC_Harari_L3	SC_Harari_R1	SC_Harari_R2	SC_Harari_R3	PROSODY_Harari	PROSODY_Harari_L1	PROSODY_Harari_L2	PROSODY_Harari_L3	PROSODY_Harari_R1	PROSODY_Harari_R2	PROSODY_Harari_R3	id_Inor	segment_Inor	segment_Inor_L1	segment_Inor_L2	segment_Inor_L3	segment_Inor_R1	segment_Inor_R2	segment_Inor_R3	SC_Inor	SC_Inor_L1	SC_Inor_L2	SC_Inor_L3	SC_Inor_R1	SC_Inor_R2	SC_Inor_R3	PROSODY_Inor	PROSODY_Inor_L1	PROSODY_Inor_L2	PROSODY_Inor_L3	PROSODY_Inor_R1	PROSODY_Inor_R2	PROSODY_Inor_R3	id_Kistane	segment_Kistane	segment_Kistane_L1	segment_Kistane_L2	segment_Kistane_L3	segment_Kistane_R1	segment_Kistane_R2	segment_Kistane_R3	SC_Kistane	SC_Kistane_L1	SC_Kistane_L2	SC_Kistane_L3	SC_Kistane_R1	SC_Kistane_R2	SC_Kistane_R3	PROSODY_Kistane	PROSODY_Kistane_L1	PROSODY_Kistane_L2	PROSODY_Kistane_L3	PROSODY_Kistane_R1	PROSODY_Kistane_R2	PROSODY_Kistane_R3	id_Mesqan	segment_Mesqan	segment_Mesqan_L1	segment_Mesqan_L2	segment_Mesqan_L3	segment_Mesqan_R1	segment_Mesqan_R2	segment_Mesqan_R3	SC_Mesqan	SC_Mesqan_L1	SC_Mesqan_L2	SC_Mesqan_L3	SC_Mesqan_R1	SC_Mesqan_R2	SC_Mesqan_R3	PROSODY_Mesqan	PROSODY_Mesqan_L1	PROSODY_Mesqan_L2	PROSODY_Mesqan_L3	PROSODY_Mesqan_R1	PROSODY_Mesqan_R2	PROSODY_Mesqan_R3	id_Muher	segment_Muher	segment_Muher_L1	segment_Muher_L2	segment_Muher_L3	segment_Muher_R1	segment_Muher_R2	segment_Muher_R3	SC_Muher	SC_Muher_L1	SC_Muher_L2	SC_Muher_L3	SC_Muher_R1	SC_Muher_R2	SC_Muher_R3	PROSODY_Muher	PROSODY_Muher_L1	PROSODY_Muher_L2	PROSODY_Muher_L3	PROSODY_Muher_R1	PROSODY_Muher_R2	PROSODY_Muher_R3	id_Silte	segment_Silte	segment_Silte_L1	segment_Silte_L2	segment_Silte_L3	segment_Silte_R1	segment_Silte_R2	segment_Silte_R3	SC_Silte	SC_Silte_L1	SC_Silte_L2	SC_Silte_L3	SC_Silte_R1	SC_Silte_R2	SC_Silte_R3	PROSODY_Silte	PROSODY_Silte_L1	PROSODY_Silte_L2	PROSODY_Silte_L3	PROSODY_Silte_R1	PROSODY_Silte_R2	PROSODY_Silte_R3	id_Tigre	segment_Tigre	segment_Tigre_L1	segment_Tigre_L2	segment_Tigre_L3	segment_Tigre_R1	segment_Tigre_R2	segment_Tigre_R3	SC_Tigre	SC_Tigre_L1	SC_Tigre_L2	SC_Tigre_L3	SC_Tigre_R1	SC_Tigre_R2	SC_Tigre_R3	PROSODY_Tigre	PROSODY_Tigre_L1	PROSODY_Tigre_L2	PROSODY_Tigre_L3	PROSODY_Tigre_R1	PROSODY_Tigre_R2	PROSODY_Tigre_R3	id_Tigrigna	segment_Tigrigna	segment_Tigrigna_L1	segment_Tigrigna_L2	segment_Tigrigna_L3	segment_Tigrigna_R1	segment_Tigrigna_R2	segment_Tigrigna_R3	SC_Tigrigna	SC_Tigrigna_L1	SC_Tigrigna_L2	SC_Tigrigna_L3	SC_Tigrigna_R1	SC_Tigrigna_R2	SC_Tigrigna_R3	PROSODY_Tigrigna	PROSODY_Tigrigna_L1	PROSODY_Tigrigna_L2	PROSODY_Tigrigna_L3	PROSODY_Tigrigna_R1	PROSODY_Tigrigna_R2	PROSODY_Tigrigna_R3	id_Wolane	segment_Wolane	segment_Wolane_L1	segment_Wolane_L2	segment_Wolane_L3	segment_Wolane_R1	segment_Wolane_R2	segment_Wolane_R3	SC_Wolane	SC_Wolane_L1	SC_Wolane_L2	SC_Wolane_L3	SC_Wolane_R1	SC_Wolane_R2	SC_Wolane_R3	PROSODY_Wolane	PROSODY_Wolane_L1	PROSODY_Wolane_L2	PROSODY_Wolane_L3	PROSODY_Wolane_R1	PROSODY_Wolane_R2	PROSODY_Wolane_R3	id_Zway	segment_Zway	segment_Zway_L1	segment_Zway_L2	segment_Zway_L3	segment_Zway_R1	segment_Zway_R2	segment_Zway_R3	SC_Zway	SC_Zway_L1	SC_Zway_L2	SC_Zway_L3	SC_Zway_R1	SC_Zway_R2	SC_Zway_R3	PROSODY_Zway	PROSODY_Zway_L1	PROSODY_Zway_L2	PROSODY_Zway_L3	PROSODY_Zway_R1	PROSODY_Zway_R2	PROSODY_Zway_R3
4	1.0000	1	0.2500	187																																																																																																																																																																																																							279	i	tʃ	u	b	∅	∅	∅	I	T	Y	P	∅	∅	∅	7	1	7	1	∅	∅	∅																																																																																									280	o	tʃ	uː	b	∅	∅	∅	U	T	Y	P	∅	∅	∅	7	1	7	1	∅	∅	∅																																													281	o	tʃ	u	b	∅	∅	∅	U	T	Y	P	∅	∅	∅	7	1	7	1	∅	∅	∅																						
1	0.2500	4	1.0000	207	282	dʒ	∅	∅	∅	o	r	o	T	∅	∅	∅	U	R	U	1	∅	∅	∅	7	5	7	283	dʒ	∅	∅	∅	o	r	o	T	∅	∅	∅	U	R	U	1	∅	∅	∅	7	5	7																																																																																																																																																																																																																																																																																																																																																																																						
2	0.5000	3	0.7500	207	282	o	dʒ	∅	∅	r	o	∅	U	T	∅	∅	R	U	∅	7	1	∅	∅	5	7	∅	283	o	dʒ	∅	∅	r	o	∅	U	T	∅	∅	R	U	∅	7	1	∅	∅	5	7	∅																																																																																																																																																																																																																																																																																																																																																																																						
3	0.7500	2	0.5000	207	282	r	o	dʒ	∅	o	∅	∅	R	U	T	∅	U	∅	∅	5	7	1	∅	7	∅	∅	283	r	o	dʒ	∅	o	∅	∅	R	U	T	∅	U	∅	∅	5	7	1	∅	7	∅	∅																																																																																																																																																																																																																																																																																																																																																																																						
4	1.0000	1	0.2500	207	282	o	r	o	dʒ	∅	∅	∅	U	R	U	T	∅	∅	∅	7	5	7	1	∅	∅	∅	283	o	r	o	dʒ	∅	∅	∅	U	R	U	T	∅	∅	∅	7	5	7	1	∅	∅	∅																																																																																																																																																																																																																																																																																																																																																																																						
1	0.2000	5	1.0000	211	284	m	∅	∅	∅	ɨ	ʃː	ɨ	M	∅	∅	∅	I	S	I	4	∅	∅	∅	7	3	7	285	m	∅	∅	∅	u	ʃ	e	M	∅	∅	∅	Y	S	E	4	∅	∅	∅	7	3	7																																																																			286	m	∅	∅	∅	ɨ	s	e	M	∅	∅	∅	I	S	E	4	∅	∅	∅	7	3	7																																																																			287	m	∅	∅	∅	ə	ʃ	eː	M	∅	∅	∅	E	S	E	4	∅	∅	∅	7	3	7																							288	m	∅	∅	∅	ɨ	ʃ	ə	M	∅	∅	∅	I	S	E	4	∅	∅	∅	7	3	7																																													289	g	∅	∅	∅	ə	bː	a	K	∅	∅	∅	E	P	A	1	∅	∅	∅	7	1	7	290	m	∅	∅	∅	ɨ	s	e	M	∅	∅	∅	I	S	E	4	∅	∅	∅	7	3	7	291	m	∅	∅	∅	ɨ	ʃ	ə	M	∅	∅	∅	I	S	E	4	∅	∅	∅	7	3	7																							292	m	∅	∅	∅	ɨ	ʃ	i	M	∅	∅	∅	I	S	I	4	∅	∅	∅	7	3	7
2	0.4000	4	0.8000	211	284	ɨ	m	∅	∅	ʃː	ɨ	t	I	M	∅	∅	S	I	T	7	4	∅	∅	3	7	1	285	u	m	∅	∅	ʃ	e	d	Y	M	∅	∅	S	E	T	7	4	∅	∅	3	7	1																																																																			286	ɨ	m	∅	∅	s	e	t	I	M	∅	∅	S	E	T	7	4	∅	∅	3	7	1																																																																			287	ə	m	∅	∅	ʃ	eː	t	E	M	∅	∅	S	E	T	7	4	∅	∅	3	7	1																							288	ɨ	m	∅	∅	ʃ	ə	r	I	M	∅	∅	S	E	R	7	4	∅	∅	3	7	5																																													289	ə	g	∅	∅	bː	a	t	E	K	∅	∅	P	A	T	7	1	∅	∅	1	7	1	290	ɨ	m	∅	∅	s	e	-	I	M	∅	∅	S	E	_	7	4	∅	∅	3	7	0	291	ɨ	m	∅	∅	ʃ	ə	t	I	M	∅	∅	S	E	T	7	4	∅	∅	3	7	1																							292	ɨ	m	∅	∅	ʃ	i	t	I	M	∅	∅	S	I	T	7	4	∅	∅	3	7	1
3	0.6000	3	0.6000	211	284	ʃː	ɨ	m	∅	ɨ	t	∅	S	I	M	∅	I	T	∅	3	7	4	∅	7	1	∅	285	ʃ	u	m	∅	e	d	∅	S	Y	M	∅	E	T	∅	3	7	4	∅	7	1	∅																																																																			286	s	ɨ	m	∅	e	t	∅	S	I	M	∅	E	T	∅	3	7	4	∅	7	1	∅																																																																			287	ʃ	ə	m	∅	eː	t	∅	S	E	M	∅	E	T	∅	3	7	4	∅	7	1	∅																							288	ʃ	ɨ	m	∅	ə	r	∅	S	I	M	∅	E	R	∅	3	7	4	∅	7	5	∅																																													289	bː	ə	g	∅	a	t	∅	P	E	K	∅	A	T	∅	1	7	1	∅	7	1	∅	290	s	ɨ	m	∅	e	-	∅	S	I	M	∅	E	_	∅	3	7	4	∅	7	0	∅	291	ʃ	ɨ	m	∅	ə	t	∅	S	I	M	∅	E	T	∅	3	7	4	∅	7	1	∅																							292	ʃ	ɨ	m	∅	i	t	∅	S	I	M	∅	I	T	∅	3	7	4	∅	7	1	∅
4	0.8000	2	0.4000	211	284	ɨ	ʃː	ɨ	m	t	∅	∅	I	S	I	M	T	∅	∅	7	3	7	4	1	∅	∅	285	e	ʃ	u	m	d	∅	∅	E	S	Y	M	T	∅	∅	7	3	7	4	1	∅	∅																																																																			286	e	s	ɨ	m	t	∅	∅	E	S	I	M	T	∅	∅	7	3	7	4	1	∅	∅																																																																			287	eː	ʃ	ə	m	t	∅	∅	E	S	E	M	T	∅	∅	7	3	7	4	1	∅	∅																							288	ə	ʃ	ɨ	m	r	∅	∅	E	S	I	M	R	∅	∅	7	3	7	4	5	∅	∅																																													289	a	bː	ə	g	t	∅	∅	A	P	E	K	T	∅	∅	7	1	7	1	1	∅	∅	290	e	s	ɨ	m	-	∅	∅	E	S	I	M	_	∅	∅	7	3	7	4	0	∅	∅	291	ə	ʃ	ɨ	m	t	∅	∅	E	S	I	M	T	∅	∅	7	3	7	4	1	∅	∅																							292	i	ʃ	ɨ	m	t	∅	∅	I	S	I	M	T	∅	∅	7	3	7	4	1	∅	∅
5	1.0000	1	0.2000	211	284	t	ɨ	ʃː	ɨ	∅	∅	∅	T	I	S	I	∅	∅	∅	1	7	3	7	∅	∅	∅	285	d	e	ʃ	u	∅	∅	∅	T	E	S	Y	∅	∅	∅	1	7	3	7	∅	∅	∅																																																																			286	t	e	s	ɨ	∅	∅	∅	T	E	S	I	∅	∅	∅	1	7	3	7	∅	∅	∅																																																																			287	t	eː	ʃ	ə	∅	∅	∅	T	E	S	E	∅	∅	∅	1	7	3	7	∅	∅	∅																							288	r	ə	ʃ	ɨ	∅	∅	∅	R	E	S	I	∅	∅	∅	5	7	3	7	∅	∅	∅																																													289	t	a	bː	ə	∅	∅	∅	T	A	P	E	∅	∅	∅	1	7	1	7	∅	∅	∅	290	-	e	s	ɨ	∅	∅	∅	_	E	S	I	∅	∅	∅	0	7	3	7	∅	∅	∅	291	t	ə	ʃ	ɨ	∅	∅	∅	T	E	S	I	∅	∅	∅	1	7	3	7	∅	∅	∅																							292	t	i	ʃ	ɨ	∅	∅	∅	T	I	S	I	∅	∅	∅	1	7	3	7	∅	∅	∅
1	0.1429	7	1.0000	213	293	ʔ	∅	∅	∅	a	r	aː	H	∅	∅	∅	A	R	A	1	∅	∅	∅	7	5	7	294	ʔ	∅	∅	∅	a	r	aː	H	∅	∅	∅	A	R	A	1	∅	∅	∅	7	5	7																																																																																																																																																											295	ħ	∅	∅	∅	a	r	aː	H	∅	∅	∅	A	R	A	3	∅	∅	∅	7	5	7																							296	ʔ	∅	∅	∅	a	r	a	H	∅	∅	∅	A	R	A	1	∅	∅	∅	7	5	7	297	ʔ	∅	∅	∅	a	r	a	H	∅	∅	∅	A	R	A	1	∅	∅	∅	7	5	7																							298	ʔ	∅	∅	∅	a	r	aː	H	∅	∅	∅	A	R	A	1	∅	∅	∅	7	5	7	299	ħ	∅	∅	∅	ə	r	ə	H	∅	∅	∅	E	R	E	3	∅	∅	∅	7	5	7	300	ħ	∅	∅	∅	a	r	ə	H	∅	∅	∅	A	R	E	3	∅	∅	∅	7	5	7	301	ʔ	∅	∅	∅	a	r	a	H	∅	∅	∅	A	R	A	1	∅	∅	∅	7	5	7	302	ʔ	∅	∅	∅	a	r	aː	H	∅	∅	∅	A	R	A	1	∅	∅	∅	7	5	7
2	0.2857	6	0.8571	213	293	a	ʔ	∅	∅	r	aː	ʃ	A	H	∅	∅	R	A	S	7	1	∅	∅	5	7	3	294	a	ʔ	∅	∅	r	aː	ʃ	A	H	∅	∅	R	A	S	7	1	∅	∅	5	7	3																																																																																																																																																											295	a	ħ	∅	∅	r	aː	ʃ	A	H	∅	∅	R	A	S	7	3	∅	∅	5	7	3																							296	a	ʔ	∅	∅	r	a	ʃ	A	H	∅	∅	R	A	S	7	1	∅	∅	5	7	3	297	a	ʔ	∅	∅	r	a	ʃ	A	H	∅	∅	R	A	S	7	1	∅	∅	5	7	3																							298	a	ʔ	∅	∅	r	aː	ʃ	A	H	∅	∅	R	A	S	7	1	∅	∅	5	7	3	299	ə	ħ	∅	∅	r	ə	s	E	H	∅	∅	R	E	S	7	3	∅	∅	5	7	3	300	a	ħ	∅	∅	r	ə	s	A	H	∅	∅	R	E	S	7	3	∅	∅	5	7	3	301	a	ʔ	∅	∅	r	a	ʃ	A	H	∅	∅	R	A	S	7	1	∅	∅	5	7	3	302	a	ʔ	∅	∅	r	aː	ʃ	A	H	∅	∅	R	A	S	7	1	∅	∅	5	7	3
3	0.4286	5	0.7143	213	293	r	a	ʔ	∅	aː	ʃ	-	R	A	H	∅	A	S	_	5	7	1	∅	7	3	0	294	r	a	ʔ	∅	aː	ʃ	-	R	A	H	∅	A	S	_	5	7	1	∅	7	3	0																																																																																																																																																											295	r	a	ħ	∅	aː	ʃ	-	R	A	H	∅	A	S	_	5	7	3	∅	7	3	0																							296	r	a	ʔ	∅	a	ʃ	-	R	A	H	∅	A	S	_	5	7	1	∅	7	3	0	297	r	a	ʔ	∅	a	ʃ	-	R	A	H	∅	A	S	_	5	7	1	∅	7	3	0																							298	r	a	ʔ	∅	aː	ʃ	-	R	A	H	∅	A	S	_	5	7	1	∅	7	3	0	299	r	ə	ħ	∅	ə	s	t	R	E	H	∅	E	S	T	5	7	3	∅	7	3	1	300	r	a	ħ	∅	ə	s	t	R	A	H	∅	E	S	T	5	7	3	∅	7	3	1	301	r	a	ʔ	∅	a	ʃ	-	R	A	H	∅	A	S	_	5	7	1	∅	7	3	0	302	r	a	ʔ	∅	aː	ʃ	-	R	A	H	∅	A	S	_	5	7	1	∅	7	3	0
4	0.5714	4	0.5714	213	293	aː	r	a	ʔ	ʃ	-	-	A	R	A	H	S	_	_	7	5	7	1	3	0	0	294	aː	r	a	ʔ	ʃ	-	-	A	R	A	H	S	_	_	7	5	7	1	3	0	0																																																																																																																																																											295	aː	r	a	ħ	ʃ	-	i	A	R	A	H	S	_	I	7	5	7	3	3	0	7																							296	a	r	a	ʔ	ʃ	-	-	A	R	A	H	S	_	_	7	5	7	1	3	0	0	297	a	r	a	ʔ	ʃ	-	-	A	R	A	H	S	_	_	7	5	7	1	3	0	0																							298	aː	r	a	ʔ	ʃ	-	i	A	R	A	H	S	_	I	7	5	7	1	3	0	7	299	ə	r	ə	ħ	s	t	ai̯	E	R	E	H	S	T	A	7	5	7	3	3	1	7	300	ə	r	a	ħ	s	t	ai̯	E	R	A	H	S	T	A	7	5	7	3	3	1	7	301	a	r	a	ʔ	ʃ	-	-	A	R	A	H	S	_	_	7	5	7	1	3	0	0	302	aː	r	a	ʔ	ʃ	-	i	A	R	A	H	S	_	I	7	5	7	1	3	0	7
5	0.7143	3	0.4286	213	293	ʃ	aː	r	a	-	-	∅	S	A	R	A	_	_	∅	3	7	5	7	0	0	∅	294	ʃ	aː	r	a	-	-	∅	S	A	R	A	_	_	∅	3	7	5	7	0	0	∅																																																																																																																																																											295	ʃ	aː	r	a	-	i	∅	S	A	R	A	_	I	∅	3	7	5	7	0	7	∅																							296	ʃ	a	r	a	-	-	∅	S	A	R	A	_	_	∅	3	7	5	7	0	0	∅	297	ʃ	a	r	a	-	-	∅	S	A	R	A	_	_	∅	3	7	5	7	0	0	∅																							298	ʃ	aː	r	a	-	i	∅	S	A	R	A	_	I	∅	3	7	5	7	0	7	∅	299	s	ə	r	ə	t	ai̯	∅	S	E	R	E	T	A	∅	3	7	5	7	1	7	∅	300	s	ə	r	a	t	ai̯	∅	S	E	R	A	T	A	∅	3	7	5	7	1	7	∅	301	ʃ	a	r	a	-	-	∅	S	A	R	A	_	_	∅	3	7	5	7	0	0	∅	302	ʃ	aː	r	a	-	i	∅	S	A	R	A	_	I	∅	3	7	5	7	0	7	∅
6	0.8571	2	0.2857	213	293	-	ʃ	aː	r	-	∅	∅	_	S	A	R	_	∅	∅	0	3	7	5	0	∅	∅	294	-	ʃ	aː	r	-	∅	∅	_	S	A	R	_	∅	∅	0	3	7	5	0	∅	∅																																																																																																																																																											295	-	ʃ	aː	r	i	∅	∅	_	S	A	R	I	∅	∅	0	3	7	5	7	∅	∅																							296	-	ʃ	a	r	-	∅	∅	_	S	A	R	_	∅	∅	0	3	7	5	0	∅	∅	297	-	ʃ	a	r	-	∅	∅	_	S	A	R	_	∅	∅	0	3	7	5	0	∅	∅																							298	-	ʃ	aː	r	i	∅	∅	_	S	A	R	I	∅	∅	0	3	7	5	7	∅	∅	299	t	s	ə	r	ai̯	∅	∅	T	S	E	R	A	∅	∅	1	3	7	5	7	∅	∅	300	t	s	ə	r	ai̯	∅	∅	T	S	E	R	A	∅	∅	1	3	7	5	7	∅	∅	301	-	ʃ	a	r	-	∅	∅	_	S	A	R	_	∅	∅	0	3	7	5	0	∅	∅	302	-	ʃ	aː	r	i	∅	∅	_	S	A	R	I	∅	∅	0	3	7	5	7	∅	∅
7	1.0000	1	0.1429	213	293	-	-	ʃ	aː	∅	∅	∅	_	_	S	A	∅	∅	∅	0	0	3	7	∅	∅	∅	294	-	-	ʃ	aː	∅	∅	∅	_	_	S	A	∅	∅	∅	0	0	3	7	∅	∅	∅																																																																																																																																																											295	i	-	ʃ	aː	∅	∅	∅	I	_	S	A	∅	∅	∅	7	0	3	7	∅	∅	∅																							296	-	-	ʃ	a	∅	∅	∅	_	_	S	A	∅	∅	∅	0	0	3	7	∅	∅	∅	297	-	-	ʃ	a	∅	∅	∅	_	_	S	A	∅	∅	∅	0	0	3	7	∅	∅	∅																							298	i	-	ʃ	aː	∅	∅	∅	I	_	S	A	∅	∅	∅	7	0	3	7	∅	∅	∅	299	ai̯	t	s	ə	∅	∅	∅	A	T	S	E	∅	∅	∅	7	1	3	7	∅	∅	∅	300	ai̯	t	s	ə	∅	∅	∅	A	T	S	E	∅	∅	∅	7	1	3	7	∅	∅	∅	301	-	-	ʃ	a	∅	∅	∅	_	_	S	A	∅	∅	∅	0	0	3	7	∅	∅	∅	302	i	-	ʃ	aː	∅	∅	∅	I	_	S	A	∅	∅	∅	7	0	3	7	∅	∅	∅
1	0.1667	6	1.0000	216	303	tʃʼ	∅	∅	∅	ə	rː	ə	T	∅	∅	∅	E	R	E	1	∅	∅	∅	7	5	7	304	tʃʼ	∅	∅	∅	e	rː	ə	T	∅	∅	∅	E	R	E	1	∅	∅	∅	7	5	7																																																																																																																																																																																																																																																																									305	tʃʼ	∅	∅	∅	eː	r	ə	T	∅	∅	∅	E	R	E	1	∅	∅	∅	7	5	7																																													306	tʃʼ	∅	∅	∅	eː	r	ə	T	∅	∅	∅	E	R	E	1	∅	∅	∅	7	5	7																						
2	0.3333	5	0.8333	216	303	ə	tʃʼ	∅	∅	rː	ə	s	E	T	∅	∅	R	E	S	7	1	∅	∅	5	7	3	304	e	tʃʼ	∅	∅	rː	ə	s	E	T	∅	∅	R	E	S	7	1	∅	∅	5	7	3																																																																																																																																																																																																																																																																									305	eː	tʃʼ	∅	∅	r	ə	s	E	T	∅	∅	R	E	S	7	1	∅	∅	5	7	3																																													306	eː	tʃʼ	∅	∅	r	ə	s	E	T	∅	∅	R	E	S	7	1	∅	∅	5	7	3																						
3	0.5000	4	0.6667	216	303	rː	ə	tʃʼ	∅	ə	s	ə	R	E	T	∅	E	S	E	5	7	1	∅	7	3	7	304	rː	e	tʃʼ	∅	ə	s	a	R	E	T	∅	E	S	A	5	7	1	∅	7	3	7																																																																																																																																																																																																																																																																									305	r	eː	tʃʼ	∅	ə	s	ə	R	E	T	∅	E	S	E	5	7	1	∅	7	3	7																																													306	r	eː	tʃʼ	∅	ə	s	ə	R	E	T	∅	E	S	E	5	7	1	∅	7	3	7																						
4	0.6667	3	0.5000	216	303	ə	rː	ə	tʃʼ	s	ə	∅	E	R	E	T	S	E	∅	7	5	7	1	3	7	∅	304	ə	rː	e	tʃʼ	s	a	∅	E	R	E	T	S	A	∅	7	5	7	1	3	7	∅																																																																																																																																																																																																																																																																									305	ə	r	eː	tʃʼ	s	ə	∅	E	R	E	T	S	E	∅	7	5	7	1	3	7	∅																																													306	ə	r	eː	tʃʼ	s	ə	∅	E	R	E	T	S	E	∅	7	5	7	1	3	7	∅																						
5	0.8333	2	0.3333	216	303	s	ə	rː	ə	ə	∅	∅	S	E	R	E	E	∅	∅	3	7	5	7	7	∅	∅	304	s	ə	rː	e	a	∅	∅	S	E	R	E	A	∅	∅	3	7	5	7	7	∅	∅																																																																																																																																																																																																																																																																									305	s	ə	r	eː	ə	∅	∅	S	E	R	E	E	∅	∅	3	7	5	7	7	∅	∅																																													306	s	ə	r	eː	ə	∅	∅	S	E	R	E	E	∅	∅	3	7	5	7	7	∅	∅																						
6	1.0000	1	0.1667	216	303	ə	s	ə	rː	∅	∅	∅	E	S	E	R	∅	∅	∅	7	3	7	5	∅	∅	∅	304	a	s	ə	rː	∅	∅	∅	A	S	E	R	∅	∅	∅	7	3	7	5	∅	∅	∅																																																																																																																																																																																																																																																																									305	ə	s	ə	r	∅	∅	∅	E	S	E	R	∅	∅	∅	7	3	7	5	∅	∅	∅																																													306	ə	s	ə	r	∅	∅	∅	E	S	E	R	∅	∅	∅	7	3	7	5	∅	∅	∅																						
1	0.3333	3	1.0000	217																							307	ʔ	∅	∅	∅	a	w	∅	H	∅	∅	∅	A	W	∅	1	∅	∅	∅	7	6	∅																																																																																																																																																											308	ʔ	∅	∅	∅	aː	w	∅	H	∅	∅	∅	A	W	∅	1	∅	∅	∅	7	6	∅																																																																																																																																																																																																						
