index	index_p	rindex	rindex_p	cogid	id_Amharic	segment_Amharic	segment_Amharic_L1	segment_Amharic_L2	segment_Amharic_L3	segment_Amharic_R1	segment_Amharic_R2	segment_Amharic_R3	SC_Amharic	SC_Amharic_L1	SC_Amharic_L2	SC_Amharic_L3	SC_Amharic_R1	SC_Amharic_R2	SC_Amharic_R3	PROSODY_Amharic	PROSODY_Amharic_L1	PROSODY_Amharic_L2	PROSODY_Amharic_L3	PROSODY_Amharic_R1	PROSODY_Amharic_R2	PROSODY_Amharic_R3	id_Argobba	segment_Argobba	segment_Argobba_L1	segment_Argobba_L2	segment_Argobba_L3	segment_Argobba_R1	segment_Argobba_R2	segment_Argobba_R3	SC_Argobba	SC_Argobba_L1	SC_Argobba_L2	SC_Argobba_L3	SC_Argobba_R1	SC_Argobba_R2	SC_Argobba_R3	PROSODY_Argobba	PROSODY_Argobba_L1	PROSODY_Argobba_L2	PROSODY_Argobba_L3	PROSODY_Argobba_R1	PROSODY_Argobba_R2	PROSODY_Argobba_R3	id_Chaha	segment_Chaha	segment_Chaha_L1	segment_Chaha_L2	segment_Chaha_L3	segment_Chaha_R1	segment_Chaha_R2	segment_Chaha_R3	SC_Chaha	SC_Chaha_L1	SC_Chaha_L2	SC_Chaha_L3	SC_Chaha_R1	SC_Chaha_R2	SC_Chaha_R3	PROSODY_Chaha	PROSODY_Chaha_L1	PROSODY_Chaha_L2	PROSODY_Chaha_L3	PROSODY_Chaha_R1	PROSODY_Chaha_R2	PROSODY_Chaha_R3	id_Endegagn	segment_Endegagn	segment_Endegagn_L1	segment_Endegagn_L2	segment_Endegagn_L3	segment_Endegagn_R1	segment_Endegagn_R2	segment_Endegagn_R3	SC_Endegagn	SC_Endegagn_L1	SC_Endegagn_L2	SC_Endegagn_L3	SC_Endegagn_R1	SC_Endegagn_R2	SC_Endegagn_R3	PROSODY_Endegagn	PROSODY_Endegagn_L1	PROSODY_Endegagn_L2	PROSODY_Endegagn_L3	PROSODY_Endegagn_R1	PROSODY_Endegagn_R2	PROSODY_Endegagn_R3	id_Ezha	segment_Ezha	segment_Ezha_L1	segment_Ezha_L2	segment_Ezha_L3	segment_Ezha_R1	segment_Ezha_R2	segment_Ezha_R3	SC_Ezha	SC_Ezha_L1	SC_Ezha_L2	SC_Ezha_L3	SC_Ezha_R1	SC_Ezha_R2	SC_Ezha_R3	PROSODY_Ezha	PROSODY_Ezha_L1	PROSODY_Ezha_L2	PROSODY_Ezha_L3	PROSODY_Ezha_R1	PROSODY_Ezha_R2	PROSODY_Ezha_R3	id_Geez	segment_Geez	segment_Geez_L1	segment_Geez_L2	segment_Geez_L3	segment_Geez_R1	segment_Geez_R2	segment_Geez_R3	SC_Geez	SC_Geez_L1	SC_Geez_L2	SC_Geez_L3	SC_Geez_R1	SC_Geez_R2	SC_Geez_R3	PROSODY_Geez	PROSODY_Geez_L1	PROSODY_Geez_L2	PROSODY_Geez_L3	PROSODY_Geez_R1	PROSODY_Geez_R2	PROSODY_Geez_R3	id_Gumer	segment_Gumer	segment_Gumer_L1	segment_Gumer_L2	segment_Gumer_L3	segment_Gumer_R1	segment_Gumer_R2	segment_Gumer_R3	SC_Gumer	SC_Gumer_L1	SC_Gumer_L2	SC_Gumer_L3	SC_Gumer_R1	SC_Gumer_R2	SC_Gumer_R3	PROSODY_Gumer	PROSODY_Gumer_L1	PROSODY_Gumer_L2	PROSODY_Gumer_L3	PROSODY_Gumer_R1	PROSODY_Gumer_R2	PROSODY_Gumer_R3	id_Gura	segment_Gura	segment_Gura_L1	segment_Gura_L2	segment_Gura_L3	segment_Gura_R1	segment_Gura_R2	segment_Gura_R3	SC_Gura	SC_Gura_L1	SC_Gura_L2	SC_Gura_L3	SC_Gura_R1	SC_Gura_R2	SC_Gura_R3	PROSODY_Gura	PROSODY_Gura_L1	PROSODY_Gura_L2	PROSODY_Gura_L3	PROSODY_Gura_R1	PROSODY_Gura_R2	PROSODY_Gura_R3	id_Gyeto	segment_Gyeto	segment_Gyeto_L1	segment_Gyeto_L2	segment_Gyeto_L3	segment_Gyeto_R1	segment_Gyeto_R2	segment_Gyeto_R3	SC_Gyeto	SC_Gyeto_L1	SC_Gyeto_L2	SC_Gyeto_L3	SC_Gyeto_R1	SC_Gyeto_R2	SC_Gyeto_R3	PROSODY_Gyeto	PROSODY_Gyeto_L1	PROSODY_Gyeto_L2	PROSODY_Gyeto_L3	PROSODY_Gyeto_R1	PROSODY_Gyeto_R2	PROSODY_Gyeto_R3	id_Harari	segment_Harari	segment_Harari_L1	segment_Harari_L2	segment_Harari_L3	segment_Harari_R1	segment_Harari_R2	segment_Harari_R3	SC_Harari	SC_Harari_L1	SC_Harari_L2	SC_Harari_L3	SC_Harari_R1	SC_Harari_R2	SC_Harari_R3	PROSODY_Harari	PROSODY_Harari_L1	PROSODY_Harari_L2	PROSODY_Harari_L3	PROSODY_Harari_R1	PROSODY_Harari_R2	PROSODY_Harari_R3	id_Inor	segment_Inor	segment_Inor_L1	segment_Inor_L2	segment_Inor_L3	segment_Inor_R1	segment_Inor_R2	segment_Inor_R3	SC_Inor	SC_Inor_L1	SC_Inor_L2	SC_Inor_L3	SC_Inor_R1	SC_Inor_R2	SC_Inor_R3	PROSODY_Inor	PROSODY_Inor_L1	PROSODY_Inor_L2	PROSODY_Inor_L3	PROSODY_Inor_R1	PROSODY_Inor_R2	PROSODY_Inor_R3	id_Kistane	segment_Kistane	segment_Kistane_L1	segment_Kistane_L2	segment_Kistane_L3	segment_Kistane_R1	segment_Kistane_R2	segment_Kistane_R3	SC_Kistane	SC_Kistane_L1	SC_Kistane_L2	SC_Kistane_L3	SC_Kistane_R1	SC_Kistane_R2	SC_Kistane_R3	PROSODY_Kistane	PROSODY_Kistane_L1	PROSODY_Kistane_L2	PROSODY_Kistane_L3	PROSODY_Kistane_R1	PROSODY_Kistane_R2	PROSODY_Kistane_R3	id_Mesqan	segment_Mesqan	segment_Mesqan_L1	segment_Mesqan_L2	segment_Mesqan_L3	segment_Mesqan_R1	segment_Mesqan_R2	segment_Mesqan_R3	SC_Mesqan	SC_Mesqan_L1	SC_Mesqan_L2	SC_Mesqan_L3	SC_Mesqan_R1	SC_Mesqan_R2	SC_Mesqan_R3	PROSODY_Mesqan	PROSODY_Mesqan_L1	PROSODY_Mesqan_L2	PROSODY_Mesqan_L3	PROSODY_Mesqan_R1	PROSODY_Mesqan_R2	PROSODY_Mesqan_R3	id_Muher	segment_Muher	segment_Muher_L1	segment_Muher_L2	segment_Muher_L3	segment_Muher_R1	segment_Muher_R2	segment_Muher_R3	SC_Muher	SC_Muher_L1	SC_Muher_L2	SC_Muher_L3	SC_Muher_R1	SC_Muher_R2	SC_Muher_R3	PROSODY_Muher	PROSODY_Muher_L1	PROSODY_Muher_L2	PROSODY_Muher_L3	PROSODY_Muher_R1	PROSODY_Muher_R2	PROSODY_Muher_R3	id_Silte	segment_Silte	segment_Silte_L1	segment_Silte_L2	segment_Silte_L3	segment_Silte_R1	segment_Silte_R2	segment_Silte_R3	SC_Silte	SC_Silte_L1	SC_Silte_L2	SC_Silte_L3	SC_Silte_R1	SC_Silte_R2	SC_Silte_R3	PROSODY_Silte	PROSODY_Silte_L1	PROSODY_Silte_L2	PROSODY_Silte_L3	PROSODY_Silte_R1	PROSODY_Silte_R2	PROSODY_Silte_R3	id_Tigre	segment_Tigre	segment_Tigre_L1	segment_Tigre_L2	segment_Tigre_L3	segment_Tigre_R1	segment_Tigre_R2	segment_Tigre_R3	SC_Tigre	SC_Tigre_L1	SC_Tigre_L2	SC_Tigre_L3	SC_Tigre_R1	SC_Tigre_R2	SC_Tigre_R3	PROSODY_Tigre	PROSODY_Tigre_L1	PROSODY_Tigre_L2	PROSODY_Tigre_L3	PROSODY_Tigre_R1	PROSODY_Tigre_R2	PROSODY_Tigre_R3	id_Tigrigna	segment_Tigrigna	segment_Tigrigna_L1	segment_Tigrigna_L2	segment_Tigrigna_L3	segment_Tigrigna_R1	segment_Tigrigna_R2	segment_Tigrigna_R3	SC_Tigrigna	SC_Tigrigna_L1	SC_Tigrigna_L2	SC_Tigrigna_L3	SC_Tigrigna_R1	SC_Tigrigna_R2	SC_Tigrigna_R3	PROSODY_Tigrigna	PROSODY_Tigrigna_L1	PROSODY_Tigrigna_L2	PROSODY_Tigrigna_L3	PROSODY_Tigrigna_R1	PROSODY_Tigrigna_R2	PROSODY_Tigrigna_R3	id_Wolane	segment_Wolane	segment_Wolane_L1	segment_Wolane_L2	segment_Wolane_L3	segment_Wolane_R1	segment_Wolane_R2	segment_Wolane_R3	SC_Wolane	SC_Wolane_L1	SC_Wolane_L2	SC_Wolane_L3	SC_Wolane_R1	SC_Wolane_R2	SC_Wolane_R3	PROSODY_Wolane	PROSODY_Wolane_L1	PROSODY_Wolane_L2	PROSODY_Wolane_L3	PROSODY_Wolane_R1	PROSODY_Wolane_R2	PROSODY_Wolane_R3	id_Zway	segment_Zway	segment_Zway_L1	segment_Zway_L2	segment_Zway_L3	segment_Zway_R1	segment_Zway_R2	segment_Zway_R3	SC_Zway	SC_Zway_L1	SC_Zway_L2	SC_Zway_L3	SC_Zway_R1	SC_Zway_R2	SC_Zway_R3	PROSODY_Zway	PROSODY_Zway_L1	PROSODY_Zway_L2	PROSODY_Zway_L3	PROSODY_Zway_R1	PROSODY_Zway_R2	PROSODY_Zway_R3
2	0.5000	3	0.7500	186																																																																																																																																																																																																							176	oː	kʼ	∅	∅	tʃʼ	a	∅	U	K	∅	∅	T	A	∅	7	1	∅	∅	1	7	∅																																																																																									177	oː	kʼ	∅	∅	tʃ	e	∅	U	K	∅	∅	T	E	∅	7	1	∅	∅	1	7	∅																																													178	oː	kʼ	∅	∅	tʃ	e	∅	U	K	∅	∅	T	E	∅	7	1	∅	∅	1	7	∅	179	uː	kʼ	∅	∅	tʃ	i	∅	Y	K	∅	∅	T	I	∅	7	1	∅	∅	1	7	∅
3	0.7500	2	0.5000	186																																																																																																																																																																																																							176	tʃʼ	oː	kʼ	∅	a	∅	∅	T	U	K	∅	A	∅	∅	1	7	1	∅	7	∅	∅																																																																																									177	tʃ	oː	kʼ	∅	e	∅	∅	T	U	K	∅	E	∅	∅	1	7	1	∅	7	∅	∅																																													178	tʃ	oː	kʼ	∅	e	∅	∅	T	U	K	∅	E	∅	∅	1	7	1	∅	7	∅	∅	179	tʃ	uː	kʼ	∅	i	∅	∅	T	Y	K	∅	I	∅	∅	1	7	1	∅	7	∅	∅
4	1.0000	1	0.2500	186																																																																																																																																																																																																							176	a	tʃʼ	oː	kʼ	∅	∅	∅	A	T	U	K	∅	∅	∅	7	1	7	1	∅	∅	∅																																																																																									177	e	tʃ	oː	kʼ	∅	∅	∅	E	T	U	K	∅	∅	∅	7	1	7	1	∅	∅	∅																																													178	e	tʃ	oː	kʼ	∅	∅	∅	E	T	U	K	∅	∅	∅	7	1	7	1	∅	∅	∅	179	i	tʃ	uː	kʼ	∅	∅	∅	I	T	Y	K	∅	∅	∅	7	1	7	1	∅	∅	∅
1	0.2500	4	1.0000	187																																																																																																																																																																																																							180	b	∅	∅	∅	u	tʃ	i	P	∅	∅	∅	Y	T	I	1	∅	∅	∅	7	1	7																																																																																									181	b	∅	∅	∅	uː	tʃ	o	P	∅	∅	∅	Y	T	U	1	∅	∅	∅	7	1	7																																													182	b	∅	∅	∅	u	tʃ	o	P	∅	∅	∅	Y	T	U	1	∅	∅	∅	7	1	7																						
2	0.5000	3	0.7500	187																																																																																																																																																																																																							180	u	b	∅	∅	tʃ	i	∅	Y	P	∅	∅	T	I	∅	7	1	∅	∅	1	7	∅																																																																																									181	uː	b	∅	∅	tʃ	o	∅	Y	P	∅	∅	T	U	∅	7	1	∅	∅	1	7	∅																																													182	u	b	∅	∅	tʃ	o	∅	Y	P	∅	∅	T	U	∅	7	1	∅	∅	1	7	∅																						
3	0.7500	2	0.5000	187																																																																																																																																																																																																							180	tʃ	u	b	∅	i	∅	∅	T	Y	P	∅	I	∅	∅	1	7	1	∅	7	∅	∅																																																																																									181	tʃ	uː	b	∅	o	∅	∅	T	Y	P	∅	U	∅	∅	1	7	1	∅	7	∅	∅																																													182	tʃ	u	b	∅	o	∅	∅	T	Y	P	∅	U	∅	∅	1	7	1	∅	7	∅	∅																						
4	1.0000	1	0.2500	187																																																																																																																																																																																																							180	i	tʃ	u	b	∅	∅	∅	I	T	Y	P	∅	∅	∅	7	1	7	1	∅	∅	∅																																																																																									181	o	tʃ	uː	b	∅	∅	∅	U	T	Y	P	∅	∅	∅	7	1	7	1	∅	∅	∅																																													182	o	tʃ	u	b	∅	∅	∅	U	T	Y	P	∅	∅	∅	7	1	7	1	∅	∅	∅																						
1	0.2500	4	1.0000	207	183	dʒ	∅	∅	∅	o	r	o	T	∅	∅	∅	U	R	U	1	∅	∅	∅	7	5	7	184	dʒ	∅	∅	∅	o	r	o	T	∅	∅	∅	U	R	U	1	∅	∅	∅	7	5	7																																																																																																																																																																																																																																																																																																																																																																																						
2	0.5000	3	0.7500	207	183	o	dʒ	∅	∅	r	o	∅	U	T	∅	∅	R	U	∅	7	1	∅	∅	5	7	∅	184	o	dʒ	∅	∅	r	o	∅	U	T	∅	∅	R	U	∅	7	1	∅	∅	5	7	∅																																																																																																																																																																																																																																																																																																																																																																																						
3	0.7500	2	0.5000	207	183	r	o	dʒ	∅	o	∅	∅	R	U	T	∅	U	∅	∅	5	7	1	∅	7	∅	∅	184	r	o	dʒ	∅	o	∅	∅	R	U	T	∅	U	∅	∅	5	7	1	∅	7	∅	∅																																																																																																																																																																																																																																																																																																																																																																																						
4	1.0000	1	0.2500	207	183	o	r	o	dʒ	∅	∅	∅	U	R	U	T	∅	∅	∅	7	5	7	1	∅	∅	∅	184	o	r	o	dʒ	∅	∅	∅	U	R	U	T	∅	∅	∅	7	5	7	1	∅	∅	∅																																																																																																																																																																																																																																																																																																																																																																																						
1	0.1667	6	1.0000	216	185	tʃʼ	∅	∅	∅	ə	rː	ə	T	∅	∅	∅	E	R	E	1	∅	∅	∅	7	5	7	186	tʃʼ	∅	∅	∅	e	rː	ə	T	∅	∅	∅	E	R	E	1	∅	∅	∅	7	5	7																																																																																																																																																																																																																																																																									187	tʃʼ	∅	∅	∅	eː	r	ə	T	∅	∅	∅	E	R	E	1	∅	∅	∅	7	5	7																																													188	tʃʼ	∅	∅	∅	eː	r	ə	T	∅	∅	∅	E	R	E	1	∅	∅	∅	7	5	7																						
2	0.3333	5	0.8333	216	185	ə	tʃʼ	∅	∅	rː	ə	s	E	T	∅	∅	R	E	S	7	1	∅	∅	5	7	3	186	e	tʃʼ	∅	∅	rː	ə	s	E	T	∅	∅	R	E	S	7	1	∅	∅	5	7	3																																																																																																																																																																																																																																																																									187	eː	tʃʼ	∅	∅	r	ə	s	E	T	∅	∅	R	E	S	7	1	∅	∅	5	7	3																																													188	eː	tʃʼ	∅	∅	r	ə	s	E	T	∅	∅	R	E	S	7	1	∅	∅	5	7	3																						
3	0.5000	4	0.6667	216	185	rː	ə	tʃʼ	∅	ə	s	ə	R	E	T	∅	E	S	E	5	7	1	∅	7	3	7	186	rː	e	tʃʼ	∅	ə	s	a	R	E	T	∅	E	S	A	5	7	1	∅	7	3	7																																																																																																																																																																																																																																																																									187	r	eː	tʃʼ	∅	ə	s	ə	R	E	T	∅	E	S	E	5	7	1	∅	7	3	7																																													188	r	eː	tʃʼ	∅	ə	s	ə	R	E	T	∅	E	S	E	5	7	1	∅	7	3	7																						
4	0.6667	3	0.5000	216	185	ə	rː	ə	tʃʼ	s	ə	∅	E	R	E	T	S	E	∅	7	5	7	1	3	7	∅	186	ə	rː	e	tʃʼ	s	a	∅	E	R	E	T	S	A	∅	7	5	7	1	3	7	∅																																																																																																																																																																																																																																																																									187	ə	r	eː	tʃʼ	s	ə	∅	E	R	E	T	S	E	∅	7	5	7	1	3	7	∅																																													188	ə	r	eː	tʃʼ	s	ə	∅	E	R	E	T	S	E	∅	7	5	7	1	3	7	∅																						
5	0.8333	2	0.3333	216	185	s	ə	rː	ə	ə	∅	∅	S	E	R	E	E	∅	∅	3	7	5	7	7	∅	∅	186	s	ə	rː	e	a	∅	∅	S	E	R	E	A	∅	∅	3	7	5	7	7	∅	∅																																																																																																																																																																																																																																																																									187	s	ə	r	eː	ə	∅	∅	S	E	R	E	E	∅	∅	3	7	5	7	7	∅	∅																																													188	s	ə	r	eː	ə	∅	∅	S	E	R	E	E	∅	∅	3	7	5	7	7	∅	∅																						
6	1.0000	1	0.1667	216	185	ə	s	ə	rː	∅	∅	∅	E	S	E	R	∅	∅	∅	7	3	7	5	∅	∅	∅	186	a	s	ə	rː	∅	∅	∅	A	S	E	R	∅	∅	∅	7	3	7	5	∅	∅	∅																																																																																																																																																																																																																																																																									187	ə	s	ə	r	∅	∅	∅	E	S	E	R	∅	∅	∅	7	3	7	5	∅	∅	∅																																													188	ə	s	ə	r	∅	∅	∅	E	S	E	R	∅	∅	∅	7	3	7	5	∅	∅	∅																						
1	0.3333	3	1.0000	217																							189	ʔ	∅	∅	∅	a	w	∅	H	∅	∅	∅	A	W	∅	1	∅	∅	∅	7	6	∅																																																																																																																																																											190	ʔ	∅	∅	∅	aː	w	∅	H	∅	∅	∅	A	W	∅	1	∅	∅	∅	7	6	∅																																																																																																																																																																																																						
2	0.6667	2	0.6667	217																							189	a	ʔ	∅	∅	w	∅	∅	A	H	∅	∅	W	∅	∅	7	1	∅	∅	6	∅	∅																																																																																																																																																											190	aː	ʔ	∅	∅	w	∅	∅	A	H	∅	∅	W	∅	∅	7	1	∅	∅	6	∅	∅																																																																																																																																																																																																						
3	1.0000	1	0.3333	217																							189	w	a	ʔ	∅	∅	∅	∅	W	A	H	∅	∅	∅	∅	6	7	1	∅	∅	∅	∅																																																																																																																																																											190	w	aː	ʔ	∅	∅	∅	∅	W	A	H	∅	∅	∅	∅	6	7	1	∅	∅	∅	∅																																																																																																																																																																																																						
1	0.2000	5	1.0000	219																																													191	g	∅	∅	∅	ə	p	a	K	∅	∅	∅	E	P	A	1	∅	∅	∅	7	1	7																							192	g	∅	∅	∅	ə	bː	a	K	∅	∅	∅	E	P	A	1	∅	∅	∅	7	1	7																							193	g	∅	∅	∅	ə	pː	a	K	∅	∅	∅	E	P	A	1	∅	∅	∅	7	1	7	194	g	∅	∅	∅	ə	p	a	K	∅	∅	∅	E	P	A	1	∅	∅	∅	7	1	7	195	g	∅	∅	∅	ə	p	a	K	∅	∅	∅	E	P	A	1	∅	∅	∅	7	1	7																							196	g	∅	∅	∅	ə	p	a	K	∅	∅	∅	E	P	A	1	∅	∅	∅	7	1	7																							197	g	∅	∅	∅	ə	bː	a	K	∅	∅	∅	E	P	A	1	∅	∅	∅	7	1	7	198	g	∅	∅	∅	ə	bː	a	K	∅	∅	∅	E	P	A	1	∅	∅	∅	7	1	7																																																																																																														
2	0.4000	4	0.8000	219																																													191	ə	g	∅	∅	p	a	t	E	K	∅	∅	P	A	T	7	1	∅	∅	1	7	1																							192	ə	g	∅	∅	bː	a	t	E	K	∅	∅	P	A	T	7	1	∅	∅	1	7	1																							193	ə	g	∅	∅	pː	a	t	E	K	∅	∅	P	A	T	7	1	∅	∅	1	7	1	194	ə	g	∅	∅	p	a	t	E	K	∅	∅	P	A	T	7	1	∅	∅	1	7	1	195	ə	g	∅	∅	p	a	t	E	K	∅	∅	P	A	T	7	1	∅	∅	1	7	1																							196	ə	g	∅	∅	p	a	d	E	K	∅	∅	P	A	T	7	1	∅	∅	1	7	1																							197	ə	g	∅	∅	bː	a	t	E	K	∅	∅	P	A	T	7	1	∅	∅	1	7	1	198	ə	g	∅	∅	bː	a	t	E	K	∅	∅	P	A	T	7	1	∅	∅	1	7	1																																																																																																														
3	0.6000	3	0.6000	219																																													191	p	ə	g	∅	a	t	∅	P	E	K	∅	A	T	∅	1	7	1	∅	7	1	∅																							192	bː	ə	g	∅	a	t	∅	P	E	K	∅	A	T	∅	1	7	1	∅	7	1	∅																							193	pː	ə	g	∅	a	t	∅	P	E	K	∅	A	T	∅	1	7	1	∅	7	1	∅	194	p	ə	g	∅	a	t	∅	P	E	K	∅	A	T	∅	1	7	1	∅	7	1	∅	195	p	ə	g	∅	a	t	∅	P	E	K	∅	A	T	∅	1	7	1	∅	7	1	∅																							196	p	ə	g	∅	a	d	∅	P	E	K	∅	A	T	∅	1	7	1	∅	7	1	∅																							197	bː	ə	g	∅	a	t	∅	P	E	K	∅	A	T	∅	1	7	1	∅	7	1	∅	198	bː	ə	g	∅	a	t	∅	P	E	K	∅	A	T	∅	1	7	1	∅	7	1	∅																																																																																																														
4	0.8000	2	0.4000	219																																													191	a	p	ə	g	t	∅	∅	A	P	E	K	T	∅	∅	7	1	7	1	1	∅	∅																							192	a	bː	ə	g	t	∅	∅	A	P	E	K	T	∅	∅	7	1	7	1	1	∅	∅																							193	a	pː	ə	g	t	∅	∅	A	P	E	K	T	∅	∅	7	1	7	1	1	∅	∅	194	a	p	ə	g	t	∅	∅	A	P	E	K	T	∅	∅	7	1	7	1	1	∅	∅	195	a	p	ə	g	t	∅	∅	A	P	E	K	T	∅	∅	7	1	7	1	1	∅	∅																							196	a	p	ə	g	d	∅	∅	A	P	E	K	T	∅	∅	7	1	7	1	1	∅	∅																							197	a	bː	ə	g	t	∅	∅	A	P	E	K	T	∅	∅	7	1	7	1	1	∅	∅	198	a	bː	ə	g	t	∅	∅	A	P	E	K	T	∅	∅	7	1	7	1	1	∅	∅																																																																																																														
5	1.0000	1	0.2000	219																																													191	t	a	p	ə	∅	∅	∅	T	A	P	E	∅	∅	∅	1	7	1	7	∅	∅	∅																							192	t	a	bː	ə	∅	∅	∅	T	A	P	E	∅	∅	∅	1	7	1	7	∅	∅	∅																							193	t	a	pː	ə	∅	∅	∅	T	A	P	E	∅	∅	∅	1	7	1	7	∅	∅	∅	194	t	a	p	ə	∅	∅	∅	T	A	P	E	∅	∅	∅	1	7	1	7	∅	∅	∅	195	t	a	p	ə	∅	∅	∅	T	A	P	E	∅	∅	∅	1	7	1	7	∅	∅	∅																							196	d	a	p	ə	∅	∅	∅	T	A	P	E	∅	∅	∅	1	7	1	7	∅	∅	∅																							197	t	a	bː	ə	∅	∅	∅	T	A	P	E	∅	∅	∅	1	7	1	7	∅	∅	∅	198	t	a	bː	ə	∅	∅	∅	T	A	P	E	∅	∅	∅	1	7	1	7	∅	∅	∅																																																																																																														
1	0.2000	5	1.0000	220																																													199	tʃ	∅	∅	∅	ə	w	a	T	∅	∅	∅	E	W	A	1	∅	∅	∅	7	6	7																							200	tʃ	∅	∅	∅	ə	w	a	T	∅	∅	∅	E	W	A	1	∅	∅	∅	7	6	7																							201	tʃ	∅	∅	∅	ə	w	a	T	∅	∅	∅	E	W	A	1	∅	∅	∅	7	6	7	202	tʃ	∅	∅	∅	ə	w	a	T	∅	∅	∅	E	W	A	1	∅	∅	∅	7	6	7	203	tʃ	∅	∅	∅	o	w	a	T	∅	∅	∅	U	W	A	1	∅	∅	∅	7	6	7																							204	tʃ	∅	∅	∅	ə	w	a	T	∅	∅	∅	E	W	A	1	∅	∅	∅	7	6	7																																													205	tʃ	∅	∅	∅	ə	w	a	T	∅	∅	∅	E	W	A	1	∅	∅	∅	7	6	7																																																																																																														
2	0.4000	4	0.8000	220																																													199	ə	tʃ	∅	∅	w	a	tʃ	E	T	∅	∅	W	A	T	7	1	∅	∅	6	7	1																							200	ə	tʃ	∅	∅	w	a	tʃ	E	T	∅	∅	W	A	T	7	1	∅	∅	6	7	1																							201	ə	tʃ	∅	∅	w	a	tʃ	E	T	∅	∅	W	A	T	7	1	∅	∅	6	7	1	202	ə	tʃ	∅	∅	w	a	tʃ	E	T	∅	∅	W	A	T	7	1	∅	∅	6	7	1	203	o	tʃ	∅	∅	w	a	tʃ	U	T	∅	∅	W	A	T	7	1	∅	∅	6	7	1																							204	ə	tʃ	∅	∅	w	a	dʒ	E	T	∅	∅	W	A	T	7	1	∅	∅	6	7	1																																													205	ə	tʃ	∅	∅	w	a	tʃ	E	T	∅	∅	W	A	T	7	1	∅	∅	6	7	1																																																																																																														
3	0.6000	3	0.6000	220																																													199	w	ə	tʃ	∅	a	tʃ	∅	W	E	T	∅	A	T	∅	6	7	1	∅	7	1	∅																							200	w	ə	tʃ	∅	a	tʃ	∅	W	E	T	∅	A	T	∅	6	7	1	∅	7	1	∅																							201	w	ə	tʃ	∅	a	tʃ	∅	W	E	T	∅	A	T	∅	6	7	1	∅	7	1	∅	202	w	ə	tʃ	∅	a	tʃ	∅	W	E	T	∅	A	T	∅	6	7	1	∅	7	1	∅	203	w	o	tʃ	∅	a	tʃ	∅	W	U	T	∅	A	T	∅	6	7	1	∅	7	1	∅																							204	w	ə	tʃ	∅	a	dʒ	∅	W	E	T	∅	A	T	∅	6	7	1	∅	7	1	∅																																													205	w	ə	tʃ	∅	a	tʃ	∅	W	E	T	∅	A	T	∅	6	7	1	∅	7	1	∅																																																																																																														
4	0.8000	2	0.4000	220																																													199	a	w	ə	tʃ	tʃ	∅	∅	A	W	E	T	T	∅	∅	7	6	7	1	1	∅	∅																							200	a	w	ə	tʃ	tʃ	∅	∅	A	W	E	T	T	∅	∅	7	6	7	1	1	∅	∅																							201	a	w	ə	tʃ	tʃ	∅	∅	A	W	E	T	T	∅	∅	7	6	7	1	1	∅	∅	202	a	w	ə	tʃ	tʃ	∅	∅	A	W	E	T	T	∅	∅	7	6	7	1	1	∅	∅	203	a	w	o	tʃ	tʃ	∅	∅	A	W	U	T	T	∅	∅	7	6	7	1	1	∅	∅																							204	a	w	ə	tʃ	dʒ	∅	∅	A	W	E	T	T	∅	∅	7	6	7	1	1	∅	∅																																													205	a	w	ə	tʃ	tʃ	∅	∅	A	W	E	T	T	∅	∅	7	6	7	1	1	∅	∅																																																																																																														
5	1.0000	1	0.2000	220																																													199	tʃ	a	w	ə	∅	∅	∅	T	A	W	E	∅	∅	∅	1	7	6	7	∅	∅	∅																							200	tʃ	a	w	ə	∅	∅	∅	T	A	W	E	∅	∅	∅	1	7	6	7	∅	∅	∅																							201	tʃ	a	w	ə	∅	∅	∅	T	A	W	E	∅	∅	∅	1	7	6	7	∅	∅	∅	202	tʃ	a	w	ə	∅	∅	∅	T	A	W	E	∅	∅	∅	1	7	6	7	∅	∅	∅	203	tʃ	a	w	o	∅	∅	∅	T	A	W	U	∅	∅	∅	1	7	6	7	∅	∅	∅																							204	dʒ	a	w	ə	∅	∅	∅	T	A	W	E	∅	∅	∅	1	7	6	7	∅	∅	∅																																													205	tʃ	a	w	ə	∅	∅	∅	T	A	W	E	∅	∅	∅	1	7	6	7	∅	∅	∅																																																																																																														
1	0.1667	6	1.0000	221																																													206	dʒ	∅	∅	∅	ə	p	ə	T	∅	∅	∅	E	P	E	1	∅	∅	∅	7	1	7																																																																			207	dʒ	∅	∅	∅	ə	pː	ə	T	∅	∅	∅	E	P	E	1	∅	∅	∅	7	1	7	208	dʒ	∅	∅	∅	ə	p	ə	T	∅	∅	∅	E	P	E	1	∅	∅	∅	7	1	7	209	dʒ	∅	∅	∅	ə	pː	ə	T	∅	∅	∅	E	P	E	1	∅	∅	∅	7	1	7																							210	dʒ	∅	∅	∅	ə	p	ə	T	∅	∅	∅	E	P	E	1	∅	∅	∅	7	1	7																							211	ʒ	∅	∅	∅	ə	bː	ə	S	∅	∅	∅	E	P	E	3	∅	∅	∅	7	1	7																																																																																																																																				
