index	index_p	rindex	rindex_p	cogid	id_Amharic	segment_Amharic	segment_Amharic_L1	segment_Amharic_L2	segment_Amharic_L3	segment_Amharic_R1	segment_Amharic_R2	segment_Amharic_R3	SC_Amharic	SC_Amharic_L1	SC_Amharic_L2	SC_Amharic_L3	SC_Amharic_R1	SC_Amharic_R2	SC_Amharic_R3	PROSODY_Amharic	PROSODY_Amharic_L1	PROSODY_Amharic_L2	PROSODY_Amharic_L3	PROSODY_Amharic_R1	PROSODY_Amharic_R2	PROSODY_Amharic_R3	id_Argobba	segment_Argobba	segment_Argobba_L1	segment_Argobba_L2	segment_Argobba_L3	segment_Argobba_R1	segment_Argobba_R2	segment_Argobba_R3	SC_Argobba	SC_Argobba_L1	SC_Argobba_L2	SC_Argobba_L3	SC_Argobba_R1	SC_Argobba_R2	SC_Argobba_R3	PROSODY_Argobba	PROSODY_Argobba_L1	PROSODY_Argobba_L2	PROSODY_Argobba_L3	PROSODY_Argobba_R1	PROSODY_Argobba_R2	PROSODY_Argobba_R3	id_Chaha	segment_Chaha	segment_Chaha_L1	segment_Chaha_L2	segment_Chaha_L3	segment_Chaha_R1	segment_Chaha_R2	segment_Chaha_R3	SC_Chaha	SC_Chaha_L1	SC_Chaha_L2	SC_Chaha_L3	SC_Chaha_R1	SC_Chaha_R2	SC_Chaha_R3	PROSODY_Chaha	PROSODY_Chaha_L1	PROSODY_Chaha_L2	PROSODY_Chaha_L3	PROSODY_Chaha_R1	PROSODY_Chaha_R2	PROSODY_Chaha_R3	id_Endegagn	segment_Endegagn	segment_Endegagn_L1	segment_Endegagn_L2	segment_Endegagn_L3	segment_Endegagn_R1	segment_Endegagn_R2	segment_Endegagn_R3	SC_Endegagn	SC_Endegagn_L1	SC_Endegagn_L2	SC_Endegagn_L3	SC_Endegagn_R1	SC_Endegagn_R2	SC_Endegagn_R3	PROSODY_Endegagn	PROSODY_Endegagn_L1	PROSODY_Endegagn_L2	PROSODY_Endegagn_L3	PROSODY_Endegagn_R1	PROSODY_Endegagn_R2	PROSODY_Endegagn_R3	id_Ezha	segment_Ezha	segment_Ezha_L1	segment_Ezha_L2	segment_Ezha_L3	segment_Ezha_R1	segment_Ezha_R2	segment_Ezha_R3	SC_Ezha	SC_Ezha_L1	SC_Ezha_L2	SC_Ezha_L3	SC_Ezha_R1	SC_Ezha_R2	SC_Ezha_R3	PROSODY_Ezha	PROSODY_Ezha_L1	PROSODY_Ezha_L2	PROSODY_Ezha_L3	PROSODY_Ezha_R1	PROSODY_Ezha_R2	PROSODY_Ezha_R3	id_Geez	segment_Geez	segment_Geez_L1	segment_Geez_L2	segment_Geez_L3	segment_Geez_R1	segment_Geez_R2	segment_Geez_R3	SC_Geez	SC_Geez_L1	SC_Geez_L2	SC_Geez_L3	SC_Geez_R1	SC_Geez_R2	SC_Geez_R3	PROSODY_Geez	PROSODY_Geez_L1	PROSODY_Geez_L2	PROSODY_Geez_L3	PROSODY_Geez_R1	PROSODY_Geez_R2	PROSODY_Geez_R3	id_Gumer	segment_Gumer	segment_Gumer_L1	segment_Gumer_L2	segment_Gumer_L3	segment_Gumer_R1	segment_Gumer_R2	segment_Gumer_R3	SC_Gumer	SC_Gumer_L1	SC_Gumer_L2	SC_Gumer_L3	SC_Gumer_R1	SC_Gumer_R2	SC_Gumer_R3	PROSODY_Gumer	PROSODY_Gumer_L1	PROSODY_Gumer_L2	PROSODY_Gumer_L3	PROSODY_Gumer_R1	PROSODY_Gumer_R2	PROSODY_Gumer_R3	id_Gura	segment_Gura	segment_Gura_L1	segment_Gura_L2	segment_Gura_L3	segment_Gura_R1	segment_Gura_R2	segment_Gura_R3	SC_Gura	SC_Gura_L1	SC_Gura_L2	SC_Gura_L3	SC_Gura_R1	SC_Gura_R2	SC_Gura_R3	PROSODY_Gura	PROSODY_Gura_L1	PROSODY_Gura_L2	PROSODY_Gura_L3	PROSODY_Gura_R1	PROSODY_Gura_R2	PROSODY_Gura_R3	id_Gyeto	segment_Gyeto	segment_Gyeto_L1	segment_Gyeto_L2	segment_Gyeto_L3	segment_Gyeto_R1	segment_Gyeto_R2	segment_Gyeto_R3	SC_Gyeto	SC_Gyeto_L1	SC_Gyeto_L2	SC_Gyeto_L3	SC_Gyeto_R1	SC_Gyeto_R2	SC_Gyeto_R3	PROSODY_Gyeto	PROSODY_Gyeto_L1	PROSODY_Gyeto_L2	PROSODY_Gyeto_L3	PROSODY_Gyeto_R1	PROSODY_Gyeto_R2	PROSODY_Gyeto_R3	id_Harari	segment_Harari	segment_Harari_L1	segment_Harari_L2	segment_Harari_L3	segment_Harari_R1	segment_Harari_R2	segment_Harari_R3	SC_Harari	SC_Harari_L1	SC_Harari_L2	SC_Harari_L3	SC_Harari_R1	SC_Harari_R2	SC_Harari_R3	PROSODY_Harari	PROSODY_Harari_L1	PROSODY_Harari_L2	PROSODY_Harari_L3	PROSODY_Harari_R1	PROSODY_Harari_R2	PROSODY_Harari_R3	id_Inor	segment_Inor	segment_Inor_L1	segment_Inor_L2	segment_Inor_L3	segment_Inor_R1	segment_Inor_R2	segment_Inor_R3	SC_Inor	SC_Inor_L1	SC_Inor_L2	SC_Inor_L3	SC_Inor_R1	SC_Inor_R2	SC_Inor_R3	PROSODY_Inor	PROSODY_Inor_L1	PROSODY_Inor_L2	PROSODY_Inor_L3	PROSODY_Inor_R1	PROSODY_Inor_R2	PROSODY_Inor_R3	id_Kistane	segment_Kistane	segment_Kistane_L1	segment_Kistane_L2	segment_Kistane_L3	segment_Kistane_R1	segment_Kistane_R2	segment_Kistane_R3	SC_Kistane	SC_Kistane_L1	SC_Kistane_L2	SC_Kistane_L3	SC_Kistane_R1	SC_Kistane_R2	SC_Kistane_R3	PROSODY_Kistane	PROSODY_Kistane_L1	PROSODY_Kistane_L2	PROSODY_Kistane_L3	PROSODY_Kistane_R1	PROSODY_Kistane_R2	PROSODY_Kistane_R3	id_Mesqan	segment_Mesqan	segment_Mesqan_L1	segment_Mesqan_L2	segment_Mesqan_L3	segment_Mesqan_R1	segment_Mesqan_R2	segment_Mesqan_R3	SC_Mesqan	SC_Mesqan_L1	SC_Mesqan_L2	SC_Mesqan_L3	SC_Mesqan_R1	SC_Mesqan_R2	SC_Mesqan_R3	PROSODY_Mesqan	PROSODY_Mesqan_L1	PROSODY_Mesqan_L2	PROSODY_Mesqan_L3	PROSODY_Mesqan_R1	PROSODY_Mesqan_R2	PROSODY_Mesqan_R3	id_Muher	segment_Muher	segment_Muher_L1	segment_Muher_L2	segment_Muher_L3	segment_Muher_R1	segment_Muher_R2	segment_Muher_R3	SC_Muher	SC_Muher_L1	SC_Muher_L2	SC_Muher_L3	SC_Muher_R1	SC_Muher_R2	SC_Muher_R3	PROSODY_Muher	PROSODY_Muher_L1	PROSODY_Muher_L2	PROSODY_Muher_L3	PROSODY_Muher_R1	PROSODY_Muher_R2	PROSODY_Muher_R3	id_Silte	segment_Silte	segment_Silte_L1	segment_Silte_L2	segment_Silte_L3	segment_Silte_R1	segment_Silte_R2	segment_Silte_R3	SC_Silte	SC_Silte_L1	SC_Silte_L2	SC_Silte_L3	SC_Silte_R1	SC_Silte_R2	SC_Silte_R3	PROSODY_Silte	PROSODY_Silte_L1	PROSODY_Silte_L2	PROSODY_Silte_L3	PROSODY_Silte_R1	PROSODY_Silte_R2	PROSODY_Silte_R3	id_Tigre	segment_Tigre	segment_Tigre_L1	segment_Tigre_L2	segment_Tigre_L3	segment_Tigre_R1	segment_Tigre_R2	segment_Tigre_R3	SC_Tigre	SC_Tigre_L1	SC_Tigre_L2	SC_Tigre_L3	SC_Tigre_R1	SC_Tigre_R2	SC_Tigre_R3	PROSODY_Tigre	PROSODY_Tigre_L1	PROSODY_Tigre_L2	PROSODY_Tigre_L3	PROSODY_Tigre_R1	PROSODY_Tigre_R2	PROSODY_Tigre_R3	id_Tigrigna	segment_Tigrigna	segment_Tigrigna_L1	segment_Tigrigna_L2	segment_Tigrigna_L3	segment_Tigrigna_R1	segment_Tigrigna_R2	segment_Tigrigna_R3	SC_Tigrigna	SC_Tigrigna_L1	SC_Tigrigna_L2	SC_Tigrigna_L3	SC_Tigrigna_R1	SC_Tigrigna_R2	SC_Tigrigna_R3	PROSODY_Tigrigna	PROSODY_Tigrigna_L1	PROSODY_Tigrigna_L2	PROSODY_Tigrigna_L3	PROSODY_Tigrigna_R1	PROSODY_Tigrigna_R2	PROSODY_Tigrigna_R3	id_Wolane	segment_Wolane	segment_Wolane_L1	segment_Wolane_L2	segment_Wolane_L3	segment_Wolane_R1	segment_Wolane_R2	segment_Wolane_R3	SC_Wolane	SC_Wolane_L1	SC_Wolane_L2	SC_Wolane_L3	SC_Wolane_R1	SC_Wolane_R2	SC_Wolane_R3	PROSODY_Wolane	PROSODY_Wolane_L1	PROSODY_Wolane_L2	PROSODY_Wolane_L3	PROSODY_Wolane_R1	PROSODY_Wolane_R2	PROSODY_Wolane_R3	id_Zway	segment_Zway	segment_Zway_L1	segment_Zway_L2	segment_Zway_L3	segment_Zway_R1	segment_Zway_R2	segment_Zway_R3	SC_Zway	SC_Zway_L1	SC_Zway_L2	SC_Zway_L3	SC_Zway_R1	SC_Zway_R2	SC_Zway_R3	PROSODY_Zway	PROSODY_Zway_L1	PROSODY_Zway_L2	PROSODY_Zway_L3	PROSODY_Zway_R1	PROSODY_Zway_R2	PROSODY_Zway_R3
4	1.0000	1	0.2500	100																																																																																																																																																																																																																																																																																																																																											243	i	n	a	b	∅	∅	∅	I	N	A	P	∅	∅	∅	7	4	7	1	∅	∅	∅	244	i	n	a	b	∅	∅	∅	I	N	A	P	∅	∅	∅	7	4	7	1	∅	∅	∅																																												
1	0.3333	3	1.0000	101																																																																																																																																																																																																																																																																																																																																											245	ħ	∅	∅	∅	u	-	∅	H	∅	∅	∅	Y	_	∅	3	∅	∅	∅	7	0	∅	246	ħ	∅	∅	∅	a	w	∅	H	∅	∅	∅	A	W	∅	3	∅	∅	∅	7	6	∅																																												
2	0.6667	2	0.6667	101																																																																																																																																																																																																																																																																																																																																											245	u	ħ	∅	∅	-	∅	∅	Y	H	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	246	a	ħ	∅	∅	w	∅	∅	A	H	∅	∅	W	∅	∅	7	3	∅	∅	6	∅	∅																																												
3	1.0000	1	0.3333	101																																																																																																																																																																																																																																																																																																																																											245	-	u	ħ	∅	∅	∅	∅	_	Y	H	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	246	w	a	ħ	∅	∅	∅	∅	W	A	H	∅	∅	∅	∅	6	7	3	∅	∅	∅	∅																																												
1	0.1667	6	1.0000	106	247	m	∅	∅	∅	ə	tʼː	-	M	∅	∅	∅	E	T	_	4	∅	∅	∅	7	1	0	248	m	∅	∅	∅	ə	tʼː	-	M	∅	∅	∅	E	T	_	4	∅	∅	∅	7	1	0																							249	m	∅	∅	∅	ə	-	ʔ	M	∅	∅	∅	E	_	H	4	∅	∅	∅	7	0	1																							250	m	∅	∅	∅	ə	s	ʔ	M	∅	∅	∅	E	S	H	4	∅	∅	∅	7	3	1																																																																																									251	m	∅	∅	∅	ə	-	ʔ	M	∅	∅	∅	E	_	H	4	∅	∅	∅	7	0	1	252	m	∅	∅	∅	ə	tʼː	-	M	∅	∅	∅	E	T	_	4	∅	∅	∅	7	1	0																																													253	m	∅	∅	∅	ə	tʼ	-	M	∅	∅	∅	E	T	_	4	∅	∅	∅	7	1	0	254	m	∅	∅	∅	ə	s	-	M	∅	∅	∅	E	S	_	4	∅	∅	∅	7	3	0	255	m	∅	∅	∅	ɨ	s	-	M	∅	∅	∅	I	S	_	4	∅	∅	∅	7	3	0	256	m	∅	∅	∅	ə	tʼ	-	M	∅	∅	∅	E	T	_	4	∅	∅	∅	7	1	0	257	m	∅	∅	∅	aː	t	-	M	∅	∅	∅	A	T	_	4	∅	∅	∅	7	1	0
2	0.3333	5	0.8333	106	247	ə	m	∅	∅	tʼː	-	a	E	M	∅	∅	T	_	A	7	4	∅	∅	1	0	7	248	ə	m	∅	∅	tʼː	-	a	E	M	∅	∅	T	_	A	7	4	∅	∅	1	0	7																							249	ə	m	∅	∅	-	ʔ	a	E	M	∅	∅	_	H	A	7	4	∅	∅	0	1	7																							250	ə	m	∅	∅	s	ʔ	a	E	M	∅	∅	S	H	A	7	4	∅	∅	3	1	7																																																																																									251	ə	m	∅	∅	-	ʔ	a	E	M	∅	∅	_	H	A	7	4	∅	∅	0	1	7	252	ə	m	∅	∅	tʼː	-	a	E	M	∅	∅	T	_	A	7	4	∅	∅	1	0	7																																													253	ə	m	∅	∅	tʼ	-	a	E	M	∅	∅	T	_	A	7	4	∅	∅	1	0	7	254	ə	m	∅	∅	s	-	a	E	M	∅	∅	S	_	A	7	4	∅	∅	3	0	7	255	ɨ	m	∅	∅	s	-	a	I	M	∅	∅	S	_	A	7	4	∅	∅	3	0	7	256	ə	m	∅	∅	tʼ	-	a	E	M	∅	∅	T	_	A	7	4	∅	∅	1	0	7	257	aː	m	∅	∅	t	-	aː	A	M	∅	∅	T	_	A	7	4	∅	∅	1	0	7
3	0.5000	4	0.6667	106	247	tʼː	ə	m	∅	-	a	-	T	E	M	∅	_	A	_	1	7	4	∅	0	7	0	248	tʼː	ə	m	∅	-	a	-	T	E	M	∅	_	A	_	1	7	4	∅	0	7	0																							249	-	ə	m	∅	ʔ	a	-	_	E	M	∅	H	A	_	0	7	4	∅	1	7	0																							250	s	ə	m	∅	ʔ	a	-	S	E	M	∅	H	A	_	3	7	4	∅	1	7	0																																																																																									251	-	ə	m	∅	ʔ	a	-	_	E	M	∅	H	A	_	0	7	4	∅	1	7	0	252	tʼː	ə	m	∅	-	a	-	T	E	M	∅	_	A	_	1	7	4	∅	0	7	0																																													253	tʼ	ə	m	∅	-	a	-	T	E	M	∅	_	A	_	1	7	4	∅	0	7	0	254	s	ə	m	∅	-	a	-	S	E	M	∅	_	A	_	3	7	4	∅	0	7	0	255	s	ɨ	m	∅	-	a	ʔ	S	I	M	∅	_	A	H	3	7	4	∅	0	7	1	256	tʼ	ə	m	∅	-	a	-	T	E	M	∅	_	A	_	1	7	4	∅	0	7	0	257	t	aː	m	∅	-	aː	-	T	A	M	∅	_	A	_	1	7	4	∅	0	7	0
4	0.6667	3	0.5000	106	247	-	tʼː	ə	m	a	-	∅	_	T	E	M	A	_	∅	0	1	7	4	7	0	∅	248	-	tʼː	ə	m	a	-	∅	_	T	E	M	A	_	∅	0	1	7	4	7	0	∅																							249	ʔ	-	ə	m	a	-	∅	H	_	E	M	A	_	∅	1	0	7	4	7	0	∅																							250	ʔ	s	ə	m	a	-	∅	H	S	E	M	A	_	∅	1	3	7	4	7	0	∅																																																																																									251	ʔ	-	ə	m	a	-	∅	H	_	E	M	A	_	∅	1	0	7	4	7	0	∅	252	-	tʼː	ə	m	a	-	∅	_	T	E	M	A	_	∅	0	1	7	4	7	0	∅																																													253	-	tʼ	ə	m	a	-	∅	_	T	E	M	A	_	∅	0	1	7	4	7	0	∅	254	-	s	ə	m	a	-	∅	_	S	E	M	A	_	∅	0	3	7	4	7	0	∅	255	-	s	ɨ	m	a	ʔ	∅	_	S	I	M	A	H	∅	0	3	7	4	7	1	∅	256	-	tʼ	ə	m	a	-	∅	_	T	E	M	A	_	∅	0	1	7	4	7	0	∅	257	-	t	aː	m	aː	-	∅	_	T	A	M	A	_	∅	0	1	7	4	7	0	∅
5	0.8333	2	0.3333	106	247	a	-	tʼː	ə	-	∅	∅	A	_	T	E	_	∅	∅	7	0	1	7	0	∅	∅	248	a	-	tʼː	ə	-	∅	∅	A	_	T	E	_	∅	∅	7	0	1	7	0	∅	∅																							249	a	ʔ	-	ə	-	∅	∅	A	H	_	E	_	∅	∅	7	1	0	7	0	∅	∅																							250	a	ʔ	s	ə	-	∅	∅	A	H	S	E	_	∅	∅	7	1	3	7	0	∅	∅																																																																																									251	a	ʔ	-	ə	-	∅	∅	A	H	_	E	_	∅	∅	7	1	0	7	0	∅	∅	252	a	-	tʼː	ə	-	∅	∅	A	_	T	E	_	∅	∅	7	0	1	7	0	∅	∅																																													253	a	-	tʼ	ə	-	∅	∅	A	_	T	E	_	∅	∅	7	0	1	7	0	∅	∅	254	a	-	s	ə	-	∅	∅	A	_	S	E	_	∅	∅	7	0	3	7	0	∅	∅	255	a	-	s	ɨ	ʔ	∅	∅	A	_	S	I	H	∅	∅	7	0	3	7	1	∅	∅	256	a	-	tʼ	ə	-	∅	∅	A	_	T	E	_	∅	∅	7	0	1	7	0	∅	∅	257	aː	-	t	aː	-	∅	∅	A	_	T	A	_	∅	∅	7	0	1	7	0	∅	∅
6	1.0000	1	0.1667	106	247	-	a	-	tʼː	∅	∅	∅	_	A	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅	248	-	a	-	tʼː	∅	∅	∅	_	A	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅																							249	-	a	ʔ	-	∅	∅	∅	_	A	H	_	∅	∅	∅	0	7	1	0	∅	∅	∅																							250	-	a	ʔ	s	∅	∅	∅	_	A	H	S	∅	∅	∅	0	7	1	3	∅	∅	∅																																																																																									251	-	a	ʔ	-	∅	∅	∅	_	A	H	_	∅	∅	∅	0	7	1	0	∅	∅	∅	252	-	a	-	tʼː	∅	∅	∅	_	A	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅																																													253	-	a	-	tʼ	∅	∅	∅	_	A	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅	254	-	a	-	s	∅	∅	∅	_	A	_	S	∅	∅	∅	0	7	0	3	∅	∅	∅	255	ʔ	a	-	s	∅	∅	∅	H	A	_	S	∅	∅	∅	1	7	0	3	∅	∅	∅	256	-	a	-	tʼ	∅	∅	∅	_	A	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅	257	-	aː	-	t	∅	∅	∅	_	A	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅
1	0.2000	5	1.0000	108	258	d	∅	∅	∅	ɨ	mː	ə	T	∅	∅	∅	I	M	E	1	∅	∅	∅	7	4	7	259	d	∅	∅	∅	ɨ	m	ə	T	∅	∅	∅	I	M	E	1	∅	∅	∅	7	4	7																																																																			260	d	∅	∅	∅	ɨ	mː	ə	T	∅	∅	∅	I	M	E	1	∅	∅	∅	7	4	7																																																																																																																																																																																																							261	d	∅	∅	∅	ɨ	mː	u	T	∅	∅	∅	I	M	Y	1	∅	∅	∅	7	4	7	262	d	∅	∅	∅	ɨ	mː	u	T	∅	∅	∅	I	M	Y	1	∅	∅	∅	7	4	7																																												
2	0.4000	4	0.8000	108	258	ɨ	d	∅	∅	mː	ə	t	I	T	∅	∅	M	E	T	7	1	∅	∅	4	7	1	259	ɨ	d	∅	∅	m	ə	t	I	T	∅	∅	M	E	T	7	1	∅	∅	4	7	1																																																																			260	ɨ	d	∅	∅	mː	ə	t	I	T	∅	∅	M	E	T	7	1	∅	∅	4	7	1																																																																																																																																																																																																							261	ɨ	d	∅	∅	mː	u	-	I	T	∅	∅	M	Y	_	7	1	∅	∅	4	7	0	262	ɨ	d	∅	∅	mː	u	-	I	T	∅	∅	M	Y	_	7	1	∅	∅	4	7	0																																												
3	0.6000	3	0.6000	108	258	mː	ɨ	d	∅	ə	t	∅	M	I	T	∅	E	T	∅	4	7	1	∅	7	1	∅	259	m	ɨ	d	∅	ə	t	∅	M	I	T	∅	E	T	∅	4	7	1	∅	7	1	∅																																																																			260	mː	ɨ	d	∅	ə	t	∅	M	I	T	∅	E	T	∅	4	7	1	∅	7	1	∅																																																																																																																																																																																																							261	mː	ɨ	d	∅	u	-	∅	M	I	T	∅	Y	_	∅	4	7	1	∅	7	0	∅	262	mː	ɨ	d	∅	u	-	∅	M	I	T	∅	Y	_	∅	4	7	1	∅	7	0	∅																																												
4	0.8000	2	0.4000	108	258	ə	mː	ɨ	d	t	∅	∅	E	M	I	T	T	∅	∅	7	4	7	1	1	∅	∅	259	ə	m	ɨ	d	t	∅	∅	E	M	I	T	T	∅	∅	7	4	7	1	1	∅	∅																																																																			260	ə	mː	ɨ	d	t	∅	∅	E	M	I	T	T	∅	∅	7	4	7	1	1	∅	∅																																																																																																																																																																																																							261	u	mː	ɨ	d	-	∅	∅	Y	M	I	T	_	∅	∅	7	4	7	1	0	∅	∅	262	u	mː	ɨ	d	-	∅	∅	Y	M	I	T	_	∅	∅	7	4	7	1	0	∅	∅																																												
5	1.0000	1	0.2000	108	258	t	ə	mː	ɨ	∅	∅	∅	T	E	M	I	∅	∅	∅	1	7	4	7	∅	∅	∅	259	t	ə	m	ɨ	∅	∅	∅	T	E	M	I	∅	∅	∅	1	7	4	7	∅	∅	∅																																																																			260	t	ə	mː	ɨ	∅	∅	∅	T	E	M	I	∅	∅	∅	1	7	4	7	∅	∅	∅																																																																																																																																																																																																							261	-	u	mː	ɨ	∅	∅	∅	_	Y	M	I	∅	∅	∅	0	7	4	7	∅	∅	∅	262	-	u	mː	ɨ	∅	∅	∅	_	Y	M	I	∅	∅	∅	0	7	4	7	∅	∅	∅																																												
1	0.2000	5	1.0000	109	263	g	∅	∅	∅	u	n	tʃʼ	K	∅	∅	∅	Y	N	T	1	∅	∅	∅	7	4	1	264	g	∅	∅	∅	u	n	tʃ	K	∅	∅	∅	Y	N	T	1	∅	∅	∅	7	4	1																																																																																																																																																											265	tʃʼ	∅	∅	∅	aː	-	tʃʼ	T	∅	∅	∅	A	_	T	1	∅	∅	∅	7	0	1	266	g	∅	∅	∅	u	n	tʃʼ	K	∅	∅	∅	Y	N	T	1	∅	∅	∅	7	4	1	267	g	∅	∅	∅	u	n	tʃʼ	K	∅	∅	∅	Y	N	T	1	∅	∅	∅	7	4	1																							268	g	∅	∅	∅	u	n	tʃʼ	K	∅	∅	∅	Y	N	T	1	∅	∅	∅	7	4	1	269	g	∅	∅	∅	u	n	tʃʼ	K	∅	∅	∅	Y	N	T	1	∅	∅	∅	7	4	1																							270	n	∅	∅	∅	u	n	tʃʼ	N	∅	∅	∅	Y	N	T	4	∅	∅	∅	7	4	1																																												
2	0.4000	4	0.8000	109	263	u	g	∅	∅	n	tʃʼ	-	Y	K	∅	∅	N	T	_	7	1	∅	∅	4	1	0	264	u	g	∅	∅	n	tʃ	e	Y	K	∅	∅	N	T	E	7	1	∅	∅	4	1	7																																																																																																																																																											265	aː	tʃʼ	∅	∅	-	tʃʼ	u	A	T	∅	∅	_	T	Y	7	1	∅	∅	0	1	7	266	u	g	∅	∅	n	tʃʼ	ə	Y	K	∅	∅	N	T	E	7	1	∅	∅	4	1	7	267	u	g	∅	∅	n	tʃʼ	ə	Y	K	∅	∅	N	T	E	7	1	∅	∅	4	1	7																							268	u	g	∅	∅	n	tʃʼ	ə	Y	K	∅	∅	N	T	E	7	1	∅	∅	4	1	7	269	u	g	∅	∅	n	tʃʼ	o	Y	K	∅	∅	N	T	U	7	1	∅	∅	4	1	7																							270	u	n	∅	∅	n	tʃʼ	i	Y	N	∅	∅	N	T	I	7	4	∅	∅	4	1	7																																												
3	0.6000	3	0.6000	109	263	n	u	g	∅	tʃʼ	-	∅	N	Y	K	∅	T	_	∅	4	7	1	∅	1	0	∅	264	n	u	g	∅	tʃ	e	∅	N	Y	K	∅	T	E	∅	4	7	1	∅	1	7	∅																																																																																																																																																											265	-	aː	tʃʼ	∅	tʃʼ	u	∅	_	A	T	∅	T	Y	∅	0	7	1	∅	1	7	∅	266	n	u	g	∅	tʃʼ	ə	∅	N	Y	K	∅	T	E	∅	4	7	1	∅	1	7	∅	267	n	u	g	∅	tʃʼ	ə	∅	N	Y	K	∅	T	E	∅	4	7	1	∅	1	7	∅																							268	n	u	g	∅	tʃʼ	ə	∅	N	Y	K	∅	T	E	∅	4	7	1	∅	1	7	∅	269	n	u	g	∅	tʃʼ	o	∅	N	Y	K	∅	T	U	∅	4	7	1	∅	1	7	∅																							270	n	u	n	∅	tʃʼ	i	∅	N	Y	N	∅	T	I	∅	4	7	4	∅	1	7	∅																																												
4	0.8000	2	0.4000	109	263	tʃʼ	n	u	g	-	∅	∅	T	N	Y	K	_	∅	∅	1	4	7	1	0	∅	∅	264	tʃ	n	u	g	e	∅	∅	T	N	Y	K	E	∅	∅	1	4	7	1	7	∅	∅																																																																																																																																																											265	tʃʼ	-	aː	tʃʼ	u	∅	∅	T	_	A	T	Y	∅	∅	1	0	7	1	7	∅	∅	266	tʃʼ	n	u	g	ə	∅	∅	T	N	Y	K	E	∅	∅	1	4	7	1	7	∅	∅	267	tʃʼ	n	u	g	ə	∅	∅	T	N	Y	K	E	∅	∅	1	4	7	1	7	∅	∅																							268	tʃʼ	n	u	g	ə	∅	∅	T	N	Y	K	E	∅	∅	1	4	7	1	7	∅	∅	269	tʃʼ	n	u	g	o	∅	∅	T	N	Y	K	U	∅	∅	1	4	7	1	7	∅	∅																							270	tʃʼ	n	u	n	i	∅	∅	T	N	Y	N	I	∅	∅	1	4	7	4	7	∅	∅																																												
5	1.0000	1	0.2000	109	263	-	tʃʼ	n	u	∅	∅	∅	_	T	N	Y	∅	∅	∅	0	1	4	7	∅	∅	∅	264	e	tʃ	n	u	∅	∅	∅	E	T	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																																																																																																																																																											265	u	tʃʼ	-	aː	∅	∅	∅	Y	T	_	A	∅	∅	∅	7	1	0	7	∅	∅	∅	266	ə	tʃʼ	n	u	∅	∅	∅	E	T	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅	267	ə	tʃʼ	n	u	∅	∅	∅	E	T	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																							268	ə	tʃʼ	n	u	∅	∅	∅	E	T	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅	269	o	tʃʼ	n	u	∅	∅	∅	U	T	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																							270	i	tʃʼ	n	u	∅	∅	∅	I	T	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																																												
1	0.2000	5	1.0000	110	271	d	∅	∅	∅	ə	r	ə	T	∅	∅	∅	E	R	E	1	∅	∅	∅	7	5	7																							272	d	∅	∅	∅	a	t	a	T	∅	∅	∅	A	T	A	1	∅	∅	∅	7	1	7	273	d	∅	∅	∅	a	tː	ə	T	∅	∅	∅	A	T	E	1	∅	∅	∅	7	1	7	274	d	∅	∅	∅	a	dː	a	T	∅	∅	∅	A	T	A	1	∅	∅	∅	7	1	7																							275	d	∅	∅	∅	a	tː	a	T	∅	∅	∅	A	T	A	1	∅	∅	∅	7	1	7																							276	d	∅	∅	∅	a	tː	ə	T	∅	∅	∅	A	T	E	1	∅	∅	∅	7	1	7																							277	d	∅	∅	∅	a	t	a	T	∅	∅	∅	A	T	A	1	∅	∅	∅	7	1	7	278	d	∅	∅	∅	ə	r	ə	T	∅	∅	∅	E	R	E	1	∅	∅	∅	7	5	7																							279	d	∅	∅	∅	a	dː	a	T	∅	∅	∅	A	T	A	1	∅	∅	∅	7	1	7																																																																																																														
