COGID	BelejeGonfoye	Fadashi	Maiyu	Undulu
864-3			a ŋ ɔ n i	
154-3			a m a n s i	
278-3			a m i l u ʔ	
766-3			ʃ ʊu̯ o r a	
251-3			a g ʊ r u	
582-3			ɔ ʔ ɔ ŋ	
6-3			a l i	
1106-3			ɲ g ɔ	
473-3			ɲ i n e	
1111-3			h a θ u	
957-3			m a r e	
24-3			s i	
25-3			s a r e	
879-3			a b a r a b a d a	
566-3			a w a w ɔ r ɔ s ʔ	
742-3			a g ɔ ʔ	
1044-3			ʃ m b i l ʊ	
13-3			a l h a m i s	
720-3			a s ɛ l a ʔ	
233-3			s i s i m ɔ	
938-3			s u l a a ʔ a	
369-3			a r e	
889-3			s eː l e	
405-3			b ʊː d ɛ	
134-3			θ ʊː ɗ i ʔ i	
1078-3			m ʊː h i	
429-3			b ɔ ŋ a ɔ ʃ	
187-3			b ʊː s a ʔ k ɛ	
468-4				θ a b a
222-4				a b o b o n e
208-4				a b u r b u d u
962-4				a g o r θ ɛ
203-4				a g u d i
138-4				ʃ i l e
504-4				ɗ oː ʃ a
662-4				b e d a
478-4				g o ɗ a
409-4				a r e
410-4				g u n d i
256-4				b aː l e
622-4				n d u
546-4				n d u
547-4				ʃ ɛ f a
847-4				n ɛ n d i g i
95-4				b ɛ ɗ i
105-4				b o n i
510-4				b o ʃ a
951-4				m b ə a r e
1116-4				m b ə
149-4				b u s i
376-4				b l i
815-4				g o r a
453-4				ɗ o e
67-4				ɗ n ʃ e
47-4				ɗ o k o θ a
869-4				ɗ oː θ a
57-4				k aː g u
303-4				dʒ a s i a
443-4				g eː r a
884-4				g u n d i
166-4				g u n d i
918-4				a b e r
831-4				h aː ʃ e
616-4				b iː e
84-4				h o ʃ ɛ l e
346-4				h o h l u
601-4				z i g i
177-4				k a f a
341-4				k o l a
1066-4				f ɛ n z i ɲ a
318-4				f e ʃ i
241-4				m aː ʃ o
556-4				h a n d u ɲ u
191-4				b ɛ m b i l
458-4				a s i s i
1-4				h a n b i r
751-4				r o
864-4				a ɲ o n i
154-4				a m a n b i
278-4				a m i l
766-4				ʃ oː r a
251-4				a g e r u
582-4				o o ŋ
6-4				a l i
1106-4				n g o
473-4				i n e
1111-4				h a θ u
957-4				m r e
41-4				b i a
566-4				a n f a n f o r o s ʔ
742-4				a g o
1044-4				ʃ i m b i l
13-4				l h a m i s
720-4				aː z ɛ l a
837-4				m n ʃ i
946-4				b ɛ ŋ g o
820-4				ɛ ʃ o r e
405-4				b o d a
134-4				ɓ o ɗ i ʔ i
1078-4				m iː h i
429-4				b o ɲ o ʃ
187-4				b uː s a ʔ i k e
438-4				n d ɛ n e
