COGID	BelejeGonfoye	Fadashi	Maiyu	Undulu
869-3			ɗ ʊː d a	
57-3			k a g u	
303-3			g a s ʔ i a	
443-3			g a r a	
884-3			g ʊː n d i	
166-3			g u n d i	
918-3			a b iː r e	
831-3			h a ʃ e	
616-3			p eː e	
84-3			h ɔ ʃ a l e	
346-3			h ɔ d a l u	
601-3			s i g i	
177-3			k ʔ a f a a	
341-3			k ʔ ɔ l a	
1066-3			f iː n s i ŋ a	
318-3			ʊ f eː s i	
241-3			m i ʃ ɔ	
556-3			h a n d u ɲ u	
191-3			p.ʔ iː m b i l	
458-3			a s ʔ i s ʔ i	
1-3			h a a d ɪ r	
751-3			r ɔ	
864-3			a d ɔ n i	
154-3			a m a n d i	
278-3			a m i l u ʔ a	
766-3			ʃ ɔː r a	
251-3			a g ʊː r u	
582-3			ɔ ʔ ɔ ŋ	
6-3			a l i	
1106-3			ɲ g ɔ	
473-3			ɲ i n e	
1111-3			h a θ u	
957-3			m a r e	
24-3			s i	
25-3			d a r e	
879-3			a b a r a b iː d a	
566-3			a θ a θ ɔ r ɔ s ʔ	
742-3			a g ɔ ʔ	
1044-3			ʃ i m b i l ʔ	
13-3			a l h a m i s	
720-3			a s i l a ʔ	
233-3			b i b i a ɔ	
938-3			p u l a a d a	
369-3			a r e	
889-3			p ə l e	
405-3			b i d ɛ	
134-3			p.ʔ i ɗ i ʔ i	
1078-3			m e h i	
429-3			b ɔ ŋ a ɔ ʃ	
187-3			b u s a ʔ i k ɛ	
385-3			m a k ʔ ɔ ʃ	
283-3			a n a s a r e	
390-3			a a a a a	
783-3			m a r a a	
52-3			d eː ʃ	
842-3			d ɔ d ɔ ʃ a	
650-3			k ʔ ɔ ʃ	
91-3			g a l a s i	
668-3			w i d a	
777-3			g i n d a l i a	
728-3			s i ʔ i	
165-3			m a	
1088-3			d o ʃ eː l a	
702-3			eː l a	
894-3			i s ʔ u	
536-3			k ʔ ə d e	
468-4				θ a b a
222-4				a b o b n n e
208-4				a b u r b u d u
962-4				a h o r a
203-4				a h u d i
138-4				ʃ i l e
504-4				ɗ oː ʃ
662-4				ɓ oː d
478-4				oː h oː ɗ
409-4				a r e
410-4				h u n d i
256-4				ɓ aː l e
622-4				n d u
546-4				n d u
547-4				ʃ e f a
847-4				n e n d e h i
95-4				b e ɗ i
105-4				b n a i
510-4				b o ʃ a
951-4				m b a r e
1116-4				m b
149-4				ɓ uː e ʔ i
376-4				ɓ l i
815-4				h o r a
453-4				ɗ u e
67-4				ɗ aː ʃ e
47-4				ɗ o k o θ
869-4				ɗ oː θ a
57-4				k aː h u
303-4				h a e ʔ i a
443-4				h e r a
884-4				h uː n d i
166-4				h u n d i
918-4				a b e r e
831-4				h aː ʃ e
616-4				b uː e
84-4				h o ʃ e l e
346-4				h u h u l u
601-4				z i h i
177-4				k ʔ a f a
341-4				k ʔ o l a
1066-4				f e n z i ɲ
318-4				f e ʃ i
241-4				m aː ʃ
556-4				h a n d u ɲ u
191-4				ɓ e m b e l
458-4				a e ʔ i e ʔ i
1-4				h a n ɓ i r
751-4				r o
864-4				a ɲ o n i
154-4				a m a n ɓ i
278-4				a m i l u
766-4				ʃ oː r
251-4				a h oː r u
582-4				uː ʔ u ŋ
6-4				a l i
1106-4				h o
473-4				i n e
1111-4				h a l u
957-4				m r e
41-4				b oː i
566-4				a f a f o r o a ʔ
742-4				a g o
1044-4				ʃ i m b i l
13-4				a l h a m i a
720-4				aː s e l a
837-4				m n ʃ i
946-4				θ a e n oː
820-4				e ʃ oː r e
405-4				b o d e
134-4				ɓ o ɗ i ʔ i
1078-4				m uː h i
429-4				b o ɲ o a
187-4				b uː a a ʔ k e
438-4				n d ɛ n e
385-4				m o k ʔ o a
390-4				a a
783-4				m uː r a a
52-4				ɗ n o ʃ
110-4				n ʔ e d ɛ r i
650-4				k ʔ o a
91-4				g a l a s i
668-4				ɓ e a
777-4				g d aː l i a
728-4				s i ʔ i
1007-4				e e n oː l e
1088-4				h u ʃ e l i
1087-4				e e n oː l e
702-4				uː l e
894-4				uː a ʔ u
694-4				n d n
