COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
454-4				ʔ a h a															
484-4				kʼ ɨ r ə r															
535-4				ʔ a n ə r ə															
543-4				kʼ ɨ n															
593-4				ʔ a n ə															
640-4				m ɨ n g  ə															
1-4				d a n ə															
65-4				m a h a  ə															
163-4				m ɨ j ə															
408-4				b a n a															
414-4				d a h ə															
601-4				ʔ a n a															
642-4				ʔ a mː g ə															
60-4				ʔ ə n ə															
115-4				ʔ a n ə															
450-4				m ə r ə															
490-4				t ə h ə															
638-4				kʼ ɨ r ə															
645-4				kʼ ə n ə  ə															
75-4				ʔ a n ə															
160-4				d a r ə															
378-4				ʔ a n g ə															
379-4				m ə r ə															
409-4				ʔ ə h ə g  g															
497-4				t ə n ə  ə															
598-4				kʼ a d a															
646-4				ʔ a n a															
164-4				b ə j ə															
332-4				ʔ a h ə r ə															
380-4				ʔ a n ə															
412-4				kʼ a n a r ə															
64-4				d a n ə															
67-4				kʼ a r a  ə															
169-4				b ə h ə															
461-4				ʔ ə h															
547-4				kʼ a n ə															
597-4				ʔ ɨ j ə															
655-4				m ɨ h															
158-4				kʼ ə m ə															
168-4				ʔ a m a															
372-4				ʔ ə n ə ə															
374-4				b ə h ə															
375-4				m ɨ h a  ə															
385-4				kʼ a r ə															
411-4				t ə r a															
500-4				ʔ a m a ə															
541-4				kʼ ə h ə r ə															
6-4				m ɨ r ə															
17-4				ʔ a h a															
330-4				kʼ ə h ə															
421-4				b a d ə															
449-4				ʔ a n ə															
545-4				ʔ a n ə															
596-4				m ə h ə															
653-4				b ə h ə															
4-4				m ə j a															
8-4				kʼ ə h ə															
106-4				m ɨ h ə															
339-4				b ə h ə															
489-4				b a n a															
652-4				ʔ a h ə															
119-4				ʔ a n g ə															
340-4				m ə n ə															
458-4				d a n ə ə															
486-4				m ə h ə															
607-4				ʔ a n ə															
609-4				ʔ a r a															
15-4				ʔ a r ə e ə															
18-4				ʔ ɨ h ə  ə															
73-4				m ə n ə															
76-4				m ɨ h															
110-4				d a n ə															
121-4				t ə r ə															
167-4				m ə r ə															
334-4				ʔ a n ə															
342-4				m ɨ j ə															
344-4				kʼ ə h															
410-4				kʼ ə n a															
550-4				m ə n ə															
612-4				ʔ a n a															
61-5					d ə m														
63-5					ʔ a n a														
107-5					g ə t a														
112-5					d a n a r ə														
331-5					kʼ ɨ mː ə ə														
377-5					b ə tː ə ə														
381-5					ʔ a t ə														
417-5					s ə tː a														
451-5					s ə w a t														
454-5					ʔ a n a r														
484-5					s ɨ mː a r ə														
535-5					ʔ a n a r    a														
543-5					s ə z ə														
593-5					ʔ a n a tː														
640-5					ʔ a ə														
1-5					d ə bː a r ə														
65-5					ʔ u tː ə														
163-5					s ə bː e														
212-5					ʔ e nː														
244-5					ʔ a r a ə														
248-5					ʔ ə tː a														
293-5					d ə r ə r a														
373-5					kʼ ə nː a														
408-5					k a z a														
414-5					d a mː a														
601-5					ʔ ə r a														
642-5					ʔ ɨ nː a r														
60-5					kʼ ə n ə r ə														
115-5					ʔ a m a														
209-5					s ə mː a tː														
242-5					ʔ a t a r ə														
415-5					ʔ a nː a t														
450-5					ʔ ə r a														
490-5					ʔ ə bː a ə														
638-5					s ɨ nː ə														
645-5					kʼ a nː a														
75-5					ʔ a n a														
160-5					d ə r ə r ə       ə ə ə     ə ə ə														
208-5					ʔ ɨ n ə ə ə m    a   nː a     a e a														
214-5					ʔ a t a														
218-5					ʔ ɨ nː a a														
378-5					ʔ a n g ə														
379-5					k ə w ə														
409-5					g ə t ə r ə														
497-5					t ə nː														
598-5					k ɨ ə														
164-5					k ə nː ə														
210-5					d ə bː ə ə														
215-5					ʔ a t e														
256-5					t ə tː a														
285-5					ʔ a mː a t														
332-5					ʔ ə mː a														
380-5					ʔ a bː ɨ ə														
496-5					w ə nː ə ə														
64-5					d a n a														
67-5					w ə mː a														
169-5					k ə bː ə r a														
251-5					k ə nː e														
294-5					ʔ ə ə ə ə														
461-5					ʔ ə														
547-5					w ə mː a t														
597-5					ʔ ə														
655-5					ʔ ə mː ə														
7-5					ʔ a														
168-5					ʔ ɨ mː a														
296-5					ʔ e bː ɨ tː														
372-5					k ə nː ə ə														
374-5					k ə nː ə ə ə														
375-5					s ə w a														
385-5					w ə mː ə t														
411-5					t ə mː a t														
500-5					ʔ ɨ mː a														
6-5					ʔ ə bː a ə														
17-5					ʔ ə bː ɨ														
113-5					k a tː ə														
123-5					w ə														
252-5					s ə bː ə														
421-5					k a nː a														
448-5					k ə w a														
449-5					ʔ a														
545-5					k ɨ nː ə														
596-5					k ə g ə														
653-5					k ə t ə t														
4-5					g ə mː g														
8-5					kʼ ə w ə														
290-5					ʔ a														
339-5					k ə nː ə														
460-5					k ɨ e														
489-5					k ə ə														
552-5					ʔ a														
602-5					ʔ ə nː														
652-5					ʔ o t ə														
3-5					k a nː ə														
119-5					ʔ a														
298-5					k a tː														
340-5					g ə ə														
458-5					d ə nː g ə														
459-5					ʔ a														
486-5					k ə w ə														
607-5					ʔ ə bː a ə														
609-5					ʔ ɨ mː a														
647-5					t ə t ə														
15-5					ʔ ɨ mː														
18-5					k ɨ mː														
73-5					tʃ ə w ə ə														
76-5					ʔ ə ə														
110-5					d a n a														
121-5					t ə mː ə														
152-5					ʔ a														
167-5					g ə mː ə														
255-5					kʼ ə ə														
297-5					g ə tː ə														
299-5					g ə tː ə														
334-5					ʔ a														
338-5					k ə m a														
342-5					k ə														
344-5					kʼ ə w ə														
410-5					kʼ ə														
550-5					k ə nː ə														
612-5					ʔ o														
61-6						d ə m ə													
63-6						ʔ ɨ f ə													
107-6						g a m ɨ m													
112-6						d ɨ b ə m													
331-6						g ə ʔ w													
377-6						b ə n b													
381-6						ʔ ɨ r ɨ t													
417-6						r ɨ n e													
451-6						s ə b ə ə													
454-6						ʔ ɨ ʔ ə r													
484-6						s ə ʔ s													
535-6						ʔ a s u ə													
543-6						s ə s u t													
593-6						ʔ ɨ m ɨ m													
640-6						m ɨ n m													
1-6						d ə r ə r													
163-6						s ə s													
212-6						ʔ a													
244-6						ʔ a r b ə													
248-6						m ɨ r u t													
293-6						ʔ ə r ə r													
373-6						s ɨ r t													
408-6						b ə ʔ ə t													
601-6						ʔ ə r ə													
642-6						ʔ ə n r t													
60-6						ʔ ə r ə ə s													
115-6						ʔ ɨ r o													
242-6						ʔ ɨ m ɨ ə													
415-6						ʔ ɨ ʔ u t													
450-6						ʔ ə r ə t													
490-6						ʔ a n ə m													
638-6						s ɨ ʔ ə ə													
645-6						s ə r u													
75-6						ʔ ɨ f ɨ t													
208-6						ʔ ɨ n u													
214-6						ʔ ɨ f ə													
218-6						ʔ ɨ ʔ e													
409-6						g a r													
497-6						ʔ ə n ə													
598-6						ʔ ə ʔ u t													
646-6						ʔ ɨ f u													
215-6						ʔ ɨ f ə ə													
256-6						ʔ ə ħ ə t													
294-6						m ɨ ʔ ɨ t													
655-6						m ə ʔ ɨ t													
158-6						ʔ ə m ə													
372-6						ʔ ə n ə ə													
375-6						s ə b ə													
411-6						ʔ ə r ə t													
500-6						ʔ ɨ ʔ ə ə													
541-6						ʔ ə n ə t													
113-6						b ə n b t													
252-6						ʔ ə n ə t													
330-6						ʔ ə n u													
448-6						ʔ ə n o t													
106-6						m ə n ə t													
290-6						ʔ ɨ g w t													
460-6						ʔ ɨ ʔ ɨ t													
552-6						ʔ e ʔ u													
602-6						m ɨ ʔ u													
2-6						ʔ ə r m m													
298-6						ʔ ɨ ʔ ɨ t													
486-6						ʔ ə n a t													
211-6						m ɨ ʔ ə													
333-6						m ɨ ʔ ə t													
334-6						ʔ a f u ə													
612-6						ʔ ɨ r ə ə													
61-7							d ə m												
63-7							ʔ e b a r a												
107-7							g a m a m a												
112-7							d a b o r a												
331-7							k ɨ g a ə												
377-7							w ɨ n a a a												
381-7							ʔ e b												
417-7							k ə tː												
451-7							s ɨ w a t												
454-7							ʔ e b e r a												
484-7							s ɨ s a r												
535-7							ʔ e s a r a												
543-7							s ɨ z a												
593-7							ʔ e m a ə												
640-7							m ɨ ə												
1-7							d a pː ə r ə												
65-7							g ɨ tː  r												
163-7							s ɨ s a												
212-7							ʔ e n												
244-7							ʔ e r a a												
248-7							m ɨ ə n a												
293-7							k ə r ə r												
373-7							kʼ ɨ r a r a												
408-7							k ɨ z a												
414-7							d a n a												
601-7							ʔ e r a t												
642-7							ʔ ɨ n a												
60-7							k ə pː ə												
115-7							ʔ e m a												
209-7							s ɨ s a ə												
242-7							ʔ e m a r												
415-7							ʔ ɨ n a												
450-7							ʔ ə r												
490-7							g ɨ pː a ə												
638-7							s ɨ n o												
645-7							kʼ a m												
75-7							ʔ e m a o												
160-7							d ɨ r ə r a												
208-7							ʔ e n kʼ a ə												
214-7							ʔ e b												
218-7							ʔ e n o												
378-7							ʔ e n g a												
379-7							ʒ ə pː ə												
409-7							g a t												
497-7							t ə x												
598-7							x j ə												
646-7							ʔ e n a												
164-7							w ɨ pː												
210-7							d ə x a ə												
215-7							ʔ e b												
256-7							t a tː a												
285-7							m ɨ n a												
332-7							ʔ e pː a r												
380-7							ʔ e x a ə												
412-7							s ɨ n a												
496-7							w ə n a												
64-7							d a b												
67-7							w ə s												
169-7							k ə r												
251-7							k ə m a												
294-7							m ɨ ə												
461-7							g ɨ												
547-7							w ə s a t												
597-7							ʔ e m a												
655-7							m ɨ n a												
7-7							ʔ e m												
158-7							kʼ ə m a												
168-7							ʔ e r a												
296-7							g ə x a ɨ												
372-7							k j n g												
374-7							w ɨ pː a ə												
385-7							w ə s a												
411-7							t ə r a												
500-7							ʔ e r a r												
6-7							m ə r												
17-7							ʔ e x												
123-7							k ə m a												
252-7							k ə x												
421-7							k ɨ n												
448-7							kʼ ɨ x												
449-7							ʔ e m												
491-7							d a n g a												
545-7							x j n												
596-7							x ə g a												
653-7							k ɨ pː												
8-7							kʼ ə w												
254-7							dʒ ə r a												
290-7							ʔ e m a												
460-7							x j ɨ n												
489-7							k ɨ z												
552-7							ʔ ə n												
652-7							ʔ e m												
3-7							k j n												
119-7							ʔ e n g a												
298-7							x j tː												
340-7							g ə ə												
458-7							d a n g												
459-7							ʔ e b												
486-7							x ə pː ə												
607-7							ʔ e x												
609-7							ʔ e x												
10-7							g ɨ n												
15-7							ʔ e n												
18-7							x ɨ n a ɨ												
73-7							tʃ ə x												
76-7							m ɨ ə												
110-7							d a m a												
121-7							t a x												
152-7							ʔ e m												
167-7							g a n ə												
255-7							kʼ ɨ ə												
297-7							g a tː g												
299-7							g a tː g												
338-7							m ɨ x w r												
342-7							m ɨ m												
344-7							kʼ ɨ s												
410-7							kʼ a r												
540-7							k j x												
550-7							dʒ ə n												
61-8								d ə m											
63-8								ʔ a n a r											
107-8								g a m ə											
112-8								d a t a r a											
331-8								kʼ ɨ g a a											
377-8								b a kʼ a a ə											
381-8								ʔ a t											
417-8								kʼ a t											
451-8								s ə t a t											
454-8								ʔ a n e r											
484-8								s ɨ s a r											
535-8								ʔ a t											
543-8								s ə w ə											
593-8								ʔ a m a a											
640-8								m ə n											
1-8								d ə p ə r ə											
65-8								tʃ ə t											
163-8								s ə p ə											
212-8								ʔ e n											
244-8								ʔ a r a a											
248-8								m ɨ t a											
293-8								tʃ ə r ə r											
373-8								kʼ ə m a r											
408-8								b a w a											
414-8								d a s a											
601-8								ʔ ə r ə											
642-8								kʼ e n d a											
60-8								kʼ ə n ə											
115-8								ʔ a m a											
209-8								s ɨ s ə t											
242-8								ʔ a m w r											
415-8								dʒ ɨ n a r a											
450-8								kʼ ə r											
490-8								tʃ ə p ə a											
638-8								s ɨ n d											
645-8								kʼ a w											
75-8								ʔ a m ə a r											
160-8								d ə r ə kʼ ə											
208-8								ʔ e n kʼ a ə m											
214-8								ʔ a t a											
218-8								ʔ e n d											
378-8								ʔ a n g a											
379-8								ʒ ə p ə											
409-8								g a t e r ə											
497-8								t ə n											
598-8								k ɨ ə											
646-8								ʔ a t e											
164-8								m ə p ə											
210-8								dʒ ə p ə a											
215-8								ʔ a t i											
256-8								t ə t a											
285-8								m ɨ s a r											
332-8								ʔ ə g a r											
380-8								ʔ a h w a											
412-8								s ɨ n ʔ											
496-8								w ə t a											
64-8								d a t a											
67-8								w ə r											
169-8								m ə r ə											
251-8								kʼ ə m a											
294-8								m ɨ ə											
461-8								tʃ ə m											
547-8								w ə s a t											
597-8								ʔ e m ə											
655-8								m ɨ s ə											
7-8								ʔ a w a a											
158-8								kʼ ə m											
168-8								ʔ e m a r											
296-8								ʔ ə t ʔ t											
374-8								m ə m ə a w											
385-8								w ə s ə											
500-8								ʔ e m											
6-8								m ə m a u											
17-8								ʔ e m ʔ r											
123-8								dʒ ə m ə											
252-8								kʼ ə m u											
421-8								m a s ə											
448-8								kʼ ə m a r											
449-8								ʔ a n ə											
545-8								x ɨ n											
596-8								kʼ ə g a											
653-8								m ə t											
4-8								g ɨ m ə a											
8-8								kʼ ə m a											
254-8								dʒ ɨ m											
290-8								ʔ a w a											
339-8								m a m a r											
460-8								x ɨ t											
489-8								m ə r ə											
552-8								m ɨ s											
652-8								ʔ e t											
3-8								k ɨ n											
119-8								ʔ a n g a											
298-8								w ɨ t											
340-8								g w w											
458-8								d ə n g a											
459-8								ʔ a w a											
607-8								ʔ e m											
609-8								ʔ e s											
10-8								m ɨ s a											
15-8								ʔ e n											
18-8								kʼ ɨ m a											
73-8								tʃ ə m											
76-8								m ɨ ə											
121-8								t e s											
167-8								g a m e											
255-8								kʼ ə ə											
297-8								g a t											
299-8								g a t											
338-8								m ə m											
342-8								m ɨ m											
344-8								kʼ ə s											
410-8								kʼ a r kʼ											
540-8								m ə m a											
550-8								dʒ ɨ n											
61-9									d a m ɨ										
63-9									ʔ a w a r										
107-9									g ə m ɨ r a										
112-9									d a b ə r a										
331-9									x ə g a ə										
377-9									b ə t ə t ə										
381-9									ʔ a n a										
417-9									x ə t ɨ										
451-9									s ə s a										
454-9									ʔ a n a r a										
484-9									x ə j a z										
535-9									ʔ a s a r a										
543-9									x ə w a w										
593-9									ʔ a m ɨ t										
640-9									m ə ə										
1-9									d a n ə r ə										
65-9									x ə t										
163-9									x ə s ə										
212-9									ʔ a n										
244-9									ʔ a w a a a										
248-9									m ə t a a										
293-9									x ə p a										
373-9									kʼ ə m ɨ r										
408-9									b ə b a a										
414-9									d ə p a r t										
601-9									ʔ ə p a w										
642-9									x ə n a										
60-9									x ə n ə										
209-9									x ə t a r										
242-9									ʔ a w ɨ a										
415-9									kʼ ə n a r ə										
490-9									x ə p a ə										
638-9									x ə n										
645-9									kʼ ə n a										
75-9									ʔ a m ɨ ə										
160-9									d ə										
208-9									ʔ a n										
214-9									ʔ a b a										
218-9									ʔ a n										
378-9									ʔ a n g a										
379-9									ʒ ə p										
409-9									g ə n a r										
497-9									ʔ ə n										
598-9									x ə ə a										
646-9									ʔ a n a ə										
164-9									b ə										
210-9									d ə										
215-9									ʔ a w										
256-9									ʔ ə t a										
285-9									m ə j a										
332-9									ʔ ə g a r										
380-9									ʔ a										
412-9									x ə s a										
496-9									w ə p ɨ ə										
64-9									d a n a										
67-9									w ə w a										
169-9									b ə										
251-9									x ə n ə										
294-9									m ə w										
461-9									x ə										
547-9									w ə										
597-9									ʔ ə n a										
655-9									m ə j a										
7-9									ʔ a n a a										
168-9									ʔ a m ɨ r										
296-9									ʔ ə w a										
372-9									k u n										
374-9									b ə w w w										
375-9									x ə s ə										
385-9									w ə w										
411-9									ʔ ə										
500-9									ʔ ə m ɨ r										
541-9									kʼ ə										
6-9									m ə m a u										
17-9									ʔ ə										
113-9									b ə t										
123-9									x ə m ɨ										
252-9									x ə										
421-9									b ə pː										
448-9									kʼ ə										
491-9									d a n g a										
545-9									x ə n										
596-9									x ə g a										
653-9									b ə										
4-9									g ə n										
8-9									kʼ ə b ə r										
254-9									dʒ ə n ɨ a										
339-9									b ə										
489-9									b ə ə										
552-9									x ə										
652-9									ʔ ə										
119-9									ʔ a n g a										
298-9									x ə t										
340-9									g ə ə										
458-9									d a n g a										
459-9									ʔ a w a										
486-9									x ə										
607-9									ʔ ə										
609-9									ʔ ə n a										
10-9									x ə w										
15-9									ʔ ə n										
18-9									x ə n a										
73-9									tʃ ə										
76-9									m ə ə										
110-9									d a										
121-9									x ə pː a										
167-9									g ə j ə										
255-9									kʼ ə ə										
297-9									g ə t										
299-9									g ə t										
338-9									x ə										
342-9									m ə										
344-9									kʼ ə s ə										
550-9									dʒ a n										
612-9									ʔ ə w a r										
61-10										d aː m ə									
63-10										ʔ a m									
107-10										g ə m ə r a									
112-10										d aː m									
331-10										b a g ə m									
377-10										b ə kʼ									
381-10										ʔ a d a									
417-10										ʔ uː s ə									
451-10										tʃʼ ə m b									
454-10										ʔ a d a									
484-10										tʃʼ ə									
535-10										ʔ a d ʔ									
543-10										tʃʼ ɨ									
593-10										ʔ i m ə									
640-10										m i m									
1-10										d aː b ə r a									
65-10										tʼ ɨ tʃʼ i									
163-10										tʃʼ ə l i									
212-10										ʔ a									
244-10										ʔ a r b									
248-10										m i r									
293-10										f ə r									
373-10										kʼ ə m i									
408-10										b ə r a									
414-10										d aː tʃ a									
601-10										ʔ a r									
115-10										ʔ ə m ə									
209-10										tʃʼ ə s i									
242-10										ʔ a m ʔ									
415-10										ʔ ə g									
490-10										tʼ ɨ l ə									
160-10										tʼ aː r									
208-10										ʔ a g t rː a									
218-10										ʔ a r ə									
378-10										ʔ a g									
379-10										ʔ ə l a ə r									
497-10										b i b									
598-10										kʼ i tʃʼ i									
646-10										ʔ a g a s a									
164-10										b ə l									
210-10										ʔ aː s									
256-10										b i r									
285-10										m i dʒ									
380-10										ʔ a g ʔ									
412-10										tʃʼ ə ħ a									
64-10										d aː m t s									
169-10										b ə r									
461-10										tʼ ɨ									
547-10										w a s ə									
411-10										ʔ i r i i r									
541-10										kʼ ə l a i									
113-10										b ə r									
123-10										ʔ ɨ h ə s									
491-10										d aː b ə									
254-10										ʔ a m ə a									
339-10										b ə l									
602-10										m i									
2-10										ʔ i r									
213-10										ʔ a r									
647-10										b i									
211-10										m i l									
328-10										ʔ ə l									
333-10										m i									
612-10										ʔ a r									
109-10										g ɨ m a									
61-11											d ə m ʔ								
63-11											ʔ a w a r								
107-11											g ə z ɨ								
112-11											d a n ə r ə								
331-11											ʔ ə t ə ə								
377-11											b ə t a t ə								
381-11											ʔ a n a								
417-11											ʔ ə t ɨ								
451-11											ʔ ə t a								
454-11											ʔ a ʔ a r ʔ								
484-11											ʔ ɨ n ə j ə								
535-11											ʔ a w a r								
543-11											ʔ ə t a								
593-11											ʔ a w ʔ r								
640-11											m ɨ n ə								
1-11											d ə n ə r ə								
65-11											ʔ ə t								
163-11											ʔ ə p ə								
212-11											ʔ ə ʔ ʔ								
244-11											ʔ a r a a a								
248-11											m ɨ t ʔ a								
293-11											ʔ ə p ə r								
373-11											kʼ a m ʔ r								
408-11											b a w a								
414-11											d ə p a								
601-11											ʔ ə r ʔ								
642-11											ʔ ə n a r								
60-11											ʔ ə n ə r ə								
115-11											ʔ a m ʔ								
209-11											ʔ ə m ə ə								
242-11											ʔ a w a j								
450-11											ʔ ɨ p ʔ								
490-11											ʔ ə p a ə								
638-11											ʔ ɨ n ə								
