COGID	1	10	2	3	4	5	6	7	8	9
1418-5					ʃ i m a					
2026-5					t w e					
2775-5					β u m β a					
3397-5					β o l					
3826-5					s o k					
4040-5					a e n i					
4373-5					l i m i					
4384-5					i n o					
84-5					u u a u					
116-5					j i k a					
587-5					o ŋ a o o					
848-5					k á l					
1159-5					ʃ a					
1350-5					l j a					
1396-5					ʃ o f u					
1430-5					i ʃ o					
1767-5					a o k o					
2286-5					l a					
2317-5					f u f					
2419-5					ʃ e k a					
2750-5					e e s i					
3018-5					s i l					
3275-5					k á n n					
3441-5					ʃ a p a a					
3885-5					ʃ u m o					
4192-5					β i m m p					
4260-5					ʃ w					
4350-5					l e e l o					
278-5					β a					
745-5					t a k o					
3971-5					k a m a					
55-5					j a m					
94-5					β o k o					
2717-5					g a ŋ g a					
4139-5					m i n					
200-5					β i					
374-5					a a l w					
508-5					f o f u					
528-5					β i l i					
575-5					t a					
1303-6						k ɔ m a				
1755-6						n ɛ				
448-6						ɓ ɔ n i				
1475-6						m				
3397-6						p ɔ l				
2286-6						l				
278-6						p				
2717-6						k a k k a				
2689-7							ɲ a m a			
893-7							a n n			
1285-7							z w a			
1303-7							g o m a			
2197-7							z á a a			
2828-7							i i n a			
3572-7							s o n i			
1095-7							o i m a			
1755-7							n e			
1789-7							k a l a ŋ g ɣ			
3519-7							t u m a			
3686-7							i i e a			
4249-7							k u m i			
4451-7							v i s i			
814-7							ŋ o o b e			
1216-7							ɣ a v a			
1475-7							ɣ w a			
2026-7							t w e			
2775-7							v u m b a			
3826-7							z o k a			
4003-7							i v v			
4040-7							ɣ e n i			
84-7							u u ɣ u			
116-7							b i k a			
181-7							ɣ o ŋ g g o			
419-7							l o g a			
587-7							o ŋ g ʃ			
660-7							a e a a			
848-7							k á l a			
1122-7							v i n a			
1159-7							dʒ a			
1374-7							n á a n e			
1396-7							z o f u			
1430-7							i s o			
1906-7							i ŋ i i a a			
2177-7							ŋ g á			
2419-7							s e k a			
3018-7							ʃ i a a			
3275-7							k á á n a			
3441-7							s e ŋ ŋ ɣ a			
3464-7							v o n a			
3639-7							t e t e m			
3885-7							f u m o			
4192-7							v i i b a			
745-7							t á k o			
3971-7							k á m a			
55-7							z a m a			
2717-7							ŋ g ŋ ŋ g			
4139-7							m i n a			
93-7							k o n o			
459-7							a u m a			
575-7							t a			
2689-8								n a m a		
1285-8								n w a		
1303-8								ŋ ô m a		
2197-8								ʝ a r a		
2828-8								ʝ î n		
3572-8								t ô n i		
1755-8								n e		
1789-8								k á r a ŋ g a		
3207-8								v u r a		
3519-8								t u m a		
3686-8								d i m a		
4249-8								k u m î		
4451-8								β i t i		
814-8								ŋ ô m b a		
1228-8								p w a		
2026-8								t w e		
2775-8								β u m b a		
3826-8								ʝ ô k a		
4040-8								ɣ e n i		
181-8								ɣ o ŋ g ô o		
660-8								r e r a		
848-8								k á r a		
1083-8								r i r a		
1159-8								n a		
1350-8								r ɛ a		
1396-8								ʝ o f u		
1666-8								t á n n o		
2177-8								ŋ g a		
2317-8								v u β a		
4260-8								ʝ w a		
745-8								t á k o		
3971-8								k á m a		
94-8								β ô k ô		
2717-8								ŋ g ŋ ŋ g a		
4139-8								m i n a		
43-8								ʝ i i u		
575-8								t a		
871-8								t á m a		
2689-9									ɲ a m a	
893-9									a n a	
1285-9									n w a	
1303-9									g o m a	
2197-9									z á l a	
2828-9									z i n	
3572-9									s o n i	
1095-9									l i m a	
1789-9									k á l a k g	
3207-9									b ʊ l a	
4249-9									k ʊ m i	
4451-9									b i s i	
630-9									b e e l e	
814-9									ŋ o m b b	
1228-9									a w a	
1418-9									z i m a	
1475-9									g w a	
2026-9									t w e	
2775-9									b u m b a	
3397-9									b o l a	
3826-9									s o k a	
4003-9									i b b	
4040-9									g e n i	
4373-9									l i m i	
4384-9									i n o	
116-9									b i k a	
181-9									g o ŋ g o o	
1083-9									l i l a	
1374-9									n a a n e	
1430-9									i s o	
1666-9									r á n n o	
1767-9									g o k o	
1906-9									i n g i l	
2177-9									ŋ g á a	
2419-9									s e k a	
2750-9									e e z	
3018-9									s i l a	
3441-9									s e a g g	
3885-9									p u m o	
3981-9									i m	
4260-9									s w a	
4350-9									l e e l o	
278-9									b	
745-9									t á k o	
55-9									n m m a	
94-9									b o k o	
4139-9									m i n a	
200-9									b i	
528-9									b i l i	
871-9									r á m a	
2689-10										tɬ a m a
893-10										a n̩ a
1285-10										tɬ w a
2197-10										s a l a
2828-10										s i a a
1095-10										l i m a
1755-10										n̩ ɛ
3207-10										f ʊ l a
3519-10										r ʊ m a
448-10										tɬ ʊ n̩ i
630-10										b ɛ ɛ l ɛ
1216-10										k a b a
1418-10										s i m a
2775-10										b ʊ m p a
3397-10										b ɔ l a
4373-10										l i m i
4384-10										i tɬ ɔ
84-10										s ʊ k u
1083-10										l i l a
1122-10										b i n̩ a
2286-10										l a
2317-10										f ʊ b a
3018-10										s i l a
3275-10										χ á a n̩ a
3464-10										b ɔ n̩ a
3639-10										r ɛ r ɛ m a
3885-10										ɲ ʊ m ɔ
3981-10										i m a
94-10										b ɔ χ ɔ
4139-10										m i n a
43-10										s i m ʊ
374-10										a w w w
459-10										l ʊ w a
508-10										f ɔ f ʊ
871-10										r a m a
