COGID	dutch	english	french	german
2114-1	s p aː d ə			
1272-1	r ɛɪ x ə			
1979-1	x r ɑ s			
1989-1	h aː x			
-2260-1	p l ɑ n t ə			
70-1	b eː k			
-89-1	v ɛɪ n + k t ə k			
-12-1	p ɛɪ p			
713-1	z ɔ p			
747-1	n eː t ə l			
308-1	d uː			
289-1	b ɪ n d ə			
1930-1	b r aː k ə			
1928-1	s p l l t ə			
858-1	s t r ɛ k ə			
1577-1	h p ə + ə			
908-1	w ɑ s ə			
648-1	b ɔ r ə			
1855-1	v ɔ ə l ə			
657-1	h ɑ m ə r			
2058-1	n aː l ə l			
949-1	s ə eː ə ə ə			
1642-1	x ə l t			
1640-1	z ɪ l f ə r			
1633-1	eː r ə n			
1630-1	t ɪ n			
1469-2		s æ n		
2047-2		s əʊ n		
2054-2		θ ɪ n ə r		
1375-2		l ɪ		
760-2		w aɪ n		
756-2		s n æ		
726-2		m uː		
1351-2		ɡ r aɪ f v ɛ d		
1353-2		ɡ r aɪ t r		
412-2		s əʊ ɪ n r d		
406-2		s ɪ		
1005-2		s d ɪ k		
1012-2		s t ɪ m r		
1016-2		w aɪ d		
1069-2		ɪ k		
509-2		f əʊ l		
693-2		m ɪ l		
2179-2		l ɪ		
1753-2		f aɪ r		
1131-2		w əʊ l f		
1198-2		b ɑː r d		
2032-2		h æ r n		
2241-2		n ɪ		
2244-2		l iː p		
610-2		k n ə		
945-2		h ɔː r		
1534-2		l ɪ k		
384-2		s ɪ		
1650-2		n ɔ t		
1663-2		s əʊ l		
2279-2		l aɪ n		
471-2		s ɪ		
1385-2		s ɪ d		
792-2		r əʊ		
1111-2		m əʊ s		
197-2		s aɪ		
2020-2		l əʊ		
867-2		h aɪ n d r		
1970-2		f ɔ l		
1230-2		θ ɪ d		
2017-2		n ɪ		
968-2		w əʊ l		
1674-2		l əʊ n d		
1671-2		h aɪ		
829-2		k l iː f		
1025-2		w əʊ r		
1027-2		s əʊ		
1832-2		r		
-1816-2		s əʊ		
-335-2		l əʊ		
1043-2		s d r		
423-2		s d ɪ n		
2049-2		m ɛ n		
2062-2		s d r m		
2065-2		r aʊ ə m ɔ		
1368-2		s əʊ		
1365-2		d		
754-2		r aʊ		
768-2		w əʊ		
1211-2		f		
106-2		m ɪ n		
-98-2		b æ v		
719-2		f ɑː d r		
1341-2		s əʊ n		
-2027-2		d ɑː n d		
-2026-2		n əʊ v		
409-2		s əʊ n		
402-2		s əʊ n r aɪ t		
1014-2		s d iː d ɔː k r		
1059-2		w aɪ		
120-2		s d ɑː l		
2194-2		ɔ k		
2199-2		k ɑː l f		
2197-2		s ɑː f p		
1523-2		s eɪ		
512-2		m r		
2141-2		h aɪ n		
2147-2		ɡ ɑː n s		
814-2		k r eɪ		
810-2		d ɪ v		
1758-2		m ɪ s		
1760-2		r əʊ		
1620-2		f aɪ n		
1282-2		w ɑː l		
1136-2		f ɔː k		
1309-2		l əʊ		
1307-2		n ɪ t		
1305-2		f l əʊ		
711-2		w ɪ l p		
1442-2		f l aɪ		
62-2		m ɪ dʒ		
-73-2		m ɪ ɡ aɪ d		
1810-2		h aɪ p		
1805-2		f l aɪ s		
1813-2		h ɑː r r		
1811-2		b l ɪ		
690-2		r ɪ p		
2177-2		h iː l		
246-2		ɡ ɪ b r		
249-2		s ɪ d		
1506-2		n ɪ s ɪ əʊ		
2242-2		m aʊ n d		
2245-2		t əʊ k		
2174-2		s əʊ l d r		
603-2		b l ɔː t		
601-2		h æ n d		
615-2		f aɪ ŋ r		
901-2		k l æ		
608-2		f əʊ		
596-2		t ɪ		
937-2		b r r s d		
936-2		n əʊ		
646-2		l əʊ ŋ		
947-2		l əʊ r		
1606-2		h ɔ p		
472-2		n		
1535-2		s w ɪ t		
1546-2		s p əʊ		
1959-2		s l əʊ v		
694-2		s n ɑː		
1961-2		d r ɪ m		
323-2		l əʊ		
1885-2		ɡ r ɑː p		
2156-2		f r r əʊ l d		
1903-2		w aʊ n d		
525-2		s w əʊ l aɪ ŋ		
276-2		l aɪ m		
274-2		d ɪ p		
278-2		b l ɪ n d		
258-2		d r ɪ k r		
256-2		n ɪ k		
383-2		əʊ t		
207-2		r ɪ p		
376-2		d r ɪ ŋ k		
2014-2		r əʊ t		
2009-2		s		
2003-2		k ɑː t		
2024-2		p ɑː d		
1321-2		k ɔ p		
1976-2		ɡ əʊ		
1243-2		m ɛ l aɪ d		
1265-2		p		
1261-2		s əʊ		
655-2		b r aɪ		
650-2		d ɪ		
1532-2		k n aɪ d		
-36-2		s aʊ p		
34-2		b ɔ n		
-1647-2		f aɪ		
-1615-2		s l		
125-2		f ɑː d		
1659-2		h æ n ɪ ŋ		
1661-2		m ɪ l k		
1676-2		b ɔː t r		
480-2		ɡ d r eɪ		
1466-2		k l iː d ŋ		
2277-2		w ɔ l		
2271-2		f ɪ l t		
2293-2		l əʊ		
624-2		s p aɪ n		
628-2		s p aɪ n d		
626-2		w əʊ		
633-2		n ɪ l		
1185-2		s əʊ əʊ		
1179-2		h iː		
2168-2		k ɑː m		
1952-2		d r		
899-2		l aɪ d r		
922-2		b ɪ t		
-934-2		l æ m		
916-2		ɡ r əʊ		
1726-2		f əʊ l d		
2108-2		p l aʊ		
1133-2		f ɔː r		
2114-2		s p ɛ d		
1272-2		r əʊ		
1979-2		ɡ r ɑː s		
1989-2		h aɪ		
-2260-2		p l ɑː n t		
70-2		b ɪ		
-89-2		w aɪ n ə r t ɪ		
-12-2		p aɪ p		
713-2		s əʊ p		
747-2		n əʊ t		
308-2		d ɪ		
289-2		b ɪ n d		
1930-2		b r ɪ k		
1928-2		s p l aɪ d		
858-2		s d r ɪ k		
1577-2		ɔ p æ ŋ		
908-2		h əʊ l		
648-2		b		
1855-2		s p + ɔː l		
657-2		h æ m r		
2058-2		n əʊ		
949-2		s m ɪ d		
1642-2		ɡ ɔ t		
1640-2		s ɪ l ə r		
1633-2		æ		
1630-2		θ ɪ n		
1469-3			ʃ t	
2047-3			ʀ t	
2054-3			t t t	
1375-3			t a t	
760-3			e t	
756-3			ʀ	
726-3			t ʀ	
1351-3			ʀ ʀ t	
1353-3			ʀ ʀ t ʀ t ʀ	
412-3			ʀ ɑ̃ t ʀ t	
406-3			ʀ t ʀ ʀ	
1005-3			ʀ t t	
1012-3			ʀ t ʀ	
1016-3			ʀ t	
1069-3			p	
509-3			ʀ l t	
693-3			p	
2179-3			ʀ ʀ ʀ	
1753-3			p ɑ̃ t	
1131-3			e l	
1198-3			b ʀ t	
2032-3			p ʀ	
2241-3			t ʀ t	
2244-3			l a l	
610-3			ʀ	
945-3			ʀ ʀ	
1534-3			l a k	
384-3			ʀ	
1650-3			ʀ t t	
1663-3			ʃ o l	
2279-3			l a	
471-3			ʀ	
1385-3			ʀ u t	
792-3			ʀ t	
1111-3			ʃ o ʀ	
197-3			ʀ t	
2020-3			l a	
867-3			p t t t	
1970-3			p ɑ̃ t	
1230-3			t t t	
2017-3			ʀ	
2183-3			ʀ	
1521-3			b i	
1755-3			t t	
1760-3			ʀ u t	
1196-3			ʀ	
575-3			a t ʀ	
2014-3			ʀ t ʀ t	
1321-3			t t	
1265-3			t ɑ̃ l	
1469-4				z a n t ə
2047-4				z ʊ n ə
2054-4				d ə n t ə r
1375-4				l ɪ x t ə
760-4				v ɪ n t
756-4				ʃ n ɛ
726-4				m ɛ d ə r
1351-4				ɡ r ai n t ə aː ə n r
1353-4				ɡ r ɛ n + m ə ə r
412-4				ɡ ɛ n eː ə b ə n ə l
406-4				eː ə n ə r ə n ə l
1005-4				ʃ t ə l ə aː ə n r
1012-4				ʃ t + f + m ə ə r
1016-4				v ai t ə ə r ə n
1069-4				eː x
509-4				f ə l ə
693-4				m ɪ l l ə
2179-4				n ɛ s t
1753-4				f ɪ s ə
1131-4				v ɔ l f
1198-4				b ɪ r t
2032-4				h ɛ r n
2241-4				n ɛ k
2244-4				l ɪ p
610-4				n iː
945-4				h a l
1534-4				l ɪ x ə
384-4				ʃ ɛ ə ə
1650-4				n oː t ə
1663-4				z a l
2279-4				l ɪ n ə n
471-4				z eː ə ə
1385-4				z ai t ə n
792-4				j ɛ k
1111-4				m a s t
197-4				z ɛ ə ə n
2020-4				l a ŋ
867-4				h ɛ n t ə r t
1970-4				f l l ə
1230-4				d ə r t ə ə
2017-4				n iː f ə
968-4				v a l t l
1674-4				l a n t
1671-4				h ai f ə l
829-4				k l ɪ f
1025-4				v a t ə r
1027-4				z eː
1832-4				r au f
-1816-4				a s t ə ə n
-335-4				l aː ə ə n ə n
1043-4				ʃ t r au m
423-4				ʃ t ai n
2049-4				m ɛ n
2062-4				ʃ t ə r m
2065-4				r ai n ə ə + b oː ɡ
1368-4				ʃ ɛː ə t ə
1365-4				t l
754-4				r ai ɡ ə n
768-4				v a r ə
1211-4				f ɛ r
106-4				m a n
-98-4				b ɛ b ə
719-4				f ɛ d ə r
1341-4				z ʊ n
-2027-4				t a t ə
-2026-4				n ɛ f ə
409-4				ʃ ʊ a n ə n ɡ n
402-4				ʃ oː ə ə + + ɪ k t l r
1014-4				ʃ t ə f + + oː x ə r
1059-4				v ai
120-4				ʃ t a l ə
2183-4				ʃ t r
2194-4				ʃ s t
2199-4				k a l b
2197-4				ʃ au aː
1523-4				z eː k
1521-4				b ʏ k
512-4				m ɛ r eː
2141-4				h ɛ n
2147-4				ɡ a s
814-4				k r ai ə
810-4				t ɛ f
1755-4				h ə n t
1758-4				m ɛ r
1620-4				f ɪ n
1282-4				v a l ə ɪ
1136-4				f ɔ s t
1309-4				l ʊ s
1307-4				n aː t
1305-4				f l iː
711-4				v a l pf
1442-4				f l iː ɡ
62-4				m ʏ k
-73-4				m ʏ ʃ l ai t ə
1810-4				h ai t
1805-4				f l ɛ s
1813-4				h aː r
1811-4				b l ai t
690-4				r ɪ k
2177-4				h ɛ f t
246-4				v ɛ k ə + b r n
249-4				oː ɡ l ɪ t t
1506-4				n r s t r ə l ɡ ə l
2242-4				m ʊ n t
2245-4				t ɔ ŋ ə
1196-4				n ɛ k
2174-4				ʃ ɛː l t ə r
575-4				a r ə ə
603-4				ɛ l ə + b oː ɡ
601-4				h a n t
615-4				f ɪ ŋ ə ə
901-4				k l au
608-4				f ɛ t
596-4				ts ai n
937-4				b ʏ r s t
936-4				n aː f ə l
646-4				l ɔ ŋ ə
947-4				l au f ə r
1606-4				h ɔ pf
472-4				n iː ə ə
1535-4				ʃ v a t ə n
1546-4				ʃ t + ɡ ə n
1959-4				ʃ l aː p ə n
694-4				ʃ n ɛ r ə ə
1961-4				t r ʊ m ə n
323-4				l ai l ə
1885-4				ɡ r a f
2156-4				f a l t ə n + n
1903-4				v ʊ n t
525-4				ʃ v ɛ l ɪ ŋ ə
276-4				l a m ɛ
274-4				t oː f
278-4				b l ɪ n t
258-4				t r ɔ ŋ k ə n
256-4				n ɛ d ə t ə
383-4				a s ə n
207-4				r ai pf
376-4				t r ɪ ŋ k ə n
2014-4				r ɛ eː t
2009-4				au f ə
2003-4				k ɛ f ə l
2024-4				pf a n
1976-4				t ɔ ŋ ə
1243-4				m ai l ə n
1261-4				ʃ eː f ə n
655-4				b r ɛ t
650-4				t iː k
1532-4				n n d ə ə
-36-4				ʃ au pf
34-4				b ə n
-1647-4				f ai ɡ
-1615-4				ʃ l iː
125-4				f ɛ t
1659-4				h oː n ɪ ə
1661-4				m ɪ l k
1676-4				b oː ɡ ə r
480-4				t r a ŋ k ə
1466-4				k l aː ə ə ə
2277-4				v ɔ l ə
2271-4				f ɪ l t
2293-4				l ɛ r ə
624-4				ʃ p ɪ n ə n
628-4				ʃ p ɪ n d ə l
626-4				v ai f ə n
633-4				n ɪ t ə
1185-4				ʃ ɛ r n + ɡ + ə ə
1179-4				h a t
2168-4				k a m
1952-4				t r r
899-4				l a t ə r
922-4				b ɛ t
-934-4				l a m eː
916-4				ts r ɔ f
1726-4				f a l t
2108-4				p l ɡ ə ə n
1133-4				f oː r ə
2114-4				ʃ p aː t ə n
1272-4				r ai ɡ ə n
1979-4				ɡ r a s
1989-4				h oː x
-2260-4				p l a n t ə n
70-4				b + ɡ
-89-4				v ɪ n ə r
-12-4				p a pf
713-4				ʃ a p
747-4				n ɛ t ə l
308-4				t oː n
289-4				b ɪ n d ə n
1930-4				b r ɛ k ə n
1928-4				ʃ p l ai t ə n
858-4				ʃ t + ɛ k ə ə
1577-4				h ə + h a ŋ ə
908-4				v a s ə n
648-4				b ɛ r ə n
1855-4				h a l h ə l
657-4				h a m ə r
2058-4				n aː ɡ ə l
949-4				b m ɪ ts n ə ə t
1642-4				ɡ a l t ə
1640-4				z ɪ l f ə r
1633-4				eː r ə
1630-4				ts ɪ n
