COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
2118-1	m o ŋ ʃ o o o							
2238-1	ŋ a r o							
2507-1	ʃ ʃ n u ŋ							
2526-1	l e							
2535-1	ʃ a							
2544-1	ʃ i ŋ							
2560-1	s o ŋ n i tʃ i ŋ							
2569-1	kʰ a i ʃ u r							
2578-1	n i tʃ i ŋ							
2596-1	ʃ u ŋ							
2615-1	ɾ i							
2663-1	g i t i							
2690-1	s i							
2719-1	ɾ i ʃ i							
2728-1	k o tʃ u ŋ							
2747-1	ɲ i ŋ							
2756-1	s e r b u							
2774-1	b o ɲ i ŋ							
19-1	n a ʃ i b a							
28-1	n a ʃ i b a k							
89-1	g a ŋ p u							
107-1	ʃ i m i							
190-1	p u tʃ i							
229-1	kʰ a							
257-1	ă a ŋ a							
338-1	b r u ŋ							
436-1	z.o.k u l u							
483-1	ʃ a							
535-1	s o s o							
571-1	g e l e n ʃ i							
699-1	ɲ o ŋ p a							
845-1	ɾ o k							
971-1	t̪ i p u							
1049-1	b u							
1161-1	a m							
1180-1	ʃ a							
1226-1	l a ă i							
1235-1	n a m n i ŋ							
1280-1	ʃ i z.o.k a							
1352-1	g u							
1379-1	s i							
1415-1	ɾ a							
1636-1	b e tʃ a							
1654-1	l i							
1680-1	kʰ a n ʃ a							
1725-1	tʃ a p tʃ e							
2127-1	ʃ a m k a							
2181-1	ʃ i l o							
2366-1	j a k p a							
2672-1	t̪ a g a							
2681-1	b a l a ŋ b u							
55-1	t̪ a t̪ i b a k							
80-1	ɲ u ŋ g a							
116-1	t u l i							
10-2		s a ŋ						
37-2		n a n						
46-2		n a n						
98-2		kʰ a ŋ s i l a						
125-2		b e a ŋ ɾ a						
162-2		l e i s i						
171-2		o m s a						
219-2		t a ŋ p u						
247-2		s a ŋ l u ŋ						
282-2		l u s p u						
292-2		kʰ a ŋ						
301-2		l i						
354-2		m u m b a t i						
363-2		n a m b u						
397-2		g a m s i						
406-2		kʰ a u						
426-2		m s k p a						
473-2		pʰ i n a ŋ						
499-2		z a m s n						
526-2		g a s a						
544-2		kʰ u						
553-2		k o t a ŋ						
599-2		g o i s a m						
608-2		b a n s o						
617-2		j e n						
645-2		a n a						
663-2		s o ŋ s u r						
672-2		t o ŋ p a						
681-2		s e ɾ i						
690-2		m i ŋ						
708-2		s a ɾ i ŋ b u						
717-2		s o k p u						
726-2		s i						
744-2		a p a						
782-2		m i						
791-2		ŋ a						
800-2		ŋ a						
809-2		m o m n a ŋ						
836-2		p s i						
881-2		l a m						
890-2		r a tʰ a						
899-2		s e r						
926-2		tʃʰ a m						
944-2		g a ɾ a ŋ						
953-2		s a ɾ a ŋ						
980-2		s a r u ŋ						
998-2		pʰ e i						
1022-2		s a s u r						
1031-2		b i n a ŋ kʰ u a						
1069-2		tʃ o tʰ a ŋ a						
1079-2		s a tʰ a						
1098-2		j a ŋ b u						
1117-2		s u n						
1141-2		r i ŋ b u						
1189-2		m a n						
1198-2		n u						
1208-2		z a l a						
1217-2		l a n i u						
1253-2		a m a						
1271-2		n o a ŋ						
1289-2		m i ŋ						
1316-2		ŋ a ŋ						
1325-2		kʰ a m						
1334-2		s i ŋ b a						
1343-2		b u i n a ŋ						
1361-2		j e n a ŋ						
1370-2		n a tʰ u						
1388-2		m a n b a						
1397-2		s u r						
1406-2		tʃ o ŋ						
1424-2		g a ɾ a ŋ p a r						
1433-2		s u g u						
1442-2		l a m						
1451-2		b a s a m						
1468-2		pʰ a k p a						
1477-2		ŋ a s						
1502-2		ŋ a m s u						
1511-2		m u s e ŋ b a						
1529-2		tʃʰ a l u						
1538-2		s u l u						
1557-2		tʃ o i s u m						
1618-2		i s tʃʰ a						
1663-2		z u m						
1689-2		ŋ o i						
1698-2		kʰ u ŋ						
1707-2		m o ŋ n a ŋ						
1716-2		ŋ a m u						
1742-2		m u g i						
1751-2		b u s i l a						
1778-2		z a						
1787-2		s u r p u						
1823-2		l e m						
1832-2		k a r m a						
1842-2		l u ŋ						
1860-2		ŋ a m						
1869-2		ʃ s p s a ŋ						
1888-2		ʃ a m p i						
1897-2		s e						
1932-2		ɾ i n a ŋ s o p l a						
1950-2		z u						
1968-2		t o ŋ t a ʔ u						
1978-2		k u t p a						
1987-2		s a m						
2015-2		ŋ a m a						
2118-2		m o ŋ s o s o l a						
2238-2		ŋ a r z u						
2507-2		s s n u ŋ						
2526-2		l e						
2535-2		ʃ a						
2544-2		s i ŋ						
2560-2		s o ŋ n i tʃ i ŋ						
2569-2		kʰ e e s u ɾ						
2578-2		n i tʃ i ŋ						
2596-2		s u ŋ						
2615-2		ɾ i						
2663-2		g i t i						
2690-2		s i						
2719-2		ɾ i s i						
2728-2		k o tʃ u ŋ						
2747-2		s e ŋ w u						
2756-2		s e r b u						
2774-2		b o s i ŋ						
19-2		n a ʃ e b i						
28-2		n a ʃ i b a						
89-2		g a ŋ p u						
107-2		d i m i n						
145-2		tʃʰ u k p u						
190-2		p u tʃ i						
229-2		kʰ a						
257-2		w a ŋ a						
338-2		b r u ŋ						
436-2		z u l u						
483-2		tʰ a						
571-2		g e l e n ɲ i						
699-2		s o ŋ p a						
845-2		ɾ o k						
971-2		tʃʰ i p u						
1161-2		a m						
1180-2		s a						
1235-2		n a m n e ŋ						
1280-2		s i ŋ z a ŋ						
1307-2		t e p k a						
1352-2		g u						
1379-2		s i						
1415-2		ɾ a						
1636-2		b e tʃ a						
1654-2		l i						
1680-2		kʰ a n ɲ a						
1725-2		ɲ a p tʃ e						
2127-2		dʒ a m u						
2181-2		tʰ i l o						
2366-2		j a a						
2672-2		s a g a						
2681-2		b a l a ŋ b o						
55-2		ɲ a ʃ i b u k						
80-2		ɲ u ŋ g a						
116-2		s u l i						
154-2		ʃ i						
10-3			dʒ a ŋ					
37-3			n a n					
46-3			n a n					
98-3			kʰ a ŋ dʒ i l a					
125-3			b i ŋ ɾ a					
162-3			l e s i					
171-3			o m ʃ a					
219-3			t a ŋ p u					
247-3			tʃʰ a ŋ l u ŋ					
282-3			l u s p u					
292-3			kʰ a ŋ					
301-3			l i					
354-3			m u m b a t i					
363-3			a m b u					
397-3			g a m ʃ i					
406-3			kʰ a u					
426-3			m d k p a					
473-3			pʰ i n a ŋ					
499-3			z a m d n					
526-3			g a ʃ a					
544-3			kʰ u					
553-3			k o t a ŋ					
599-3			g o i tʰ a m					
608-3			b a n tʰ o					
617-3			j e n					
645-3			a n a					
663-3			s o ŋ tʰ u r					
672-3			t o ŋ p a					
681-3			ʃ i ɾ i					
690-3			m i ŋ					
708-3			tʰ a ɾ i ŋ b u					
717-3			dʒ o k p u					
726-3			s i					
744-3			a p a					
782-3			m i					
791-3			ŋ a					
800-3			ŋ a					
809-3			m o m n a ŋ					
836-3			p tʰ i					
881-3			l a m					
890-3			r a ʃ a					
899-3			s e r					
926-3			tʃʰ a m					
944-3			g a ɾ a ŋ					
953-3			ʃ a ɾ a ŋ					
980-3			d a ɾ o ŋ					
998-3			pʰ a i					
1022-3			g dʒ a tʰ u r					
1031-3			b i n a ŋ kʰ u kʰ a					
1069-3			tʃ o ŋ z					
1079-3			d a ʃ a					
1098-3			j a ŋ b u					
1117-3			tʃ u n					
1141-3			ɾ i ŋ b u					
1189-3			m a n					
1198-3			n u					
1208-3			z a l a					
1217-3			l a ŋ i					
1253-3			a m a					
1271-3			n o ʃ a ŋ					
1289-3			m i ŋ					
1316-3			ŋ a ŋ					
1325-3			kʰ a m					
1334-3			s i ŋ b a					
1343-3			b u i n a ŋ					
1361-3			j e n a ŋ					
1370-3			n a d̪ u					
1388-3			m a n b a					
1397-3			tʰ u r					
1406-3			tʃ o ŋ					
1424-3			g a ɾ a ŋ p a r					
1433-3			d u g u					
1442-3			l a m					
1451-3			b a d a m					
1468-3			pʰ a k p a					
1477-3			ŋ a s					
1502-3			ŋ a m s u					
1511-3			m u d j a ŋ b a					
1529-3			tʃʰ a l u					
1538-3			s o l u					
1557-3			tʃ o i d u ŋ					
1618-3			i ŋ tʃ a					
1663-3			z u m					
1689-3			ŋ o i					
1698-3			kʰ u ŋ					
1707-3			m o ŋ n a ŋ					
1716-3			ŋ a m					
1742-3			m u g i					
1751-3			b u tʰ i l a					
1778-3			z a					
1787-3			tʃʰ u r p u					
1823-3			l e m					
1832-3			k a r m a					
1842-3			l u ŋ					
1860-3			ŋ a m					
1869-3			d u p d a ŋ					
1888-3			ʃ a m p i					
1897-3			s e					
1932-3			ɾ i n a ŋ s o p l a					
1950-3			z u					
1968-3			t o ŋ t a u ɾ					
1978-3			k u t p a					
1987-3			s a m					
2015-3			ŋ a m d̪ u					
2118-3			m o ŋ d o					
2238-3			ŋ a r d̪ u					
2507-3			tʰ ʃ n u ŋ					
2526-3			l e					
2535-3			ʃ a					
2544-3			d i ŋ					
2560-3			s o ŋ n i tʃ i ŋ					
2569-3			kʰ e tʰ u ɾ					
2578-3			n i tʃ i ŋ					
2596-3			d u ŋ					
2615-3			ɾ i					
2663-3			g i t i					
2690-3			s i					
2719-3			ɾ i d i					
2728-3			k o tʃ u ŋ					
2747-3			d i ŋ					
2756-3			s e r b u					
2774-3			b o d i ŋ					
89-3			g a ŋ p u					
107-3			ʃ i m i n					
145-3			d u k p u					
190-3			p u tʃ i					
229-3			kʰ a					
257-3			tʰ a ŋ a					
436-3			z u l u					
483-3			ʃ a					
535-3			s o s o					
699-3			d o ŋ p a					
845-3			ɾ o k					
971-3			dʒ i tʰ p u					
1049-3			b u					
1161-3			a m					
1180-3			ʃ a					
1226-3			l a h i					
1235-3			n a m n i ŋ					
1280-3			dʒ i ŋ tʃ a ŋ					
1307-3			kʰ e p g a					
1352-3			g u					
1379-3			s i					
1415-3			ɾ a					
1636-3			b e tʃ a					
1654-3			l i					
1725-3			tʃ a p tʃ e					
2127-3			dʒ a m u					
2181-3			ʃ i l o					
2366-3			j a k a					
2672-3			d a g a					
2681-3			b a l u ŋ b o					
116-3			tʰ u l i					
154-3			d i					
10-4				tʰ a ŋ				
37-4				n a n				
46-4				n a n				
98-4				kʰ a ŋ tʰ i l a				
125-4				b i j a ŋ z a				
162-4				l e i s i				
171-4				o m tʰ a				
219-4				t a ŋ p u				
247-4				tʰ a ŋ l u ŋ				
282-4				l u s p u				
292-4				kʰ a ŋ				
301-4				l i				
354-4				m u m b a t i				
363-4				n a m b u				
397-4				g a m tʰ i				
406-4				kʰ a m u				
426-4				m ĭ k p a				
473-4				tʰ i n a ŋ				
499-4				z a m ĭ n				
526-4				g a tʰ a				
544-4				kʰ u				
553-4				k o t a ŋ				
599-4				k o ĭ tʰ a m				
608-4				b a n tʰ o				
617-4				j e n				
645-4				a n a				
663-4				s o ŋ tʰ u r				
672-4				t o ŋ p a				
681-4				ɲ i z i				
690-4				m i ŋ				
708-4				tʰ a r i ŋ b u				
717-4				tʰ o k p u				
726-4				s i				
744-4				a p a				
782-4				m i				
791-4				ŋ a				
800-4				ŋ a				
809-4				m o m n a ŋ				
836-4				p tʰ i				
881-4				l a m				
890-4				r a tʰ a				
899-4				s e r				
926-4				tʃ a m				
944-4				g a z a ŋ				
953-4				tʰ a z a ŋ				
980-4				tʰ a z a ŋ				
998-4				tʰ a ĭ				
1022-4				tʰ a tʰ u r				
1031-4				b i n a ŋ kʰ u a m				
1069-4				tʃʰ o tʰ a ŋ a				
1079-4				tʰ a tʰ a				
1098-4				j a ŋ pʰ u				
1117-4				tʃʰ u n				
1141-4				z i n m u				
1189-4				m a n				
1198-4				n u m tʃʰ				
1208-4				z a l m a				
1217-4				l a ɲ i				
1253-4				a m a				
1271-4				n o ɲ a ŋ				
1289-4				m i				
1316-4				ŋ a ŋ				
1325-4				kʰ a m				
1334-4				s i ŋ m a				
1343-4				b u i n a ŋ				
1361-4				j e n a ŋ m				
1370-4				n a k u				
1388-4				m a n m a				
1397-4				tʰ u r				
1406-4				tʃ o ŋ				
1424-4				g a z a ŋ p a r				
1433-4				tʰ u g u				
1442-4				l a m				
1451-4				b a tʰ a m				
1468-4				tʰ a k p a				
1477-4				ŋ a s				
1502-4				ŋ a m s u				
1511-4				m u tʰ j a ŋ b a				
1529-4				tʃ a l u				
1538-4				s u l u				
1557-4				tʃ o ĭ tʰ u				
1618-4				i ĭ tʃ a				
1663-4				z u m				
1689-4				ŋ o i				
1698-4				kʰ u ŋ				
1707-4				m o ŋ n a ŋ				
1716-4				ŋ a m				
1742-4				m u g ĭ				
1751-4				b u tʰ i l a				
1778-4				z a				
1787-4				tʃʰ u r p u				
1823-4				l e m				
1832-4				k a r m a				
1842-4				l u ŋ				
1860-4				ŋ a m				
1869-4				tʰ u p tʰ a ŋ				
1888-4				tʰ a m tʃʰ i				
1897-4				s e				
1932-4				z i n a ŋ o tʃʰ k a m				
1950-4				z u				
1968-4				t o ŋ t a				
1978-4				k u t p a				
1987-4				d̪ a m				
2015-4				ŋ a m tʃʰ a m				
2118-4				m o ŋ d tʃʰ tʰ o ŋ tʃʰ a m				
2238-4				ŋ a r tʃʰ a m				
2507-4				tʰ ĭ n u ŋ				
2526-4				l e				
2535-4				tʰ a				
2544-4				tʰ i ŋ				
2560-4				s o ŋ n i tʃ i ŋ				
2569-4				kʰ a tʃʰ tʰ u r				
2578-4				n i tʃ i ŋ				
2596-4				tʰ u ŋ				
2615-4				z i				
2663-4				g i tʰ tʃʰ ĭ				
2690-4				s i				
2719-4				z i tʰ i				
2728-4				k o tʃ u ŋ				
2747-4				ɲ i ŋ				
2756-4				e r b u				
2774-4				b o ɲ i ŋ				
19-4				n a tʰ i b a				
28-4				n a tʰ ĭ b a				
89-4				k a ŋ p u				
145-4				tʰ u g tʃʰ tʃʰ tʃʰ u				
229-4				kʰ a				
257-4				tʰ a ŋ a				
338-4				b r u ŋ				
436-4				z u l u				
535-4				s o s o				
571-4				g e l e n tʰ i				
699-4				d o ŋ p a				
971-4				tʃ i t p u				
1049-4				u				
1180-4				tʰ a				
1226-4				l a tʰ i				
1307-4				tʰ e tʃʰ g a				
1352-4				g u				
1379-4				s i				
1636-4				b e tʃ a				
1654-4				l i				
1680-4				kʰ a n tʰ a				
1725-4				tʃʰ a p t e				
2672-4				d a g a				
55-4				ɲ a ɲ ĭ b a				
80-4				ɲ u ŋ k a				
116-4				tʰ u l ĭ				
10-5					dʒ a ŋ			
37-5					n a n			
46-5					n a n			
98-5					kʰ a ŋ tʃ i l a			
125-5					b e a ŋ ɾ a			
162-5					l e i s i			
171-5					o m d a			
219-5					t a ŋ p u			
247-5					tʃʰ a ŋ l u ŋ			
282-5					l u s p u			
292-5					kʰ a ŋ			
301-5					l i			
354-5					m u m b a t i			
363-5					n a m b u			
397-5					g a m d i			
406-5					kʰ a u			
426-5					m k p a			
473-5					i n a ŋ			
499-5					z a m n			
526-5					g a d a			
544-5					kʰ u			
553-5					k o t a ŋ			
599-5					g o i d a m			
608-5					b a n d o			
617-5					j e n			
645-5					a n a			
663-5					s o ŋ d u r			
672-5					t o ŋ p a			
681-5					d i ɾ i			
690-5					m i ŋ			
708-5					d a r i ŋ b u			
717-5					dʒ o k p u			
726-5					s i			
744-5					a p a			
782-5					m i			
791-5					ŋ a			
800-5					ŋ a			
809-5					m o m n a ŋ			
836-5					p d i			
881-5					l a m			
890-5					r a d a			
899-5					s e r			
926-5					e a m			
944-5					g a ɾ a ŋ			
953-5					d a ɾ a ŋ			
980-5					d a ɾ u ŋ			
998-5					e i			
1022-5					dʒ a d u r			
1031-5					b i n a ŋ kʰ u kʰ a			
1069-5					tʃ o ʃ a ŋ z a			
1079-5					d a d a			
1098-5					j a ŋ b u			
1117-5					tʃ u n			
1141-5					ɾ i ŋ b u			
1189-5					m a n			
1198-5					n u			
1208-5					z a l a			
1217-5					l a n i			
1253-5					a m a			
1271-5					n o d a ŋ			
1289-5					m i ŋ			
1316-5					ŋ a ŋ			
1325-5					kʰ a m			
1334-5					s i ŋ b a			
1343-5					b i i n a ŋ			
1361-5					j e n a ŋ			
1370-5					n a k u			
1388-5					m a n b a			
1397-5					d u r			
1406-5					tʃ o ŋ			
1424-5					g a ɾ a ŋ p a r			
1433-5					d u g u			
1442-5					l a m			
1451-5					b a d a m			
1468-5					a k p a			
1477-5					ŋ a s			
1502-5					ŋ a m s u			
1511-5					m u d j a ŋ b a			
1529-5					tʃʰ a l u			
1538-5					s u l u			
1557-5					tʃ o i d u ŋ			
1618-5					i tʃ a			
1663-5					z u m			
1689-5					ŋ o i			
1698-5					kʰ u ŋ			
1707-5					m o ŋ n a ŋ			
1716-5					ŋ a m			
1742-5					m u g i			
1751-5					b u tʰ i l a			
1778-5					z a			
1787-5					tʃʰ u r p u r			
1823-5					l e m			
1832-5					k a r m a			
1842-5					l u ŋ			
1860-5					ŋ a m			
1869-5					d u p d a ŋ			
1888-5					d a m pʰ i			
1897-5					s e			
1932-5					ɾ i n a ŋ s o p l a			
1950-5					z u			
1968-5					t o ŋ t a			
1978-5					k u t p a			
1987-5					s a m			
2015-5					ŋ a m kʰ o			
2118-5					m o ŋ d o ʃ o ŋ l e			
2238-5					ŋ a r kʰ o			
2507-5					d e n u ŋ			
2526-5					l e			
2535-5					d a			
2544-5					d i ŋ			
2560-5					s o ŋ n i tʃ i ŋ			
2569-5					kʰ e d u ɾ			
2578-5					n i tʃ i ŋ			
2596-5					d u ŋ			
2615-5					ɾ i			
2663-5					g i t i			
2690-5					s i			
2719-5					ɾ i d i			
2728-5					k o tʃ u ŋ			
2747-5					d i ŋ			
2756-5					s e r u			
2774-5					b o d i ŋ			
19-5					n a tʰ i a			
28-5					n a tʰ i b a			
89-5					g a ŋ p u			
107-5					d i m i n			
145-5					d u k p u			
190-5					p u tʃ i			
229-5					kʰ a			
257-5					ă a ŋ a			
338-5					b r u ŋ			
436-5					z u l u			
483-5					d a			
535-5					s o s o			
571-5					g e l e n d i			
699-5					d o ŋ p a			
845-5					ɾ o k			
971-5					tʃ i t p u			
1049-5					b u			
1161-5					a m			
1180-5					ʃ a			
1226-5					l a ʃ i			
1235-5					n a m n i ŋ			
1280-5					dʒ i ŋ z a n			
1307-5					t e p k a			
1352-5					g u			
1379-5					s i			
1415-5					ɾ a			
1654-5					l i			
1680-5					kʰ a n d a r			
2127-5					dʒ a m ə n			
2181-5					d i l			
2366-5					j a k a n			
2672-5					d a g a			
2681-5					b a l u ŋ b o			
80-5					d u ŋ g a			
154-5					tʰ i			
10-6						dʒ a.w ŋ		
37-6						n a.w n		
46-6						n a.w n		
98-6						kʰ a.w ŋ tʃ i l a.w		
125-6						b o.i ŋ ɾ a.w		
162-6						l e s i		
171-6						o m ʃ a.w		
219-6						t a.w ŋ p u		
247-6						d̪ a.w ŋ l u ŋ		
282-6						l u s p u		
292-6						kʰ a.w ŋ		
301-6						l i		
354-6						m u m b a.w t i		
363-6						n a m b u		
397-6						g a.w m tʰ i		
406-6						kʰ a u		
426-6						m d̪ k p a.w		
473-6						pʰ i n a.w ŋ		
499-6						z a.w m d̪ n		
526-6						g a.w ʃ a.w		
544-6						kʰ u		
553-6						k o t a.w ŋ		
599-6						g o tʰ a.w m		
608-6						b a.w n tʰ o		
617-6						j e n		
645-6						a.w n a.w		
663-6						s o ŋ tʰ u r		
672-6						t o ŋ p a.w		
681-6						d̪ i ɾ i		
690-6						m i ŋ		
708-6						tʰ a.w ɾ i ŋ b u		
717-6						dʒ o k p u		
726-6						s i		
744-6						a.w p a.w		
782-6						m i		
791-6						ŋ a.w		
800-6						ŋ a.w		
809-6						m o m n a.w ŋ		
836-6						p s i		
881-6						l a.w m		
890-6						r a.w d̪ a.w		
899-6						s e r		
926-6						d̪ a.w m		
944-6						g a ɾ a.w ŋ		
953-6						ʃ j a.w ɾ a.w ŋ		
980-6						b a.w ɾ u ŋ		
998-6						pʰ e i		
1022-6						j a.w tʰ u r		
1031-6						b i n a.w ŋ kʰ u a		
1069-6						tʃ o a ŋ		
1079-6						ʃ a j a.w		
1098-6						j a.w ŋ b u		
1117-6						tʃ u n		
1141-6						r i ŋ b u		
1189-6						m a.w n		
1198-6						n u		
1208-6						z a.w l a		
1217-6						l a.w j i		
1253-6						a.w m a.w		
1271-6						n o a.w ŋ		
1289-6						m i ŋ		
1316-6						ŋ a.w ŋ		
1325-6						kʰ a.w m		
1334-6						s i ŋ b a.w		
1343-6						b u n a.w ŋ		
1361-6						j e n a.w ŋ		
1370-6						n a.w k u ŋ		
1388-6						m a.w n b a.w		
1397-6						tʰ u r		
1406-6						tʃ o ŋ		
1424-6						g a ɾ a.w ŋ p a.w r		
1433-6						ʃ u g u		
1442-6						l a.w m		
1451-6						b a.w d a.w m		
1468-6						pʰ a.w k p a.w		
1477-6						ŋ a.w s		
1502-6						ŋ a.w m s u		
1511-6						m u j j a ŋ b a.w		
1529-6						tʃ a.w l u		
1538-6						s u l u		
1557-6						tʃ o d u ŋ		
1618-6						i ŋ tʃ a.w		
1663-6						z u m		
1689-6						ŋ o i		
1698-6						kʰ u ŋ		
1707-6						m o ŋ n a.w ŋ		
1716-6						ŋ a.w m		
1742-6						m u g		
1751-6						b u ʃ i l a.w		
1778-6						z a.w		
1787-6						d̪ u r p u		
1823-6						l e m		
1832-6						k a.w r m a.w		
1842-6						l u ŋ		
1860-6						ŋ a.w m		
1869-6						ʃ p d̪ a.w ŋ		
1888-6						ʃ a.w m pʰ i		
1897-6						s e		
1932-6						ɾ i n a.w ŋ s p a		
1950-6						z u		
1968-6						t o ŋ t a tʰ		
1978-6						k u t p a.w		
1987-6						s a m		
2015-6						ŋ a.w m k a		
2118-6						m o ŋ ʃ ŋ a		
2238-6						ŋ a.w r a		
2507-6						tʰ d̪ n u ŋ		
2526-6						l e		
2535-6						ʃ a.w		
2544-6						ʃ i ŋ		
2560-6						s o ŋ n i tʃ i ŋ		
2569-6						kʰ e tʰ u r		
2578-6						n i tʃ i ŋ		
2596-6						d u ŋ		
2615-6						ɾ i		
2663-6						g i t̪.a i		
2690-6						s i		
2719-6						ɾ i d i		
2728-6						k o tʃ u ŋ		
2747-6						d̪ i ŋ		
2756-6						s e r b u		
2774-6						b o d̪ i ŋ		
19-6						n a ʃ i b a		
28-6						n a ʃ i b a		
89-6						g a ŋ p u		
107-6						d i m i n		
145-6						d u k p u		
190-6						p u tʃ i		
229-6						kʰ a		
257-6						tʰ a ŋ a		
338-6						b r u ŋ		
483-6						d̪ a		
535-6						s o s o		
571-6						g e l e n d i		
699-6						d o ŋ p a		
845-6						ɾ o k		
971-6						d̪ i p u		
1049-6						b u		
1161-6						a m		
1226-6						l a.w ŋ i		
1235-6						n a m n i ŋ		
1280-6						dʒ i tʃ a n		
1307-6						t e p a.w		
1352-6						g u		
1379-6						s i		
1415-6						ɾ a		
1636-6						p e tʃ a		
1654-6						l i		
1680-6						kʰ a n tʰ		
1725-6						tʃ a p tʃ e		
2127-6						dʒ a m k u		
2181-6						d̪ i		
2366-6						j a k a		
2672-6						b d̪ g a		
2681-6						b a l a ŋ b u		
55-6						d̪ a ʃ i b a		
80-6						tʰ u ŋ g a		
116-6						tʰ u l i		
154-6						tʃʰ i		
10-7							d a ŋ	
37-7							n a n	
46-7							n a n	
98-7							kʰ a ŋ ʃ i l a	
125-7							b i ŋ ɾ a	
162-7							l e i s i	
171-7							o m d a	
219-7							t a ŋ p u	
247-7							tʃʰ a ŋ l u ŋ	
282-7							l u s p u	
292-7							kʰ a ŋ	
301-7							l i	
354-7							m u m b a t i	
363-7							ɲ a m b u	
397-7							g a m d i	
406-7							kʰ a u	
426-7							m k p a	
473-7							pʰ i n a ŋ	
499-7							z a m d n	
526-7							g a d a	
544-7							kʰ u	
553-7							k o t a ŋ	
599-7							g o i d a m	
608-7							b a n d o	
617-7							j e n	
645-7							a n a	
663-7							s o ŋ d u r	
672-7							t o ŋ p a	
681-7							d i ɾ i	
690-7							m i ŋ	
708-7							d e ɾ i ŋ b u	
717-7							d o k p u	
726-7							s i	
744-7							a p a	
782-7							m i	
791-7							ŋ a	
800-7							ŋ a	
809-7							m o m n a ŋ	
836-7							b d i	
881-7							l a m	
890-7							r a d a	
899-7							s e r	
926-7							tʃʰ a m	
944-7							g a ɾ a ŋ	
953-7							d a ɾ a ŋ	
980-7							d a r u ŋ	
998-7							pʰ e i	
1022-7							d a d u r	
1031-7							b i n a ŋ	
1069-7							tʃ o t̪ a ŋ z	
1079-7							d a d a	
1098-7							j a ŋ b u	
1117-7							tʃ u n	
1141-7							r i ŋ b u	
1189-7							m a n	
1198-7							n u	
1208-7							z a l a	
1217-7							l a ʃ i	
1253-7							a m a	
1271-7							n o d a ŋ	
1289-7							m i ŋ	
1316-7							ŋ a ŋ	
1325-7							kʰ a m	
1334-7							s i ŋ b a	
1343-7							b u i n a ŋ	
