COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
881-2		l a m						
890-2		r a z a						
899-2		z e r						
926-2		z a m						
944-2		g a ɾ a ŋ						
953-2		ʃ a ɾ a ŋ						
980-2		z a r u ŋ						
998-2		pʰ a i						
1022-2		tʰ a tʰ u r						
1031-2		b i n a ŋ kʰ u a						
1069-2		tʰ o z a ŋ a						
1079-2		ʃ a z a						
1098-2		j a ŋ ɲ u						
1117-2		tʰ u n						
1141-2		r i n b u						
1189-2		m a n						
1198-2		n u						
1208-2		z a l a						
1217-2		l a z i						
1253-2		a m a						
1271-2		n o z a ŋ						
1289-2		m i ŋ						
1316-2		ŋ a ŋ						
1325-2		kʰ a m						
1334-2		z i ŋ b a						
1343-2		b u i n a ŋ						
1361-2		j e n a ŋ						
1370-2		n a z u						
1388-2		m a n b a						
1397-2		tʰ u r						
1406-2		tʃ o ŋ						
1424-2		g a ɾ a ŋ p a r						
1433-2		ʃ u g u						
1442-2		l a m						
1451-2		b a tʰ a m						
1468-2		pʰ a k p a						
1477-2		ŋ a s						
1502-2		ŋ a m z u						
1511-2		m u z r e ŋ b a						
1529-2		tʰ a l u						
1538-2		z u l u						
1557-2		tʃ o i tʰ u m						
1618-2		i ŋ tʰ a						
1663-2		z u m						
1689-2		ŋ o i						
1698-2		kʰ u ŋ						
1707-2		m o ŋ n a ŋ						
1716-2		ŋ a m						
1742-2		m u g i						
1751-2		b u ʃ i l a						
1778-2		z a						
1787-2		tʰ u r p u						
1823-2		l e m						
1832-2		k a r m a						
1842-2		l u ŋ						
1860-2		ŋ a m						
1869-2		ʃ u p z a ŋ						
1888-2		ʃ a m p i						
1897-2		z e						
1932-2		ɾ i n a ŋ z p a						
1950-2		z u						
1968-2		tʰ o ŋ tʰ a						
1978-2		k u s p a						
1987-2		z a m						
2015-2		ŋ a m ʃ a						
2118-2		m o ŋ ʃ z a						
2238-2		ŋ a r z u						
2507-2		tʰ i n u ŋ						
2526-2		l e						
2535-2		ʃ a						
2544-2		ʃ i ŋ						
2560-2		z o ŋ n i tʃ i ŋ						
2569-2		kʰ e tʰ u r						
2578-2		n i tʃ i ŋ						
2596-2		tʰ u ŋ						
2615-2		ɾ i						
2663-2		g i tʰ h̥ i						
2690-2		z i						
2719-2		ɾ i tʰ i						
2728-2		k o tʃ u ŋ						
2747-2		ɲ u m e ŋ						
2756-2		z e r b u						
2774-2		b o tʰ i ŋ						
19-2		n a ʃ i b i						
28-2		n a ʃ i b a						
89-2		g a ŋ p u						
107-2		tʰ i m i						
145-2		z u k p u						
190-2		p u tʃ i						
229-2		kʰ a						
257-2		tʰ a ŋ a						
338-2		b r u ŋ						
436-2		z u l u						
483-2		d̪ a						
571-2		g e l e n ɲ i						
699-2		tʰ o ŋ p a						
845-2		ɾ o k						
971-2		dʒ i p u						
1161-2		a m						
1180-2		ʃ a						
1235-2		n a m n e ŋ						
1280-2		d̪ i ŋ d̪ a ŋ						
1307-2		tʰ e p k a						
1352-2		g u						
1379-2		s i						
1415-2		ɾ a						
1636-2		b e tʃ a						
1654-2		l i						
1680-2		kʰ a n ɲ a						
1725-2		tʰ a p tʰ e						
2127-2		d̪ a m ʃ u						
2181-2		d̪ i l o						
2366-2		j a kʰ a						
2672-2		z a g a						
2681-2		b a l u ŋ b o						
55-2		ɲ a ʃ i b a u						
80-2		ɲ u ŋ g a						
116-2		tʰ u l i						
154-2		ʃ i						
181-2		n i z u m b a						
210-2		tʃʰ o i						
267-2		d̪ i						
319-2		pʰ o ŋ k a n						
389-2		g o g a						
453-2		ɲ a ŋ p u						
508-2		ŋ a m						
563-2		d̪ a ŋ b u						
764-2		g a ɾ a ŋ b r u m a						
819-2		z a m b a						
918-2		j a ŋ l u ŋ						
1244-2		s n r o ŋ tʃ u ŋ n						
1460-2		z o ŋ a						
1487-2		w o k tʰ a ŋ						
1521-2		d̪ u						
2033-2		tʃʰ o k p u						
2209-2		b i tʰ i ŋ p i tʰ tʰ a						
2256-2		pʰ u						
2517-2		ŋ a m z a						
2654-2		h̥ h̥ h̥ b o ŋ						
2737-2		ŋ i z a						
329-2		tʃ a n tʃ a ɾ a n						
464-2		t o tʃ a ŋ						
581-2		d u i p a						
591-2		n e g a ŋ						
627-2		tʃʰ a ɾ a ŋ i l i						
655-2		t a tʃ i l a						
873-2		pʰ u ŋ b e						
909-2		pʰ e l l o						
990-2		tʃ o tʃ o						
1013-2		g a ɲ a ŋ						
1133-2		j u						
1584-2		g a ɾ i l a m						
10-3			ʃ a ŋ					
37-3			n a n					
46-3			n a n					
98-3			kʰ a ŋ tʰ i l a					
125-3			b i ŋ r a					
162-3			l e ʃ i					
171-3			o m ʃ a					
219-3			tʰ a ŋ p u					
247-3			tʃʰ a ŋ l u					
282-3			l u ʃ p u					
292-3			kʰ a ŋ					
301-3			l i					
354-3			m u m b a tʰ i					
363-3			tʰ a m b u					
397-3			ʃ a m tʰ i					
406-3			kʰ a u					
426-3			m ʃ k p a					
473-3			ʃ i n a ŋ					
499-3			z a m ʃ n					
526-3			ʃ a ʃ a					
544-3			kʰ u					
553-3			k o tʰ a ŋ					
599-3			ʃ o i tʰ a m					
608-3			b a n tʰ o					
617-3			j e n					
645-3			a n a					
663-3			ʃ o ŋ tʰ u r					
672-3			tʰ o ŋ p a					
681-3			ʃ i r i					
690-3			m i ŋ					
708-3			d̪ o l i ŋ b u					
717-3			ʃ o k p u					
726-3			ʃ i					
744-3			a p a					
782-3			m i					
791-3			ŋ a					
800-3			ŋ a					
809-3			m o m n a ŋ					
836-3			p ʃ i					
881-3			l a m					
890-3			r a ʃ a					
899-3			ʃ e r					
926-3			tʃʰ a m					
944-3			ʃ a r a ŋ					
953-3			ʃ a r a ŋ					
980-3			ʃ a b o ŋ					
998-3			ʃ i					
1022-3			ʃ a tʰ u r					
1031-3			b i n a ŋ kʰ u kʰ					
1069-3			tʃ o ʃ ŋ					
1079-3			ʃ a ʃ a					
1098-3			j a ŋ b u					
1117-3			tʃ u n					
1141-3			r i b u					
1189-3			m a n					
1198-3			n u					
1208-3			z a l a					
1217-3			l a ʃ i					
1253-3			a m a					
1271-3			n o ʃ a ŋ					
1289-3			m i					
1316-3			ŋ a ŋ					
1325-3			kʰ a m					
1334-3			ʃ i ŋ b a					
1343-3			b u i n a ŋ					
1361-3			j e n a ŋ					
1370-3			n a ʃ u					
1388-3			m a n b a					
1397-3			tʰ u r					
1406-3			tʃ o ŋ					
1424-3			ʃ a r a ŋ p a r					
1433-3			ʃ u ʃ u					
1442-3			l a m					
1451-3			b a ʃ a m					
1468-3			ʃ a k p a					
1477-3			ŋ a ʃ					
1502-3			ŋ a m ʃ u					
1511-3			m u ʃ j a ŋ b a					
1529-3			tʃʰ a l u					
1538-3			ʃ o l u					
1557-3			tʃ o i ʃ u ŋ					
1618-3			i ĭ tʃ a					
1663-3			z u m					
1689-3			ŋ o i					
1698-3			kʰ u ŋ					
1707-3			m o ŋ n a ŋ					
1716-3			ŋ a m					
1742-3			m u ʃ i					
1751-3			b u tʰ i l a					
1778-3			z a					
1787-3			tʃʰ u r p u					
1823-3			l e m					
1832-3			k a r m a					
1842-3			l u ŋ					
1860-3			ŋ a m					
1869-3			ʃ u p ʃ a ŋ					
1888-3			ʃ a m ʃ i					
1897-3			ʃ e					
1932-3			r i n a ŋ d̪ o p l					
1950-3			z u					
1968-3			tʰ o ŋ tʰ a u					
1978-3			k u t p a					
1987-3			ʃ a m					
2015-3			ŋ a m d̪ u					
2118-3			m o ŋ ʃ o					
2238-3			ŋ a r b u					
2507-3			tʰ ĭ n u ŋ					
2526-3			l e					
2535-3			ʃ a					
2544-3			ʃ i ŋ					
2560-3			ʃ o ŋ n i tʃ i ŋ					
2569-3			kʰ e tʰ u ĭ					
2578-3			n i tʃ i ŋ					
2596-3			ʃ u ŋ					
2615-3			r i					
2663-3			ʃ i tʰ i					
2690-3			ʃ i					
2719-3			r i ʃ i					
2728-3			k o tʃ u ŋ					
2747-3			ʃ i ŋ					
2756-3			ʃ e r b u					
2774-3			b o ʃ i ŋ					
89-3			ʃ a ŋ p u					
107-3			ʃ i m i n					
145-3			ʃ u k p u					
190-3			p u tʃ i					
229-3			kʰ a					
257-3			tʰ a ŋ a					
436-3			z u l u					
483-3			ʃ a					
535-3			ʃ o ʃ o					
699-3			ʃ o ŋ p a					
845-3			ɾ o k					
971-3			dʒ i p u					
1049-3			b u					
1161-3			a m					
1180-3			ʃ a					
1226-3			l a ʃ i					
1235-3			n a m n i ŋ					
1280-3			dʒ i ŋ d̪ a ŋ					
1307-3			kʰ r k a					
1352-3			ʃ u					
1379-3			dʒ i					
1415-3			ɾ a					
1636-3			b e tʃ a					
1654-3			tʰ i					
1725-3			tʃ a tʃ e					
2127-3			ʃ a m pʰ u					
2181-3			ʃ i ʃ o					
2366-3			j a k p o					
2672-3			ʃ a ʃ a					
2681-3			b a l u ŋ b o					
116-3			tʰ u tʰ i					
154-3			ʃ i					
181-3			n i z u m b a					
210-3			h o i					
267-3			ʃ i					
389-3			ʃ o ʃ a					
563-3			ʃ a ŋ b u					
637-3			a u					
764-3			d̪ a b a ŋ b tʰ u m a					
819-3			z a m b a					
827-3			b i					
918-3			j a ŋ l u ŋ					
1244-3			s u r i l o ŋ tʃ u u u					
1487-3			g o k ʃ a ŋ					
1521-3			tʃʰ u					
1734-3			z i m b u					
2033-3			h o k b o					
2172-3			b i l o					
2209-3			b i s i ŋ p a tʰ					
2256-3			ʃ u pʰ o					
2517-3			ŋ a m tʃ a					
2654-3			b o ŋ					
2737-3			ʃ i z a					
329-3			tʃ a n tʃ a ɾ a n					
415-3			k a p u					
464-3			ʃ o tʃ a ŋ					
493-3			ɾ i ʃ o					
581-3			ʃ u i p a					
591-3			n e ʃ a ŋ					
627-3			ʃ a ɾ a ŋ k i pʰ i					
655-3			ʃ a tʃ i l a					
873-3			ʃ u ŋ b e					
909-3			ʃ e l l o					
1150-3			ʃ o ŋ o					
10-4				ɲ a ŋ				
37-4				n a n				
46-4				n a n				
98-4				kʰ a ŋ z i l a				
125-4				ɲ i j a ŋ ɲ a				
162-4				l e i s i				
171-4				o m ɲ a				
219-4				tʰ a ŋ p u				
247-4				ɲ a ŋ l u ŋ				
282-4				l u s p u				
292-4				kʰ a ŋ				
301-4				l i				
354-4				m u m ɲ a tʰ i				
363-4				n a m ɲ u				
397-4				k a m ɲ i				
406-4				kʰ a m u				
426-4				m ĭ g p a				
473-4				ɲ i n a ŋ				
499-4				z a m ĭ n				
526-4				g a ɲ a				
544-4				kʰ u				
553-4				k o tʰ a ŋ				
599-4				k o ĭ ɲ a m				
608-4				ɲ a n ɲ o				
617-4				z e n				
645-4				a n a				
663-4				s o ŋ ɲ u r				
672-4				tʰ o ŋ p a				
681-4				ɲ i ɲ i				
690-4				m i ŋ				
708-4				ɲ a ɲ i ŋ ɲ u				
717-4				ɲ o g p u				
726-4				s i				
744-4				a p a				
782-4				m i				
791-4				ŋ a				
800-4				ŋ a				
809-4				m o m n a ŋ				
836-4				p ɲ i				
881-4				l a m				
890-4				ɲ a ɲ a				
899-4				s e r				
926-4				tʃ a m				
944-4				k a ɲ a ŋ				
953-4				ɲ a ɲ a ŋ				
980-4				z a ɲ u ŋ				
998-4				ɲ e ĭ				
1022-4				z a ɲ u r				
1031-4				ɲ i n a ŋ kʰ u kʰ a m				
1069-4				tʃ o z ă n ŋ a				
1079-4				ɲ a ɲ a				
1098-4				z a ŋ pʰ u				
1117-4				tʃ u n				
1141-4				ɲ i ɲ u				
1189-4				m a n				
1198-4				n u m a				
1208-4				z a l m a				
1217-4				l a ɲ i				
1253-4				a m a				
1271-4				n o ɲ a ŋ				
1289-4				m i ŋ				
1316-4				ŋ a ŋ				
1325-4				kʰ a m				
1334-4				s i ŋ ɲ a				
1343-4				ɲ u i n a ŋ				
1361-4				z e n a ŋ m				
1370-4				n a k u ŋ				
1388-4				m a n ɲ a				
1397-4				ɲ u r				
1406-4				tʃ o ŋ				
1424-4				k a ɲ a ŋ p a r				
1433-4				ɲ u k u				
1442-4				l a m				
1451-4				ɲ a ɲ a m				
1468-4				ɲ a g p a				
1477-4				ŋ a s				
1502-4				ŋ a m s u				
1511-4				m u ɲ j a ŋ ɲ a				
1529-4				tʃ a l u				
1538-4				s u l u				
1557-4				tʃ o ĭ ɲ u ŋ				
1618-4				i ĭ tʃ a				
1663-4				z u m				
1689-4				ŋ o i				
1698-4				kʰ u ŋ				
1707-4				m o ŋ n a ŋ				
1716-4				ŋ a m				
1742-4				m u g ĭ				
1751-4				ɲ u ɲ ĭ l a				
1778-4				z a				
1787-4				ɲ u r p u				
1823-4				l e m				
1832-4				k a r m a				
1842-4				l u ŋ				
1860-4				ŋ a m m				
1869-4				ɲ u p ɲ a ŋ				
1888-4				ɲ a m p i				
1897-4				s e				
1932-4				ɲ i n a ŋ s a p k a m				
1950-4				z u				
1968-4				tʰ o ŋ tʰ a				
1978-4				k u t p a				
1987-4				z a m				
2015-4				ŋ a m tʃʰ a				
2118-4				m o ŋ ɲ tʰ o ŋ l a m				
2238-4				ŋ a r ɲ a m				
2507-4				ɲ ĭ n u ŋ				
2526-4				l e				
2535-4				ɲ a				
2544-4				ɲ i ŋ				
2560-4				s o ŋ n i tʃ i ŋ				
2569-4				kʰ a i ɲ u r				
2578-4				n i tʃ i ŋ				
2596-4				ɲ u ŋ				
2615-4				ɲ i				
2663-4				k i tʰ ĭ				
2690-4				s i				
2719-4				ɲ i ɲ i				
2728-4				k o tʃ u ŋ				
2747-4				ɲ i ŋ ĭ ĭ				
2756-4				z e r ɲ u				
2774-4				ɲ a ɲ i ŋ				
19-4				n a pʰ i ɲ a g				
28-4				n a pʰ ĭ ɲ a k				
89-4				k a ŋ p u				
145-4				tʰ u g tʃʰ tʃʰ u				
229-4				kʰ a				
257-4				ɲ a ŋ a				
338-4				ɲ pʰ u ŋ				
436-4				z u l u				
535-4				s o s o				
571-4				k e l e n ɲ i				
699-4				ʃ o ŋ p a				
971-4				tʃ i t p u				
1049-4				k u				
1180-4				d̪ a				
1226-4				l a z i				
1307-4				k e tʃʰ g a				
1352-4				g u				
1379-4				s i				
1636-4				tʰ e tʃ a				
1654-4				l i				
1680-4				kʰ a n ɲ a				
1725-4				tʃ a p tʃ e				
2672-4				ʃ r g a				
55-4				ɲ a ɲ ĭ b a g				
80-4				ɲ u ŋ k a				
116-4				tʰ u l ĭ				
210-4				g a i				
453-4				tʃ a ŋ p u				
637-4				a n u				
754-4				a tʃ i ŋ k u r				
764-4				g a n ɲ a n ŋ b tʰ u m a n				
827-4				k i				
1244-4				t u tʰ o ŋ tʃ u ŋ tʃʰ u				
1460-4				z o ŋ a				
1734-4				z i m z u				
2033-4				g a g tʃʰ a m				
2209-4				b i t i ŋ p i tʃʰ a n				
2517-4				ŋ a m tʃ a				
2654-4				a a tʰ o ŋ				
493-4				z i z o n				
1133-4				k u				
10-5					tʰ a ŋ			
37-5					n a n			
46-5					n a n			
98-5					kʰ a ŋ d i l a			
125-5					b e ŋ ɾ a			
162-5					l e i tʰ i			
171-5					o m ʃ a			
219-5					t a ŋ p u			
247-5					tʰ a ŋ l u ŋ			
282-5					l u ă p u			
292-5					kʰ a ŋ			
301-5					l i			
354-5					m u m b a t i			
363-5					n u m b u			
397-5					g a m d̪ i			
406-5					kʰ a u			
426-5					m e k p a			
473-5					pʰ i n a ŋ			
499-5					h a m e n			
526-5					g a ʃ a			
544-5					kʰ u			
553-5					k o t a ŋ			
599-5					g o i tʰ a m			
608-5					b a n d̪ o			
617-5					j e n			
645-5					a n a			
663-5					tʰ o ŋ tʰ u r			
672-5					t o ŋ p a			
681-5					h i ɾ i			
690-5					m i ŋ			
708-5					tʰ a ɾ i ŋ b u			
717-5					tʰ o k p u			
726-5					tʰ i			
744-5					a p a			
782-5					m i			
791-5					ŋ a			
800-5					ŋ a			
809-5					m o m n a ŋ			
836-5					p ʃ i			
881-5					l a m			
890-5					r a d a			
899-5					tʰ e r			
926-5					d a m			
944-5					g a ɾ a ŋ			
953-5					ʃ a ɾ a ŋ			
980-5					tʰ a ɾ u ŋ			
998-5					pʰ e i			
1022-5					h a tʰ u r			
1031-5					b i n a ŋ kʰ u kʰ a			
1069-5					tʃ o ʃ ŋ			
1079-5					ʃ a d a			
1098-5					j a ŋ p u			
1117-5					ɲ u n			
1141-5					ɾ i ŋ b u			
1189-5					m a n			
1198-5					n u			
1208-5					h a l a			
1217-5					l a d i			
1253-5					a m a			
1271-5					n o d a ŋ			
1289-5					m i ŋ			
1316-5					ŋ a ŋ			
1325-5					kʰ a m			
1334-5					tʰ i ŋ b a			
1343-5					b u i n a ŋ			
1361-5					j e n a ŋ			
1370-5					n a s u ŋ			
1388-5					m a n b a			
1397-5					tʰ u r			
1406-5					tʃ o ŋ			
1424-5					g a ɾ a ŋ p a r			
1433-5					ʃ u g u			
1442-5					l a m			
1451-5					b a tʰ a m			
1468-5					pʰ a k p a			
1477-5					ŋ a ă			
1502-5					ŋ a m tʰ u			
1511-5					m u tʰ j a ŋ b a			
1529-5					tʃʰ a l u			
1538-5					tʰ u l u			
1557-5					tʃ o i tʰ u ŋ			
1618-5					i ă tʃ a			
1663-5					h u m			
1689-5					ŋ o i			
1698-5					kʰ u ŋ			
1707-5					m o ŋ n a ŋ			
1716-5					ŋ a m			
1742-5					m u g i			
1751-5					b u h i l a			
1778-5					h a			
1787-5					tʃʰ u r p u			
1823-5					l e m			
1832-5					k a r m a			
1842-5					l u ŋ			
1860-5					ŋ a m			
1869-5					ʃ u p tʰ a ŋ			
1888-5					ʃ a m pʰ i			
1897-5					tʰ e			
1932-5					ɾ i n a ŋ tʰ o p l a			
1950-5					h u			
1968-5					t o ŋ t a u			
1978-5					k u ă p a			
1987-5					tʰ a m			
2015-5					ŋ a m kʰ o			
2118-5					m o ŋ ʃ o ʃ o ŋ kʰ e			
2238-5					ŋ a r kʰ o			
2507-5					tʰ n u ŋ			
2526-5					l e			
2535-5					ʃ a			
2544-5					ʃ i ŋ			
2560-5					tʰ o ŋ n i tʃ i ŋ			
2569-5					kʰ e tʰ u ɾ			
2578-5					n i tʃ i ŋ			
2596-5					tʰ u ŋ			
2615-5					ɾ i			
2663-5					g i t i			
2690-5					tʰ i			
2719-5					ɾ i tʰ i			
2728-5					k o tʃ u ŋ			
2747-5					d i ŋ u			
2756-5					tʰ e r u			
2774-5					b o d i ŋ			
19-5					n a ʃ i a k			
28-5					n a ʃ i b a k			
89-5					g a ŋ p u			
107-5					tʰ i m i n			
145-5					tʰ u k p u			
190-5					p u tʃ i			
229-5					kʰ a			
257-5					h a ŋ a			
338-5					b ɾ u ŋ			
436-5					h u l u			
483-5					tʰ a			
535-5					tʰ o tʰ o			
571-5					g e l e n tʰ i			
699-5					d o ŋ p a			
845-5					ɾ o k			
971-5					dʒ i aː p u			
1049-5					b u			
1161-5					a m			
1180-5					ʃ a			
1226-5					l a h i			
1235-5					n a m n i ŋ			
1280-5					z i ŋ h a n			
1307-5					t e p k a			
1352-5					g u			
1379-5					h i			
1415-5					ɾ a			
1654-5					l i			
1680-5					kʰ a n tʰ a			
2127-5					tʰ a m u			
2181-5					tʰ i l			
2366-5					j a kʰ a n			
2672-5					d a g a			
2681-5					b a l u ŋ b o			
80-5					d u ŋ g a			
154-5					ʃ i			
181-5					m i z u m b a			
210-5					g o i			
267-5					dʒ i			
319-5					pʰ o t kʰ a n			
389-5					g o g a			
453-5					tʃ a ŋ p u			
508-5					ŋ a m			
563-5					dʒ a ŋ b u			
637-5					a u			
754-5					a ŋ tʰ u r			
819-5					z a m b a			
827-5					i			
918-5					j a ŋ l u ŋ			
1244-5					k ɾ o ŋ tʃ u ŋ			
1460-5					d o ŋ a			
1487-5					tʃʰ o k tʰ a ŋ			
1521-5					dʒ u			
1734-5					z i m b u			
2033-5					g o k p o			
2172-5					b i kʰ e n			
2209-5					b i t̪ i ŋ p e z a			
2256-5					h u l ə			
2517-5					ŋ a m tʃʰ a			
2654-5					b o ŋ			
2737-5					ɲ i ʃ a			
329-5					tʃ a n tʃ a ɾ a n			
415-5					kʰ a ɲ u			
464-5					t o ʃ a ŋ			
493-5					ɾ i tʰ o n			
581-5					d u i p a			
591-5					n e g a ŋ			
627-5					g a ɾ a ŋ k i l i			
655-5					d a tʃ i l a			
873-5					pʰ u ŋ b e			
909-5					pʰ e l u l a			
990-5					tʃ o tʃ o			
1013-5					g e d a ŋ			
1133-5					j u			
1150-5					d o ŋ a			
1584-5					g a ɾ i l a m			
10-6						tʃ a ŋ		
37-6						n a n		
46-6						n a n		
98-6						kʰ a ŋ tʃ i l a		
125-6						b o i ŋ ɾ a		
162-6						l e tʃ i		
171-6						o m ʃ a		
219-6						t a ŋ p u		
247-6						tʃ a ŋ l u		
282-6						l u ŭ p u		
292-6						kʰ a ŋ		
301-6						l i		
354-6						m u m b a t i		
363-6						n a m b u		
397-6						g a m tʰ i		
406-6						kʰ a u		
426-6						m ŭ k p a		
473-6						pʰ i n a ŋ		
499-6						ʃ a m ŭ n		
526-6						g a ʃ a		
544-6						kʰ u		
553-6						k o t a ŋ		
599-6						g o tʰ a m		
608-6						b a n ɲ o		
617-6						j e n		
645-6						a n a		
663-6						tʃ o ŋ tʰ u r		
672-6						t o ŋ p a		
681-6						tʃ i ɾ i		
