COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
123-4				tɕ ə m												
1652-4				g ə n												
576-4				n ə k												
1738-4				b a k												
442-4				h ə m												
368-4				tɕ j ə m												
1778-4				b əː ai̯												
957-4				n ə m												
1704-4				b i k												
304-4				j ə m												
1796-4				tɕ ɛː m												
720-4				b ɛː h												
287-4				t ʔ ɔ k												
321-4				b ɛː k												
206-4				b ə k												
1950-4				t ɨ ə												
665-4				t g ə n												
703-4				n ə m												
1290-4				ə ɛː												
1391-4				t ə k												
269-4				t t ə m												
855-4				t ɔ n												
2078-4				tɕ ə n												
2213-4				ə ə												
1858-4				ʔ a												
1151-4				p j ɛː k												
737-4				p ʔ ɔ t												
340-4				ə ə												
1111-4				tɕ ə k												
485-4				ə ə												
1356-4				b ə h												
1093-4				d ɛː ŋ												
1063-4				tɕ ə m												
648-4				tɕ ɛː n												
223-4				t g ə n												
1509-4				tʰ ɛː n												
504-4				b ə h												
2130-4				ə ɛː												
1-4				t ə												
386-4				tɕ ə b k k												
1411-4				t ə k												
1027-4				ʔ a k												
2077-4				p p t ɛː h												
1459-4				k ə ə												
975-4				n ʔ ɔ h												
940-4				ʐ ə h												
1476-4				t ə h												
1923-4				n ə k												
105-4				d ə m												
1431-4				ə ə												
37-4				tɕ ə m												
1152-4				k ʔ ai̯ k												
1183-4				g ə ŋ												
1430-4				t a												
1721-4				ʐ ɔ h												
1617-4				d ɨ ai̯												
1028-4				ʔ a												
2111-4				l ə h												
1859-5					ŋ əː											
175-5					d ɨ											
241-5					nˀ o ʔ											
2163-5					d u l											
2181-5					ŋ ə h											
2060-5					ʔ ɔ m											
410-5					ʔ i											
1841-5					m i											
2017-5					h əː											
1004-5					l əː											
614-5					nˀ ɔ h											
686-5					b l ei̯											
88-5					b a ʔ											
872-5					ŋ ɔ h											
1891-5					ʔ əː											
68-5					s u m											
631-5					b əː r											
594-5					ʔ əː											
1759-5					s a ŋ											
805-5					ʔ ɔ ŋ											
756-5					s o ʔ											
1201-5					m nˀ a ʔ											
2042-5					d a ʔ											
1968-5					nˀ a ʔ											
2000-5					l ə ŋ											
17-5					s ɔ ʔ											
4-5					ʔ əː m											
788-5					d əː t											
1219-5					s u m											
141-5					ʔ o ŋ											
541-5					p l l a ŋ											
1687-5					d u l											
123-5					ŋ ə h											
1652-5					dʑ ə oː											
576-5					d a r̥											
1738-5					ʔ ɨ ʔ											
442-5					s o m											
368-5					b l a ŋ											
1778-5					ʔ ɔ ʔ											
957-5					nˀ a ʔ											
1704-5					nˀ o ʔ											
304-5					l a m											
1796-5					dʑ ə oː											
720-5					nˀ ɔ h											
287-5					b əː ʔ											
321-5					k əː h											
206-5					ʔ ɔ ʔ											
1950-5					b l ei̯											
665-5					b ei̯ ŋ											
703-5					ŋ ɔ ʔ											
1290-5					m i											
1391-5					nˀ ɔ ʔ											
269-5					b nˀ a ʔ											
855-5					dʑ a oː											
2078-5					d əː ʔ											
2213-5					m əː											
1858-5					s a											
1151-5					b d a ʔ											
737-5					b əː ʔ											
340-5					ʔ a											
1111-5					d əː											
485-5					ŋ ei̯											
1356-5					nˀ ɔ h											
1093-5					ʔ ə ŋ											
1063-5					ʔ ɔ m											
648-5					dʑ əː ŋ											
223-5					b a r											
1248-5					s i											
1509-5					ʔ əː ŋ											
504-5					nˀ ɔ h											
2130-5					s əː											
1-5					ʔ ei̯											
1411-5					d o											
2077-5					kʰ b m ɔ h											
1323-5					ʔ əː											
1538-5					l l a h											
1923-5					d ɔ h											
37-5					s ɔ ŋ											
1152-5					p d a ŋ											
1814-5					m ə ŋ											
1890-5					s a											
1564-5					ʔ ɔ ʔ											
1597-5					s a n											
1859-6						j ou̯										
175-6						ʔ a										
241-6						nʰ o ʔ										
2163-6						ʔ o ŋ										
2181-6						dʑ ə m										
2060-6						ʔ o m										
410-6						d ou̯										
1841-6						m ou̯										
2017-6						s ə										
1004-6						r ou̯										
614-6						nʰ o ʔ										
686-6						ʔ l iː										
88-6						b l ei̯ ʔ										
872-6						dʑ o ŋ										
1891-6						d ou̯										
68-6						s ə m										
631-6						p l ei̯ r										
594-6						ʔ ou̯										
1759-6						s a ŋ										
805-6						ʔ ə ŋ										
756-6						s o ʔ										
1201-6						m nʰ ei̯ ʔ										
2042-6						ʔ a										
1968-6						nʰ a t										
2000-6						r ɔ ŋ										
17-6						s a ʔ										
4-6						ʔ ə m										
788-6						d ə t										
1219-6						s ə m										
141-6						ʔ ɔ ŋ										
541-6						p l o a ŋ										
1687-6						s o r										
123-6						dʑ ɔ m										
1652-6						dʑ ə ŋ										
576-6						nʰ a r										
1738-6						d a t										
442-6						s ɔ m										
368-6						b l a ŋ										
1778-6						ʔ ɔ ʔ										
957-6						dʑ a ʔ										
1704-6						nʰ ə ʔ										
304-6						j a m										
1796-6						dʑ a ŋ										
720-6						nʰ ɔ ʔ										
287-6						k l ei̯ ʔ										
321-6						nʰ ə ʔ										
206-6						d o t										
1950-6						ʔ l ei̯										
665-6						b l ɔː ŋ										
703-6						dʑ o ʔ										
1290-6						m ou̯										
1391-6						nʰ o ŋ										
269-6						b nʰ ei̯ ʔ										
855-6						dʑ a ŋ										
2078-6						s ə ŋ										
2213-6						m ou̯										
1858-6						s a										
1151-6						b l a ŋ										
737-6						p l ei̯										
340-6						ʔ a										
1111-6						nʰ ə										
1093-6						d ə t										
1063-6						d o t										
648-6						dʑ ə ŋ										
1248-6						ʔ ə										
1509-6						k ə ŋ										
504-6						nʰ o ʔ										
2130-6						s ə										
1-6						ʔ ou̯										
1411-6						ʔ o										
2077-6						k ei̯ ei̯ ə ʔ										
1323-6						m ə										
1538-6						r nʰ a ʔ										
1923-6						n ɔ n										
37-6						s a ŋ										
1152-6						k l ɔː r										
1814-6						m ə ŋ										
1597-6						n a n										
1859-7							dʑ a									
175-7							t iː									
241-7							ʔ a ʔ									
2163-7							t a ŋ									
2181-7							dʑ a ŋ									
2060-7							ʔ a ŋ									
410-7							t a									
1841-7							dʑ a									
2017-7							dʑ e									
1004-7							l ɔː									
614-7							t a h									
686-7							t a eː									
88-7							b ai̯ ʔ									
872-7							dʑ a ŋ									
1891-7							t a									
68-7							dʑ a ŋ									
631-7							kʰ iː ŋ									
594-7							g a									
1759-7							dʑ ɛː ŋ									
805-7							g a ŋ									
756-7							dʑ ei̯ ʔ									
1201-7							dʑ j a ʔ									
2042-7							ʔ a									
1968-7							s a ʔ									
2000-7							dʑ ɔː ŋ									
17-7							j a ʔ									
4-7							t a ŋ									
788-7							t iː									
1219-7							dʑ a ŋ									
141-7							ʔ o ŋ									
541-7							kʰ r j a ŋ									
1687-7							dʑ ei̯ ŋ									
123-7							dʑ ɔː ŋ									
1652-7							dʑ əː ŋ									
576-7							dʑ iː									
1738-7							t a ʔ									
442-7							dʑ ei̯ ŋ									
368-7							kʰ j ai̯ ŋ									
1778-7							t a ʔ									
957-7							dʑ a ʔ									
1704-7							ʔ a ʔ									
304-7							j əː ŋ									
1796-7							dʑ əː ŋ									
720-7							t a h									
287-7							b a ai̯ ʔ									
321-7							g a ʔ									
206-7							s a ʔ									
1950-7							ʔ eː									
665-7							kʰ j eː ŋ									
703-7							s a ʔ									
1290-7							dʑ a									
1391-7							t a ʔ									
269-7							g j ai̯ ʔ									
855-7							dʑ əː ŋ									
2078-7							dʑ iː									
2213-7							dʑ a									
1858-7							d ɛː									
1151-7							g a ai̯ ŋ									
737-7							b l ai̯									
340-7							ʔ a									
1111-7							dʑ iː									
485-7							dʑ a									
1356-7							dʑ a h									
1093-7							kʰ o ŋ									
1063-7							t a ŋ									
648-7							dʑ əː ŋ									
223-7							g t aː ŋ									
1248-7							dʑ əː									
1509-7							t a ŋ									
504-7							dʑ əː h									
2130-7							dʑ a									
1-7							ʔ a									
386-7							r j t									
1411-7							t ɔ									
1027-7							g a ʔ									
1459-7							g a ai̯									
975-7							dʑ d a h									
940-7							dʑ a h									
1476-7							ʔ o h									
1923-7							dʑ ɔ ŋ									
105-7							dʑ a ŋ									
1431-7							ʔ a									
37-7							dʑ a ŋ									
1152-7							kʰ l ai̯ ŋ									
1183-7							dʑ a ŋ									
1890-7							l ɛː									
1430-7							kʰ a									
1721-7							∅									
1617-7							∅									
1028-7							ʔ a									
2111-7							dʑ ɔ									
1859-8								n a								
175-8								t a								
241-8								ʔ o h								
2163-8								g o								
2181-8								n a n								
2060-8								ʔ əː n								
410-8								tʰ u								
1841-8								n a								
2017-8								ʔ ɔːi̯								
1004-8								l a								
614-8								b o h								
686-8								t əː eu̯								
88-8								t b a t								
872-8								n a n								
1891-8								t əː								
68-8								tɕ ə n								
631-8								t a								
594-8								t əː								
1759-8								h a n								
805-8								t əː n								
756-8								b a h								
1201-8								n b a h								
2042-8								ʔ əː								
1968-8								b o h								
2000-8								d a n								
17-8								b a t								
4-8								tɕ əː n								
788-8								t o t								
1219-8								tɕ ɔːi̯ n								
141-8								ʔ o n								
541-8								t əː j ɛː ŋ								
1687-8								g a								
123-8								n a n								
1652-8								g a n								
576-8								n a t								
1738-8								b o t								
442-8								tɕ a n								
368-8								n j a ŋ								
1778-8								b a t								
957-8								n a h								
1704-8								b o h								
304-8								j a n								
1796-8								d a n								
720-8								b iː h								
287-8								t o a t								
321-8								b o h								
206-8								b o t								
1950-8								ʔ ɔ								
665-8								t g a n								
703-8								b a h								
1290-8								n a								
1391-8								t o h								
269-8								t a t								
855-8								g a n								
2078-8								n a n								
2213-8								n a								
1858-8								n a								
1151-8								t j a								
737-8								t t a t								
340-8								ʔ o								
1111-8								n a t								
485-8								n a								
1356-8								b a h								
1093-8								d o n								
1063-8								tɕ əː m								
648-8								n eː n								
223-8								t a n								
1248-8								a ɔːi̯								
1509-8								tʰ o n								
504-8								b a h								
2130-8								n a								
1-8								ʔ əː								
386-8								j ə b t								
1411-8								ʔ o								
1027-8								t a h								
2077-8								∅								
1459-8								t o ɔ								
1323-8								∅								
1538-8								∅								
975-8								n a h								
940-8								n ə h								
1476-8								ʔ o h								
1923-8								n ə								
105-8								d ə n								
1431-8								ʔ o								
37-8								d a ŋ								
1152-8								t o a								
1183-8								d ə n								
1890-8								s a								
1430-8								t o								
1564-8								∅								
1028-8								ʔ a								
2111-8								l ə h								
1563-8								∅								
1597-8								∅								
1859-9									n i							
175-9									ɗ a t							
241-9									ʔ o h							
2163-9									ɗ o t							
2181-9									n a n							
2060-9									ʔ o n							
410-9									ʔ o							
1841-9									n i							
2017-9									h i							
1004-9									l i							
614-9									ʔ o h							
686-9									b l i							
88-9									g t i ʔ							
872-9									n i n							
1891-9									ʔ o							
68-9									s i n							
631-9									b ɗ i l							
594-9									ʔ o							
1759-9									h a n							
805-9									ʔ o n							
756-9									h i ʔ							
1201-9									dʑ t i ʔ							
2042-9									ʔ iːu̯ t							
1968-9									ʔ a ʔ							
2000-9									l i n							
17-9									s i ʔ							
4-9									ʔ o n							
788-9									kʰ ai̯ t							
1219-9									l i n							
141-9									ʔ o n							
541-9									g i i n							
1687-9									ɗ i t							
123-9									n i n							
1652-9									s i oː							
576-9									n i t							
1738-9									ʔ a ʔ							
442-9									h i n							
368-9									g t i n							
1778-9									ʔ o ʔ							
957-9									ɗ a ʔ							
1704-9									ʔ o h							
304-9									l i n							
1796-9									s a oː							
720-9									d o h							
287-9									g i ʔ							
321-9									l i h							
206-9									ʔ o ʔ							
1950-9									ʔ t i							
665-9									g t i n							
703-9									n i ʔ							
1290-9									n i							
1391-9									ʔ a ʔ							
269-9									g t i ʔ							
855-9									s i oː							
2078-9									s i t							
2213-9									n i							
1858-9									s i							
1151-9									g ɗ i t							
737-9									g t i ʔ							
340-9									ʔ a							
485-9									n ɔː							
1356-9									n ɔː h							
1093-9									l i n							
1063-9									ʔ i n							
648-9									s i oː							
223-9									b t i n							
1248-9									s i							
504-9									s i h							
2130-9									s i							
1-9									ʔ o							
386-9									ɗ ɗ t t ʔ							
1027-9									a ʔ							
2077-9									t t n i ʔ							
1459-9									g l ɛːu̯							
1323-9									n i							
1538-9									g l i h							
975-9									g t i h							
940-9									ɗ ɔː							
1476-9									ʔ o h							
105-9									l ɔː n							
1431-9									ʔ iː							
37-9									s u n							
1152-9									g ɗ a m							
1814-9									n i n							
1430-9									ai̯							
1721-9									ɔː h							
1617-9									o a							
1564-9									r ɔː ʔ							
1028-9									ʔ a							
1597-9									s i l							
1859-10										ŋ e						
175-10										t a						
241-10										ʔ o						
2163-10										t a						
2181-10										ŋ e m						
2060-10										ʔ ɛː m						
410-10										h a						
1841-10										m a						
2017-10										s e						
1004-10										l e						
614-10										ʔ a h						
686-10										b l e						
88-10										b aːi̯ a ʔ						
872-10										ɓ a h						
1891-10										h e						
68-10										s a m						
631-10										b l e m						
594-10										h e						
1759-10										s ɨ ŋ						
805-10										ɓ ɛː ŋ						
756-10										s a ʔ						
1201-10										b ɔ m						
2042-10										t ɛː						
1968-10										ʔ a						
2000-10										l a ŋ						
17-10										s a h						
4-10										ʔ e m						
788-10										t e						
1219-10										s a m						
141-10										ɓ o ŋ						
541-10										g l ɔ i ŋ						
1687-10										t a ŋ						
123-10										ŋ a m						
1652-10										ɓ ɛː ɔː						
576-10										t a r						
1738-10										ʔ a						
442-10										s a m						
368-10										b ɓ a ŋ						
1778-10										ʔ a						
957-10										ŋ a h						
1704-10										ʔ o						
304-10										tɕ a m						
1796-10										ɓ a ɔː						
720-10										ʔ ɛː h						
287-10										b aːi̯ e ʔ						
321-10										k e						
206-10										ʔ a						
1950-10										b aːi̯ ɔ						
665-10										b ɔ ŋ						
703-10										ŋ a ʔ						
1290-10										m a						
1391-10										ʔ a						
269-10										b a ʔ						
855-10										ɓ a ɔː						
2078-10										t e						
2213-10										m e						
1858-10										s a						
1151-10										b t ɛː ʔ						
737-10										b l e						
340-10										ʔ a						
1111-10										t e h						
485-10										ŋ i						
1356-10										m a h						
1093-10										ɓ ɔ ʔ						
1063-10										ʔ ɨ m						
648-10										dʑ e ŋ						
223-10										b ɓ a m						
1248-10										h a						
1509-10										ɓ e ŋ						
504-10										dʑ ɔ ɔː						
2130-10										s e						
1-10										h a						
386-10										t t m						
1411-10										t ɔ						
1027-10										ʔ a						
2077-10										b b m i h						
1323-10										m e						
1538-10										r ɔ a h						
37-10										s a ŋ						
1152-10										b t a m						
1814-10										m a ŋ						
1890-10										s a						
1028-10										ʔ i						
1563-10										a i						
1859-11											ŋ a					
175-11											ʔ əː					
241-11											b a k					
2163-11											t a n					
2181-11											n əː m					
2060-11											ʔ a n					
410-11											tʰ əː					
1841-11											n a					
2017-11											h əː					
1004-11											l a					
614-11											m̥ a n					
686-11											t l əː					
88-11											t b a ʔ					
872-11											n a ŋ					
1891-11											t o					
68-11											s a m					
631-11											t t əː n					
594-11											t a					
1759-11											h a n					
805-11											t a n					
756-11											h a ʔ					
1201-11											iː b a ʔ					
2042-11											ʔ iː k					
1968-11											b o ʔ					
2000-11											tɕ a ŋ					
17-11											b əː ʔ					
4-11											t əː n					
788-11											t iː					
1219-11											t a n					
141-11											ʔ a ŋ					
541-11											t a j a ŋ					
1687-11											h a k					
123-11											n a m					
1652-11											k a n					
576-11											ŋ a t					
1738-11											b o ʔ					
442-11											h a m					
368-11											n j a ŋ					
1778-11											b əː ʔ					
957-11											b a t					
1704-11											b a k					
304-11											j a m					
1796-11											ʔ əː ŋ					
720-11											tʰ əː h					
287-11											t b əː t					
321-11											m̥ əː ʔ					
206-11											b o ʔ					
1950-11											ʔ t a					
665-11											iː k a n					
703-11											b a ʔ					
1290-11											n əː					
1391-11											v a t					
269-11											iː b a t					
855-11											k ɨ n					
2078-11											s iː t					
2213-11											n a					
1858-11											v a					
1151-11											t j əː					
737-11											t t iː t					
340-11											ʔ a					
1111-11											s a t					
485-11											ŋ a					
1356-11											m̥ a h					
1093-11											t əː ŋ					
648-11											tɕ əː n					
223-11											iː t a n					
1248-11											s a					
1509-11											tʰ əː ŋ					
504-11											m̥ a h					
2130-11											s əː					
1-11											ʔ a					
386-11											s iː b t t					
1411-11											t a k					
1027-11											ʔ a ʔ					
2077-11											n n n əː h					
1459-11											t l a					
1538-11											n j a					
975-11											n ʔ a h					
940-11											ŋ a h					
1476-11											ʔ a h					
1923-11											n a t					
105-11											d a ŋ					
1431-11											ʔ a					
37-11											tɕ ɔ ŋ					
1152-11											t t ɔ m					
1183-11											n u n					
1890-11											s a					
1430-11											t o					
1721-11											ʔ a h					
1617-11											t a ʔ					
1028-11											ʔ a					
2111-11											l a h					
1597-11											n o ŋ					
1859-12												ŋ a				
175-12												p ɛ				
241-12												p a k				
2163-12												p a ŋ				
2181-12												n a ŋ				
2060-12												p ə ŋ				
410-12												p a				
1841-12												m a				
2017-12												s a				
1004-12												r a				
614-12												p a ŋ				
686-12												p r a				
88-12												p a ʔ				
872-12												n o ŋ				
1891-12												p a				
68-12												ʔ a ŋ				
631-12												p ɛ ŋ				
594-12												p a				
1759-12												s a n				
805-12												g ə n				
756-12												h a k				
1201-12												m a ʔ				
2042-12												p ɛ				
1968-12												p a c				
2000-12												r o ŋ				
17-12												s a k				
4-12												p ə ŋ				
788-12												p ɛ				
1219-12												h a ŋ				
141-12												g o ŋ				
541-12												kʰ r j a ŋ				
1687-12												h a ŋ				
123-12												ɲ a ŋ				
1652-12												p ə n				
576-12												ŋ a				
1738-12												p a c				
442-12												h a ŋ				
368-12												p j o ŋ				
1778-12												p a c				
957-12												n a c				
1704-12												p a k				
304-12												j a ŋ				
1796-12												g o ŋ				
720-12												p ə ŋ				
287-12												p a ʔ				
321-12												p ə ŋ				
206-12												p a c				
1950-12												p a				
665-12												p w a n				
703-12												n a c				
1290-12												m a				
1391-12												p a c				
269-12												p a ʔ				
855-12												p a n				
2078-12												ʔ ə				
2213-12												m a				
1858-12												s a				
1151-12												p j ə a				
737-12												p ɛ ʔ				
340-12												ʔ a				
1111-12												kʰ ɛ				
485-12												ŋ a				
1356-12												m a ŋ				
1093-12												g ɔ ŋ				
1063-12												p a ŋ				
648-12												g ə̆ n				
223-12												p a n				
1248-12												ʔ a				
1509-12												g o n				
504-12												ʔ a ŋ				
2130-12												s a				
1-12												p a				
386-12												j ɛ ʔ				
1411-12												p ɛ				
1027-12												p a c				
2077-12												v a				
1459-12												p r a				
1323-12												m a				
1538-12												r j a s				
975-12												ɛ a ŋ				
940-12												ŋ ə̆ ŋ				
1476-12												p ə k				
1923-12												n o				
105-12												g o ŋ				
1431-12												p ɨ				
1814-12												m a ŋ				
1183-12												ɲ ə ŋ				
1890-12												s a				
1430-12												ʔ ə̆				
1721-12												p ɔ k				
1617-12												p ɔ c				
1564-12												ʔ ɔ c				
1028-12												ʔ a				
2111-12												r ə				
1563-12												s a				
1597-12												g o ŋ				
1859-13													n a			
175-13													p a			
241-13													ʔ u			
2163-13													p u n			
2181-13													n ə n			
2060-13													ʔ ə n			
410-13													ʔ u			
1841-13													n a			
2017-13													n a			
1004-13													r a			
614-13													p u n			
686-13													p r ɛ			
88-13													p ɛ t			
872-13													g ə n			
1891-13													ʔ a			
68-13													s ə n			
631-13													p ɛ n			
594-13													ʔ a			
1759-13													ɲ a n			
805-13													g ə n			
756-13													p u t			
1201-13													n ɛ t			
2042-13													ʔ a			
1968-13													p u t			
2000-13													g a n			
17-13													v u t			
4-13													p ə n			
788-13													p u			
1219-13													s ə n			
141-13													g a n			
541-13													p r ɛ a n			
1687-13													s ə n			
123-13													n a n			
1652-13													p ə n			
576-13													n ɔ			
1738-13													p u t			
442-13													s ə n			
368-13													p g ɛ n			
1778-13													p u t			
957-13													m u t			
1704-13													p u t			
304-13													j ə n			
1796-13													g ə n			
720-13													p ə n			
287-13													p ɛ t			
321-13													p u n			
206-13													p u t			
1950-13													p ɛ			
665-13													p w ɛ n			
703-13													p u t			
1290-13													n a			
1391-13													p u t			
269-13													p ɛ t			
855-13													p ə n			
2078-13													s ə			
2213-13													n a			
1858-13													s a			
