COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
631-3			b r uː													
594-3			k aː													
1759-3			h a ɲ													
805-3			k iː ŋ													
756-3			h ui̯ h													
1201-3			m ui̯ dʑ ʔ													
2042-3			h aː													
1968-3			ɗ a ʔ													
2000-3			d aː ŋ													
17-3			v a dʑ													
4-3			pʰ eː m													
788-3			ɗ ɔːi̯													
1219-3			h iː m													
141-3			ʔ aː ŋ													
541-3			b r j a ŋ													
1687-3			h uː r													
123-3			aːu̯ aː m													
1652-3			dʑ a ɲ													
576-3			ŋ a													
1738-3			ɗ a k													
442-3			h ɔː m													
368-3			ɗ j a ŋ													
1778-3			ɓ ɛ dʑ													
1859-4				ŋ ai̯												
175-4				k a												
241-4				ʔ uː ʔ												
2163-4				kʰ uː												
2181-4				n ɔː m												
2060-4				ʔ ɔː m												
410-4				t aːi̯												
1841-4				m aːu̯												
2017-4				h ɔi̯												
1004-4				d aː												
614-4				p o h												
686-4				p l ɔi̯												
88-4				g ɔː ʔ												
872-4				n ɨ												
1891-4				t aː												
68-4				s iː												
631-4				p a												
594-4				k aː												
1759-4				h ɛ ɲ												
805-4				k ə n												
756-4				h o k												
1201-4				m ɔː ʔ												
2042-4				ʔ aː												
1968-4				t ə												
2000-4				d aː ŋ												
17-4				v a t												
4-4				pʰ əː m												
788-4				t ai̯												
1219-4				h iː												
141-4				ʔ aː ŋ												
541-4				p ai̯ j a ŋ												
1687-4				h uː												
123-4				ai̯ aː m												
1652-4				dʑ ə ɲ												
576-4				ŋ ai̯												
1738-4				t ə k												
442-4				h ɔː m												
368-4				t o ŋ												
1778-4				p a t												
1859-5					ŋ iː											
175-5					g ə											
241-5					ʔ uː ʔ											
2163-5					kʰ uː											
2181-5					n a m											
2060-5					ʔ ɨ m											
410-5					ɗ aːi̯											
1841-5					m aːu̯											
2017-5					h ei̯											
1004-5					l̥ a											
614-5					tʰ uː h											
686-5					b l ei̯											
88-5					k a ʔ											
872-5					n ɨ n											
1891-5					ɗ aː											
68-5					s i m											
631-5					b r uː											
594-5					k aː											
1759-5					h e ɲ											
805-5					k ə ŋ											
756-5					h u ʔ											
1201-5					m u ʔ											
2042-5					ʔ aː											
1968-5					g a ʔ											
2000-5					l̥ aː ŋ											
17-5					v a dʑ											
4-5					pʰ əː m											
788-5					ɗ ei̯											
1219-5					h i m											
141-5					ʔ aː ŋ											
541-5					b r j a ŋ											
1687-5					h uː											
123-5					ɔ aː m											
1652-5					dʑ ɨ ɲ											
576-5					ŋ ei̯											
1738-5					g ə ʔ											
442-5					h oː m											
368-5					ɗ j a ŋ											
1778-5					b ai̯ dʑ											
1859-6						ŋ iː										
175-6						g a										
241-6						ʔ uː t										
2163-6						k uː										
2181-6						n a m										
2060-6						ʔ oː m										
410-6						ɗ ei̯										
1841-6						m aːu̯										
2017-6						h ei̯										
1004-6						l̥ aː										
614-6						b uː h										
686-6						b l ei̯										
88-6						k ɔː t										
872-6						n ɨː ɔ ŋ										
1891-6						ɗ aː										
68-6						s i m										
631-6						b aː n										
594-6						k aː										
1759-6						h e ɲ										
805-6						k iː ɲ										
756-6						h uː t										
1201-6						m o ʔ										
2042-6						ʔ aː										
1968-6						ɗ aː n										
2000-6						l̥ aː ŋ										
17-6						v a dʑ										
4-6						pʰ əː m										
788-6						ɗ iː										
1219-6						h i m										
141-6						ʔ aː ŋ										
541-6						b r j a ŋ										
1687-6						h uː										
123-6						iː aː m										
1652-6						dʑ iː ɲ										
576-6						ŋ iː										
1738-6						g a t										
442-6						h oː m										
368-6						ɗ j a ŋ										
1778-6						b ai̯ dʑ										
1859-7							ŋ ai̯									
175-7							k a									
241-7							ʔ uː									
2163-7							kʰ uː									
2181-7							n ɔː m									
2060-7							ʔ ɔː m									
410-7							t aːi̯									
1841-7							m aːu̯									
2017-7							h ɔːi̯									
1004-7							d aː									
614-7							p o h									
686-7							p l ɔːi̯									
88-7							k ai̯									
872-7							n ɨ									
1891-7							t aː									
68-7							s iː									
631-7							p ə uː									
594-7							k aː									
1759-7							h ɔː ɲ									
805-7							k i ɲ									
756-7							h u k									
1201-7							m ɔː ʔ									
2042-7							ʔ aː									
1968-7							t a ʔ									
2000-7							d aː ŋ									
17-7							v a t									
4-7							pʰ əː m									
788-7							t ai̯									
1219-7							h iː									
141-7							ʔ aː ŋ									
541-7							p ə ŋ									
1687-7							h uː									
123-7							ai̯ aː m									
1652-7							dʑ ə ɲ									
576-7							ŋ ɔː									
1738-7							t ɔː k									
442-7							h ɔː m									
368-7							t j a ŋ									
1778-7							p a t									
1859-8								ŋ ai̯								
175-8								k a								
241-8								ʔ uː t								
2163-8								kʰ uː								
2181-8								n a m								
2060-8								ʔ ɔː m								
410-8								ɗ aːi̯								
1841-8								m aːu̯								
2017-8								h eː								
1004-8								t aː								
614-8								b o h								
686-8								b l eː								
88-8								k a ʔ								
872-8								n ɨː ɔ ŋ								
1891-8								d aː								
68-8								s a m								
631-8								ɓ r uː								
594-8								g aː								
1759-8								h a ɲ								
805-8								g i ŋ								
756-8								h u k								
1201-8								m ɔ tɕ u ʔ								
2042-8								ʔ aː								
1968-8								ɗ a ʔ								
2000-8								t aː ŋ								
17-8								v a tɕ								
4-8								pʰ əː m								
788-8								ɗ ai̯								
1219-8								h a m								
141-8								ʔ aː ŋ								
541-8								b r a ŋ								
1687-8								h uː								
123-8								ə aː m								
1652-8								tɕ i ɲ								
576-8								ŋ a								
1738-8								d a k								
442-8								h ɔː m								
368-8								ɗ j a ŋ								
1778-8								p a t								
1859-9									ŋ əi̯							
175-9									k j a							
241-9									ʔ o ʔ							
2163-9									kʰ o r							
2181-9									n a m							
2060-9									ʔ ɔː m							
410-9									ɗ aːi̯							
1841-9									m ɛːu̯							
2017-9									h i							
1004-9									d ɛː							
614-9									tʰ o h							
686-9									b l i							
88-9									k o ʔ							
872-9									n ɨ u ŋ							
1891-9									ɗ ɛː							
68-9									s iː							
631-9									b r ai̯							
594-9									g ɛː							
1759-9									h a ŋ							
805-9									g i ŋ							
756-9									h ui̯ k							
1201-9									m ui̯ l ʔ							
2042-9									ʔ ɛː							
1968-9									ɗ ɛ ʔ							
2000-9									l ɛː ŋ							
17-9									v a tɕ							
4-9									pʰ ɨː m							
788-9									ɗ əi̯							
1219-9									h iː							
141-9									ʔ ɛː ŋ							
541-9									b r j a ŋ							
1687-9									h uː r							
123-9									ɛːu̯ ɛː m							
1652-9									tɕ i ŋ							
576-9									ŋ a							
1738-9									ɗ ɛ ʔ							
442-9									h ɔː m							
368-9									ɗ j a ŋ							
1778-9									p ɛ t							
1859-10										ŋ iː						
175-10										g a						
241-10										ʔ u ʔ						
2163-10										kʰ u r						
2181-10										n a m						
2060-10										ʔ ɔː m						
410-10										ɗ aːi̯						
1841-10										m aːu̯						
2017-10										h e						
1004-10										r̥ a						
614-10										b ɔ h						
686-10										b l e						
88-10										k a ʔ						
872-10										n ɨː ɔ ŋ						
1891-10										ɗ aː						
68-10										s i m						
631-10										b aː n						
594-10										k aː						
1759-10										h ɛ ŋ						
805-10										k i ŋ						
756-10										h u ʔ						
1201-10										m u ʔ						
2042-10										ʔ aː						
1968-10										ɗ ɔ n						
2000-10										r aː ŋ						
17-10										v a dʑ						
4-10										pʰ e m						
788-10										ɗ iː						
1219-10										h i m						
141-10										ʔ aː ŋ						
541-10										b r j a ŋ						
1687-10										h u r						
123-10										a aː m						
1652-10										dʑ i ŋ						
576-10										ŋ iː r						
1738-10										ɗ a g						
442-10										h ɔː m						
368-10										ɗ j a ŋ						
1778-10										b ɛ t						
1859-11											ŋ ai̯					
175-11											k a					
241-11											ʔ uː ʔ					
2163-11											k uː					
2181-11											n ɔ					
2060-11											ʔ au̯ m					
410-11											t aːi̯					
1841-11											m aːu̯					
2017-11											h ɔ					
1004-11											d aː					
614-11											b o h					
686-11											b l ɔ					
88-11											k ɔː ʔ					
872-11											n ɨ					
1891-11											t aː					
68-11											s i					
631-11											p a					
594-11											k aː					
1759-11											h ɔ ɲ					
805-11											k ə ɲ					
756-11											h u k					
1201-11											m o ʔ					
2042-11											ʔ aː					
1968-11											t a ʔ					
2000-11											d aː ŋ					
17-11											v a t					
4-11											pʰ əː m					
788-11											t ai̯					
1219-11											h i					
141-11											ʔ aː ŋ					
541-11											p r ə ŋ					
1687-11											h uː					
123-11											ɔ aː m					
1652-11											dʑ ə ɲ					
576-11											ŋ ɔ					
1738-11											t a k					
442-11											h au̯ m					
368-11											t j a ŋ					
1778-11											b a t					
1859-12												ŋ ɛ				
175-12												k a				
241-12												ʔ u ʔ				
2163-12												kʰ u				
2181-12												n ă m				
2060-12												ʔ o m				
410-12												d ai̯				
1841-12												m aːu̯				
2017-12												h e				
1004-12												t ă				
614-12												b ou̯ h				
686-12												b a				
88-12												k au̯ ʔ				
872-12												n ɨ				
1891-12												d ă				
68-12												s i				
631-12												b ə̆ u				
594-12												g ă				
1759-12												h ă ɲ				
805-12												g i ɲ				
756-12												h ui̯				
1201-12												m o ʔ				
2042-12												ʔ ă				
1968-12												d ă ʔ				
2000-12												t ă ŋ				
17-12												v ă c				
4-12												pʰ ə m				
788-12												d ɛ				
1219-12												h i				
141-12												ʔ ă ŋ				
541-12												b r j a ŋ				
1687-12												h u				
123-12												w ă m				
1652-12												c i ɲ				
576-12												ŋ au̯				
1738-12												d ă k				
442-12												h o m				
368-12												d j a ŋ				
1778-12												p ă c				
1859-13													ŋ ɛ			
175-13													k a			
241-13													ʔ u ʔ			
2163-13													kʰ u			
2181-13													n ă m			
2060-13													ʔ o m			
410-13													d ai̯			
1841-13													m aːu̯			
2017-13													h e			
1004-13													t ă			
614-13													b ou̯ h			
686-13													b l ɔ			
88-13													k au̯ ʔ			
872-13													n ɨ			
1891-13													d ă			
68-13													s i			
631-13													b ə̆ u			
594-13													g ă			
1759-13													h ă n			
805-13													g ɨ n			
756-13													h ui̯ k			
1201-13													m o ʔ			
2042-13													ʔ ă			
1968-13													d ă ʔ			
2000-13													t ă k			
17-13													v ă t			
4-13													pʰ ə m			
788-13													d ɛ			
1219-13													h i			
141-13													ʔ ă k			
541-13													b r j a ŋ			
1687-13													h u			
123-13													w ă m			
1652-13													c ă n			
576-13													ŋ au̯			
1738-13													d ă k			
442-13													h o m			
368-13													d j a k			
1778-13													p ă t			
1859-14														ŋ ai̯		
175-14														k a		
241-14														ʔ uː		
2163-14														k uː		
2181-14														n a m		
2060-14														ʔ ɔː m		
410-14														ɗ aːi̯		
1841-14														m au̯		
2017-14														h eː		
1004-14														dʱ aː		
614-14														b ɔ h		
686-14														b l eː		
88-14														k u k		
872-14														n ɨː ɔ ŋ		
1891-14														ɗ aː		
68-14														s iː		
631-14														b r uː		
594-14														g aː		
1759-14														h a ɲ		
805-14														g i ɲ		
756-14														h u k		
1201-14														m u tɕ		
2042-14														ʔ aː		
1968-14														ɗ a ʔ		
2000-14														l aː ŋ		
17-14														v a tɕ		
4-14														pʰ ə m		
788-14														ɗ ai̯		
1219-14														h iː m		
141-14														ʔ aː ŋ		
541-14														b r a ŋ		
1687-14														h uː		
123-14														m aː m		
1652-14														tɕ i ɲ		
576-14														ŋ ɔ r		
1738-14														ɗ a k		
442-14														h ɔː m		
368-14														ɗ j a ŋ		
1778-14														p a t		
1859-15															ŋ ɛː	
175-15															k a	
241-15															ʔ u ʔ	
2163-15															kʰ u n	
2181-15															n a m	
2060-15															ʔ oː m	
410-15															d aːi̯	
1841-15															m aːu̯	
2017-15															h ei̯	
1004-15															l a	
614-15															b ou̯ h	
686-15															b e	
88-15															k au̯ ʔ	
872-15															n i	
1891-15															d a	
68-15															s ɨi̯	
631-15															b ə u	
594-15															g a	
1759-15															h a ɲ	
805-15															g ɛ ɲ	
756-15															h uːi̯ ʔ	
1201-15															m ɔː ʔ	
2042-15															ʔ əa	
1968-15															d a ʔ	
2000-15															l ə ŋ	
17-15															v a c	
4-15															pʰ ə m	
788-15															d ɛː	
1219-15															h ɨi̯ m	
141-15															ʔ aː ŋ	
541-15															b r j a ŋ	
1687-15															h u	
123-15																
1652-15															c iː ɲ	
576-15															ŋ au̯ ʔ	
1738-15															d a k	
442-15															h oː m	
368-15															d j a ŋ	
1778-15															p a c	
1859-16																ŋ ɛː
175-16																k a
241-16																ʔ uː ʔ
2163-16																g uː
2181-16																n a
2060-16																ʔ oː m
410-16																d aːi̯
1841-16																m aːu̯
2017-16																h ei̯
1004-16																t aː
614-16																b ou̯ h
686-16																b l ei̯
88-16																k ɔ ʔ
872-16																n ɨ u
1891-16																d aː
68-16																s ui̯
631-16																b ə ou̯
594-16																g a
1759-16																h ɛ ɲ
805-16																g i ɲ
756-16																h ou̯ ʔ
1201-16																m oː ʔ
2042-16																ʔ aː
1968-16																d a ʔ
2000-16																t aː ŋ
17-16																v a c
4-16																pʰ əɯ̯ m
788-16																d ɛː
1219-16																h iː
141-16																ʔ aː ŋ
541-16																b r j a ŋ
1687-16																h uː
123-16																a aː m
1652-16																tɕ ei̯ n
576-16																ŋ ɔ
1738-16																d a k
442-16																h oː m
368-16																d j a ŋ
1778-16																p a c
