COGID	Kayah	Kayan	Kayaw	NorthernPao	NorthernPwo	ProtoKaren	SouthernPao	WesternBwe
2098-1	j a ³³							
2086-1	tʰ u ³³							
2153-1	s o ¹¹							
2180-1	l ɔ ¹¹							
2205-1	kʰ w u ³³							
2328-1	l e ³³							
2349-1	j o ¹¹							
2372-1	m ə ¹¹							
2388-1	m i ¹¹							
2413-1	d i ³³							
2637-1	p l ɔ ¹¹							
2649-1	c r u ³³							
21-2		t ə ¹¹						
33-2		t əɨ ¹¹						
46-2		p l a ¹¹						
126-2		θ a ⁵³						
114-2		b a ¹¹						
149-2		b l a ⁵³						
171-2		tʰ a ŋ ⁵³						
191-2		ʔ w a ʔ ⁴⁵						
203-2		n ai ⁵³						
224-2		l a ʔ ²¹						
275-2		kʰ a ¹¹						
302-2		ʔ u ⁵³						
315-2		tʰ au ʔ ⁴⁵						
394-2		n ɔ ʔ ²¹						
431-2		pʰ a ʔ ⁴⁵						
444-2		b a ʔ ⁴⁵						
445-2		n a ¹¹						
514-2		θ i ʔ ⁴⁵						
555-2		kʰ w i ¹¹						
579-2		cʰ ʔ a ŋ ⁵³						
603-2		kʰ a ¹¹						
737-2		l u ¹¹						
763-2		cʰ w ɛ ¹¹						
870-2		kʰ i ʔ ⁴⁵						
918-2		ʔ ə ⁵³						
979-2		l a ³³						
1013-2		m a ¹¹						
1040-2		tʰ w i ¹¹						
1027-2		m a ³³						
1053-2		l w i ¹¹						
1065-2		m a ¹¹						
1091-2		m a ŋ ³³						
1116-2		ʔ ai ¹¹						
1129-2		n a ¹¹						
1173-2		d ɨ ¹¹						
1207-2		cʰ a ⁵³						
1255-2		b i ʔ ²¹						
1277-2		t ɛ ʔ ²¹						
1290-2		b w a ¹¹						
1301-2		cʰ w a ŋ ¹¹						
1337-2		m əɨ ¹¹						
1323-2		m u ¹¹						
1350-2		m ai ¹¹						
1372-2		ɟ a ʔ ²¹						
1498-2		d ai ¹¹						
1664-2		l e ʔ ²¹						
1652-2		ʔ au ¹¹						
1687-2		θ a ʔ ⁴⁵						
1708-2		θ au ¹¹						
1732-2		t əu ¹¹						
1742-2		n əu ³³						
1755-2		pʰ r ɨ ŋ ⁵³						
1767-2		θ ai ⁵³						
1786-2		ɟ a ³³						
1803-2		w a ³³						
1815-2		cʰ a ⁵³						
1840-2		p r e ʔ ²¹						
1853-2		tʰ a ʔ ⁴⁵						
1866-2		θ a ʔ ⁴⁵						
1894-2		l a ¹¹						
1934-2		c ai ¹¹						
1947-2		kʰ a ¹¹						
1993-2		pʰ w i ⁵³						
2059-2		ʔ ɔ ¹¹						
2098-2		ɟ a ʔ ²¹						
2086-2		tʰ au ⁵³						
2153-2		θ ɨ ¹¹						
2180-2		l əu ¹¹						
2205-2		kʰ w au ⁵³						
2328-2		l a ⁵³						
2349-2		ɟ u ¹¹						
2372-2		m ɨ ¹¹						
2388-2		m i ŋ ³³						
2413-2		d ai ⁵³						
2637-2		b l əu ŋ ¹¹						
2649-2		c w u ⁵³						
21-3			t ə ¹¹					
33-3			t ə ¹¹					
46-3			p l a ¹¹					
126-3			s a ⁵⁵					
114-3			b ɔ ¹¹					
149-3			p l a ¹¹					
171-3			tʰ ɔ ⁵⁵					
191-3			ɔ ³³					
203-3			n i ⁵⁵					
224-3			l ɔ ³³					
275-3			kʰ a ¹¹					
302-3			ʔ u ⁵⁵					
315-3			tʰ o ³³					
394-3			n ə ³³					
431-3			pʰ ɔ ³³					
444-3			p a ³³					
445-3			n a ¹¹					
514-3			s i ³³					
555-3			kʰ i ¹¹					
579-3			cʰ ɔ ⁵⁵					
603-3			kʰ a ¹¹					
737-3			l u ¹¹					
763-3			cʰ ɛ ¹¹					
870-3			kʰ i ³³					
918-3			ʔ ə ⁵⁵					
979-3			l ɔ ³³					
1013-3			m a ¹¹					
1040-3			tʰ i ¹¹					
1027-3			m a ³³					
1053-3			l i ¹¹					
1065-3			m ɔ ¹¹					
1091-3			m ɨ ³³					
1116-3			ʔ i ¹¹					
1129-3			n a ¹¹					
1173-3			d i ¹¹					
1207-3			cʰ ɔ ⁵⁵					
1255-3			p i ³³					
1277-3			t e ³³					
1290-3			b u ¹¹					
1301-3			cʰ u ¹¹					
1337-3			m ɨ ¹¹					
1323-3			m u ¹¹					
1350-3			m i ¹¹					
1372-3			ɔ ³³					
1498-3			d i ¹¹					
1664-3			l e ³³					
1652-3			ʔ o ¹¹					
1687-3			s ɔ ³³					
1708-3			s o ¹¹					
1732-3			t ə ¹¹					
1742-3			n ə ³³					
1755-3			pʰ r ʉ ⁵⁵					
1767-3			s i ³³					
1786-3			j a ³³					
1803-3			a ³³					
1815-3			cʰ a ⁵⁵					
1840-3			p r e ³³					
1853-3			tʰ ɔ ³³					
1866-3			s ɔ ³³					
1894-3			l a ¹¹					
1934-3			c i ¹¹					
1947-3			kʰ ɔ ¹¹					
1993-3			pʰ i ⁵⁵					
2059-3			ʔ o ¹¹					
2098-3			j e ³³					
2086-3			tʰ u ⁵⁵					
2153-3			s ʉ ¹¹					
2180-3			l ə ¹¹					
2205-3			kʰ u ⁵⁵					
2328-3			l a ⁵⁵					
2349-3			j u ¹¹					
2372-3			m i ¹¹					
2388-3			m i ³³					
2413-3			d i ⁵⁵					
2637-3			p l u ¹¹					
2649-3			c u ⁵⁵					
21-4				tʰ ə ŋ ⁵³				
33-4				tʰ ə ⁵⁵				
46-4				pʰ l a ⁵³				
126-4				s a ɦ ³¹				
114-4				b a ŋ ⁵⁵				
149-4				p l a ɦ ⁵⁵				
171-4				tʰ a m ɦ ³¹				
191-4				w a ʔ ²¹				
203-4				n e ɦ ³¹				
224-4				l a ʔ ⁴⁵				
275-4				kʰ a ⁵⁵				
302-4				ʔ u ɦ ³¹				
315-4				tʰ ɔ ʔ ²¹				
394-4				n o k ⁴⁵				
431-4				pʰ a ʔ ²¹				
444-4				p a ʔ ²¹				
445-4				n a ⁵³				
514-4				s i ʔ ²¹				
555-4				kʰ w i ⁵⁵				
579-4				cʰ m a n ɦ ³¹				
603-4				kʰ a ⁵⁵				
737-4				l u ⁵⁵				
763-4				cʰ w ɛ ⁵⁵				
870-4				kʰ i ʔ ²¹				
918-4				ʔ ə ŋ ɦ ³¹				
979-4				l a ŋ ³³				
1013-4				m a ⁵³				
1040-4				tʰ w i ⁵⁵				
1027-4				m a ³³				
1053-4				l w i ⁵³				
1065-4				m a ŋ ⁵³				
1091-4				m w ɨ n ³³				
1116-4				ʔ e ⁵⁵				
1129-4				n a ⁵³				
1173-4				d i ⁵⁵				
1207-4				cʰ a ŋ ɦ ³¹				
1255-4				p i ʔ ⁴⁵				
1277-4				tʰ ɛ ʔ ⁴⁵				
1290-4				b u ŋ ⁵⁵				
1301-4				cʰ u n ⁵⁵				
1337-4				m u ⁵⁵				
1323-4				m u ⁵³				
1350-4				m e ⁵⁵				
1372-4				ŋ j a ŋ ⁴⁵				
1498-4				d e ⁵⁵				
1664-4				l e k ⁴⁵				
1652-4				ʔ au ⁵⁵				
1687-4				s a ʔ ²¹				
1708-4				s au ⁵⁵				
1732-4				tʰ o ŋ ⁵³				
1742-4				n o ŋ ³³				
1755-4				pʰ r u n ɦ ³¹				
1767-4				s e ɦ ²¹				
1786-4				j a ³³				
1803-4				w a ³³				
1815-4				cʰ a ɦ ³¹				
1840-4				pʰ r e ʔ ⁴⁵				
1853-4				tʰ a ʔ ²¹				
1866-4				s a ʔ ²¹				
1894-4				l a ⁵⁵				
1934-4				c e ⁵⁵				
1947-4				kʰ a ŋ ⁵⁵				
1993-4				pʰ w i ɦ ³¹				
2059-4				ʔ ɔ ŋ ⁵⁵				
2098-4				ŋ j a ʔ ⁴⁵				
2086-4				tʰ o ɦ ³¹				
2153-4				s ɨ ⁵⁵				
2180-4				l o ŋ ⁵⁵				
2205-4				kʰ w o ɦ ³¹				
2328-4				l a ɦ ³¹				
2349-4				j u ⁵³				
2372-4				m i ⁵⁵				
2388-4				m i n ³³				
2413-4				d e ɦ ³¹				
2637-4				p l o m ⁵⁵				
2649-4				c ɦ u ɦ ³¹				
21-5					tʰ əɨ ¹¹			
33-5					tʰ əɨ ³³			
46-5					pʰ l a ¹¹			
126-5					s a ⁵⁵			
114-5					b ɛ̃ ³³			
149-5					pʰ l a ¹¹			
171-5					tʰ ã ⁵⁵			
191-5					w ɛ ʔ ⁴⁵			
203-5					n i ⁵⁵			
224-5					l a ʔ ²¹			
275-5					kʰ a ³³			
302-5					ʔ u ⁵⁵			
315-5					tʰ o ʔ ⁴⁵			
394-5					n au ʔ ²¹			
431-5					p a ʔ ⁴⁵			
444-5					pʰ a ʔ ⁴⁵			
445-5					n a ¹¹			
514-5					s ãi ʔ ⁴⁵			
555-5					kʰ w ãi ³³			
579-5					cʰ ɛ̃ ⁵⁵			
603-5					kʰ a ³³			
737-5					l ou ³³			
763-5					cʰ w ɛ ³³			
870-5					kʰ ãi ʔ ⁴⁵			
918-5					ʔ əɨ ⁵⁵			
979-5					l ɛ̃ ⁵⁵			
1013-5					m a ¹¹			
1040-5					tʰ w ãi ³³			
1027-5					m a ⁵⁵			
1053-5					l w ãi ¹¹			
1065-5					m ɛ̃ ¹¹			
1091-5					m w ɑ̃ ⁵⁵			
1116-5					ʔ i ³³			
1129-5					n a ¹¹			
1173-5					d ei ³³			
1207-5					cʰ ɛ̃ ⁵⁵			
1255-5					pʰ ãi ʔ ²¹			
1277-5					tʰ e ʔ ²¹			
1290-5					b ɑ̃ ³³			
1301-5					cʰ ɑ̃ ³³			
1337-5					m ɑ̃ ³³			
1323-5					m u ¹¹			
1350-5					m i ³³			
1372-5					ɛ ʔ ²¹			
1498-5					d i ³³			
1664-5					l ai ʔ ²¹			
1652-5					ʔ ɔ ³³			
1687-5					s a ʔ ⁴⁵			
1708-5					s ɔ ³³			
1732-5					tʰ ãu ¹¹			
1742-5					n ãu ⁵⁵			
1755-5					pʰ ɣ ɑ̃ ⁵⁵			
1767-5					s i ⁴⁵			
1786-5					j a ⁵⁵			
1803-5					w a ⁵⁵			
1815-5					cʰ a ⁵⁵			
1840-5					p ɣ ai ʔ ²¹			
1853-5					tʰ a ʔ ⁴⁵			
1866-5					s a ʔ ⁴⁵			
1894-5					l a ³³			
1934-5					x i ³³			
1947-5					kʰ ɛ̃ ³³			
1993-5					pʰ w ãi ⁵⁵			
2059-5					ʔ ɔ ³³			
2098-5					j a ʔ ²¹			
2086-5					tʰ u ⁵⁵			
2153-5					s ɑ̃ ³³			
2180-5					l ãu ³³			
2205-5					kʰ w u ⁵⁵			
2328-5					l a ⁵⁵			
2349-5					j ou ¹¹			
2372-5					m ei ³³			
2388-5					m ãi ⁵⁵			
2413-5					d i ⁵⁵			
2637-5					pʰ l u ³³			
2649-5					x u ⁵⁵			
21-6						d ə ŋ ¹¹		
33-6						d ə ¹¹		
46-6						b l a ¹¹		
126-6						s r a ⁵⁵		
114-6						ˀb a ŋ ¹¹		
149-6						p l a ¹¹		
171-6						tʰ a m ⁵⁵		
191-6						ʔ̚ w a t ⁵¹		
203-6						n e ⁵⁵		
224-6						l a ʔ̚ ⁵¹		
275-6						kʰ a ¹¹		
302-6						ʔ u ⁵⁵		
315-6						tʰ ɔ ʔ̚ ⁵¹		
394-6						n o k̚ ⁵¹		
431-6						pʰ a ʔ̚ ⁵¹		
444-6						p ə ʔ̚ ⁵¹		
445-6						n a ¹¹		
514-6						s i ʔ̚ ⁵¹		
555-6						kʰ w i ¹¹		
579-6						cʰ m a ɴ ⁵⁵		
603-6						kʰ a ¹¹		
737-6						l ou ¹¹		
763-6						cʰ w ɛ ¹¹		
870-6						kʰ i ʔ̚ ⁵¹		
918-6						ʔ ə ŋ ⁵⁵		
979-6						l a ŋ ⁵⁵		
1013-6						m̥ a ¹¹		
1040-6						tʰ w i ¹¹		
1027-6						m̥ a ⁵⁵		
1053-6						l w i ¹¹		
1065-6						m̥ a ŋ ¹¹		
1091-6						m̥ w u ɴ ⁵⁵		
1116-6						ʔ e ¹¹		
1129-6						n a ¹¹		
1173-6						ˀd ei ¹¹		
1207-6						cʰ a ŋ ⁵⁵		
1255-6						p i ʔ̚ ⁵¹		
1277-6						d ɛ ʔ̚ ⁵¹		
1290-6						ˀb u ŋ ¹¹		
1301-6						cʰ u ɴ ¹¹		
1337-6						m̥ ə ¹¹		
1323-6						m̥ u ¹¹		
1350-6						m̥ e ¹¹		
1372-6						ŋ a t ⁵¹		
1498-6						ˀd e ¹¹		
1664-6						l e ʔ̚ ⁵¹		
1652-6						ʔ ɔ ¹¹		
1687-6						s a ʔ̚ ⁵¹		
1708-6						s r ɔ ¹¹		
1732-6						d o ŋ ¹¹		
1742-6						n o ŋ ⁵⁵		
1755-6						pʰ r̥ ɨ m ⁵⁵		
1767-6						s r e ⁵⁵		
1786-6						r j a ⁵⁵		
1803-6						w a ⁵⁵		
1815-6						cʰ a ⁵⁵		
1840-6						b r e ʔ̚ ⁵¹		
1853-6						tʰ a ʔ̚ ⁵¹		
1866-6						s a ʔ̚ ⁵¹		
1894-6						l a ¹¹		
1934-6						c e ¹¹		
1947-6						kʰ a ŋ ¹¹		
1993-6						pʰ w i ⁵⁵		
2059-6						ʔ ɔ.ɴ ŋ ¹¹		
2098-6						ŋ j e ʔ̚ ⁵¹		
2086-6						tʰ o ⁵⁵		
2153-6						s ə ¹¹		
2180-6						l o ŋ ¹¹		
2205-6						kʰ w o ⁵⁵		
2328-6						l a ⁵⁵		
2349-6						j ou ¹¹		
2372-6						m̥ ei ¹¹		
2388-6						m̥ i ɴ ⁵⁵		
2413-6						ˀd e ⁵⁵		
2637-6						p l o m ¹¹		
2649-6						c w u ⁵⁵		
21-7							t ə ŋ ⁵⁵	
33-7							t ə ³³	
46-7							p l a ⁵⁵	
126-7							s a ɦ ³¹	
114-7							b a ŋ ³³	
149-7							p l a ɦ ³³	
171-7							tʰ a m ɦ ³¹	
191-7							w w a t ²¹	
203-7							n e ɦ ³¹	
224-7							l a ʔ ⁴⁵	
275-7							kʰ a ³³	
302-7							ʔ u ɦ ³¹	
315-7							tʰ ɔ ʔ ²¹	
394-7							n u ʔ ⁴⁵	
431-7							p a ʔ ²¹	
444-7							p a ʔ ²¹	
445-7							n a ⁵⁵	
514-7							s u ʔ ²¹	
555-7							kʰ w i ³³	
579-7							cʰ ɦ a n ɦ ³¹	
603-7							kʰ a ³³	
737-7							l u ³³	
763-7							cʰ w ɛ ³³	
870-7							kʰ i ʔ ²¹	
918-7							ʔ ə ŋ ɦ ³¹	
979-7							l a ŋ ⁵³	
1013-7							m a ⁵⁵	
1040-7							tʰ w i ³³	
1027-7							m a ⁵³	
1053-7							l w i ⁵⁵	
1065-7							m a ŋ ⁵⁵	
1091-7							m ə m ⁵³	
1116-7							ʔ e ³³	
1129-7							n a ⁵⁵	
1173-7							d i ³³	
1207-7							cʰ a ŋ ɦ ³¹	
1255-7							p e ʔ ⁴⁵	
1277-7							t ɛ ʔ ⁴⁵	
1290-7							b w ə ŋ ³³	
1301-7							cʰ w ə n ³³	
1337-7							m ə ³³	
1323-7							m u ⁵⁵	
1350-7							m e ³³	
1372-7							ŋ j a t ⁴⁵	
1498-7							d e ³³	
1664-7							l e ʔ ⁴⁵	
1652-7							ʔ au ³³	
1687-7							s a ʔ ²¹	
1708-7							s au ³³	
1732-7							t o ŋ ⁵⁵	
1742-7							n o ŋ ⁵³	
1755-7							pʰ r ə m ɦ ³¹	
1767-7							s e ɦ ²¹	
1786-7							j a ⁵³	
1803-7							w w a ⁵³	
1815-7							cʰ a ɦ ³¹	
1840-7							pʰ r e ʔ ⁴⁵	
1853-7							tʰ a ʔ ²¹	
1866-7							s a ʔ ²¹	
1894-7							l a ³³	
1934-7							c e ³³	
1947-7							kʰ a ŋ ³³	
1993-7							pʰ w i ɦ ³¹	
2059-7							ʔ ɔ ŋ ³³	
2098-7							ŋ j ɛ ʔ ⁴⁵	
2086-7							tʰ o ɦ ³¹	
2153-7							s ə ³³	
2180-7							l o ŋ ³³	
2205-7							kʰ w o ɦ ³¹	
2328-7							l a ɦ ³¹	
2349-7							j u ⁵⁵	
2372-7							m i ³³	
2388-7							m w i n ⁵³	
2413-7							d e ɦ ³¹	
2637-7							p l o m ³³	
2649-7							c u ɦ ³¹	
21-8								d o ³³
33-8								d o ⁵⁵
46-8								b l ɛ ³³
126-8								θ r ɛ ⁵⁵
114-8								ɓ a ⁵⁵
149-8								p l ɛ ³³
171-8								tʰ ɛ ⁵⁵
191-8								r w a ³³
203-8								n i ⁵⁵
224-8								l a ¹¹
275-8								kʰ ɛ ⁵⁵
302-8								u ⁵⁵
315-8								tʰ ɔ ³³
394-8								n o ¹¹
431-8								p a ³³
444-8								p ə ³³
445-8								n ɛ ³³
514-8								θ i ³³
555-8								kʰ w i ⁵⁵
579-8								ʃ a ⁵⁵
603-8								kʰ ɛ ⁵⁵
737-8								l u ⁵⁵
763-8								ʃ w ɛ ⁵⁵
870-8								kʰ i ³³
918-8								o ⁵⁵
979-8								l a ⁵⁵
1013-8								m ɛ ³³
1040-8								tʰ w i ⁵⁵
1027-8								m ɛ ⁵⁵
1053-8								l w i ³³
1065-8								m a ³³
1091-8								m u ⁵⁵
1116-8								i ⁵⁵
1129-8								n ɛ ³³
1173-8								ɗ i ⁵⁵
1207-8								ʃ a ⁵⁵
1255-8								p i ¹¹
1277-8								d e ¹¹
1290-8								ɓ u ⁵⁵
1301-8								ʃ u ⁵⁵
1337-8								m u ⁵⁵
1323-8								m u ³³
1350-8								m i ⁵⁵
1372-8								r a ¹¹
1498-8								ɗ i ⁵⁵
1664-8								l e ¹¹
1652-8								ɔ ⁵⁵
1687-8								θ a ³³
1708-8								θ r ɔ ⁵⁵
1732-8								d o ³³
1742-8								n o ⁵⁵
1755-8								pʰ r u ⁵⁵
1767-8								θ r i ³³
1786-8								r j ɛ ⁵⁵
1803-8								r w ɛ ⁵⁵
1815-8								ʃ ɛ ⁵⁵
1840-8								b w e ¹¹
1853-8								tʰ a ³³
1866-8								θ a ³³
1894-8								l ɛ ⁵⁵
1934-8								Ø i ⁵⁵
1947-8								kʰ a ⁵⁵
1993-8								pʰ w i ⁵⁵
2059-8								ɔ ⁵⁵
2098-8								j e ¹¹
2086-8								tʰ o ⁵⁵
2153-8								θ r u r ⁵⁵
2180-8								l o ⁵⁵
2205-8								kʰ w o ⁵⁵
2328-8								l ɛ ⁵⁵
2349-8								j u ³³
2372-8								m i ⁵⁵
2388-8								m r i ⁵⁵
2413-8								ɗ i ⁵⁵
2637-8								p l o ⁵⁵
2649-8								Ø u ⁵⁵
