COGID	Kayah	Kayan	Kayaw	NorthernPao	NorthernPwo	ProtoKaren	SouthernPao	WesternBwe
103		kʰ a ŋ ⁵³	kʰ ɔ ⁵⁵	kʰ a ŋ ɦ ³¹	kʰ ɛ̃ ³⁵	kʰ a ŋ ⁵⁵		kʰ a ⁵⁵
138	pʰ a ⁵⁵		pʰ e ³³	pʰ e ʔ ²¹	pʰ ai ʔ ⁴⁵	pʰ e ʔ̚ ⁵¹		pʰ e ³³
161	l o ¹¹		l u ¹¹	l u ⁵⁵	l ou ³³	l̥ ou ¹¹	l u ³³	
217	j i ¹¹	ɟ ɨ ¹¹	j ɨ ¹¹	j u m ⁵³		j ɨ m ¹¹	j ə m ⁵⁵	
242	d u ¹¹	d au ¹¹	d u ¹¹		d u ³³	ˀd o ¹¹		ɗ o ³³
253	tʰ u ¹¹	tʰ au ¹¹	tʰ u ¹¹		tʰ u ³³	tʰ o ¹¹		tʰ o ³³
264	ʔ a ¹¹	ʔ i ¹¹		ʔ ɛ ŋ ⁵⁵	ʔ ãi ³³	ʔ ɛ ɴ ¹¹	ʔ ɛ m ³³	
348	kʰ r ə ¹¹		c i ¹¹	kʰ r i ⁵⁵	k ei ³³	kʰ r ei ¹¹	kʰ r i ³³	
359	pʰ o ³³	pʰ ɔ ⁵³	pʰ o ⁵⁵		pʰ ɔ ³⁵	pʰ r ɔ ⁵⁵		pʰ r ɔ ³³
420	n u ¹¹	n u ¹¹	n u ¹¹		n u ɦ ¹¹	n u ¹¹		n u ³³
527	k u ¹¹	k u ⁵³	k u ¹¹	k u ɦ ³¹		k u ⁵⁵	k u ɦ ³¹	
483	k ɔ ³³	k o ⁵³	k ɨ ⁵⁵		k ou̯ ⁵⁵	k ɨ ⁵⁵		k o ⁵⁵
776	k i ³³	k i ⁵³	k i ⁵⁵	k i ɦ ³¹		k i ⁵⁵	k i ɦ ³¹	
859	d ə ³³		d i ⁵⁵		d ei ⁵⁵	ˀd ei ⁵⁵	d i ɦ ³¹	ɗ i ⁵⁵
883	d ɛ ¹¹	d ɛ ¹¹	d ɛ ¹¹		d ɛ ³³	ˀd ɛ ¹¹		ɗ ɛ ³³
953	kʰ r ɔ ⁵⁵	kʰ j ɔ ʔ ⁴⁵	kʰ ə ³³	kʰ j o ʔ ²¹		kʰ r o ʔ ⁵¹	kʰ j u ʔ ²¹	
992	kʰ u ¹¹		kʰ u ¹¹	kʰ u ⁵⁵	kʰ u ³³	kʰ u ¹¹	kʰ u ³³	
1	tʰ ɔ ³³	tʰ ə ⁵³	tʰ ə ⁵⁵	tʰ ə̤ ŋ ³¹	tʰ ɑ̃ ⁵⁵	tʰ ə ɴ ⁵⁵		
1080	ʔ o ³³	ʔ au ⁵³	ʔ o ⁵⁵		ʔ ɔ ⁵⁵	ʔ ɔ ⁵⁵		ɔ ⁵⁵
1142	j a ³³	ɟ ɛ ʔ ²¹	j e ³³	j ɛ ʔ ⁴⁵		j ɛ ʔ ⁵¹	j ɛ ʔ ⁴⁵	
1195		cʰ au ʔ ⁴⁵	x ɔ ¹¹	s ə t ²¹	x o ʔ ²¹	kʰ r ɔ t ⁵¹	s ɔ t ²¹	
1226	pʰ ɛ ⁵⁵		pʰ o ³³	pʰ ɔ ʔ ²¹	pʰ o ʔ ⁴⁵	pʰ ɔ ʔ̚ ⁵¹		pʰ ɔ ³³
1237	n o ³³		n u ³³		n aə ʔ ²¹	n ə ʔ ⁵¹	n ə ʔ ⁴⁵	n u ¹¹
1247	cʰ ɨ ³³	cʰ w a ŋ ⁵³	cʰ u ⁵⁵	cʰ ə ŋ ɦ ³¹		cʰ u ɴ ⁵⁵	cʰ w ə m ³¹	
1397		b j a ¹¹		p j a ⁵⁵	p a ³³	p j a ¹¹	p j a ³³	ɓ a ³³
1432	pʰ o ³³	pʰ au ⁵³	pʰ o ⁵⁵		pʰ ɔ ³⁵	pʰ ɔ ⁵⁵		pʰ ɔ ⁵⁵
1455	p a ¹¹	p e ³³	p e ³³	pʰ e ŋ ³³		b e ŋ ⁵⁵	p e ŋ ⁵³	
1443	k l e ³³		k l a ⁵⁵	k l a ɦ ³¹	k l a ⁵⁵	k l a ⁵⁵	k l a ɦ ³¹	
1519	s e ¹¹	θ a ¹¹	s a ¹¹		s a ³³	s a ¹¹		θ ɛ ³³
1588	l u ¹¹	l au ³³	l u ³³		l u ⁵⁵	l o ⁵⁵	l o ⁵³	
1720	k l e ¹¹	k a ŋ ¹¹	k ɔ ¹¹		k w ã ɦ ¹¹	g l a m ¹¹	k w a m ⁵⁵	
1959	p l a ³³		p l e ³³	pʰ l i ʔ ²¹	pʰ l ai ʔ ²¹	b l e ʔ ⁵¹		b l i ³³
1981	m ə ³³	m ai ⁵³	m i ⁵⁵		m ei ³⁵	m̥ ei ⁵⁵		m i ⁵⁵
2005	tʰ e ³³	tʰ a ⁵³		tʰ a ɦ ³¹	tʰ a ³⁵	tʰ a ⁵⁵	tʰ a ɦ ³¹	
2036	kʰ l i ³³	kʰ l a ŋ ⁵³		kʰ l ɛ m ɦ ³¹	kʰ l ãi ³⁵	kʰ l ɛ ɴ ⁵⁵	kʰ l ɛ ŋ ɦ ³¹	
2294	r ɨ ³³	r w a ŋ ⁵³	r u ⁵⁵	r ə ŋ ɦ ³¹		r̥ u n ⁵⁵	r w ə n ³¹	
2362		r a ŋ ¹¹	r ɔ ¹¹	r a n ⁵⁵		r a ɴ ¹¹	r a n ³³	r a ³³
2505	t ə ⁰		t ə ⁰	t a ʔ ²¹		t ə ʔ̚ ⁰	t a ʔ ²¹	t o ⁵⁵
2520	ʔ ɛ ³³	ʔ a ŋ ⁵³	ʔ ɔ ⁵⁵	ʔ a n ɦ ³¹		ʔ a ɴ ⁵⁵	ʔ a n ɦ ³¹	
2547	j u ¹¹		j u ³³	j o ³³	j u ¹¹	j o ⁵⁵		j o ³³
2579	pʰ r e ³³	p r a ʔ ²¹	p r ɔ ³³		p ɣ a ʔ ²¹	b r a ʔ̚ ⁵¹		b w a ¹¹
2708		t ɔ ¹¹	t o ¹¹	tʰ ɔ ŋ ⁵³		d ɔ ŋ ¹¹	t ɔ ŋ ⁵⁵	d ɔ ³³
2725	l ɨ ¹¹	l w a ŋ ¹¹	l u ¹¹		l ɑ̃ ɦ ¹¹	l u ɴ ¹¹		l u ¹¹
2744	l a ³³	l i ʔ ²¹	l e ³³		l ai ʔ ²¹	l e ʔ̚ ⁵¹		l ɪ ¹¹
2778	r w i ⁵⁵	r w i ʔ ⁴⁵	r i ³³	r ɨ ʔ ⁴⁵	w ei ³³	r̥ w i ʔ̚ ⁵¹		
2791	d ɛ ³³	d ɛ ⁵³	d ɛ ⁵⁵		d ɛ ⁵⁵	ˀd ɛ ⁵⁵		ɗ ɛ ³³
2813	r i ¹¹	r ai ¹¹	r i ¹¹	r e ⁵³		r e ¹¹	r e ⁵⁵	
2836	tʰ ɔ ⁵⁵	tʰ ɔ ʔ ⁴⁵	tʰ ə ³³		tʰ au ʔ ⁴⁵	tʰ r o ʔ̚ ⁵¹		tʰ r o ³³
2871	t ai ¹¹	t e ³³	t e ³³	tʰ e n ³³		d e ɴ ⁵⁵		d e ³³
2942	b a ¹¹	b e ¹¹	b e ¹¹	b e ŋ ⁵⁵		ˀb e ŋ ¹¹	b e ŋ ³³	
2966	j a ¹¹	j ai ³³	j i ³³	j ai ³³		j ai ⁵⁵		j i ³³
2999	tʰ ɛ ³³		tʰ ɔ ⁵⁵	tʰ a ŋ ɦ ³¹		tʰ a ŋ ⁵⁵	tʰ a ŋ ɦ ³¹	tʰ a ⁵⁵
3006		θ au ³³	s u ⁵⁵	s o ⁵⁵		s o ⁵⁵	s o ³³	θ o ⁵⁵
3017	n ɛ ⁵⁵	n au ʔ ⁴⁵	n o ³³	n ə ʔ ²¹		n̥ ɔ ʔ̚ ⁵¹	n ə ʔ ²¹	
3077		cʰ u ⁵³		s u ɦ ³¹	x ou ³⁵	kʰ r ou ⁵⁵	s u ɦ ³¹	x u ⁵⁵
3144		ŋ w i ¹¹	m i ¹¹	ŋ w i ⁵⁵		ŋ w i ¹¹	ŋ w i ³³	m i ³³
3324	pʰ o ³³	pʰ u ⁵³	pʰ u ⁵⁵		pʰ ou ³⁵	pʰ ou ⁵⁵		pʰ u ⁵⁵
3364	c w i ⁵⁵	c w i ʔ ⁴⁵	c i ³³	c u k ²¹		c w i k̚ ⁵¹	c u ʔ ²¹	
3466	p u ⁵⁵	p a ʔ ²¹		pʰ i ⁵⁵	pʰ a ʔ ²¹	b ə ʔ̚ ⁰	p i ³³	
3511	d o ³³	d ɨ ⁵³	d ʉ ⁵⁵	d ɨ n ɦ ³¹		ˀd w ɨ ɴ ⁵⁵	d w ə m ɦ ³¹	
3528	r i ³³	r e ⁵³	r e ⁵⁵	r e ŋ ɦ ³¹		r̥ e ŋ ⁵⁵	r e ŋ ɦ ³¹	
3570	kʰ ə ¹¹	kʰ ɨ ¹¹	kʰ i ¹¹		kʰ ei ³³	kʰ ei ¹¹		kʰ i ³³
3713	m o ¹¹	m ɔ ³³			m l ɔ̃ ⁵⁵	m l ɔ ɴ ⁵⁵	m ɔ ⁵³	b l ɔ ¹¹
3752	l i ¹¹		l i ¹¹	l i n ⁵³	l ãi ɦ ¹¹	l i n ¹¹	l i m ⁵⁵	
3839	cʰ o ¹¹	cʰ u ¹¹	cʰ u ¹¹	cʰ u ⁵⁵		cʰ r ou ¹¹	cʰ u ³³	
3916	tʰ e ³³	tʰ a ¹¹	tʰ a ¹¹		tʰ a ³³	tʰ a ¹¹	tʰ a ³³	
3927	r ɔ ¹¹	r əu ¹¹	r ə ¹¹	r o ŋ ⁵³		r o ŋ ¹¹	r o ŋ ⁵⁵	
4002	n ɨ ¹¹	n ɨ ³³		n ə ŋ ³³	n ɑ̃ ⁵⁵	n ɨ ŋ ⁵⁵	n ə ŋ ⁵³	
4051	n a ¹¹	n e ¹¹		n e ŋ ⁵⁵	n ãi ³³	n̥ e ŋ ¹¹	n e ŋ ³³	
81	kʰ j a ⁵⁵	kʰ i ʔ ⁴⁵		kʰ j a ʔ ²¹	k ai ʔ ⁴⁵	k j a ʔ̚ ⁵¹		
495	pʰ ɨ ³³		pʰ u ⁵⁵	pʰ r ɨ ⁵⁵	pʰ ã ³⁵	pʰ r u ɴ ⁵⁵		
616	j a ¹¹	j ai ³³		ŋ j ai ³³	j ai ⁵⁵	ŋ j ai ⁵⁵		
656	p l ɔ ¹¹		p l o ¹¹	p l ɔ ŋ ⁵⁵	pʰ l ɔ̃ ³³	p l ɔ ŋ ¹¹		
686	b o ³³	b ɔ ⁵³	b o ⁵⁵		b ɔ̃ ⁵⁵	ˀb ɔ ɴ ⁵⁵		
677	d o ³³	d əɨ ⁵³	d ə ⁵⁵		d əɨ ⁵⁵	ˀd ə ⁵⁵		
801	n i ³³		n i ⁵⁵		n ei ³⁵	n̥ i ⁵⁵		n i ⁵⁵
848	n o ¹¹		n o ¹¹		n ɔ̃ ³³	n̥ ɔ ɴ ¹¹		n ʊ ³³
1003		d u ¹¹	d u ¹¹		d ãə ³³	ˀd ə ŋ ¹¹		ɗ ɔ ⁵⁵
1511	ŋ e ³³	ŋ a ⁵³		ŋ a ɦ ³¹		ŋ̊ a ⁵⁵	ŋ a ɦ ³¹	
1611	kʰ u ⁵⁵		kʰ u ¹¹		kʰ u ³³	kʰ u ¹¹		kʰ u ⁵⁵
1971		l ai ¹¹	l i ¹¹			l̥ ai ¹¹	l ai ³³	l i ³³
2120	cʰ ɔ ³³	cʰ ə ŋ ⁵³	cʰ ə ⁵⁵		cʰ ãi ³⁵	cʰ ə ŋ ⁵⁵		
2166	s u ¹¹	θ au ¹¹	s u ¹¹		s u ʔ ⁴⁵	s o ¹¹		
2243				kʰ l au ⁵⁵	kʰ l ɔ ³³	kʰ l ɔ ¹¹	kʰ l au ³³	kʰ l o ³³
2254	k ɔ ⁵⁵	k ə ¹¹		k ɔ ⁵⁵		k ə ⁰	k ɔ ¹¹	
2429	b o ³³	b ɔ ⁵³	b o ⁵⁵			ˀb ɔ ⁵⁵		ɓ ɔ ³³
2493	l ə ¹¹		l i ³³	l i ³³	l ei ⁵⁵	l ei ⁵⁵		
2570		k l ɛ ³³	k l ɛ ³³			k l ɛ ⁵⁵	k l ai ⁵³	k l ɛ ³³
2735	cʰ ɛ ¹¹		cʰ ɔ ¹¹		cʰ ɛ̃ ³³	cʰ a ɴ ¹¹		ʃ a ³³
2769			l i ¹¹	l ɛ m ⁵⁵	l ãi ³³	l̥ ɛ m ¹¹	l ɛ m ³³	
3067			tʰ ʉ ⁵⁵	tʰ w ɨ n ɦ ³¹	tʰ w ɑ̃ ³⁵	tʰ w ɨ ɴ ⁵⁵	tʰ w ə m ɦ ³¹	
3205	tʰ u ³³	tʰ u ⁵³			tʰ u ³⁵	tʰ u ⁵⁵	tʰ u ɦ ³¹	
3215	m ɛ ³³		m ɔ ⁵⁵		m ɛ̃ ³⁵	m̥ a ɴ ⁵⁵		m a ³³
3271				l i ⁵⁵	l ei ³³	l̥ i ¹¹	l i ³³	l i ¹¹
3308	h o ¹¹	h u ¹¹	h u ¹¹			h ou ¹¹		h u ³³
3317		c i ¹¹	c i ¹¹	c i ⁵⁵		ɟ i ¹¹	c i ³³	
3436		b l a ⁵³		p l a ɦ ³¹	b l a ⁵⁵	p l a ⁵⁵		p l ɛ ⁵⁵
3518	b ɨ ³³	b ɨ ⁵³		b ə ɦ ³¹		ˀb ə ⁵⁵	b ə ɦ ³¹	
3640	r o ¹¹		r o ³³	r au ³³		r ɔ ⁵⁵	r au ⁵³	
3726	n ə ³³	ŋ ɨ ⁵³		n i ɦ ³¹		n̥ ei ⁵⁵	n i ɦ ³¹	
4025			m a ¹¹	m a ⁵⁵		m̥ a ¹¹	m a ³³	m ɛ ³³
4064	b ɛ ³³	b a ŋ ⁵³	b ɔ ⁵⁵		b ɛ̃ ⁵⁵	ˀb a ŋ ⁵⁵		
1149	j u ³³	j au ⁵³	j u ⁵⁵		j ɔ ³⁵			j o ⁵⁵
1420	j a ¹¹		j a ¹¹	j a ⁵⁵	j a ³³		j a ³³	
2454		kʰ w i ⁵³	kʰ w i ⁵⁵		kʰ w i ³⁵	kʰ w i ⁵⁵		kʰ w i ⁵⁵
17	kʰ u ¹¹		kʰ u ³³		kʰ u ⁵⁵	kʰ o ⁵⁵		
506			pʰ ɨ ¹¹		p əɨ̯ ³³	p ɨ ¹¹		pʰ u ³³
537		t a ʔ ¹¹		t a ʔ ⁴⁵		t a ʔ̚ ⁵¹	t a ʔ ⁴⁵	
538		b a ŋ ⁵³		b a ŋ ɦ ³¹		ˀb a ŋ ⁵⁵	b a ŋ ɦ ³¹	
625		tʰ u ¹¹	tʰ u ¹¹			tʰ u ¹¹		tʰ u ³³
716		b i ¹¹	b i ¹¹		b ei ³³	ˀb i ¹¹		
788			m a ¹¹		m a ³³	m̥ a ¹¹		m ɛ ³³
800	k ɛ ³³		k i ¹¹			k ə ⁰		k ə ⁵⁵
815	kʰ ɛ ³³		kʰ ɔ ⁵⁵		kʰ ɛ̃ ³⁵	kʰ a ɴ ⁵⁵		
1186	k ɛ ¹¹	k a ŋ ³³	k ɔ ³³			g a ŋ ⁵⁵		
1268				m ɛ ʔ ⁴⁵	m e ʔ ²¹	m ɛ ʔ̚ ⁵¹	m ɛ ʔ ⁴⁵	
6	kʰ l a ⁵⁵		kʰ l e ³³			kʰ l i ⁵⁵		kʰ l e ³³
1407		kʰ l i ʔ ⁴⁵		kʰ l i ɦ ³¹	kʰ l ei ³⁵	kʰ l i ʔ ⁵¹		
1921			l i ³³		l ei ⁵⁵	l ei ⁵⁵		l ɪ ³³
2302	kʰ ɔ ⁵⁵	kʰ ɔ ʔ ⁴⁵			kʰ au ʔ ⁴⁵	kʰ o ʔ̚ ⁵¹		
2311	r e ³³		t r e ⁵⁵			t r e ⁵⁵		t r e ⁵⁵
2616	r a ³³		r e ³³		ɣ ai ʔ ²¹	r e ʔ̚ ⁵¹		
2804	b o ¹¹	b əɨ ¹¹	b ə ¹¹			ˀb ə ¹¹		
2901	tʰ ɨ ⁵⁵		tʰ ɨ ³³		tʰ au ʔ ⁴⁵	tʰ u ʔ̚ ⁵¹		
2934		m ɛ ʔ ⁴⁵	m e ³³		m e ʔ ⁴⁵	m̥ ɛ ʔ̚ ⁵¹		
3136				kʰ l o ⁵⁵	kʰ l u ³³	kʰ l o ¹¹		kʰ l o ³³
3227			p l a ¹¹		b l a ³³	p l a ¹¹		p l ɛ ³³
3402	tʰ u ¹¹		tʰ u ¹¹		tʰ u ³³	tʰ u ¹¹		
3458	tʰ w ɛ ¹¹	tʰ w a ŋ ¹¹			tʰ w ɛ̃ ³³	tʰ w a ɴ ¹¹		
3467	w ɛ ³³			ʔ w a n ɦ ³¹		ʔ w a ɴ ⁵⁵	ʔ w a n ɦ ³¹	
3727			kʰ i ⁵⁵		kʰ ei ³⁵	kʰ ə ⁰		kʰ i ⁵⁵
3831	tʰ ɨ ⁵⁵		tʰ ɨ ³³		tʰ au ʔ ⁴⁵	tʰ u ʔ̚ ⁵¹		
2539	j a ¹¹			j a ³³	j ɛ ³⁵		j a ⁵³	
14	t ɛ ¹¹			t a ʔ ²¹		t ə ʔ̚ ⁰	t a ¹¹	
709		kʰ au ¹¹			kʰ u ³³	kʰ o ¹¹		
2363			s a ¹¹			s ə ⁰		θ ə ³³
2506		l a ¹¹			l a ʔ ²¹	l a ʔ̚ ³³		
2682	s e ³³		s a ⁵⁵			s ə ⁰		
2683	b e ³³		b a ⁵⁵			ˀb a ⁵⁵		
2718			tʰ e ³³		tʰ e ʔ ⁴⁵	tʰ ɛ ʔ̚ ⁵¹		
2792					p a ³³	p ə ⁰		p ə ³³
3018		k a ʔ ²¹	k ɔ ¹¹			k ə ʔ̚ ⁰		
3103		n ai ¹¹	n i ¹¹			n ei ¹¹		
3530			tʰ o ³³			tʰ ɔ ŋ ⁵⁵		tʰ ɔ ⁵⁵
3804					j a ¹¹	j ə ⁰		j a ³³
482	ʔ a ¹¹		ʔ a ¹¹		ʔ a ¹¹			
2428	kʰ ɛ ³³	k a ʔ ²¹	k o ³³					
8		k a ʔ ²¹		k a ʔ ⁴⁵			k a ³³	
2456				k o t ⁴⁵		k o t ⁵⁵	k o t ⁴⁵	
182	kʰ r ɛ ¹¹					g r a m ⁵⁵		
789						s ə ⁰		θ ə ³³
849						k ə ⁰		k ə ³³
943						d ə ⁰		d o ¹¹
954					t a ³³	t ə ⁰		
1209					k a ¹¹	k ə ⁰		
1768					k a ʔ ²¹	k ə ʔ ⁰		
1787						g ə ⁰		g ə ³³
3145			s i ¹¹			s ə ⁰		
3325						g ə ⁰		g ə ¹¹
3777					k a ʔ ²¹	k ə ʔ̚ ⁰		
2253	s i ⁵⁵	θ a ʔ ²¹						
183		c a ŋ ³³	c ɔ ³³					
496		pʰ w a ŋ ⁵³					p w ə m ³³	
3468		ʔ u ⁵³			ʔ ɔ̃ ⁵⁵			
11			s u ¹¹					θ u ³³
3486			ʔ i ¹¹					ʔ i ³³
4052			d e ¹¹					ɗ e ³³
184				s a m ³³			s a m ⁵³	
18				ʔ u ⁵⁵			ʔ a ⁵⁵	
1677				t u ⁵⁵			t u ³³	
19					x ɔ ⁵⁵			kʰ o ³³
7					s u ³⁵	s u ⁵⁵		
