COGID	Kayah	Kayan	Kayaw	NorthernPao	NorthernPwo	ProtoKaren	SouthernPao	WesternBwe
3338-1	l o ¹¹							
3351-1	p l i ³³							
3375-1	m ɨ ¹¹							
3410-1	j ɔ ³³							
3423-1	m e ¹¹							
3445-1	ɕ i ⁵⁵							
3485-1	p i ¹¹							
3500-1	p l o ¹¹							
3545-1	t u ¹¹							
3557-1	s ə ⁵⁵							
3581-1	c ə ⁵⁵							
3594-1	kʰ i ⁵⁵							
3618-1	s u ¹¹							
3654-1	p l i ³³							
3667-1	t ɛ ³³							
3680-1	kʰ l i ³³							
3763-1	p r ɔ ³³							
3850-1	p l a ¹¹							
3878-1	tʰ i ⁵⁵							
3903-1	tʰ i ⁵⁵							
3938-1	c ɔ ¹¹							
3963-1	l ɛ ¹¹							
3977-1	m a ⁵⁵							
1464-1	l i ⁵⁵							
10-1	l ə ³³							
59-1	tʰ a ŋ ³³							
91-1	w a ³³							
288-1	s w i ³³							
316-1	m i ³³							
336-1	kʰ l i ⁵⁵							
371-1	cʰ w i ³³							
383-1	s i ¹¹							
408-1	pʰ i ⁵⁵							
469-1	p r e ³³							
567-1	s w a ¹¹							
592-1	h ɛ ³³							
646-1	s i ¹¹							
666-1	b a ¹¹							
696-1	p r a ³³							
634-1	pʰ l o ¹¹							
725-1	kʰ w i ³³							
750-1	kʰ u ³³							
823-1	kʰ l i ¹¹							
835-1	ʔ o ¹¹							
894-1	n i ³³							
930-1	j ɔ ʔ ⁴⁵							
942-1	kʰ i ⁵⁵							
969-1	ʔ w i ¹¹							
1160-1	ʔ a ¹¹							
1314-1	k ə ³³							
1363-1	t a ³³							
1385-1	r ə ³³							
1530-1	b w ɛ ⁵⁵							
1539-1	ʔ e ⁵⁵							
1565-1	l i ³³							
1599-1	l a ³³							
1612-1	l u ³³							
1632-1	d o ¹¹							
21-2		tʰ ə ŋ ¹¹						
33-2		tʰ ə ¹¹						
46-2		pʰ l a ¹¹						
126-2		s a ⁵⁵						
114-2		b a ³³						
149-2		p l a ¹¹						
171-2		tʰ a ⁵⁵						
191-2		w ɛ ⁵⁵						
203-2		n i ³¹						
224-2		l a ʔ ⁴⁵						
275-2		kʰ a ³³						
302-2		ʔ u ⁵⁵						
315-2		tʰ ɔ ʔ ²¹						
394-2		n o ʔ ⁴⁵						
431-2		pʰ a ʔ ²¹						
444-2		p a ʔ ²¹						
445-2		n a ¹¹						
514-2		s i ²¹						
555-2		kʰ w i ³³						
579-2		cʰ a ⁵⁵						
603-2		kʰ a ³³						
737-2		l u ³³						
763-2		cʰ w ɛ ³³						
870-2		kʰ i ʔ ²¹						
918-2		ʔ ə ⁵⁵						
979-2		l a ³³						
1013-2		m a ¹¹						
1040-2		tʰ w i ³³						
1027-2		m a ⁵⁵						
1053-2		l w i ¹¹						
1065-2		m a ŋ ¹¹						
1091-2		m u ³³						
1116-2		ʔ i ³³						
1129-2		n a ¹¹						
1173-2		d i ³³						
1207-2		cʰ a ⁵⁵						
1255-2		p i ʔ ²¹						
1277-2		tʰ e ʔ ⁴⁵						
1290-2		b u ³³						
1301-2		cʰ u ³³						
1337-2		m ɨ ³³						
1323-2		m u ¹¹						
1350-2		m i ³³						
1372-2		j ɛ ¹¹						
1498-2		d i ³³						
1664-2		l e ʔ ⁴⁵						
1652-2		ʔ ɔ ³³						
1687-2		s a ʔ ²¹						
1708-2		s ɔ ³³						
1732-2		tʰ o ŋ ¹¹						
1742-2		n o ⁵⁵						
1755-2		pʰ r ɨ ⁵⁵						
1767-2		s i ³³						
1786-2		j a ³³						
1803-2		w a ³³						
1815-2		cʰ a ⁵⁵						
1840-2		pʰ r e ʔ ⁴⁵						
1853-2		tʰ a ʔ ²¹						
1866-2		s a ʔ ²¹						
1894-2		l a ³³						
1934-2		c i ³³						
1947-2		kʰ a ³³						
1993-2		pʰ w i ⁵⁵						
2059-2		ʔ o ³³						
2098-2		ŋ j a ʔ ⁴⁵						
2086-2		tʰ o ⁵⁵						
2153-2		s ɨ ³³						
2180-2		l o ³³						
2205-2		kʰ w o ⁵⁵						
2328-2		l a ⁵⁵						
2349-2		j u ¹¹						
2372-2		m i ³³						
2388-2		m i ³³						
2413-2		d i ⁵⁵						
2637-2		p l o ³³						
2649-2		c u ⁵⁵						
2693-2		pʰ ə ⁵⁵						
2755-2		s ɔ ʔ ²¹						
2858-2		m i ⁵⁵						
2953-2		cʰ a ⁵⁵						
2986-2		cʰ a ʔ ²¹						
3034-2		kʰ a ʔ ²¹						
3088-2		pʰ l ɛ ʔ ⁴⁵						
3113-2		p l i ⁵⁵						
3154-2		r u ¹¹						
3179-2		cʰ a ³³						
3246-2		d a ⁵⁵						
3259-2		c i m ¹¹						
3282-2		tʰ ə ³³						
3295-2		cʰ a ³³						
3338-2		l o ŋ ¹¹						
3351-2		pʰ l i ³³						
3375-2		m ɨ ¹¹						
3410-2		j ɔ ʔ ²¹						
3423-2		m e ¹¹						
3445-2		cʰ i ⁵⁵						
3485-2		pʰ i ¹¹						
3500-2		p l o ³³						
3545-2		tʰ u ¹¹						
3557-2		s ə ⁵⁵						
3581-2		c ə ⁵⁵						
3594-2		kʰ i ⁵⁵						
3618-2		s u ³³						
3654-2		pʰ l i ⁵⁵						
3667-2		tʰ ɛ ʔ ³³						
3680-2		kʰ l i ʔ ²¹						
3763-2		p r ɔ ʔ ²¹						
3850-2		pʰ l a ¹¹						
3878-2		tʰ i ⁵⁵						
3903-2		tʰ ɛ ⁵⁵						
3938-2		c ɔ ³³						
3963-2		l ɛ ¹¹						
3977-2		m a ⁵⁵						
1464-2		l i ⁵⁵						
10-2		l o ʔ ⁴⁵						
59-2		tʰ a ³³						
91-2		w a ³³						
288-2		s w i ³³						
316-2		m i ⁵⁵						
371-2		kʰ w i t ²¹						
408-2		pʰ i ⁵⁵						
469-2		pʰ r e ³³						
567-2		s w a ³³						
592-2		h a ²¹						
646-2		s i ³³						
666-2		b a ³³						
696-2		pʰ r a ⁵⁵						
634-2		pʰ l o ³³						
725-2		kʰ w i ³³						
750-2		kʰ u ³³						
906-2		s i ⁵⁵						
930-2		j ɔ ʔ ⁴⁵						
942-2		kʰ i ⁵⁵						
969-2		ʔ w i ³³						
1104-2		l o ⁵⁵						
1160-2		ʔ a ³³						
1314-2		k ə ʔ ²¹						
1363-2		t a ⁴⁵						
1385-2		r ə ʔ ⁴⁵						
1530-2		b w ɛ ⁵⁵						
1539-2		ʔ e ⁵⁵						
1554-2		l ɛ ³³						
1577-2		d w ɛ ³³						
1599-2		l a ⁵⁵						
1612-2		l u ⁵⁵						
21-3			t ə ¹¹					
33-3			t o ¹¹					
46-3			p l a ¹¹					
126-3			s a ⁵⁵					
114-3			b a ¹¹					
149-3			p l a ¹¹					
171-3			tʰ a ⁵⁵					
191-3			w ɛ ⁵⁵					
203-3			n i ³³					
224-3			l a ³³					
275-3			kʰ a ¹¹					
302-3			ʔ u ³³					
315-3			tʰ ɔ ⁵⁵					
394-3			n o ³³					
431-3			pʰ a ⁵⁵					
444-3			p ə ⁵⁵					
445-3			n a ¹¹					
514-3			s i ⁵⁵					
555-3			kʰ w i ¹¹					
579-3			cʰ a ⁵⁵					
603-3			kʰ a ¹¹					
737-3			l u ¹¹					
763-3			cʰ w ɛ ¹¹					
870-3			kʰ i ⁵⁵					
918-3			ʔ ə ⁵⁵					
979-3			l a ³³					
1013-3			m a ¹¹					
1040-3			tʰ w i ¹¹					
1027-3			m a ⁵⁵					
1053-3			l w i ¹¹					
1065-3			m a ¹¹					
1091-3			m ɨ ³³					
1116-3			ʔ i ¹¹					
1129-3			n a ¹¹					
1173-3			d i ¹¹					
1207-3			cʰ a ⁵⁵					
1255-3			p i ³³					
1277-3			t ɛ ³³					
1290-3			b ɨ ¹¹					
1301-3			cʰ ɨ ¹¹					
1337-3			m ɨ ¹¹					
1323-3			m u ¹¹					
1350-3			m i ¹¹					
1372-3			ŋ ɛ ¹¹					
1498-3			d i ¹¹					
1664-3			l e ³³					
1652-3			ʔ ɔ ¹¹					
1687-3			s a ⁵⁵					
1708-3			s ɔ ¹¹					
1732-3			t o ¹¹					
1742-3			n o ¹¹					
1755-3			pʰ l ɨ ⁵⁵					
1767-3			s r i ³³					
1786-3			j a ³³					
1803-3			w a ³³					
1815-3			cʰ a ⁵⁵					
1840-3			pʰ r i ³³					
1853-3			tʰ a ⁵⁵					
1866-3			s a ⁵⁵					
1894-3			l a ¹¹					
1934-3			c i ¹¹					
1947-3			kʰ a ¹¹					
1993-3			pʰ w i ⁵⁵					
2059-3			ʔ o ¹¹					
2098-3			ŋ j a ³³					
2086-3			tʰ o ⁵⁵					
2153-3			s o ¹¹					
2180-3			l o ¹¹					
2205-3			kʰ w o ⁵⁵					
2328-3			l a ⁵⁵					
2349-3			j u ¹¹					
2372-3			m i ¹¹					
2388-3			m i ³³					
2413-3			d i ⁵⁵					
2637-3			p l o ¹¹					
2649-3			c u ⁵⁵					
2693-3			p ə ⁵⁵					
2755-3			s ɔ ⁵⁵					
2858-3			m i ⁵⁵					
2953-3			cʰ a ⁵⁵					
2986-3			cʰ a ⁵⁵					
3034-3			kʰ a ⁵⁵					
3088-3			p l ɛ ³³					
3113-3			p l i ⁵⁵					
3154-3			r u ¹¹					
3179-3			cʰ a ¹¹					
3246-3			d a ⁵⁵					
3259-3			c i ¹¹					
3282-3			tʰ ə ¹¹					
3295-3			cʰ a ¹¹					
3338-3			l o ¹¹					
3351-3			p l i ³³					
3375-3			m ɨ ¹¹					
3410-3			j ɔ ⁵⁵					
3423-3			m e ¹¹					
3445-3			cʰ i ⁵⁵					
3485-3			p i ¹¹					
3500-3			p l o ¹¹					
3545-3			t u ¹¹					
3557-3			s ə ⁵⁵					
3581-3			c ə ⁵⁵					
3594-3			kʰ i ⁵⁵					
3618-3			s u ¹¹					
3654-3			p l i ¹¹					
3667-3			t ɛ ³³					
3680-3			kʰ l i ⁵⁵					
3763-3			p r ɔ ⁵⁵					
3850-3			p l a ¹¹					
3878-3			tʰ i ⁵⁵					
3903-3			tʰ ɛ ⁵⁵					
3938-3			c ɔ ¹¹					
3963-3			l ɛ ¹¹					
3977-3			m a ⁵⁵					
1464-3			l w i ⁵⁵					
10-3			l ɔ ³³					
316-3			m i ¹¹					
336-3			kʰ l i ³³					
371-3			kʰ w i ⁵⁵					
383-3			s ə ¹¹					
408-3			pʰ i ³³					
469-3			pʰ r i ³³					
567-3			s w a ¹¹					
592-3			h ɛ ⁵⁵					
646-3			s ə ¹¹					
666-3			b a ¹¹					
696-3			pʰ r a ¹¹					
634-3			pʰ l o ¹¹					
725-3			kʰ w i ⁵⁵					
750-3			kʰ u ⁵⁵					
823-3			kʰ l i ¹¹					
835-3			ʔ o ¹¹					
894-3			n i ³³					
906-3			s ei ⁵⁵					
942-3			kʰ i ⁵⁵					
969-3			ʔ w i ¹¹					
1104-3			l o ⁵⁵					
1160-3			ʔ a ¹¹					
1314-3			k ə ⁵⁵					
1363-3			t a ³³					
1385-3			r ə ³³					
1530-3			b w ɛ ⁵⁵					
1539-3			ʔ e ³³					
1554-3			l ɛ ³³					
1577-3			d w ɛ ³³					
1565-3			l i ¹¹					
1599-3			l a ¹¹					
1612-3			l u ⁵⁵					
1632-3			d o ¹¹					
21-4				t ə ¹¹				
33-4				t ə ¹¹				
46-4				p l a ¹¹				
126-4				s a ⁵⁵				
114-4				b a ŋ ¹¹				
149-4				p l a ¹¹				
171-4				tʰ a ⁵⁵				
191-4				k w ɛ ⁵⁵				
203-4				n e ⁵⁵				
224-4				l a ʔ ⁴⁵				
275-4				kʰ a ¹¹				
302-4				ʔ u ⁵⁵				
315-4				tʰ ɔ ʔ ²¹				
394-4				n o ʔ ²¹				
431-4				pʰ a ʔ ²¹				
444-4				p a ʔ ²¹				
445-4				n a ¹¹				
514-4				s i ʔ ³³				
555-4				kʰ w i ¹¹				
579-4				ɕ a ⁵⁵				
603-4				kʰ a ¹¹				
737-4				l u ¹¹				
763-4				cʰ w ɛ ¹¹				
870-4				kʰ i ʔ ³³				
918-4				ʔ ə ŋ ⁵⁵				
979-4				l a ŋ ³³				
1013-4				m a ¹¹				
1040-4				tʰ w i ¹¹				
1027-4				m a ⁵⁵				
1053-4				l w i ¹¹				
1065-4				m a ŋ ¹¹				
1091-4				m ɨ ³³				
1116-4				ʔ e ¹¹				
1129-4				n a ¹¹				
1173-4				d i ¹¹				
1207-4				cʰ a ŋ ⁵⁵				
1255-4				p i ʔ ²¹				
1277-4				t ɛ ʔ ²¹				
1290-4				b u ŋ ¹¹				
1301-4				cʰ u ¹¹				
1337-4				m ɨ ¹¹				
1323-4				m u ¹¹				
1350-4				m e ¹¹				
1372-4				ŋ ɛ ¹¹				
1498-4				d e ¹¹				
1664-4				l e ²¹				
1652-4				ʔ ɔ ¹¹				
1687-4				s a ʔ ²¹				
1708-4				ɕ ɔ ¹¹				
1732-4				t o ¹¹				
1742-4				n o ⁵⁵				
1755-4				pʰ r ɨ ⁵⁵				
1767-4				s i ³³				
1786-4				j a ³³				
1803-4				w a ³³				
1815-4				cʰ a ⁵⁵				
1840-4				p r i ʔ ²¹				
1853-4				tʰ a ʔ ³³				
1866-4				s a ʔ ³³				
1894-4				l a ¹¹				
1934-4				c e ¹¹				
1947-4				kʰ a ŋ ¹¹				
1993-4				pʰ w i ⁵⁵				
2059-4				ʔ o ¹¹				
2098-4				ŋ j a ʔ ³³				
2086-4				tʰ au ⁵⁵				
2153-4				s ɨ ¹¹				
2180-4				l o ¹¹				
2205-4				kʰ w au ⁵⁵				
2328-4				l a ⁵⁵				
2349-4				j u ¹¹				
2372-4				m i ¹¹				
2388-4				m i ³³				
2413-4				d e ⁵⁵				
2637-4				p l o ¹¹				
2649-4				c u ⁵⁵				
2693-4				p ə ⁵⁵				
2755-4				s ɔ ʔ ³³				
2858-4				m i ⁵⁵				
2953-4				cʰ a ⁵⁵				
2986-4				cʰ a ʔ ²¹				
3034-4				kʰ a ʔ ³³				
3088-4				p l ɛ ʔ ⁴⁵				
3113-4				p l i ⁵⁵				
3154-4				r u ¹¹				
3179-4				ɕ a ¹¹				
3246-4				d a ⁵⁵				
3259-4				c i m ¹¹				
3282-4				tʰ ə ¹¹				
3295-4				cʰ a ¹¹				
3338-4				l o ŋ ¹¹				
3351-4				p l i ³³				
3375-4				m ɨ ¹¹				
3410-4				j ɔ ʔ ³³				
3423-4				m e ¹¹				
3445-4				cʰ i ⁵⁵				
3485-4				p i ¹¹				
3500-4				p l o ¹¹				
3545-4				t u ¹¹				
3557-4				s ə ⁵⁵				
3581-4				c ə ⁵⁵				
3594-4				kʰ i ⁵⁵				
3618-4				s u ¹¹				
3654-4				p l i ⁵⁵				
3667-4				t ɛ ʔ ³³				
3680-4				kʰ l i ʔ ²¹				
3763-4				p r ɔ ʔ ²¹				
3850-4				p l a ¹¹				
3878-4				tʰ i ⁵⁵				
3903-4				tʰ ɛ ⁵⁵				
3938-4				c ɔ ¹¹				
3963-4				l ɛ ¹¹				
3977-4				m a ⁵⁵				
1464-4				l w i ⁵⁵				
10-4				l ɔ ʔ ³³				
59-4				tʰ a ŋ ³³				
91-4				w a ³³				
288-4				s w i ³³				
316-4				m i ⁵⁵				
336-4				kʰ l i ⁵⁵				
371-4				cʰ w i t ³³				
383-4				s i ³³				
408-4				pʰ e ⁵⁵				
469-4				pʰ r e ³³				
567-4				s w a ¹¹				
592-4				h ɛ ³³				
646-4				s i ¹¹				
666-4				b a ¹¹				
696-4				p r a ⁵⁵				
634-4				pʰ l o ¹¹				
725-4				kʰ w i ³³				
750-4				kʰ u ⁴⁵				
823-4				kʰ l i ³³				
835-4				ʔ o ³³				
894-4				n i ⁵⁵				
906-4				s i ⁵⁵				
930-4				j ɔ ʔ ²¹				
942-4				kʰ i ⁵⁵				
969-4				ʔ w i ¹¹				
1104-4				l o ⁵⁵				
1160-4				ʔ a m ¹¹				
1314-4				k ə ʔ ⁴⁵				
1363-4				t a ʔ ⁴⁵				
1385-4				r ə ʔ ²¹				
1530-4				b w ɛ ⁵⁵				
1539-4				ʔ e ⁵⁵				
1554-4				l ɛ ³³				
1577-4				d w ɛ ³³				
1565-4				l i ⁵⁵				
1599-4				l a ⁵⁵				
1612-4				l u ⁵⁵				
1632-4				t o ¹¹				
21-5					t ə ¹¹			
33-5					t ə ¹¹			
46-5					p l a ¹¹			
126-5					s a ⁵⁵			
114-5					b a ŋ ¹¹			
149-5					p l a ¹¹			
171-5					tʰ a m ⁵⁵			
191-5					h w ɛ ²¹			
203-5					n e ³¹			
224-5					l a ʔ ⁴⁵			
275-5					kʰ a ¹¹			
302-5					ʔ u ³¹			
315-5					tʰ ɔ ʔ ²¹			
394-5					n o ʔ ⁴⁵			
431-5					pʰ a ʔ ²¹			
444-5					p a ʔ ²¹			
445-5					n a ¹¹			
514-5					s i ʔ ²¹			
555-5					kʰ w i ¹¹			
579-5					ɕ a ⁵⁵			
603-5					kʰ a ¹¹			
737-5					l u ¹¹			
763-5					cʰ w ɛ ¹¹			
870-5					kʰ i ʔ ²¹			
918-5					ʔ ə ŋ ⁵⁵			
979-5					l a ŋ ³³			
1013-5					m a ¹¹			
1040-5					tʰ w i ¹¹			
1027-5					m a ³³			
1053-5					l w i ¹¹			
1065-5					m a ŋ ¹¹			
1091-5					m ɨ ³³			
1116-5					ʔ e ¹¹			
1129-5					n a ¹¹			
1173-5					d i ¹¹			
1207-5					cʰ a ŋ ⁵⁵			
1255-5					p i ʔ ²¹			
1277-5					t ɛ ʔ ⁴⁵			
1290-5					b w u ŋ ¹¹			
1301-5					cʰ u ¹¹			
1337-5					m ɨ ¹¹			
1323-5					m u ¹¹			
1350-5					m e ¹¹			
1372-5					ŋ ɛ ⁴⁵			
1498-5					d e ¹¹			
1664-5					l e ʔ ⁴⁵			
1652-5					ʔ au ¹¹			
1687-5					s a ʔ ²¹			
1708-5					s au ¹¹			
1732-5					t o ¹¹			
1742-5					n o ³³			
1755-5					pʰ r ɨ ⁵⁵			
1767-5					s r ɦ ³³			
1786-5					j a ³³			
1803-5					w a ³³			
1815-5					cʰ a ⁵⁵			
1840-5					pʰ r i ʔ ⁴⁵			
1853-5					tʰ a ʔ ²¹			
1866-5					s a ʔ ²¹			
1894-5					l a ¹¹			
1934-5					c e ¹¹			
1947-5					kʰ a ŋ ¹¹			
1993-5					pʰ w i ⁵⁵			
2059-5					ʔ o ¹¹			
2098-5					ŋ j a ʔ ³³			
2086-5					tʰ o ⁵⁵			
2153-5					s ɨ ¹¹			
2180-5					l o ¹¹			
2205-5					kʰ w o ⁵⁵			
2328-5					l a ⁵⁵			
2349-5					j u ¹¹			
2372-5					m i ¹¹			
2388-5					m i n ³³			
2413-5					d e ⁵⁵			
2637-5					p l o ¹¹			
2649-5					c u ⁵⁵			
2693-5					p ə ³³			
2755-5					s ɔ ʔ ²¹			
2858-5					m i n ⁵⁵			
2953-5					cʰ a ⁵⁵			
2986-5					cʰ a ʔ ²¹			
3034-5					kʰ a ʔ ²¹			
3088-5					p l ɛ ʔ ⁴⁵			
3113-5					p l e ⁵⁵			
3154-5					r u ¹¹			
3179-5					ɕ a ¹¹			
3246-5					d a ⁵⁵			
3259-5					c i ¹¹			
3282-5					tʰ ə ¹¹			
3295-5					cʰ a ¹¹			
3338-5					l o ¹¹			
3351-5					p l i ³³			
3375-5					m ɨ ¹¹			
3410-5					j ɔ ʔ ²¹			
3423-5					m e ¹¹			
3445-5					ɕ i ⁵⁵			
3485-5					p i ¹¹			
3500-5					p l o ¹¹			
3545-5					t u ¹¹			
3557-5					s ə ⁵⁵			
3581-5					c ə ⁵⁵			
3594-5					kʰ e ⁵⁵			
3618-5					s u ¹¹			
3654-5					p l e ³³			
3667-5					t ɛ ʔ ³³			
3680-5					kʰ l i ʔ ²¹			
3763-5					p r ɔ ʔ ²¹			
3850-5					p l a ¹¹			
3878-5					tʰ i ⁵⁵			
3903-5					tʰ ɛ ⁵⁵			
3938-5					c au ¹¹			
3963-5					l ɛ ¹¹			
3977-5					m a ⁵⁵			
1464-5					l i ⁵⁵			
10-5					l ɔ ʔ ³³			
59-5					tʰ a ŋ ¹¹			
91-5					w a ¹¹			
288-5					s w i ¹¹			
316-5					m i ³³			
336-5					kʰ l i ³¹			
383-5					s i ¹¹			
408-5					pʰ e ⁵⁵			
567-5					s a ¹¹			
646-5					s i ¹¹			
666-5					b a ¹¹			
696-5					pʰ r a ³³			
634-5					pʰ l o ¹¹			
725-5					kʰ w i ³³			
750-5					kʰ u ³³			
823-5					kʰ l i ¹¹			
835-5					ʔ o ¹¹			
894-5					n i ³³			
906-5					s i ⁵⁵			
930-5					j ɔ ʔ ⁴⁵			
969-5					ʔ w i ¹¹			
1104-5					l o ⁵⁵			
1160-5					ʔ a m ¹¹			
1314-5					k ə ʔ ²¹			
1385-5					r ə ʔ ⁴⁵			
1539-5					ʔ e ⁵⁵			
1554-5					l ɛ ³³			
1577-5					d w ɛ ¹¹			
1565-5					l i ¹¹			
1599-5					l a ³³			
1632-5					t o ¹¹			
21-6						t ə ¹¹		
33-6						t ə ¹¹		
46-6						p l a ¹¹		
126-6						s a ³¹		
114-6						b a ³³		
149-6						p l a ¹¹		
171-6						tʰ a ⁵⁵		
191-6						w ɛ ²¹		
203-6						n i ³³		
224-6						l a ʔ ⁴⁵		
275-6						kʰ a ³³		
302-6						ʔ u ³³		
315-6						tʰ ɔ ʔ ²¹		
394-6						n o ³³		
431-6						pʰ a ʔ ²¹		
444-6						p a ʔ ²¹		
445-6						n a ¹¹		
514-6						s i ³³		
555-6						kʰ w i ³³		
579-6						ɕ a ⁵⁵		
603-6						kʰ a ³³		
737-6						l u ³³		
763-6						cʰ w ɛ ³³		
870-6						kʰ i ʔ ²¹		
918-6						ʔ ə ⁵⁵		
979-6						l a ³³		
1013-6						m a ¹¹		
1040-6						tʰ w i ³³		
1027-6						m a ³³		
1053-6						l w i ¹¹		
1065-6						m a ŋ ¹¹		
1091-6						m u ³³		
1116-6						ʔ i ³³		
1129-6						n a ¹¹		
1173-6						d i ³³		
1207-6						cʰ a ⁵⁵		
1255-6						p i ʔ ²¹		
1277-6						t ɛ ʔ ⁴⁵		
1290-6						b ə ³³		
1301-6						cʰ ə ³³		
1337-6						m ɨ ³³		
1323-6						m u ¹¹		
1350-6						m i ³³		
1372-6						ŋ ɛ ⁴⁵		
1498-6						d i ³³		
1664-6						l e ʔ ³³		
1652-6						ʔ au ³³		
1687-6						s a ʔ ³³		
1708-6						s au ³³		
1732-6						t o ¹¹		
1742-6						n o ¹¹		
1755-6						pʰ r ɨ ³¹		
1767-6						s i ³³		
1786-6						j a ³³		
1803-6						w a ³³		
1815-6						cʰ a ⁵⁵		
1840-6						pʰ r i ʔ ⁴⁵		
1853-6						tʰ a ʔ ³³		
1866-6						s a ʔ ²¹		
1894-6						l a ³³		
1934-6						c i ³³		
1947-6						kʰ a ³³		
1993-6						pʰ w i ³¹		
2059-6						ʔ o ³³		
2098-6						ŋ j a ʔ ³³		
2086-6						tʰ o ³¹		
2153-6						s ɨ ¹¹		
2180-6						l o ³³		
2205-6						kʰ w o ⁵⁵		
2328-6						l a ⁵⁵		
2349-6						j u ¹¹		
2372-6						m i ³³		
2388-6						m i ³³		
2413-6						d i ³¹		
2637-6						p l o ³³		
2649-6						c u ⁵⁵		
2693-6						p ə ³³		
2755-6						s ɔ ʔ ²¹		
2858-6						m i ⁵⁵		
2953-6						cʰ a ⁵⁵		
2986-6						cʰ a ʔ ³³		
3034-6						kʰ a ʔ ²¹		
3088-6						p l ɛ ʔ ⁴⁵		
3113-6						p l i ⁵⁵		
3154-6						r u ¹¹		
3179-6						ɕ a ³³		
3246-6						d a ⁵⁵		
3259-6						c i ¹¹		
3282-6						tʰ ə ³³		
3295-6						cʰ a ³³		
3338-6						l o ¹¹		
3351-6						p l i ³³		
3375-6						m ɨ ¹¹		
3410-6						j ɔ ʔ ²¹		
3423-6						m e ¹¹		
3445-6						ɕ i ⁵⁵		
3485-6						p i ¹¹		
3500-6						p l o ³³		
3545-6						t u ¹¹		
3557-6						s ə ⁵⁵		
3581-6						c ə ⁵⁵		
3594-6						kʰ i ⁵⁵		
3618-6						s u ³³		
3654-6						p l i ³³		
3667-6						t ɛ ʔ ³³		
3680-6						kʰ l i ʔ ²¹		
3763-6						p r ɔ ʔ ³³		
3850-6						p l a ¹¹		
3878-6						tʰ i ⁵⁵		
3903-6						tʰ i ⁵⁵		
3938-6						c au ³³		
3963-6						l ɛ ¹¹		
3977-6						m a ⁵⁵		
1464-6						l w i ⁵⁵		
10-6						l ɔ ʔ ³³		
59-6						tʰ a ³³		
91-6						w a ³³		
288-6						s w i ³³		
316-6						m i ³³		
336-6						kʰ l i ³³		
371-6						cʰ w i ³³		
383-6						s i ³³		
408-6						pʰ i ³¹		
469-6						pʰ r e ³³		
567-6						s a ¹¹		
592-6						h ɛ ³³		
646-6						s i ¹¹		
666-6						b a ¹¹		
696-6						pʰ r a ³³		
