COGID	Kayah	Kayan	Kayaw	NorthernPao	NorthernPwo	ProtoKaren	SouthernPao	WesternBwe
3423-2		b Ø ³³						
3445-2		Ø i ³³						
3485-2		Ø i ³³						
3500-2		Ø l o ³³						
3545-2		tʰ u ³³						
3557-2		θ Ø ³³						
3581-2		Ø Ø ⁵⁵						
3594-2		kʰ i ³³						
3618-2		θ u ³³						
3654-2		Ø l i ³³						
3667-2		tʰ ɛ ¹¹						
3680-2		kʰ l i Ø						
3763-2		Ø r ɔ Ø						
3850-2		Ø l ɛ ³³						
3878-2		tʰ i ³³						
3903-2		tʰ ɛ ³³						
3938-2		Ø ɔ ³³						
3963-2		l ɛ ³³						
3977-2		b ɛ ³³						
1464-2		l Ø i Ø ³³						
10-2		l Ø ¹¹						
59-2		tʰ a Ø ³³						
91-2		Ø w ɛ ³³						
288-2		θ w i ³³						
316-2		b i ³³						
371-2		g Ø i Ø						
408-2		pʰ i ³³						
469-2		ɓ r Ø ³³						
567-2		θ w ɛ ³³						
592-2		Ø a Ø						
646-2		θ i ³³						
666-2		ɓ ɛ ³³						
696-2		pʰ r ɛ ³³						
634-2		pʰ l o Ø ³³						
725-2		kʰ w i Ø						
750-2		kʰ u Ø						
906-2		θ Ø ³³						
930-2		j Ø ¹¹						
942-2		kʰ i ³³						
969-2		Ø w i ³³						
1104-2		l u ³³						
1160-2		ɛ ³³						
1314-2		k Ø Ø						
1363-2		d ɛ ¹¹						
1385-2		r Ø ¹¹						
1530-2		Ø w ɛ ³³						
1539-2		Ø Ø ⁵⁵						
1554-2		l Ø ɛ ¹¹						
1577-2		d w ɛ ³³						
1599-2		l ɛ ³³						
1612-2		l u ³³						
1643-2		k l ɔ ³³						
1676-2		k l Ø Ø						
1700-2		tʰ Ø ³³						
1829-2		Ø ɛ ³³						
1878-2		l i ³³						
1907-2		Ø w ɛ ³³						
2025-2		d Ø ³³						
2046-2		n ɛ ³³						
2072-2		θ Ø Ø Ø ³³						
2111-2		pʰ Ø ³³						
2193-2		pʰ ɛ ³³						
2219-2		kʰ Ø Ø						
2230-2		ɛ ¹¹						
2255-2		w ɛ ³³						
2320-2		j Ø ¹¹						
2341-2		b Ø ³³						
2401-2		ɛ Ø ³³						
2442-2		θ a ³³						
2468-2		n i ³³						
2480-2		ɓ r ɛ ³³						
2531-2		pʰ u ³³						
2559-2		Ø i ³³						
2590-2		pʰ Ø Ø ³³						
2604-2		tʰ i ³³						
2662-2		tʰ Ø ³³						
2673-2		θ u ³³						
2825-2		ɓ Ø Ø						
2846-2		tʰ w ɛ ¹¹						
2881-2		Ø w i ³³						
2893-2		θ Ø ³³						
2910-2		θ ɛ ³³						
2922-2		Ø Ø ³³						
2973-2		n Ø ⁵⁵						
3047-2		pʰ Ø ³³						
3059-2		Ø l Ø ³³						
3125-2		n u ¹¹						
3167-2		b ɛ ¹¹						
21-3			d Ø Ø ³³					
33-3			d Ø ³³					
46-3			b l ɛ ³³					
126-3			θ ɛ r ⁵⁵					
114-3			ɓ ɛ ³³					
149-3			b l ɛ r ³³					
171-3			tʰ ɛ r ⁵⁵					
191-3			Ø ɛ ⁵⁵					
203-3			n e r ⁵⁵					
224-3			l ɛ ³³					
275-3			kʰ ɛ ³³					
302-3			ʔ u r ⁵⁵					
315-3			tʰ ə ³³					
394-3			n ɔ ³³					
431-3			pʰ ɛ ³³					
444-3			b ɛ ³³					
445-3			n ɛ ³³					
514-3			θ e ³³					
555-3			kʰ i ³³					
579-3			ʃ ɛ r ⁵⁵					
603-3			kʰ ɛ ³³					
737-3			l u ³³					
763-3			ʃ ɛ ³³					
870-3			kʰ i ³³					
918-3			ʔ Ø r ⁵⁵					
979-3			l ɛ ³³					
1013-3			m ɛ ³³					
1040-3			tʰ i ³³					
1027-3			m ɛ ³³					
1053-3			l Ø i ³³					
1065-3			m ɛ ³³					
1091-3			m u ³³					
1116-3			ʔ e ³³					
1129-3			n ɛ ³³					
1173-3			ɗ i ³³					
1207-3			ʃ ɛ r ⁵⁵					
1255-3			b e ³³					
1277-3			d ɛ ³³					
1290-3			ɓ Ø Ø ³³					
1301-3			ʃ w Ø ³³					
1337-3			m u ³³					
1323-3			m u ³³					
1350-3			m e ³³					
1372-3			Ø ɛ ³³					
1498-3			ɗ e ³³					
1664-3			l ɪ ³³					
1652-3			ʔ ɔ ³³					
1687-3			θ ɛ ³³					
1708-3			θ ɔ ³³					
1732-3			d ɔ Ø ³³					
1742-3			n ɔ ³³					
1755-3			pʰ l u r ⁵⁵					
1767-3			θ ɪ ⁵⁵					
1786-3			r j ɛ ³³					
1803-3			ɛ ³³					
1815-3			ʃ ɛ r ⁵⁵					
1840-3			pʰ r e ³³					
1853-3			tʰ ɛ ³³					
1866-3			θ ɛ ³³					
1894-3			l ɛ ³³					
1934-3			Ø e ³³					
1947-3			kʰ ɛ ³³					
1993-3			pʰ i r ⁵⁵					
2059-3			ʔ ɔ ³³					
2098-3			j ɛ ¹¹					
2086-3			tʰ o r ⁵⁵					
2153-3			θ Ø ³³					
2180-3			l ɔ ³³					
2205-3			kʰ o r ⁵⁵					
2328-3			l ɛ r ⁵⁵					
2349-3			j u ³³					
2372-3			m i ³³					
2388-3			m i ³³					
2413-3			ɗ e r ⁵⁵					
2637-3			b l ɔ ³³					
2649-3			Ø r u r ⁵⁵					
2693-3			b Ø ³³					
2755-3			θ ə ³³					
2858-3			m i r ⁵⁵					
2953-3			ʃ ɛ r ⁵⁵					
2986-3			ʃ ɛ ³³					
3034-3			kʰ ɛ ³³					
3088-3			b l ɛ ³³					
3113-3			b l e r ⁵⁵					
3154-3			r u ³³					
3179-3			ʃ ɛ ³³					
3246-3			ɗ ɛ r ⁵⁵					
3259-3			j i Ø ³³					
3282-3			tʰ Ø ³³					
3295-3			ʃ ɛ ³³					
3338-3			l ɔ Ø ³³					
3351-3			b l i ³³					
3375-3			m u ³³					
3410-3			j ə ³³					
3423-3			m e ³³					
3445-3			ʃ i r ⁵⁵					
3485-3			b i ³³					
3500-3			b l ɔ ³³					
3545-3			d u ³³					
3557-3			θ Ø r ⁵⁵					
3581-3			Ø Ø r ⁵⁵					
3594-3			kʰ e r ⁵⁵					
3618-3			θ u ³³					
3654-3			b l e ³³					
3667-3			d ɛ ³³					
3680-3			kʰ l i ³³					
3763-3			pʰ r ə ³³					
3850-3			b l ɛ ³³					
3878-3			tʰ i r ⁵⁵					
3903-3			tʰ ɛ r ⁵⁵					
3938-3			Ø ɔ ³³					
3963-3			l ɛ ³³					
3977-3			m ɛ r ⁵⁵					
1464-3			l Ø i Ø ⁵⁵					
10-3			l o ¹¹					
316-3			m i ³³					
336-3			kʰ l i r ⁵⁵					
371-3			g Ø i ³³					
383-3			θ i ³³					
408-3			pʰ e ⁵⁵					
469-3			ɓ r e ³³					
567-3			θ ɛ ³³					
592-3			Ø ɛ ³³					
646-3			θ i ³³					
666-3			ɓ ɛ ³³					
696-3			b r ɛ ³³					
634-3			pʰ l o Ø ³³					
725-3			kʰ i ³³					
750-3			kʰ u ³³					
823-3			kʰ l i ³³					
835-3			ʔ ɔ ³³					
894-3			n i ³³					
906-3			θ i r ³³					
942-3			kʰ i ⁵⁵					
969-3			i ³³					
1104-3			l ɔ r ⁵⁵					
1160-3			ʔ ɛ Ø ³³					
1314-3			k Ø ³³					
1363-3			d ɛ ³³					
1385-3			r Ø ³³					
1530-3			b ɛ ⁵⁵					
1539-3			ʔ e Ø ⁵⁵					
1554-3			l Ø ɛ ³³					
1577-3			ɗ Ø ɛ ³³					
1565-3			l i ³³					
1599-3			l ɛ ³³					
1612-3			l u ³³					
1632-3			d ɔ ⁵⁵					
1643-3			k l ɔ ³³					
1676-3			k l Ø ³³					
1700-3			tʰ Ø ³³					
1829-3			k ɛ ³³					
1878-3			l e ³³					
1907-3			ɛ ³³					
2025-3			tʰ ə Ø ³³					
2046-3			n ɛ ³³					
2111-3			Ø Ø ³³					
2193-3			pʰ ɛ ⁵⁵					
2219-3			kʰ ɔ ³³					
2255-3			i ³³					
2279-3			i ³³					
2320-3			j ɔ ³³					
2341-3			m Ø ³³					
2401-3			ʔ ɛ Ø ³³					
2442-3			θ ɛ r ⁵⁵					
2468-3			n e ³³					
2480-3			ɓ r ɛ ³³					
2531-3			b o ³³					
2559-3			k i ³³					
2590-3			pʰ ɔ Ø ³³					
2604-3			tʰ e ³³					
2662-3			tʰ w Ø Ø ³³					
2673-3			θ w Ø Ø ³³					
2825-3			ɓ o ³³					
2846-3			tʰ ɛ ⁵⁵					
2881-3			r i ³³					
2893-3			θ Ø ⁵⁵					
2910-3			θ ɛ ³³					
2922-3			ʃ ə Ø ⁵⁵					
2973-3			n i ⁵⁵					
3047-3			pʰ Ø ³³					
3059-3			ɓ l e ⁵⁵					
3125-3			n r i ³³					
3167-3			m ɛ ³³					
21-4				t o ³³				
33-4				t o ³³				
46-4				b l ɛ ³³				
126-4				θ ɛ ⁵⁵				
114-4				ɓ a ³³				
149-4				b l ɛ ³³				
171-4				tʰ a Ø ⁵⁵				
191-4				ɛ ³³				
203-4				n i ⁵⁵				
224-4				l a ³³				
275-4				kʰ ɛ ³³				
302-4				Ø u Ø				
315-4				tʰ ɔ ³³				
394-4				n o ⁵⁵				
431-4				pʰ a ³³				
444-4				ɓ ɛ ³³				
445-4				n ɛ ³³				
514-4				θ i ³³				
555-4				kʰ i ³³				
579-4				Ø a ⁵⁵				
603-4				kʰ ɛ ³³				
737-4				l u ³³				
763-4				x ɛ ³³				
870-4				kʰ i ³³				
918-4				Ø o Ø				
979-4				l a ¹¹				
1013-4				Ø ɛ ³³				
1040-4				tʰ i ³³				
1027-4				Ø ɛ ¹¹				
1053-4				l Ø i ³³				
1065-4				Ø a ³³				
1091-4				Ø Ø ¹¹				
1116-4				Ø i ³³				
1129-4				n ɛ ³³				
1173-4				ɗ i ³³				
1207-4				x a ⁵⁵				
1255-4				b i ⁵⁵				
1277-4				t ɛ ⁵⁵				
1290-4				ɓ Ø Ø ³³				
1301-4				x w Ø ³³				
1337-4				Ø o ³³				
1323-4				Ø u ³³				
1350-4				Ø i ³³				
1372-4				Ø j ɛ ⁵⁵				
1498-4				ɗ i ³³				
1664-4				l e ⁵⁵				
1652-4				Ø ɔ ³³				
1687-4				θ a ³³				
1708-4				θ ɔ ³³				
1732-4				t o ³³				
1742-4				n o ³³				
1755-4				pʰ l Ø ⁵⁵				
1767-4				θ i Ø ³³				
1786-4				j ɛ ¹¹				
1803-4				ɛ ¹¹				
1815-4				x ɛ ⁵⁵				
1840-4				pʰ r Ø ⁵⁵				
1853-4				tʰ a ³³				
1866-4				θ a ³³				
1894-4				l ɛ ³³				
1934-4				Ø i ³³				
1947-4				kʰ a ³³				
1993-4				pʰ i ⁵⁵				
2059-4				Ø o ³³				
2098-4				m j ɛ ⁵⁵				
2086-4				tʰ o ⁵⁵				
2153-4				θ Ø ³³				
2180-4				l o ³³				
2205-4				kʰ o ⁵⁵				
2328-4				l ɛ Ø				
2349-4				j u ³³				
2372-4				Ø i ³³				
2388-4				Ø i ¹¹				
2413-4				ɗ i ⁵⁵				
2637-4				b l o Ø ³³				
2649-4				Ø u Ø				
2693-4				b o ¹¹				
2755-4				θ ɔ ³³				
2858-4				Ø i Ø				
2953-4				x ɛ ⁵⁵				
2986-4				x a ³³				
3034-4				kʰ ɛ ³³				
3088-4				b l e ⁵⁵				
3113-4				b l i ⁵⁵				
3154-4				r u ³³				
3179-4				Ø a ³³				
3246-4				ɗ ɛ Ø				
3259-4				Ø i Ø ³³				
3282-4				tʰ o ³³				
3295-4				x ɛ ³³				
3338-4				l o ³³				
3351-4				b l i ¹¹				
3375-4				Ø o ³³				
3410-4				j ɔ ³³				
3423-4				Ø Ø ³³				
3445-4				tʰ i ⁵⁵				
3485-4				b Ø ³³				
3500-4				b l o ³³				
3545-4				t u ³³				
3557-4				θ o Ø ⁵⁵				
3581-4				Ø o Ø				
3594-4				kʰ i ⁵⁵				
3618-4				θ u ³³				
3654-4				b l i ¹¹				
3667-4				t ɛ ⁵⁵				
3680-4				kʰ l i ³³				
3763-4				pʰ r ɔ ³³				
3850-4				b l ɛ ³³				
3878-4				tʰ i ⁵⁵				
3903-4				tʰ Ø ⁵⁵				
3938-4				Ø ɔ ³³				
3963-4				l ɛ ³³				
3977-4				Ø ɛ ⁵⁵				
1464-4				l Ø Ø ⁵⁵				
10-4				l ɔ ⁵⁵				
59-4				tʰ a ¹¹				
91-4				Ø ɛ ¹¹				
288-4				θ i ¹¹				
316-4				Ø Ø ¹¹				
336-4				kʰ l i ⁵⁵				
371-4				x Ø Ø				
383-4				θ Ø ¹¹				
408-4				pʰ Ø ⁵⁵				
469-4				pʰ r Ø ¹¹				
567-4				θ ʊ ³³				
592-4				Ø ɛ Ø				
646-4				θ i ³³				
666-4				ɓ ɛ ³³				
696-4				pʰ r ɛ ¹¹				
634-4				pʰ l o ³³				
725-4				kʰ i Ø				
750-4				kʰ u Ø				
823-4				kʰ l i ¹¹				
835-4				Ø o ¹¹				
894-4				n i Ø				
906-4				θ Ø Ø				
930-4				j o ⁵⁵				
942-4				kʰ i ⁵⁵				
969-4				i ³³				
1104-4				l o Ø				
1160-4				Ø a Ø ³³				
1314-4				Ø o ⁵⁵				
1363-4				t a ⁵⁵				
1385-4				r o ⁵⁵				
1530-4				ɓ w ɛ ⁵⁵				
1539-4				Ø e ⁵⁵				
1554-4				l Ø ɛ Ø				
1577-4				ɗ Ø ɛ ³³				
1565-4				l i ³³				
1599-4				l ɛ ¹¹				
1612-4				l u ¹¹				
1632-4				t o ¹¹				
1643-4				Ø l o ³³				
1676-4				Ø l o Ø				
1700-4				tʰ Ø ³³				
1829-4				kʰ ɛ ³³				
1878-4				l i ³³				
1907-4				Ø a ³³				
2025-4				t Ø Ø ¹¹				
2046-4				n ɛ ³³				
2072-4				θ Ø ³³				
2111-4				Ø o ³³				
2193-4				pʰ ɛ ⁵⁵				
2219-4				kʰ o ⁵⁵				
2230-4				Ø ɛ ⁵⁵				
2255-4				i ¹¹				
2279-4				i Ø				
2320-4				j ɔ ⁵⁵				
2341-4				Ø o ³³				
2401-4				Ø Ø ³³				
2442-4				θ a ⁵⁵				
2468-4				n i ³³				
2480-4				pʰ r ɛ ³³				
2531-4				Ø o ³³				
2559-4				Ø i ³³				
2590-4				b o ¹¹				
2604-4				tʰ Ø ³³				
2662-4				tʰ w o ³³				
2673-4				θ w o ³³				
2825-4				ɓ ɔ ⁵⁵				
2846-4				tʰ ɛ ⁵⁵				
2881-4				Ø i ³³				
2893-4				θ o ⁵⁵				
2910-4				θ ɛ ³³				
2922-4				x Ø Ø ⁵⁵				
2973-4				n Ø Ø				
3047-4				pʰ o ³³				
3059-4				ɓ l e ⁵⁵				
3125-4				n Ø Ø ³³				
3167-4				Ø a ⁵⁵				
21-5					ɗ o ³³			
33-5					ɗ ʊ ³³			
46-5					b l ɛ ³³			
126-5					θ ɛ ³³			
114-5					Ø a ³³			
149-5					p l ɛ ³³			
171-5					tʰ a ³³			
191-5					w ɛ ³³			
203-5					n i ³³			
224-5					l a ¹¹			
275-5					kʰ ɛ ³³			
302-5					u ³³			
315-5					tʰ o ³³			
394-5					n o ¹¹			
431-5					p a ³³			
444-5					p ɛ ³³			
445-5					n ɛ ³³			
514-5					θ Ø ³³			
555-5					kʰ w Ø ³³			
579-5					ʃ a ³³			
603-5					kʰ ɛ ³³			
737-5					l u ³³			
763-5					ʃ Ø ɛ ³³			
870-5					kʰ Ø ³³			
918-5					o ³³			
979-5					l a ³³			
1013-5					b ɛ ³³			
1040-5					tʰ Ø Ø ³³			
1027-5					b ɛ ³³			
1053-5					l Ø Ø ³³			
1065-5					b a ³³			
1091-5					b u ³³			
1116-5					i ³³			
1129-5					n ɛ ³³			
1173-5					ɗ i ³³			
1207-5					ʃ a ³³			
1255-5					p Ø ³³			
1277-5					ɗ Ø ¹¹			
1290-5					Ø w a ³³			
1301-5					ʃ w a ³³			
1337-5					b o ³³			
1323-5					b u ³³			
1350-5					b i ³³			
1372-5					ɛ ¹¹			
1498-5					ɗ Ø ³³			
1664-5					l ɪ ¹¹			
1652-5					ʊ ³³			
1687-5					θ a ³³			
1708-5					θ ʊ ³³			
1732-5					ɗ o ³³			
1742-5					n o ³³			
1755-5					pʰ w i ³³			
1767-5					θ Ø ⁵⁵			
1786-5					r j ɛ ³³			
1803-5					w ɛ ³³			
1815-5					ʃ ɛ ³³			
1840-5					b w e ¹¹			
1853-5					tʰ a ³³			
1866-5					θ a ³³			
1894-5					l ɛ ³³			
1934-5					Ø i ³³			
1947-5					kʰ a ³³			
1993-5					pʰ Ø Ø ³³			
2059-5					ʊ ³³			
2098-5					j ɛ ¹¹			
2086-5					tʰ o ³³			
2153-5					θ ʊ ³³			
2180-5					l o ³³			
2205-5					kʰ w o ³³			
2328-5					l ɛ ³³			
2349-5					j u ³³			
2372-5					b i ³³			
2388-5					b Ø ³³			
2413-5					ɗ Ø ⁵⁵			
2637-5					p l o ³³			
2649-5					Ø u ³³			
2693-5					b o ³³			
2755-5					θ o ³³			
2858-5					b Ø ³³			
2953-5					ʃ ɛ ³³			
2986-5					ʃ a ³³			
3034-5					kʰ ɛ ³³			
3088-5					b l Ø ¹¹			
3113-5					p l Ø ³³			
3154-5					w u ³³			
3179-5					ʃ a ³³			
3246-5					ɗ ɛ ³³			
3259-5					Ø Ø ³³			
3282-5					tʰ o ³³			
3295-5					ʃ ɛ ³³			
3338-5					l o ³³			
3351-5					b l i ³³			
3375-5					b o ³³			
3410-5					j o ³³			
3423-5					b i ³³			
3445-5					ʃ i ³³			
3485-5					b Ø ³³			
3500-5					p l o ³³			
3545-5					ɗ u ³³			
3557-5					θ o ³³			
3581-5					Ø o ³³			
3594-5					kʰ Ø ³³			
3618-5					θ u ³³			
3654-5					b l Ø ³³			
3667-5					ɗ ɛ ¹¹			
3680-5					kʰ l Ø ³³			
3763-5					p w o ³³			
3850-5					b l ɛ ³³			
3878-5					tʰ i ³³			
3903-5					tʰ Ø ³³			
3938-5					Ø ʊ ³³			
3963-5					l ɛ ³³			
3977-5					b ɛ ³³			
1464-5					l Ø Ø ³³			
10-5					l o ⁵⁵			
59-5					tʰ a ³³			
91-5					w ɛ ³³			
288-5					θ Ø Ø ³³			
316-5					b Ø ³³			
336-5					kʰ l i ³³			
383-5					θ i ³³			
408-5					pʰ e ³³			
567-5					θ w a ³³			
646-5					θ i ³³			
666-5					Ø ɛ ³³			
696-5					p w ɛ ³³			
634-5					pʰ l o ³³			
725-5					kʰ w Ø ³³			
750-5					kʰ u ³³			
823-5					kʰ l i ³³			
835-5					o ³³			
894-5					n i ³³			
906-5					θ i ⁵⁵			
930-5					j Ø ⁵⁵			
969-5					w Ø ³³			
1104-5					l o ³³			
1160-5					a ³³			
1314-5					k o ³³			
1385-5					w o ¹¹			
1539-5					e ³³			
1554-5					l Ø ɛ ³³			
1577-5					Ø Ø ɛ ³³			
1565-5					l i ³³			
1599-5					l ɛ ³³			
1632-5					ɗ o ³³			
1829-5					Ø ɛ ³³			
1878-5					l i ³³			
1907-5					θ Ø a ³³			
