COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
871-1	o ŋ ɑ						
734-1	ɾ Ø ɑ						
431-1	kʰ i						
1298-1	o ɣ b ʊ l						
929-1	Ø ɜ ŋ k i						
1315-1	t̪ ɜ x s̪ k ɜ n̪						
964-1	m i n̪ t̪ ɜ x						
836-1	m i						
1644-1	b u s̪ t̪ r̪ i ŋ						
547-1	ɜ t̪ ɜ						
1048-1	k ɜ k ɑ						
1692-1	pʰ o n̪ o						
1306-1	b u						
405-1	b o ŋ o						
294-1	pʰ r̪ u						
661-1	b o ŋ o						
413-1	Ø ɜ Ø						
996-1	Ø ɜ n̪						
1012-1	t̪ r̪ o b ɜ ɾ						
181-1	pʰ r̪ i r̪ o o						
1660-1	g u n̪ d e						
1440-1	d̪ ɪ r̪ i ŋ						
1652-1	l o						
1037-1	s̪ ȵ i ŋ m ɜ						
677-1	Ø ɜ x m o						
1561-1	x ɕ e r̪ Ø ɜ						
447-1	s̪ k ɜ m b o						
828-1	ɾ i ŋ m o						
1247-1	tɕ ɜ t̪						
391-1	g r̪ ɜ x m o						
972-1	ȵ i m o ɾ						
531-1	t̪ʰ ɜ x r̪ i ŋ						
253-1	tɕ o ɣ o						
1282-1	Ø u n̪ Ø e						
812-1	j ɜ ŋ m o						
245-1	t̪ʰ u r̪ u						
1609-1	k ɑ r̪ p o						
261-1	n̪ ɑ Ø p o						
1143-1	m ɑ r̪ Ø o						
1065-1	tɕ i k						
1504-1	ȵ i s̪						
1432-1	s̪ u m						
634-1	b ʑ i						
1255-1	t̪ r̪ u k						
488-1	ɾ Ø ɜ t̪						
1004-1	ɾ g u						
506-1	tɕ u s̪ tɕ i k						
1488-1	tɕ o ŋ ɜ s̪						
1496-1	ȵ i ɕ u						
1073-1	ɾ Ø ɜ						
1617-1	s̪ u						
1569-1	tɕ i						
1593-1	g ɑ ɾ						
1585-1	n̪ ɑ m						
759-1	Ø ɑ m o o						
1415-1	d̪ o ŋ						
1215-1	Ø o x s̪ ɑ Ø o x s̪						
422-1	l o x s̪ o						
310-1	tɕʰ ɜ Ø p o						
189-1	g ɑ ŋ m ɑ						
25-1	z̪ ʊ s̪						
9-1	l̪ t̪ o k s̪						
57-1	t̪ʰ Ø o s̪						
17-1	s̪ k o m s̪						
709-2		g o o					
522-2		ʊ ɾ d o ŋ					
514-2		m i k					
464-2		s̪ n̪ ɑ					
1020-2		s̪ n̪ ɜ m s̪ u l					
1355-2		s̪ o					
1464-2		l̪ tɕ e					
302-2		b l ɜ ŋ					
237-2		l̪ t̪ Ø ɑ					
205-2		m r̪ ɜ q p ɜ					
1089-2		l ɜ q Ø i l					
804-2		k ɜ ŋ m ɜ					
1263-2		b ɜ s̪ p ɜ					
286-2		ɾ u s̪ p ɜ					
717-2		s̪ n̪ i ŋ					
269-2		Ø r̪ ɜ q					
1512-2		tɕ i n̪					
555-2		Ø ɜ k p ɜ					
751-2		n̪ ɜ ŋ					
439-2		z̪ g o					
601-2		ɕ i ŋ					
320-2		Ø ɜ m ɜ					
1106-2		b u					
693-2		h ɜ Ø o Ø ɑ					
221-2		s̪ t̪ ɜ r̪ e					
1199-2		t̪ʰ ɑ q p ɑ					
1424-2		s̪ k u t̪ m ɑ					
904-2		l z̪ o t̪					
1273-2		s̪ n̪ ɜ m					
1323-2		s̪ k ɜ r̪ m ɜ					
1127-2		Ø ɜ r̪ p ɜ					
1529-2		Ø u					
1175-2		ɾ Ø ɛ m Ø o					
383-2		p s̪ i l					
820-2		l̪ o k					
1636-2		l̪ u ŋ					
1331-2		ʊ ɾ d̪ Ø ɑ					
1097-2		l ɜ m					
1223-2		Ø ɜ ŋ ɑ					
592-2		m ɛ					
1290-2		t̪ u t̪ p ɑ					
669-2		m s̪ ɛ ɾ					
1472-2		s̪ t̪ ɑ q ʑ i					
788-2		l o ŋ ɑ					
1191-2		ɾ ɜ m p ɑ					
626-2		m ɛ n̪ d o q					
844-2		ɑ m					
879-2		Ø ɑ					
1151-2		b r̪ ɜ s̪					
1119-2		ɑ l u					
365-2		s̪ ŋ ɛ r̪ m ɜ					
1480-2		j u ŋ					
653-2		z̪ g o k p ɑ					
1081-2		Ø o ŋ					
1448-2		p ɑ Ø ɜ n̪					
1029-2		m ɑ ɾ					
863-2		ɕ ɑ					
539-2		tθʰ i l					
610-2		Ø ɑ					
350-2		Ø ɜ ŋ o					
871-2		o ŋ ɑ					
734-2		ɾ Ø ɑ					
431-2		kʰ i					
1298-2		ʊ b ʊ l					
929-2		Ø ɜ ŋ k i					
1315-2		t̪ ɑ s̪ k ɜ n̪					
964-2		m i n̪ t̪ ɜ					
836-2		m i					
1644-2		b u s̪ t̪ r̪ i ŋ					
547-2		ɜ t̪ ɑ					
1048-2		k ɜ k ɑ					
1692-2		pʰ o n̪ o					
1306-2		b u					
405-2		b o ŋ o					
294-2		pʰ u					
661-2		b o ŋ o					
413-2		ʑ ɜ q					
996-2		tθʰ ɜ n̪					
1012-2		t̪ r̪ o b ɜ ɾ					
181-2		pʰ r̪ i r̪ o					
1660-2		g ʊ n̪ d e					
1440-2		d̪ i r̪ i ŋ					
1652-2		l o					
1037-2		s̪ Ø i ŋ m ɑ					
677-2		Ø ɜ m o					
1561-2		ɕ ɛ r̪ p ɑ					
447-2		s̪ k ɜ m b o					
828-2		ɾ i ŋ m o					
1247-2		tɕ ɜ t̪					
391-2		n̪ r̪ ɜ m o					
972-2		ŋ i m o ɾ					
531-2		t̪ʰ ɜ q r̪ i ŋ					
253-2		tɕ o Ø o					
1282-2		Ø u n̪ Ø e					
812-2		j ɜ ŋ m o					
245-2		t̪ʰ u r̪					
1609-2		k ɑ r̪ p o					
261-2		n̪ ɑ q p o					
1143-2		m ɑ r̪ p o					
1065-2		tɕ i k					
1504-2		ŋ i s̪					
1432-2		s̪ u m					
634-2		m ʑ i					
1255-2		t̪ r̪ u k					
488-2		ɾ Ø ɛ t̪					
1004-2		ʊ ɾ g u					
506-2		tɕ u s̪ tɕ i k					
1488-2		tɕ o ŋ ɜ s̪					
1496-2		Ø i ɕ u					
1073-2		ɾ Ø ɑ					
1617-2		s̪ u					
1569-2		tɕ i					
1593-2		g ɑ ɾ					
1585-2		n̪ ɑ m					
759-2		Ø ɑ m					
1415-2		d̪ o ŋ					
1215-2		Ø o q s̪ ɑ Ø o q s̪					
422-2		l o s̪ o					
310-2		Ø ɜ q p o					
189-2		g ɑ ŋ m ɑ					
25-2		z̪ ʊ s̪					
9-2		l̪ t̪ o k s̪					
57-2		t̪ʰ Ø ŋ s̪					
17-2		s̪ k o m s̪					
709-3			g o o				
522-3			o ɾ d o ŋ				
514-3			m ɪ k				
464-3			s̪ n̪ ɑ				
1020-3			s̪ n̪ ɜ m s̪ u l				
1355-3			s̪ o				
1464-3			Ø tɕ e				
302-3			b l ɜ ŋ				
237-3			Ø t̪ Ø ɑ				
205-3			p r̪ ɜ q p ɜ				
1089-3			l ɜ q Ø ɪ l				
804-3			k ɜ ŋ m ɜ				
1263-3			b ɜ Ø s̪ p ɜ				
286-3			ɾ u s̪ p ɜ				
717-3			s̪ n̪ i ŋ				
269-3			kʰ ɜ q				
1512-3			Ø tɕ ɪ n̪				
555-3			Ø ɜ k p ɜ				
751-3			n̪ ɜ ŋ				
439-3			z̪ g o				
601-3			ɕ i ŋ				
320-3			Ø ɜ Ø m ɜ				
1106-3			b u				
693-3			h ɜ Ø o ɽ ɑ				
221-3			s̪ t̪ ɜ r̪ e				
1199-3			t̪ʰ ɜ q p ɜ				
1424-3			s̪ k u t̪ p ɜ				
904-3			l z̪ o t̪				
1273-3			n̪ ɜ m				
1323-3			s̪ k ɜ r̪ m ɜ				
1127-3			tɕʰ ɜ r̪ p ɜ				
1529-3			tɕʰ u				
1175-3			ɾ gʲ ɛ m Ø o				
383-3			p s̪ ɪ l				
820-3			Ø o k				
1636-3			l u ŋ				
1331-3			ʊ ɾ d̪ Ø ɑ				
1097-3			l ɜ m				
1223-3			Ø ɜ ŋ ɑ				
592-3			m e				
1290-3			t̪ u t̪ p ɜ				
669-3			u s̪ ɛ ɾ				
1472-3			s̪ t̪ ɑ q ʑ i				
788-3			l o m ɑ				
1191-3			ɾ ɜ m p ɜ				
626-3			m ɪ n̪ d o q				
844-3			ɑ m				
879-3			tɕʰ ɑ				
1151-3			b r̪ ɜ s̪				
1119-3			ɑ l u				
365-3			s̪ Ø ɛ r̪ m ɜ				
1480-3			j u ŋ				
653-3			z̪ g o k p ɜ				
1081-3			Ø o ŋ				
1448-3			p ɑ ɣ ɜ n̪				
1029-3			m ɑ ɾ				
863-3			ɕ ɑ				
539-3			tθʰ ɪ l				
610-3			Ø ɑ				
350-3			Ø ɜ ŋ o				
871-3			o m ɑ				
734-3			ɾ Ø ɑ				
431-3			kʰ i				
1298-3			o b ʊ l				
929-3			Ø ɜ ŋ k i				
1315-3			t̪ ɑ k s̪ k ɜ n̪				
964-3			m i n̪ t̪ ɜ Ø				
836-3			m i				
1644-3			b u s̪ t̪ r̪ i ŋ				
547-3			ɜ t̪ ɜ				
1048-3			k ɜ k ɑ				
1692-3			pʰ o n̪ o				
1306-3			b u				
405-3			b o ŋ o				
294-3			p r̪ u				
661-3			b o ŋ o				
413-3			ʑ ɜ q				
996-3			tθʰ ɜ n̪				
1012-3			t̪ r̪ o b ɜ ɾ				
181-3			pʰ i r̪ o				
1660-3			g ʊ n̪ d e				
1440-3			d̪ ɪ r̪ i ŋ				
1652-3			l o				
1037-3			s̪ Ø i ŋ m ɜ				
677-3			Ø ɜ Ø m o				
1561-3			ɕ e r̪ ɑ				
447-3			s̪ k ɜ m b o				
828-3			ɾ i ŋ m o				
1247-3			tɕ ɜ t̪				
391-3			g ɜ Ø m o				
972-3			Ø i m o ɾ				
531-3			t̪ʰ ɜ q r̪ i ŋ				
253-3			tɕ o ɣ o				
1282-3			Ø u n̪ Ø e				
812-3			j ɜ ŋ m o				
245-3			t̪ʰ u r̪ ʊ				
1609-3			k ɑ r̪ p o				
261-3			n̪ ɑ q p o				
1143-3			m ɑ r̪ o				
1065-3			tɕ i k				
1504-3			Ø i s̪				
1432-3			s̪ u m				
634-3			u ʑ i				
1255-3			t̪ r̪ u k				
488-3			ɾ gʲ ɛ t̪				
1004-3			ʊ ɾ g u				
506-3			tɕ u s̪ tɕ ɪ k				
1488-3			tɕ o ŋ ɜ s̪				
1496-3			Ø i ɕ u				
1073-3			ɾ gʲ ɜ				
1617-3			s̪ u				
1569-3			tɕ i				
1593-3			g ɑ ɾ				
1585-3			n̪ ɑ m				
759-3			Ø ɑ m e				
1415-3			d̪ o n̪				
1215-3			Ø o q s̪ ɑ Ø o q s̪				
422-3			l o Ø s̪ o				
310-3			tɕʰ ɜ q p o				
189-3			g ɑ ŋ m ɑ				
25-3			z̪ ʊ s̪				
9-3			Ø t̪ o k s̪				
57-3			t̪ʰ Ø ŋ s̪				
17-3			s̪ k o m s̪				
709-4				g o o			
522-4				ɣ o ɣ d o ŋ			
514-4				m ɪ k			
464-4				ɕ n̪ ɑ			
1020-4				s̪ n̪ ɑ m s̪ u l			
1355-4				s̪ o			
1464-4				l̪ Ø e			
302-4				b Ø ɑ ŋ			
237-4				l̪ t̪ Ø ɑ			
205-4				p l ɑ q p ɑ			
1089-4				l ɑ q Ø ɪ l			
804-4				k ɜ ŋ m ɑ			
1263-4				b ɑ x s̪ p ɑ			
286-4				ɾ u s̪ p ɑ			
717-4				s̪ n̪ i ŋ			
269-4				ʈʂ r̪ ɑ q			
1512-4				x Ø ɪ n̪			
555-4				l̪ Ø ɑ k p ɑ			
751-4				n̪ ɑ ŋ			
439-4				z̪ g o			
601-4				ɕ i ŋ			
320-4				Ø m ɑ x m ɑ			
1106-4				b u b m			
693-4				h ɑ Ø o ɽ ɑ			
221-4				s̪ t̪ ɜ r̪ e			
1199-4				t̪ʰ ɜ q p ɜ			
1424-4				s̪ k u t̪ p ɜ			
904-4				l z̪ o t̪			
1273-4				s̪ n̪ ɜ m			
1323-4				s̪ k ɜ r̪ m ɜ			
1127-4				Ø ɜ r̪ p ɜ			
1529-4				Ø u			
1175-4				ɾ ɣ ɛ m Ø o			
383-4				p s̪ ɪ l			
820-4				l̪ o k			
1636-4				x l̪ u ŋ			
1331-4				m ɾ d̪ Ø ɑ			
1097-4				l ɑ m			
1223-4				Ø ɑ ŋ ɜ			
592-4				m e			
1290-4				t̪ u t̪ p ɑ			
669-4				x s̪ ɛ ɾ			
1472-4				s̪ t̪ ɑ q dʑ i			
788-4				l o k ɑ			
1191-4				ɾ ɑ m p ɜ			
626-4				m ɪ n̪ d o q			
844-4				ɑ m			
879-4				Ø ɑ			
1151-4				b r̪ ɜ s̪			
1119-4				ɑ l u			
365-4				s̪ Ø ɛ r̪ m ɑ			
1480-4				j u ŋ			
653-4				z̪ g o k p ɜ			
1081-4				Ø o ŋ			
1448-4				p ɑ ɣ ɑ n̪			
1029-4				m ɑ ɾ			
863-4				ɕ ɜ			
539-4				tθʰ ɪ l			
610-4				Ø ɑ			
350-4				Ø ɑ ŋ ŋ o			
871-4				o ŋ m ɑ			
734-4				ɾ Ø ɑ			
431-4				kʰ i			
1298-4				ɾ ɜ ɣ b u l			
929-4				Ø ɑ ŋ k i			
1315-4				t̪ ɜ k s̪ k ɑ n̪			
964-4				m i n̪ t̪ ɑ x m			
836-4				m i			
1644-4				b r̪ u s̪ t̪ r̪ i ŋ			
547-4				ɜ t̪ ɜ			
1048-4				k ɜ k ɜ			
1692-4				pʰ o n̪ o			
1306-4				b m u			
405-4				b o ŋ o			
294-4				b m u			
661-4				b o ŋ o			
413-4				dʑ ɑ q			
996-4				tθʰ ɑ n̪			
1012-4				t̪ r̪ o b ɜ ɾ			
181-4				pʰ r̪ i t̪ r̪ o m			
1660-4				g u n̪ d e			
1440-4				d̪ ɪ r̪ i ŋ			
1652-4				l o			
1037-4				m Ø i ŋ m ɑ			
677-4				Ø ɑ x m o			
1561-4				x ɕ e r̪ p ɜ			
447-4				s̪ k ɑ m b o			
828-4				ɾ i ŋ m o			
1247-4				Ø ɑ t̪ ŋ ɑ t̪			
391-4				ʐ r̪ ɑ x m o			
972-4				Ø i m o ɾ			
531-4				t̪ʰ ɜ q r̪ i ŋ m			
253-4				Ø o ɣ o			
1282-4				Ø u n̪ Ø e			
812-4				j ɑ ŋ m o			
245-4				t̪ʰ u r̪ u			
1609-4				k ɑ r̪ p o			
261-4				n̪ ɜ q p o			
1143-4				m ɑ r̪ p o			
1065-4				Ø i k			
1504-4				Ø i s̪			
1432-4				m s̪ u m			
634-4				b dʑ i			
1255-4				t̪ r̪ u k			
488-4				ɾ Ø ɛ t̪			
1004-4				m ɾ g u			
506-4				Ø u s̪ Ø i k			
1488-4				Ø o ŋ ɑ s̪			
1496-4				Ø i ɕ u			
1073-4				b Ø ɑ			
1617-4				s̪ u			
1569-4				Ø i			
1593-4				g ɑ ɾ			
1585-4				n̪ ɑ m			
759-4				Ø ɑ m Ø e			
1415-4				d̪ o ŋ			
1215-4				Ø o q s̪ ɜ Ø o q s̪			
422-4				l o x s̪ o			
310-4				Ø ɑ q p o			
189-4				g ɑ ŋ m ɜ			
25-4				z̪ o s̪			
9-4				l̪ t̪ o k s̪			
57-4				t̪ʰ Ø k s̪			
17-4				s̪ k o m s̪			
709-5					g o o		
522-5					o ɾ d o ŋ		
514-5					m ɪ k		
464-5					s̪ n̪ ɑ		
1020-5					s̪ n̪ ɜ m s̪ u l		
1355-5					s̪ o		
1464-5					l̪ tɕ Ø		
302-5					b Ø ɜ ŋ		
237-5					l̪ t̪ Ø ɑ		
205-5					p l ɜ q p ɜ		
1089-5					l ɜ q Ø ɪ l		
804-5					k ɜ ŋ m ɜ		
1263-5					b ɜ x s̪ p ɜ		
286-5					ɾ u s̪ p ɜ		
717-5					s̪ n̪ i ŋ		
269-5					ʈʂ ɜ q		
1512-5					x tɕ i n̪		
555-5					Ø ɜ k p ɜ		
751-5					n̪ ɜ ŋ		
439-5					z̪ g o		
601-5					ɕ i ŋ		
320-5					Ø ɜ x m ɜ		
1106-5					b u		
693-5					h ɜ Ø o ɽ ɑ		
221-5					s̪ t̪ ɜ r̪ Ø		
1199-5					t̪ʰ ɜ q p ɜ		
1424-5					s̪ k u t̪ p ɜ		
904-5					l Ø o t̪		
1273-5					x n̪ ɜ m		
1323-5					s̪ k ɜ r̪ m ɜ		
1127-5					tɕʰ ɜ r̪ p ɑ		
1529-5					tɕʰ u		
1175-5					ɾ Ø ɛ m Ø o		
383-5					p s̪ ɪ l		
820-5					l̪ o k		
1636-5					x l̪ u ŋ		
1331-5					ʊ ɾ d̪ Ø ɑ		
1097-5					l ɜ m		
1223-5					Ø ɜ ŋ ɑ		
592-5					m ɛ		
1290-5					t̪ u t̪ p ɜ		
669-5					x s̪ ɛ ɾ		
1472-5					s̪ t̪ ɑ q ʑ i		
788-5					l o ŋ ɑ		
1191-5					ɾ ɜ m p ɜ		
626-5					m ɪ n̪ d o q		
844-5					ɑ m		
879-5					tɕʰ ɑ		
1151-5					b r̪ ɜ s̪		
1119-5					ɑ l u		
365-5					s̪ Ø ɛ r̪ m ɜ		
1480-5					j u ŋ		
653-5					z̪ g o k p ɜ		
1081-5					Ø o ŋ		
1448-5					p ɑ Ø ɜ n̪		
1029-5					m ɑ ɾ		
863-5					ɕ ɜ		
539-5					tθʰ ɪ l		
610-5					Ø ɑ		
350-5					Ø ɜ ŋ o		
871-5					o ŋ m ɑ		
734-5					ɾ Ø ɑ		
431-5					kʰ i		
1298-5					o r̪ b ʊ l		
929-5					Ø ɜ ŋ k i		
1315-5					t̪ ɑ x s̪ k ɜ n̪		
964-5					m i n̪ t̪ ɜ x		
836-5					m i		
1644-5					b u s̪ t̪ r̪ i ŋ		
547-5					ɜ t̪ ɑ		
1048-5					k ɜ k ɜ		
1692-5					p o n̪ o		
1306-5					b u		
405-5					b o ŋ o		
294-5					b u		
661-5					b o ŋ o		
413-5					ʑ ɜ q		
996-5					tθʰ ɜ n̪		
1012-5					t̪ r̪ o b ɜ ɾ		
181-5					p i r̪ o		
1660-5					g ʊ n̪ d Ø		
1440-5					d̪ ɪ r̪ i ŋ		
1652-5					l o		
1037-5					s̪ Ø i ŋ m ɜ		
677-5					Ø ɜ x m o		
1561-5					ɕ ɛ r̪ p ɑ		
447-5					s̪ k ɜ m b o		
828-5					ɾ i ŋ m o		
1247-5					tɕ ɜ t̪		
391-5					ɖʐ ɜ x m o		
972-5					Ø i m o ɾ		
531-5					t̪ʰ ɜ q r̪ i ŋ		
253-5					tɕ o Ø o		
1282-5					Ø u n̪ Ø Ø		
812-5					j ɑ ŋ m o		
245-5					t̪ʰ u r̪ ʊ		
1609-5					k ɑ r̪ p o		
261-5					n̪ ɑ q p o		
1143-5					m ɑ r̪ p o		
1065-5					tɕ i k		
1504-5					Ø i s̪		
1432-5					s̪ u m		
634-5					b ʑ i		
1255-5					t̪ r̪ u k		
488-5					Ø ɛ t̪		
1004-5					ʊ ɾ g u		
506-5					tɕ u s̪ tɕ i k		
1488-5					tɕ o ŋ ɜ s̪		
1496-5					Ø i ɕ u		
1073-5					b Ø ɜ		
1617-5					s̪ u		
1569-5					tɕ i		
1593-5					g ɑ ɾ		
1585-5					n̪ ɑ m		
759-5					Ø ɑ m		
1415-5					d̪ o ŋ		
1215-5					Ø o x s̪ ɑ Ø o x s̪		
422-5					l o x s̪ o		
310-5					tɕʰ ɜ q p o		
189-5					g ɑ ŋ m ɑ		
25-5					z̪ ʊ s̪		
9-5					l̪ t̪ o k s̪		
57-5					t̪ʰ Ø ŋ s̪		
17-5					s̪ k o m s̪		
709-6						g o o	
522-6						o ɣ d o ŋ	
514-6						m ɪ k	
464-6						s̪ n̪ ɑ	
1020-6						s̪ n̪ ɜ m s̪ u l	
1355-6						s̪ o	
1464-6						l̪ Ø e	
302-6						b r̪ ɜ ŋ	
237-6						l̪ t̪ Ø ɑ	
205-6						p r̪ ɜ q p ɜ	
1089-6						l ɜ q Ø ɪ l	
804-6						k ɜ ŋ m ɜ	
1263-6						b ɜ x s̪ p ɜ	
286-6						ɾ u s̪ p ɜ	
717-6						s̪ n̪ i ŋ	
269-6						ʈʂ r̪ ɜ q	
1512-6						x Ø i n̪	
555-6						Ø ɜ k p ɜ	
751-6						n̪ ɜ ŋ	
439-6						z̪ g o	
601-6						ɕ i ŋ	
320-6						Ø ɜ x m ɜ	
1106-6						b u	
693-6						h ɜ Ø o ɽ ɑ	
221-6						s̪ t̪ ɜ r̪ e	
1199-6						t̪ʰ ɜ q p ɜ	
1424-6						s̪ k u t̪ p ɜ	
904-6						l z̪ o t̪	
1273-6						s̪ n̪ ɜ m	
1323-6						s̪ k ɜ r̪ m ɜ	
1127-6						tɕʰ ɜ r̪ p ɑ	
1529-6						tɕʰ u	
1175-6						ɾ k ɛ m Ø o	
383-6						p s̪ ɪ l	
820-6						l̪ o k	
1636-6						l̪ u ŋ	
1331-6						ʊ ɾ d̪ Ø ɑ	
1097-6						l ɜ m	
1223-6						Ø ɜ ŋ ɑ	
592-6						m ɛ	
1290-6						t̪ u t̪ p ɜ	
669-6						x s̪ ɛ ɾ	
1472-6						s̪ t̪ ɑ ɣ ʑ i	
788-6						l o ŋ ɑ	
1191-6						ɾ ɜ m p ɜ	
626-6						m ɪ n̪ d o q	
844-6						ɑ m	
879-6						tɕʰ ɑ	
1151-6						b r̪ ɜ s̪	
1119-6						ɑ l u	
365-6						s̪ Ø ɛ r̪ m ɜ	
1480-6						j u ŋ	
653-6						z̪ g o k p ɜ	
1081-6						Ø o ŋ	
1448-6						p ɑ ɣ ɜ n̪	
1029-6						m ɑ ɾ	
863-6						ɕ ɜ	
539-6						tθʰ ɪ l	
610-6						Ø ɑ	
350-6						Ø ɜ ŋ o	
871-6						o ŋ m ɑ	
734-6						ɾ Ø ɑ	
431-6						kʰ i	
1298-6						ɣ b ʊ l	
929-6						Ø ɜ ŋ k i	
1315-6						t̪ ɑ k s̪ k ɜ n̪	
964-6						m i n̪ t̪ ɜ x	
836-6						m i	
1644-6						b u s̪ t̪ r̪ i ŋ	
547-6						ɜ t̪ ɜ	
1048-6						k ɜ k ɜ	
1692-6						pʰ o n̪ o	
1306-6						b u	
405-6						b o ŋ o	
294-6						b u	
661-6						b o ŋ o	
413-6						ʑ ɜ q	
996-6						tθʰ ɜ n̪	
1012-6						t̪ r̪ o b ɜ ɾ	
181-6						pʰ i r̪ o	
1660-6						g ʊ n̪ d e	
1440-6						d̪ ɪ r̪ i ŋ	
1652-6						l o	
1037-6						s̪ Ø i ŋ m ɜ	
677-6						Ø ɜ x m o	
1561-6						ɕ e r̪ p ɜ	
447-6						s̪ k ɜ m b o	
828-6						ɾ i ŋ m o	
1247-6						Ø ɜ t̪	
391-6						ɖʐ r̪ ɜ x m o	
972-6						Ø i m o ɾ	
531-6						t̪ʰ ɜ q r̪ i ŋ	
253-6						Ø o ɣ o	
1282-6						Ø u n̪ Ø e	
812-6						j ɑ ŋ m o	
245-6						t̪ʰ u r̪ u	
1609-6						k ɑ r̪ p o	
261-6						n̪ ɑ q p o	
1143-6						m ɑ r̪ p o	
1065-6						Ø i k	
1504-6						Ø i s̪	
1432-6						s̪ u m	
634-6						b ʑ i	
1255-6						t̪ r̪ u k	
488-6						b Ø ɜ t̪	
1004-6						ʊ ɾ g u	
506-6						Ø u s̪ Ø ɪ k	
1488-6						Ø o ŋ ɜ s̪	
1496-6						Ø i ɕ u	
1073-6						b Ø ɜ	
1617-6						s̪ u	
1569-6						Ø i	
1593-6						g ɑ ɾ	
1585-6						n̪ ɑ m	
759-6						Ø ɑ m e	
1415-6						d̪ ʊ ŋ	
1215-6						Ø o q s̪ ɑ Ø o q s̪	
422-6						l o x s̪ o	
310-6						tɕʰ ɜ q p o	
189-6						g ɑ ŋ m ɜ	
25-6						z̪ ʊ s̪	
9-6						l̪ t̪ o k s̪	
57-6						t̪ʰ Ø ŋ s̪	
17-6						s̪ k o m s̪	
709-7							g o o
522-7							l ɾ l d o ŋ
514-7							m i k
464-7							s̪ n̪ ɑ
1020-7							l n̪ ɜ m s̪ u l
1355-7							s̪ o
1464-7							Ø Ø Ø
302-7							b r̪ ɜ ŋ
237-7							Ø t̪ʰ Ø ɑ
205-7							p r̪ ɜ Ø p ɜ
1089-7							l ɑ Ø Ø Ø l
804-7							k ɜ ŋ m ɜ
1263-7							b ɑ s̪ p ɑ
286-7							ɾ u s̪ p ɑ
717-7							s̪ n̪ i ŋ
269-7							kʰ ɜ Ø
1512-7							Ø Ø i n̪
555-7							l Ø ɑ k p ɜ
751-7							n̪ ɜ ŋ
439-7							s̪ g o
601-7							ɕ i ŋ
320-7							Ø ɜ Ø m ɜ
1106-7							b u l l
693-7							Ø ɜ Ø o r̪ ɑ
221-7							s̪ t̪ʰ ɜ r̪ Ø
1199-7							t̪ʰ ɑ Ø p ɑ
1424-7							s̪ k u t̪ʰ p ɑ
904-7							l s̪ o t̪ʰ
1273-7							s̪ n̪ ɜ m
1323-7							s̪ k ɜ r̪ m ɜ
1127-7							Ø ɜ r̪ p ɜ
1529-7							Ø u
1175-7							ɾ z̪ ɛ m Ø o
383-7							p s̪ Ø l
820-7							Ø o k
1636-7							l l u ŋ
1331-7							l ɾ d̪ Ø ɑ
1097-7							l ɜ m
1223-7							Ø ɜ ŋ ɑ
592-7							m ɛ
1290-7							t̪ʰ u t̪ʰ p ɑ
669-7							l s̪ ɛ ɾ
