COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
87-5					p a t a n i				
92-5					m a k a				
103-5					m a +				
106-5					k a k i				
138-5					n a h a				
139-5					m i k + t i				
142-5					m a t i				
145-5					m o + t eː k a				
176-5					t b a + t				
179-5					n a k a + t				
180-5					m eː ts + t i				
186-5					k e tʃ +				
190-5					j a k +				
194-5					s eː				
220-5					o h + t i				
231-5					i t a				
240-5					k o tʃ i				
283-5					t e + t t				
293-5					i n + i				
314-5					k w a a i + t				
315-5					oː m e				
322-5					t e h a n				
323-5					t a				
9-5					t oː t o + t				
17-5					o m i + t				
22-5					t a t i				
30-5					w i ts				
88-5					i i i				
158-5					w eː j a k				
159-5					a t i m i +				
177-5					m i j k				
184-5					t oː k a +				
187-5					j a m b w i + k				
227-5					x a l i l				
235-5					m o + t a l i a				
249-5					p oː k + t i				
251-5					m o + k e ts				
289-5					b w i t a p i l				
294-5					t e h a				
296-5					n eː n e p i l				
313-5					t a n				
316-5					n e h + n e m i				
318-5					t o t o n k k				
320-5					a + t				
324-5					i s t a k				
326-5					a k				
1-6						n u tʃ i			
2-6						k w n eː a			
8-6						w e j			
16-6						eː s j t i			
24-6						i s t i			
32-6						m i k i			
51-6						u n + i			
52-6						w a k +			
53-6						n a k a s			
54-6						t a l i i			
55-6						k w a			
60-6						iː x +			
83-6						t a + t			
87-6						s a t a n i			
92-6						m a k a			
103-6						m a +			
106-6						k a k i			
138-6						n e l a			
139-6						m i k + t i a			
142-6						m a t i			
145-6						m u + t eː k a			
176-6						t aː k a + t			
179-6						n a k a + t			
180-6						m eː ts + t i			
186-6						k e tʃ			
190-6						j a k a			
194-6						s eː			
220-6						u h + t i			
231-6						i t a			
240-6						k u tʃ i			
283-6						t w + t			
293-6						i n i i			
314-6						k w a w i			
315-6						u m e			
322-6						t w h a m n			
323-6						t eː			
9-6						t u t u + t			
17-6						u m i + t			
22-6						t a t i a			
30-6						w i ts			
88-6						i i			
158-6						w e j a k			
159-6						a t i n			
177-6						m i a k			
184-6						t u k a +			
187-6						j a n k w i + k			
227-6						x a l i i			
235-6						m u + t a l i a			
249-6						k u k + t i			
251-6						m + k w ts a			
289-6						k w i t a k i l			
294-6						t e h a			
296-6						n eː n w k i l			
313-6						t a n			
316-6						n w h + n w m i			
318-6						t u t n n k			
320-6						a + t			
324-6						i s t aː k			
1-7							n w tʃ		
2-7							e x t o e		
8-7							e e n		
16-7							e o o t		
24-7							o t		
32-7							n		
51-7							w n		
52-7							e a		
53-7							n e e o		
54-7							t a		
55-7							k e e		
60-7							i x		
83-7							t e t		
87-7							ts e t a n		
92-7							n e e		
103-7							n e		
106-7							e		
138-7							n e e		
139-7							n t		
142-7							n e t		
145-7							n w t e e		
176-7							t a k e + t		
179-7							n e e t		
180-7							n e ts t		
186-7							e tʃ		
190-7							n e		
194-7							o e		
220-7							w o t		
231-7							t e		
240-7							w tʃ		
283-7							t e +		
293-7							n		
314-7							e e		
315-7							u n e		
322-7							t e o e n e		
323-7							t e		
17-7							u n t		
22-7							t e t t		
30-7							e i ts		
159-7							e t n		
251-7							n w e ts		
296-7							n e n e k o		
320-7							a t		
326-7							a		
1-8								n o tʃ ɨ +	
2-8								+ o + + t eː	
8-8								w eː j	
16-8								e s j tɬ ɨ	
24-8								ɨ s t ɨ +	
32-8								n ɨ k ɨ	
51-8								o n + ɨ	
52-8								w a k + k ɨ +	
53-8								n a k a s	
54-8								tɬ a l ɨ	
55-8								k w a	
60-8								iː eː + t	
83-8								tɬ eː + tɬ	
87-8								s a tɬ a n ɨ	
92-8								n a k a	
103-8								n a +	
106-8								k a k ɨ	
138-8								n e +	
139-8								n ɨ k + t ɨ a	
142-8								n a t ɨ	
145-8								n o + t eː + a	
176-8								t + + a + tɬ	
179-8								n a k a + tɬ	
180-8								n eː ts + tɬ ɨ	
186-8								k e tʃ +	
190-8								j a k a	
194-8								s eː	
220-8								o + + tɬ ɨ	
231-8								ɨ t a	
240-8								k o tʃ ɨ	
283-8								t e + tɬ	
293-8								ɨ n + iː	
314-8								k w a w + +	
315-8								oː n e	
322-8								t e + w n e	
323-8								tɬ eː	
9-8								t oː t oː + tɬ	
17-8								o n ɨ + tɬ	
22-8								tɬ a t ɨ a	
30-8								w i ts	
88-8								ɨ ɨ	
158-8								w eː j a k k	
159-8								a t ɨ n	
177-8								n ɨ a + +	
184-8								t oː k a +	
187-8								j a n k w ɨ + k	
227-8								aː + l ɨ l	
235-8								n o + tɬ a l ɨ a	
249-8								s oː k + tɬ ɨ	
251-8								n o + k e ts a	
289-8								k w ɨ tɬ a ts ɨ l	
294-8								t e + a	
296-8								n eː n e s ɨ l	
313-8								tɬ a n +	
316-8								n e + + n e n ɨ	
318-8								t o t o n ɨ +	
320-8								a + t	
324-8								ɨ s t + k	
326-8								a k	
1-9									n o tʃ iː
2-9									e x + t i
8-9									w i j
16-9									i s + tɬ iː
24-9									iː s t iː
32-9									m iː k iː
51-9									o n + iː
52-9									w a k + tɬ iː
53-9									n a k a s
54-9									tɬ a l +
55-9									k w a
60-9									i x +
83-9									tɬ e + t
87-9									s a t a n iː
92-9									m a k a
103-9									m a +
106-9									k a k iː
138-9									n e + w
139-9									m iː k + t iː a
142-9									m a t iː
145-9									m o + t i k a
176-9									t a k a + tɬ
179-9									n a k a + tɬ
180-9									m j ts + tɬ iː
186-9									k i tʃ
190-9									j a k a tɬ
194-9									s i
220-9									o + + tɬ iː
231-9									iː t a
240-9									k o tʃ iː
283-9									t e + tɬ
293-9									iː n + iː
314-9									k w w w + +
315-9									u m e
322-9									t e + w m e
323-9									tɬ e
9-9									t u t u + tɬ
22-9									tɬ a t iː a
30-9									w i ts
88-9									iː + iː
158-9									w i j a k
159-9									a t iː n iː +
177-9									m iː a k k
184-9									t u k a + +
187-9									j a n k w iː + k
227-9									x a l + l
235-9									m o + t a l iː a
249-9									s u k + tɬ iː
251-9									m o + k e ts a
289-9									k w iː tɬ a k iː l
294-9									t e + w
296-9									n e n e k iː l
313-9									tɬ a n
316-9									n e + + n e m iː
318-9									t o t o n + iː
320-9									a + tɬ
324-9									iː s t a k
326-9									a k
