COGID	Beijing	Changsha	Chaozhou	Chengdu	Fuzhou	Guangzhou	Hankou	Jinan	Meixian	Nanchang	Shanghai	Shuangfeng	Suzhou	Taiyuan	Wenzhou	Xiamen	XiAn	Yangzhou	ZhongyuanYinyun
9-3			p u k ²¹																
17-3			ts o ŋ ³³																
31-3			k j u ⁵³																
32-3			j a ⁵³																
33-3			h i ⁵³																
38-3			h i ³⁵																
40-3			u ŋ ŋ																
42-3			ou ⁵³																
43-3			ts eː ⁵³																
46-3			b a ŋ ⁵⁵																
52-3			l ieː a ŋ ³⁵																
53-3			z i ŋ ⁵⁵																
56-3			k i m ³³																
59-3			tʰ e ³³																
60-3			t a ŋ ¹¹																
64-3			l e ŋ ³⁵																
68-3			k i ³⁵ ¹¹																
85-3			w i ³⁵																
86-3			t ai ³³																
87-3			tʰ u ³⁵																
93-3			n i ⁵³																
98-3			l ai ⁵⁵																
109-3			s i ŋ ²¹³																
115-3			t o ⁵³																
118-3			ts j e ²¹³																
124-3			k e ⁵³ ⁵³																
127-3			ts o ²¹³																
133-3			tʰ au ³³																
144-3			s a ⁵³																
161-3			h e ŋ ³³																
166-3			k w e ³³ ³³																
170-3			h ⁵⁵																
171-3			tʰ ou ²¹³																
173-3			z i p ⁴																
174-3			l w i																
175-3			tsʰ w ⁵⁵																
176-3			l ieː a ŋ ⁵³																
177-3			p a ʔ ²¹																
179-3			l j k ⁴																
181-3			p e ŋ ³³																
182-3			kʰ i ⁵⁵																
189-3			k uaː e ŋ ³³																
191-3			t a ŋ ³³																
193-3			l eː ŋ ⁵³																
198-3			t e ŋ ²¹³																
199-3			h e ŋ ³³ ³³																
200-3			tʰ u k ²¹																
202-3			t o ³³																
205-3			h u ŋ ³³																
206-3			tsʰ j ʔ ʔ ²¹																
209-3			uaː w e																
211-3			tsʰ o ³³																
215-3			l i ³⁵																
216-3			k w a ʔ ²¹																
217-3			t o ²¹³																
219-3			s w ʔ ²¹																
220-3			tsʰ ɿ ²¹³																
225-3			tsʰ i ŋ																
230-3			ts i ⁵³ ⁵³																
234-3			pʰ j ʔ ²¹																
238-3			l j k ⁴																
242-3			t o ³⁵																
253-3			kʰ ɯ ŋ ⁵⁵																
256-3			s o k ⁴																
261-3			h w a ²¹³																
262-3			p e ʔ ²¹																
263-3			s ɿ ⁵⁵																
264-3			ts ieː a ŋ ³⁵																
271-3			s i p ⁴																
272-3			tsʰ i ³³																
274-3			m ⁵³																
275-3			p a ²¹³																
279-3			l a m ⁵⁵																
287-3			l uaː e ⁵³																
291-3			kʰ au ³⁵																
295-3			kʰ u ²¹³																
300-3			j u ⁵³																
303-3			tsʰ u ⁵³																
306-3			kʰ au ⁵³																
307-3			k ou ⁵³																
308-3			k u ²¹³																
312-3			k j əu ²¹³																
313-3			kʰ o ⁵³																
314-3			t ai ⁵⁵																
323-3			m eː ŋ ⁵⁵																
325-3			tʰ ou ⁵³																
330-3			h au ⁵³																
334-3			h i p ²¹																
335-3			tʰ w i ³³																
338-3			k o ²¹³																
339-3			ts j u ³³																
341-3			h ou ³³																
342-3			m eː ŋ ³⁵																
343-3			kʰ w ⁵⁵																
344-3			g a ⁵³																
349-3			kʰ o k ²¹																
353-3			tʰ a ŋ ²¹³																
360-3			kʰ au ⁵⁵																
375-3			ts w i ⁵³																
388-3			s ɿ ²¹³																
389-3			h w i ⁵⁵																
392-3			kʰ u ŋ ¹¹																
394-3			k j ŋ ¹¹																
401-3			tʰ ou ⁵³																
402-3			ts ai ³⁵																
403-3			t i ³⁵																
409-3			ts o ³⁵																
418-3			m ai ⁵⁵																
441-3			t i ŋ																
443-3			m o ³⁵																
459-3			w ai ¹¹																
460-3			t o ³³																
461-3			j a ³⁵																
464-3			t a ³⁵																
465-3			tʰ i ³³																
466-3			tʰ ai ²¹³																
467-3			h ou ³³																
469-3			s i k ²¹																
480-3			n h ⁵³																
482-3			n ai ⁵³																
484-3			h o ⁵³																
491-3			m i ³⁵																
492-3			tsʰ ai ³³																
495-3			ts j a ⁵³																
496-3			k ou ³³																
507-3			n ieː a ŋ																
509-3			tsʰ u ⁵³																
510-3			pʰ o ⁵⁵																
513-3			s oi ²¹³																
518-3			s o ⁵³																
525-3			ts ɿ ⁵³																
527-3			i ŋ ¹¹																
533-3			kʰ ai ⁵⁵																
548-3			kʰ e k ²¹																
554-3			kʰ ai ¹¹																
558-3			e o ŋ ⁵⁵																
564-3			h ou ²¹³																
580-3			ts w ¹¹																
587-3			s j əu ⁵³																
588-3			s j ⁵³																
589-3			ts i ³³ m																
594-3			tsʰ j k ²¹																
602-3			o k ²¹																
604-3			s i ⁵³																
611-3			s a ŋ ³³																
630-3			ts o ⁵³																
637-3			k ɯ ŋ ³³																
638-3			s ai ³⁵																
639-3			p ou ²¹³																
2-4				i ³¹															
4-4				tɕʰ i ³¹															
5-4				ts a ŋ ¹³															
6-4				s a n ⁴⁴															
7-4				s a ŋ ¹³															
8-4				ɕ j ¹³ ¹³															
9-4				p u ³¹															
17-4				ts o ŋ ⁴⁴															
31-4				tɕ j əu ⁵³															
32-4				j e ⁵³															
33-4				s u ⁵³															
38-4				ə ¹³ ¹³															
40-4				y n ³¹															
42-4				u ⁵³															
43-4				tɕ i n ⁵³															
46-4				w a ŋ ³¹															
52-4				n j a ŋ ¹³															
53-4				z ə n ³¹															
56-4				tɕ i n ⁴⁴															
59-4				tʰ a ⁴⁴															
60-4				ts a ŋ ¹³															
64-4				n i n ¹³															
68-4				tɕ j a n ¹³															
85-4				w ei ¹³															
86-4				t i ⁴⁴															
87-4				ts u ¹³															
93-4				ɲ i ⁵³															
98-4				n ai ³¹															
109-4				ɕ i n ¹³															
115-4				t au ⁵³															
118-4				tɕ j e ¹³															
124-4				tɕ j a ⁵³															
127-4				ts o ¹³ ¹³															
133-4				tʰ əu ⁴⁴															
144-4				s a ⁵³															
161-4				ɕ ɥ o ŋ ⁴⁴															
166-4				k w a ŋ ⁴⁴															
170-4				ə ³¹															
171-4				tʰ u ¹³															
173-4				z u ³¹															
174-4				n w ei ¹³															
175-4				tɕʰ ɥ a n ³¹															
176-4				n j a ŋ ⁵³															
177-4				p a ³¹															
179-4				n j əu															
181-4				p i n ⁴⁴															
182-4				tɕʰ i ³¹															
189-4				k w a n ⁴⁴															
191-4				t o ŋ ⁴⁴															
193-4				n ə n ⁵³															
198-4				t ə n ¹³															
199-4				ɕ ɥ o ŋ ⁴⁴															
200-4				tsʰ u ³¹															
202-4				t au ⁴⁴															
205-4				f ə n ⁴⁴															
206-4				tɕʰ j e ³¹															
209-4				f w a ¹³															
211-4				tsʰ u ⁴⁴															
215-4				n i ¹³															
216-4				k w a ³¹															
217-4				t au ¹³															
219-4				s w a ³¹															
220-4				tsʰ ɿ ¹³															
225-4				tɕʰ j a n ³¹															
230-4				tɕ j a n ⁵³															
234-4				pʰ i ³¹															
238-4				n i ³¹															
242-4				ts u ¹³															
253-4				tɕʰ i n ³¹															
256-4				s o ³¹															
261-4				x w a ¹³															
262-4				p e ³¹															
263-4				s ɿ ³¹															
264-4				tɕ j a ŋ ¹³															
271-4				s ɿ ³¹															
272-4				tɕʰ j a n ⁴⁴															
274-4				u ⁵³															
275-4				p a n ¹³															
279-4				n a n ³¹															
287-4				n w n n															
291-4				x əu ¹³															
295-4				tɕʰ w ¹³															
300-4				j əu ⁵³															
303-4				tɕʰ w ⁵³															
306-4				kʰ əu ⁵³															
307-4				k u ⁵³															
308-4				tɕ y ¹³															
312-4				tɕ j au ¹³															
313-4				kʰ o ⁵³															
314-4				tʰ ai ³¹															
323-4				m i n ³¹															
325-4				tʰ u ⁵³															
330-4				f əu ⁵³															
334-4				ɕ i ³¹															
335-4				tsʰ w ei ⁴⁴															
338-4				k au ¹³															
339-4				ts əu ⁴⁴															
341-4				f u ⁴⁴															
342-4				m i n ¹³															
343-4				f o ³¹															
344-4				j au ⁵³															
349-4				kʰ u ³¹															
353-4				tsʰ a ŋ ¹³															
360-4				x əu ³¹															
375-4				ts w ei ⁵³															
388-4				s ɿ ¹³															
389-4				f w ei ³¹															
392-4				kʰ w ə n ¹³															
394-4				tɕ ɥ a n ¹³															
401-4				tʰ u ⁵³															
402-4				ts ai ¹³															
403-4				t i ¹³															
409-4				ts o ¹³ ¹³															
418-4				m ai ³¹															
441-4				tʰ j a n ³¹															
443-4				m o ¹³															
459-4				w ai ¹³															
460-4				t o ⁴⁴															
461-4				j e ¹³															
464-4				t ai ¹³															
465-4				tʰ j a n ⁴⁴															
466-4				tʰ ai ¹³															
467-4				f u ⁴⁴															
469-4				s ɿ ³¹															
480-4				ɲ y ⁵³															
482-4				n ai ⁵³															
484-4				x au ⁵³															
491-4				m ei ¹³															
492-4				tɕʰ i ⁴⁴															
495-4				tɕ j e ⁵³															
496-4				k u ⁴⁴															
507-4				ɲ j a ŋ ³¹															
509-4				tɕʰ w ⁵³															
510-4				pʰ o ³¹															
513-4				ɕ i ¹³															
518-4				s au ⁵³															
525-4				ts ɿ ⁵³															
527-4				y n ¹³															
533-4				x ai ³¹															
548-4				kʰ e ³¹															
554-4				x ai ¹³															
558-4				ɥ o ŋ ³¹															
564-4				f u ¹³															
580-4				s e ¹³															
587-4				ɕ j au ⁵³															
588-4				s au ⁵³															
589-4				tɕ j a n ⁴⁴															
594-4				tsʰ ɿ ³¹															
602-4				u ³¹															
604-4				s ɿ ⁵³															
611-4				s a n ⁴⁴															
630-4				ts o ⁵³															
637-4				tɕ i n ⁴⁴															
638-4				s ɿ ¹³															
639-4				p u ¹³															
2-5					ei ʔ ²³														
4-5					tsʰ i ʔ ²³														
5-5					ts w ŋ ²⁴²														
6-5					s a ŋ ⁴⁴														
7-5					s w ŋ ²⁴²														
8-5					x a ²⁴²														
9-5					p øy ʔ ²³														
17-5					ts øy ŋ ⁴⁴														
31-5					k j eu ³¹														
32-5					j a ³¹														
33-5					l y ³¹														
38-5					l ²⁴² ²⁴²														
40-5					u ŋ ŋ														
42-5					ŋ ³¹														
43-5					ts i ŋ ³¹														
46-5					w ou ŋ ⁵²														
52-5					l ɥ ɔ ŋ ²⁴²														
53-5					l i ŋ ⁵²														
56-5					k i ŋ ⁴⁴														
59-5					tʰ a ⁴⁴														
60-5					ts w ŋ ²⁴²														
64-5					l i ŋ ²⁴²														
68-5					k j ²⁴² ŋ ²¹³														
85-5					w ei ²⁴²														
86-5					t ɛ ⁴⁴														
87-5					ts y ²⁴²														
93-5					n i ³¹														
98-5					l ai ⁵²														
109-5					s i ŋ ²¹³														
115-5					t ɔ ³¹														
118-5					ts j e ²¹³														
124-5					k a a ³¹														
127-5					ts ɔ ²¹³														
133-5					tʰ au ⁴⁴														
144-5					s a ³¹														
161-5					x y ŋ ⁴⁴ ⁴⁴														
166-5					k w ɔ ŋ ⁴⁴														
170-5					l ⁵² ⁵²														
171-5					tʰ u ²¹³														
173-5					l i ʔ ⁴														
174-5					n øy ei ²⁴²														
175-5					tsʰ w e ŋ ⁵²														
176-5					l ɥ ɔ ŋ ³¹														
177-5					p a ʔ ²³														
179-5					l j ʔ ⁴														
181-5					p i ŋ ⁴⁴														
182-5					k i ⁵²														
189-5					k w a ŋ ⁴⁴														
191-5					t u ŋ ⁴⁴														
193-5					l ei ŋ ³¹														
198-5					t ei ŋ ²¹³														
199-5					x y ŋ ⁴⁴ ⁴⁴														
200-5					tsʰ øy ʔ ²³														
202-5					t ɔ ⁴⁴														
205-5					x ou ŋ ⁴⁴														
206-5					tsʰ j e ʔ ²³														
209-5					w a ʔ ⁴														
211-5					tsʰ u ⁴⁴														
215-5					l i ²⁴²														
216-5					k w a ʔ ²³														
217-5					t ɔ ²¹³														
219-5					s w ɔ ʔ ²³														
220-5					tsʰ i ²¹³														
225-5					tsʰ j e ŋ ⁵²														
230-5					ts j e ŋ ³¹														
234-5					pʰ i ʔ ²³														
238-5					l i ʔ ⁴														
242-5					ts u ²⁴²														
253-5					k y ŋ ⁵²														
256-5					s au ʔ ⁴														
261-5					x w a														
262-5					p w ʔ ²³														
263-5					s i ⁵²														
264-5					ts ɥ ɔ ŋ ²⁴²														
271-5					s i ʔ ⁴														
272-5					tsʰ j e ŋ ⁴⁴														
274-5					u ³¹ ³¹														
275-5					p a ŋ ²¹³														
279-5					n a ŋ ⁵²														
287-5					l w ŋ ŋ														
291-5					k eu ²⁴²														
295-5					kʰ y ²¹³														
300-5					j eu ³¹														
303-5					tsʰ y ³¹														
306-5					kʰ au ³¹														
307-5					k u ³¹														
308-5					k y ²¹³														
312-5					k j eu ²¹³														
313-5					kʰ ɔ ³¹														
314-5					tʰ ai ⁵²														
323-5					m i ŋ ⁵²														
325-5					tʰ u ³¹														
330-5					x au ³¹														
334-5					i ʔ ²³														
335-5					tsʰ w ei ⁴⁴														
338-5					k ɔ ²¹³														
339-5					ts j eu														
341-5					x u ⁴⁴														
342-5					m i ŋ ²⁴²														
343-5					x w ⁵²														
344-5					ŋ ɔ ³¹														
349-5					kʰ u ʔ ²³														
353-5					tsʰ w ŋ ŋ														
360-5					k eu ⁵²														
375-5					ts w ³¹ ³¹														
388-5					s i ²¹³														
389-5					x w ei ⁵²														
392-5					kʰ ou ŋ ŋ														
394-5					k w e ŋ														
401-5					tʰ u ³¹														
402-5					ts ai ²⁴²														
403-5					t i ²⁴²														
409-5					ts ɔ ²⁴²														
418-5					m ai ⁵²														
441-5					tʰ j e ŋ ⁵²														
443-5					m u ²⁴²														
459-5					ŋ ai ²⁴²														
460-5					t ɔ ⁴⁴														
461-5					j e ²⁴²														
464-5					t a ²⁴²														
465-5					tʰ j e ŋ ⁴⁴														
466-5					tʰ ai ²¹³														
467-5					x u ⁴⁴														
469-5					s i ʔ ²³														
480-5					n y ³¹														
482-5					n ai ³¹														
484-5					x ɔ ³¹														
491-5					m w ²⁴²														
492-5					tsʰ ɛ ⁴⁴														
495-5					ts j e ³¹														
496-5					k u ⁴⁴														
507-5					n ɥ ɔ ŋ ⁵²														
509-5					tsʰ y ³¹														
510-5					pʰ ɔ ⁵²														
513-5					s ɛ ²¹³														
518-5					s ɔ ³¹														
525-5					ts i ³¹														
527-5					y ŋ ²⁴²														
533-5					x ai ⁵²														
548-5					kʰ a ʔ ²³														
554-5					x ai ²¹³														
558-5					y ŋ ŋ ⁵²														
564-5					x u ²¹³														
580-5					s j ²⁴²														
587-5					s j eu ³¹														
588-5					s eu ³¹ ³¹														
589-5					ts j e ŋ ⁴⁴														
594-5					tsʰ i ʔ ²³														
602-5					u ʔ ²³														
604-5					s i ³¹														
611-5					s a ŋ ⁴⁴														
630-5					ts ɔ ³¹														
637-5					k y ŋ ⁴⁴														
638-5					s i ²⁴²														
639-5					p u ²¹³														
2-6						a a t ⁵													
4-6						tʃʰ ei t ⁵													
5-6						tʃ œ ŋ ²²													
6-6						ʃ aː m													
7-6						ʃ œ ŋ ²²													
8-6						h a ²²													
9-6						p y t ³													
17-6						tʃ u ŋ ⁵⁵													
31-6						k au au ³⁵													
32-6						j aː ³⁵													
33-6						j y ²³													
38-6						j ²²													
40-6						w m ²¹													
42-6						w ²³													
43-6						tʃ ɪ ŋ ³⁵													
46-6						m ɔ ŋ ²¹													
52-6						l œ ɔ ŋ ²²													
53-6						j a n ²¹													
56-6						k a m ⁵⁵													
59-6						tʰ a ⁵⁵													
60-6						tʃ œ ŋ ²²													
64-6						l ɪ ŋ ²²													
68-6						kʰ i n ²²													
85-6						w ai ²²													
86-6						t ai ⁵⁵													
87-6						tʃʰ y ²²													
93-6						n ei ³⁵													
98-6						l ɔi ²¹													
109-6						ʃ a n ³³													
115-6						t ou ³⁵													
118-6						tʃ ɛ ⁵⁵ ³³													
124-6						k a ³⁵													
127-6						tʃ ɔ ³³													
133-6						tʰ au ⁵⁵													
144-6						ʃ a ³⁵													
161-6						h u ŋ ŋ ⁵⁵													
166-6						k w ɔ ŋ													
170-6						j ²¹													
171-6						tʰ ou ³³													
173-6						j a p ²													
174-6						n œy ²²													
175-6						tʃʰ y n ²¹													
176-6						l œ œ ŋ ³⁵													
177-6						p a t ³													
179-6						l u k ²													
181-6						p ɪ ŋ ⁵⁵													
182-6						kʰ ei ²¹													
189-6						k y n ⁵⁵													
191-6						t u ŋ ⁵⁵													
193-6						l a ŋ ³⁵													
198-6						t a ŋ ³³													
199-6						h u ŋ ⁵⁵ ⁵⁵													
200-6						tʃʰ y k ⁵													
202-6						t ou ⁵⁵													
