COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
173-2		tʰ øː						
183-2		r ɛː						
185-2		m uː						
188-2		kʰ						
189-2		tɕ i ŋ						
193-2		h ɐː						
196-2		m ɐ̃ː						
199-2		tɕʰ ɛː						
200-2		kʰ ɛ n						
201-2		kʰ i						
202-2		kʰ						
203-2		tʰ u ŋ						
204-2		b yː						
206-2		n a m						
117-2		b yː						
146-2		tɕʰ eː						
219-2		b ə						
218-2		tɕʰ ɛː						
224-2		m ɔ̃ː ŋ						
240-2		tɕʰ ɐ k						
244-2		j ɔˀ						
255-2		n ɐ̃						
260-2		b a						
263-2		r ɔː						
269-2		dʑ ɛ k						
271-2		tʰ ɐ k						
209-2		tɕʰ eː						
277-2		m a						
278-2		b u ŋ						
135-2		d ə						
284-2		m yː						
797-2		a						
290-2		l øː						
289-2		tɕ i k						
296-2		n iː						
310-2		s ə						
319-2		iː						
325-2		r ə						
327-2		tʰ a						
331-2		k ɔː						
337-2		b a ŋ						
338-2		n y ŋ						
339-2		ɔ̃ː						
350-2		kʰ						
349-2		tʰ y ŋ						
357-2		tɕʰ u						
355-2		a						
363-2		m a						
361-2		tʰ oː						
365-2		z a						
364-2		dʑ ɛ ʔ						
375-2		r ɔ k						
379-2		s ɛ ʔ						
380-2		kʰ a						
396-2		j o						
400-2		m uː						
405-2		d a ŋ						
404-2		s ø m						
409-2		r ɛ k						
410-2		i k						
415-2		b a						
416-2		b a						
101-2		n u ŋ						
37-2		kʰ uː						
424-2		h ɛː						
434-2		tɕʰ ɛ n						
445-2		pʰ ə						
446-2		s iː						
451-2		t u						
457-2		n a m						
456-2		b a						
464-2		pʰ i ŋ						
473-2		tɕʰ iː						
474-2		ɔ ŋ						
479-2		s i n						
489-2		j ɐ						
490-2		j ɔ̃ː ŋ						
494-2		s ə						
503-2		kʰ						
502-2		z a ŋ						
235-2		l y ŋ						
519-2		l iː						
523-2		u k						
527-2		tɕʰ ɛ ŋ						
538-2		s						
544-2		j ɛ n						
850-2		a						
554-2		dʑ ə						
553-2		r ə						
558-2		kʰ ɔ̃ː ŋ						
561-2		s a						
562-2		pʰ ɐ						
564-2		j aː						
567-2		m u						
570-2		pʰ yː						
575-2		ɔː						
582-2		l a						
585-2		ɔˀ						
589-2		kʰ ɔ n						
593-2		d ɛː						
594-2		l a ŋ						
595-2		tʰ øː						
596-2		n ɔ						
598-2		z u						
599-2		d ɛ̃ĩ						
602-2		z ɛː						
603-2		r						
606-2		s u ɹ						
605-2		b a						
620-2		l a						
637-2		pʰ ɐ k						
639-2		dʑ ɔː						
645-2		kʰ ɔ						
646-2		r ɛ ŋ						
168-2		h ɛ k						
658-2		h ɛ n						
665-2		pʰ ɛˀ						
668-2		h uː						
677-2		t a ŋ						
75-2		k u ŋ						
678-2		h uː						
682-2		m ɛ n						
493-2		z yː						
693-2		s ə						
694-2		m uː						
702-2		tɕʰ ɔ n						
704-2		m uː						
176-2		l uː						
709-2		s a						
710-2		t øˀ						
714-2		m a						
718-2		kʰ						
719-2		tɕʰ ɔ̃ː ŋ						
22-2		m yː						
723-2		tɕ i ŋ						
726-2		dʑ a ŋ						
729-2		b						
730-2		r ɛː						
739-2		pʰ iː						
740-2		b ə						
741-2		kʰ ɔ k						
744-2		a						
743-2		h ɛ n						
746-2		pʰ i ŋ						
748-2		d y k						
747-2		kʰ yː						
749-2		kʰ ɛ n						
751-2		t ɐ̃ː						
762-2		m ɛ n						
764-2		h ɛ n						
765-2		dʑ i						
788-2		l y						
615-2		l ɐ k						
803-2		s u						
802-2		w ɐ k						
808-2		b a						
809-2		tɕ i						
819-2		d y k						
821-2		s ə						
820-2		b ɐ						
828-2		s ɐ k						
827-2		dʑ yː						
835-2		n ɐ̃						
308-2		r yː						
844-2		z ə						
848-2		m u						
705-2		l uː						
613-2		i						
649-2		h ɛ k						
876-2		tɕ ɐ̃ː						
878-2		j u ŋ						
889-2		h ɔ̃ː ŋ						
898-2		n y ɔ						
902-2		h ɔ̃ː ŋ						
910-2		ɛ n						
916-2		r iː						
919-2		r ɛː						
922-2		s i k						
930-2		tɕʰ ɔː						
933-2		k ɛ̃ĩ						
939-2		r ɛ k						
947-2		w ɛ n						
948-2		n u						
963-2		z uː						
967-2		tɕʰ y k						
969-2		s a						
970-2		kʰ u k						
972-2		n ə						
731-2		m yː						
973-2		dʑ i ŋ						
974-2		n ɐ̃						
979-2		tɕ ɐ̃ː						
182-2		kʰ yː						
993-2		n ə						
994-2		j yː						
1001-2		z ɐ						
1002-2		d u						
1005-2		tɕʰ yː						
1009-2		kʰ ɔː						
1022-2		s						
1021-2		dʑ u k						
1043-2		j u ŋ						
1049-2		t aː						
1065-2		tɕʰ i ŋ						
1068-2		j ɔː						
1077-2		l y ŋ						
1081-2		r ɔ̃ː ŋ						
1084-2		h i ŋ						
1092-2		m ɛ						
1091-2		tɕʰ iː						
1096-2		n ə						
1097-2		dʑ yː						
1102-2		n ɛː						
1104-2		tʰ øː						
1108-2		tɕʰ ɐ k						
552-2		dʑ uː						
1111-2		b ɐ						
1116-2		s ɐ̃ː						
722-2		kʰ ɔː						
1141-2		j ɔ̃ː						
1147-2		b ə						
1146-2		z ɔː						
1150-2		h a ŋ						
1151-2		ɔ̃ː ŋ						
1158-2		h ɐ k						
1159-2		pʰ ɔ̃ː ŋ						
1164-2		tʰ						
1163-2		r uː						
1167-2		z a ŋ						
1171-2		l ɛː						
1177-2		z yː						
1187-2		kʰ ɐ̃ː						
1189-2		n i k						
52-2		kʰ uː						
1195-2		z iː						
1203-2		tʰ y k						
1211-2		j ɔː						
329-2		r ɔˀ						
1217-2		m ə						
72-2		kʰ uː						
1218-2		tɕʰ i k						
1222-2		tɕʰ eː						
1229-2		dʑ ɐ ŋ						
1238-2		d ɔ̃ː ŋ						
1249-2		n iː						
1252-2		j uː						
1254-2		n ə						
1253-2		s ø m						
1257-2		kʰ ɔː						
1263-2		dʑ ə						
1266-2		dʑ ɐ k						
584-2		t u ŋ						
7-2		w aː						
1191-2		l a ŋ						
18-2		dʑ i						
33-2		n ə						
74-2		t a						
81-2		s ɛ n						
83-2		m y k						
104-2		m ə						
123-2		tɕʰ ə						
122-2		h ɛ						
121-2		m ɐ						
154-2		tɕʰ ɔː						
161-2		kʰ iː						
170-2		dʑ ɛ ʔ						
91-2		a						
181-2		n øː						
186-2		dʑ ə						
191-2		z ə						
211-2		b a						
210-2		kʰ ɐ̃ː						
217-2		k a						
221-2		n yː						
233-2		d u						
246-2		t yː						
252-2		tɕʰ ɛ n						
253-2		r ɛ n						
261-2		b a						
262-2		j yː						
281-2		tɕ ɐ k						
287-2		l øː						
288-2		l uː						
292-2		d ɐ						
297-2		kʰ ɔ						
332-2		b uː						
342-2		ɔ						
358-2		j u ŋ						
366-2		s ə						
378-2		tɕʰ ɐ̃						
382-2		m iː						
392-2		dʑ ɔ k						
397-2		b oː						
437-2		h øː						
444-2		pʰ l ɐ k						
465-2		tɕʰ i						
471-2		m a ŋ						
477-2		d ə						
478-2		r ɔː						
481-2		dʑ a						
483-2		z ɛ n						
500-2		m i ŋ						
511-2		kʰ						
525-2		tɕʰ iː						
542-2		dʑ ɔː						
625-2		r ɔ ŋ						
638-2		n u						
640-2		tɕʰ ɛ̃ː						
656-2		z ə						
657-2		d u ŋ						
818-2		tʰ ɛ k						
825-2		tʰ a						
839-2		tɕʰ ɐ						
841-2		j eˀ						
932-2		s a						
1-3			g a					
5-3			n a					
4-3			tʰ j i					
6-3			ŋ a ŋ					
15-3			b i					
55-3			l ɔ					
56-3			ɔ					
60-3			ɕ i					
61-3			kʰ u ŋ					
80-3			tɕʰ ɔ k					
87-3			tɕʰ a					
86-3			pʰ a					
92-3			pʰ l a					
102-3			m ei					
106-3			pʰ ɔ k					
108-3			d a					
107-3			h a					
112-3			pʰ a m					
115-3			ɕ a					
114-3			tʰ ɔ ŋ					
120-3			d a					
124-3			ɔ					
125-3			t ɔ					
132-3			h i					
131-3			l i ŋ					
136-3			m a					
134-3			kʰ a k					
137-3			ɔ					
138-3			d ɔ k					
140-3			h a					
143-3			tɕʰ a k					
145-3			tɕʰ a m					
147-3			h ui					
149-3			m i k					
153-3			ɕ a					
152-3			kʰ ɛ n					
158-3			kʰ i s					
163-3			l i					
164-3			ɲ u					
167-3			pʰ a ŋ					
171-3			ɲ u ŋ					
172-3			b u k					
173-3			tʰ a ŋ					
183-3			l ei					
185-3			m a					
188-3			kʰ u n					
189-3			ts u ŋ					
193-3			h ai					
196-3			m ɔ n					
199-3			ɕ ei					
200-3			kʰ ɛ n					
201-3			kʰ i					
202-3			kʰ u n					
203-3			tʰ ɔ ŋ					
204-3			p u					
206-3			ɲ a m					
117-3			p ɔ u					
146-3			kʰ e					
219-3			h a					
218-3			ɕ i k					
224-3			m ɔ ŋ					
240-3			tɕʰ a k					
244-3			j ɔ t					
255-3			t a s					
260-3			b a t					
263-3			l u					
269-3			dʑ ɛ k					
271-3			tʰ a					
209-3			kʰ e					
277-3			m ɛ m					
278-3			m ɔ ŋ					
135-3			d a					
284-3			m ɔ p					
797-3			ɔ					
290-3			l i ŋ					
289-3			kʰ i k					
296-3			ɕ i					
310-3			ɕ ɔ					
319-3			ɔ					
325-3			l e					
327-3			tʰ j a					
331-3			kʰ u					
337-3			b i n					
338-3			l i ŋ					
339-3			ɔ					
350-3			kʰ u s					
349-3			t u ŋ					
357-3			ɕ a					
355-3			ɔ					
363-3			m a n					
361-3			tʰ a					
365-3			s a					
364-3			g ɛ t					
375-3			l ɔ k					
379-3			ɕ ɛ t					
380-3			kʰ u n					
396-3			j a					
400-3			m a					
405-3			d a ŋ					
404-3			s u m					
409-3			l ɛ k					
410-3			h i k					
415-3			p a					
416-3			p a					
101-3			ɲ a ŋ					
37-3			kʰ a					
424-3			pʰ ei					
434-3			tɕʰ a m					
445-3			p a					
446-3			ɕ ɔ					
451-3			t a					
457-3			n a m					
456-3			b a					
464-3			pʰ ɕ i ŋ					
473-3			ɕ ɔ					
474-3			ɔ ŋ					
479-3			s ɛ ŋ					
489-3			j ɔ					
490-3			h ɔ n					
494-3			ɕ a					
503-3			kʰ u s					
502-3			ɕ a ŋ					
235-3			l u ŋ					
519-3			l ɔ					
523-3			u k					
527-3			kʰ ɛ ŋ					
538-3			ɕ					
544-3			w a m					
850-3			ɔ					
554-3			b a					
553-3			d u ŋ					
558-3			kʰ a m					
561-3			ɕ a ŋ					
562-3			p a					
564-3			j ei					
567-3			m a					
570-3			pʰ u					
575-3			u					
582-3			l ei					
585-3			ɔ t					
589-3			kʰ u m					
593-3			d e					
594-3			l a ŋ					
595-3			tʰ a ŋ					
596-3			ɲ a k					
598-3			ʑ a t					
599-3			d i m					
602-3			ʑ ei					
603-3			l a					
606-3			s u m					
605-3			p a u					
620-3			l a					
637-3			pʰ a k					
639-3			dʑ u					
645-3			kʰ u s					
646-3			l ɛ ŋ					
168-3			h ɛ k					
658-3			h a n					
665-3			pʰ a					
668-3			h a					
677-3			t a ŋ					
75-3			kʰ ɔ ŋ					
678-3			ɕ a					
682-3			m ɛ n					
493-3			ʑ ɔ p					
693-3			ɕ a					
694-3			m a					
702-3			tɕʰ u m					
704-3			m a					
176-3			l a					
709-3			ɕ a m					
710-3			t ɔ s					
714-3			m ɛ t					
718-3			kʰ u s					
719-3			tɕʰ a m					
22-3			m ɔ p					
723-3			ts u ŋ					
726-3			b j ɛ ŋ					
729-3			p u					
730-3			d i					
739-3			pʰ l ɔ					
740-3			b a					
741-3			kʰ ɔ p					
744-3			ɔ					
743-3			h ɛ n					
746-3			pʰ ɔ ŋ					
748-3			d ɛ					
747-3			kʰ u					
749-3			kʰ ɛ n					
751-3			t ɔ					
762-3			m ɛ n					
764-3			h ɛ n					
765-3			b i					
788-3			l a m					
615-3			l a k					
803-3			ɕ a					
802-3			w a k					
808-3			b a					
809-3			ts i					
819-3			d u k					
821-3			ɕ a					
820-3			p ei					
828-3			ɕ a k					
827-3			p u					
835-3			h a s					
308-3			d u					
844-3			ʑ i p					
848-3			m a					
705-3			l a					
613-3			ɔ					
649-3			h ɛ k					
876-3			ɕ ɔ					
878-3			j ɔ ŋ					
889-3			h a m					
898-3			h u k					
902-3			h a ŋ					
910-3			ɛ n					
916-3			l ɔ					
919-3			l ei					
922-3			ɕ i k					
930-3			tɕʰ u					
933-3			kʰ ei					
939-3			d ɛ k					
947-3			w ɛ n					
948-3			n ɔu					
963-3			ʑ a					
967-3			tɕʰ u k					
969-3			ɕ a					
970-3			kʰ ɔ k					
972-3			n i n					
731-3			m ɔ p					
973-3			b i ŋ					
974-3			h a s					
979-3			tɕ ɛ n					
182-3			kʰ u					
993-3			n i n					
994-3			j ɔ p					
1001-3			ɕ a					
1002-3			d a					
1005-3			tɕʰ u					
1009-3			kʰ a					
1022-3			ɕ a					
1021-3			j ɔ k					
1043-3			m ɔ ŋ					
1049-3			t ei					
1065-3			kʰ i ŋ					
1068-3			j u					
1077-3			l u ŋ					
1081-3			l a ŋ					
1084-3			ɕ i ŋ					
1092-3			m ei					
1091-3			ɕ ɔ					
1096-3			n i ŋ					
1097-3			g u					
1102-3			ɲ ui					
1104-3			tʰ a ŋ					
1108-3			tɕʰ a k					
552-3			dʑ a					
1111-3			b ei					
1116-3			s ɔ n					
722-3			kʰ a					
1141-3			j a ŋ					
1147-3			pʰ a					
1146-3			dʑ ɔ p					
1150-3			h a ŋ					
1151-3			ɔ m					
1158-3			h a k					
1159-3			pʰ u m					
1164-3			tʰ e					
1163-3			l a					
1167-3			s a ŋ					
1171-3			l ui					
1177-3			ɕ i p					
1187-3			kʰ ai					
1189-3			ɲ i k					
52-3			kʰ a					
1195-3			ʑ ɔ p					
1203-3			t u					
1211-3			j ɔ					
329-3			w ɔ					
1217-3			m a ŋ					
72-3			kʰ a					
1218-3			t i k					
1222-3			tɕʰ a					
1229-3			dʑ a m					
1238-3			d a ŋ					
1249-3			ɲ ɔ					
1252-3			j a					
1254-3			n i n					
1253-3			ɕ u m					
1257-3			kʰ u s					
1263-3			dʑ a					
1266-3			dʑ a k					
584-3			t ɔ m					
7-3			w ui					
1191-3			l a ŋ					
13-3			tɕʰ a					
18-3			p a					
33-3			pʰ a m					
74-3			t a n					
83-3			m i k					
89-3			d ɔ ŋ					
90-3			j a p					
104-3			m a					
123-3			tɕʰ a					
122-3			kʰ u s					
121-3			m a					
154-3			tɕʰ a					
159-3			ɕ a					
161-3			kʰ ɔ					
170-3			g ɛ t					
91-3			ɔ					
181-3			n a					
191-3			ɕ a					
211-3			p a					
210-3			kʰ ɔ n					
217-3			kʰ a					
233-3			d a					
246-3			t ɔ					
252-3			tɕ ɛ n					
253-3			l a m					
261-3			b u					
262-3			ɔ					
292-3			d i k					
297-3			kʰ ɔ k					
311-3			t ɔ					
332-3			p a					
342-3			u k					
358-3			j ɔ ŋ					
378-3			tɕʰ a s					
382-3			m ei					
397-3			b a					
437-3			ɕ a					
444-3			pʰ a k					
465-3			t i t					
471-3			m a ŋ					
477-3			d a					
478-3			l ɔ					
483-3			z ɛ n					
500-3			m i ŋ					
511-3			kʰ u					
525-3			tɕʰ ɔ					
625-3			d ɔ ŋ					
638-3			n a ŋ					
640-3			ɕ i ŋ					
659-3			d a					
711-3			s u					
745-3			n a m					
818-3			tʰ j e					
825-3			tʰ e					
841-3			j a					
894-3			b u					
932-3			ɕ a					
1-4				g uː				
5-4				n aː				
4-4				tʰ ɐ k				
6-4				n a ŋ				
15-4				dʑ i				
55-4				r ɔ				
56-4				a				
60-4				s aː				
61-4				kʰ y ŋ				
80-4				ɖʐ ɔ k				
87-4				tsʰ ɐ				
86-4				pʰ u				
92-4				pʰ a				
102-4				m a				
106-4				pʰ u k				
108-4				d a				
107-4				h ɐ				
112-4				pʰ a ŋ				
115-4				ʂ uː				
114-4				t u ŋ				
120-4				t u				
124-4				a				
125-4				tʰ ɔ				
132-4				s ə				
131-4				r ĩː				
136-4				b ə				
134-4				kʰ ɐ k				
137-4				a				
138-4				d ɔ k				
140-4				x uː				
143-4				tɕʰ ɐ k				
145-4				tsʰ ɔ̃ː				
147-4				x aː				
149-4				f i k				
153-4				ʂ uː				
152-4				kʰ ɛ n				
158-4				kʰ i k				
163-4				r yː				
164-4				ɲ yː				
167-4				pʰ aː				
171-4				n y ŋ				
172-4				b y k				
173-4				tʰ øː				
183-4				r aː				
185-4				m uː				
188-4				g y				
189-4				ts i ŋ				
193-4				x ɐː				
196-4				m ɐ̃ː				
199-4				tsʰ aː				
200-4				kʰ a				
201-4				kʰ i				
202-4				g ə				
203-4				t u				
204-4				b yː				
206-4				n a m				
117-4				b yː				
146-4				kʰ eː				
219-4				b ə				
218-4				kʰ aː				
224-4				m ɔ̃ː				
240-4				tɕʰ ɐ k				
244-4				j ɐˀ				
255-4				t ɐ̃				
260-4				b a				
263-4				r ɔː				
269-4				ɖʐ ɛ k				
271-4				tʰ ɐ k				
209-4				ʈʂʰ eː				
277-4				m a				
278-4				b u ŋ				
135-4				d ə				
284-4				m yː				
797-4				a				
290-4				l a ŋ				
289-4				kʰ i k				
296-4				ɲ y				
310-4				ʂ iː				
319-4				iː				
325-4				r ə				
327-4				tʰ aː				
331-4				kʰ ɔː				
337-4				b a ŋ				
338-4				n ə				
339-4				ɔ̃ː				
350-4				g ə				
349-4				tʰ y ŋ				
357-4				tsʰ u				
355-4				a				
363-4				b ə				
361-4				tʰ ɐː				
365-4				s a ɹ				
364-4				ʥ ɛ ʔ				
375-4				r ɔ k				
379-4				ʂ ɛ t				
380-4				kʰ a				
396-4				j ɐː				
400-4				m uː				
405-4				d a ŋ				
404-4				s ø m				
409-4				r ɛ k				
410-4				f k				
415-4				b a				
416-4				b a				
101-4				n u				
37-4				kʰ uː				
424-4				x aː				
434-4				tɕʰ a n				
445-4				b ə				
446-4				ʂ iː				
451-4				t u				
457-4				n a m				
456-4				b a				
464-4				pʰ i ŋ				
473-4				tsʰ iː				
474-4				ɔ ŋ				
479-4				s i ŋ				
489-4				j ɐ				
490-4				j ɐ̃ː				
494-4				ʂ y				
503-4				g ə				
502-4				z a ŋ				
235-4				l y ŋ				
519-4				r iː				
523-4				u k				
527-4				ʈʂʰ ɛ ŋ				
538-4				ʂ				
544-4				j a m				
850-4				a				
554-4				dʑ ə				
553-4				r u ŋ				
558-4				kʰ ɔ̃ː				
561-4				ʂ uː				
562-4				dʑ ɐ				
564-4				j aː				
567-4				m a				
570-4				pʰ yː				
575-4				ɐː				
582-4				l ɐ				
585-4				ɐˀ				
589-4				kʰ ø n				
593-4				d ɛ n				
594-4				l a ŋ				
595-4				tʰ øː				
596-4				n ɔ				
598-4				ʐ ɛ t				
