COGID	dutch	english	french	german
1131-2		w ɔ l v		
1198-2		b eɪ d d		
2032-2		h ɔː r n		
2241-2		n ɔ s		
2244-2		l ɪ b		
610-2		k iː n		
945-2		h ɑː r t		
1534-2		l ɪ k		
384-2		s aɪ əʊ		
1650-2		n ɔ t		
1663-2		s əʊ l		
2279-2		l aɪ n		
471-2		s əʊ		
1385-2		s iː d		
792-2		s ɪ k		
1111-2		m ɑː s t		
197-2		s ɔ d		
2020-2		l æ ŋ		
867-2		h ʌ n d ə		
1970-2		f ɔ l		
1230-2		d r ɪ d		
2017-2		n ɪ w		
968-2		w ɛ l		
1674-2		l ɑː n d		
1671-2		h eɪ v l̩		
829-2		k l ɪ v		
1025-2		w ɔ t ə r		
1027-2		s ɪ		
1832-2		r		
-1816-2		ɔ t əʊ uː n		
-335-2		l əʊ əʊ uː n		
1043-2		s t r iː m		
1469-3			ʀ a ɛ̃	
2047-3			ʀ j ɛ̃	
2054-3			ʀ j ɛ̃ ʀ ʀ ʀ	
1375-3			l a	
760-3			v ə ɛ̃	
756-3			ʀ n y ɛ	
726-3			b u ʀ ʀ ʀ	
1351-3			f ʀ a ʀ p s e ʀ ʀ	
1353-3			f ʀ a ʀ b u ʀ ʀ ʀ	
412-3			p a t ʀ ʀ ʀ p ə ʀ	
406-3			ɛ v a ʀ ʀ ʀ u ʀ	
1005-3			ʀ i p u p e ʀ ʀ ʀ	
1012-3			ʀ i p b u ʀ ʀ ʀ	
1016-3			v ə i i ʀ ʀ ʀ ʀ	
1069-3			i	
509-3			p p l e	
693-3			ʀ u a b ʀ l	
2179-3			n y t i	
1753-3			p ə k	
1131-3			v u l	
1198-3			b u ʀ	
2032-3			ʃ j ʀ	
2241-3			n s t	
2244-3			l ə p	
610-3			k ɛ̃	
945-3			ʃ ɑ̃ t	
1534-3			l ə k	
384-3			ʀ i k e	
1650-3			n ɔ ɛ	
1663-3			ʀ l	
2279-3			l a n y	
471-3			ʀ i ʀ e	
1385-3			ʀ a	
792-3			e i k	
1111-3			s a t i	
197-3			ʀ ʊ i ʀ	
2020-3			l a	
867-3			ʃ j ɛ̃ i ʀ ʀ	
1970-3			p u l	
1230-3			ʀ y t ʀ e	
2017-3			n y t	
1469-4				z a n t
2047-4				z ʊ n ə
2054-4				t ʊ n d ə r
1375-4				l ai x t ə
760-4				v ɪ n t
756-4				ʃ n eː
726-4				m au t ə r
1351-4				ɡ r a t + ə f t n r
1353-4				ɡ r a t + m ʊ t ə r
412-4				ʃ aː iː ɡ ə r n t + l oː
406-4				ʃ ʊ n n ə ə ɪ t + l oː
1005-4				ʃ t iː f ə f t n r
1012-4				ʃ s iː f + m ʊ t ə r
1016-4				v ai t ɔy ə n + ɛ
1069-4				ɪ x
509-4				f ɔ l n n
693-4				m au l + ɛ ŋ
2179-4				n ɛ s t
1753-4				f ɪ ʃ
1131-4				v ɔ l f
1198-4				b aː r t ə
2032-4				h oː r n
2241-4				n a s
2244-4				l ɪ f ə
610-4				k ɪ
945-4				h ɛ r t
1534-4				l ɪ k ə n
384-4				z au k ə n
1650-4				n oː t
1663-4				z s l ts
2279-4				l ɪ n ɪ n
471-4				z ɛː x ə n
1385-4				z aː t ə
792-4				j ʊ k
1111-4				m aː s t
197-4				z au t ə
2020-4				l a ŋ
867-4				h oː n t ə r t
1970-4				f l l
1230-4				d ɛː r t ə ʊ
2017-4				n iː v
968-4				v ɛ r ə l t
1674-4				l a n t
1671-4				h ʏ f ə l
829-4				k l ɪ f
1025-4				v aː t ə r
1027-4				z iː
1832-4				r oː f
-1816-4				au ʃ eː ə n n
-335-4				l aː ɡ ʊ n ə n
1043-4				ʃ t r ɔy m
