COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
2163-2		kʰ o n														
2181-2		n a m														
2060-2		ʔ au̯ m														
410-2		d														
1841-2		m ɔi̯														
2017-2		h ɔi̯														
1004-2		au̯ ə														
614-2		b o h														
686-2		b l ɔi̯														
88-2		k a ʔ														
872-2		n ə ŋ														
1891-2		d ə														
68-2		b ɔi̯ m														
631-2		b ə n														
594-2		k ə														
1759-2		h a ɣ														
805-2		k ə ŋ														
756-2		h a k														
1201-2		m au̯ ʔ														
2042-2		ʔ ə														
1968-2		d a ʔ														
2000-2		l ə ŋ														
17-2		ʔ a ʔ														
4-2		a əː m														
788-2		d														
1219-2		h ɔi̯ m														
141-2		ʔ ə ŋ														
541-2		b ɣ kʰ a ŋ														
1687-2		h o n														
123-2		a ə m														
1652-2		dʑ ə n														
576-2		ŋ a														
1738-2		d a k														
442-2		h au̯ m														
368-2		d kʰ a ŋ														
1778-2		b a ʔ														
957-2		n a p														
1704-2		ʔ ɔi̯ ʔ														
304-2		tɕ a m														
1796-2		dʑ a ŋ														
720-2		d h														
287-2		k ə b														
321-2		k eː h														
206-2		d o ʔ														
1950-2		ʔ au̯														
665-2		a au̯ n														
703-2		n o ʔ														
1290-2		m														
1391-2		k a ʔ														
269-2		k a ʔ														
855-2		dʑ a n														
2078-2		b ə														
2213-2		m a														
1111-2		b														
485-2		ŋ														
1356-2		m o h														
1093-2		d o ŋ														
1063-2		d au̯ m														
648-2		dʑ eː ŋ														
223-2		k au̯ n														
1248-2		tɕ eː														
1509-2		d a n														
504-2		dʑ o h														
2130-2		b ɔi̯														
1-2		ʔ b														
386-2		o k														
1411-2		ʔ o														
1027-2		k a ʔ														
2077-2		m ɔ														
1459-2		k l														
1323-2		m əː														
975-2		ɣ a h														
940-2		ŋ b h														
1476-2		ʔ a h														
1923-2		n au̯														
105-2		ʔ a ŋ														
1431-2		ʔ ɔi̯														
37-2		a d ŋ														
1152-2		b a														
1814-2		m a ɣ														
1183-2		n a n														
1430-2		d ɔ														
1721-2		ɣ a ʔ														
1617-2		b o ʔ														
1564-2		b a ʔ														
2111-2		l a														
1563-2		b a														
1859-3			n ai̯													
175-3			h ə													
241-3			ʔ o ʔ													
2163-3			kʰ o													
2181-3			n ə m													
2060-3			ʔ kʰ m													
410-3			d													
1841-3			m i													
2017-3			h i													
1004-3			k d													
614-3			b o h													
686-3			b k i													
88-3			s ɔːi̯ ʔ													
872-3			n ə ŋ													
1891-3			d d													
68-3			s i m													
631-3			b ə n													
594-3			s d													
1759-3			h ə n													
805-3			s a n													
756-3			h ɔːi̯ ʔ													
1201-3			m o ʔ													
2042-3			ʔ a													
1968-3			d a ʔ													
2000-3			r d ŋ													
17-3			t a t													
4-3			o m													
788-3			d ai̯													
1219-3			h i m													
141-3			ʔ d ŋ													
541-3			b r j a ŋ													
1687-3			h o													
123-3			d m													
1652-3			tɕ a n													
576-3			n ɔː													
1738-3			d ə ʔ													
442-3			h s m													
368-3			d j a ŋ													
1778-3			b a t													
957-3			n a b													
1704-3			ʔ i ʔ													
304-3			j a m													
1796-3			tɕ ɔːi̯ ŋ													
720-3			d h													
287-3			ʔ ə b													
321-3			s ə h													
206-3			d o ʔ													
1950-3			ʔ oːi̯													
665-3			o n													
703-3			n o ʔ													
1290-3			m													
1391-3			ʔ ɔːi̯ t													
269-3			s a t													
855-3			tɕ a n													
2078-3			s a													
2213-3			m ai̯													
1858-3			s ə													
1151-3			s j a													
737-3			b ə d													
340-3			s oː													
1111-3			s ai̯													
485-3			n													
1356-3			m o h													
1093-3			d o n													
1063-3			d s m													
648-3			tɕ kʰ n													
223-3			s ɔː n													
1248-3			tɕ ə													
1509-3			d ɔːi̯ n													
504-3			tɕ o h													
1-3			ʔ oː													
386-3			o ʔ													
1411-3			ʔ o													
1027-3			s a ʔ													
2077-3			m ə													
1459-3			o k													
1323-3			m ə													
1538-3			r j a h													
975-3			r ə h													
940-3			n b h													
1476-3			ʔ ə h													
105-3			t ɔːi̯ ŋ													
1431-3			ʔ i													
37-3			d ŋ													
1152-3			b a													
1814-3			m a n													
1890-3			s ə													
1430-3			d ɔːi̯													
1721-3			ʔ ɔː ʔ													
1617-3			b o ʔ													
1564-3			b ɔː ʔ													
1028-3			ʔ ə													
1563-3			s ə													
1859-4				ŋ												
175-4				k a												
241-4				ʔ o ʔ												
2163-4				p o n												
2181-4				n ə m												
2060-4				ʔ oː m												
410-4				t												
1841-4				m aːu̯												
2017-4				h												
1004-4				t												
614-4				p o h												
686-4				p l												
88-4				k ɔ ʔ												
872-4				n ə ŋ												
1891-4				t t												
68-4				ʐ m												
631-4				p ə n												
594-4				k t												
1759-4				h a ŋ												
805-4				k ə ŋ												
756-4				h u k												
1201-4				m o ʔ												
2042-4				ʔ ə												
1968-4				t ə ʔ												
2000-4				ai̯ t ŋ												
17-4				a n												
4-4				əː m												
788-4				t												
1219-4				h m												
141-4				ʔ t ŋ												
541-4				p ai̯ j ə ŋ												
1687-4				h o n												
123-4				t m												
1652-4				tɕ ə ŋ												
576-4				ŋ oː												
1738-4				t a k												
442-4				h oː m												
368-4				t j ə ŋ												
1778-4				p a n												
957-4				n ə p												
1704-4				ʔ ə ʔ												
304-4				j ɔ m												
1796-4				tɕ ɔ ŋ												
720-4				t h												
287-4				k ə p												
321-4				o o h												
206-4				t o ʔ												
1950-4				ʔ oː												
665-4				oː n												
703-4				n o ʔ												
1290-4				m												
1391-4				k ɔ												
269-4				k ə												
855-4				tɕ a n												
2078-4				ʐ ə												
2213-4				m												
1858-4				ʐ ə												
1151-4				k j ə n												
737-4				p ə												
340-4				ʔ o												
1111-4				ʐ												
485-4				ŋ p												
1356-4				m o h												
1093-4				t o ŋ												
1063-4				t oː m												
648-4				tɕ ə ŋ												
223-4				k oː n												
1509-4				t ŋ												
504-4				tɕ o h												
2130-4				ʐ												
1-4				ʔ au̯												
386-4				o k												
1411-4				ʔ o												
1027-4				k a ʔ												
2077-4				m ɔ												
1459-4				k l p												
975-4				ʐ a h												
940-4				ŋ p h												
1476-4				ʔ ə h												
1923-4				n j												
105-4				ɔ ŋ												
1431-4				ʔ aːu̯												
37-4				t ŋ												
1152-4				p a												
1183-4				n oː n												
1430-4				t u												
1721-4				ʔ ɔ ʔ												
1617-4				b o ʔ												
1028-4				ʔ a												
2111-4				l ɔ												
1859-5					ŋ ei̯											
175-5					k a											
241-5					ʔ o ʔ											
2163-5					kʰ o n											
2181-5					nˀ a m											
2060-5					ʔ oː m											
410-5					d											
1841-5					m ei̯											
2017-5					h ei̯											
1004-5					p ʔ											
614-5					b o h											
686-5					b l ei̯											
88-5					k a ʔ											
872-5					nˀ ə ŋ											
1891-5					ɗ ʔ											
68-5					s i m											
631-5					b ə n											
594-5					k ʔ											
1759-5					h a ŋ											
805-5					k ei̯ ŋ											
756-5					h ɔ k											
1201-5					m oː ʔ											
2042-5					ʔ a											
1968-5					ɗ a ʔ											
2000-5					r̥ ɗ ŋ											
17-5					ʔ a ʔ											
4-5					o m											
788-5					ɗ ei̯											
1219-5					h i m											
141-5					ʔ ɗ ŋ											
541-5					b r j a ŋ											
1687-5					h uː n											
123-5					ɗ m											
1652-5					dʑ ei̯ ŋ											
576-5					ŋ a											
1738-5					ɗ a k											
442-5					h oː m											
368-5					d j a ŋ											
1778-5					b a ʔ											
957-5					nˀ a b											
1704-5					ʔ ei̯ ʔ											
304-5					j a m											
1796-5					dʑ a ŋ											
720-5					d p h											
287-5					k a b											
321-5					k o h											
206-5					ɗ o ʔ											
1950-5					ʔ oː											
665-5					oː n											
703-5					nˀ o ʔ											
1290-5					m											
1391-5					k ɔ t											
269-5					k a t											
855-5					dʑ a nˀ											
2078-5					s ei̯											
2213-5					m ei̯											
1858-5					s a											
1151-5					k j a n											
737-5					b ə ei̯											
340-5					s kʰ											
1111-5					s ei̯											
485-5					ŋ											
1356-5					u h											
1093-5					d o ŋ											
1063-5					ɗ oː m											
648-5					dʑ ɔ ŋ											
223-5					k oː nˀ											
1248-5					dʑ ŋ											
1509-5					d ei̯ ŋ											
504-5					dʑ o h											
2130-5					s ei̯											
1-5					ʔ oː											
1411-5					ʔ o											
2077-5					m ɔ h											
1323-5					r											
1538-5					r j a h											
1923-5					nˀ i											
37-5					d ŋ											
1152-5					p l a											
1814-5					m a ŋ											
1890-5					s a											
1564-5					b u ʔ											
1597-5					s a ŋ											
1859-6						ŋ iː										
175-6						k a										
241-6						ʔ o ʔ										
2163-6						kʰ o n										
2181-6						n a m										
2060-6						ʔ o m										
410-6						ɗ										
1841-6						m ei̯										
2017-6						h ei̯										
1004-6						p əː										
614-6						b o h										
686-6						b r ei̯										
88-6						k o ʔ										
872-6						n o ŋ										
1891-6						ɗ əː										
68-6						s iː m										
631-6						b a n										
594-6						k əː										
1759-6						h a ŋ										
805-6						k iː ŋ										
756-6						h o ʔ										
1201-6						m o ʔ										
2042-6						ʔ a										
1968-6						ɗ a ʔ										
2000-6						r əː ŋ										
17-6						h a n										
4-6						əː m										
788-6						ɗ iː										
1219-6						h iː m										
141-6						ʔ əː ŋ										
541-6						b r j a ŋ										
1687-6						h o n										
123-6						əː m										
1652-6						dʑ iː ŋ										
576-6						ŋ a										
1738-6						ɗ a k										
442-6						h o m										
368-6						d j a ŋ										
1778-6						b a n										
957-6						n a p										
1704-6						ʔ iː ʔ										
304-6						j a m										
1796-6						dʑ ɔ ŋ										
720-6						d p h										
287-6						k a p p										
321-6						k əː h										
206-6						ɗ o ʔ										
1950-6						ʔ w										
665-6						o n										
703-6						n o ʔ										
1290-6						m										
1391-6						k ɔ t										
269-6						k a t										
855-6						dʑ a n										
2078-6						s a										
2213-6						m iː										
1858-6						s a										
1151-6						k j a n										
737-6						b r iː										
340-6						s o										
1111-6						s iː										
1093-6						d o ŋ										
1063-6						ɗ o m										
648-6						dʑ ə ŋ										
1248-6						dʑ ŋ										
1509-6						d ɔ ŋ										
504-6						dʑ o h										
2130-6						s ei̯										
1-6						ʔ ou̯										
1411-6						ʔ o										
2077-6						m a										
1323-6						r ŋ										
1538-6						r j a h										
1923-6						n iː										
37-6						d ŋ										
1152-6						b l a										
1814-6						m a ŋ										
1597-6						s ɔ ŋ										
1859-7							ŋ ɛː									
175-7							k a									
241-7							ʔ o ʔ									
2163-7							o o n									
2181-7							n a m									
2060-7							ʔ ɔ m									
410-7							d									
1841-7							m aːu̯									
2017-7							h aːu̯									
1004-7							l ə									
614-7							b o h									
686-7							b l ɛː									
88-7							k a ʔ									
872-7							n ə ŋ									
1891-7							t ə									
68-7							s ɛː m									
631-7							b ə n									
594-7							k ə									
1759-7							h a ŋ									
805-7							k ə ŋ									
756-7							h ɔ k									
1201-7							m o ʔ									
2042-7							ʔ ə									
1968-7							t a ʔ									
2000-7							l t ŋ									
17-7							n a n									
4-7							əː m									
788-7							t									
1219-7							h ɛː m									
141-7							ʔ t ŋ									
541-7							b tɕ j a ŋ									
1687-7							h o n									
123-7							t m									
1652-7							tɕ ə ŋ									
576-7							ŋ ɔ									
1738-7							t a k									
442-7							h ɔ m									
368-7							d j a ŋ									
1778-7							b a n									
957-7							n a									
1704-7							ʔ ɛː ʔ									
304-7							j a m									
1796-7							tɕ ɔ ŋ									
720-7							d h									
287-7							k ə b									
321-7							o o h									
206-7							d o ʔ									
1950-7							ʔ j									
665-7							o n									
703-7							n o ʔ									
1290-7							m									
1391-7							k ɔ n									
269-7							k a ʔ									
855-7							tɕ a n									
2078-7							s ə									
2213-7							m ɛː									
1858-7							s a									
1151-7							o j a n									
737-7							b ə									
340-7							s au̯									
1111-7							s									
485-7							ŋ									
1356-7							m ɔ h									
1093-7							d o ŋ									
1063-7							t ɔ m									
648-7							tɕ ə ŋ									
223-7							k ɔ n									
1248-7							tɕ ŋ									
1509-7							d a ŋ									
504-7							tɕ o h									
2130-7							s ɛː									
1-7							ʔ au̯									
386-7							o ʔ									
1411-7							ʔ o									
1027-7							k a ʔ									
1459-7							o l									
975-7							ɣ a h									
940-7							ŋ a h									
1476-7							ʔ ɔ h									
1923-7							n ɛː									
105-7							n ɔ ŋ									
1431-7							ʔ ɛː									
37-7							d ŋ									
1152-7							b ɛː a									
1183-7							n ɔ n									
1890-7							s a									
1430-7							d ɔ									
1721-7							ʔ ɔ ʔ									
1617-7							b o ʔ									
1028-7							ʔ a									
2111-7							l ɔ									
1859-8								ŋ ai̯								
175-8								k a								
241-8								ʔ o ʔ								
2163-8								kʰ o n								
2181-8								n a								
2060-8								ʔ ɔː								
410-8								t								
1841-8								ɔː								
2017-8								h ei̯								
1004-8								ai̯ t								
614-8								b o h								
686-8								b l eː								
88-8								k a ʔ								
872-8								n a ŋ								
1891-8								d t								
68-8								s i								
631-8								b e n								
594-8								k t								
1759-8								h a ŋ								
805-8								k a ŋ								
756-8								h a k								
1201-8								o ʔ								
2042-8								ʔ a								
1968-8								t a ʔ								
2000-8								r t ŋ								
17-8								ʔ a t								
4-8								ə								
788-8								d ai̯								
1219-8								l i								
141-8								ʔ t ŋ								
541-8								p r o a ŋ								
1687-8								h o n								
123-8								t								
1652-8								dʑ a ŋ								
576-8								ŋ iː								
1738-8								d a k								
442-8								h ɔː								
368-8								t o a ŋ								
1778-8								p a t								
957-8								n a p								
1704-8								ʔ ei̯ ʔ								
304-8								a								
1796-8								dʑ a ŋ								
720-8								t h								
287-8								k e p								
321-8								k o l								
206-8								t o ʔ								
1950-8								ʔ ɔː								
665-8								ɔː n								
703-8								n o ʔ								
1290-8																
1391-8								k a ʔ								
269-8								k a ʔ								
855-8								dʑ a n								
2078-8								s a								
2213-8								ai̯								
1858-8								s a								
1151-8								k a n								
737-8								p e								
340-8								s kʰ								
1111-8								s ai̯								
485-8								ŋ								
1356-8								o h								
1093-8								t o ŋ								
1063-8								t ɔː								
648-8								dʑ t ŋ								
223-8								k ɔː n								
1248-8								dʑ ŋ								
1509-8								t a ŋ								
504-8								dʑ o h								
2130-8								s ei̯								
1-8								ʔ o								
386-8								o ʔ								
1411-8								ʔ o								
1027-8								k a ʔ								
2077-8								a								
1459-8								o l								
1323-8								ə								
1538-8								r a h								
975-8								r a h								
940-8								ŋ r h								
1476-8								ʔ a h								
1923-8								n ɔː								
105-8								ʔ a ŋ								
1431-8								ʔ ɔː								
37-8								t ŋ								
1152-8								p a								
1183-8								n ɔː n								
1890-8								s a								
1430-8								t o								
1564-8								b ɔː ʔ								
1028-8								ʔ a								
2111-8								l kʰ								
1563-8								s a								
1597-8								s a ŋ								
1859-9									ŋ iːu̯							
175-9									ʔ a							
241-9									ʔ u ʔ							
2163-9									kʰ u							
2181-9									n a m							
2060-9									ʔ oː m							
410-9									d							
1841-9									m iː							
2017-9									h i							
1004-9									l ə							
614-9									b o h							
686-9									b l i							
88-9									ʔ a ʔ							
872-9									n i ŋ							
1891-9									d ə							
68-9									s oː m							
631-9									b r n							
594-9									o ə							
1759-9									h a r							
805-9									o a r							
756-9									h i ʔ							
1201-9									m o ʔ							
2042-9									ʔ i							
1968-9									d a ʔ							
2000-9									l d ŋ							
17-9									a t							
4-9									ʔ ɨː m							
788-9									d iːu̯							
1219-9									h oː m							
141-9									ʔ d ŋ							
541-9									b r l a ŋ							
1687-9									h u							
123-9									ʔ d m							
1652-9									dʑ a n							
576-9									ŋ ɔː							
1738-9									d a ʔ							
442-9									h oː m							
368-9									d l a ŋ							
1778-9									b a t							
957-9									n a p							
1704-9									ʔ iː ʔ							
304-9									l a m							
1796-9									dʑ ɔi̯ ŋ							
720-9									d p h							
287-9									ʔ a p							
321-9									o ɨː h							
206-9									d o ʔ							
1950-9									ʔ oː							
665-9									ʔ oː n							
703-9									n o ʔ							
1290-9									m							
1391-9									ʔ ɔi̯ t							
269-9									o a t							
855-9									dʑ a n							
2078-9									s i							
2213-9									m i							
1858-9									s a							
1151-9									o l a							
737-9									p a d							
340-9									s o							
485-9									ŋ							
1356-9									m u h							
1093-9									d o ŋ							
1063-9									d oː m							
648-9									dʑ u ŋ							
223-9									o oː n							
1248-9									dʑ ŋ							
504-9									dʑ o h							
2130-9									s iː							
1-9									ʔ o							
386-9									o ʔ							
1027-9									o a ʔ							
2077-9									m u h							
1459-9									o l							
1323-9									o							
1538-9									r l a h							
975-9									r a h							
940-9									ŋ p h							
1476-9									ʔ a h							
105-9									ʔ ɔi̯ ŋ							
1431-9									ʔ oː							
37-9									d ŋ							
1152-9									b l							
1814-9									m a r							
1430-9									d u							
1721-9									ʔ ɔː ʔ							
1617-9									b o ʔ							
1564-9									b ɔː ʔ							
1028-9									ʔ a							
1597-9									s ɔː ŋ							
1859-10										ŋ iː						
175-10										g a						
241-10										ʔ o ʔ						
2163-10										kʰ o						
2181-10										ʔ a m						
2060-10										ʔ ɔː m						
410-10										t						
1841-10										m ɔː						
2017-10										h e						
1004-10										b e						
614-10										b o h						
686-10										b l e						
88-10										g i ʔ						
872-10										ʔ ə ŋ						
1891-10										ɗ e						
68-10										s iː m						
631-10										b ə ŋ						
594-10										g e						
1759-10										h a ŋ						
805-10										g a ŋ						
756-10										h ə g						
1201-10										m u ʔ						
2042-10										ʔ a						
1968-10										ɗ a ʔ						
2000-10										r t ŋ						
17-10										ʔ a ʔ						
4-10										e m						
788-10										ɗ iː						
1219-10										l iː m						
141-10										ʔ t ŋ						
541-10										b r j a ŋ						
1687-10										h u						
123-10										t m						
1652-10										tɕ e ŋ						
576-10										ŋ a						
1738-10										ɗ a g						
442-10										h ɔː m						
368-10										d j a ŋ						
1778-10										ɓ a ʔ						
957-10										ʔ a ɓ						
1704-10										ʔ iː ʔ						
304-10										j a m						
1796-10										tɕ a ŋ						
720-10										t a h						
287-10										g a ɓ						
321-10										g o h						
206-10										ɗ o ʔ						
1950-10										ʔ ɔː						
665-10										ɔː						
703-10										ʔ o ʔ						
1290-10										m						
1391-10										g a ʔ						
269-10										g a ʔ						
855-10										tɕ a ʔ						
2078-10										s e						
2213-10										m iː						
1858-10										s a						
1151-10										g j a						
737-10										ɓ r						
340-10										s kʰ						
1111-10										s e						
485-10										ŋ l						
1356-10										m u h						
1093-10										t o ŋ						
1063-10										ɗ ɔː m						
648-10										tɕ ə ŋ						
223-10										g ɔː ʔ						
1248-10										tɕ ŋ						
1509-10										t ɔ ŋ						
504-10										dʑ o h						
2130-10										s e						
1-10										ʔ o						
386-10										o g						
1411-10										ʔ o						
1027-10										g a ʔ						
2077-10										m u						
1323-10										m e						
1538-10										r j a h						
37-10										t ŋ						
1152-10										b a						
1814-10										m a ŋ						
1890-10										s a						
1028-10										ʔ a						
1563-10										s a						
1859-11											ŋ ɔi̯					
175-11											k a					
241-11											ʔ o ʔ					
2163-11											o o n					
2181-11											n a m					
2060-11											ʔ oː m					
410-11											d					
1841-11											m aːu̯					
2017-11											h ɔi̯					
1004-11											ə					
614-11											b o h					
686-11											b l ɔi̯					
88-11											k a ʔ					
872-11											n a ŋ					
1891-11											t ə					
68-11											s ɔi̯ m					
631-11											b ə n					
594-11											k ə					
1759-11											h a ŋ					
805-11											k a ŋ					
756-11											h a k					
1201-11											m o ʔ					
2042-11											ʔ a					
1968-11											t a ʔ					
2000-11											t ŋ					
17-11											n a n					
4-11											əː m					
788-11											t					
1219-11											h ɔi̯ m					
141-11											ʔ t ŋ					
541-11											b tɕ j a ŋ					
1687-11											h o n					
123-11											t m					
1652-11											tɕ a ŋ					
576-11											ŋ v					
1738-11											t a k					
442-11											h o m					
368-11											d j a ŋ					
1778-11											b a n					
957-11											n a b					
1704-11											ʔ ɔi̯ ʔ					
304-11											j a m					
1796-11											tɕ a ŋ					
720-11											d h					
287-11											k ə b					
321-11											o o h					
206-11											d o ʔ					
1950-11											ʔ oː					
665-11											oː n					
703-11											n o ʔ					
1290-11											m					
1391-11											k a n					
269-11											k a ʔ					
855-11											tɕ a n					
2078-11											s a					
2213-11											m ɔi̯					
1858-11											s a					
1151-11											k j a n					
737-11											b a					
340-11											s au̯					
1111-11											s ɔi̯					
485-11											ŋ					
1356-11											m o h					
1093-11											d o ŋ					
648-11											tɕ əː ŋ					
223-11											k oː n					
1248-11											tɕ ŋ					
1509-11											d ɔi̯ ŋ					
504-11											tɕ o h					
2130-11											s ɔi̯					
1-11											ʔ au̯					
386-11											o k					
1411-11											ʔ o					
1027-11											k a ʔ					
2077-11											m ɔ h					
1459-11											o l					
1538-11											h j a h					
975-11											ŋ a h					
940-11											ŋ a h					
1476-11											ʔ a h					
1923-11											n ɔi̯					
105-11											n ɔ ŋ					
1431-11											ʔ ɔi̯					
37-11											d ŋ					
1152-11											b a					
1183-11											n oː n					
1890-11											s a					
1430-11											d u					
1721-11											ʔ ɔ ʔ					
1617-11											b o ʔ					
1028-11											ʔ a					
2111-11											l a					
1597-11											s v ŋ					
1859-12												ŋ ɛ				
175-12												k a				
241-12												ʔ o ʔ				
2163-12												kʰ o				
2181-12												n a m				
2060-12												ʔ w m				
410-12												t				
1841-12												m w				
2017-12												h				
1004-12												ə				
614-12												b o h				
686-12												b l ɛ				
88-12												s a ʔ				
872-12												n ə ŋ				
1891-12												t ə				
68-12												s ɛ m				
631-12												b ə n				
594-12												s ə				
1759-12												h a ŋ				
805-12												s ɛ ŋ				
756-12												h kʰ ʔ				
1201-12												m w ʔ				
2042-12												ʔ ɛ				
1968-12												t a ʔ				
2000-12												r t ŋ				
17-12												v a t				
4-12												ə m				
788-12												t ɛ				
1219-12												h ɛ m				
141-12												ʔ t ŋ				
541-12												p r j a ŋ				
1687-12												h o				
123-12												t m				
1652-12												c ɛ ŋ				
576-12												ŋ ɔ				
1738-12												t a k				
442-12												h w m				
368-12												t j a ŋ				
1778-12												p a t				
957-12												n a p				
1704-12												ʔ ɛ ʔ				
304-12												j a m				
1796-12												c a ŋ				
720-12												t a h				
287-12												s a p				
321-12												o ə h				
206-12												t o ʔ				
1950-12												ʔ w				
665-12												w n				
703-12												n o ʔ				
1290-12												m				
1391-12												k a ʔ				
269-12												s a ʔ				
855-12												c a n				
2078-12												s ɛ				
2213-12												m ɛ				
1858-12												s a				
1151-12												s j a				
737-12												p a				
340-12												s u				
1111-12												s ɛ				
485-12												ŋ				
1356-12												m u h				
1093-12												t o ŋ				
1063-12												t w m				
648-12												c c ŋ				
223-12												s w n				
1248-12												c ə				
1509-12												t ŋ				
504-12												c o h				
2130-12												s ɛ				
1-12												ʔ w				
386-12												o ʔ				
1411-12												ʔ o				
1027-12												s a ʔ				
2077-12												m u				
1459-12												s l				
1323-12												r ə				
1538-12												r j a h				
975-12												ɲ a h				
940-12												ŋ ɛ h				
1476-12												ʔ a h				
1923-12												n ɛ				
105-12												v a ŋ				
1431-12												ʔ ɛ				
1814-12												m a ŋ				
1183-12												n w n				
1890-12												s a				
1430-12												t c				
1721-12												ʔ ɔ ʔ				
1617-12												p o ʔ				
1564-12												b w ʔ				
1028-12												ʔ a				
2111-12												l u				
1563-12												s a				
1597-12												s a ŋ				
1859-13													k ɛ			
175-13													kʰ a			
241-13													ʔ o ʔ			
2163-13													kʰ o			
2181-13													n a m			
2060-13													ʔ w m			
410-13																
1841-13													m t			
2017-13													ɛ			
1004-13													l ə			
614-13													p o			
686-13													p l ɛ			
88-13													s a ʔ			
872-13													n ɛ k			
1891-13													ə			
68-13													s ɛ m			
631-13													p ə n			
594-13													s ə			
1759-13													a n			
805-13													kʰ ɛ n			
756-13													ɛ ʔ			
1201-13													m w ʔ			
2042-13													ʔ t			
1968-13													a ʔ			
2000-13													r ə k			
17-13													v a n			
4-13													ə m			
788-13													ɛ			
1219-13													ɛ m			
141-13													ʔ ə k			
541-13													p r j a k			
1687-13													o n			
123-13													ə m			
1652-13													c a n			
576-13													k ɔ			
1738-13													a kʰ			
442-13													w m			
368-13													t j a k			
1778-13													p a n			
957-13													n a p			
1704-13													ʔ ɛ ʔ			
304-13													j a m			
1796-13													c a k			
720-13													t			
287-13													kʰ ə p			
321-13													kʰ ə			
206-13													t o ʔ			
1950-13													ʔ w			
665-13													w n			
703-13													n o ʔ			
1290-13													m			
1391-13													kʰ a ʔ			
269-13													s a ʔ			
855-13													c a n			
2078-13													s ɛ			
2213-13													m ɛ			
1858-13													s a			
1151-13													s j a			
737-13													p ə			
340-13													s u			
1111-13													s ɛ			
485-13													k			
1356-13													m u			
1093-13													t o k			
1063-13													w m			
223-13													s w n			
1248-13													c ə			
1509-13													t ɛ n			
504-13													c o			
2130-13													s ɛ			
1-13													ʔ w			
386-13													o ʔ			
1411-13													ʔ o			
1027-13													s a ʔ			
2077-13													m u			
1459-13													s l			
1323-13													r ə			
1538-13													r j a			
975-13													ɲ a			
940-13													k ɛ			
1476-13													ʔ a			
1923-13													n ɛ			
105-13													v a k			
1431-13													ʔ ɛ			
1814-13													m a ɲ			
1183-13													n w n			
1890-13													s a			
1721-13													ʔ ɔ ʔ			
1617-13													p o ʔ			
1564-13													p ɔ ʔ			
1028-13													ʔ a			
2111-13													l u			
1563-13													s a			
1597-13													s a ŋ			
1859-14														ŋ ai̯		
175-14														k a		
241-14														ʔ o ʔ		
2163-14														kʰ o n		
2181-14														n a m		
2060-14														ʔ oː m		
410-14														dʱ		
1841-14														m oː		
2017-14														eː		
1004-14														l ə		
614-14														b o		
686-14														b l eː		
88-14														k a ʔ		
872-14														n a ŋ		
