COGID	Albanian	English	French	German	Latin
992-4				h au	
1181-4				h s n d	
706-4				g n n	
106-4				ʃ au r d r	
421-4				m r b r r	
227-4				a ʃ au s	
920-4				h aː r	
1083-4				h aː r t	
1066-4				n r	
1125-4				m au ə d	
1197-4				ʃ au r f r	
473-4				s au a ʃ	
284-4				ai n ə z	
661-4				ʃ i n	
701-4				r v t r	
315-4				r au i d ə s	
1169-4				ʃ au i d	
1150-4				ʃ t r r	
982-4				ʃ t ʃ	
987-4				s m	
1055-4				ʃ t ai s	
1130-4				s au t	
433-4				s au ə	
585-4				h i d	
625-4				h t t ə	
1186-4				h ʃ t r d	
814-4				a r r	
416-4				h ai g	
1233-4				h a l uː d	
884-4				h r r	
78-4				a r g	
514-4				b r r n ə	
116-4				ai n	
188-4				ʃ u r d n	
745-4				ʃ t r d ə	
1100-4				b r uː t	
630-4				h t g g uː t	
1155-4				s au ə	
24-4				n a s	
232-4				h au d d	
671-4				r r t n	
460-4				ai l au t s	
8-4				ai g r yː oː d s	
385-4				ʃ aː	
945-4				ʃ au t	
1041-4				ʃ t ai n d	
492-4				u l iː d ə	
527-4				m ai s d	
14-4				h aː l n	
1-4				a l	
915-4				a n d	
271-4				a ʃ	
560-5					k k s d
438-5					f r m iː
1222-5					o r
353-5					o t a i i o
201-5					s w k o
20-5					w o r t r iː
503-5					p l aː
957-5					k o d
728-5					k u t o
244-5					k s a
289-5					n u t e o
911-5					k t t e n o
724-5					e r iː
145-5					k eː d o
992-5					s i
1181-5					k a e n o
706-5					u o l o
106-5					w o s t o r
741-5					p eː n o
421-5					iː r r
227-5					k o t a
920-5					s t e iː
1083-5					k s r e
1066-5					iː l
1125-5					k o l i
1197-5					k u e o r
473-5					k a l i l o
284-5					k o
661-5					k d
701-5					o r e i
315-5					r iː
1169-5					k a k t r
982-5					d t l i
987-5					n eː t i
1055-5					o t iː g l a
1130-5					s u l i
433-5					a o
585-5					n o
625-5					k eː
1186-5					k r t
814-5					f r r m i
416-5					w s t i
1233-5					d o t t
884-5					w aː r r
916-5					f o
1016-5					w au m a n iː
952-5					k k i
78-5					m k s t a
1079-5					p iː b o
116-5					w s o
188-5					b o a l i
745-5					b o t a o r
47-5					k m aː s
111-5					k a k d
1061-5					k u m t i
630-5					e p r t
1155-5					k u d
24-5					d k t t o
232-5					w k k t i
343-5					d e s t e eː
460-5					p u r iː
945-5					p o t iː gʷ
644-5					k s iː
683-5					k e l t o
650-5					s w e l o
612-5					f uː m a
1041-5					o k p eː e
871-5					i eː l g i e o
492-5					l o n o w
1209-5					w o m t i
667-5					l a m e
499-5					n u n
1029-5					w i n
272-5					s e l i iː
