COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
133-3			tʃ e i i m a j r							
144-3			t m i v a tʃ i							
150-3			m a j w							
234-3			t e m							
236-3			p i i							
241-3			a w i							
249-3			n s e							
1-3			w a d a j							
2-3			t u m m							
65-3			n w i							
93-3			tʃ e p i m n tʃ i							
95-3			w i tʃ j a							
106-3			tʃ i ʃ i tʃ e							
119-3			n a tʃ tʃ tʃ i							
128-3			t o k n tʃ							
147-3			tʃ e m i tʃ i							
231-3			p a m a t o							
232-3			w i k i m a j							
239-3			m a m a m n							
266-3			n tʃ e m m							
3-3			t a i i k i							
4-3			w a m r tʃ							
55-3			t i i m							
109-3			i k i o n tʃ i							
121-3			m a p i j a i tʃ i							
149-3			tʃ e							
160-3			k i i i							
207-3			p i							
112-3			t m a i a i w j							
125-3			m a tʃ e m a tʃ r							
134-3			j i p p tʃ e							
135-3			tʃ i ʃ i m a k							
139-3			t i k e a i							
57-3			tʃ e a i a							
71-3			u m i							
131-3			tʃ e k e tʃ e m i							
146-3			i i m a a i							
227-3			j a p i i tʃ o							
52-4				i t e						
56-4				u m e						
96-4				a a a tʃ						
99-4				a n i n n						
114-4				t o k i tʃ						
115-4				u r						
133-4				t i p a a a tʃ						
144-4				w w a w a tʃ i						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ i						
1-4				w a ʒ̟ a						
2-4				w i m						
65-4				i w						
74-4				p a n a						
93-4				t o p a a i tʃ i						
95-4				w i n						
106-4				t u n						
119-4				tʃ j t ʒ̟ tʃ						
128-4				p o k tʃ						
147-4				t i m i t i						
231-4				p a n a w o						
232-4				p i u m						
239-4				m a m a k a n						
266-4				tʃ t i m						
3-4				w r a i n						
4-4				w a a i n						
51-4				u w i ʔ						
97-4				m a p u m						
109-4				u p e n e tʃ						
121-4				k a p i j a tʃ						
149-4				t o k						
160-4				k i n k						
163-4				u p e n						
167-4				p a						
207-4				m i						
259-4				t o w a						
66-4				k a a a k a w						
116-4				t o p a k a tʃ i						
134-4				n i p a t						
135-4				t i n i o k						
139-4				m i n r a i n						
142-4				p p a a m a t tʃ						
145-4				k a a a t i tʃ i						
148-4				t a w a w a n a						
162-4				i n i n						
166-4				i m i						
179-4				t a						
201-4				p e						
21-4				k a w a						
24-4				w a k u a n						
45-4				u w w m a m m						
50-4				i n a						
57-4				t o k a w a						
71-4				u m						
84-4				p i w a n						
91-4				m o k o n						
131-4				t u k o i m						
146-4				u n i m a t						
151-4				k i w						
154-4				w i						
192-4				t u ʒ̟						
205-4				i p a n						
227-4				w a p u o ʔ						
235-4				tʃ o w i						
237-4				n i m a j i ʔ						
246-4				i w i						
250-4				t o a o n o a						
251-4				w a n a						
52-5					i t e					
56-5					i m e i					
96-5					p a a i					
99-5					w r i r e ʔ					
114-5					t o k i s					
115-5					w r i s i					
133-5					t i p a a a s i					
144-5					w r a w s s i					
150-5					k a w					
234-5					k o m					
236-5					p a k e i					
241-5					w w i n					
249-5					i s e					
1-5					w a t a					
2-5					w r m					
65-5					w w i					
74-5					p a n a					
93-5					t o p a r i s i					
95-5					w i k i					
106-5					t i r i t					
119-5					j m t i i					
128-5					f o k i s i					
147-5					t e r i s i					
239-5					j a a a k a n					
266-5					i t i m					
3-5					w r r i k a n					
4-5					w a t i					
51-5					w w i ʔ					
55-5					f n a m					
97-5					m a f e m					
109-5					e p i j i					
149-5					t o k					
160-5					k e r i k					
163-5					w p e n					
167-5					p a					
207-5					m i					
259-5					t o w a					
66-5					k a a a k a w					
112-5					t r r i s i s i					
116-5					t o p a k a s i					
134-5					p e p a t					
135-5					t i r i e k					
139-5					m o r e s i ʔ					
142-5					p p a a m a s i					
145-5					k a t a t i s i					
148-5					t a w a w a n a s					
162-5					i n i n					
166-5					i m i					
179-5					t a a					
201-5					p e					
21-5					t a n					
45-5					f o r a a m j					
50-5					i n a					
71-5					w ʔ i					
84-5					p i w a n					
91-5					m o k o n					
146-5					k k r m a s					
151-5					k i w					
154-5					w e					
192-5					t o t					
197-5					t e r i m					
205-5					i p a n					
235-5					s o w i					
237-5					m a m a j i ʔ					
250-5					t o r a t o k o					
251-5					w a n a					
52-6						t t u i				
56-6						t m t i				
96-6						a a a tʃ i				
99-6						t a i k u				
114-6						t i k i tʃ				
115-6						t u i i tʃ i				
133-6						tʃ i p a a a tʃ i				
144-6						w u u w a tʃ i i				
150-6						k a w i				
234-6						k u m				
236-6						p i k u k				
241-6						w w i e				
249-6						i tʃ i i				
1-6						w a tʃ a i				
2-6						k u i				
65-6						u w i				
74-6						p a w a				
93-6						t u p i u i tʃ i				
95-6						w i tʃ i tʃ				
106-6						t u k i tʃ i				
119-6						j a tʃ tʃ i i i				
128-6						h i k i tʃ i				
147-6						tʃ i n i tʃ i				
231-6						p a w a k t				
232-6						w i s i i				
239-6						w a m a k a				
266-6						i tʃ i m e				
3-6						w w u u k i				
4-6						w a a i i				
55-6						u k w m e				
97-6						k u k t m				
109-6						w p u i i tʃ				
160-6						k u tʃ i k				
207-6						n i i				
112-6						t u a u w i tʃ i i				
116-6						t u p a k a tʃ i				
125-6						k a tʃ i m a w i				
134-6						k i p a tʃ i				
135-6						t u n i r				
139-6						w u n u a i i				
201-6						p s i				
21-6						k a w i a				
24-6						k i k t i a tʃ i				
57-6						t i k u w a i				
131-6						t u k t tʃ i m i				
227-6						w a p t u t i				
52-7							t t e o			
56-7							u m ë n			
96-7							a a e i			
99-7							a r i r o k d			
114-7							t u k i s i			
115-7							v u u u s i			
133-7							t i a a k r i			
144-7							w k e a d s i			
150-7							v e a n			
234-7							t o m n			
236-7							a i k u i d			
241-7							v a i i d			
249-7							i s i n			
1-7							v a k n			
2-7							v i m n			
65-7							w a i			
74-7							p e k d n			
93-7							t e r a r i s i			
95-7							v i u i			
106-7							t i k i t i d			
119-7							v a t t i i			
128-7							v o k i s i			
147-7							t i m i r i n			
231-7							p a k e a u o			
232-7							v i m o k			
266-7							w t i m o			
3-7							v k r i k o k			
4-7							v a t i k n			
51-7							v u n n			
55-7							w a u m n			
97-7							m e k u m			
109-7							w r i t i s			
121-7							v a a i a a k s			
149-7							t e k n			
160-7							v i r i k d			
163-7							v r ë k d			
167-7							p a k			
207-7							m i n			
259-7							t e a k			
66-7							v r r a k e a n			
125-7							m a a i r t s i n			
135-7							t i m i j e			
142-7							a r a e m a i i			
145-7							v a a e t i s i			
148-7							t r a a k i i s			
162-7							i i w i d n			
166-7							i m i d			
179-7							t e n			
201-7							p ë m			
21-7							a e k d			
24-7							a a k k u r k d			
50-7							w i d n			
57-7							t u o e a a i d			
71-7							v m i d			
84-7							a i a w i d			
131-7							t u o t i i m n i			
146-7							t i m a a s i			
151-7							v i u n			
197-7							t i r i m			
205-7							w a w i d			
227-7							m a a i i t o			
237-7							v i m e a i m			
246-7							w a i n			
250-7							t u r e t e k e k			
251-7							v w i e k			
52-8								i t u		
56-8								e m		
96-8								i a a a		
99-8								i a r m		
114-8								t u p w y		
115-8								i v r y		
133-8								t i a a a a s		
144-8								i r a a a a		
150-8								k a v		
234-8								t u m		
236-8								j e v i v		
241-8								i a i a		
249-8								w y e		
1-8								j a t a		
2-8								j a m m		
65-8								i v v		
74-8								j a m a		
93-8								t u a a a a y		
95-8								j i t		
119-8								w m r t i y		
231-8								j a a a t u		
232-8								s a b		
239-8								j a m a k a a		
3-8								i i v i v u		
4-8								j a a u p		
51-8								i v e		
55-8								w a a m		
109-8								w a a m y		
121-8								k e a a j a k a t		
149-8								t u k		
163-8								i m e j		
167-8								j a		
259-8								t u v a p		
66-8								k a a a k a v		
112-8								t r a r a i a		
116-8								t u a a k s		
125-8								k a t r a a a		
145-8								k a a a t t y		
45-8								i r a a a m		
91-8								j u t u p a		
235-8								s i v i		
246-8								i v e		
250-8								t r v t u m		
52-9									i t a	
56-9									i m m	
96-9									a a a ʃ	
99-9									i r a r a m	
114-9									t o k a ʃ	
115-9									i r i i	
133-9									t i p a a ʃ	
144-9									w a a w a ʃ	
150-9									k a w	
234-9									k o m	
236-9									p i k i n	
241-9									u w i n	
249-9									i ʃ e	
1-9									w a t a	
2-9									w i m m	
65-9									i w a	
74-9									p a n a	
93-9									t o p a r i ʃ i	
95-9									w i t	
106-9									t i n e m	
119-9									w j a t ʃ	
128-9									k o k a	
147-9									t e k i t i	
231-9									p a n a w o	
232-9									p i p i o	
239-9									j a a a k a n	
266-9									i t i u m	
3-9									w i r a m o	
4-9									w a a i ʔ	
51-9									i w i ʔ	
55-9									i t a m a	
97-9									u a h e u	
109-9									i p i j e ʃ	
121-9									k a p i j a a ʃ i	
149-9									t e k	
160-9									k i r e k	
163-9									i p i n	
167-9									p a ɲ	
207-9									u i ʔ	
259-9									t o w a ʔ	
66-9									k a r a k a w	
112-9									t a r a j i m	
116-9									t o p a k a ʃ i	
125-9									k a t a a a a i	
134-9									w a p a t i	
135-9									t i u i	
142-9									p p a a a m m i	
145-9									k a a a t i ʃ	
148-9									t a w a w a m a	
162-9									i n i	
166-9									i u i ʔ	
179-9									t a a	
201-9									p i	
21-9									t a w a	
24-9									w a k i r a n	
45-9									w o j j a	
50-9									i n a ʔ	
57-9									t e k a w a	
71-9									w m i	
91-9									u a k o r	
151-9									k i w	
154-9									w i m	
192-9									t i t	
197-9									t i r a ʔ	
205-9									i p a n	
227-9									u a p i k t o	
235-9									ʃ o w i	
237-9									u a m a j i	
246-9									i w i ʔ	
251-9									w a n a a	
52-10										i t e
56-10										w m e
96-10										p t r i
99-10										t r i r a
114-10										t o k i tʃ
115-10										t r i tʃ tʃ
133-10										t i h a a tʃ i
144-10										p r a w a tʃ i
150-10										k a w
234-10										k o m
236-10										p i k o n
241-10										t w i n
249-10										i tʃ i
1-10										w a t a
2-10										w e m ʔ
65-10										i w i
74-10										p a n a
93-10										t o p a r i tʃ i
95-10										w i k i ʔ
106-10										t i n a tʃ i
119-10										k j t tʃ i ʔ i
128-10										h o k i tʃ
147-10										t o h i tʃ i
231-10										p a n a w ø
232-10										p i w a ʔ
239-10										n a m a k a n
266-10										p t i m ʔ ʔ
3-10										w w r a n a ʔ
4-10										w a t i ʔ
51-10										w w i ʔ
55-10										k h a m
97-10										m a h w m ʔ
121-10										k a p i n a k tʃ i
149-10										t o k
160-10										k i r i k
163-10										w p i n
167-10										p a ʔ
207-10										m i ʔ
259-10										t o w a ʔ
112-10										t a r i tʃ i tʃ
116-10										t o p a k a tʃ i
125-10										k a r i m ʔ tʃ i
134-10										k a p a t
139-10										m o i i tʃ i i
142-10										p p a a m ʔ tʃ
145-10										k a t a t i tʃ i
148-10										t a w a w a i
162-10										i n i
166-10										i m i ʔ
179-10										t a ʔ
201-10										p w ʔ
24-10										w a k ø r a n
45-10										w o r a a m
50-10										i n a ʔ
71-10										w m i
84-10										p i w a n ʔ
91-10										t ø k o w
146-10										k n i m i tʃ i
151-10										k i w
154-10										w i i
192-10										t o t
197-10										t i tʃ i
205-10										i p a
235-10										tʃ o w i
237-10										n a m a j i ʔ
250-10										t o r o t o k a k
251-10										w a n a ʔ
