COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
454-5					ʔ a n tʃʼ ɨ r														
484-5					s ɨ dː ɨ t														
535-5					ʔ a sː ɨ r														
543-5					s ə ʃ t														
593-5					ʔ a mː u s														
640-5					m w a n														
1-5					d ə bː ə r ə m														
65-5					tʼ ɨ b														
163-5					s ə tʃʼ e														
212-5					ʔ e n														
244-5					ʔ a r b ə t														
248-5					m w ɨ lː														
293-5					f ə r ə z														
373-5					kʼ w ɨ l														
408-5					b a r														
414-5					d ə bː a														
601-5					ʔ ə r														
642-5					ʔ ɨ n f a s														
60-5					n ə f ə														
115-5					ʔ ə nː a														
209-5					s ɨ mː u t														
242-5					ʔ a mː ɨ t														
415-5					z ɨ n														
450-5					z ə r														
490-5					tʼ ə bː ə														
61-6						d ə m													
63-6						ʕ a s ɨ m													
107-6						g ɨ m ə l a l													
112-6						d ə mː ə n a													
331-6						n ɨ g u s													
377-6						b ə kʼ u l													
381-6						ħ a t													
417-6						r ɨ z													
451-6						s ə b a t													
454-6						ħ a tʼː ɨ r													
484-6						s ɨ d ɨ t													
535-6						ʕ a s ɨ r													
543-6						s ə l s t													
593-6						ħ a mː u s													
640-6						m ə n													
1-6						d ə p ə l ə													
163-6						s ə tʼː ə													
212-6						ʕ ai̯ n													
244-6						ħ a r b ə t													
248-6						m ɨ lː ɨ													
293-6						f ə r ə z													
373-6						kʼ ɨ m a l													
408-6						b ə r ʔ													
601-6						ħ ə r													
642-6						n ɨ n f													
60-6						n ə f ə s ə													
115-6						l ə nː a													
242-6						ħ a mː ɨ t													
415-6						z ɨ n a													
450-6						z ə r													
490-6						t ə bː ə													
61-7							d ə m												
63-7							g a tʼ ɨ m												
107-7							g a m ə r a												
112-7							d ə mː ə r a												
331-7							n ɨ g u s												
377-7							b ə kʼ u r												
381-7							ʔ a t												
417-7							r ɨ z												
451-7							s ə b a t												
454-7							ʔ a n tʃʼ ɨ r												
484-7							s ɨ d ɨ t												
535-7							g a s ɨ r												
543-7							s ə ʃ t												
593-7							ʔ a mː u s												
640-7							m a n												
1-7							d ə pː ə r ə m												
65-7							tʼ ɨ b												
163-7							s ə tʃʼ ə												
212-7							g e n												
244-7							ʔ a r b ə t												
248-7							m u lː ʔ a												
293-7							f ə r ə z												
373-7							kʼ ɨ m a r												
408-7							b a g a r												
414-7							d ə bː a l												
601-7							x ə n												
642-7							ʔ ɨ n f a s												
60-7							n ə f ə												
115-7							ʔ a n												
209-7							s ɨ mː u t												
242-7							ʔ a mː ɨ t												
415-7							z ɨ n a b												
450-7							z ə r												
490-7							t ə pː ə m												
61-8								d ə m											
63-8								g a tʼ ɨ m											
107-8								g a m											
112-8								d ə m ə r a											
331-8								n ɨ g u s											
377-8								b ə kʼ u r											
381-8								ʔ a t											
417-8								r u z											
451-8								s ə b a t											
454-8								ʔ a n tʃʼ ɨ r											
484-8								s ɨ d ɨ t											
535-8								g a ʃ ɨ r											
543-8								s ə ʃ t											
593-8								ʔ a mː u s											
640-8								m w a											
1-8								d ə p ə r ə m											
65-8								tʼ ɨ b											
163-8								s ə tʃʼ ə											
212-8								g e n											
244-8								ʔ a r b a t											
248-8								m w ɨ r a											
293-8								f ə r ə z											
373-8								kʼ ɨ m a r											
408-8								b ə g a r											
414-8								d ɨ bː a l											
601-8								ʔ a n											
642-8								n ɨ n f											
60-8								n ə f ə											
115-8								ʔ a n											
209-8								s ɨ mː u t											
242-8								ʔ a mː ɨ t											
415-8								z ɨ n											
450-8								z ə r											
490-8								tʼ ə p a m											
61-9									d ə m										
63-9									g a tʼ ɨ m										
107-9									g a m ə r a										
112-9									d ə mː ə n a										
331-9									n ɨ g u s										
377-9									b ə kʼ u r										
381-9									ʔ a t										
417-9									r u z										
451-9									s ə b a t										
454-9									ʔ a n tʃʼ ɨ r										
484-9									s ɨ d ɨ t										
535-9									g a s ɨ r										
543-9									s ə ʃ t										
593-9									ʔ a mː u s										
640-9									m a n										
1-9									d ə p ə r ə										
65-9									tʼ ɨ b										
163-9									s ə tʃʼ ə										
212-9									g ai̯ n ai̯										
244-9									g a r b ə t										
248-9									m w ɨ r a										
293-9									f ə r ə z										
373-9									kʼ ɨ m a r										
408-9									b ə r										
414-9									d ɨ p a r										
601-9									ʔ ə n b o										
642-9									ʔ ɨ n f a s										
60-9									n ə f ə										
209-9									s ɨ mː u t										
242-9									ʔ a mː ɨ t										
415-9									z ɨ n a										
490-9									tʼ ə p ə m										
61-10										d ə m									
63-10										ʔ a tʼ ɨ m									
107-10										g a m									
112-10										d a mː ə n									
331-10										n u g u s									
377-10										b ə kʼ u l									
381-10										ħ a ħ									
417-10										n u z									
451-10										s ə b a t									
454-10										ħ a tʃʼ i r									
484-10										s ɨ d u t									
535-10										ʔ a sː ɨ r									
543-10										s ə l									
593-10										ħ a mː u s									
640-10										m a n									
1-10										d ə									
65-10										tʼ u b									
163-10										s ə tʃʼ i									
212-10										ʔ i n									
244-10										ʔ a r b a t									
248-10										m u lː									
293-10										f ə r ə z									
373-10										kʼ u m a l									
408-10										b u r									
414-10										d ɨ b a l									
601-10										ʔ ə r									
115-10										ʔ a n									
209-10										s u mː u									
242-10										ħ a mː i t									
415-10										z ɨ n b									
490-10										tʼ ə b ə									
61-11											d ə m								
63-11											ʔ a ʔ ɨ m								
107-11											g a m ə r a								
112-11											d a m ə n a								
331-11											n ɨ g u s								
377-11											b ə kʼ u r								
381-11											ʔ a t								
417-11											r u z								
451-11											s ə b a t								
454-11											ʔ a tʃʼ ɨ r								
484-11											s ɨ d ɨ t								
535-11											ʔ a ʃ ɨ r								
543-11											s ə r								
593-11											h a m u s								
640-11											m a n								
1-11											d ə p ə r ə								
65-11											tʼ ɨ b								
163-11											s ə tʃ ə								
212-11											g ə n								
244-11											ʔ a r b ə t								
248-11											m u l ʔ a								
293-11											f ə r ə z								
373-11											kʼ ɨ m a r								
408-11											b ə g a r ə								
414-11											d ɨ b a l								
601-11											ʔ a n								
642-11											n ɨ n f								
60-11											n ə f ə								
115-11											ʔ a n								
209-11											s ɨ m u t								
242-11											ʔ a m ɨ t								
450-11											z ə r								
490-11											d ə p ə								
61-12												d ə m							
63-12												ʔ a tʼ ɨ m							
107-12												g a l							
112-12												d ə mː ə r a							
331-12												n ɨ g u s							
377-12												b ə kʼ u l							
381-12												ʔ a t							
417-12												r u z							
451-12												s ə b a t							
454-12												ʔ a n tʃʼ ɨ r							
484-12												s ɨ dː ɨ t							
535-12												ʔ a sː ɨ r							
543-12												s ə l							
593-12												ʔ a mː u s							
640-12												m a n							
1-12												d ə bː ə l ə							
65-12												tʼ ɨ b							
163-12												s ə tʃʼ ə							
212-12												ʔ e n							
244-12												ʔ a r b ə t							
248-12												m u l							
293-12												f ə r ə z							
373-12												kʼ ɨ m a l							
408-12												b ə r							
414-12												d ə bː a l							
601-12												ʔ ə rː o							
642-12												ʔ ɨ n f							
60-12												n ə f ə							
115-12												l ə nː a							
209-12												s ɨ mː u t							
242-12												ʔ a mː ɨ t							
415-12												z ɨ n a b							
450-12												z ə r							
490-12												tʼ ə bː ə							
61-13													d ə m						
63-13													ʔ a tʼ ɨ m						
107-13													g a m ə l a						
112-13													d ə mː ə n						
331-13													n ɨ g u s						
377-13													b ə kʼ u l						
381-13													ʔ a t						
417-13													r ɨ z						
451-13													s ə b a t						
454-13													ʔ a tʃʼ ɨ r						
484-13													s ɨ dː ɨ t						
535-13													ʔ a sː ɨ r						
543-13													s ə l t						
593-13													ʔ a mː u s						
640-13													m w a n						
1-13													d ə bː ə r ə m						
65-13													tʼ u b						
163-13													s ə tʃː ə						
212-13													ʔ e n						
244-13													ʔ a r b ə t						
248-13													m w ɨ l ʔ						
293-13													f ə r ə z						
373-13													kʼ ɨ m a l						
408-13													b i r						
414-13													tʼ ɨ b a						
601-13													ʔ ə rː						
642-13													ʔ ɨ n f						
60-13													n ə f ə						
115-13													ʔ a nː						
209-13													s ɨ mː u t						
242-13													ʔ a mː ɨ t						
415-13													z ɨ n a						
450-13													z ə r						
490-13													t ə bː						
61-14														d ə m					
63-14														ʔ a tʼ ɨ m					
107-14														g a l					
112-14														d ə mː ə r a					
331-14														n ɨ g u s					
377-14														b ə kʼ u l					
381-14														ʔ a tː					
417-14														r ɨ z					
451-14														s ə b a t					
454-14														ʔ a n tʃʼ ɨ r					
484-14														s ɨ dː ɨ t					
535-14														g a sː ɨ r					
543-14														s ə l					
593-14														ʔ a mː u s					
640-14														m a n					
1-14														d ə bː ə l ə m					
65-14														tʼ ɨ b					
163-14														s ə tʃʼ ə					
212-14														g e n					
244-14														ʔ a r b ə t					
248-14														m w ɨ l ʔ					
293-14														f ə r ə z					
373-14														kʼ ɨ m a l					
408-14														b a g a r					
414-14														d ɨ bː a l					
601-14														ʔ ə rː					
642-14														n ɨ n f					
60-14														n ə f ə					
115-14														ʔ a l					
209-14														s ɨ mː u t					
242-14														ʔ a mː ɨ t					
415-14														z ɨ l a m					
450-14														z ə r					
490-14														tʼ ə bː ə					
61-15															d ə m				
63-15															ʔ a tʼ ɨ m				
107-15															g a m				
112-15															d a				
331-15															n ɨ g u s				
377-15															b ə kʼ u l				
381-15															ʔ a t				
417-15															r u z				
451-15															s ə b a t				
454-15															ʔ a tʃʼ ɨ r				
484-15															s ɨ d ɨ t				
535-15															ʔ a ʃ ɨ r				
543-15															s ə l				
593-15															ʔ a mː u s				
640-15															m a n				
1-15															d ə bː ə l ə				
65-15															tʼ u b				
163-15															s ə tʃʼ ə				
212-15															ʔ ai̯ n				
244-15															ʔ a r b ə t				
248-15															m u l ʔ u				
293-15															f ə r ə z				
373-15															kʼ ɨ m a l				
414-15															d ɨ bː a l				
601-15															ʔ ə r				
642-15															ʔ ɨ n f				
60-15															n ə f ə				
115-15															ʔ a l				
209-15															s ɨ mː u				
242-15															ʔ a mː ɨ t				
415-15															z ɨ n b				
450-15															z ə r				
490-15															tʼ ə bː ə				
61-16																d ə m			
63-16																ʕ a s ɨ m			
107-16																g a l			
112-16																d a m ə r			
331-16																n ɨ g ɨ s			
377-16																b ə k u l			
381-16																ħ a t			
417-16																r ɨ z			
451-16																s ə b t			
454-16																ħ a s ɨ r			
484-16																s ɨ d ɨ t			
535-16																ʕ a sː ɨ r			
543-16																s ə l			
593-16																ħ a m u s			
640-16																m a n			
65-16																d ɨ b			
163-16																s ə tʼ ə			
212-16																ʕ ai̯ n ai̯			
244-16																ħ a r b ə t			
248-16																m o lː o			
293-16																f ə r ə z			
373-16																k ɨ m a l			
408-16																b a ʕ a r			
414-16																d ɨ bː a l			
601-16																k ə r			
642-16																n ɨ n f			
209-16																s ɨ m ɨ t			
242-16																ħ a m ɨ t			
415-16																z ɨ l a			
450-16																z ə r			
61-17																	d ə m		
63-17																	ħ a d ɨ m		
107-17																	g a m l a l a		
112-17																	d a m ə r a		
331-17																	n ɨ g u s		
377-17																	b ə q u l		
381-17																	ħ a ħ		
417-17																	r z		
451-17																	s ə b a t		
454-17																	ħ a n tʃʼ ɨ r		
484-17																	s ɨ d ɨ t		
535-17																	ħ a sː ɨ r		
543-17																	s ə l		
593-17																	k a m u s		
640-17																	m a n		
1-17																	d ə bː ə r ə		
65-17																	s ɨ l		
163-17																	s ə tʼː ə		
212-17																	ħ ai̯ n		
244-17																	ħ a r b ə t		
248-17																	m u lː		
293-17																	f ə r ə z		
373-17																	q ɨ m a l		
408-17																	b a r		
414-17																	d ɨ bː a l		
601-17																	ħ ə r o b		
642-17																	n ɨ n f		
60-17																	n ə f ə ħ ə		
115-17																	l ə n		
209-17																	s ɨ mː u t		
415-17																	z ɨ l a		
450-17																	z ə r		
61-18																		d ə m	
63-18																		ʔ a tʼ ɨ m	
107-18																		g a m	
112-18																		d a m ə n a	
331-18																		n ɨ g u s	
377-18																		b u kʼ u l	
381-18																		ʔ a t	
417-18																		r u z	
451-18																		s ə b a t	
454-18																		ʔ a n tʃʼ ɨ r	
484-18																		s ɨ d ɨ t	
535-18																		ʔ a s ɨ r	
543-18																		s ə l	
593-18																		ʔ a mː u s	
640-18																		m a n	
1-18																		d ə bː ə l ə m	
65-18																		tʼ u b	
163-18																		s ə tʃʼ ə	
212-18																		ʔ ai̯ n	
244-18																		ʔ a r b ə t	
248-18																		m u l ʔ	
293-18																		f ə r ə z	
373-18																		kʼ ɨ m a l	
408-18																		b o r	
414-18																		d ɨ bː a l	
601-18																		ʔ ə r b o	
642-18																		ʔ ɨ n f	
60-18																		n ə f ə	
115-18																		ʔ a	
209-18																		s ɨ mː u	
242-18																		ʔ a mː ɨ t	
415-18																		z ɨ n b	
450-18																		z ə r	
490-18																		tʼ ə bː	
61-19																			d ə m
63-19																			ʔ a t
107-19																			g i m
112-19																			d a m ə n a
331-19																			n ɨ g u s
377-19																			b u kʼ u l
381-19																			ʔ a t
417-19																			r u z
451-19																			s ə b a t
454-19																			ʔ a n tʃʼ ɨ r
484-19																			s ɨ d ɨ t
535-19																			ʔ a ʃ ɨ r
543-19																			s i l
593-19																			ʔ a m u s
640-19																			m a n
1-19																			d ə bː ə l ə
65-19																			tʼ u
163-19																			s ə tʃʼ ə
212-19																			ʔ i n
244-19																			ʔ a r b ə t
248-19																			m u l ʔ
293-19																			f ə r ə z
373-19																			kʼ ɨ m a l
408-19																			b u r
414-19																			d ɨ b a l
601-19																			ʔ a r
642-19																			ʔ ɨ n f
60-19																			n ə f ə
115-19																			ʔ a n
209-19																			s ɨ mː u t
242-19																			ʔ a mː ɨ t
415-19																			z ɨ n
450-19																			z ə r
490-19																			tʼ ə bː ə
