COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
184-4				t o k a					
187-4				j a n k w i + k					
227-4				x a l i					
1-5					n o t i				
2-5					n e x + t i				
8-5					e				
16-5					e s + t i				
24-5					i s t				
32-5					m i k i				
51-5					o n i				
52-5					a k + t o				
53-5					n a k a s				
54-5					t a l				
55-5					b a				
60-5					i x				
83-5					t i t				
87-5					p a t a n i				
92-5					m a k a				
103-5					m a				
106-5					k a k i				
138-5					n e h				
139-5					m i k t i				
142-5					m a t i				
145-5					m o + t e a				
176-5					t a a				
179-5					n a k a + t				
180-5					m e + t i				
186-5					k e t				
190-5					j a k				
194-5					s e				
220-5					o h t i				
231-5					i t a				
240-5					k o t i				
283-5					t e + t				
293-5					i n				
314-5					b a i t				
315-5					o m e				
322-5					t e h e n				
323-5					t e				
9-5					t o t o + t				
17-5					o m i + t				
22-5					t a t i a				
30-5					i				
88-5					i i				
158-5					e a k				
159-5					a t i m				
177-5					m i a k				
184-5					t o k a				
187-5					j a n b i k				
227-5					aː l				
1-6						n u t i			
2-6						n e			
8-6						w e			
16-6						e s + t i			
24-6						i s t			
32-6						m i k i			
51-6						u n			
52-6						w a k + t			
53-6						n a k a s			
54-6						t a l i			
55-6						k w a			
60-6						i + t l l			
83-6						t i t			
87-6						p a t a n i			
92-6						m a k a			
103-6						m a			
106-6						k a k i			
138-6						n e			
139-6						m i k t i			
142-6						m a t i			
145-6						m u + t e k a			
176-6						t a k a			
179-6						n a k a + t			
180-6						m eː + t i			
186-6						k e t			
190-6						j a k			
194-6						s e			
220-6						u t i			
231-6						i t a			
240-6						k u t i			
283-6						t e + t			
293-6						i n i			
314-6						k w a w i t			
315-6						u m e			
322-6						t e w e			
323-6						t eː			
9-6						t u t u + t			
17-6						u i + t			
22-6						t a t a			
30-6						w i			
88-6						i k i			
158-6						w e j a k			
159-6						a t i n			
177-6						m i a k			
184-6						t u k a			
187-6						j a n k w i k			
227-6						a l i			
1-7							n e n		
2-7							e		
8-7							e		
16-7							e n t		
24-7							t		
32-7							m		
51-7									
52-7							e n		
53-7							n e k e		
54-7							t e		
55-7							k e		
60-7							n		
83-7							t t		
87-7							e t		
92-7							m		
103-7							e		
106-7							k		
138-7							n e		
139-7							m e k		
142-7							m t		
145-7							m o + t		
176-7							t		
179-7							n e k t		
180-7							e t		
186-7							k e n		
190-7							n		
194-7									
220-7							o n		
231-7									
240-7							k		
283-7							t		
293-7							e n		
314-7							k e		
315-7							o		
322-7							t e n		
323-7							t e		
17-7							o m		
22-7							t e t		
30-7									
159-7							e t e n		
1-8								n o	
2-8								n ɨ + tɬ	
8-8								w eː	
16-8								ɨ s + tɬ ɨ	
24-8								i s t	
32-8								m i k	
51-8								o n	
52-8								w a k + k	
53-8								n a k a s	
54-8								tɬ ɨ l	
55-8								k w a	
60-8								i + t l	
83-8								tɬ ɨ + tɬ	
87-8								a tɬ a n	
92-8								m a k a	
103-8								m a	
106-8								k a k	
138-8								n ɨ h a	
139-8								m i k + + t a	
142-8								m a t	
145-8								m o + t ɨ k a	
176-8								t a k a + tɬ	
179-8								n a k a + tɬ	
180-8								m eː + tɬ ɨ	
186-8								k ɨ t	
190-8								j a k	
194-8								s eː	
220-8								o h + tɬ	
231-8								t a	
240-8								k o	
283-8								t ɨ + tɬ	
293-8								i n	
314-8								k w a w tɬ	
315-8								ɨ m ɨ	
322-8								t ɨ h w a	
323-8								tɬ eː	
9-8								t oː t + tɬ	
17-8								o ɨ tɬ	
22-8								tɬ a t a	
30-8								w i	
88-8								k i	
158-8								w eː j a k	
159-8								a t ɨ	
177-8								m i a	
184-8								t ɨ k	
187-8								j a n k w ɨ	
227-8								l	
1-9									n o tʃ iː
2-9									n e x + tɬ iː
8-9									w e
16-9									j e + tɬ iː
24-9									i s t + tɬ
32-9									m iː k iː
51-9									o n iː
52-9									w a k + k iː
53-9									n a k a
54-9									tɬ a l iː
55-9									k w a
60-9									i x + t
83-9									tɬ e tɬ
87-9									p a tɬ a n iː
92-9									m a k a
103-9									m a
106-9									k a k iː
138-9									n e h a
139-9									m iː k + t iː a
142-9									m a t iː
145-9									m o + t e k a
176-9									t a k a + tɬ
179-9									n a k a + tɬ
180-9									m e + tɬ iː
186-9									k e tʃ
190-9									j e k a + k
194-9									s e
220-9									o h + tɬ iː
231-9									i + tɬ a
240-9									k o tʃ iː
283-9									t e + tɬ
293-9									iː n
314-9									k w a w iː tɬ
315-9									o m e
322-9									t e h w a n
323-9									tɬ e
9-9									t o t o + tɬ
22-9									tɬ a t iː a
30-9									w iː ts
88-9									i k iː
158-9									w e j a k
159-9									a t iː m
177-9									m iː a k
184-9									t o k a
187-9									j a n k w iː + k
227-9									x a l iː
