COGID	Beijing	Changsha	Chaozhou	Chengdu	Fuzhou	Guangzhou	Hankou	Jinan	Meixian	Nanchang	Shanghai	Shuangfeng	Suzhou	Taiyuan	Wenzhou	Xiamen	XiAn	Yangzhou	ZhongyuanYinyun
225-1	ts j a n ³⁵																		
230-1	ʈʂ j a n ²¹⁴																		
234-1	pʰ i ³⁵																		
238-1	l i ⁵¹																		
242-1	ʈʂ u ⁵¹																		
253-1	kʰ i n ³⁵																		
256-1	s o ⁵¹																		
261-1	x w a ⁵¹																		
262-1	p a ³⁵																		
263-1	s i ³⁵																		
264-1	tɕ j a ŋ ⁵¹																		
271-1	s a ⁵¹																		
272-1	j a n ⁵⁵																		
274-1	n u ²¹⁴																		
275-1	p a n ⁵¹																		
279-1	n a n ³⁵																		
287-1	l a n ²¹⁴																		
291-1	x ou ⁵¹																		
295-1	kʰ i ⁵¹																		
300-1	j ou ²¹⁴																		
303-1	Ø i ²¹⁴																		
306-1	kʰ ou ²¹⁴																		
307-1	k u ²¹⁴																		
308-1	tɕ u ⁵¹																		
312-1	tɕ j au ⁵¹																		
313-1	kʰ o ²¹⁴																		
314-1	tʰ a ³⁵																		
323-1	m i ŋ ³⁵																		
325-1	tʰ u ²¹⁴																		
330-1	ou ²¹⁴																		
334-1	ɕ i ³⁵																		
335-1	tʰ i ⁵⁵																		
338-1	k au ⁵¹																		
339-1	ʈʂ ou ⁵⁵																		
341-1	x u ⁵⁵																		
342-1	m i ŋ ⁵¹																		
343-1	x o ³⁵																		
344-1	w au ²¹⁴																		
349-1	kʰ u ³⁵																		
353-1	tʰ a ŋ ⁵¹																		
360-1	x ou ³⁵																		
375-1	ts w i ²¹⁴																		
388-1	s i ⁵¹																		
389-1	x w i ³⁵																		
392-1	kʰ u n ⁵¹																		
394-1	kʰ j a n ⁵¹																		
401-1	tʰ u ²¹⁴																		
402-1	ts a ⁵¹																		
403-1	t i ⁵¹																		
409-1	ts w o ⁵¹																		
418-1	m a ³⁵																		
441-1	tʰ j a n ³⁵																		
443-1	m o ⁵¹																		
459-1	w a ⁵¹																		
460-1	t w o ⁵⁵																		
461-1	j a ⁵¹																		
464-1	t a ⁵¹																		
465-1	tʰ j a n ⁵⁵																		
466-1	tʰ a ⁵¹																		
467-1	x u ⁵⁵																		
469-1	s i ³⁵																		
480-1	n u ²¹⁴																		
482-1	n a ²¹⁴																		
484-1	x au ²¹⁴																		
491-1	m a ⁵¹																		
492-1	Ø i ⁵⁵																		
495-1	ts j a ²¹⁴																		
496-1	k u ⁵⁵																		
507-1	n j a ŋ ³⁵																		
509-1	Ø i ²¹⁴																		
510-1	pʰ o ³⁵																		
513-1	ɕ i ⁵¹																		
518-1	s au ²¹⁴																		
525-1	ts a ²¹⁴																		
527-1	i n ⁵¹																		
533-1	x a ³⁵																		
548-1	kʰ a ³⁵																		
554-1	x a ⁵¹																		
558-1	j u ŋ ³⁵																		
564-1	x u ⁵¹																		
580-1	s a ⁵¹																		
587-1	ɕ j au ²¹⁴																		
588-1	s au ²¹⁴																		
589-1	ts j a n ⁵⁵																		
594-1	Ø a ³⁵																		
602-1	u ³⁵																		
604-1	s a ²¹⁴																		
611-1	s a n ⁵⁵																		
630-1	ts w o ²¹⁴																		
637-1	tɕ a n ⁵⁵																		
638-1	s i ⁵¹																		
639-1	p u ⁵¹																		
644-1	ʈʂ j ou ²¹⁴																		
648-1	ɕ i ⁵¹																		
652-1	m au ⁵¹																		
657-1	k a n ⁵⁵																		
658-1	pʰ i ŋ ³⁵																		
659-1	n j a n ³⁵																		
665-1	w a ŋ ³⁵																		
692-1	k u ŋ ⁵⁵																		
696-1	t i ⁵¹																		
707-1	i ŋ ²¹⁴																		
719-1	t a ³⁵																		
727-1	ɕ i n ⁵⁵																		
732-1	a ŋ ⁵¹																		
733-1	m a ŋ ³⁵																		
735-1	kʰ w a ⁵¹																		
740-1	pʰ a ⁵¹																		
773-1	ɕ j a ŋ ²¹⁴																		
788-1	m a n ⁵¹																		
808-1	ɕ o ŋ ³⁵																		
809-1	ŋ o ²¹⁴																		
816-1	t a ⁵¹																		
818-1	x a ŋ ³⁵																		
821-1	s a n ⁵¹																		
822-1	ɕ ou ²¹⁴																		
826-1	t a ²¹⁴																		
829-1	kʰ ou ⁵¹																		
841-1	ʈʂ w a ⁵⁵																		
845-1	ʈʂ a ³⁵																		
848-1	p au ⁵¹																		
858-1	pʰ a ³⁵																		
862-1	tʰ w o ⁵⁵																		
869-1	kʰ j a n ³⁵																		
874-1	ʈʂ i ²¹⁴																		
876-1	tʰ j au ⁵⁵																		
883-1	ʈʂ w o ³⁵																		
894-1	t j au ⁵¹																		
903-1	ts j a ³⁵																		
905-1	tʰ w i ⁵⁵																		
910-1	tʰ i ³⁵																		
911-1	Ø a ³⁵																		
926-1	p a n ⁵⁵																		
934-1	m o ⁵⁵																		
968-1	s ou ⁵⁵																		
970-1	k a ²¹⁴																		
982-1	k a n ²¹⁴																		
986-1	kʰ au ⁵⁵																		
997-1	tɕ a n ⁵⁵																		
998-1	x u ²¹⁴																		
1001-1	ɕ i n ⁵⁵																		
1003-1	x a ŋ ⁵⁵																		
1005-1	pʰ a ŋ ³⁵																		
1008-1	ʈʂ u ⁵¹																		
1011-1	l i ⁵¹																		
1014-1	ts au ²¹⁴																		
1016-1	x a n ⁵¹																		
1021-1	m i ŋ ³⁵																		
1023-1	i ⁵¹																		
1024-1	ɕ i ŋ ⁵⁵																		
1029-1	s i ⁵¹																		
1033-1	s au ⁵¹																		
1034-1	n a n ²¹⁴																		
1036-1	s i n ³⁵																		
1045-1	w a n ⁵¹																		
1060-1	a ⁵¹																		
1061-1	j ou ²¹⁴																		
1064-1	m a ŋ ⁵¹																		
1065-1	ʈʂ au ⁵⁵																		
1067-1	m u ⁵¹																		
1070-1	p u n ²¹⁴																		
1073-1	t w o ²¹⁴																		
1075-1	l i ²¹⁴																		
1077-1	Ø a ³⁵																		
1078-1	Ø u n ⁵⁵																		
1083-1	t u ŋ ⁵⁵																		
1084-1	s u ŋ ⁵⁵																		
1085-1	p a n ²¹⁴																		
1088-1	ʈʂ i n ²¹⁴																		
1089-1	l i n ³⁵																		
1091-1	k w o ²¹⁴																		
1092-1	ʈʂ i ⁵⁵																		
1093-1	kʰ u ⁵⁵																		
1094-1	tɕ j a ⁵¹																		
1104-1	ʈʂ u ⁵¹																		
1106-1	ts a ³⁵																		
1107-1	s i ⁵¹																		
1112-1	k a n ⁵⁵																		
1116-1	tʰ au ³⁵																		
1119-1	ʈʂ w a ³⁵																		
1122-1	tʰ u ŋ ²¹⁴																		
1127-1	s au ⁵⁵																		
1129-1	l i ³⁵																		
1131-1	tʰ i ⁵⁵																		
1133-1	s u ⁵⁵																		
1145-1	i ²¹⁴																		
1173-1	s u ⁵¹																		
1187-1	kʰ j a n ⁵¹																		
1194-1	k o ⁵⁵																		
1209-1	s i ²¹⁴																		
1217-1	s a ³⁵																		
1221-1	m u ²¹⁴																		
1223-1	t u ⁵¹																		
1225-1	m au ³⁵																		
1230-1	kʰ i ⁵¹																		
1231-1	s w i ²¹⁴																		
2-2		i ²⁴																	
4-2		Ø i ²⁴																	
5-2		ts a n ⁵⁵																	
6-2		s a ³³																	
7-2		s a n ⁵⁵																	
8-2		s a ⁵⁵																	
9-2		p u ²⁴																	
17-2		ʈʂ u n ³³																	
31-2		tɕ j ɤu ⁴¹																	
32-2		j a ⁴¹																	
33-2		u ⁴¹																	
38-2		i ⁵⁵																	
40-2		u n ¹³																	
42-2		u ⁴¹																	
43-2		ts i n ⁴¹																	
46-2		a n ¹³																	
52-2		n j a n ⁵⁵																	
53-2		i n ¹³																	
56-2		tɕ i n ³³																	
59-2		tʰ a ³³																	
60-2		ʈʂ a n ⁵⁵																	
64-2		n i n ⁵⁵																	
68-2		tɕ ieː ⁵⁵																	
85-2		i ⁵⁵																	
86-2		t i ³³																	
87-2		ʈʂ u ⁵⁵																	
93-2		n i ⁴¹																	
98-2		n a ¹³																	
109-2		s i n ⁵⁵																	
115-2		t au ⁴¹																	
118-2		ts j ieː ⁵⁵																	
124-2		tɕ j a ⁴¹																	
127-2		ts o ⁵⁵																	
133-2		tʰ ɤu ³³																	
144-2		s a ⁴¹																	
161-2		s u n ³³																	
166-2		k a n ³³																	
170-2		i ¹³																	
171-2		tʰ u ⁵⁵																	
173-2		u ²⁴																	
174-2		n i ⁵⁵																	
175-2		ʈʂ a n ¹³																	
176-2		n j a n ⁴¹																	
177-2		p a ²⁴																	
179-2		n j ɤu ²⁴																	
181-2		p i n ³³																	
182-2		kʰ i ¹³																	
189-2		k a n ³³																	
191-2		t u n ³³																	
193-2		n o n ⁴¹																	
198-2		t o n ⁵⁵																	
199-2		s j u n ³³																	
200-2		tʰ u ²⁴																	
202-2		t au ³³																	
205-2		u n ³³																	
206-2		Ø j o ²⁴																	
209-2		a ²⁴																	
211-2		Ø u ³³																	
215-2		n i ⁵⁵																	
216-2		k a ²⁴																	
217-2		t au ⁵⁵																	
219-2		s a ²⁴																	
220-2		Ø ieː ⁵⁵																	
225-2		ieː ¹³																	
230-2		tɕ ieː n ⁴¹																	
234-2		p i ²⁴																	
238-2		n i ²⁴																	
242-2		ts u ⁵⁵																	
253-2		kʰ i n ¹³																	
256-2		s o ²⁴																	
261-2		x a ⁵⁵																	
262-2		p a ²⁴																	
263-2		s i ¹³																	
264-2		tɕ j a n ⁵⁵																	
271-2		s a ²⁴																	
272-2		ieː ³³																	
274-2		u ⁴¹																	
275-2		p a ⁵⁵																	
279-2		n a n ¹³																	
287-2		n a n ⁴¹																	
291-2		x ɤu ⁵⁵																	
295-2		kʰ i ⁵⁵																	
300-2		j ɤu ⁴¹																	
303-2		Ø u ⁴¹																	
306-2		kʰ ɤu ⁴¹																	
307-2		k u ⁴¹																	
308-2		tɕ u ⁵⁵																	
312-2		tɕ j au ⁵⁵																	
313-2		kʰ o ⁴¹																	
314-2		t a ¹³																	
323-2		m i n ¹³																	
325-2		tʰ u ⁴¹																	
330-2		ɤu ⁴¹																	
334-2		s i ²⁴																	
335-2		tʰ i ³³																	
338-2		k au ⁵⁵																	
339-2		ʈʂ ɤu ³³																	
341-2		x u ³³																	
342-2		m i n ⁵⁵																	
343-2		f o ¹³																	
344-2		j au ⁴¹																	
349-2		kʰ u ²⁴																	
353-2		tʰ a n ⁵⁵																	
360-2		x ɤu ¹³																	
375-2		ts i ⁴¹																	
388-2		s i ⁵⁵																	
389-2		f i ¹³																	
392-2		kʰ u n ⁵⁵																	
394-2		kʰ ieː n ⁵⁵																	
401-2		tʰ u ⁴¹																	
402-2		ts a ⁵⁵																	
403-2		t i ⁵⁵																	
409-2		ts o ⁵⁵																	
418-2		m a ¹³																	
441-2		t ieː n ¹³																	
443-2		m u ⁵⁵																	
459-2		a ⁵⁵																	
460-2		t o ³³																	
461-2		j ieː ⁵⁵																	
464-2		t a ⁵⁵																	
465-2		tʰ ieː n ³³																	
466-2		tʰ a ⁵⁵																	
467-2		f u ³³																	
469-2		s i ²⁴																	
480-2		n u ⁴¹																	
482-2		n a ⁴¹																	
484-2		x au ⁴¹																	
491-2		m ieː ⁵⁵																	
492-2		Ø i ³³																	
495-2		ts j ieː ⁴¹																	
496-2		k u ³³																	
507-2		n j a n ¹³																	
509-2		Ø u ⁴¹																	
510-2		p o ¹³																	
513-2		s i ⁵⁵																	
518-2		s au ⁴¹																	
525-2		ts ieː ⁴¹																	
527-2		i n ⁵⁵																	
533-2		x a ¹³																	
548-2		kʰ a ²⁴																	
554-2		x a ⁵⁵																	
558-2		j u n ¹³																	
564-2		f u ⁵⁵																	
580-2		s a ⁵⁵																	
587-2		s j au ⁴¹																	
588-2		s au ⁴¹																	
589-2		tɕ ieː n ³³																	
594-2		Ø a ²⁴																	
602-2		u ²⁴																	
604-2		s ieː ⁴¹																	
611-2		s a ³³																	
630-2		ts o ⁴¹																	
637-2		tɕ a n ³³																	
638-2		s i ⁵⁵																	
639-2		p u ⁵⁵																	
644-2		ʈʂ ɤu ⁴¹																	
648-2		s i ²⁴																	
652-2		m au ⁵⁵																	
657-2		k a n ³³																	
658-2		p i n ¹³																	
659-2		n ieː ¹³																	
665-2		a n ¹³																	
692-2		k u n ³³																	
696-2		t i ⁵⁵																	
707-2		i n ⁴¹																	
719-2		t ieː ²⁴																	
727-2		s i n ³³																	
732-2		a n ⁵⁵																	
733-2		m a n ¹³																	
735-2		kʰ a ⁵⁵																	
740-2		p a ⁵⁵																	
773-2		s j a n ⁴¹																	
788-2		m a n ⁵⁵																	
808-2		s o n ¹³																	
809-2		n o ⁴¹																	
816-2		t a ⁵⁵																	
818-2		p a n ¹³																	
821-2		s ieː ⁵⁵																	
822-2		s ɤu ⁴¹																	
826-2		t a ⁴¹																	
829-2		kʰ ɤu ⁵⁵																	
841-2		ʈʂ a ³³																	
845-2		ʈʂ ieː ²⁴																	
848-2		p au ⁵⁵																	
858-2		p a ²⁴																	
862-2		tʰ o ³³																	
869-2		kʰ ieː n ¹³																	
874-2		ʈʂ i ⁴¹																	
876-2		tʰ j au ³³																	
883-2		ʈʂ o ²⁴																	
894-2		t j au ⁵⁵																	
903-2		tɕ j ieː ²⁴																	
905-2		tʰ i ³³																	
910-2		t i ¹³																	
911-2		Ø a ²⁴																	
926-2		p a ³³																	
934-2		m o ³³																	
968-2		s ɤu ³³																	
970-2		k a ⁴¹																	
982-2		k a ⁴¹																	
986-2		kʰ j au ³³																	
997-2		tɕ a n ³³																	
998-2		f u ⁴¹																	
1001-2		s i n ³³																	
1003-2		a n ³³																	
1005-2		p a n ¹³																	
1008-2		ʈʂ u ²⁴																	
1011-2		n i ²⁴																	
1014-2		ts au ⁴¹																	
1016-2		x a ⁵⁵																	
1021-2		m i n ¹³																	
1023-2		i ⁵⁵																	
1024-2		s i n ³³																	
1029-2		s i ⁵⁵																	
1033-2		s au ⁵⁵																	
1034-2		a n ⁴¹																	
1036-2		s i n ¹³																	
1045-2		a n ⁵⁵																	
1060-2		ieː ²⁴																	
1061-2		j ɤu ⁴¹																	
1064-2		a n ⁵⁵																	
1065-2		ʈʂ au ³³																	
1067-2		m u ²⁴																	
1070-2		p u n ⁴¹																	
1073-2		t o ⁴¹																	
1075-2		n i ⁴¹																	
1077-2		Ø a ¹³																	
1078-2		Ø u n ³³																	
1083-2		t u n ³³																	
1084-2		s u n ³³																	
1085-2		p a n ⁴¹																	
1088-2		ʈʂ i n ⁴¹																	
1089-2		n i n ¹³																	
1091-2		k o ⁴¹																	
1092-2		ʈʂ i ³³																	
1093-2		kʰ u ³³																	
1094-2		tɕ j a ⁵⁵																	
1104-2		ʈʂ u ⁵⁵																	
1106-2		Ø a ¹³																	
1107-2		s i ⁵⁵																	
1112-2		k ieː n ³³																	
1116-2		t au ¹³																	
1119-2		ʈʂ a ²⁴																	
1122-2		t u n ⁴¹																	
1127-2		s au ³³																	
1129-2		n i ¹³																	
1131-2		tʰ i ³³																	
1133-2		s u ³³																	
1145-2		i ⁴¹																	
1173-2		s u ⁵⁵																	
1187-2		kʰ ieː n ⁵⁵																	
1194-2		k o ³³																	
1209-2		s i ⁴¹																	
1217-2		s a ²⁴																	
1221-2		m u ⁴¹																	
1223-2		t u ²⁴																	
1225-2		m au ¹³																	
1230-2		kʰ i ⁵⁵																	
1231-2		s i ⁴¹																	
2-3			i ʔ ²¹																
4-3			Ø w i ʔ ²¹																
5-3			ts a ³⁵																
6-3			s a ŋ ³³																
7-3			s a ³⁵																
8-3			s a ³⁵																
9-3			p ou ʔ ²¹																
17-3			ts ou ³³																
31-3			k j u ⁵³																
32-3			j a ⁵³																
33-3			w u ⁵³																
38-3			e ³⁵																
40-3			u ŋ ⁵⁵																
42-3			ou ⁵³																
43-3			ts i ⁵³																
46-3			a ⁵⁵																
52-3			l j a ³⁵																
53-3			w i ŋ ⁵⁵																
56-3			k i ŋ ³³																
59-3			tʰ w a ³³																
60-3			ts a ³⁵																
64-3			l i ³⁵																
68-3			k j e ŋ ³⁵																
85-3			w i ³⁵																
86-3			t i ³³																
87-3			ts ou ³⁵																
93-3			ŋ i ⁵³																
98-3			l a ⁵⁵																
109-3			s i ŋ ²¹³																
115-3			t əu ⁵³																
118-3			ts j a w ²¹³																
124-3			k j a ⁵³																
127-3			ts e ²¹³																
133-3			tʰ u ³³																
144-3			s w a ⁵³																
161-3			s w e ³³																
166-3			k a ³³																
170-3			i ⁵⁵																
171-3			tʰ ou ²¹³																
173-3			w ou p ⁴																
174-3			ŋ w i ³⁵																
175-3			ts j a ŋ ⁵⁵																
176-3			l j a ⁵³																
177-3			p a ʔ ²¹																
179-3			l j u k ⁴																
181-3			p i ³³																
182-3			k i ⁵⁵																
189-3			k w a ŋ ³³																
191-3			t u ³³																
193-3			l a ⁵³																
198-3			t e ²¹³																
199-3			s j ou ³³																
200-3			tʰ u ʔ ²¹																
202-3			t əu ³³																
205-3			h u ŋ ³³																
206-3			Ø j e ʔ ²¹																
209-3			h a k ⁴																
211-3			Ø ou ³³																
215-3			l i ³⁵																
216-3			k a ʔ ²¹																
217-3			t əu ²¹³																
219-3			s a ʔ ²¹																
220-3			Ø w e ²¹³																
225-3			ts j e ŋ ⁵⁵																
230-3			k j e ŋ ⁵³																
234-3			pʰ w e ʔ ²¹																
238-3			l w i ʔ ⁴																
242-3			ts ou ³⁵																
253-3			kʰ u ŋ ⁵⁵																
256-3			s e k ⁴																
261-3			h a ²¹³																
262-3			p e ʔ ²¹																
263-3			s w e ⁵⁵																
264-3			k j a ³⁵																
271-3			s i p ⁴																
272-3			Ø j e ŋ ³³																
274-3			ou ⁵³																
275-3			p w a ŋ ²¹³																
279-3			ŋ a ŋ ⁵⁵																
287-3			l w a ŋ ⁵³																
291-3			h u ³⁵																
295-3			kʰ i ²¹³																
300-3			j u ⁵³																
303-3			Ø i ⁵³																
306-3			kʰ u ⁵³																
307-3			k ou ⁵³																
308-3			k u ²¹³																
312-3			k j əu ²¹³																
313-3			kʰ e ⁵³																
314-3			tʰ a ⁵⁵																
323-3			m i ⁵⁵																
325-3			tʰ ou ⁵³																
330-3			u ⁵³																
334-3			s i p ²¹																
335-3			tʰ i w ³³																
338-3			k əu ²¹³																
339-3			ts u ³³																
341-3			h ou ³³																
342-3			m i ³⁵																
343-3			h w e ⁵⁵																
344-3			j əu ⁵³																
349-3			kʰ w ou k ²¹																
353-3			tʰ a ²¹³																
360-3			h u ⁵⁵																
375-3			ts i ⁵³																
388-3			s i ²¹³																
389-3			h i ⁵⁵																
392-3			kʰ u ŋ ²¹³																
394-3			k j e ŋ ³⁵																
401-3			tʰ ou ⁵³																
402-3			ts a ³⁵																
403-3			t i ³⁵																
409-3			ts e ³⁵																
418-3			m w a ⁵⁵																
441-3			tʰ j e ŋ ⁵⁵																
443-3			m w ou w ³⁵																
459-3			w a ³⁵																
460-3			t e ³³																
461-3			j a ³⁵																
464-3			t a ³⁵																
465-3			tʰ j e ŋ ³³																
466-3			tʰ a ²¹³																
467-3			h u ³³																
469-3			s e ʔ ²¹																
480-3			ŋ u ⁵³																
482-3			ŋ a ⁵³																
484-3			h əu ⁵³																
491-3			m a ³⁵																
492-3			Ø i ³³																
495-3			ts j a ⁵³																
496-3			k ou ³³																
507-3			ŋ j a ⁵⁵																
509-3			Ø i ⁵³																
510-3			pʰ w e ⁵⁵																
513-3			s i ²¹³																
518-3			s əu ⁵³																
525-3			ts e ⁵³																
527-3			i ŋ ³⁵																
533-3			h a ⁵⁵																
548-3			kʰ a k ²¹																
554-3			h a ³⁵																
558-3			j ou ⁵⁵																
564-3			h u ²¹³																
580-3			s e w ³⁵																
587-3			s j əu ⁵³																
588-3			s əu ⁵³																
589-3			k j e ŋ ³³																
594-3			Ø a k ²¹																
602-3			w ou k ²¹																
604-3			s w e ⁵³																
611-3			s a ŋ ³³																
630-3			ts e ⁵³																
637-3			k i ŋ ³³																
638-3			s i ³⁵																
639-3			p w ou ²¹³																
644-3			ts u ⁵³																
648-3			s w i ʔ ⁴																
652-3			m əu ³⁵																
657-3			k a ŋ ³³																
658-3			pʰ i ⁵⁵																
659-3			ŋ j e ŋ ⁵⁵																
665-3			w a ⁵⁵																
692-3			k ou ³³																
696-3			t i ³⁵																
707-3			i ⁵³																
719-3			t e ʔ ²¹																
727-3			s i ŋ ³³																
732-3			a ³⁵																
733-3			m a ⁵⁵																
735-3			kʰ a ²¹³																
740-3			pʰ a ²¹³																
773-3			s j a ⁵³																
788-3			m a ŋ ³⁵																
808-3			s i ⁵⁵																
809-3			e ⁵³																
816-3			t a ²¹³																
818-3			h a ⁵⁵																
821-3			s e ŋ ²¹³																
822-3			s u ⁵³																
826-3			t a w ⁵³																
829-3			kʰ u ²¹³																
841-3			ts a ³³																
845-3			ts e ʔ ²¹																
848-3			p əu ³⁵																
858-3			pʰ w a k ²¹																
862-3			tʰ e ³³																
869-3			k w e ŋ ⁵⁵																
874-3			ts i ⁵³																
876-3			tʰ j əu ³³																
883-3			ts e k ²¹																
894-3			t j əu ²¹³																
903-3			k j e p ²¹																
905-3			tʰ i ³³																
910-3			tʰ i ⁵⁵																
911-3			Ø a p ²¹																
926-3			p w a ŋ ³³																
934-3			m w e ʔ ³³																
968-3			s u ³³																
970-3			k a ⁵³																
982-3			k a ŋ ⁵³																
986-3			kʰ j əu ³³																
997-3			k i ŋ ³³																
998-3			h u ⁵³																
1001-3			s i ŋ ³³																
1003-3			h a ³³																
1005-3			pʰ a ⁵⁵																
1008-3			ts ou k ⁴																
1011-3			l i ʔ ⁴																
1014-3			ts əu ⁵³																
1016-3			h a ŋ ³⁵																
1021-3			m i ⁵⁵																
1023-3			i w ³⁵																
1024-3			s i ³³																
1029-3			s i ³⁵																
1033-3			s əu ²¹³																
1034-3			w a ŋ ⁵³																
1036-3			s i ŋ ⁵⁵																
1045-3			w a ŋ ²¹³																
1060-3			j e ʔ ⁴																
1061-3			j u ⁵³																
1064-3			a ³⁵																
1065-3			ts əu ³³																
1067-3			m ou k ⁴																
1070-3			p w u ŋ ⁵³																
1073-3			t e ⁵³																
1075-3			l i ⁵³																
1077-3			Ø a ⁵⁵																
1078-3			Ø w u ŋ ³³																
1083-3			t u ³³																
1084-3			s ou ³³																
1085-3			p a ŋ ⁵³																
1088-3			ts i ŋ ⁵³																
1089-3			l i ŋ ⁵⁵																
1091-3			k e ⁵³																
1092-3			ts w e ³³																
1093-3			kʰ ou ³³																
1094-3			k j a ²¹³																
1104-3			ts ou ³⁵																
1106-3			ts a ⁵⁵																
1107-3			s i ³⁵																
1112-3			k w e ŋ ³³																
1116-3			tʰ əu ⁵⁵																
1119-3			ts e k ²¹																
1122-3			tʰ ou ⁵³																
1127-3			s w əu ³³																
1129-3			l i ⁵⁵																
1131-3			tʰ i ³³																
1133-3			s ou ³³																
1145-3			i ⁵³																
1173-3			s ou ³⁵																
1187-3			kʰ j e ŋ ²¹³																
1194-3			k e ³³																
1209-3			s i ⁵³																
1217-3			s a ʔ ²¹																
1221-3			m u w ⁵³																
1223-3			t w ou k ⁴																
1225-3			m əu ⁵⁵																
1230-3			kʰ i ²¹³																
1231-3			s i ⁵³																
2-4				i ³¹															
4-4				Ø i ³¹															
5-4				ts a ŋ ¹³															
6-4				s a n ⁴⁴															
7-4				s a ŋ ¹³															
8-4				x a ¹³															
9-4				p u ³¹															
17-4				ts u ŋ ⁴⁴															
31-4				tɕ j əu ⁵³															
32-4				j a ⁵³															
33-4				u ⁵³															
38-4				i ¹³															
40-4				u n ³¹															
42-4				u ⁵³															
43-4				ts i n ⁵³															
46-4				a ŋ ³¹															
52-4				n j a ŋ ¹³															
53-4				i n ³¹															
56-4				tɕ i n ⁴⁴															
59-4				tʰ a ⁴⁴															
60-4				ts a ŋ ¹³															
64-4				n i n ¹³															
68-4				tɕ j a n ¹³															
85-4				i ¹³															
86-4				t i ⁴⁴															
87-4				ts u ¹³															
93-4				n i ⁵³															
98-4				n a ³¹															
109-4				ɕ i n ¹³															
115-4				t au ⁵³															
118-4				ts j a ¹³															
124-4				tɕ j a ⁵³															
127-4				ts o ¹³															
133-4				tʰ əu ⁴⁴															
144-4				s a ⁵³															
161-4				x u ŋ ⁴⁴															
166-4				k a ŋ ⁴⁴															
170-4				i ³¹															
171-4				tʰ u ¹³															
173-4				u ³¹															
174-4				n i ¹³															
175-4				ts a n ³¹															
176-4				n j a ŋ ⁵³															
177-4				p a ³¹															
179-4				n j əu ³¹															
181-4				p i n ⁴⁴															
182-4				tɕ i ³¹															
189-4				k a n ⁴⁴															
191-4				t u ŋ ⁴⁴															
193-4				n o n ⁵³															
198-4				t o n ¹³															
199-4				x j u ŋ ⁴⁴															
200-4				tʰ u ³¹															
202-4				t au ⁴⁴															
205-4				u n ⁴⁴															
206-4				Ø j o ³¹															
209-4				a ³¹															
211-4				Ø u ⁴⁴															
215-4				n i ¹³															
216-4				k a ³¹															
217-4				t au ¹³															
219-4				s a ³¹															
220-4				Ø a ¹³															
225-4				ts j a n ³¹															
230-4				ts j a n ⁵³															
234-4				pʰ a ³¹															
238-4				n i ³¹															
242-4				ts u ¹³															
253-4				kʰ i n ³¹															
256-4				s o ³¹															
261-4				x a ¹³															
262-4				p a ³¹															
263-4				s i ³¹															
264-4				tɕ j a ŋ ¹³															
271-4				s a ³¹															
272-4				tɕ j a n ⁴⁴															
274-4				u ⁵³															
275-4				p a n ¹³															
