COGID	Beijing	Changsha	Chaozhou	Chengdu	Fuzhou	Guangzhou	Hankou	Jinan	Meixian	Nanchang	Shanghai	Shuangfeng	Suzhou	Taiyuan	Wenzhou	Xiamen	XiAn	Yangzhou	ZhongyuanYinyun
1045	a ⁵¹	ŋ a n ⁵⁵	a m ¹¹	ŋ a n ¹³	a ŋ ²¹³	a m ³³	ŋ a n ³⁵	ŋ aː ²¹	a m ⁵²	ŋ ɔ n ⁴⁵	ø ⁵⁵	uɛː ³⁵	ø ⁴¹²	ŋ æː ⁴⁵	ø ⁴²	a m ¹¹	ŋ aː ⁵⁵	ɛː ⁵⁵	a m ⁵¹
1060	ɥ e ⁵¹	ɥ e ²⁴	g w e ʔ ⁴	ɥ e ³¹	ŋ w ɔ ʔ ⁴	j y t ²	ɥ e ²¹³	ɥ e ²¹	ɲ j a t ⁵	ɲ ɥ ɔ t ⁵	ɥ ɪ ʔ ¹³	w ɛ ³⁵	ɥ ɤ ʔ ²³	ɥ ə ʔ ²	ɲ y ²¹²	ŋ w a t ⁵	ɥ e ²¹	ɥ ə ʔ ⁴	ɥ e ²¹⁴
1061	j ou ²¹⁴	j ɤu ⁴¹	u ³⁵	j əu ⁵³	j eu ³¹	j au ²³	j ou ⁴²	j ou ⁵⁵	j j u ⁴⁴	j u ²¹³	j ɯ ¹³	j ʊ ²¹	j øy ³¹	j ou ⁵³	ɦ j au ³⁴	j u ⁵¹	j ou ⁵³	j ɤɯ ⁴²	j ou ³⁵
1064	w a ŋ ⁵¹	w a n ⁵⁵	m oː ¹¹	w a ŋ ¹³	w ɔ ŋ ²⁴²	m ɔ ŋ ²²	w a ŋ ³⁵	w a ŋ ²¹	v ɔ ŋ ⁵²	w ɔ ŋ ²¹	v ɒː ¹³	a ŋ ³³	v ɒ ŋ ³¹	v ɒː ⁴⁵	ɦ w ɔ ²²	b ɔ ŋ ³³	v a ŋ ⁵⁵	w a ŋ ⁵⁵	v a ŋ ⁵¹
1065	ʈʂ au ⁵⁵	ʈʂ au ³³	ts j əu ³³	ts au ⁴⁴	t j eu ⁴⁴	tʃ j u ⁵⁵	ts au ⁵⁵	ʈʂ ɔ ²¹³	ts au ⁴⁴	ts ɛu ⁴²	z ɔ ¹³	tɕ j ə ⁵⁵	ts æ ⁴⁴	ts au ¹¹	tɕ j ɛ ⁴⁴	t j au ⁵⁵	ʈʂ au ²¹	ts ɔ ²¹	tʃ j au ⁵⁵
1067	m u ⁵¹	m o ²⁴	b a k ⁴	m u ³¹	m u ʔ ⁴	m u k ²	m o ŋ ³⁵	m u ²¹	m u k ¹	m u k ⁵	m o ʔ ¹³	m ʊ ²³	m o ʔ ²³	m ə ʔ ²	m o ²¹²	b ɔ k ³²	m u ²¹	m ɔ ʔ ⁴	m u ²¹⁴
1070	p ə n ²¹⁴	p ə n ⁴¹	p u ŋ ⁵³	p ə n ⁵³	p w ɔ ŋ ³¹	p u n ³⁵	p ə n ⁴²	p eː ⁵⁵	p u n ³¹	p ə n ²¹³	p ə ŋ ⁵⁵	p i n ²¹	p ə n ⁵²	p ə ŋ ⁵³	p a ŋ ⁴⁵	p u n ⁵¹	p eː ⁵³	p ə n ⁴²	p a n ³⁵
1073	t w o ²¹⁴	t o ⁴¹	t o ⁵³	t o ⁵³	tʰ w ɔ ³¹	t ɔ ³⁵	t o ⁴²	t w ə ⁵⁵	t ɔ ³¹	t o ²¹³	t u ⁵³	t ʊ ²¹	t əu ⁵²	t w ə ⁵³	t o ⁴⁵	t o ⁵¹	t w o ⁵³	t o ⁴²	t w o ³⁵
1075	l i ²¹⁴	n i ⁴¹	l i ⁵³	n i ⁵³	l i ³¹	l ei ²³	n i ⁴²	l i ⁵⁵	l i ³¹	l i ²¹³	l i ¹³	n i ²¹	l i ³¹	l i ⁵³	l ei ³⁴	l i ⁵¹	l i ⁵³	l i ⁴²	l i ³⁵
1077	tsʰ ai ³⁵	tsʰ ai ¹³	tsʰ ai ⁵⁵	tsʰ ai ³¹	tsʰ ai ⁵²	tʃʰ ɔi ²¹	tsʰ ai ²¹³	tsʰ ɛ ⁴²	tsʰ ai ¹¹	tsʰ ai ²⁴	z ɛ ¹³	dʑ j e ⁵⁵	z ɛ ²⁴	tsʰ ai ¹¹	z ɛ ³¹	tsʰ ai ²⁴	tsʰ ɛ ²⁴	tsʰ ɛ ³⁴	tsʰ ai ⁵⁵
1078	tsʰ w ə n ⁵⁵	tsʰ ə n ³³	tsʰ u ŋ ³³	tsʰ ə n ⁴⁴	tsʰ ou ŋ ⁴⁴	tʃʰ y n ⁵⁵	tsʰ ə n ⁵⁵	tsʰ ueː ²¹³	tsʰ u n ⁴⁴	tsʰ u n ⁴²	tsʰ ə ŋ ⁵³	tsʰ w ə n ⁵⁵	tsʰ ə n ⁴⁴	tsʰ u ŋ ¹¹	tsʰ ø ⁴⁴	tsʰ u n ⁵⁵	tsʰ ueː ²¹	tsʰ w ə n ²¹	tsʰ w ə n ⁵⁵
1083	t u ŋ ⁵⁵	t o ŋ ³³	t a ŋ ³³	t o ŋ ⁴⁴	t u ŋ ⁴⁴	t u ŋ ⁵⁵	t o ŋ ⁵⁵	t u ŋ ²¹³	t u ŋ ⁴⁴	t u ŋ ⁴²	t o ŋ ⁵³	t a ŋ ⁵⁵	t o ŋ ⁴⁴	t u ŋ ¹¹	t o ŋ ⁴⁴	t ɔ ŋ ⁵⁵	t o ŋ ²¹	t ɔu ŋ ²¹	t u ŋ ⁵⁵
1084	s u ŋ ⁵⁵	s o ŋ ³³	s o ŋ ⁵⁵	s o ŋ ⁴⁴	s y ŋ ⁵²	tʃʰ u ŋ ²¹	s o ŋ ⁵⁵	s u ŋ ²¹³	tsʰ j u ŋ ¹¹	s u ŋ ⁴²	s o ŋ ⁵³	s a ŋ ⁵⁵	s o ŋ ⁴⁴	s u ŋ ¹¹	s o ŋ ⁴⁴	s j ɔ ŋ ⁵⁵	s o ŋ ²¹	s ɔu ŋ ²¹	s j u ŋ ⁵⁵
1085	p a n ²¹⁴	p a n ⁴¹	p a ŋ ⁵³	p a n ⁵³	p ei ŋ ³¹	p aː n ³⁵	p a n ⁴²	p aː ⁵⁵	p a n ³¹	p a n ²¹³	p ɛ ⁵⁵	p aː ²¹	p ɛ ⁵²	p æː ⁵³	p a ⁴⁵	p a n ⁵¹	p a ⁵³	p ɛː ⁴²	p a n ³⁵
1088	ʈʂ ə n ²¹⁴	ʈʂ ə n ⁵⁵	ts i m ⁵³	ts ə n ⁵³	ts i ŋ ³¹	tʃ a m ³⁵	ts ə n ⁴²	ʈʂ eː ²¹	ts ə m ³¹	ts ə n ²¹³	ts ə ŋ ⁵⁵	tɕ i n ²¹	ts ə n ⁵²	ts ə ŋ ⁴⁵	ts a ŋ ⁴⁵	ts i m ⁵¹	ʈʂ eː ⁵³	ts ə n ⁴²	tʃ j ə m ³⁵
1089	l i n ³⁵	n i n ¹³	l i m ⁵⁵	n i n ³¹	l i ŋ ⁵²	l a m ²¹	n i n ²¹³	l ieː ⁴²	l i m ¹¹	l i n ⁴⁵	l i ŋ ¹³	n i n ²³	l i n ²⁴	l i ŋ ¹¹	l e ŋ ³¹	l i m ²⁴	l ieː ²⁴	l iː ³⁴	l j ə m ⁵⁵
1091	k w o ²¹⁴	k o ⁴¹	k w e ⁵³	k o ⁵³	k w ɔ ³¹	k w ɔ ³⁵	k o ⁴²	k w ə ⁵⁵	k ɔ ³¹	k w o ²¹³	k u ⁵⁵	k ʊ ²¹	k əu ⁵²	k w ə ⁵³	k u ⁴⁵	k o ⁵¹	k w o ⁵³	k o ⁴²	k w o ³⁵
1092	ʈʂ ʅ ⁵⁵	ʈʂ ʅ ³³	k i ³³	ts ɿ ⁴⁴	ts j e ⁴⁴	tʃ i ⁵⁵	ts ɿ ⁵⁵	ʈʂ ʅ ²¹³	ts ɿ ⁴⁴	ts ɿ ⁴²	ts ɿ ⁵³	ʈʂ ʅ ⁵⁵	ts ɥ ⁴⁴	ts ɿ ¹¹	ts ɿ ⁴⁴	ts i ⁵⁵	ts ɿ ²¹	ts ɿ ²¹	tʃ ɿ ⁵⁵
1093	kʰ u ⁵⁵	kʰ u ³³	k ou ³³	kʰ u ⁴⁴	k u ⁴⁴	f u ⁵⁵	kʰ u ⁵⁵	kʰ u ²¹³	kʰ u ⁴⁴	kʰ u ⁴²	kʰ u ⁵³	kʰ əu ⁵⁵	kʰ əu ⁴⁴	kʰ u ¹¹	kʰ u ⁴⁴	k ɔ ⁵⁵	kʰ u ²¹	kʰ u ²¹	kʰ u ⁵⁵
1094	tɕ j a ⁵¹	tɕ j a ⁵⁵	k e ²¹³	tɕ j a ¹³	k a ²¹³	k a ³³	tɕ j a ³⁵	tɕ j a ²¹	k a ⁵²	k a ⁴⁵	k a ⁵⁵	tɕ j o ³⁵	tɕ j ɒ ⁴¹²	tɕ j a ⁴⁵	k o ⁴²	k a ¹¹	tɕ j a ⁵⁵	tɕ j a ⁵⁵	k a ⁵¹
1104	ʈʂ u ⁵¹	tɕ y ⁵⁵	tʰ j əu ³⁵	ts u ¹³	ts y ²⁴²	tʃʰ y ²³	tɕ y ³⁵	ʈʂ u ²¹	tsʰ u ⁴⁴	tɕʰ y ²¹	z ɥ ¹³	d y ³³	z ɥ ³¹	ts u ⁴⁵	dz ɿ ²²	tʰ j au ³³	pf u ⁵⁵	ts u ⁵⁵	tʃʰ j u ⁵¹
1106	ʈʂʰ ai ³⁵	ts ai ¹³	tsʰ a ⁵⁵	tsʰ ai ³¹	tsʰ a ⁵²	tʃʰ aːi ²¹	tsʰ ai ²¹³	ʈʂʰ ɛ ⁴²	tsʰ ai ¹¹	tsʰ ai ²⁴	z a ¹³	dz a ²³	z ɒ ²⁴	tsʰ ai ¹¹	z a ³¹	tsʰ ai ²⁴	tsʰ ɛ ²⁴	tsʰ ɛ ³⁴	tʃʰ ai ⁵⁵
1107	ʂ ʅ ⁵¹	ʂ ʅ ²¹	s ai ³⁵	s ɿ ¹³	kʰ ei ²⁴²	tʃʰ i ²³	s ɿ ³⁵	ʂ ʅ ²¹	s ɿ ⁵²	s ɿ ²¹	z ɿ ¹³	dz ɿ ³³	z ɿ ³¹	s ɿ ⁴⁵	z ɿ ³⁴	kʰ i ³³	s ɿ ⁵⁵	s ɿ ⁵⁵	ʃ ɿ ⁵¹
1112	k ə n ⁵⁵	k ə n ³³	k ɯ ŋ ³³	k ə n ⁴⁴	k ou ŋ ⁵²	k a n ⁵⁵	k ə n ⁵⁵	k eː ²¹³	k ɛ n ⁴⁴	k j ɛ n ⁴²	k ə ŋ ⁵³	k iɛː ⁵⁵	k ə n ⁴⁴	k ə ŋ ¹¹	k a ŋ ⁴⁴	k u n ⁵⁵	k eː ²¹	k ə n ²¹	k ə n ⁵⁵
1116	tʰ au ³⁵	t au ¹³	tʰ o ⁵⁵	tʰ au ³¹	tʰ au ⁵²	tʰ ou ²¹	tʰ au ²¹³	tʰ ɔ ⁴²	tʰ au ¹¹	tʰ au ²⁴	t ɔ ¹³	d ə ²³	d æ ²⁴	tʰ au ¹¹	d ɜ ³¹	tʰ o ²⁴	tʰ au ²⁴	tʰ ɔ ³⁴	tʰ au ⁵⁵
1119	ʈʂ w o ⁵⁵	ts o ²⁴	t o ʔ ²¹	ts o ³¹	t au ʔ ²³	tʃ œ k ³	ts o ²¹³	ʈʂ w ə ²¹³	ts ɔ k ¹	ts ɔ k ⁵	ts o ʔ ⁵	ts ʊ ²³	ts o ʔ ⁴	ts w ə ʔ ²	tɕ ɥ o ³²³	t o ʔ ³²	pf o ²¹	ts w ɑ ʔ ⁴	tʃ au ²¹⁴
1122	tʰ u ŋ ²¹⁴	tʰ o ŋ ⁴¹	tʰ a ŋ ⁵³	tʰ o ŋ ⁵³	tʰ øy ŋ ³¹	tʰ u ŋ ³⁵	tʰ o ŋ ⁴²	tʰ u ŋ ⁵⁵	tʰ u ŋ ³¹	tʰ u ŋ ²¹³	t o ŋ ¹³	tʰ a ŋ ²¹	d o ŋ ³¹	tʰ u ŋ ⁵³	d o ŋ ³⁴	tʰ ɔ ŋ ⁵¹	tʰ o ŋ ⁵³	tʰ ɔu ŋ ⁴²	tʰ u ŋ ³⁵
1127	ʂ au ⁵⁵	s au ³³	s j əu ³³	s au ⁴⁴	s au ⁴⁴	s aːu ⁵⁵	s au ⁵⁵	ʂ ɔ ²¹³	s au ⁴⁴	s au ⁴²	s ɔ ⁵³	s ə ⁵⁵	s æ ⁴⁴	s au ¹¹	s ɔ ⁴⁴	s j au ⁵⁵	s au ²¹	s ɔ ²¹	ʃ au ⁵⁵
1129	l i ³⁵	n i ¹³	l ai ⁵⁵	n i ³¹	l i ⁵²	l ei ²¹	n i ²¹³	l i ⁴²	l i ¹¹	l i ⁴⁵	l i ¹³	n i ²³	l i ²⁴	l i ¹¹	l ei ³¹	l ai ²⁴	l i ²⁴	l i ³⁴	l i ⁵⁵
1131	tʰ i ⁵⁵	tʰ ei ³³	tʰ w i ³³	tʰ i ⁴⁴	tʰ ai ⁴⁴	tʰ ai ⁵⁵	tʰ i ⁵⁵	tʰ i ²¹³	tʰ i ⁴⁴	tʰ i ⁴²	tʰ i ⁵³	tʰ i ⁵⁵	tʰ i ⁴⁴	tʰ i ¹¹	tʰ i ⁴⁴	tʰ e ⁵⁵	tʰ i ²¹	tʰ i ²¹	tʰ i ⁵⁵
1133	ʂ u ⁵⁵	s ɤu ³³	s o ³³	s u ⁴⁴	s u ⁴⁴	ʃ ɔ ⁵⁵	s ou ⁵⁵	ʂ u ²¹³	s ɿ ⁴⁴	s u ⁴²	s u ⁵³	s əu ⁵⁵	s əu ⁴⁴	s u ¹¹	s ɿ ⁴⁴	s ɔ ⁵⁵	f u ²¹	s u ²¹	ʃ u ⁵⁵
1145	i ²¹⁴	i ⁴¹	iː ⁵³	i ⁵³	i ⁵²	j i ³⁵	i ⁴²	i ⁵⁵	j i ³¹	i ²¹³	i ⁵⁵	i ²¹	i ⁵²	i ⁵³	i ⁴⁵	i ⁵¹	i ⁵³	i ⁴²	i ³⁵
1173	ʂ u ⁵¹	ɕ y ⁵⁵	tsʰ j u ¹¹	s u ¹³	s øy ²⁴²	ʃ y ²²	ɕ y ³⁵	ʂ u ²¹	s u ⁵²	ɕ y ²¹	z ɥ ¹³	ɣ y ³³	z ɥ ³¹	s u ⁴⁵	z ɿ ²²	s u ³³	f u ⁵⁵	s u ⁵⁵	ʃ j u ⁵¹
1187	tɕʰ j a n ⁵¹	tɕʰ ieː ⁵⁵	kʰ j ə m ²¹³	tɕʰ j a n ¹³	kʰ j e ŋ ²¹³	h i m ³³	tɕʰ j a n ³⁵	tɕʰ iaː ²¹	kʰ j a m ⁵²	tɕʰ j ɛ n ⁴⁵	tɕʰ ɪ ⁵⁵	tɕʰ ɪː ³⁵	tɕʰ ɪ ⁴¹²	tɕʰ j ɛ ⁴⁵	tɕʰ i ⁴²	kʰ j a m ¹¹	tɕʰ iaː ⁵⁵	tɕʰ iː ⁵⁵	kʰ j e m ⁵¹
1194	k ɤ ⁵⁵	k o ³³	k o ³³	k o ⁴⁴	k ɔ ⁴⁴	k ɔ ⁵⁵	k o ⁵⁵	k ə ²¹³	k ɔ ⁴⁴	k o ⁴²	k u ⁵³	k ʊ ⁵⁵	k əu ⁴⁴	k ə ¹¹	k u ⁴⁴	k o ⁵⁵	k ɤ ²¹	k o ²¹	k o ⁵⁵
1209	s ɿ ²¹⁴	s ɿ ⁴¹	s i ⁵³	s ɿ ⁵³	s i ³¹	ʃ i ³⁵	s ɿ ⁴²	s ɿ ⁵⁵	s i ³¹	s ɿ ²¹³	s ɿ ⁵³	s ɿ ²¹	s ɿ ⁵²	s ɿ ⁵³	s ɿ ⁴⁵	s u ⁵¹	s ɿ ⁵³	s ɿ ⁴²	s ɿ ³⁵
1217	ʂ a ⁵⁵	s a ²⁴	s w a ʔ ²¹	s a ³¹	s a ʔ ²³	ʃ aː t ³	s a ²¹³	ʂ a ²¹³	s a t ¹	s a t ⁵	s a ʔ ⁵	s a ²³	s a ʔ ⁴	s a ʔ ²	s a ³²³	s a t ³²	s a ²¹	s a ʔ ⁴	ʃ a ²¹⁴
1221	m u ²¹⁴	m o ⁴¹	b o ⁵³	m u ⁵³	m u ³¹	m ou ²³	m o ŋ ⁴²	m u ⁵⁵	m u ⁴⁴	m u ²¹³	m u ⁵⁵	m ʊ ²¹	m o ⁴⁴	m u ⁵³	m o ³⁴	b u ⁵¹	m u ⁵³	m o ⁴²	m u ³⁵
1223	t u ³⁵	t ɤu ²⁴	t a k ⁴	t u ³¹	t u ʔ ⁴	t u k ²	t ou ²¹³	t u ⁴²	tʰ u k ⁵	tʰ u k ⁵	t o ʔ ¹³	tʰ əu ³⁵	d o ʔ ²³	t w ə ʔ ⁵⁴	d u ²¹²	t ɔ k ⁵	t ou ²⁴	t ə ʔ ⁴	t u ²¹⁴
1225	m au ³⁵	m au ¹³	m o ⁵⁵	m au ³¹	m ɔ ⁵²	m ou ²¹	m au ²¹³	m ɔ ⁴²	m au ⁴⁴	m au ⁴⁵	m ɔ ¹³	m ə ²³	m æ ²⁴	m au ¹¹	m ɜ ³¹	m au ²⁴	m au ²⁴	m ɔ ³⁴	m au ⁵⁵
1230	tɕʰ i ⁵¹	tɕʰ i ⁵⁵	kʰ i ²¹³	tɕʰ i ¹³	kʰ ei ²¹³	h ei ³³	tɕʰ i ³⁵	tɕʰ i ²¹	kʰ i ⁵²	tɕʰ i ²¹³	tɕʰ i ⁵⁵	tɕʰ i ³⁵	tɕʰ i ⁴¹²	tɕʰ i ⁴⁵	tsʰ ɿ ⁴²	kʰ i ¹¹	tɕʰ i ⁵⁵	tɕʰ i ⁵⁵	kʰ i ⁵¹
1231	ʂ w ei ²¹⁴	ɕ ɥ ei ⁴¹	ts w i ⁵³	s w ei ⁵³	ts w ei ³¹	ʃ œy ³⁵	s w ei ⁴²	ʂ w ei ⁵⁵	s w i ³¹	s w i ²¹³	s ɥ ⁵⁵	ɕ y ²¹	s ɛ ⁵²	s w ei ⁵³	s ɿ ⁴⁵	s w i ⁵¹	f ei ⁵³	s w əi ⁴²	ʃ w ei ³⁵
1235	x a n ⁵¹	x a n ⁵⁵	kʰ uaː ¹¹	x a n ¹³	k a ŋ ²⁴²	h ɔ n ²²	x a n ³⁵	x aː ²¹	h ɔ n ⁵²	h ɔ n ²¹	ɦ ø ¹³	ɣ uɛː ³³	ɦ ø ³¹	x æː ⁴⁵	ɦ y ²²	h a n ³³	x aː ⁵⁵	x ɛː ⁵⁵	x a n ⁵¹
1237	ʈʂʰ ʅ ³⁵	ʈʂ ʅ ¹³	t i ⁵⁵	tsʰ ɿ ³¹	t j e ⁵²	tʃʰ i ²¹	tsʰ ɿ ²¹³	ʈʂʰ ʅ ⁴²	tsʰ ɿ ¹¹	tsʰ ɿ ²⁴	z ɿ ¹³	ɖʐ ʅ ²³	z ɥ ²⁴	tsʰ ɿ ¹¹	dz ei ³¹	t i ²⁴	ʈʂʰ ʅ ²⁴	tsʰ ɿ ³⁴	tʃʰ i ⁵⁵
1242	ʈʂʰ ə n ³⁵	ʈʂ ə n ¹³	t i m ⁵⁵	tsʰ ə n ³¹	tʰ i ŋ ⁵²	tʃʰ a m ²¹	tsʰ ə n ²¹³	ʈʂʰ eː ⁴²	tsʰ ə m ¹¹	tsʰ ə n ²⁴	z ə ŋ ¹³	dʑ i n ²³	z ə n ²⁴	tsʰ ə ŋ ¹¹	dz a ŋ ³¹	t i m ²⁴	ʈʂʰ eː ²⁴	tsʰ ə n ³⁴	tʃʰ j ə m ⁵⁵
1244	ʂ a ⁵⁵	s a ³³	s w a ³³	s a ⁴⁴	s a ⁴⁴	ʃ a ⁵⁵	s a ⁵⁵	ʂ a ²¹³	s a ⁴⁴	s a ⁴²	s o ⁵³	s o ⁵⁵	s o ⁴⁴	s a ¹¹	s o ⁴⁴	s w a ⁵⁵	s a ²¹	s ɑ ²¹	ʃ a ⁵⁵
1246	x ɤ ³⁵	x o ¹³	h o ⁵⁵	x o ³¹	ɔ ⁵²	h ɔ ²¹	x o ²¹³	x ə ⁴²	h ɔ ¹¹	h o ²⁴	ɦ u ¹³	ɣ ʊ ²³	ɦ əu ²⁴	x ə ¹¹	v u ³¹	h o ²⁴	x w o ²⁴	x o ³⁴	x o ⁵⁵
1256	n i ³⁵	ɲ i ¹³	n i ⁵⁵	ɲ i ³¹	n ɛ ⁵²	n ai ²¹	n i ²¹³	ɲ i ⁴²	n ai ¹¹	ɲ i ⁴⁵	ɲ i ¹³	ɲ i ²³	ɲ i ²⁴	n i ¹¹	ɲ i ³¹	n iː ²⁴	ɲ i ²⁴	n i ³⁴	n i ⁵⁵
1261	ɕ i ²¹⁴	s i ⁴¹	s oi ⁵³	ɕ i ⁵³	s ɛ ³¹	ʃ ai ³⁵	ɕ i ⁴²	ɕ i ⁵⁵	s ɛ ³¹	ɕ i ²¹³	s i ⁵⁵	ɕ i ²¹	s i ⁵²	ɕ i ⁵³	s ei ⁴⁵	s e ⁵¹	ɕ i ⁵³	ɕ i ⁴²	s i ³⁵
1263	t u ŋ ⁵¹	t o ŋ ⁵⁵	t a ŋ ¹¹	t o ŋ ¹³	t ɵy ŋ ²⁴²	t u ŋ ²²	t o ŋ ³⁵	t u ŋ ²¹	tʰ u ŋ ³¹	tʰ u ŋ ²¹	t o ŋ ¹³	d a ŋ ³³	d o ŋ ³¹	t u ŋ ⁴⁵	d o ŋ ²²	t ɔ ŋ ³³	t o ŋ ⁵⁵	t ɔu ŋ ⁵⁵	t u ŋ ⁵¹
1267	x w o ³⁵	x o ²⁴	a p ⁴	x o ³¹	w a ʔ ⁴	w u t ²	x o ²¹³	x w ə ⁴²	f a t ⁵	h w ɔ t ⁵	w a ʔ ¹³	x w e ³⁵	ɦ w ɤ ʔ ²³	x w ə ʔ ²	ɦ o ²¹²	h w a t ³²	x w o ²⁴	w ə ʔ ⁴	x w o ²¹⁴
1269	l j ou ³⁵	n j ɤu ¹³	l j u ⁵⁵	n j əu ³¹	l j eu ⁵²	l au ²¹	n j ou ²¹³	l j ou ⁴²	l j u ¹¹	l j u ⁴⁵	l j ɯ ¹³	n j ʊ ²³	l øy ²⁴	l j ou ¹¹	l j u ³¹	l j u ²⁴	l j ou ²⁴	l j ɤɯ ³⁴	l j ou ⁵⁵
1272	f ou ³⁵	x ɤu ¹³	pʰ u ⁵⁵	f əu ³¹	pʰ eu ⁵²	f au ²¹	f ou ²¹³	f u ⁴²	f ɛu ¹¹	ɸ w ɛu ⁴⁵	p ɤ ¹³	ɣ w e ²³	v øy ²⁴	f u ¹¹	v ɛ ³¹	h u ²⁴	f u ²⁴	f u ³⁴	f u ⁵⁵
1273	x ai ²¹⁴	x ai ⁴¹	h ai ⁵³	x ai ⁵³	x ai ³¹	h ɔi ³⁵	x ai ⁴²	x ɛ ⁵⁵	h ɔi ³¹	h ai ²¹³	h ɛ ⁵⁵	x w e ²¹	h ɛ ⁵²	x ai ⁵³	x ɛ ⁴⁵	h ai ⁵¹	x ɛ ⁵³	x ɛ ⁴²	x ai ³⁵
