COGID	dutch	english	french	german
949-1	v l r k + s m ə t			
1642-1	x ɑu l t			
1640-1	z ɪ l v ə r			
1633-1	aː t ə			
1630-1	t ɪ n			
993-1	x l aː s			
-2121-1	r aː l ə			
1692-1	v ɑ l ə			
1694-1	d r aː p ə ə			
1062-1	z ɛ ŋ k ə			
476-1	s w ɪ m ə			
1051-1	v l ɛɪ ɣ ə			
1075-1	b l aː t ə			
135-1	x l ɛɪ d ə			
-134-1	d ɑ n s ə			
1839-1	v ɛ s + ɣ aː n			
1097-1	t ɔ r k + k oː m ə n ə ə ə ə			
1777-1	v ɔ l k ə			
1434-1	b r ɪ ŋ ə			
1417-1	l ɛɪ d ə			
1424-1	r ɛɪ d ə			
778-1	p aː t			
790-1	b r ʉ k			
1223-1	p ɑ d ə l			
1117-1	z eː ɣ ə l			
1411-1	h aː v ə			
1407-1	v oː r + + h ɑu d ə			
1390-1	d ɪ n			
2086-1	x eː v ə			
2082-1	t ɔ r k + ɣ eː v ə			
576-1	z eː k ə			
579-1	v ɪ n d ə			
581-1	v ə r + l iː r ə			
-1791-1	r ɛɪ k			
-225-1	b r eː s			
-2284-1	p l ɑ t			
1479-1	aː p n ə n ə			
847-1	h ɔ k			
659-1	b oː d ə			
860-1	m ɪ d t			
213-1	r ɛ k t			
1286-1	v ɛ r n			
1293-1	w ɛ s t ə			
474-1	d ɪ k			
467-1	d ɑ n			
1177-1	d iː f			
588-1	v l ɑ k			
584-1	h aː k ə			
-1153-1	r ɔ n t			
700-1	t w ɑu l t			
875-1	d oː z ə n t			
1559-1	ɑ l			
1565-1	m aː r			
1968-1	h ɛ l s t			
-350-1	p aː r			
1478-1	b oː d ə			
1469-2		s ɛ n t		
2047-2		s ɔ n		
2054-2		d ɔ n d r		
1375-2		l ɪ		
760-2		w ɛ n t		
756-2		s n		
726-2		m ʌ d		
1351-2		ɡ r t + f d		
1353-2		ɡ r ɔ t m d		
412-2		s n f d r +		
406-2		s n m d r +		
1005-2		s t f + f d		
1012-2		s t f p m d		
1016-2		w d n r		
1069-2		s iː k		
509-2		f ɪ l		
693-2		m r l s d		
2179-2		n eɪ t		
1753-2		f f s		
1131-2		w ɔ l f		
1198-2		b eɪ r		
2032-2		h ɔ n		
2241-2		n əʊ s		
2244-2		l ɪ p		
610-2		k n		
945-2		h eɪ t		
1534-2		l ɪ k		
384-2		s ɪ k		
1650-2		n r ɔ t		
1663-2		s l t		
2279-2		l ɪ n		
471-2		s ɪ		
1385-2		s ɪ d		
792-2		r ɔ k		
1111-2		p ɪ t		
197-2		s ɪ d		
2020-2		l iː		
867-2		s ɔ n d t		
1970-2		f ɔ l		
1230-2		d r d ə d		
2017-2		n n r		
968-2		w ɜː r l		
1674-2		l ɛ n t		
1671-2		h ɪ v l̩		
829-2		k l		
1025-2		w ʌ d		
1027-2		s		
1832-2		r iː f		
-1816-2		s eɪ n		
-335-2		l əʊ n		
1043-2		s t r		
423-2		s t n		
2049-2		m æ n		
2062-2		s t ɔ		
2065-2		r ɪ n		
1368-2		s ɡ əʊ d		
1365-2		d l		
754-2		r ɪ k		
768-2		w eɪ d		
1211-2		f æ r		
106-2		m iː n		
-98-2		b ɛ		
719-2		f ɪ d		
1341-2		s n		
-2027-2		t ɛ n t		
-2026-2		n ɪ f r		
409-2		s f n + s n		
402-2		s f n + d ɔː d r + + +		
1014-2		s t f + d ɔː t		
1059-2		w aɪ		
120-2		s d l		
2194-2		ɔ əʊ		
2199-2		k ɑː l		
2197-2		s ɡ		
1523-2		s ɔ		
512-2		m ɪ r		
2141-2		h aɪ n		
2147-2		ɡ əʊ n		
814-2		k r eɪ		
810-2		d ɔ		
1758-2		m iː		
1760-2		r æ t		
1620-2		f æ n		
1282-2		w ɑː l v		
1136-2		f ɔ		
1309-2		l iː		
1307-2		n aɪ t		
1305-2		f l		
711-2		w ɪ s p		
1442-2		f l		
62-2		m		
-73-2		m ɪ s k t		
1810-2		h ɔ		
1805-2		f l ɔ		
1813-2		h əʊ r		
1811-2		p l t		
690-2		r ɔ p		
2177-2		p ɔ t		
246-2		w ɪ n k p r		
249-2		ɡ + l		
1506-2		n s + + f l n		
2242-2		m ɔ n		
2245-2		t ɔ n		
2174-2		s ɡ əʊ l d		
603-2		æ l n		
601-2		p ɛ n t		
615-2		f æ n d r		
901-2		k l		
608-2		f iː t		
596-2		t ɛ n		
937-2		b ɔ r		
936-2		n ɪ v l̩		
646-2		l ɔ n		
947-2		l ɪ v		
1606-2		k ɔ p d		
472-2		s n ɪ s		
1535-2		s w ɛ d		
1546-2		s p d		
1959-2		s l əʊ p		
694-2		s n ɑː k		
1961-2		d r m		
323-2		əʊ l l v		
1885-2		ɡ r		
2156-2		f eɪ r k eɪ l d		
1903-2		w ɔ n t		
525-2		s w eɪ l		
276-2		l æ m		
274-2		d iː		
278-2		ɡ l n		
258-2		d r ɔː n k		
256-2		n ɪ k		
383-2		eɪ t		
207-2		r aɪ f		
376-2		d r æ n k		
2014-2		r əʊ s d		
2009-2		ɪ v		
2003-2		k eɪ d l̩		
2024-2		p n		
1321-2		k ɔ p		
1976-2		t ɪ n		
1243-2		m ɪ l d t		
1265-2		p æ l		
1261-2		s ɪ v		
655-2		p r ɔ t		
650-2		d aɪ		
1532-2		k n eɪ d		
-36-2		s ɔ p		
34-2		b n		
-1647-2		f aɪ		
-1615-2		l		
125-2		f aɪ t		
1659-2		h ɔ n ɪ		
1661-2		m ɪ l k		
1676-2		b ɔ d		
480-2		ɡ d r k		
1466-2		k l æ d		
2277-2		w ɔ l		
2271-2		f æ l t		
2293-2		l eɪ d		
624-2		s p ɪ n		
628-2		s p ɑː n d l̩		
626-2		w ɪ v		
633-2		n æ d l		
1185-2		s ɡ n m əʊ k		
1179-2		h aɪ		
2168-2		k aɪ		
1952-2		d iː		
899-2		l ɪ d		
922-2		b aɪ		
-934-2		l aɪ m p		
916-2		t r ɔ		
1726-2		f ɛ l t		
2108-2		p l əʊ		
1133-2		f ɔː k		
2114-2		s p ɪ d		
1272-2		r ɔ k		
1979-2		ɡ r		
1989-2		h iː		
-2260-2		p l æ n t		
70-2		b ɔ k		
-89-2		w ɪ n r t d		
-12-2		p aɪ p		
713-2		s æ p		
747-2		n eɪ d l̩		
308-2		d iː		
289-2		p ɛ n d		
1930-2		b r eɪ k		
1928-2		s p l ɛ d		
858-2		d r k		
1577-2		ɔ p s n		
908-2		w ɪ s		
648-2		b ɪ r		
1855-2		t s ɔː l		
657-2		h ɪ m		
2058-2		n ɪ k l̩		
949-2		əʊ l d + + s m		
1642-2		ɡ əʊ l t		
1640-2		s ɑː l v		
1633-2		ɪ s		
1630-2		t iː n		
993-2		ɡ l		
-2121-2		r ɔ l		
1692-2		f æ l		
1694-2		d r p		
1062-2		s eɪ n k		
476-2		s w aɪ m		
1051-2		f l əʊ		
1075-2		b l əʊ s		
135-2		ɡ l ɛ d		
-134-2		d ɑː n s		
1839-2		w æ n n		
1097-2		d ɑː r k m + +		
1777-2		f ɔ l		
1434-2		ɡ r ɛ n		
1417-2		l aɪ d		
1424-2		r ɪ d		
778-2		p aɪ t		
790-2		b r k		
1223-2		p ɛ d l̩		
1117-2		s aɪ k l̩		
1411-2		h ɪ p		
1407-2		p ɪ s t + f əʊ l d		
1390-2		d iː		
2086-2		ɡ ɪ v		
2082-2		d ɑː r k r v		
576-2		s ɪ k		
579-2		f ɛ n d		
581-2		f æ r l s		
-1791-2		r aɪ k		
-225-2		p r ɔ		
-2284-2		p l		
1479-2		ɔ p d n		
847-2		h iː		
659-2		b ɔ d		
860-2		m ɪ d		
213-2		r eɪ		
1286-2		f æ		
1293-2		w eɪ s d		
474-2		d iː k		
467-2		d iː n		
1177-2		d iː p		
584-2		h ɪ k		
-1153-2		r ɔ n t		
700-2		t w l		
875-2		d ɪ s n		
1559-2		æ l		
1565-2		m aɪ		
1968-2		h eɪ l f t		
-350-2		p əʊ r		
1469-3			ʀ ɑ̃	
2047-3			ʃ o z	
2054-3			t ɑ̃ t	
1375-3			l ə v ʀ	
760-3			ʀ a	
756-3			e ʀ	
726-3			ʀ a t	
1351-3			e ʀ i ʀ t	
1353-3			e ʀ i e	
412-3			ʀ v a ɡ t ʀ	
406-3			ʀ v a ɡ t ʀ	
1005-3			s t i ʀ	
1012-3			s t i ʀ	
1016-3			ʀ a t e ʀ	
1069-3			ʀ ɑ̃	
509-3			ʀ a	
693-3			t ʀ t ʀ	
2179-3			ʀ ɛ	
1753-3			ʀ ʀ i	
1131-3			ʀ a	
1198-3			b ʀ i	
2032-3			t ʀ	
2241-3			ʀ o t	
2244-3			l ə v e	
610-3			t ʀ	
945-3			ʀ ʀ	
1534-3			l ə v	
384-3			ʀ a z	
1650-3			ʀ ʀ	
1663-3			ʀ ʀ	
2279-3			l ə	
471-3			ʃ o z	
1385-3			ʀ a t	
792-3			ʀ u	
1111-3			ʀ ɛ	
197-3			ʀ o z	
2020-3			ʀ ɑ̃	
867-3			t ɑ̃ t ʀ	
1970-3			ʀ a	
1230-3			t ʀ ʀ t ʀ	
2017-3			p ʀ	
2183-3			t t	
1521-3			v	
1755-3			t t	
1760-3			ʀ u t	
1196-3			v a	
575-3			a t a t t	
2014-3			ʀ ɛ s t	
1321-3			ʀ u	
1265-3			b ʀ i	
588-3			e ʃ	
1469-4				ʃ a n t
2047-4				ʃ a n ə n
2054-4				t ɛ n d ə r
1375-4				l ɪ + ɡ ə t
760-4				v ɪ n t
756-4				ʃ n ai
726-4				m au t ə r
1351-4				ɡ r ɛ + t + f ʊ t ə r
1353-4				ɡ r ʏ t + m ʊ t ə r
412-4				ʃ ə + ɛ n + b a d ə r + + + n ə n
406-4				ʃ ə + ɛ n + m ʊ t ə r + + + n ə n
1005-4				ʃ t ɪ + + f a t ə r
1012-4				ʃ t iː b + m ʊ t ə r
1016-4				v ɛ t + ɛ v n ə ə r
1069-4				t ɪ x
509-4				f a l ə n
693-4				m + ɔ l + + ai s ə l
2179-4				n ɛ s t
1753-4				b b ɪ ts t
1131-4				v a l ə
1198-4				b aː ə r t
2032-4				h a r n
2241-4				n ʊ s ə
2244-4				l ɪ f ə n
610-4				k + n t
945-4				h a r t
1534-4				l ɪ k ə n
384-4				ʃ ɔy ɡ ə n
1650-4				n + ɔ t
1663-4				ʃ ɔ l t
2279-4				l ɪ n ə n
471-4				ʃ aː ə n
1385-4				ʃ aː t ə n
792-4				j a x
1111-4				m a s t
197-4				ʃ a t ə n
2020-4				l a n
867-4				h ʊ n t ə r ə t
1970-4				f ʊ l ə
1230-4				t r + ɛ r t ə n
2017-4				n + ɪ ə ə
968-4				v ɛ r ə l t
1674-4				l a n t
1671-4				h aː f ə l
829-4				k l ɪ f ə
1025-4				v aː t ə r
1027-4				z iː
1832-4				r au
-1816-4				ʃ ʃ ə n
-335-4				l aː ɡ ə n ə
1043-4				ʃ t r ə m
423-4				ʃ t ai n
2049-4				m a n ə
2062-4				ʃ t ɔ r k
2065-4				r ɛ ɡ m + b aː ɡ ə n
1368-4				ʃ aː d ə
1365-4				t + au
754-4				r iː ɡ ə n
768-4				v ɛ l ə r
1211-4				f ai ə r
106-4				m a n
-98-4				b ɛ b ə
719-4				f aː d ə r
1341-4				z oː n
-2027-4				ts ɛ n t ə
-2026-4				n eː f ə n
409-4				ʃ ə + ɛ n + z a n ə ə n
402-4				ʃ ə + ɛ n + t ɛ x t ə r + + + n ə n
1014-4				ʃ t aː b + t aː x t ə r
1059-4				v ai n
120-4				ʃ t uː l
2183-4				ʃ t iː r ə
2194-4				ʊ + ə ə
2199-4				k a l ə
2197-4				ʃ ɔ pf
1523-4				z oː k
1521-4				b au x
512-4				m ɛ r ə
2141-4				h ai n
2147-4				ɡ a n s
814-4				k r aː ə ə
810-4				t ʊ f ə
1755-4				h ʊ n t
1758-4				m oː s
1620-4				f ɪ n ə
1282-4				v a l b ə n
1136-4				f ʊ ə s
1309-4				l oː s
1307-4				n ai t ə
1305-4				f l
711-4				v ɛ s ə ə
1442-4				f l ɪ ə ə
62-4				m ʏ ts ə
-73-4				m ʊ ʃ k ɪ t ə
1810-4				h oː t
1805-4				f l ai ʃ
1813-4				h ai ə r
1811-4				b l a t
690-4				r ɪ f ə
2177-4				h ʊ f t
246-4				v ɛ ŋ k + + + b r ɔ ə n
249-4				a ɡ + + + l ə t
1506-4				n s + + + + b l yː ɡ ə l
2242-4				m ʊ n t
2245-4				ts ʊ ŋ ə
1196-4				n ɛ k ə n
2174-4				ʃ a l t ə r
575-4				ʊ k ʃ ə l + + ə ə n
603-4				ɛ l ə + + b aː ɡ ə n
601-4				h a n t
615-4				f ɪ ŋ + ə r
901-4				k l ɔ ə ə
608-4				f iː t
596-4				t ai n ə
937-4				b r ʊ s t
936-4				n aː f ə l
646-4				l ʊ ŋ ə
947-4				l ai f ə r
1606-4				h ʊ f ə n
472-4				b n iː z ə n
1535-4				ʃ v iː s ə n
1546-4				ʃ p iː ɡ ə n
1959-4				ʃ l aː f ə n
694-4				ʃ n ɛ r k ə n
1961-4				t r eː m ə n
323-4				ɡ + l ai b ə n
1885-4				ɡ r a f
2156-4				ɛ r + k a l t + h ə t
1903-4				v ɔ n t ə
525-4				ʃ v ɛ l ə ŋ
276-4				l a m ə
274-4				t au f
278-4				b l ɪ n t
258-4				au r + t r ɔ ŋ k ə n
256-4				n aː k ə t
383-4				aː t ə n
207-4				r ai m
376-4				t r ɪ ŋ k ə n
2014-4				r ɛ f ə n
2009-4				aː f ə n
2003-4				k ɛ t ə l
2024-4				b a n ə
1976-4				ts a ŋ ə n
1243-4				m aː l + + + + t ə t
1261-4				ʃ iː b ə n
655-4				b r ɔ t
650-4				t ai k
1532-4				k n iː d ə n
-36-4				ʃ ʊ f ə
34-4				b oː n ə
-1647-4				f ai k ə
-1615-4				a + l ə
125-4				f ai t
1659-4				h a n ə ŋ
1661-4				m ɛ l k
1676-4				b au t ə r
480-4				au r + t r a ŋ ə
1466-4				k l ai d ə ŋ
2277-4				v a l ə
2271-4				f ɪ l t
2293-4				l ɛ + ə r
624-4				ʃ p ɪ n ə n
628-4				ʃ p ɪ n d ə l
626-4				v iː b ə n
633-4				n aː + + l t
1185-4				ʃ ɛ n + m aː + k ə r
1179-4				h ai t
2168-4				k a m
1952-4				t iː r
899-4				l a t ə r
922-4				b ai t
-934-4				l a m ə ə
916-4				t r ɔ k
1726-4				f ɛ l t
2108-4				b l iː ɡ ə n
1133-4				f ɛ r ə
2114-4				ʃ p aː d ə n
1272-4				r ɔy ɡ ə n
1979-4				ɡ r a s
1989-4				h ai
-2260-4				b l ɛ n t ə n
70-4				b ʊ k ə
-89-4				v ɪ ŋ ə r t + + n ə n
-12-4				b ai f ə
713-4				ʃ a f ə
747-4				n ɛ t ə l
308-4				t a n
289-4				b ɪ n d ə n
1930-4				b r ɛ x ə n
1928-4				ʃ p + l ai s ə n
858-4				a t + + + r ɛ k ə n
1577-4				ʊ ə + h a ŋ ə n
908-4				v a s ə n
648-4				b au r ə n
1855-4				a t + h a l ə n
657-4				h aː m ə r
2058-4				n aː ɡ ə l
949-4				ts r + + + ʃ m ə t
1642-4				ɡ ɔ l t
1640-4				z ɪ l b ə r
1633-4				aː f ə r
1630-4				t ɪ n
993-4				ɡ l a s
-2121-4				r aː l ə n
1692-4				f a l ə n
1694-4				t r ʊ p ə l ə
1062-4				ʃ ɪ ŋ k ə n
476-4				ʃ v ɛ m ə n
1051-4				f l iː ɡ ə n
1075-4				b l aː s ə n
135-4				ɡ l ai d ə n
-134-4				t a n s ə n
1839-4				v ɛ k + ɡ eː ə n
1097-4				ts r aː + k au m ə + + n ə n
1777-4				f ɛ l ɡ ə n
1434-4				b r ɛ ŋ ə n
1417-4				l ai t ə n
1424-4				r ai t ə n
778-4				pf a t
790-4				b r ʊ ə ə
1223-4				b ɛ t ə l
1117-4				ʃ ɛ + ə l
1411-4				h ɛ f ə n
1407-4				f ɛ s t + h a l t ə n
1390-4				t ɪ ŋ
2086-4				ɡ iː f ə n
2082-4				ts r + + ɡ ai b ə n
576-4				ʃ a k ə n
579-4				f ɪ n d ə n
581-4				f ɛ r + l iː z ə n
-1791-4				r ai x
-225-4				b r ai t
-2284-4				b l a t
1479-4				aː p + ə n ə
847-4				h oː k
659-4				b au t ə n
860-4				m ɪ t ə
213-4				r ɛ f t
1286-4				f ɛ r ə
1293-4				v ɛ s t ə n
474-4				d ɪ x
467-4				t ai n
1177-4				t iː pf
588-4				f l a x
584-4				h aː k ə n
-1153-4				r ʊ n t
700-4				ts v aː l ə
875-4				t a z ə n t
1559-4				a l ə
1565-4				m ai r
1968-4				h ɛ l f t ə
-350-4				b au ə r
1478-4				b au t ə n
