COGID	1	10	2	3	4	5	6	7	8	9
2088-3			s i l a							
2334-3			k i k o							
2393-3			m a n a							
2665-3			i u n k a							
2738-3			β e e l a							
3675-3			l a e a l a							
4137-3			m a l a							
4440-3			β i l a							
4574-3			a a a l a							
4688-3			k a dʒ e							
2798-3			i i a							
3067-3			n d u							
3531-3			a a l a x a							
3767-3			l a							
4632-3			x a s a							
401-3			k a							
2689-4				t u r a						
893-4				dʒ e n u r a						
1285-4				n g a a						
3572-4				t o s a						
1755-4				dʒ g a						
1789-4				k u l u o ŋ g a						
3686-4				t i ŋ g a						
4451-4				b e r a						
1216-4				k u dʒ e i a						
4003-4				s i u r a						
419-4				k u g a						
1122-4				b u i a						
1430-4				k ɔ r a						
1666-4				t o u r a						
1767-4				k ɔ r i						
55-4				t e r a						
94-4				b ɔ r a						
2717-4				ŋ g o ŋ g a						
1339-4				t o i a						
4632-4				k ɔ r a						
2689-5					t a m					
893-5					a n d					
1285-5					n u a					
1303-5					f k o m					
2197-5					s u a l					
2828-5					l i n					
3572-5					s o n i					
1095-5					l i m					
3207-5					β u l					
3519-5					t u m					
3686-5					t i m p a					
4249-5					k u m i					
448-5					β u l					
630-5					β e e l e					
814-5					k o m p e					
1228-5					p u a					
1418-5					ʃ i m u					
2026-5					t u e					
2775-5					f u m p					
3397-5					β o l					
3826-5					t o k					
4040-5					e l i					
4373-5					l i m i					
4384-5					i l o					
84-5					t u k u l					
116-5					f i k					
587-5					o n g a					
848-5					k u l					
1159-5					t					
1350-5					l j a					
1396-5					o f u					
1430-5					i s					
1767-5					o l					
2286-5					l					
2317-5					β u β					
2419-5					s e k					
2750-5					e e ʃ i					
3018-5					s i l					
3275-5					a n					
3441-5					s e ŋ g					
3885-5					t u m					
4192-5					β i i m p					
4260-5					s u a					
4350-5					l e e l o					
278-5					β					
745-5					t u k					
3971-5					k u m a					
55-5					l m a					
94-5					s o k					
2717-5					l k u ŋ g u					
4139-5					m i n					
200-5					β i					
374-5					t a l a a					
508-5					β o					
528-5					β i l i					
575-5					t a					
1137-5					β u u					
1339-5					t u i					
1872-5					p a					
2537-5					l o m					
2738-5					β e e l					
2872-5					k o l i					
2893-5					ʃ i k u					
3675-5					l e e l e					
4028-5					l w					
4238-5					i i s o ʃ i					
4429-5					á s					
4485-5					s u					
2798-5					n u					
3531-5					a a n i k a					
3767-5					l o					
4632-5					k a l i					
1033-5					k o l o m o l					
3185-5					f i i k a					
1303-6						k k				
1755-6						ɓ				
448-6						s ɔ k ɔ l				
1475-6						k l				
3397-6						k ɔ l				
2286-6						l l				
278-6						k l				
2717-6						l k ɔ				
4137-6						s ɔ ɔ				
3767-6						l l				
1033-6						k k ɔ l				
2689-7							a m a			
893-7							a n a t a			
1285-7							n w a a			
1303-7							k o m a			
2197-7							z a a			
2828-7							i n a			
3572-7							s o n i			
1095-7							t i m a			
1755-7							i n e			
1789-7							k a a a n k a			
3519-7							t u m a			
3686-7							i m b a			
4249-7							k u m i			
4451-7							v i s i			
814-7							n o o m b e			
1216-7							ɣ a v a n a			
1475-7							ɣ a			
2026-7							t e e a			
2775-7							v u m b a			
3826-7							t o k a			
4003-7							i v a			
4040-7							ɣ e n i			
84-7							s u ɣ u u			
116-7							f i k a			
181-7							ɣ o o n ɣ a			
419-7							o ɣ a			
587-7							o o ŋ g o			
660-7							e a			
848-7							k a a			
1122-7							v i n a			
1159-7							n a			
1374-7							n s a a n a			
1396-7							z o v u			
1430-7							i o s a			
1906-7							i n ɣ i a			
2177-7							ɣ a a			
2419-7							s e k a			
3018-7							z i a			
3275-7							ɣ a n a			
3441-7							s e ŋ ɣ a			
3464-7							o n a			
3639-7							t i t i m b a a			
3885-7							t i m a			
4192-7							v i i m b a			
745-7							t u k a			
3971-7							k a m a			
55-7							a m a			
2717-7							dʒ a ŋ g a			
4139-7							m i n a			
93-7							k o n o			
459-7							u m a			
575-7							t a a			
1712-7							u o			
2088-7							v i s a			
2166-7							n u m b a			
2334-7							s i ɣ a			
2393-7							m a n a			
2537-7							o m a			
2665-7							i n ɣ i			
2997-7							ɣ a n z a			
4028-7							m w e			
4316-7							t i t a			
4429-7							ɣ a s a			
4688-7							i i n w a			
3067-7							n t u			
3185-7							v i i k a			
794-7							v e e k a			
143-7							v u a			
388-7							n u m a			
2689-8								n a m a		
1285-8								n w a a		
1303-8								ŋ k ô m a		
2197-8								k k a r a		
2828-8								k u n a		
3572-8								k u n a		
1755-8								k n a		
1789-8								k ô r t a ŋ g a		
3207-8								k u r a		
3519-8								k u m a		
3686-8								t u m g a		
4249-8								k u m a		
4451-8								v i r a		
814-8								k u m b a		
1228-8								p u u a		
2026-8								t u u a		
2775-8								k u m b a		
3826-8								k u k a		
4040-8								k u n a		
181-8								k ô ŋ g a		
660-8								r e r a		
848-8								k u r a		
1083-8								k ô r a		
1159-8								n a		
1350-8								r u k a		
1396-8								ʝ ô v a		
1666-8								t u n a		
2177-8								ŋ k a a		
2317-8								k u k a		
4260-8								ʝ u u a		
745-8								t u k a		
3971-8								k u m a		
94-8								k ŋ k a		
2717-8								ŋ g a ŋ g a		
4139-8								m u n a		
43-8								k w k a		
575-8								t a a		
871-8								k o m a		
1339-8								t u u a		
1585-8								t á r a		
1872-8								p u a		
2893-8								k u k u a		
4028-8								m w a		
4316-8								t ô t a		
4440-8								v á r a		
4485-8								k a		
4688-8								ʝ m w a		
2798-8								n n a		
794-8								k e k e k a		
2689-9									s a m a	
893-9									a n a g a	
1285-9									n b a a	
1303-9									g o m a	
2197-9									s g a l a	
2828-9									l i n a	
3572-9									s o n i	
1095-9									l i m a	
1789-9									k a l a a ŋ g a	
3207-9									g ʊ l a	
4249-9									k ʊ l i	
4451-9									b i s a	
630-9									b i l a	
814-9									s o m b a	
1228-9									s o a a	
1418-9									s i b a g a	
1475-9									g a a	
2026-9									s i a	
2775-9									b u m b a	
3397-9									b o l a	
3826-9									s o k a	
4003-9									i b a	
4040-9									g e n i	
4373-9									l i l i	
4384-9									i n a	
116-9									s i k a	
181-9									g o ŋ g a	
1083-9									l i l a	
1374-9									a a n a	
1430-9									i s a	
1666-9									s a n a	
1767-9									g o k a	
1906-9									i g i l a	
2177-9									g a g a	
2419-9									s a g a	
2750-9									s i	
3018-9									s i l a	
3441-9									s a ŋ g a	
3885-9									k i m a	
3981-9									i b g a	
4260-9									s o a a	
4350-9									l l l a	
278-9									b a	
745-9									s i g a	
55-9									s a m a	
94-9									s o r a	
4139-9									m i n a	
200-9									b i i	
528-9									b i l i	
871-9									k a m a	
2088-9									b i s a	
2166-9									u m b a	
2334-9									i g a	
2393-9									m a n a	
2537-9									l o m a	
2665-9									i ŋ g a	
2738-9									b e i l a	
2872-9									k o s i	
2997-9									g a b a	
3075-9									g ʊ l a b a	
4238-9									i s o s i	
4429-9									s a s a	
4440-9									b i l a	
4485-9									s a	
4574-9									s a a l a	
2798-9									n n a	
3067-9									n g a	
3767-9									l o	
4632-9									k i l a	
1033-9									k o a g o l a	
3185-9									b i i g a	
240-9									g a	
401-9									g a	
2689-10										l a l a
893-10										a a l a
1285-10										n w a a
2197-10										l l a l a
2828-10										l i l a
1095-10										l i l a
1755-10										ɔ n a
3207-10										l ʊ l a
3519-10										l ʊ l a
448-10										l ʊ l a l i
630-10										l l i l a
1216-10										χ a b l a
1418-10										s i l i a a
2775-10										l ʊ ɔ m a a
3397-10										l ɔ l a
4373-10										l i l i
4384-10										i l a
84-10										l ʊ χ ʊ l a
1083-10										l i l a
1122-10										n̩ a a
2286-10										l a
2317-10										l ʊ l a
3018-10										l i l a
3275-10										l l a l a
3464-10										l ɔ m a
3639-10										l i l i m a l a
3885-10										l i m a
3981-10										i i l a l a
94-10										ɔ χ a
4139-10										m i n a
43-10										χ i r k a
374-10										l l i l a l a
459-10										l ɔ m a
508-10										l ɔ l a
871-10										l a l a
1712-10										χ ʊ l a
2893-10										l i χ ʊ a
3075-10										χ ɔ l a l a
3531-10										a a l i l a
794-10										b á b a χ a
