COGID	1	10	2	3	4	5	6	7	8	9
4316-1	ɔ ɔ t a									
4429-1	g a s a									
4440-1	ɔ i l a									
4485-1	s a									
4574-1	k u a a l a									
4688-1	ɔ ɔ ɔ l a									
143-1	s a a									
240-1	ɔ i g a									
388-1	s a a ʊ m a									
401-1	k a									
599-1	t a a m l a									
649-1	l a a a a									
755-1	k u l a									
836-1	s u i m b a									
969-1	i s a									
994-1	ɔ ɔ ɔ m l a									
1006-1	ɔ u ɔ ŋ g a									
1032-1	l ɔ l ɔ l a									
1043-1	ɔ a l a									
1110-1	t a m a									
1263-1	g a p a									
1273-1	l ɔ ɔ a a									
1329-1	i a a a l a									
1362-1	g i a									
1606-1	ɔ i t a									
1617-1	ɔ ɔ ɔ a									
1629-1	s a i a									
1744-1	i i a a									
1895-1	d a									
1917-1	g ʊ m a									
1969-1	ɔ ɔ ɔ a a									
1989-1	s a g a									
2037-1	s k a t a									
2128-1	g a g m b a									
2186-1	g a β a									
2483-1	k u l a									
2592-1	l ɔ l a									
2615-1	d a a									
2700-1	g a a i l a									
2784-1	g ʊ l a									
2797-1	l ɔ m a									
2884-1	a p j a a									
2904-1	s a a a a l a									
2972-1	s a a									
3030-1	l i p a									
3148-1	i t a									
3160-1	l u i a									
3261-1	a a a a									
3364-1	ɔ ɔ t a									
3385-1	s a									
3419-1	t a a									
3430-1	ʊ a a									
3583-1	s ɔ i i a									
3664-1	a a a a									
3706-1	t a a n g a a a									
3756-1	s i a m l a									
3837-1	g ɔ a ɔ m a									
3865-1	s a s a									
4406-1	t i a									
4530-1	ɔ ɔ ɔ a									
4552-1	k a n a a									
4621-1	s a i i a									
2689-2		n a m a								
893-2		a a n i n a								
1303-2		s k o m a								
2197-2		s g a l a								
2828-2		s i n a								
3572-2		s o n a								
1095-2		l i m a								
1789-2		g a l a a n g a								
3207-2		t u l a								
3519-2		t u m a								
3686-2		s i m b a								
4249-2		k u m a								
4451-2		v i s a								
448-2		p u a a g a								
630-2		s e e l a								
814-2		s o o m b a								
1216-2		g a v a g a								
1228-2		p u a a								
1418-2		s i m a a g a								
1475-2		k a a								
2026-2		t u i a								
3826-2		s o g a								
4003-2		s i a v a								
4373-2		l i m a								
4384-2		i g a								
84-2		s u g u l a								
116-2		s i g a								
419-2		l o g a								
587-2		o o ŋ g o								
660-2		l e l a								
848-2		k a l a								
1122-2		v i n a								
1159-2		s a								
1350-2		l u a a								
1374-2		n e a a n a								
1906-2		i a g i l a								
2419-2		s e g a								
2750-2		e u g a								
3441-2		s e e ŋ g a								
3464-2		v o n a								
3639-2		t e t a m m g a								
3981-2		a a a a g a								
4192-2		v i u m b a								
4350-2		l e e l g a								
278-2		p a								
3971-2		k a m a								
55-2		s a m a								
43-2		s a a p a								
93-2		k o n o								
459-2		l u m a								
1137-2		s u g u								
1585-2		a a l a								
1872-2		p a a								
2166-2		s u u m b a								
2872-2		g o l a								
2997-2		s a a n s a								
3075-2		g u l u v a								
3675-2		l a e a l a								
4137-2		v i l a								
4238-2		p u s o g a								
4316-2		t a t u								
4574-2		s a a a l a								
3067-2		n t u								
3531-2		a a n a g a								
1033-2		s a a a a o l a								
3185-2		v i i k a								
794-2		v e e a k a								
143-2		v u a								
240-2		a g a								
388-2		e e a u m a								
599-2		t a u m b a								
969-2		i s a								
994-2		p u a a g a								
1606-2		o e t a								
1629-2		k a i a								
1895-2		l a								
2592-2		l o l a								
2884-2		p p j a a								
3148-2		i t a								
3261-2		p u t a								
3583-2		k o o l a								
3837-2		g o l o m a								
4621-2		s a a v a								
1929-2		t u n a								
3940-2		tʃ u l a								
860-2		p a a a d a								
2057-2		tʃ i l a								
552-2		p u m a								
959-2		p e m o								
1495-2		v u t a								
2689-3			f a m a							
893-3			a a a a l a							
1285-3			f i a a							
1303-3			f k o m a							
2197-3			f u a l a							
2828-3			l i l a							
3572-3			f o n a							
1095-3			l i m a							
1755-3			tʰ i a							
1789-3			k a l a a ŋ g a							
3207-3			f u l a							
3519-3			f u m a							
3686-3			f a m b a							
4249-3			f u m a							
4451-3			i l a							
448-3			f o a l a							
630-3			β a a l a							
1216-3			k a a u l a							
1228-3			i a a							
1418-3			a l a a l a							
1475-3			k u a							
3397-3			β o l a							
4003-3			a l l a							
4040-3			f a i a							
4373-3			l a l a							
4384-3			i l o							
181-3			k o o i l o							
419-3			l o k a							
587-3			o a u g a							
660-3			l a l a							
1083-3			l i l a							
1350-3			l j a a							
1374-3			l a a n a							
1396-3			s o f a							
1666-3			tʰ a i l o							
1767-3			f o l o							
1906-3			l k a l a							
2177-3			f k i tʰ i							
2286-3			l a							
2317-3			f u β a							
2750-3			a l a							
3275-3			f a a l a							
3464-3			o n a							
3639-3			a k a m a l a							
3981-3			l m i l a							
4192-3			f a a m b a							
4260-3			s i a a							
4350-3			l a a l o o							
278-3			β a							
745-3			f i i a							
3971-3			u m a							
93-3			k o n o							
200-3			β a a							
374-3			f a a l a a a							
508-3			f o f a							
528-3			β a l a							
1137-3			a f a							
1585-3			a l a							
1712-3			f u l a							
2088-3			f i l a							
2334-3			f i k o							
2393-3			m a k a							
2665-3			i a i k a							
2738-3			β a a l a							
3675-3			l a a a l a							
4137-3			a l a							
4440-3			p i l a							
4574-3			a a a l a							
4688-3			a a i l a							
2798-3			i i a							
3067-3			k a							
3531-3			a a a l a							
3767-3			l a							
4632-3			s a l a							
401-3			l a							
649-3			l a a l a							
755-3			k a l a							
1032-3			l o l o l a							
1043-3			tʰ a l a							
1273-3			l o o r a							
1362-3			k u a							
1895-3			a							
2615-3			s a a							
2784-3			tʰ a l a							
2904-3			k a a a a a a							
3385-3			l a							
3430-3			u k a							
3664-3			β a l a							
3756-3			f a a a l a							
24-3			f u l a							
542-3			β u l a u a							
564-3			f a a k a							
928-3			k i i a							
1181-3			f a a							
1241-3			f u a a a a							
1607-3			s a l a							
1929-3			f u ɲ a							
2852-3			k u i a							
3198-3			f u m a l a							
3502-3			f i k a							
3598-3			β a l a							
3698-3			i a a a l a							
3735-3			f a l a							
3940-3			β a l a							
2689-4				b i r a						
893-4				b dʒ dʒ dʒ i i						
1285-4				b dʒ i a						
3572-4				b ɔ r a						
1755-4				b dʒ a						
1789-4				b i r ɔ o ŋ g a						
3686-4				b i m i a						
4451-4				b i r a						
1216-4				b dʒ ɔ ɔ i i						
4003-4				b i ɔ i i						
419-4				b ɔ i i						
1122-4				b dʒ i i						
1430-4				b ɔ i i						
1666-4				t i ɔ i a						
1767-4				k ɔ r i						
55-4				b ɔ r a						
94-4				b ɔ r a						
2717-4				b g o ŋ g a						
1339-4				t ɔ i a						
4632-4				b ɔ r a						
2784-4				b á i i						
3160-4				k i r i						
675-4				t u ŋ g a						
860-4				b ɔ o ŋ g a						
1151-4				s a						
1631-4				b u ɲ a						
2057-4				b ɔ ɔ a						
2689-5					l u m					
893-5					a n d l					
1285-5					k u o					
1303-5					s k o m					
2197-5					s u u l					
2828-5					ʃ i n					
3572-5					s o n i					
1095-5					l i m					
3207-5					f u l					
3519-5					f u m a					
3686-5					s u m p					
4249-5					k u m i					
448-5					f u d a					
630-5					β e l					
814-5					k o m p					
1228-5					p u					
1418-5					s i m n					
2026-5					s u i					
2775-5					k u m p a					
3397-5					β o l					
3826-5					s o k					
4040-5					s o n i					
4373-5					l i m i					
4384-5					i n					
84-5					t u k u l u					
116-5					ʃ i					
587-5					a n k o					
848-5					k u l					
1159-5					t					
1350-5					l j					
1396-5					s u f u					
1430-5					i					
1767-5					k o l					
2286-5					l					
2317-5					f u β a					
2419-5					s e					
2750-5					a i					
3018-5					ʃ i l					
3275-5					t a l a					
3441-5					s a n g					
3885-5					s u					
4192-5					β i n d					
4260-5					s u					
4350-5					l e l					
278-5					β					
745-5					s u k					
3971-5					k u m a					
55-5					l u m					
94-5					k o n					
2717-5					l u o ŋ g l					
4139-5					m o n					
200-5					β i					
374-5					t a l					
508-5					β a f a					
528-5					β i l					
575-5					t u					
1137-5					f u k u					
1339-5					t u					
1872-5					p u					
2537-5					l o					
2738-5					β a l					
2872-5					k o l i					
2893-5					t u k u a					
3675-5					l a e l					
4028-5					p u i					
4238-5					i o					
4429-5					k u					
4485-5					s u					
2798-5					s u					
3531-5					f a n i k a					
3767-5					l					
4632-5					k a l					
1033-5					k o m o l					
3185-5					ʃ i i					
649-5					l a l					
1110-5					t u f a					
1263-5					u a					
1273-5					l a l					
1329-5					i n l					
1617-5					k u k					
1917-5					l u a					
1969-5					k u n					
2483-5					k u l					
2615-5					a a					
2700-5					t a n g a					
2884-5					t p j					
2972-5					t					
3030-5					l i p					
3261-5					tʃ e l e					
3419-5					t					
3664-5					β a					
3706-5					t a n u					
3865-5					s u					
4406-5					p i					
4530-5					k u					
4552-5					a d					
24-5					f u p a					
542-5					β a á l a					
1181-5					f w a					
1241-5					f u u n l					
1607-5					s a l					
1929-5					f u l					
3598-5					β a l					
3698-5					i a k l					
3735-5					f u l					
3940-5					s a l					
1631-5					k u n					
2057-5					tʃ u l a					
552-5					s u m					
959-5					e f o					
1318-5					k u ŋ g u					
1411-5					ʃ i					
1495-5					l u t a					
1578-5					u u u					
1303-6						k k				
1755-6						ɓ				
448-6						s ɔ k ɔ l				
1475-6						k l				
3397-6						k ɔ l				
2286-6						l l				
278-6						k l				
2717-6						l k ɔ				
4137-6						s ɔ ɔ				
3767-6						l l				
1033-6						k k ɔ l				
2689-7							i m a			
893-7							n u k a			
1285-7							m u a			
1303-7							o m a			
2197-7							s a			
2828-7							i n a			
3572-7							s o i			
1095-7							t i m a			
1755-7							i s a			
1789-7							k o a n k a			
3519-7							t u m a			
3686-7							i m b a			
4249-7							u m i			
4451-7							v i s a			
814-7							o o m b a			
1216-7							ɣ u v u n a			
1475-7							ɣ u a			
2026-7							t i e a			
2775-7							u m a a			
3826-7							o k a			
4003-7							s i v a			
4040-7							ɣ e v a			
84-7							s u ɣ u r a			
116-7							s i k a			
181-7							ɣ o o u ɣ a			
419-7							k o k a			
587-7							o o ŋ k a			
660-7							e a			
848-7							ɣ o a			
1122-7							v i n a			
1159-7							a			
1374-7							s á n a			
1396-7							s o v a			
1430-7							i o s a			
1906-7							i ɣ i r a			
2177-7							ɣ u r a			
2419-7							s e k a			
3018-7							s i a			
3275-7							ɣ a a a			
3441-7							s e ŋ k a			
3464-7							v o a			
3639-7							t i t m a a a			
3885-7							i m a			
4192-7							t i i m b a			
745-7							u k a			
3971-7							u m a			
55-7							m a			
2717-7							i ŋ k a			
4139-7							i v a			
93-7							ɣ o n o			
459-7							u m a			
575-7							t i a			
1712-7							s u a			
2088-7							s i s a			
2166-7							t u u m b a			
2334-7							s i ɣ a			
2393-7							m a m a			
2537-7							o m a			
2665-7							i a i ɣ a			
2997-7							ɣ a o s a			
4028-7							m w e			
4316-7							t i t a			
4429-7							ɣ o s a			
4688-7							i m w a			
3067-7							t u			
3185-7							v i i k a			
794-7							v i u k a			
143-7							t u a			
388-7							s u m a			
599-7							t m b a			
836-7							s a m a a			
969-7							i s a			
1110-7							t e m a			
1263-7							ɣ o h a			
1329-7							i ɣ u r a			
1362-7							ɣ i a			
1606-7							o o t o			
1629-7							ɣ o i a			
1744-7							i u m a			
1917-7							s u m a			
1989-7							s u a			
2037-7							s ɣ u t a			
2128-7							ɣ a m a a			
2186-7							ɣ u r a			
2700-7							ɣ a ŋ ɣ a			
2797-7							s o m a			
2904-7							ɣ u a a r a			
2972-7							s e a			
3148-7							i t a			
3364-7							o h a			
3419-7							t e a			
3430-7							u s a			
3583-7							s o o r a			
3706-7							t a ŋ a a t a			
3756-7							s i m r a			
3837-7							ɣ o o m a			
4406-7							t i a			
4621-7							s a n a			
564-7							z u n n a			
928-7							u t a			
1181-7							v w a			
1241-7							v u u ŋ b a			
2852-7							u v a			
3198-7							v u m a n a			
3502-7							u ɣ a			
675-7							u n g a			
1151-7							k a			
959-7							e v o			
1411-7							v i			
1495-7							v u t a			
2689-8								n a m a		
1285-8								n w a a		
1303-8								n k m a		
2197-8								k k a a		
2828-8								k u n a		
3572-8								k ô n a		
1755-8								k n a		
1789-8								k î a ŋ g a		
3207-8								k u a		
3519-8								k u m a		
3686-8								t i m d a		
4249-8								k u m a		
4451-8								v i a		
814-8								n ô m a		
1228-8								p a		
2026-8								m w a		
2775-8								k u k m b a		
3826-8								k u k a		
4040-8								n ô n a		
181-8								d ô n d a		
660-8								î a		
848-8								k a		
1083-8								k k n a		
1159-8								a		
1350-8								d a		
1396-8								ʝ u β a		
1666-8								t î n a		
2177-8								n î a a		
2317-8								k u p a		
4260-8								ʝ u a		
745-8								d u k a		
3971-8								k m a		
94-8								k ô k a		
2717-8								ŋ g a ŋ g a		
4139-8								m ô n a		
43-8								k w a		
575-8								t a a		
871-8								k k n a		
1339-8								t u i a		
1585-8								î a		
1872-8								p a		
2893-8								k ô k u a		
4028-8								m w a		
4316-8								r a		
4440-8								d a		
4485-8								n a		
4688-8								ʝ î m w a		
2798-8								n u a		
794-8								k e n k a		
994-8								t a		
1006-8								n ô n b a		
1043-8								d a		
1617-8								ô u k a		
1969-8								m ô m a		
3364-8								r ô t a		
4530-8								r u k a		
928-8								î î t a		
2852-8								k u d a		
675-8								t ô ŋ g a		
860-8								t u ô ŋ g a		
1631-8								g u ŋ a		
552-8								t u p a		
1318-8								k u n a a		
1578-8								k w a		
2689-9									s a m a	
893-9									a a l a	
1285-9									n o a a	
1303-9									k g o m a	
2197-9									s a l a	
2828-9									s i n a	
3572-9									s o n a	
1095-9									l i m a	
1789-9									k a l a m g a	
3207-9									k i l a	
4249-9									k i l a	
4451-9									s i s a	
630-9									s i l a	
814-9									s o m b a	
1228-9									s b a a	
1418-9									s i i l a a	
1475-9									k k a	
2026-9									s o a a	
2775-9									k u m b a	
3397-9									k o l a	
3826-9									s o k a	
4003-9									s i i b a	
4040-9									k o n a	
4373-9									s i a	
4384-9									i l a	
116-9									s i k a	
181-9									k o ŋ g a	
1083-9									l i l a	
1374-9									s s a a a	
1430-9									i i s a	
1666-9									k n a	
1767-9									k o k a	
1906-9									ŋ g i l a	
2177-9									k g a a a	
2419-9									s o k a	
2750-9									s i s a	
3018-9									s i l a	
3441-9									s a ŋ g a	
3885-9									k ʊ m a	
3981-9									i b l a	
4260-9									s o a a	
4350-9									l l a a	
278-9									k a	
745-9									k i l a	
55-9									s a m a	
94-9									k o n a	
4139-9									m i n a	
200-9									k i a	
528-9									k i l a	
871-9									k o b a	
2088-9									k i l a	
2166-9									s u m b a	
2334-9									k i g a	
2393-9									k a l a	
2537-9									l o m a	
2665-9									i ŋ g a	
2738-9									k i l a	
2872-9									k o s a	
2997-9									k a b a	
3075-9									k l a b a	
4238-9									s s o s a	
4429-9									k a s a	
4440-9									k i l a	
4485-9									s a	
4574-9									s i a a l a	
2798-9									n b a	
3067-9									s g a	
3767-9									l o	
4632-9									k i l a	
1033-9									k o l o l a	
3185-9									s i i g a	
240-9									s g a	
401-9									k a	
755-9									k i l a	
836-9									s u m b a	
1006-9									k u ŋ g a	
1744-9									k b a	
1989-9									s a g a	
2037-9									k g a b a	
2128-9									k m b a	
2186-9									k a b a	
2483-9									k i l a	
2592-9									s l a	
3030-9									l i b a	
3160-9									k ʊ r a	
3385-9									k a	
3865-9									s i s a	
4552-9									i s a	
564-9									k i i g a	
3502-9									k i l a	
3598-9									k i l a	
3698-9									i i l i l a	
3735-9									k i l a	
1151-9									k a	
1318-9									s o l a a	
1411-9									s i	
2689-10										a n a
893-10										a a a
1285-10										n w a a
2197-10										w á l a
2828-10										l i n a
1095-10										l i a a
1755-10										a n a
3207-10										χ ʊ l a
3519-10										w ʊ k a
448-10										a u a a s a
630-10										a l a
1216-10										o a b a a a
1418-10										s i s a s i a
2775-10										b ʊ a a a a
3397-10										n i l a
4373-10										l i s a
4384-10										i l a
84-10										a a k a l a
1083-10										l i l a
1122-10										b a a a
2286-10										l a
2317-10										χ ʊ f a
3018-10										i l a
3275-10										k a l a a
3464-10										b a l a
3639-10										pʰ i r a a a a a
3885-10										i a a
3981-10										i a a a
94-10										ɔ n a
4139-10										ɔ n a
43-10										w i a a a
374-10										t a a l a a a
459-10										l a a a
508-10										tʰ i l a
871-10										a n a
1712-10										b u l a
2893-10										χ i k ʊ a
3075-10										χ a l a a a
3531-10										a s a a a
794-10										b a a a k a
1032-10										a l a l a
2797-10										l a a a
24-10										tʰ u l a
542-10										s l a a a
1607-10										l a l a
3198-10										l a a a a
1578-10										χ w a
