COGID	Albanian	English	French	German	Latin
315-5					r ɔ̃ d
1169-5					s ɛ l
982-5					a i z
987-5					n ɛ ʒ
1055-5					e t w a l
1130-5					s y e
433-5					s ɔ l ɛ j
585-5					t y
625-5					l ɑ̃ ŋ
1186-5					d ɑ̃
814-5					v r r
416-5					k w a
1233-5					v ɑ̃ n d
884-5					v ɛ r m
916-5					e
1016-5					a n i m a l
952-5					a
78-5					b l o z
1079-5					b w a
116-5					i t
188-5					f e r n
745-5					f ɛ d ə r
47-5					y m ɛ n
111-5					l a k
1061-5					m ɔ̃ t a ɲ
630-5					n g u ʃ t
1155-5					k u
24-5					n ɑ t
232-5					n au
343-5					v j ɛ j
460-5					p u r i
945-5					s i d
644-5					k u z
683-5					ʃ ɑ̃ t e
650-5					s j ɛ l
612-5					f y m e
1041-5					t a n d
871-5					d r w a t
492-5					θ ɪ n
1209-5					v ɔ m i
667-5					l a v e
499-5					n u
1029-5					v u
272-5					s ɑ̃ d r
