COGID	Albanian	English	French	German	Latin
661-2		Ø a a			
701-2		Ø Ø Ø a a			
315-2		Ø Ø a a a t a			
1169-2		Ø Ø Ø Ø			
1150-2		a Ø Ø Ø Ø a a			
982-2		Ø Ø Ø Ø a			
987-2		a Ø Ø Ø			
1055-2		a Ø Ø Ø a Ø a a			
1130-2		Ø Ø Ø Ø			
433-2		Ø Ø Ø Ø Ø			
625-2		Ø Ø a Ø a			
1186-2		t Ø a a			
416-2		Ø Ø Ø			
1233-2		Ø Ø a a a			
884-2		Ø u Ø a a			
1016-2		Ø Ø Ø Ø Ø Ø			
952-2		Ø a			
78-2		Ø Ø Ø Ø			
514-2		Ø Ø Ø Ø Ø			
116-2		Ø Ø Ø			
188-2		Ø Ø Ø Ø Ø Ø Ø			
745-2		Ø Ø Ø Ø Ø			
1100-2		Ø Ø Ø Ø Ø Ø			
47-2		Ø Ø Ø Ø Ø			
111-2		Ø Ø Ø Ø			
1061-2		Ø Ø a Ø Ø Ø			
24-2		Ø Ø Ø Ø			
232-2		Ø Ø Ø Ø			
671-2		t Ø Ø Ø Ø Ø			
385-2		Ø Ø			
945-2		Ø Ø Ø Ø Ø			
644-2		Ø Ø Ø Ø			
1041-2		Ø Ø Ø			
492-2		Ø Ø Ø Ø Ø			
1209-2		Ø Ø Ø Ø			
527-2		Ø Ø Ø Ø Ø			
14-2		Ø Ø Ø Ø			
1-2		Ø Ø			
915-2		Ø Ø Ø			
271-2		Ø Ø Ø			
711-2		Ø Ø Ø			
1112-2		Ø Ø Ø Ø			
205-2		Ø Ø Ø Ø Ø			
301-2		Ø Ø Ø Ø			
72-2		Ø Ø Ø Ø			
162-2		Ø Ø Ø Ø			
238-2		Ø Ø Ø			
560-3			Ø Ø Ø Ø Ø		
438-3			Ø Ø l Ø		
1222-3			Ø Ø Ø Ø		
353-3			p Ø Ø Ø Ø		
201-3			p Ø Ø Ø Ø Ø		
20-3			Ø e Ø Ø Ø l		
503-3			p Ø Ø Ø Ø Ø		
957-3			Ø Ø Ø		
728-3			Ø Ø Ø k e Ø		
244-3			Ø Ø Ø Ø l		
289-3			Ø e Ø Ø		
911-3			Ø Ø l Ø Ø Ø Ø		
724-3			Ø l e		
145-3			Ø Ø Ø Ø		
992-3			Ø Ø		
1181-3			Ø eː Ø Ø Ø		
706-3			Ø Ø o o Ø		
106-3			Ø Ø Ø Ø l		
741-3			Ø Ø Ø Ø Ø		
421-3			Ø Ø Ø o Ø		
227-3			Ø Ø Ø		
920-3			Ø Ø l Ø Ø Ø		
1083-3			Ø Ø l Ø o		
1066-3			Ø Ø o		
1125-3			Ø o Ø Ø		
1197-3			Ø Ø Ø Ø l		
473-3			Ø Ø o o		
284-3			Ø Ø Ø Ø		
661-3			o Ø Ø o		
701-3			l Ø Ø o o		
315-3			l Ø o o Ø Ø o		
1169-3			Ø Ø Ø Ø		
1150-3			Ø Ø Ø l Ø Ø o		
982-3			Ø Ø Ø o		
987-3			Ø Ø Ø o		
1055-3			Ø Ø Ø l Ø o		
1130-3			Ø Ø Ø o		
433-3			Ø Ø Ø Ø		
585-3			Ø Ø		
625-3			Ø Ø Ø o Ø		
1186-3			Ø Ø Ø o		
814-3			Ø Ø l Ø Ø Ø		
416-3			Ø o o		
1233-3			Ø Ø Ø Ø o		
884-3			Ø Ø l Ø o		
916-3			Ø Ø		
1016-3			Ø Ø Ø Ø Ø Ø		
952-3			Ø Ø		
514-3			Ø o l Ø Ø		
1079-3			p Ø Ø Ø		
1100-3			Ø l Ø Ø Ø		
47-3			Ø Ø Ø Ø Ø Ø		
111-3			Ø Ø Ø Ø		
1061-3			Ø Ø Ø Ø Ø Ø		
1155-3			Ø Ø Ø Ø o		
343-3			Ø Ø Ø Ø eː o		
671-3			l Ø Ø Ø		
460-3			Ø Ø o Ø o o o		
8-3			Ø Ø l Ø Ø Ø		
644-3			k Ø Ø		
683-3			Ø eː Ø Ø Ø Ø		
650-3			Ø Ø Ø Ø Ø		
612-3			Ø Ø Ø Ø		
871-3			Ø o Ø Ø Ø Ø		
1209-3			Ø Ø Ø Ø Ø		
667-3			Ø e Ø Ø		
499-3			Ø Ø		
14-3			Ø Ø Ø o Ø		
1029-3			Ø Ø		
272-3			Ø Ø Ø Ø Ø		
278-3			Ø Ø Ø Ø		
410-3			Ø Ø Ø Ø Ø Ø		
336-3			Ø Ø p Ø Ø		
1009-3			Ø Ø Ø Ø Ø		
479-3			Ø Ø Ø		
712-3			Ø Ø Ø Ø Ø		
1113-3			Ø Ø Ø Ø Ø Ø		
605-3			Ø Ø Ø		
752-3			Ø Ø Ø Ø Ø		
695-3			Ø Ø Ø Ø		
73-3			Ø Ø Ø Ø Ø Ø Ø		
162-3			Ø Ø Ø Ø		
239-3			Ø Ø Ø		
560-4				Ø Ø Ø Ø Ø	
438-4				Ø Ø Ø Ø Ø	
1222-4				Ø Ø Ø Ø	
353-4				Ø Ø Ø Ø Ø Ø	
201-4				Ø Ø Ø Ø Ø	
20-4				Ø Ø Ø Ø Ø Ø	
503-4				Ø Ø l Ø t Ø	
957-4				Ø n Ø	
728-4				l Ø Ø t Ø	
244-4				n Ø Ø Ø Ø	
289-4				n Ø Ø Ø t	
911-4				Ø Ø t Ø Ø	
724-4				t Ø Ø Ø	
145-4				t Ø Ø	
992-4				Ø Ø	
1181-4				Ø Ø Ø Ø Ø	
706-4				Ø Ø Ø Ø Ø	
106-4				Ø Ø Ø Ø Ø	
421-4				Ø l Ø Ø Ø	
227-4				Ø Ø Ø Ø	
920-4				Ø Ø Ø Ø	
1083-4				Ø Ø Ø n Ø	
1066-4				Ø Ø Ø	
1125-4				Ø Ø n Ø	
1197-4				Ø Ø Ø Ø Ø	
473-4				n Ø Ø Ø Ø	
284-4				n Ø Ø Ø	
661-4				Ø Ø n Ø	
701-4				Ø Ø Ø Ø Ø	
315-4				Ø Ø Ø Ø n Ø Ø	
1169-4				Ø Ø l Ø	
1150-4				Ø Ø Ø i t Ø Ø	
982-4				Ø Ø Ø Ø Ø	
987-4				Ø n Ø Ø	
1055-4				Ø Ø t Ø Ø Ø Ø	
1130-4				Ø Ø Ø Ø	
433-4				Ø Ø Ø Ø Ø	
585-4				t Ø	
625-4				Ø Ø Ø Ø Ø	
1186-4				Ø Ø Ø Ø	
814-4				Ø Ø Ø Ø Ø Ø	
416-4				Ø Ø Ø Ø	
1233-4				Ø Ø n t Ø	
884-4				Ø Ø Ø Ø Ø	
78-4				Ø l Ø	
514-4				Ø e i Ø n Ø	
116-4				Ø Ø Ø	
188-4				Ø Ø Ø Ø Ø Ø	
745-4				Ø Ø Ø Ø i	
1100-4				Ø i Ø Ø t	
630-4				Ø Ø Ø Ø Ø t Ø	
1155-4				Ø Ø Ø Ø Ø	
24-4				n Ø Ø	
232-4				n Ø Ø Ø	
671-4				Ø i Ø Ø t	
460-4				Ø Ø Ø Ø Ø Ø Ø	
8-4				Ø Ø Ø Ø Ø Ø	
385-4				Ø e	
945-4				Ø e Ø Ø Ø	
1041-4				Ø t Ø Ø Ø	
492-4				Ø Ø n Ø Ø	
527-4				Ø Ø Ø e i	
14-4				i Ø l e	
1-4				Ø l	
915-4				Ø n t	
271-4				Ø Ø	
711-4				Ø Ø t	
1112-4				Ø l e t	
205-4				Ø i Ø Ø t	
301-4				Ø l Ø	
72-4				Ø e l t	
238-4				t Ø	
560-5					a Ø a
438-5					a Ø a
1222-5					a u Ø
353-5					p a a Ø a a
201-5					p a a Ø a a
20-5					k a a r
503-5					p a l aː
957-5					a n a
728-5					l.a Ø Ø
244-5					a Ø a a n
289-5					n a Ø a a
911-5					a a Ø a s a
724-5					r a a
145-5					d a e
992-5					p a
1181-5					k Ø e n a
706-5					Ø a
106-5					Ø i Ø Ø s
741-5					p a Ø k
421-5					f l.a Ø Ø s
227-5					Ø Ø
920-5					k Ø s Ø a a
1083-5					k Ø s
1066-5					k Ø a
1125-5					k a u
1197-5					Ø i Ø Ø s
473-5					u a l
284-5					Ø a
661-5					Ø Ø Ø
701-5					s u Ø
315-5					s Ø Ø d
1169-5					s i l.a Ø
982-5					a s Ø Ø
987-5					Ø e k
1055-5					Ø a k Ø l a
1130-5					s Ø s a
433-5					s Ø l a
585-5					Ø
625-5					l Ø Ø a
1186-5					d Ø Ø
814-5					Ø u r Ø e Ø
416-5					k Ø Ø Ø
1233-5					Ø Ø Ø
884-5					i s Ø
916-5					Ø
1016-5					Ø Ø Ø Ø l
952-5					Ø Ø
78-5					Ø Ø Ø a
1079-5					b Ø Ø
116-5					Ø Ø
188-5					Ø Ø Ø a
745-5					Ø Ø Ø Ø Ø
47-5					Ø Ø Ø Ø e
111-5					l Ø Ø
1061-5					Ø Ø Ø Ø Ø
630-5					s Ø Ø Ø
1155-5					k Ø a a
24-5					Ø Ø a Ø
232-5					Ø Ø a
343-5					Ø Ø Ø n
460-5					p u s Ø
945-5					Ø Ø t a a
644-5					Ø Ø Ø
683-5					k Ø n t
650-5					s Ø i Ø l
612-5					Ø Ø Ø a
1041-5					Ø Ø Ø Ø t
871-5					d r Ø Ø Ø
492-5					Ø Ø Ø
1209-5					Ø Ø Ø Ø
667-5					l Ø Ø a
499-5					n Ø
1029-5					Ø
272-5					s Ø d s
278-5					Ø a e Ø
410-5					k a s s
1009-5					Ø s
198-5					Ø Ø Ø
479-5					Ø a Ø a
712-5					Ø a s
1113-5					s Ø
605-5					a s
752-5					s e s p Ø s
695-5					Ø a Ø
73-5					f s Ø a d
164-5					n Ø Ø u n Ø Ø n
239-5					Ø u s
