COGID	Albanian	English	French	German	Latin
605			ɔ s		o s s
205		b r ɛ s t		b r u s t	
752			r ɛ s p i r e		s p iː r aː
301		k l ɔ		k l au ə	
695			n ɥ a ʒ		n uː b eː
72		k o l d		k a l t	
73			f r w a d		f r iː g i d o
164	n u m ə r u a r				n u m e r aː
162		k au n t	k ɔ̃ t e		
238		d e		t aː g	
239			ʒ u r		d i eː
257			m œ r		m o r iː
1078		d r ɪ ŋ k		t r i ŋ k	
572		d r ai		t r o k ə n	
573			s ɛ ʃ		s i kː o
1119			p u s j ɛ r		p u l w i s
66		ə r θ		eː r d ə	
67			t ɛ r		t e rː a
220		f ɔ l		f a l	
779		f ai ə r		f oi ə r	
1174		f l o		f l iː s	
841		f l ai		f l iː g	
842			v ɔ l e		w o l aː
466				n eː b ə l	n e b u l a
373		f r i z		f r iː r	
374			ʒ ɛ l e		g e l aː
1102	p e m				p oː m o
933		g ɪ v		g eː b	
934			d ɔ n e		d a
59		g o		g eː	
167		g ʊ d		g uː t	
168			b ɔ n		b o n o
904		g r a s		g r aː z	
391		g r i s	g r ɛ s		
1191		g r i n		g r yː n	
1192			v ɛ r t		w i r i d i
100			ɛ̃ t ɛ s t ɛ̃		i n t e s t iː n o
379		h ɛ r		h aː r	
380			ʃ ə v ø		k a p i lː o
1094		h a n d		h a n d	
1095			m ɛ̃		m a n u
760		h ɛ d			k a p u t
786		h ɪ r		h øː r	
520		h ɪ r		h iː r	
808		h o l d		h a l t	
809			t ə n		t e n eː
996		h ɑ t		h ai s	
997			ʃ o d		k a l i d o
321			m a r i		m a r iː t o
448		ai s		ai s	
449			g l a s		g l a k i eː
969			s i		s iː
486			k u t o		k u l t r o
676		l a f		l a x	
677			r i		r iː d eː
427			f œ j		f o l i o
975		l ai		l iː g	
793		l ɪ v ə r		l eː b ə r	
598		l au s		l au z	
599			p u		p eː d i k u l o
1143		m a n		m a n	
454		m u n		m oː n d	
455			l y n		l uː n a
1105		m au θ		m u n d	
889		n ɪ r		n aː	
342		o l d		a l t	
1002		ə ð ə r		a n d ə r	
1003			o t r		a l i o
554		p a θ		pf aː d	
555			s ɑ̃ t j e		s eː m i t a
1202	ʃ t y			ʃ t oː s	
1203		p ʊ ʃ	p u s e		
1088		r e n		r eː g ə n	
1089			p l ɥ i		p l u w i a
673	d j a θ t				d e k s t e r
309			f l ø v		f l uː m i n
511	f ə r k o				f r i k aː
445	r ə r				a r eː n a
442		s a n d		z a n d	
939		s e		z aː g	
940			d i		d iː k e
397		s i		z eː	
398			m ɛ r		m a r e
386			v w a		w i d eː
961		ʃ a r p		ʃ a r f	
682		s ɪ ŋ		z i ŋ	
52				h au t	k u t i
827		s l i p		ʃ l aː f	
828			d ɔ r		d o r m iː
656	ɟ a r p ə r		s ɛ r p ɑ̃		
769	p ə ʃ t y				s p u e
149		s p l ɪi t		ʃ p a l t	
150			f ɑ̃ d		f i n d e
548			p r ɛ s e		p r e m e
578		s t o n		ʃ t ai n	
1071		s w ɛ l		ʃ v e l	
158	n o t o				n aː
155		s w ɪ m		ʃ v i m	
123			k ø		k au d a
772		ð a t		d a s	
717		ð ɛ r		d aː	
687		θ ɪ k		d i k	
636		θ ɪ ŋ k		d e ŋ k	
863		ð ɪ s		d iː z	
1025	l i ð				l i g aː
349	d r u r	t r i			
348			a r b r		a r b o s
666		w ɑ ʃ		v a ʃ	
528			o		a kʷ a
498		w i		v iː r	
532		w ai t		v ai s	
181		w ai d		v ai t	
1227			ɛ l		aː l a
92	m e			m i t	
403		j ɪ r		j aː r	
404			a n e		a nː o
1028		j u		iː r	
