COGID	Albanian	English	French	German	Latin
945-2		s i d			
644-2		s o			
1041-2		s t a n d			
492-2		θ ɪ n			
1209-2		v ɑ m ə t			
527-2		w ɑ t ə r			
14-2		j ɛ l o			
1-2		ɔ l			
915-2		a n d			
271-2		a ʃ			
711-2		b ai t			
1112-2		b l ə d			
205-2		b r ɛ s t			
301-2		k l ɔ			
72-2		k o l d			
162-2		k au n t			
238-2		d e			
560-3			v j ɛ̃		
438-3			ɔ r ɛ j		
1222-3			œ f		
353-3			p w a s ɔ̃		
201-3			s ɛ̃ k		
20-3			k a t r		
503-3			p l ɛ n		
957-3			d ɑ̃		
728-3			l ɔ̃ g		
244-3			n ɔ̃		
289-3			n ɥ i		
911-3			r a s i n		
724-3			t r w a		
145-3			d ø		
992-3			k i		
1181-3			ʃ j ɛ n		
706-3			œ j		
106-3			p ɛ r		
741-3			p ø		
421-3			f l œ r		
227-3			p j e		
920-3			k œ r		
1083-3			k ɔ r n		
1066-3			ʒ ə		
1125-3			ʒ ə n u		
1197-3			m ɛ r		
473-3			n u v ɛ l		
284-3			n e		
661-3			œ̃		
701-3			r u ʒ		
315-3			r ɔ̃ d		
1169-3			s ɛ l		
1150-3			k u r t		
982-3			a s i z		
987-3			n ɛ ʒ		
1055-3			e t w a l		
1130-3			s y s e		
433-3			s ɔ l ɛ j		
585-3			t y		
625-3			l ɑ̃ g		
1186-3			d ɑ̃		
814-3			v r ɛ		
416-3			k w a		
1233-3			v ɑ̃		
884-3			v ɛ r		
916-3			e		
1016-3			a n i m a l		
952-3			a		
514-3			b r y l e		
1079-3			b w a		
1100-3			f r ɥ i		
47-3			y m ɛ n		
111-3			l a k		
1061-3			m ɔ̃ t a ɲ		
1155-3			k u		
343-3			v j ɛ j		
671-3			d r w a t		
460-3			p u r i		
8-3			g r a t		
644-3			k u z		
683-3			ʃ ɑ̃ t e		
650-3			s j ɛ l		
612-3			f y m e		
871-3			d r w a t		
1209-3			v ɔ m i		
667-3			l a v e		
499-3			n u		
14-3			ʒ o n		
1029-3			v u		
272-3			s ɑ̃ d r		
278-3			m ɔ v ɛ z		
410-3			e k ɔ r s		
336-3			p a r s		
1009-3			v ɑ̃ t r		
479-3			w a z o		
712-3			m ɔ r		
1113-3			s ɑ̃		
605-3			ɔ s		
752-3			r ɛ s p i r e		
695-3			n ɥ a ʒ		
73-3			f r w a d		
162-3			k ɔ̃ t e		
239-3			ʒ u r		
560-4				k o m	
438-4				oː r	
1222-4				ai	
353-4				f i ʃ	
201-4				f y n f	
20-4				f iː r	
503-4				f o l	
957-4				i n	
728-4				l a ŋ	
244-4				n aː m ə n	
289-4				n a x t	
911-4				v u r ts ə l	
724-4				d r ai	
145-4				ts v ai	
992-4				v eː	
1181-4				h u n d	
706-4				au g ə	
106-4				f aː t ə r	
421-4				b l uː m	
227-4				f uː s	
920-4				h e r ts ə n	
1083-4				h o r n	
1066-4				i x	
1125-4				k n iː	
1197-4				m u t ə r	
473-4				n oi	
284-4				n aː z ə	
661-4				ai n	
701-4				r oː t	
315-4				r u n d	
1169-4				z a l ts	
1150-4				k u r ts	
982-4				z i ts	
987-4				ʃ n eː	
1055-4				ʃ t e r n	
1130-4				z au g	
433-4				z o n ə	
585-4				d uː	
625-4				ts u ŋ ə	
1186-4				ts aː n	
814-4				v aː r	
416-4				v	
1233-4				v i n d	
884-4				v u r m	
78-4				b l aː z	
514-4				b r e n	
116-4				e s	
188-4				f e r n	
745-4				f eː d ə r	
1100-4				f r u x t	
630-4				e ŋ	
1155-4				h a l z	
24-4				n i x t	
232-4				n uː n	
671-4				r e x t	
460-4				f au l	
8-4				k r a ts	
385-4				z eː	
945-4				z aː m ə n	
1041-4				ʃ t eː	
492-4				d y n	
527-4				v a s ə r	
14-4				g e l b	
1-4				a l	
915-4				u n t	
271-4				a ʃ ə	
711-4				b ai s	
1112-4				b l uː t	
205-4				b r u s t	
301-4				k l au ə	
72-4				k a l t	
238-4				t aː g	
560-5					w e n iː
438-5					au r i
1222-5					oː w o
353-5					p i s k i
201-5					kʷ iː n kʷ e
20-5					kʷ a tː u o r
503-5					p l eː n o
957-5					i n
728-5					l o n g o
244-5					n oː m i n
289-5					n o k t
911-5					r aː d iː k
724-5					t r i
145-5					d u o
992-5					kʷ o
1181-5					k a n i
706-5					o k u l o
106-5					p a t r
741-5					p au k o
421-5					f l oː s
227-5					p e d
920-5					k o r d
1083-5					k o r n uː
1066-5					e g o
1125-5					g e n uː
1197-5					m aː t r
473-5					n o w o
284-5					n aː s o
661-5					uː n o
701-5					r u b r o
315-5					r o t u n d o
1169-5					s a l
982-5					s e d eː
987-5					n i w
1055-5					s t eː lː a
1130-5					s uː g e
433-5					s oː l
585-5					t uː
625-5					l i n gʷ a
1186-5					d e n t
814-5					w eː r o
416-5					kʷ o
1233-5					w e n t o
884-5					w e r m i
916-5					e t
1016-5					a n i m aː l
952-5					a d
78-5					f l aː
1079-5					b i b e
116-5					e d e
188-5					p r o k u l
745-5					p e nː a
47-5					h o m i n
111-5					l a k u
1061-5					m o n t
630-5					a n g u s t o
1155-5					k o l l o
24-5					n oː n
232-5					n u n k
343-5					w e t e r
460-5					p u t r i d o
945-5					s eː m i n
644-5					s u e
683-5					k a n i t
650-5					k ae l o
612-5					f uː m o
1041-5					s t aː
871-5					r eː k t o
492-5					t e n u i
1209-5					w o m e
667-5					l a w aː
499-5					n oː
1029-5					w oː
272-5					k i n e r
278-5					m a l o
410-5					k o r t i k
1009-5					w e n t r
198-5					m a g n o
479-5					a w i
712-5					m o r d eː
1113-5					s a n gʷ i n
605-5					o s s
752-5					s p iː r aː
695-5					n uː b eː
73-5					f r iː g i d o
164-5					n u m e r aː
239-5					d i eː
