COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
65-9									i w i	
74-9									p a h a	
93-9									t a p a r i ʃ i	
95-9									w i k i	
106-9									t i n i t	
119-9									k a t i i i	
128-9									h a k i	
147-9									t i k i t i	
231-9									p a h a w ʔ	
232-9									p i w o o u	
239-9									n a k a k a n	
266-9									i t i	
3-9									w a a i k a	
4-9									w a t i ʔ	
51-9									w w i ʔ	
55-9									i w a ʔ ʔ	
97-9									m a w a h a	
109-9									w p w k i	
121-9									k a p i j a k m i	
149-9									t a k	
160-9									k i r i k	
163-9									w p n	
167-9									p a ʔ	
207-9									w i ʔ	
259-9									t o w a	
66-9									k a a a k a w	
112-9									t a a i j i i	
116-9									t a p a k a i	
125-9									k a t i j a ʃ i	
134-9									h a p a t i	
135-9									t i k i t	
142-9									p a a a r a	
145-9									k a t a t i ʃ	
148-9									t a a w a i	
162-9									i j i n	
166-9									i r i ʔ	
179-9									t a	
201-9									p r	
21-9									t a i m	
24-9									w a k e h a n	
45-9									k w r j m	
50-9									i n a ʔ	
57-9									t e k a w a n	
71-9									o i	
91-9									ɲ a k a h i	
151-9									k i w	
154-9									w w	
192-9									t e t	
197-9									t i r n	
205-9									i p a n	
227-9									w a p w i t i	
235-9									ʃ a w i	
237-9									h a k a j i ʔ	
246-9									i w i m	
251-9									w a n a ʔ	
267-9									t a w a	
284-9									w i t i	
285-9									i r a w i n	
39-9									j a j i i i a	
42-9									k i t a a u a	
44-9									w a j a u	
75-9									i p i j i	
79-9									t a j i	
94-9									i w i r m ʃ i	
104-9									k i p w r m	
122-9									ʃ i k i h i ʃ i	
153-9									k a k	
157-9									t a t a	
174-9									p w r j	
177-9									t a ʔ	
270-9									k a w a t i ʔ	
52-10										i t e a
56-10										i m e
96-10										a r i j ʔ
99-10										a w i k o n
114-10										t ø k i
115-10										i w i
133-10										t i p a r k e
144-10										a w a w a tʃ i
150-10										k a w
234-10										k ø j
236-10										p i k i n
241-10										a w i n
249-10										i tʃ e
1-10										w a t a
2-10										w w ʔ
65-10										i w i
74-10										p a n a
93-10										t o p i r i k i
95-10										w w k i
106-10										t i n i k i
119-10										i j i t i tʃ
128-10										h ø k i
147-10										t i m i k i
231-10										p a k a w ø
232-10										p i w h j
239-10										ɲ a m a k a n
266-10										i t i w
3-10										w o r w k o
4-10										w a r i k
51-10										w w i
55-10										i w a m ʔ
97-10										w a w o m a
121-10										k a p i j a k k tʃ
149-10										t o k
160-10										k i r i k
163-10										i p e n
167-10										p a k
207-10										m i ʔ
259-10										t ø w a
112-10										t r i w j w a
116-10										t o p a k a tʃ i
125-10										k a t w j a h
134-10										n i p a t
139-10										k o o w h i i
142-10										w p a r o e a
145-10										k a r a t i tʃ
148-10										t r r w r i
162-10										i j i n ʔ
166-10										i m i
179-10										t a k
201-10										p w
24-10										w o k ø h a k
45-10										w w i a h j
50-10										i n a
71-10										o m i
84-10										p i w a n
91-10										j ø k ø w
146-10										i k i m a k
151-10										k i w ʔ
154-10										w w e
192-10										t ø t
197-10										t a r i k
205-10										i p a n
235-10										tʃ w w i
237-10										m a m a j i
250-10										j o r o t i t k
251-10										w a n a
267-10										t o w a
271-10										tʃ a w i
284-10										w i t i
285-10										i r a w i n
39-10										j a j i r i m a
42-10										k i t a a j a o
44-10										w a k j a e
79-10										t a i i
94-10										i k e r e tʃ i
104-10										k r p i r e
122-10										p i k i n i tʃ i
132-10										o m o ʔ
153-10										tʃ a k k
157-10										t a r a m
174-10										p i i i
177-10										t o k
270-10										k a w a t i ʔ
