COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
8-6						w eː j i			
16-6						e s + t i			
24-6						i s t i			
32-6						m i k i			
51-6						u n + i			
52-6						w aː k + t u			
53-6						n a k a s			
54-6						t aː l l			
55-6						k w a			
60-6						iː x t l u l u			
83-6						t e + t			
87-6						p a t aː n i			
92-6						m a k a			
103-6						m a j			
106-6						k a k i			
138-6						n a a			
139-6						m i k + t i a			
142-6						m a t i			
145-6						m u + t eː k a			
176-6						t aː k a + t			
179-6						n a k a + t			
180-6						m eː ts + t i			
186-6						k e tʃ			
190-6						j a k a + t			
194-6						s eː			
220-6						u + t i			
231-6						i t a			
240-6						k u tʃ i			
283-6						t e t			
293-6						i n iː			
314-6						k w a w + t t			
315-6						uː m e			
322-6						t e x w a m			
1-7							n o tʃ i		
2-7							k e e t e w a		
8-7							w e n		
16-7							e w p t t		
24-7							i w t t		
32-7							m i k i		
51-7							o n i		
52-7							w a k k o k		
53-7							n a k a w		
54-7							t a l		
55-7							k w a		
60-7							i x t		
83-7							t e t		
87-7							p a t a n i		
92-7							m a k a		
103-7							m a n		
106-7							k a k i		
138-7							n e t		
139-7							m i k + t i a		
142-7							m a t		
145-7							m o t e k a		
176-7							t a k a + t		
179-7							n a k a t		
180-7							m e ts t i		
186-7							k e tʃ		
190-7							n e k a t t		
194-7							w e		
220-7							o t i		
231-7							i t a		
240-7							k o tʃ t		
283-7							t e t		
293-7							i n i		
314-7							k w a w +		
315-7							o m e		
322-7							t e a ts m		
1-8								m o tʃ ɨ	
2-8								k ɨ + + tɬ eː w a	
8-8								w eː j ɨ	
16-8								ɨ s + tɬ ɨ	
24-8								ɨ s t ɨ +	
32-8								m ɨ k ɨ	
51-8								o n + t	
52-8								w aː k + k oː k	
53-8								n a k a s	
54-8								tɬ aː l ɨ	
55-8								k w a	
60-8								iː x + t l l	
83-8								tɬ ɨ + tɬ	
87-8								p a tɬ aː n ɨ	
92-8								m a k a	
103-8								m aː h	
106-8								k a k ɨ	
138-8								n ɨ h	
139-8								m ɨ k + t t ɨ	
142-8								m a t ɨ	
145-8								m o + t eː k a	
176-8								t aː k a + tɬ	
179-8								n a k a + tɬ	
180-8								m eː ts + tɬ ɨ	
186-8								k e tʃ +	
190-8								j a k + +	
194-8								s eː	
220-8								o h + tɬ ɨ	
231-8								t t a	
240-8								k o tʃ ɨ	
283-8								t e + tɬ	
293-8								ɨ n + ɨ	
314-8								k w a w + +	
315-8								oː m e	
322-8								t ɨ h ɨ m m	
1-9									m o tʃ iː +
2-9									k e x n + i i
8-9									w e j iː
16-9									e s + tɬ iː
24-9									iː s t e +
32-9									m iː k iː
51-9									o n + iː
52-9									w ø k + tɬ o k
53-9									n a k a s +
54-9									tɬ ø l iː
55-9									k w a
60-9									i x + u
83-9									tɬ i + tɬ
87-9									p a tɬ ø n iː
92-9									m a k a
103-9									m a + n
106-9									k a k iː
138-9									n a w
139-9									m iː k + t iː a
142-9									m a t iː
145-9									m o + t i k a
176-9									tɬ ø k a + tɬ
179-9									n a k a + tɬ
180-9									m i ts + tɬ iː
186-9									k e tʃ + tɬ
190-9									j a k a + tɬ
194-9									s e
220-9									o h + tɬ iː
231-9									iː t a
240-9									k o tʃ iː
283-9									t e + tɬ
293-9									iː n + iː
314-9									k w a i + +
315-9									u m e
322-9									t e h w m e
