COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
201-4				p e						
21-4				k a w						
24-4				w a w u t a n						
52-5					t t e					
56-5					i m e					
96-5					a t a s					
99-5					a r i j e n					
114-5					t o k i s i					
115-5					i i i i s i					
133-5					t i p a r s s i					
144-5					a t a w s s i					
150-5					k a w					
234-5					k o m					
236-5					p i k y n					
241-5					a w i n					
249-5					i s e					
1-5					w a t a					
2-5					w a m m					
65-5					i w i					
74-5					p a n a					
93-5					t o p a r i s i					
95-5					w i k i					
106-5					t i n i i					
119-5					i a t i i i					
128-5					f o k i					
147-5					t i m i s i					
239-5					n a m a k a n					
266-5					e t i m					
3-5					w w r k w i					
4-5					w a t i					
51-5					i w e ʔ					
55-5					i f a m					
97-5					m a f o m					
109-5					e p i t i					
149-5					t o k					
160-5					k i r i k					
163-5					i p e n					
167-5					p a					
207-5					m i					
259-5					t o w a					
66-5					k a r a k a w					
112-5					t a a i j i s i					
116-5					t o p a k a s i					
134-5					n i p a t					
135-5					t i m i t e k					
139-5					m y i y s i					
142-5					p p t a m a s					
145-5					k a t a t i s i					
148-5					t a r a w a s					
162-5					i n i n					
166-5					i m i ʔ					
179-5					t a ʔ					
201-5					p e					
21-5					t a w					
52-6						t t t tʃ				
56-6						u m u				
96-6						a t a i				
99-6						a w i t u i				
114-6						t u k tʃ i				
115-6						u u tʃ i				
133-6						t i p a a a i i				
144-6						a u a w a a i				
150-6						k a w tʃ				
234-6						k u m tʃ				
236-6						p u k u tʃ				
241-6						a w i tʃ				
249-6						i tʃ u				
1-6						w a t a				
2-6						w m m				
65-6						i w tʃ				
74-6						p a a tʃ				
93-6						t u p a u i n i				
95-6						w i k i				
106-6						t u u tʃ i				
119-6						i a tʃ t i n i				
128-6						k u k i i				
147-6						t u m u tʃ i				
231-6						p a a w u				
232-6						p i m a a				
239-6						t a m a k a				
266-6						n t i m tʃ				
3-6						w u u k w u				
4-6						w a t i tʃ				
55-6						i w a m tʃ				
97-6						m a k u m a				
109-6						u p u t i i				
160-6						k u w i k				
207-6						m i tʃ				
112-6						t a a i a i tʃ i				
116-6						t u p a k a i				
125-6						k a t i m a n i				
134-6						t e p a t i				
135-6						t u m i s a				
139-6						m u i u n u				
201-6						p u tʃ				
21-6						k a w a a i				
24-6						k u k u i a				
52-7							w t e			
56-7							u m e			
96-7							a t a t			
99-7							a r i a u t			
114-7							t u k o s i			
115-7							w u o e r			
133-7							t i p a r a i			
144-7							a w a w a s i			
150-7							k a w			
234-7							k u m			
236-7							p i k u r			
241-7							a w i n			
249-7							i s e			
1-7							w a z a			
2-7							a a m			
65-7							i w i			
74-7							p a r a			
93-7							t u p a r i s i			
95-7							a i k i			
106-7							t u d e i			
119-7							i a t w i			
128-7							h u k i			
147-7							t i k i s i			
231-7							p a r a w o			
232-7							p i i i a a			
266-7							i t i m			
3-7							a u r k a u n			
4-7							w a r i ʔ			
51-7							u w e ʔ			
55-7							i h a m			
97-7							m a h u m			
109-7							u p i t i			
121-7							k a p i a a k			
149-7							t u k			
160-7							k i r i k			
163-7							i p e n			
167-7							p a ʔ			
207-7							m i ʔ			
259-7							t u a a			
66-7							k a r a k a w			
125-7							k a z i m t s i ʔ			
135-7							w i m i t e			
142-7							p p t r m i			
145-7							k a r a t i s i			
148-7							t a r a r i			
162-7							i d i d			
166-7							i m i			
179-7							t a ʔ			
201-7							p e ʔ			
21-7							t a w			
24-7							h a k a r a n			
52-8								t t e		
56-8								v m e		
96-8								a y a n		
99-8								a t i j u n		
114-8								t o k		
115-8								v t i		
133-8								t i a a a a		
144-8								a t a w a s		
150-8								k a w		
234-8								k o m		
236-8								a i k o n		
241-8								a w i n		
249-8								i s e		
1-8								w a t a		
2-8								v s m m		
65-8								i w		
74-8								b a n a		
93-8								t u b a a s		
95-8								w v k		
119-8								t j y t		
231-8								b a n a v o		
232-8								a i i j		
239-8								n a m a k a n		
3-8								h u r v v u		
4-8								w a t i p		
51-8								e w e		
55-8								v j a m		
109-8								o b e t v		
121-8								k a b e j a k		
149-8								t o k		
163-8								e b e n		
167-8								b a		
259-8								t o w a		
66-8								k a a a k a w		
112-8								t a a y n y s		
116-8								t o a a k a s		
125-8								k a t i m a s e		
145-8								k a t a t s		
52-9									i t e	
56-9									i m e	
96-9									a t a a	
99-9									a r i a a n	
114-9									t o k i i	
115-9									i r a i ʃ	
133-9									t i p a r a	
144-9									a a a w m	
150-9									k a w	
234-9									k o m	
236-9									p i k i n	
241-9									a w i n	
249-9									i ʃ e	
1-9									w a t a	
2-9									w w m m	
65-9									i w	
74-9									p a n a	
93-9									t o p a r i ʃ i	
95-9									w w t i	
106-9									t i n i	
119-9									a a t w	
128-9									h o k i	
147-9									t i m i ʃ i	
231-9									p a n a w o ʔ	
232-9									p i p i m a	
239-9									n a m a k a n	
266-9									i a i m	
3-9									w o r i k i	
4-9									w a t i ʔ	
51-9									i w i ʔ	
55-9									i h a m	
97-9									m a h o n	
109-9									i p i t i	
121-9									k a p i j k k k	
149-9									t o k	
160-9									k i r i k	
163-9									i p e n	
167-9									p a	
207-9									m i ʔ	
259-9									t o w a ʔ	
66-9									k a r a k a w	
112-9									t a r i a i a	
116-9									t o p a k a ʃ i	
125-9									k a t i a a m i	
134-9									n a p a t	
135-9									t i m i m a	
142-9									p p t a m a	
145-9									k a t a t i ʃ i	
148-9									t r w w r a a	
162-9									i j i n	
166-9									i m i ʔ	
179-9									t a	
201-9									p i	
21-9									t a n	
24-9									h a k o r a n	
52-10										t t e
56-10										i m e
96-10										a t a
99-10										a r i t o n
114-10										t o k i
115-10										w i i e
133-10										t i p a r k
144-10										a t a w a tʃ i
150-10										k a w
234-10										k o m
236-10										p e k y n
241-10										a w i n
249-10										i tʃ e ʔ
1-10										w a t a
2-10										w w m m
65-10										a w i
74-10										p a n a
93-10										t o p a r i tʃ i
95-10										w i k i
106-10										t y n i tʃ i
119-10										i j t t i tʃ
128-10										h o k
147-10										t i m i tʃ i
231-10										p a n a w
232-10										h e k i m a
239-10										n a m a k a n
266-10										a t i m
3-10										w o r k w i
4-10										w a r a ʔ
51-10										y w e ʔ
55-10										i h a m
97-10										m a h o m a
121-10										k a p a j k k k
149-10										t o k
160-10										k i r i k
163-10										y p e n
167-10										p a ʔ
207-10										m i ʔ
259-10										t o w a
112-10										t a e a a t
116-10										t o p a k a tʃ i ʔ
125-10										k a t i m a tʃ i
134-10										n a p a t
139-10										h y n w m i
142-10										h p a a m ʔ
145-10										k a tʃ a t i tʃ
148-10										tʃ r w w j
162-10										i j i n ʔ
166-10										i m i
179-10										t a
201-10										p e
24-10										w a k ø r a j
