COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
527-2		tɕʰ ɛ ŋ						
538-2		s						
544-2		j a m						
850-2		a						
554-2		dʑ ə						
553-2		r i ŋ						
558-2		kʰ ɔ̃ː						
561-2		s a						
562-2		p ɐ						
564-2		j ɛː						
567-2		m a						
570-2		pʰ iː						
575-2		oː						
582-2		l ɛ						
585-2		ɔ						
589-2		kʰ ø n						
593-2		d ɛ n						
594-2		l a ŋ						
595-2		tʰ øː						
596-2		n ɔ						
598-2		z u						
599-2		d ɛ̃ː						
602-2		z ɛː						
603-2		r a p						
606-2		s ɔ						
605-2		b ɔː						
620-2		l ɛˀ						
637-2		pʰ ɐ k						
639-2		dʑ ɔː						
645-2		kʰ yː						
646-2		r ɛ ŋ						
168-2		h ɛ k						
658-2		h ɛ n						
665-2		pʰ uː						
668-2		h uː						
677-2		t a ŋ						
75-2		k u ŋ						
678-2		h yː						
682-2		m ɛ n						
493-2		z yː						
693-2		s u						
694-2		m uː						
702-2		tɕ ø n						
704-2		m ɔ						
176-2		l uː						
709-2		s						
710-2		t øˀ						
714-2		m ɛ t						
718-2		kʰ a						
719-2		tɕʰ ɔ̃ː ŋ						
22-2		m yː						
723-2		tɕ i ŋ						
726-2		z ɛ ŋ						
729-2		b ɔ						
730-2		r ɛː						
739-2		pʰ l iː						
740-2		b ə						
741-2		kʰ ɔ k						
744-2		a						
743-2		h ɛ n						
746-2		pʰ y ŋ						
748-2		tʰ ɛ k						
747-2		kʰ yː						
749-2		kʰ ɛ n						
751-2		t ɐ̃ː						
762-2		m ɛ n						
764-2		h ɛ n						
765-2		dʑ i						
788-2		l ə						
615-2		l ɐ k						
803-2		s u						
802-2		w a k						
808-2		b a						
809-2		tɕ i						
819-2		d y k						
821-2		s u						
820-2		b ɐ						
828-2		s ɐ k						
827-2		p yː						
835-2		n ɐ̃						
308-2		r yː						
844-2		z i						
848-2		m ə						
705-2		l uː						
613-2		ə						
649-2		h ɛ k						
876-2		tɕ ɐ̃ː						
878-2		j u ŋ						
889-2		h ɔ̃ː						
898-2		n y k						
902-2		h ɔ̃ː ŋ						
910-2		ɛ n						
916-2		r iː						
919-2		r aː						
922-2		s i k						
930-2		tɕʰ ɔː						
933-2		h eˀ						
939-2		r ɛ k						
947-2		j ɛ n						
948-2		n u ŋ						
963-2		z uː						
967-2		tɕʰ y k						
969-2		s						
970-2		k u k						
972-2		n a						
731-2		m yː						
973-2		dʑ i ŋ						
974-2		n ɐ̃						
979-2		tɕ ɐ̃ː						
182-2		kʰ yː						
993-2		n y						
994-2		j yː						
1001-2		s ɔ						
1002-2		d u						
1005-2		tɕʰ yː						
1009-2		kʰ oː						
1022-2		s ə						
1021-2		j k						
1043-2		w u ŋ						
1049-2		t ɛː						
1065-2		tɕʰ ĩː						
1068-2		j oː						
1077-2		l y ŋ						
1081-2		r ɔ̃ː						
1084-2		h i ŋ						
1092-2		m ə						
1091-2		tɕʰ yː						
1096-2		n ə						
1097-2		g yː						
1102-2		n ɛː						
1104-2		tʰ ə						
1108-2		tɕʰ ɐ k						
552-2		dʑ uː						
1111-2		b l ɐː						
1116-2		s ɐ̃ː						
722-2		kʰ ɔː						
1141-2		j u ŋ						
1147-2		b a						
1146-2		z ɔː						
1150-2		h a ŋ						
1151-2		u ŋ						
1158-2		h ɐ k						
1159-2		pʰ ɔ̃ː						
1164-2		tʰ a						
1163-2		r uː						
1167-2		s a ŋ						
1171-2		l ɛː						
1177-2		tɕʰ yː						
1187-2		kʰ ɐː						
1189-2		n i k						
52-2		kʰ uː						
1195-2		z iː						
1203-2		tʰ y k						
1211-2		j ɔ						
329-2		r ɔ						
1217-2		m ə						
72-2		kʰ uː						
1218-2		tɕʰ i k						
1222-2		tɕʰ eː						
1229-2		dʑ u ŋ						
1238-2		d ɔ̃ː ŋ						
1249-2		n iː						
1252-2		j uː						
1254-2		n ə						
1253-2		s ø n						
1257-2		k ɔː						
1263-2		dʑ ə						
1266-2		dʑ a k						
584-2		t u ŋ						
7-2		w ɛː						
1191-2		l a ŋ						
18-2		dʑ i						
33-2		n a m						
74-2		t øː						
81-2		s ɛ n						
83-2		m i k						
104-2		m ə						
123-2		tɕʰ a ŋ						
122-2		h ø						
121-2		m ɐ						
154-2		tɕʰ ɔ						
161-2		tɕʰ iː						
170-2		dʑ ɛ t						
91-2		a						
181-2		n u						
186-2		dʑ ə						
191-2		s ə						
211-2		b a ŋ						
210-2		kʰ ɐ̃ː						
217-2		k a						
221-2		n yː						
233-2		t u						
246-2		t yː						
252-2		tɕ ɛ n						
253-2		r ɛ n						
261-2		b y						
262-2		yː						
281-2		tɕ ɛ k						
287-2		l u ŋ						
288-2		l uː						
292-2		tʰ i k						
297-2		kʰ ɔ k						
332-2		b uː						
342-2		ɔ k						
358-2		j u ŋ						
366-2		k ə						
378-2		tɕʰ ɐ̃						
382-2		m yː						
392-2		dʑ ɔ k						
397-2		b ɔː						
437-2		h øː						
444-2		pʰ l k						
465-2		tɕʰ i						
471-2		m a ŋ						
477-2		d ə						
478-2		r ɔː						
481-2		dʑ a p						
483-2		z ɛ n						
500-2		m i ŋ						
511-2		kʰ a						
525-2		tɕʰ iː						
542-2		dʑ au ŋ						
625-2		r u ŋ						
638-2		n u ŋ						
640-2		s ɛ̃ː						
656-2		z ə						
657-2		d u ŋ						
818-2		tʰ ɛ k						
825-2		tʰ ə						
839-2		tɕʰ ɐ						
841-2		j eˀ						
932-2		s						
936-2		l ɛ						
943-2		pʰ ɐ k						
965-2		d y ŋ						
981-2		d u						
1039-2		s u ŋ						
1044-2		a						
1076-2		kʰ ɐ						
1126-2		tʰ ɛ n						
1131-2		pʰ uː						
1132-2		tɕʰ a p						
1166-2		d ɛ p						
1175-2		n ə						
944-2		t y ŋ						
1199-2		dʑ ɔ̃ː						
1228-2		r ɐ k						
1256-2		tɕ y ŋ						
1282-2		dʑ oː						
1283-2		h ɔː						
32-2		dʑ i						
48-2		j i						
78-2		l i k						
77-2		z y k						
82-2		pʰ ɛ t						
103-2		s u ŋ						
113-2		b ɛ n						
116-2		m ɐ k						
10-2		a						
192-2		z eː						
198-2		tɕ a n						
232-2		s a ŋ						
247-2		s y ŋ						
282-2		s uː						
306-2		dʑ r yː						
321-2		z ɛ p						
352-2		tʰ ɐ̃						
367-2		l iː						
368-2		i k						
372-2		s u						
373-2		t ɔ ŋ						
439-2		j ɛː						
129-2		b yː						
390-2		tɕʰ ɐ̃ː						
399-2		h u ŋ						
826-2		m ə						
432-2		b ə						
438-2		m ə						
440-2		s eˀ						
476-2		z øː						
491-2		ɔ						
205-2		z yː						
513-2		s ə						
520-2		tʰ ɔ						
524-2		z ɔ m						
151-2		l y ŋ						
572-2		h ɛː						
574-2		tɕ ĩˀ						
583-2		tɕʰ yː						
597-2		z ə						
609-2		tɕʰ ɹ k						
612-2		h ɛ n						
166-2		l ɐ k						
622-2		t eˀ						
667-2		dʑ ə						
689-2		g ə						
690-2		tɕ a n						
752-2		h a						
755-2		n ə						
1-3			g a					
5-3			a					
4-3			tʰ ɛ k					
6-3			a ŋ					
15-3			b i					
55-3			l ɔ					
56-3			a					
60-3			ɕ a					
61-3			kʰ u ŋ					
80-3			dʑ ɔ k					
87-3			tɕʰ ɛi					
86-3			pʰ l u					
92-3			pʰ l a					
102-3			m a					
106-3			pʰ ɔ k					
108-3			d a					
107-3			pʰ l a					
112-3			pʰ ɔ m					
115-3			ɕ					
114-3			t ɔ ŋ					
120-3			t a					
124-3			a					
125-3			tʰ ɔ k					
132-3			ɕ i					
131-3			l u ŋ					
136-3			m a					
134-3			kʰ a k					
137-3			a					
138-3			d ɔ k					
140-3			h a					
143-3			tɕʰ a k					
145-3			tɕʰ a					
147-3			h a					
149-3			w u k					
153-3			ɕ					
152-3			kʰ ɛ n					
158-3			h u s					
163-3			l i					
164-3			ɲ ɔ					
167-3			pʰ a ŋ					
171-3			ɲ u ŋ					
172-3			b u k					
173-3			t a n					
183-3			l e					
185-3			m a					
188-3			kʰ u ŋ					
189-3			ts u n					
193-3			h ɛ					
196-3			m au					
199-3			ɕ ɛi					
200-3			kʰ a n					
201-3			kʰ i					
202-3			kʰ a					
203-3			tʰ ɔ ŋ					
204-3			b u					
206-3			ɲ a m					
117-3			b ɔ					
146-3			kʰ i p					
219-3			h a					
218-3			tɕʰ a					
224-3			m a ŋ					
240-3			ɕ a k					
244-3			w a t					
255-3			t a s					
260-3			p ɛ					
263-3			l u					
269-3			dʑ ɛ k					
271-3			tʰ a k					
209-3			kʰ i p					
277-3			m a m					
278-3			b u ŋ					
135-3			d a					
284-3			m ɔ					
797-3			a					
290-3			l ɛ n					
289-3			kʰ i t					
296-3			h i					
310-3			ɕ ɔ					
319-3			i					
325-3			l ɛ					
327-3			tʰ a					
331-3			k u					
337-3			b ɛ n					
338-3			ɲ i ŋ					
339-3			au					
350-3			kʰ a					
349-3			tʰ u ŋ					
357-3			tɕʰ a					
355-3			a					
363-3			b a n					
361-3			tʰ ai					
365-3			ɕ a					
364-3			g ɛ t					
375-3			l ɔ k					
379-3			ɕ ɛ t					
380-3			kʰ a					
396-3			j ai					
400-3			m a					
405-3			d a ŋ					
404-3			ɕ a m					
409-3			l ɛ k					
410-3			h k					
415-3			p a					
416-3			b a					
101-3			ɲ u ŋ					
37-3			kʰ a					
424-3			h e					
434-3			ɕ ɛ n					
445-3			p a					
446-3			ɕ ɔ					
451-3			t a					
457-3			a a m					
456-3			b l a					
464-3			pʰ i ŋ					
473-3			ɕ i					
474-3			ɔ ŋ					
479-3			ɕ ɛ n					
489-3			j a					
490-3			h au					
494-3			ɕ a					
503-3			kʰ u					
502-3			ʑ a ŋ					
235-3			l u ŋ					
519-3			l i					
523-3			u k					
527-3			kʰ ɛ ŋ					
538-3			ɕ					
544-3			w a m					
850-3			a					
554-3			b a					
553-3			d u ŋ					
558-3			kʰ a m					
561-3			ɕ a					
562-3			p ɛi					
564-3			j a					
567-3			m a					
570-3			pʰ u					
575-3			u					
582-3			l a					
585-3			ɔ t					
589-3			kʰ a m					
593-3			d ɛ n					
594-3			l a ŋ					
595-3			tʰ a ŋ					
596-3			ŋ a k					
598-3			ʑ ɛ t					
599-3			d ɛ m					
602-3			ʑ e					
603-3			l a p					
606-3			ɕ a m					
605-3			p a					
620-3			l a					
637-3			pʰ ɐ k					
639-3			dʑ u					
645-3			kʰ ɔ					
646-3			l ɛ ŋ					
168-3			h ɛ k					
658-3			h a t					
665-3			pʰ a					
668-3			h a					
677-3			t a ŋ					
75-3			kʰ ɔ ŋ					
678-3			h a					
682-3			m a n					
493-3			ʑ u					
693-3			ɕ a					
694-3			m a					
702-3			tɕʰ a m					
704-3			m a					
176-3			l a					
709-3			ɕ					
710-3			t ɔ p					
714-3			m a t					
718-3			kʰ a					
719-3			tɕʰ a					
22-3			m ɔ					
723-3			ts u n					
726-3			z ɛ ŋ					
729-3			b ɔ					
730-3			t a					
739-3			pʰ l i					
740-3			b a					
741-3			kʰ ɔ p					
744-3			a					
743-3			h ɛ n					
746-3			pʰ u ŋ					
748-3			d ɛ k					
747-3			kʰ u					
749-3			kʰ ɛ n					
751-3			t au					
762-3			m ɛ n					
764-3			h ɛ n					
765-3			b i					
788-3			h i m					
615-3			l ɐ k					
803-3			ɕ u					
802-3			w a k					
808-3			p a					
809-3			ts i					
819-3			d u k					
821-3			ɕ a					
820-3			b a					
828-3			ɕ a k					
827-3			p u					
835-3			h a					
308-3			d u					
844-3			ʑ i p					
848-3			m a					
705-3			l a					
613-3			a					
649-3			h ɛ k					
876-3			ɕ au					
878-3			j ɔ m					
889-3			h a m					
898-3			n u k					
902-3			h a ŋ					
910-3			a					
916-3			l i					
919-3			l a					
922-3			ɕ i s					
930-3			tɕʰ u					
933-3			kʰ a					
939-3			d ɛ k					
947-3			j ɛ n					
948-3			n u ŋ					
963-3			ʑ a					
967-3			tɕʰ u k					
969-3			ɕ					
970-3			kʰ ɔ k					
972-3			n a					
731-3			m ɔ					
973-3			dʑ i ŋ					
974-3			h a s					
979-3			dʑ au n					
182-3			kʰ u					
993-3			n i					
994-3			j u					
1001-3			ɕ ɔ					
1002-3			d a					
1005-3			tɕʰ ɔ n					
1009-3			kʰ ai					
1022-3			ɕ u					
1021-3			j ɔ k					
1043-3			w u ŋ					
1049-3			t a s					
1065-3			kʰ i ŋ					
1068-3			w u					
1077-3			l u ŋ					
1081-3			l a ŋ					
1084-3			ɕ i ŋ					
1092-3			m a					
1091-3			tɕʰ ɔ					
1096-3			n a					
1097-3			dʑ ɔ					
1102-3			ɲ ɔu					
1104-3			tʰ ɔ n					
1108-3			tɕʰ a k					
552-3			dʑ a					
1111-3			p ai					
1116-3			s au					
722-3			kʰ ai					
1141-3			j u ŋ					
1147-3			b a					
1146-3			z u					
1150-3			h a ŋ					
1151-3			a m					
1158-3			h ɐ k					
1159-3			pʰ a					
1164-3			tʰ a					
1163-3			l a					
1167-3			ɕ a ŋ					
1171-3			l aː					
1177-3			ʑ u p					
1187-3			kʰ au					
1189-3			ɲ i s					
52-3			kʰ a					
1195-3			ʑ i					
1203-3			tʰ u k					
1211-3			j ɔ					
329-3			b a					
1217-3			m a					
72-3			kʰ a					
1218-3			tɕʰ i k					
1222-3			tɕʰ a					
1229-3			dʑ a m					
1238-3			d a ŋ					
1249-3			ɲ i					
1252-3			j a					
1254-3			p a m					
1253-3			ɕ a m					
1257-3			k u					
1263-3			dʑ a					
1266-3			dʑ a k					
584-3			t ɔ m					
7-3			w aː					
1191-3			l a ŋ					
13-3			tɕʰ a					
18-3			b a					
33-3			n a m					
74-3			t a n					
83-3			m i k					
89-3			tʰ ɔ ŋ					
90-3			ʑ ai p					
104-3			m a					
123-3			tɕʰ a					
122-3			h ø s					
121-3			m a					
154-3			tɕʰ u					
159-3			ɕ a					
161-3			kʰ i					
170-3			dʑ ɛ t					
91-3			a					
181-3			n a					
191-3			ɕ a					
211-3			b a					
210-3			kʰ au					
217-3			k a					
233-3			d a					
246-3			t ɔ					
252-3			ts ɛ n					
253-3			l ɛ n					
261-3			b u					
262-3			j u					
292-3			d ɕ					
297-3			kʰ ɔ k					
311-3			k i					
332-3			b a					
342-3			ɔ k					
358-3			j ɔ ŋ					
378-3			tɕʰ a t					
382-3			m ɛi					
397-3			b u					
437-3			h a					
444-3			pʰ l a k					
465-3			tɕʰ i					
471-3			m a ŋ					
477-3			d a					
478-3			l u					
483-3			z ɛ n					
500-3			m i ŋ					
511-3			kʰ ɔ					
525-3			tɕʰ ɔ					
625-3			l ɔ ŋ					
638-3			n u ŋ					
640-3			tɕʰ ɛ					
659-3			d a					
711-3			tɕʰ u					
745-3			n a m					
818-3			tʰ ɛ k					
825-3			d a					
841-3			j a					
894-3			b u					
932-3			ɕ					
936-3			l a					
943-3			pʰ a k					
981-3			d a					
1039-3			ɕ u ŋ					
1044-3			a					
1076-3			kʰ ɛi					
1131-3			pʰ a					
1166-3			d ɛ p					
1175-3			h i n					
944-3			tʰ u ŋ					
1199-3			tɕʰ a ŋ					
1228-3			l j k					
1256-3			tɕʰ u ŋ					
1282-3			dʑ u					
1283-3			j u					
30-3			m au					
32-3			p a					
48-3			j i					
59-3			m au					
68-3			a					
69-3			h a ŋ					
82-3			pʰ ɛ t					
88-3			ʑ i k					
100-3			ʑ au n					
113-3			p a					
116-3			w a k					
142-3			z ɛ k					
155-3			kʰ a ŋ					
268-3			tɕʰ u					
285-3			tɕʰ a m					
315-3			h ai					
318-3			j u					
352-3			t a ŋ					
406-3			l a					
421-3			j ɛ t					
436-3			ts i					
515-3			b u					
516-3			d ɔ p					
524-3			z ɔ m					
545-3			pʰ a					
566-3			kʰ a t					
579-3			tɕʰ u					
587-3			ts u p					
597-3			z a					
609-3			tɕʰ i k					
