COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
190-6						j a k a + t			
194-6						s e			
220-6						u h + t i			
231-6						i t a			
240-6						k u tʃ i			
283-6						t e + t			
293-6						i n + i			
314-6						k w a w i +			
315-6						uː m e			
322-6						t e h w aː e			
1-7							n o tʃ i		
2-7							k e x + n t		
8-7							w e o		
16-7							e x + t i		
24-7							i x t i		
32-7							x i k i		
51-7							o n + i		
52-7							w a k + k o		
53-7							n a k a x		
54-7							t a l		
55-7							k w a		
60-7							i x t e t t		
83-7							t e + t		
87-7							p a t a n i		
92-7							x a k a		
103-7							x a		
106-7							k a k i		
138-7							n e e w		
139-7							x i k + t i a		
142-7							x a t i		
145-7							x o + t e k a		
176-7							t a k a + t		
179-7							n a k a + t		
180-7							x e ts + t i		
186-7							k e tʃ		
190-7							o e k +		
194-7							x e		
220-7							o e + t i		
231-7							i t a		
240-7							k o tʃ i		
283-7							t e + t		
293-7							i n i		
314-7							k w a w i +		
315-7							u x e		
322-7							t e e w a e		
1-8								n o tʃ ɨ	
2-8								k a m + tɬ n ɨ k	
8-8								w eː j	
16-8								e s + tɬ ɨ	
24-8								ɨ s t ɨ	
32-8								m ɨ k ɨ	
51-8								o n + ɨ	
52-8								w aː k + k ɨ +	
53-8								n a k a s	
54-8								tɬ aː l l ɨ	
55-8								k w a	
60-8								iː x + t ɨ l o l oː	
83-8								tɬ ɨ + tɬ	
87-8								p a tɬ aː n ɨ	
92-8								m a k a	
103-8								m aː +	
106-8								k a k ɨ	
138-8								n e h w	
139-8								m ɨ k + t ɨ a	
142-8								m a t ɨ	
145-8								m o + t eː k a	
176-8								t aː k a + tɬ	
179-8								n a k a + tɬ	
180-8								m eː eː + tɬ ɨ	
186-8								k ɨ tʃ +	
190-8								j a k a +	
194-8								s eː	
220-8								o h + tɬ ɨ	
231-8								ɨ t a	
240-8								k o tʃ ɨ	
283-8								t ɨ + tɬ	
293-8								ɨ n +	
314-8								k w a w ɨ + tɬ	
315-8								oː m ɨ	
322-8								t ɨ h w aː ɨ +	
1-9									n o tʃ iː + n
2-9									n e x + tɬ x
8-9									w e j iː
16-9									e s + tɬ iː
24-9									iː s t iː
32-9									m iː k iː
51-9									o n + iː
52-9									w ø k + tɬ o k
53-9									n a k a s
54-9									tɬ ø l l
55-9									k w a
60-9									i x + t e l o l u
83-9									tɬ e + tɬ
87-9									p a tɬ ø n iː
92-9									m a k a
103-9									m a + n
106-9									k a k iː
138-9									n e h w
139-9									m iː k + t iː a
142-9									m a t iː
145-9									m o + t e k a
176-9									t ø k a + tɬ
179-9									n a k a + tɬ
180-9									m e ts + tɬ iː
186-9									k e tʃ + tɬ
190-9									j a k a + tɬ
194-9									s e
220-9									o h + tɬ iː
231-9									iː t a
240-9									k o tʃ iː
283-9									t e + tɬ
293-9									iː n + iː n
314-9									k w a iː iː + +
315-9									u m e
322-9									t e h a m e +
