COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
176	t aː k a + tɬ	t aː k a + t	t aː g a + ʔ	tɬ a k a tɬ	t aː g a + t	t aː k a + t	o k o x + t	tɬ aː k a + tɬ	u m b r e
142	m a t	m a	m a t i	m a t i	m a t i	m a t i	m e t i	m a t i	m a t iː
194	s eː	s e	s eː	s e j a	s e	s eː	s e	s eː	s i e
188	j o w a l + l i		j o w a l	j o w a l i			o w e l	j o w a l + l ɨ	j o w a l iː
56	t oː t o l + t e + tɬ			t o t o l + t e + tɬ					t u t o l + t e tɬ
177	m i a k iː n	m i a k p a	m i a ʔ	m i a k	m i a k	m i j a k		m ɨ j a k	m e j a k
22	tɬ a t i aː	t a t i	t a t i a		t a t a	t a t i a	t a t i	tɬ a + t ɨ + h a	tɬ a t i a
88	kx i + tɬ	i kx i	i kx i	i kx i	i kx i	kx i		ɨ kx ɨ	i kx iː
228	ʔ t o aː		k + i h t o a	i h t o a	i h t o a				ʰt o a
186	k e tʃ + tɬ i	k e tʃ	k e tʃ	k e tʃ	g eː tʃ	k e tʃ + k uː j u	k o x + t	k ə tʃ + tɬ ɨ	k e tʃ + k o tʃ tɬ a
13	tɬ iː l + t i k			tɬ i l + t i k		t iː l + t i k		tɬ iː l + t ɨ + k	tɬ i l + t iː k
92	m a k a	m a	m a k a	m a k a	m a g a	m a k a	m e k a	m a k a	m a k a
4			k w a + k a h l oː + ʔ		b a + g a h l o				
229		i h l i				i l w i a			
189		t a + j u w a + k			t a + j o a	t a + j u w a			
81			ts o h m i + ʔ		ts o h m i + t				
20		tʃ i tʃ i				tʃ iː tʃ i h			
190	j a k + tɬ	j a k	j a k + t i	j e k a + k	j a g a + t	j a k	j e k e + t	j a k a + tɬ	j e k a + ts o l
323	tɬ e	t a i	t eː	tɬ e n	t eː	t aː	t e	tɬ a	tɬ i n iː n u
3	eː w a + tɬ			j e w a + j o		eː w a + j u		ɨ w aː + j oː + tɬ	j e w a + j u + tɬ
57			t e k s i s		t e k s i s	t e k s i s + t i			
192		t e			a m o	t eː + t e s u			
12			t a n + k w a		t a m + b a	t a n + k w a		k ɨ h + ts o m a	
25	m i x + tɬ i		m i x + t i	m e x + tɬ i	m iː x + t i	m i x + t i		m i x + tɬ ɨ	m e x + tɬ iː
330	k o s + t i k		k o s t i ʔ	k o s t i k	g o s t i k			k o s + t ɨ + k	k o s t iː k
293	i n + iː n	h iː n i	i n + iː n	i n + i n	h iː n	i n i	i n a	i n	i n + i
101	ts o n + tɬ i	ts u n + t i		ts o n + tɬ i			ts o n	ts o m	ts o n + tɬ iː
324	i s t aː k	i s t aː k	i s t aː ʔ	i s t a k	i s t aː k	i s t a k		i s t aː + k ɨ	tʃ i pː p ø w a k
87	p a tɬ aː n	p a r a n i	p a t aː n i	p a tɬ a n i	p a t aː n i	p a t aː n i	p a t a n k	p a tɬ aː n i	p a tɬ ø n i
33	tʃ i tʃ i	tʃ u tʃ u		tʃ i tʃ i		p eː l u			tʃ iː tʃ iː + t u
14			p iː s + t i ʔ		p i s + t i k				
240	k o tʃ	k u tʃ i	k o tʃ i	k o tʃ i	g o tʃ i	k u tʃ i	k o tʃ i	k o tʃ ɨ	k o tʃ iː
322	t e ʔ w aː n	t o h o m e n	t e h a m e h	t e h w a n	t e h a m e h	t e h e m e t	t w e n	t ə h a + m ɨ + t	t e h w a
84	m i tʃ + i n			m i tʃ i		m i tʃ i n	m i tʃ o m	m ɨ + tʃ ɨ + m	m iː tʃ iː
220	o ʔ + tɬ i	u h + t i	o h + t i	o h + tɬ i	o h + t i	u h + t i	o tʼ k a n	o h + tɬ ɨ	o h + tɬ iː
239		b w e r a x t i			b e t a x		k w e t e x + t		
106	k a k	k a i	k a k i	k a k i	g a g i	k aː k i	k e k i	k a k i	k a k iː
30	w i ts		w iː ʔ	w i ts	w iː ts	w iː ts	w i ts	w iː ts	i b i ts
