COGID	1	10	2	3	4	5	6	7	8	9
4485-1	z ʊ									
4574-1	f a l a									
4688-1	w ɛ n ɛ									
143-1	β ʊ									
240-1	ɔ ɔ g a									
388-1	p u m a									
401-1	d a									
599-1	t a a m b i									
649-1	l ɛ ɛ t a									
755-1	g ʊ l a									
836-1	s u u m b i									
969-1	z a									
994-1	t ɛ l ɛ k a									
1006-1	u ŋ g ʊ									
1032-1	k ɔ l ɔ l a									
1043-1	β a l a									
1110-1	t ɛ m a									
1263-1	t a h a									
1273-1	l ɔ ɔ t a									
1329-1	i k a l a									
1362-1	g i									
1606-1	ɔ t ɔ t ɔ									
1617-1	z i k ɔ									
1629-1	k β i									
1744-1	i β a									
1895-1	g a									
1917-1	f ʊ m a									
1969-1	a m a m a									
1989-1	s a a g a									
2037-1	ŋ g a t a									
2128-1	g ɛ m b ɛ									
2186-1	g a a n a									
2483-1	g u l ʊ									
2592-1	l ɔ ɔ l a									
2615-1	d a									
2700-1	a ŋ g a ŋ g a									
2784-1	g ʊ l ʊ									
2797-1	l ɔ m u									
2884-1	m j a									
2904-1	k ɛ n d a									
2972-1	z ɛ									
3030-1	l i p a									
3148-1	i t a									
3160-1	l u t a									
3261-1	t ɛ t ɛ									
3364-1	z ɔ ɔ t a									
2689-2		n a a m a								
893-2		a n a								
1303-2		ŋ oː m a								
2197-2		t a l a								
2828-2		t i n a								
3572-2		s o n i								
1095-2		l i m a								
1789-2		k a l a a ŋ g a								
3207-2		w u l a								
3519-2		t u m a								
3686-2		j i m b a								
4249-2		k u m i								
4451-2		v i s i								
448-2		n o i n i								
630-2		v e l e l e								
814-2		ŋ o m b e								
1216-2		g a v a								
1228-2		b w a								
1418-2		t i m a								
1475-2		k w a								
2026-2		t w e								
3826-2		oː k a								
4003-2		i v a								
4373-2		l a m i								
4384-2		i n o								
84-2		s u l u								
116-2		w i k a								
419-2		l o g a								
587-2		o o ŋ g o								
660-2		l e l a								
848-2		k a l a								
1122-2		w i n a								
1159-2		e a								
1350-2		l j a								
1374-2		n a a n e a								
1906-2		ŋ k i l a								
2419-2		s e k a								
2750-2		e s e								
3441-2		s e e ŋ g a								
3464-2		v o n a								
3639-2		d e t e m a l a								
3981-2		e m a n a								
4192-2		w i m b a								
4350-2		l e l o								
278-2		v a								
3971-2		k a a m a								
55-2		a e m a								
43-2		d i m u								
93-2		k o n o								
459-2		l u m a								
1137-2		s i g u								
1585-2		a l a								
1872-2		p a								
2166-2		u m b a								
2872-2		k o s i								
2997-2		k a n s a								
3075-2		k u l u v e								
3675-2		l w i a l e								
4137-2		m i l a								
4238-2		s o s i								
4316-2		t a t u								
4574-2		w á l a								
3067-2		n t u								
3531-2		a n i g a n g a								
1033-2		k o s o l a								
3185-2		v e k a								
794-2		a e l a								
143-2		v u								
240-2		o o a								
388-2		u m a								
599-2		t a a m b i								
969-2		i a								
994-2		t e l e a k a								
1606-2		o t o								
1629-2		k w i								
1895-2		dʒ a								
2592-2		l o o l a								
2884-2		p j a								
3148-2		i t a								
3261-2		t e t e								
2689-3			a a m a							
893-3			a n a							
1285-3			ŋ w a							
1303-3			k o m a							
2197-3			s a a l a							
2828-3			s i n a							
3572-3			s o n i							
1095-3			l i m a							
1755-3			i n e							
1789-3			x a l a ŋ g a							
3207-3			f u l a							
3519-3			l u m a							
3686-3			i m b a							
4249-3			x u m i							
4451-3			f i s i							
448-3			u o n i							
630-3			β e l e l							
1216-3			k a β a							
1228-3			β w a							
1418-3			s i m a							
1475-3			k w a							
3397-3			β o l a							
4003-3			i p a							
4040-3			k e n i							
4373-3			l i m i							
4384-3			i n o							
181-3			k o ŋ k o							
419-3			l o k a							
587-3			o ŋ k o							
660-3			l e l a							
1083-3			l i l a							
1350-3			l j a							
1374-3			n a s e a n a							
1396-3			dʒ o f u							
1666-3			r a n u o							
1767-3			k u x u							
1906-3			i ŋ k i l a							
2177-3			ŋ k a							
2286-3			l a							
2317-3			f u β a							
2750-3			a s i							
3275-3			x a a n a							
3464-3			f o n a							
3639-3			dʒ e r e m a l a							
3981-3			e m a n a							
4192-3			f i m b a							
4260-3			s w a							
4350-3			l e l o							
278-3			p a							
745-3			tʰ a x o							
3971-3			x a m a							
93-3			k o n o							
200-3			β i							
374-3			a a l a							
508-3			f o f u							
528-3			β i l i							
1137-3			s i k u							
1585-3			a l a							
1712-3			f u l o							
2088-3			f i s a							
2334-3			f i k u							
2393-3			x a ɲ a							
2665-3			i ŋ k i							
2738-3			β e l e l							
3675-3			l w e l e							
4137-3			m i l a							
4440-3			β i l i							
4574-3			w a l a							
4688-3			a i ŋ e w							
2798-3			n w a							
3067-3			n d u							
3531-3			a n e x a							
3767-3			l o							
4632-3			i a s i							
401-3			tʰ a							
649-3			l e e r a							
755-3			k u l a							
1032-3			x o l o l a							
1043-3			f a l a							
1273-3			l o o r a							
1362-3			k ìì							
1895-3			dʒ a							
2615-3			d a							
2784-3			k u l u							
2904-3			x e n d a							
2689-4				n a m a						
893-4				a n a						
1285-4				ŋ w a						
3572-4				s ɔ n i						
1755-4				n ɛ						
1789-4				k a l a ŋ g a						
3686-4				i m b a						
4451-4				b i s i						
1216-4				g a β a						
4003-4				i b a						
419-4				ɔ g a						
1122-4				β i n a						
1430-4				i s ɔ						
1666-4				r á n o						
1767-4				g ɔ k o						
55-4				a m a m a						
94-4				β ɔ k o						
2717-4				g a ŋ g a						
1339-4				t w i						
4632-4				k á z i						
2784-4				g u l u						
3160-4				l u r a						
2689-5					n a m a					
893-5					a n a					
1285-5					n w a					
1303-5					ŋ g o m					
2197-5					s a l					
2828-5					l i n					
3572-5					s o n i					
1095-5					l i m a					
3207-5					f u l a					
3519-5					t u m					
3686-5					i m b a					
4249-5					k u m i					
448-5					n u n i					
630-5					β e l e					
814-5					ŋ o m β e					
1228-5					β w					
1418-5					t i m					
2026-5					t w e					
2775-5					β u m β a					
3397-5					β o l a					
3826-5					s o k					
4040-5					k e n i					
4373-5					l á m i					
4384-5					i n o					
84-5					s u l u					
116-5					f i k					
587-5					o n g o					
848-5					k a l					
1159-5					n					
1350-5					l j					
1396-5					s o f u					
1430-5					i s u					
1767-5					g u d o					
2286-5					l a					
2317-5					p u β a					
2419-5					s e k					
2750-5					e ʃ i					
3018-5					ʃ i l a u k					
3275-5					k a n					
3441-5					s á ŋ g					
3885-5					s u m o					
4192-5					β ìì m b a					
4260-5					s w					
4350-5					l e l o					
278-5					β a					
745-5					t a k o					
3971-5					k a m					
55-5					n a m a					
94-5					β o k o					
2717-5					g a ŋ g a					
4139-5					m i n dʒ a					
200-5					β i					
374-5					a l w					
508-5					p o p u					
528-5					β i l i p					
575-5					t a					
1137-5					ʃ i u					
1339-5					t w i					
1872-5					p a					
2537-5					l o m o					
2738-5					β e l e					
2872-5					k o s i					
2893-5					s i k u					
3675-5					l f e a l e					
4028-5					w e					
4238-5					i s o ʃ i					
4429-5					ʃ					
4485-5					s u					
2798-5					n w					
3531-5					a n e k					
3767-5					l o					
4632-5					k a s i					
1033-5					k o s o l a l a					
3185-5					f i k a					
649-5					l e t a					
1110-5					t e m a					
1263-5					t a p a					
1273-5					l o oː t a					
1329-5					i k a l					
1617-5					d i k o					
1917-5					f u m					
1969-5					m a					
2483-5					l u					
2615-5					d a					
2700-5					a n a					
2884-5					m j a					
2972-5					ʃ e					
3030-5					l i p a					
3261-5					d e t e					
1303-6						ŋ g o m a				
1755-6						n ɛ				
448-6						j u ɲ i				
1475-6						g w a				
3397-6						β o l a				
2286-6						l a				
278-6						β a				
2717-6						g a ŋ g a				
4137-6						m i l a				
3767-6						l o				
1033-6						k o s l o				
2689-7							a a m a			
893-7							a n a			
1285-7							ɲ w a			
1303-7							k o m a			
2197-7							dʒ a r a			
2828-7							i n a			
3572-7							s o n i			
1095-7							i m a			
1755-7							n e			
1789-7							k a r a ŋ g a			
3519-7							t u m a			
3686-7							z i m b a			
4249-7							k u m i			
4451-7							v i s i			
814-7							ŋ o m b e			
1216-7							k a v a			
1475-7							k w a			
2026-7							t w e			
2775-7							v u m b a			
3826-7							z o k a			
4003-7							i v a			
4040-7							ɣ e ɲ i			
84-7							u u u			
116-7							v i k a			
181-7							ɣ o ŋ g o			
419-7							o k o			
587-7							o ŋ ɣ o			
660-7							e l a			
848-7							k a r a			
1122-7							v u n a			
1159-7							ɲ a			
1374-7							a n e a			
1396-7							z o v u			
1430-7							i s o			
1906-7							i ɣ i a			
2177-7							ɣ a i			
2419-7							s e k a			
3018-7							z i a			
3275-7							k a n a			
3441-7							s e ŋ g a			
3464-7							v o n a			
3639-7							d e d e m a			
3885-7							z u m o			
4192-7							v i m b a			
745-7							t á k o			
3971-7							k á m a			
55-7							ɲ a m a			
2717-7							g a ŋ g a			
4139-7							m i ɲ a			
93-7							k o n o			
459-7							u m a			
575-7							t a			
1712-7							v u o			
2088-7							v i s a			
2166-7							ɲ u m b a			
2334-7							v i ɣ o			
2393-7							m e ɲ a			
2537-7							o m o			
2665-7							i ɣ i			
2997-7							ɣ a s a			
4028-7							v e			
4316-7							t a t u			
4429-7							v s a			
4688-7							a i w e			
3067-7							t u			
3185-7							v i k a			
794-7							v i k a			
143-7							v u			
388-7							p u m a			
599-7							t a m b i			
836-7							s u m b i			
969-7							i s a			
1110-7							t e m a			
1263-7							t á h a			
1329-7							i k a			
1362-7							ɣ i			
1606-7							o t o			
1629-7							h v i			
1744-7							i v a			
1917-7							v u m a			
1989-7							s a ɣ a			
2037-7							ɣ a t a			
2128-7							ɣ e m b e			
2186-7							ɣ a n a			
2700-7							a ŋ g a			
2797-7							o m o			
2904-7							ɣ e n d a			
2972-7							z e			
3148-7							i t a			
3364-7							o t a			
2689-8								n a m a		
1285-8								ŋ w a		
1303-8								ŋ ô m a		
2197-8								t a r a		
2828-8								ʝ i n a		
3572-8								t ô n i		
1755-8								n e		
1789-8								k á r a ŋ g a		
3207-8								p u r a		
3519-8								t u m a		
3686-8								i m b a		
4249-8								k u m i		
4451-8								β i t i		
814-8								ŋ o m b e		
1228-8								b w a		
2026-8								t w e		
2775-8								β u m b a		
3826-8								ʝ o k a		
4040-8								k ɛ n i		
181-8								g ô ŋ g o		
660-8								r e r a		
848-8								k á r a		
1083-8								r i r a		
1159-8								n a		
1350-8								r j a		
1396-8								ʝ ô v u		
1666-8								t a n u		
2177-8								ŋ g a		
2317-8								p u β a		
4260-8								ʝ w a		
745-8								t á k o		
3971-8								k á m a		
94-8								β ô k o		
2717-8								g a ŋ g a		
4139-8								m i d a		
43-8								s i m u		
575-8								t a		
871-8								d á m a		
1339-8								t w i		
1585-8								a r a		
1872-8								p a		
2893-8								ʝ i k u a		
4028-8								β w e		
4316-8								t á t u		
4440-8								β i r i		
4485-8								t u		
4688-8								w e ŋ w e		
2798-8								n w a		
794-8								p e k e a		
994-8								t e r e a		
1006-8								i ŋ g i u		
1043-8								β a r a		
1617-8								ʃ i k o		
1969-8								m a m a		
3364-8								ô r a t a		
2689-9									n a m a	
893-9									a n a	
1285-9									n w a	
1303-9									g o m a	
2197-9									z a l a	
2828-9									s i n a	
3572-9									s o n i	
1095-9									l i m a	
1789-9									k a l a ŋ g a	
3207-9									b u l a	
4249-9									g ʊ m i	
4451-9									b i s i	
630-9									b e l e l a	
814-9									ŋ o m b i	
1228-9									b w a	
1418-9									s i m a s a	
1475-9									g w a	
2026-9									s w e	
2775-9									b u m b a	
3397-9									b o l a	
3826-9									o g a	
4003-9									i b a	
4040-9									g e n i	
4373-9									l i m i	
4384-9									i n g	
116-9									b i k a	
181-9									g o n g o	
1083-9									l i r a	
1374-9									n s a a	
1430-9									i s o	
1666-9									r a n ʊ o	
1767-9									k ʊ k ʊ	
1906-9									i n z i l a	
2177-9									n g a p i	
2419-9									s e g a	
2750-9									e z i	
3018-9									z i l a	
3441-9									s e ŋ g a	
3885-9									r ʊ m o	
3981-9									e m a	
4260-9									s w a	
4350-9									l e e l o	
278-9									b a	
745-9									s á g o	
55-9									a m a m a	
94-9									b o k o	
4139-9									m i k a	
200-9									b i	
528-9									b i l i	
871-9									r a m a	
2088-9									b i z a	
2166-9									ʊ m b a	
2334-9									b i g o	
2393-9									m a n a	
2537-9									l a m o	
2665-9									i n g i	
2738-9									b e e l e	
2872-9									k o s i	
2997-9									g a n z a	
3075-9									g u l u b e	
4238-9									i s o z i	
4429-9									a s a	
4440-9									b ʊ l ʊ	
4485-9									s u	
4574-9									o w a l a	
2798-9									n w a	
3067-9									n z ʊ	
3767-9									l o	
4632-9									k z i	
1033-9									k o s o l o l a	
3185-9									b i g a	
240-9									o g a	
401-9									d a	
755-9									g ʊ l a	
836-9									r ʊ m b i	
1006-9									ɲ u ŋ g u	
1744-9									i b a	
1989-9									s a g a	
2037-9									ŋ g r a	
2128-9									g e m b e	
2186-9									g a n a	
2483-9									g ʊ l ʊ	
2592-9									l o l a	
3030-9									l i a	
3160-9									l u r a	
2689-10										n a m a
893-10										a n a
1285-10										n w a
2197-10										z a l a
2828-10										z i n a
1095-10										l i m a
1755-10										i n e
3207-10										f u l a
3519-10										t u m a
448-10										n u n i
630-10										β e l e
1216-10										k a β a
1418-10										s i m a
2775-10										β u m b a
3397-10										β a l a
4373-10										l i m i
4384-10										i n ɔ
84-10										s ʊ l ʊ
1083-10										l i l a
1122-10										f i n a
2286-10										l a
2317-10										f u β a
3018-10										z i l a
3275-10										k a a n a
3464-10										β ɔ n a
3639-10										t e r e m a l a
3885-10										f ʊ m ɔ
3981-10										i m a n a
94-10										β o k o
4139-10										m e n d a
43-10										d i m ʊ
374-10										a w a l a
459-10										l u m a
508-10										β ɔ f u
871-10										t á m a
1712-10										f u l ɔ
2893-10										t i k ʊ
3075-10										ɔ u l u b e
3531-10										a n i k a
794-10										β e k a
1032-10										k ɔ l ɔ l a
2797-10										ɔ m ɔ
