COGID	1	10	2	3	4	5	6	7	8	9
4249-3			x u m i							
4451-3			b s i							
448-3			n u n i							
630-3			β e l e							
1216-3			k a β a							
1228-3			b w a							
1418-3			s i m a							
1475-3			k w a							
3397-3			o o l a							
4003-3			j b a							
4040-3			k e n i							
4373-3			l m i							
4384-3			n o							
181-3			k o ŋ k o							
419-3			l o k a							
587-3			o ŋ g o							
660-3			l e l a							
1083-3			l i l a							
1350-3			l j a							
1374-3			a n a							
1396-3			dʒ o f u							
1666-3			r a n o							
1767-3			k o x o							
1906-3			ŋ g i l a							
2177-3			ŋ k a p i							
2286-3			l a							
2317-3			f u f a							
2750-3			e s							
3275-3			x a n a							
3464-3			o n a							
3639-3			t e m a							
3981-3			e x a							
4192-3			f i m b a							
4260-3			s w a							
4350-3			l e l o							
278-3			β a							
745-3			r a x o							
3971-3			x a m a							
93-3			k o n o							
200-3			β i							
374-3			a l w a							
508-3			f o f u							
528-3			β i l i							
1137-3			s k u							
1585-3			a l a							
1712-3			f u l o							
2088-3			b i s a							
2334-3			f i k o							
2393-3			m a n a							
2665-3			i ŋ g i							
2738-3			β i l i i							
3675-3			l w e l e							
4137-3			m l a							
4440-3			β i l i							
4574-3			w a l a							
4688-3			i w e							
2798-3			n w a							
3067-3			n u							
3531-3			a n e x a							
3767-3			l o							
4632-3			x a s i							
401-3			tʰ a							
649-3			l e e r a							
755-3			k u l a							
1032-3			k o l o l a							
1043-3			β a l a							
1273-3			l o o r a							
1362-3			k i							
1895-3			a							
2615-3			tʰ a							
2784-3			k u l							
2904-3			k e n tʰ a							
3385-3			s i							
3430-3			u							
3664-3			β e a k a							
3756-3			s i n s a							
24-3			r u x a							
542-3			o i l a u x							
564-3			p a k a							
928-3			k o l o							
1181-3			f w a							
1241-3			p u n tʰ a							
1607-3			l i l o							
1929-3			u s							
2852-3			k o f u							
3198-3			o m a a							
3502-3			e n i							
3598-3			β i k a							
3698-3			i x a l a							
3735-3			g l u							
3940-3			a l a							
2689-4				n a m a						
893-4				a n a						
1285-4				n w a						
3572-4				s o n i						
1755-4				n e						
1789-4				g a l a ŋ g a						
3686-4				i m b a						
4451-4				b i s i						
1216-4				g a b a						
4003-4				i b a						
419-4				ɔ g a						
1122-4				b i n a						
1430-4				i s ɔ						
1666-4				t a n ɔ						
1767-4				g ɔ k ɔ						
55-4				n a m a						
94-4				b ɔ k ɔ						
2717-4				g a ŋ g a						
1339-4				t w i						
4632-4				g á s i						
2784-4				g u l u						
3160-4				l u r a						
675-4				dʒ e ŋ g a						
860-4				b i ŋ g a						
1151-4				s i						
1631-4				k u n i						
2057-4				t i m a						
2689-5					n a m a					
893-5					a n a					
1285-5					n w a					
1303-5					ŋ g m					
2197-5					tʃ a l a					
2828-5					l n					
3572-5					tʃ o n i					
1095-5					l m a					
3207-5					p u l a					
3519-5					t u m a					
3686-5					s i m b a					
4249-5					k u m u					
448-5					n u n i					
630-5					β e l e					
814-5					ŋ o m β e					
1228-5					β w					
1418-5					s i m a					
2026-5					t w e					
2775-5					β u m b a					
3397-5					β o l a					
3826-5					tʃ o k					
4040-5					g e n u					
4373-5					l m i					
4384-5					i n o					
84-5					s u g u l u					
116-5					f i					
587-5					o n g o					
848-5					k l					
1159-5					n					
1350-5					l j					
1396-5					tʃ oː f u					
1430-5					s u					
1767-5					g o k o					
2286-5					l a					
2317-5					β u p a					
2419-5					s e k					
2750-5					e s i					
3018-5					s i l a					
3275-5					k a n					
3441-5					s e ŋ g					
3885-5					tʃ u m o					
4192-5					β ìì m b a					
4260-5					s w					
4350-5					l e l o					
278-5					β a					
745-5					t k o					
3971-5					k a m a					
55-5					n m					
94-5					β o k o					
2717-5					g a ŋ g a					
4139-5					m u n dʒ a					
200-5					β i					
374-5					l a a l a					
508-5					p oː p u					
528-5					β i l					
575-5					t a					
1137-5					s k u					
1339-5					t w e					
1872-5					p a					
2537-5					l oː m oː					
2738-5					β e l e					
2872-5					k o s i					
2893-5					s i k u					
3675-5					l w e l e					
4028-5					β e					
4238-5					i s oː s i					
4429-5					s					
4485-5					s u					
2798-5					n w					
3531-5					a n e k a					
3767-5					l o					
4632-5					k ʃ i					
1033-5					k o p o l a					
3185-5					β i k					
649-5					l e e t					
1110-5					t e m					
1263-5					t p a					
1273-5					l oː oː t					
1329-5					k l					
1617-5					d k oː					
1917-5					v u m					
1969-5					m a					
2483-5					g u l u					
2615-5					d					
2700-5					g a ŋ g					
2884-5					p j					
2972-5					s e					
3030-5					l p					
3261-5					d e l e					
3419-5					t e					
3664-5					β e k					
3706-5					t a n t u					
3865-5					s s e					
4406-5					t i					
4530-5					l u k					
4552-5					n s i					
24-5					l u k a					
542-5					β i l a					
1181-5					f w					
1241-5					p u n					
1607-5					l i l o					
1929-5					β u ʃ i					
3598-5					β e k					
3698-5					i k l					
3735-5					g u l u					
3940-5					f á l					
1631-5					k u n u					
2057-5					t e m a					
552-5					f u p a					
959-5					f e p o					
1318-5					k u ŋ g u					
1411-5					β i					
1495-5					f u t					
1578-5					l w a					
1303-6						o m				
1755-6						n e				
448-6						ɲ u n i n				
1475-6						k w				
3397-6						p o l a				
2286-6						l a				
278-6						β				
2717-6						g a ŋ g a				
4137-6						m i l a				
3767-6						l o				
1033-6						k o s o l o				
2689-7							ɲ a m a			
893-7							a n a n a			
1285-7							ɲ w a			
1303-7							g o m a			
2197-7							t á a			
2828-7							z ŋ a			
3572-7							z o n i			
1095-7							i m a			
1755-7							n e			
1789-7							k a ŋ g a			
3519-7							t u m a			
3686-7							m b a			
4249-7							k u m i			
4451-7							v i s i			
814-7							g o m b e			
1216-7							k a v a			
1475-7							g v a			
2026-7							t w e			
2775-7							v u u m b a			
3826-7							dʒ o k a			
4003-7							j v a			
4040-7							g e n i			
84-7							u r g u			
116-7							j k a			
181-7							g o ŋ g o			
419-7							o k a			
587-7							o ŋ g o			
660-7							e o a			
848-7							k a r a			
1122-7							v i ɲ a			
1159-7							ɲ a			
1374-7							s á n a			
1396-7							dʒ o v u			
1430-7							i ŋ o			
1906-7							ŋ k i a			
2177-7							ŋ g a i			
2419-7							z e k a			
3018-7							s i a			
3275-7							g a ŋ a ŋ a			
3441-7							z e ŋ g a			
3464-7							v o n a			
3639-7							d e d e m a			
3885-7							z u m o			
4192-7							v ìì m b a			
745-7							t u k o			
3971-7							k a m a			
55-7							ŋ a m a			
2717-7							g a ŋ g a			
4139-7							m i ŋ a			
93-7							g o n o			
459-7							u m a			
575-7							t a			
1712-7							f u o			
2088-7							v i m a			
2166-7							u m b a			
2334-7							b i ɣ o			
2393-7							m a ɲ a			
2537-7							o m o			
2665-7							i ŋ g i			
2997-7							k u a s a			
4028-7							w e			
4316-7							t á t u			
4429-7							h a z a			
4688-7							a w ŋ e			
3067-7							n t u			
3185-7							v i k a			
794-7							v e k a			
143-7							v u			
388-7							h a ɲ m a			
599-7							t a m b i			
836-7							s u m b i			
969-7							i s a			
1110-7							t e m a			
1263-7							t a h a			
1329-7							i k a r a			
1362-7							g i			
1606-7							o o t o			
1629-7							k v i			
1744-7							i v a			
1917-7							v u m a			
1989-7							s a ɣ a			
2037-7							ɣ a t a			
2128-7							ɣ e m b e			
2186-7							ɣ a ɲ a			
2700-7							g a ŋ g a			
2797-7							o m o			
2904-7							g e e n d a			
2972-7							z e			
3148-7							i t a			
3364-7							o t a			
3419-7							t e			
3430-7							ɲ u			
3583-7							o a			
3706-7							t a ŋ d a t a			
3756-7							s i ɲ dʒ a			
3837-7							k o m a			
4406-7							t i			
4621-7							a n i			
564-7							a ɣ m a			
928-7							g o o			
1181-7							f w á			
1241-7							h u ŋ d a			
2852-7							g o v u			
3198-7							o m á n a n a			
3502-7							n e n e			
675-7							t u ŋ g a			
1151-7							z i			
959-7							b e h o			
1411-7							v i			
1495-7							v u t a			
2689-8								n a m a		
1285-8								n w a		
1303-8								g o m a		
2197-8								t a r a		
2828-8								r n a		
3572-8								ʃ o n i		
1755-8								n e		
1789-8								k á r a ŋ g a		
3207-8								b u r a		
3519-8								d u m a		
3686-8								j m b a		
4249-8								k u m i		
4451-8								v i t i		
814-8								g o m b e		
1228-8								b w a		
2026-8								t w e		
2775-8								b u m b a		
3826-8								ʝ o k a		
4040-8								k e n i		
181-8								g o ŋ g o		
660-8								r e r a		
848-8								k a r a		
1083-8								r i r a		
1159-8								n a		
1350-8								r j a		
1396-8								ʝ o f u		
1666-8								t a n o		
2177-8								ŋ g a p		
2317-8								β u p a		
4260-8								ʃ w a		
745-8								t á k o		
3971-8								k á m a		
94-8								b ô k o		
2717-8								g a ŋ g a		
4139-8								m e n d a		
43-8								ʝ i m u		
575-8								t a		
871-8								d á m a		
1339-8								t w a e		
1585-8								a r a		
1872-8								p a		
2893-8								ʝ a k u		
4028-8								β w e		
4316-8								t á t u		
4440-8								β i r		
4485-8								ʃ u		
4688-8								w e ŋ w e		
2798-8								n w a		
794-8								v e r a k a		
994-8								t e r k a		
1006-8								n u ŋ g i		
1043-8								β a r a		
1617-8								k		
1969-8								m a m a		
3364-8								ʝ r a		
4530-8								r u k a		
928-8								k o r o		
2852-8								k o β u		
675-8								d r ŋ g a		
860-8								v e ŋ g a		
1631-8								ŋ u n a		
552-8								w u p a		
1318-8								k u ŋ g i		
1578-8								r w a		
2689-9									ɲ a m a	
893-9									a a n a	
1285-9									n w á	
1303-9									ŋ o m a	
2197-9									s a l a	
2828-9									l i n a	
3572-9									r o n i	
1095-9									l i m a	
1789-9									g á l a ŋ g a	
3207-9									b u l a	
4249-9									g ʊ m i	
4451-9									b i s i	
630-9									b e l e	
814-9									ŋ o m b e	
1228-9									b w a	
1418-9									s i m a	
1475-9									g w a	
2026-9									r w e	
2775-9									b u m b a	
3397-9									b o l a	
3826-9									r o k a	
4003-9									i b a	
4040-9									g e n i	
4373-9									l i m i	
4384-9									i n o	
116-9									f i i k a	
181-9									g o ŋ g o	
1083-9									l i l a	
1374-9									s a nː a	
1430-9									i s o	
1666-9									r á n o	
1767-9									g o k o	
1906-9									ŋ g i l a	
2177-9									ŋ g á p i	
2419-9									s e g a	
2750-9									i s i	
3018-9									s i l a	
3441-9									s e ŋ g a	
3885-9									r ʊ m g	
3981-9									i m a	
4260-9									s w a	
4350-9									l e e l o	
278-9									b a	
745-9									s á g o	
55-9									ɲ a m a	
94-9									b g k o	
4139-9									m i n a	
200-9									b i	
528-9									b i l i	
871-9									r á m a	
2088-9									b ìì s a	
2166-9									ɲ ʊ m b a	
2334-9									f i g o	
2393-9									m a ɲ a	
2537-9									l o m o	
2665-9									i ŋ g i	
2738-9									b e e l e	
2872-9									k o s i	
2997-9									g a s a	
3075-9									g u l u b e	
4238-9									s i o s i	
4429-9									a s a	
4440-9									b i l i	
4485-9									s ʊ	
4574-9									f w á l a	
2798-9									n w a	
3067-9									n s ʊ	
3767-9									l o	
4632-9									m á s i	
1033-9									k o b o l o l a	
3185-9									b i g a	
240-9									g a	
401-9									d a	
755-9									g u l a	
836-9									r ʊ m b i	
1006-9									nː u ŋ g u	
1744-9									i b a	
1989-9									s a g a	
2037-9									g a r a	
2128-9									g e m b e	
2186-9									g a nː a	
2483-9									g l ʊ	
2592-9									l o l a	
3030-9									l i a	
3160-9									l u r a	
3385-9									s i	
3865-9									s á s i	
4552-9									i n s i	
564-9									a a m a	
3502-9									ŋ ɲ n i	
3598-9									b e	
3698-9									i g m a l a	
3735-9									g ʊ l ʊ	
1151-9									s i	
1318-9									k ʊ ŋ g ʊ	
1411-9									f i	
2689-10										n a m a
893-10										a n̩ a
1285-10										n w a
2197-10										s a l a
2828-10										l i n a
1095-10										l i m a
1755-10										n̩ a
3207-10										f ʊ l a
3519-10										tʰ ʊ m a
448-10										n̩ u n̩ i
630-10										ʊ e l e
1216-10										g a b a
1418-10										s i m a
2775-10										ʊ ʊ m b a
3397-10										ʊ o l a
4373-10										l i m i
4384-10										i n̩ o
84-10										k ʊ l ʊ
1083-10										l i l a
1122-10										b i n̩ a
2286-10										l a
2317-10										ʊ f ʊ a
3018-10										s i l a
3275-10										qʰ a á n̩ a
3464-10										ʊ o n̩ a
3639-10										t e r e m a
3885-10										s ʊ m ɔ
3981-10										i m a
94-10										ʊ a qʰ o
4139-10										m i n a
43-10										s i m u
374-10										a l w a
459-10										l u m a
508-10										f o f ʊ
871-10										r a m a
1712-10										f ʊ l o
2893-10										tʰ i qʰ ʊ
3075-10										ɔ u l u b e
3531-10										a n̩ i qʰ a
794-10										b i k a
1032-10										g o l o l a
2797-10										l m ɔ
24-10										tʰ ʊ̀ kʰ a
542-10										ʊ i l a u qʰ
1607-10										l i l o
3198-10										l ɔ m a n̩ a
1578-10										l w a
