COGID	Albanian	English	French	German	Latin
106-5					f a r u r
741-5					p i u
421-5					f l u u r
227-5					f u s
920-5					k o r a n
1083-5					k a r n
1066-5					ai f
1125-5					n iː n u
1197-5					m a r a r
473-5					n ai w aː l
284-5					n e w u
661-5					a n
701-5					r u t
315-5					r u n d
1169-5					s o l t
982-5					a s i
987-5					k n e
1055-5					s t a r l
1130-5					s u g k
433-5					s a l a
585-5					t u
625-5					uː e g
1186-5					p a n
814-5					w e r i t
416-5					k t
1233-5					w e n d
884-5					w u r m
916-5					oː
1016-5					a nː a m a l
952-5					a t
78-5					b l a w
1079-5					b i
116-5					ɪ t
188-5					f a r n
745-5					f a g u r
47-5					k w u m a n
111-5					l a k
1061-5					m au t a n
630-5					n ŋ u e t
1155-5					k a l w
24-5					n ɪ f t
232-5					n u n
343-5					w i oː l e r
460-5					f u l u
945-5					s e p u n
644-5					k a w
683-5					k a n d a
650-5					s i oː l
612-5					t uː m aː
1041-5					s t a n p
871-5					d r iː i t
492-5					p a n
1209-5					w o m iː t
667-5					l a w oː
499-5					n u
1029-5					w u
272-5					s eː d r
