COGID	Albanian	English	French	German	Latin
661-3			v ø n		
701-3			r u t		
315-3			r u n d		
1169-3			s o l t		
1150-3			s a r t ɑ̃ r		
982-3			s ɛ d		
987-3			s n		
1055-3			s t ai r		
1130-3			s ø g		
433-3			s y n		
585-3			t y		
625-3			s u ŋ ɑ̃		
1186-3			s u s		
814-3			v ɑ̃ r t ɛ t		
416-3			v a t		
1233-3			w ɛ n d ai		
884-3			v ɑ̃ r m ɛ		
916-3			ɛ t		
1016-3			ɛ n ɑ̃ m e l		
952-3			ɛ t		
514-3			b r ɛ n		
1079-3			b ɛ b		
1100-3			f r u f t		
47-3					
111-3			l ɛ k u		
1061-3			ø t		
1155-3			k o l s		
343-3			w i t ɛ r		
671-3			r ɛ f t		
460-3			f u t r		
8-3			g ɑ̃ r s ɛ s		
644-3			s u		
683-3			k ɑ̃ t		
650-3			s ɛ ɛ		
612-3			t ɑ̃ m		
871-3			r ɛ j t		
1209-3			w a m ɑ̃ t		
667-3			l ɛ v e		
499-3			n ø		
14-3			j i l ai		
1029-3			v ø		
272-3			k ɑ̃ r		
278-3			m o		
410-3			ʃ r t k		
336-3			s ɛ p s ɛ		
1009-3			v ɛ n t r		
479-3			o v		
712-3			m œ r		
1113-3			s a n ø		
605-3			s s		
752-3			s p i r e		
695-3			ø b		
73-3			f r i ʒ		
162-3			k ø n d		
239-3			d		
560-4				b j eː n	
438-4				b aː ʃ	
1222-4				b eː r	
353-4				p i ʃ h iː	
201-4				p eː z ə	
20-4				f a t r	
503-4				p l aː n a	
957-4				iː n	
728-4				l a g	
244-4				eː m	
289-4				n a s	
911-4				r a s iː n	
724-4				s r aː	
145-4				t oː	
992-4				h oː	
1181-4				ʃ j n iː	
706-4				a j r l a	
106-4				f a s r	
421-4				f l o r	
227-4				p j eː	
920-4				h o r s	
1083-4				h a r n ø	
1066-4				g ə	
1125-4				g eː n r	
1197-4				m a n d ə r	
473-4				n r b aː l	
284-4				n aː z a	
661-4				eː n a	
701-4				r oː b r a	
315-4				r a t oː n t a	
1169-4				ʃ a l t	
1150-4				ʃ a r s	
982-4				z eː s ə	
987-4				n aː g	
1055-4				eː t ai r	
1130-4				ʃ uː z eː	
433-4				ʃ e l aː j	
585-4				t oː	
625-4				t ə ŋ iː a	
1186-4				t oː d	
814-4				b ə r t i t	
416-4				k v a	
1233-4				v eː n t a	
884-4				v aː r m iː	
78-4				b l iː	
514-4				b r uː l aː	
116-4				eː t eː	
188-4				f ai r h r l	
745-4				f aː n a r	
1100-4				f r oː s	
630-4				n g ə ʃ t	
1155-4				h a l l	
24-4				n u n	
232-4				n au n h	
671-4				t r v a s	
460-4				p au t r	
8-4				g ə r b iː ʃ	
385-4				ʃ iː	
945-4				z i t	
1041-4				ʃ t aː n d	
492-4				s eː n ə iː	
527-4				v ai s ə r	
14-4				j aː l a	
1-4				a l	
915-4				a n d	
271-4				a ʃ	
711-4				b ai s	
1112-4				b l ə t	
205-4				b r aː z s	
301-4				k l a	
72-4				k a l t	
238-4				t aː	
560-5					w m
438-5					u r a e
1222-5					o f
353-5					p w kː k
201-5					p oː s eː
20-5					f o r a r
503-5					p l e n
957-5					d i n
728-5					l k ŋ
244-5					n oː m a n
289-5					n k i
911-5					r a s iː n
724-5					s r i a
145-5					d i
992-5					w i
1181-5					i oː n d
706-5					o i
106-5					f a t a r
741-5					p i k
421-5					f l o m
227-5					p w t
920-5					k o r m a n
1083-5					k o r n
1066-5					ai f
1125-5					g a n u
1197-5					m a r a r
473-5					n u
284-5					n a s a
661-5					w n
701-5					r u p
315-5					r u p
1169-5					s o l u
982-5					s i u s
987-5					s n a
1055-5					k t w r n
1130-5					s u k
433-5					s o n a w
585-5					t uː
625-5					l u ŋ u
1186-5					i u s
814-5					m a r e t
416-5					w a l
1233-5					w i n d
884-5					w u r m
916-5					oː
1016-5					a n iː m a l
952-5					a t
78-5					b l a
1079-5					b i k
116-5					aː s
188-5					f o r n
745-5					f a g u r
47-5					k w u m n
111-5					l a k
1061-5					m u t a
630-5					n ŋ i e
1155-5					k a l s
24-5					n a t
232-5					n u n
343-5					w i oː t e r
460-5					f u r iː
945-5					s a m u n
644-5					s a
683-5					k eː n d aː
650-5					s e i l
612-5					f uː m oː
1041-5					s t e n p
871-5					d r oː i t
492-5					s i n
1209-5					w o m a t
667-5					l k m oː
499-5					n u
1029-5					w u
272-5					s i n d r
278-5					m o w e s
410-5					aː k o r s
1009-5					i t r
198-5					m k g
479-5					w a s a
712-5					m o r iː
1113-5					s i
605-5					o s
752-5					r e s p iː r o
695-5					n u a g
73-5					f r w a d
164-5					n i m r i k r
239-5					g u r
