COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
95-9									w a k	
106-9									t i n i ʔ	
119-9									j a w i	
128-9									h o k	
147-9									t i m i	
231-9									p a n a w a ʔ	
232-9									p i p i j	
239-9									m a m a k a m	
266-9									i t i m	
3-9									w o r a k u	
4-9									w a r i w	
51-9									i w i ʔ	
55-9									i h a a m ʔ	
97-9									m a h o m	
109-9									i p i r	
121-9									t a p a w a ʔ	
149-9									t o k	
160-9									k i r i k	
163-9									i p i n	
167-9									p a ʔ	
207-9									m i	
259-9									t u w a	
66-9									k a r a k a w	
112-9									t a a r a j i ʃ i ʔ	
116-9									t o p a k	
125-9									p a m i m i i i ʔ	
134-9									m a p a t i	
135-9									k i m	
142-9									p a r a m a	
145-9									k a r a t a h	
148-9									t a r a w a n	
162-9									i w i n	
166-9									i m i	
179-9									t a	
201-9									p i	
21-9									r a n	
24-9									w a k a k a n	
52-10										i t i
56-10										i m i ʔ
96-10										a r i n
99-10										a r i k o n
114-10										t o k i tʃ i ʔ
115-10										i r i tʃ i ʔ
133-10										t i p r a tʃ i ʔ
144-10										a r a w i tʃ i
150-10										k a w ʔ
234-10										k o m
236-10										p i k i n ʔ
241-10										a w i m
249-10										i tʃ i ʔ
1-10										w a t a
2-10										w i m
65-10										w
74-10										p a n a
93-10										t o h o r i tʃ i ʔ
95-10										w i k i i
106-10										t e n tʃ i ʔ
119-10										w i t i tʃ i ʔ
128-10										t o k i tʃ i ʔ
147-10										t i m i tʃ i ʔ
231-10										k m i tʃ i ʔ
232-10										k i i
239-10										n a m a k a m ʔ
266-10										i t i m ʔ
3-10										w i r i k i
4-10										w a r i
51-10										w i ʔ
55-10										tʃ a m ʔ
97-10										m a h e m a i
121-10										k a n a
149-10										t o k
160-10										k i r i k
163-10										p i n
167-10										tʃ a ʔ
207-10										m i ʔ
259-10										t o w a
112-10										t r a j i tʃ i ʔ
116-10										t o p a k i tʃ i ʔ
125-10										k m i tʃ i ʔ
134-10										n a p a t i
139-10										m e m i tʃ i ʔ
142-10										h a r a m a tʃ i ʔ
145-10										k a r tʃ i tʃ i
148-10										t r a w e tʃ
162-10										j i n
166-10										m i ʔ
179-10										t a ʔ ʔ
201-10										p w e
24-10										k a
