COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-3			t i tʃ k a							
56-3			s tʃ m i							
96-3			s a t a t							
99-3			a t i e a m tʃ							
114-3			t i tʃ i tʃ i							
115-3			t i r e tʃ i							
133-3			tʃ i tʃ a r a tʃ e							
144-3			s i ʃ e r a tʃ i							
150-3			tʃ a e o							
234-3			a tʃ e m							
236-3			i tʃ o m							
241-3			s a k k r							
249-3			i h e							
1-3			a m a							
2-3			a w i o m							
65-3			a e o k							
93-3			t i ʃ a r i tʃ i							
95-3			a i o k k							
106-3			u m o k i tʃ i							
119-3			s ɲ a tʃ e tʃ i							
128-3			s i tʃ i tʃ i							
147-3			u m i tʃ i							
231-3			a m a t							
232-3			i ʃ i k e a							
239-3			a m a k a m							
266-3			a i tʃ e m							
3-3			s a w i k k a							
4-3			a m e t							
55-3			i o e a m							
109-3			j i o k a tʃ i							
121-3			p e i e e e a a e							
149-3			tʃ e k m							
160-3			tʃ e w i							
207-3			m e d							
112-3			t a i t k a t a tʃ e							
125-3			u o e m a tʃ i							
134-3			i ʃ a tʃ i							
135-3			t i k o k e m a tʃ e							
139-3			s a i o ɲ e m i tʃ e							
57-3			t i k a r a k							
71-3			s d							
131-3			t i k o k a k k k e m a e							
146-3			p i i i e a e a							
227-3			j a ʃ i i t k i							
132-3			m i tʃ i							
240-3			tʃ i m a k							
52-4				i t e						
56-4				a m e						
96-4				a t						
99-4				a w i						
114-4				t a k						
115-4				u w						
133-4				t i p a n						
144-4				a w a r						
150-4				k a w						
234-4				k o m						
236-4				p i k a n						
241-4				a w o n						
249-4				i w e						
1-4				w a r a						
2-4				a m						
65-4				i w ʔ						
74-4				p a n a						
93-4				a r a o						
95-4				a m i						
106-4				t a n a						
119-4				a a a						
128-4				p a k						
147-4				t a k o						
231-4				p a n a w o ʔ						
232-4				p i						
239-4				n a m a k a n						
266-4				i m i m						
3-4				a a						
4-4				w a w a						
51-4				a w e						
97-4				m a p r m						
109-4				a p e k						
121-4				k a p a w a k						
149-4				t u k						
160-4				k i r i k						
163-4				a p i n						
167-4				p a ʔ						
207-4				m o						
259-4				t u w a						
66-4				tʃ a r a k a w						
116-4				a a a a						
134-4				n i p a t						
135-4				a i p a						
139-4				k i i m a n k						
142-4				a p a t a m						
145-4				k a t a t						
148-4				tʃ a w a n						
162-4				i n i n ʔ						
166-4				i m i						
179-4				t a r						
201-4				p e						
21-4				a t a n						
24-4				r a k a r a n						
45-4				a a w a a						
50-4				i n a ʔ						
57-4				t a k a w a n						
71-4				a w o						
84-4				p u r a n						
91-4				m a k o n						
131-4				t k m i m						
146-4				m						
151-4				k i w						
154-4				w e						
192-4				t o t						
205-4				i p a n						
227-4				m a p i t o ʔ						
235-4				a w a						
237-4				a w a						
246-4				i w i p						
250-4				m o						
251-4				w a n a						
271-4				tʃ u w						
284-4				a w a o						
285-4				i w a w i n						
44-4				w a w a						
75-4				a p e w i						
79-4				t a n						
94-4				a a w a o						
104-4				k i p a n						
132-4				w j k o k						
153-4				w a k						
157-4				t a a m						
174-4				p u r o						
177-4				p a						
240-4				t i m a k						
270-4				k a w a i ʔ						
52-5					t a a					
56-5					t m a					
96-5					o r a s i					
99-5					a r u w a m					
114-5					t o k o s i					
115-5					a r a s i					
133-5					t a p a r a s i					
144-5					w a r a s i					
150-5					k a w					
234-5					t k a m					
236-5					p o k a m					
241-5					p a m p w i n					
249-5					a s a					
1-5					f u t a					
2-5					a m					
65-5					a j					
74-5					p a m a					
93-5					t o p a r i s i					
95-5					f i t i					
106-5					t o m o m a s i					
119-5					s i t i					
128-5					k o k o s i					
147-5					s o m i s i					
239-5					m a k a n					
266-5					t a f a m					
3-5					w o r i k o					
4-5					w o r i					
51-5					a j a					
55-5					f a a m					
97-5					m a f a m a n					
109-5					a p o j a p p m					
149-5					t o k					
160-5					k a r a k					
163-5					a p a					
167-5					t p a					
207-5					m y					
259-5					t u j a					
66-5					w a r u p a p m					
112-5					t a r a j i s i					
116-5					t o p a k a					
134-5					t o p a t i					
135-5					w o m k m e p a m					
139-5					t m o m o s i					
142-5					p a r a m a s i					
145-5					k a r a t a s i					
148-5					k o r a j a m a s i					
162-5					a w a m					
166-5					a m a					
179-5					t a					
201-5					p a					
21-5					w o p u p a p m					
45-5					f i m a m a					
50-5					f m a					
71-5					a m i					
84-5					p i w a m					
91-5					m o k o n					
146-5					e k u m a s i					
151-5					k i w					
154-5					t j a					
192-5					s y t					
197-5					t a r a m					
205-5					f p a m					
235-5					s o j i					
237-5					m o m a j i					
250-5					f o k a k o n					
251-5					f u m a ʔ					
267-5					t o w i					
271-5					f o w					
284-5					j i s i					
285-5					o r a j i n					
39-5					m a r i m a					
42-5					t k a r a m a					
44-5					w o j a m					
75-5					a p a j a m					
79-5					t a w a					
94-5					k o r a s i					
104-5					k a f w a r a					
122-5					s i k i m a s i					
153-5					t s a k					
157-5					t a k a m					
174-5					f a r a					
177-5					t o					
270-5					k a j a s a					
52-6						t e t u e e				
56-6						k a m i r				
96-6						t e s i k i				
99-6						e t i e a m p o				
114-6						p e p i p i				
115-6						t t i r i p i				
133-6						t p i p a r e p i				
144-6						t e k e s e p i				
150-6						t e w				
234-6						a k a				
236-6						k i t i e i				
241-6						k e p p e i m				
249-6						a h i r				
1-6						w e w a				
2-6						a e i m m e e				
65-6						e e a p i				
74-6						p i w e				
93-6						p i p a r i k i				
95-6						a w i p i r i				
106-6						t e m p p i k i				
119-6						i w a r i k i				
128-6						k e tʃ a p i				
147-6						p i m i r i				
231-6						k e m a t e				
232-6						t e k i r e e p i				
239-6						p i w a p e m				
266-6						t a i t i e m				
3-6						i i w i t e i n				
4-6						w a t i t e				
55-6						a w p r a m				
97-6						t a p p p e k i p i				
109-6						i k a r a k i n				
160-6						t i w i				
207-6						m i				
112-6						t i p t s a p i tʃ i				
116-6						t i p i t a k a tʃ				
125-6						t i t i m i r i				
134-6						t i k e t i p p e				
135-6						k a m p r a p i tʃ				
139-6						w a p i m i m i p i				
201-6						p a a a a				
21-6						k a k a a a e				
24-6						t i u tʃ t i p p r i i				
57-6						t i k a r n				
131-6						t k h p p p p i p i				
227-6						j k i p i o n				
267-6						p i a i				
132-6						u m a w i e				
240-6						k i m a				
52-7							ʃ e t k z			
56-7							ʃ ë n e n			
96-7							a k u z d z			
99-7							w w u z u m d d			
114-7							t a h u ʃ o			
115-7							ë j u ʃ o			
133-7							t u k u k i z z			
144-7							a t u z i ʃ o z			
150-7							ë j n			
234-7							k a n			
236-7							t e k u m			
241-7							a h k z o n			
249-7							a k e n			
1-7							w ë k u z			
2-7							n e k m d n			
65-7							w i k ʃ o			
74-7							ë n o			
93-7							t w k u j i z o			
95-7							t i e k i k o			
106-7							t w t u ʃ u ʃ o n			
119-7							t u e t i k i			
128-7							t a h u ʃ o			
147-7							ʃ a ʃ k ʃ o			
231-7							t a t u z o z			
232-7							ʃ a ʃ e k n i i i			
266-7							a k h u d			
3-7							w w j u z d u d			
4-7							w e t u z			
51-7							a j e			
55-7							a r u a m n			
97-7							m a ʃ k z u m i			
109-7							a t n k e ʃ			
121-7							t w k u z u i i z i z			
149-7							t ë k k			
160-7							ʃ ë j e n			
163-7							a e n k d			
167-7							k u n			
207-7							m a k			
259-7							t ë j u n			
66-7							t a u z ë d n			
125-7							t w k u z u i i z			
135-7							t a m d d i d			
142-7							a t a t u z i z o z			
145-7							t w k u z u z			
148-7							t w k u z k z h d z o			
162-7							a j u k			
166-7							a i e n			
179-7							t ë k k z			
201-7							t e k n			
21-7							t a k k t ë d n			
24-7							t a k a j i z i i o n			
50-7							a n k u			
57-7							t a a r a i n			
71-7							e m o			
84-7							t ë j e n			
131-7							t a t i i a n i ʃ e n i ʃ i			
146-7							t t a r u k u d d d			
151-7							ë j n			
197-7							k w k k z u i d n			
205-7							a ë n			
227-7							n a n z t i o i			
237-7							m w k i u r u z d			
246-7							a i e i			
250-7							m w k k e k i u o n			
251-7							w ë n u z			
267-7							k a j o			
271-7							t e j k b			
284-7							j e t o			
285-7							w u k u r u z n			
122-7							w r u k u m i i i z			
132-7							a i i k i i			
240-7							ʃ e n a			
52-8								w m a i		
56-8								k u a a b		
96-8								w e s o b		
99-8								w e m w b b		
114-8								k e w o b		
115-8								e s o b		
133-8								e s o b		
144-8								e e s o b		
150-8								k a m i		
234-8								k k a i		
236-8								w k a w i		
241-8								k k m a b		
249-8								y k a b		
1-8								a a a		
2-8								a m a a		
65-8								w a w a		
74-8								k a m o		
93-8								e w e s o b		
95-8								a w m i b		
119-8								w e s o b		
231-8								k e m o b		
232-8								k w e s m e b b		
239-8								v e s a m b		
3-8								w m a a a		
4-8								a a a a		
51-8								a a a i		
55-8								k k a m b		
109-8								w e a a a		
121-8								k w e e s e s o b		
149-8								a a a		
163-8								a a a m b		
167-8								k k k a i		
259-8								k u k a i		
66-8								v e s a a m		
112-8								w e e s o b		
116-8								e s e s o b		
125-8								k w e m e s o b		
145-8								m a a a		
45-8								e v e m b b		
91-8								m a a a		
235-8								u k a i		
246-8								e a a i		
250-8								v v e s b a b		
271-8								a a a a		
284-8								a a a		
39-8								e n e m o n		
42-8								e m o n		
177-8								a a a		
52-9									t u r a ʔ	
56-9									a r a	
96-9									a r a k	
99-9									a r a t a k	
114-9									p a t t i	
115-9									m ʃ a r e k i ʔ	
133-9									m k a t a t a h i ʔ	
144-9									m a r a w a k i ʔ	
150-9									p a w	
234-9									ʃ k a n	
236-9									p u t a m	
241-9									p a h w i n	
249-9									a k a	
1-9									w a k a ʔ	
2-9									w w a k	
65-9									i w e k ʔ	
74-9									p a h a	
93-9									p a r a r i k i ʔ	
95-9									w a k i m n	
106-9									p a r a k i ʔ	
119-9									w w a h i k o ʔ	
128-9									ʃ a t t i	
147-9									p i t i t i	
231-9									p a t a w a ʔ	
232-9									w a k a ɲ w a i n	
239-9									w a r a k a m	
266-9									m a r t i m ʔ	
3-9									w u r a t o	
4-9									a r i k	
51-9									a w a	
55-9									w ʃ o m	
97-9									w a r a t a m a o n	
109-9									a p w t a m o ʔ	
121-9									p a t a w a h r o ʃ ʔ	
149-9									k a t	
160-9									t a r a ʔ	
163-9									w k a t	
167-9									k a t	
207-9									k e k	
259-9									k a w a	
66-9									w a r a p a n	
112-9									p a r r a a j i ʃ i ʔ	
116-9									p a r a t o ʃ o	
125-9									p a k a k i k i ʔ	
134-9									w a k a t i t o n	
135-9									m a r a a o	
142-9									w k a r a h a h i	
145-9									p a r a t i h i ʔ	
148-9									p a r a w r a h i	
162-9									w ʃ w i m	
166-9									a w a	
179-9									k a t	
201-9									p w a	
21-9									w a r e h a n	
24-9									w a a a a a h r o i n	
45-9									m a r a h a e w a m a ʔ	
50-9									a k a	
57-9									w a t a w a i n	
71-9									a k i	
91-9									w a k a r o k o n	
151-9									p a w	
154-9									w w a	
192-9									k e t	
197-9									p a r a i k	
205-9									a k a m	
227-9									w a r a a r a i n	
235-9									ʃ u w i k	
237-9									w a r r a h i o	
246-9									i w a a	
251-9									w a r a ʔ	
267-9									k j j i	
284-9									w a k i	
285-9									i r r a w a n	
39-9									w a r o r i k u	
42-9									m a k a r a k u	
44-9									w a r w a n	
75-9									a w a w a n	
79-9									p a t i k o n	
94-9									w k r e a r e ʃ i	
104-9									p a t a a r h n	
122-9									p a r a k i m a ʃ i	
153-9									k k a t	
157-9									p ʃ a r e m	
174-9									h a r a ʔ	
177-9									t u k	
270-9									p a w a k i ʔ	
52-10										h e t e ʔ
56-10										t e m e ʔ
96-10										h e r i m ɲ
99-10										r e k e n
114-10										p e k i tʃ i
115-10										w e r e tʃ i
133-10										p e k r e tʃ i ʔ
144-10										e r e j a tʃ i ʔ
150-10										t a w ʔ
234-10										k o m
236-10										h i k e n ʔ
241-10										h e w ø
249-10										e tʃ e ʔ
1-10										w e h ø ʔ
2-10										w e m
65-10										e w i k i
74-10										p a m ø
93-10										o t e r e tʃ i ʔ
95-10										w e k i t
106-10										t e m e tʃ ø ʔ
119-10										i w e t i tʃ i
128-10										h e k i tʃ i
147-10										h e m i n ø ɲ
231-10										t i m
232-10										e k m
239-10										e m i k a m ʔ
266-10										t e t e m
3-10										w i r i k e
4-10										w e r e
51-10										a w ø ʔ
55-10										i h n a m
97-10										tʃ e m a tʃ
121-10										k e n tʃ
149-10										t a k ʔ
160-10										t i r ø k
163-10										h e m
167-10										h ø ʔ
207-10										m ø t
259-10										t e w ø
112-10										r a h i tʃ i ʔ
116-10										p e k e k a tʃ i ʔ
125-10										k i m tʃ ʔ
134-10										e t e n i m a n
139-10										k m e m e tʃ i ʔ
142-10										p e r e m a tʃ i
145-10										a r a h e tʃ i
148-10										r w r e h i
162-10										i w i m
166-10										i m ø ʔ
179-10										t e ʔ
201-10										t w e ʔ
24-10										e
45-10										i e w a m a ʔ
50-10										i w ø ʔ
71-10										a m i
84-10										t i w a m
91-10										e k i r i k ø n
146-10										i m e h i ʔ
151-10										k a w ʔ
154-10										e w e ʔ
192-10										t ø k
197-10										p i m
205-10										i t a m ʔ
235-10										t e w e ʔ
237-10										m e j e
250-10										r e h i a k o n
251-10										w a m ø ʔ
267-10										p i w i
271-10										w e r i m i
284-10										w i k i
285-10										i r k e w i n
39-10										a m i r i m a ʔ
42-10										p i k r a m a ʔ
44-10										w e w a m
79-10										t e w i m a
94-10										p e r e tʃ i ʔ
104-10										p e k e r e tʃ i
122-10										i k a m a tʃ i
132-10										e k ɲ
153-10										i t ø k
157-10										t e r e m ʔ
174-10										t r e ʔ
177-10										t o k ʔ
270-10										k e w e w ø ʔ
